"S0004-28032002000100009-scl","Imunonutrição em colite experimental: efeitos benéficos dos ácidos graxos ômega-3","CAMPOS, Fábio Guilherme, WAITZBERG, Dan L., LOGULO, Angela Flávia, TORRINHAS, Raquel Susana, TEIXEIRA, William Gemio Jacobsen, HABR-GAMA, Angelita","Arquivos de Gastroenterologia; 39(1); 48-54","Arquivos de Gastroenterologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032002000100009&lang=pt" 
"S0366-16442002000100002-chl","CLEVER INTERACTIONS: A VERY NEAR HORIZON OF CHEMISTRY","González M., Guillermo","Boletín de la Sociedad Chilena de Química; 47(1); 03-04","Boletín de la Sociedad Chilena de Química","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100002&lang=pt" 
"S0366-16442002000100009-chl","NEW SYNTHESIS AND CHARACTERIZATION OF THE SODIUM 3- N-ACETYLAMINO-2,4,6-TRIIODOBENZOATE: ANTIBACTERIAL ACTIVITY EVALUATION","KESTERNICH, VICTOR, GARCÍA, PEDRO, MARTÍNEZ, ROLANDO","Boletín de la Sociedad Chilena de Química; 47(1); 49-52","Boletín de la Sociedad Chilena de Química","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100009&lang=pt" 
"S0366-16442002000100013-chl","SINTESIS ESTEREOSELECTIVA DE DODECAMINO-my - HEXOLTETRACOBALTO(III) EN PRESENCIA DE HIDRATOS DE CARBONO","LARRAZABAL, GUILLERMO, BUNEL, SERGIO, IBARRA, CARMEN, PARADA, JOSÉ","Boletín de la Sociedad Chilena de Química; 47(1); 73-76","Boletín de la Sociedad Chilena de Química","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0366-16442002000100013&lang=pt" 
"S0716-078X2002000100001-chl","TALLER: ASPECTOS TEÓRICOS DE LA BIOLOGÍA REPRODUCTIVA DE PLANTAS Y SU RELEVANVIA PARA LA CONSERVACIÓN","TRAVESET, ANNA","Revista chilena de historia natural; 75(1); 3-4","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100001&lang=pt" 
"S0716-078X2002000100002-chl","Biología reproductiva y conservación: el caso de la regeneración de bosques templados y subtropicales de robles (Quercus spp.)","Pulido, Fernando J.","Revista chilena de historia natural; 75(1); 5-15","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100002&lang=pt" 
"S0716-078X2002000100003-chl","Importancia de la heterogeneidad ambiental en la ecología de plantas carnívoras mediterráneas: implicaciones para la conservación","Zamora, Regino","Revista chilena de historia natural; 75(1); 17-26","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100003&lang=pt" 
"S0716-078X2002000100004-chl","Comparative genetic structure in pines: evolutionary and conservation consequences","DELGADO, PATRICIA, CUENCA, ARGELIA, ESCALANTE, ANA E., MOLINA-FREANER, FRANCISCO, PIÑERO, DANIEL","Revista chilena de historia natural; 75(1); 27-37","Revista chilena de historia natural","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100004&lang=pt" 
"S0716-078X2002000100005-chl","Narcissus (Amaryllidaceae), la evolución de los polimorfismos florales y la conservación más allá de las &quot;listas rojas&quot;","Arroyo, Juan","Revista chilena de historia natural; 75(1); 39-55","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100005&lang=pt" 
"S0716-078X2002000100006-chl","Ecología reproductiva de Pistacia lentiscus L. (Anacardiaceae): un anacronismo evolutivo en el matorral mediterráneo","VERDÚ, MIGUEL, GARCÍA-FAYOS, PATRICIO","Revista chilena de historia natural; 75(1); 57-65","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100006&lang=pt" 
"S0716-078X2002000100007-chl","Dimorfismo sexual en el acebo, Ilex aquifolium: ¿coste de la reproducción, selección sexual o diferenciación fisiológica?","OBESO, JOSÉ RAMÓN, RETUERTO, RUBÉN","Revista chilena de historia natural; 75(1); 67-77","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100007&lang=pt" 
"S0716-078X2002000100008-chl","Historia natural y conservación de los mutualismos planta-animal del bosque templado de Sudamérica austral","AIZEN, MARCELO A., VÁZQUEZ, DIEGO P., SMITH-RAMÍREZ, CECILIA","Revista chilena de historia natural; 75(1); 79-97","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100008&lang=pt" 
"S0716-078X2002000100009-chl","Vulnerabilidad de los sistemas de polinización de cactáceas columnares de México","Valiente-Banuet, Alfonso","Revista chilena de historia natural; 75(1); 99-104","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100009&lang=pt" 
"S0716-078X2002000100010-chl","Generalización en las interacciones entre plantas y polinizadores","GÓMEZ, JOSÉ M.","Revista chilena de historia natural; 75(1); 105-115","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100010&lang=pt" 
"S0716-078X2002000100011-chl","Consecuencias de la ruptura de mutualismos planta-animal para la distribución de especies vegetales en las Islas Baleares","TRAVESET, ANN","Revista chilena de historia natural; 75(1); 117-126","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100011&lang=pt" 
"S0716-078X2002000100012-chl","Historia natural cuantitativa de una relación parásito-hospedero: el sistema Tristerix-cactáceas en Chile semiárido","MEDEL, RODRIGO, BOTTO-MAHAN, CAREZZA, SMITH-RAMÍREZ, CECILIA, MÉNDEZ, MARCO A., OSSA, CARMEN G., CAPUTO, LUCIANO, GONZÁLES, WILFREDO L.","Revista chilena de historia natural; 75(1); 127-140","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100012&lang=pt" 
"S0716-078X2002000100013-chl","Sources of pheromones in the lizard Liolaemus tenuis","Labra, Antonieta, Escobar, Carlos A., Aguilar, Paz M., Niemeyer, Hermann M.","Revista chilena de historia natural; 75(1); 141-147","Revista chilena de historia natural","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100013&lang=pt" 
"S0716-078X2002000100014-chl","A time-energy analysis of daytime surface activity in degus, Octodon degus","Kenagy, G.J., Vásquez, Rodrigo A., Nespolo, Roberto F., Bozinovic, Francisco","Revista chilena de historia natural; 75(1); 149-156","Revista chilena de historia natural","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100014&lang=pt" 
"S0716-078X2002000100015-chl","Male degus, Octodon degus, modify their dustbathing behavior in response to social familiarity of previous dustbathing marks","Ebensperger, Luis A., Caiozzi, Andrea","Revista chilena de historia natural; 75(1); 157-163","Revista chilena de historia natural","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100015&lang=pt" 
"S0716-078X2002000100016-chl","Comportamiento social y reproductivo del roedor subterráneo solitario Ctenomys talarum (Rodentia: Ctenomyidae) en condiciones de semicautiverio","ZENUTO, ROXANA R., VASSALLO, ALDO I., BUSCH, CRISTINA","Revista chilena de historia natural; 75(1); 165-177","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100016&lang=pt" 
"S0716-078X2002000100017-chl","Biología de la raya Psammobatis extenta (Garman, 1913) (Batoidea: Rajidae)","BRACCINI, JUAN M., CHIARAMONTE, GUSTAVO E.","Revista chilena de historia natural; 75(1); 179-188","Revista chilena de historia natural","Espanhol","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100017&lang=pt" 
"S0716-078X2002000100018-chl","Abundance, distribution and feeding patterns of a temperate reef fish in subtidal environments of the Chilean coast: the importance of understory algal turf","PALMA, ÁLVARO T., OJEDA, F. PATRICIO","Revista chilena de historia natural; 75(1); 189-200","Revista chilena de historia natural","Inglês","2002","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-078X2002000100018&lang=pt" 
