"S1516-31802000000500007-scl","Evolution of nutritional status of infants infected with the human immunodeficiency virus","Leandro-Merhi, Vânia Aparecida, Vilela, Maria Marluce dos Santos, Silva, Marcos Nolasco da, Lopez, Fábio Ancona, Barros Filho, Antônio de Azevedo","Sao Paulo Medical Journal; 118(5); 148-153","Sao Paulo Medical Journal","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802000000500007&lang=pt" 
"S0101-81752000000300004-scl","Cordiamyia globosa Maia (Diptera, Cecidomyiidae), flutuação populacional e parasitóides (Hymenoptera) associados","Maia, Valéria Cid, Tavares, Marcelo T.","Revista Brasileira de Zoologia; 17(3); 589-593","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300004&lang=pt" 
"S0101-81752000000300016-scl","Partição de recursos florais de espécies de Sida Linnaeus e Malvastrum coromandelianum (Linnaeus) Garcke (Malvaceae) entre Cephalurgus anomalus Moure &amp; Oliveira (Hymenoptera, Andrenidae, Panurginae) e Melissoptila cnecomala (Moure) (Hymenoptera, Apidae, Eucerini)","Morato, Elder Ferreira, Campos, Lúcio Antônio de O.","Revista Brasileira de Zoologia; 17(3); 705-727","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300016&lang=pt" 
"S0101-81752000000300025-scl","Stingless bees (Hymenoptera, Meliponini) feeding on stinkhorn spores (Fungi, Phallales): robbery or dispersal?","Oliveira, Marcio L., Morato, Elder F.","Revista Brasileira de Zoologia; 17(3); 881-884","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300025&lang=pt" 
"S0101-81752000000300021-scl","Hesperiidae of Rondônia, Brazil: Cephise Evans (Pyrginae), with descriptions of new species from Mexico and Brazil","Austin, George T., Mielke, Olaf H.H.","Revista Brasileira de Zoologia; 17(3); 757-788","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300021&lang=pt" 
"S0101-81752000000300023-scl","Phaonia Robineau-Desvoidy (Diptera, Muscidae, Phaoniinae): II: revisão das espécies","Coelho, Sônia Maria Prevedello","Revista Brasileira de Zoologia; 17(3); 795-875","Revista Brasileira de Zoologia","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300023&lang=pt" 
"S0101-81752000000300027-scl","Dr. Luis De Santis (1914-2000)","Loiácono, Marta S.","Revista Brasileira de Zoologia; 17(3); 889-890","Revista Brasileira de Zoologia","Espanhol","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300027&lang=pt" 
"S0101-81752000000300026-scl","Methodology for bioassay entomopathogenic Bacillus against sand fly (Diptera, Psychodidae, Phlebotominae) larvae","Wermelinger, Eduardo Dias, Zanuncio, José Cola, Rangel, Elizabeth F., Cecon, Paulo R., Rabinovitch, Leon","Revista Brasileira de Zoologia; 17(3); 885-887","Revista Brasileira de Zoologia","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-81752000000300026&lang=pt" 
"S1414-98932000000300008-scl","A clínica para além do pragmatismo","Santos, Abrahão de Oliveira","Psicologia: Ciência e Profissão; 20(3); 42-45","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300008&lang=pt" 
"S1414-98932000000300007-scl","O pastor psicanalista Oskar Pfister: um legado de desconforto","Gomez, Maria Luísa Trovato","Psicologia: Ciência e Profissão; 20(3); 34-41","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300007&lang=pt" 
"S1414-98932000000300006-scl","A fantasia e o baile de máscaras do final do milênio","Lanzarin, Claudia Cruz","Psicologia: Ciência e Profissão; 20(3); 28-33","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300006&lang=pt" 
"S1414-98932000000300005-scl","O psicólogo no hospital geral","Almeida, Eliane Carnot de","Psicologia: Ciência e Profissão; 20(3); 24-27","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300005&lang=pt" 
"S1414-98932000000300002-scl","Entre Viena e Londres: uma visita à casa de Sigmund Freud","Villari, Rafael Andrés","Psicologia: Ciência e Profissão; 20(3); 2-7","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300002&lang=pt" 
"S1414-98932000000300001-scl","","","Psicologia: Ciência e Profissão; 20(3); 1-1","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300001&lang=pt" 
"S1414-98932000000300004-scl","Qualidade total e certificação ISO 9000: história, imagem e poder","Schmidt, Maria Luiza Gava","Psicologia: Ciência e Profissão; 20(3); 16-23","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300004&lang=pt" 
"S1414-98932000000300009-scl","Anita Paes Barreto","","Psicologia: Ciência e Profissão; 20(3); 49-49","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300009&lang=pt" 
"S1414-98932000000300003-scl","Masculinidade na história: a construção cultural da diferença entre os sexos","Silva, Sergio Gomes da","Psicologia: Ciência e Profissão; 20(3); 8-15","Psicologia: Ciência e Profissão","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932000000300003&lang=pt" 
"S0034-75902000000300005-scl","Estrategias emergentes au deliberadas: um estudo de caso com os vencedores do premio &quot;Top de Morketing&quot; da ADYB","Borges Jr., Adilson Adão, Luce, Fernando Bins","Revista de Administração de Empresas; 40(3); 36-44","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300005&lang=pt" 
"S0034-75902000000300007-scl","O modelo de bandas cambiais tradicional por uma abordagem de opções","Molan, Maurício Kehdi","Revista de Administração de Empresas; 40(3); 66-73","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300007&lang=pt" 
"S0034-75902000000300001-scl","Editorial","Venosa, Roberto","Revista de Administração de Empresas; 40(3); -","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300001&lang=pt" 
"S0034-75902000000300002-scl","Fads and fashions in management: the case of ERP","Caldas, Miguel P., Wood Jr., Thomaz","Revista de Administração de Empresas; 40(3); 8-17","Revista de Administração de Empresas","Inglês","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300002&lang=pt" 
"S0034-75902000000300003-scl","Gerenciando a diversidade cultural: experiências de empresas Brasileiras","Fleury, Maria Tereza Leme","Revista de Administração de Empresas; 40(3); 18-25","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300003&lang=pt" 
"S0034-75902000000300004-scl","Indicadores de clima etico nas empresas","Arruda, Maria Cecilia Coutinho de, Navran, Frank","Revista de Administração de Empresas; 40(3); 26-35","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300004&lang=pt" 
"S0034-75902000000300008-scl","Rumo a sustentabilidade da producao de cana-de-açúcar em São Paulo: as cantas ambientais","Mello, Renato de","Revista de Administração de Empresas; 40(3); 74-82","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300008&lang=pt" 
"S0034-75902000000300013-scl","Empreendedorismo e gerenciamento: processos distintos, porém complementares","Filion, Louis Jacques","Revista de Administração de Empresas; 40(3); 2-7","Revista de Administração de Empresas","Português","2000","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902000000300013&lang=pt" 
