"S1816-79502012000100010-sza","The effect of crop residue layers on evapotranspiration, growth and yield of irrigated sugarcane","Olivier, FC, Singels, A","Water SA; 38(1); 77-86","Water SA","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502012000100010&lang=pt" 
"S0256-95742012000100003-sza","The story of drotrecogin alfa - evidence-based or evidence-biased?","Wiseman, Roger, Blockman, Marc","SAMJ: South African Medical Journal; 102(1); 08-08","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100003&lang=pt" 
"S0256-95742012000100004-sza","PSA screening reduces prostate cancer mortality","Kaestner, Lisa","SAMJ: South African Medical Journal; 102(1); 08-08","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100004&lang=pt" 
"S0256-95742012000100005-sza","Dying with dignity - advance directives","Ingle, Ronald","SAMJ: South African Medical Journal; 102(1); 10-10","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100005&lang=pt" 
"S0256-95742012000100006-sza","Malignant persecution of doctors by the HPCSA","Schultz, C B","SAMJ: South African Medical Journal; 102(1); 10-10","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100006&lang=pt" 
"S0256-95742012000100007-sza","","","SAMJ: South African Medical Journal; 102(1); 10-10","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100007&lang=pt" 
"S0256-95742012000100008-sza","Critics &#039;chew&#039; furiously on Zille&#039;s HIV/drug-testing &#039;carrots&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 102(1); 12-13","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100008&lang=pt" 
"S0256-95742012000100009-sza","Cape Health ups the innovation bar","Bateman, Chris","SAMJ: South African Medical Journal; 102(1); 14-15","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100009&lang=pt" 
"S0256-95742012000100010-sza","Rural E-Cape award winner: &#039;my motivation - seeing medicine change lives&#039;","Bateman, Chris","SAMJ: South African Medical Journal; 102(1); 17-18","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100010&lang=pt" 
"S0256-95742012000100011-sza","The Hamilton Naki Clinical Scholarship, 2007 - 2011","Madiba, Thandinkosi E, Awotedu, Abolade A, du Plessis, Dion, Nchabeleng, Maphoshane, Sathekge, Mike M, Velaphi, Sithembiso C, Volmink, Jimmy A, Walubo, Andrew, Mayosi, Bongani M","SAMJ: South African Medical Journal; 102(1); 20-20","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100011&lang=pt" 
"S0256-95742012000100012-sza","Pre-implantation diagnosis to create &#039;saviour siblings&#039;: a critical discussion of the current and future legal frameworks in South Africa","Strode, Ann, Soni, Sheetal","SAMJ: South African Medical Journal; 102(1); 21-24","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100012&lang=pt" 
"S0256-95742012000100013-sza","Control of hypertension in South Africa: time for action","Seedat, Y K","SAMJ: South African Medical Journal; 102(1); 25-26","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100013&lang=pt" 
"S0256-95742012000100014-sza","Pathogens chipping away at our last line of defence - the rise of the metallo-beta-lactamases","Moolman, Johan, Pitout, Johann","SAMJ: South African Medical Journal; 102(1); 27-27","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100014&lang=pt" 
"S0256-95742012000100015-sza","Twinning in paediatric oncology - an African experience","Stefan, D C, Shalongo, S, Ribeiro, R","SAMJ: South African Medical Journal; 102(1); 28-29","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100015&lang=pt" 
"S0256-95742012000100016-sza","Hypertension in goldminers","Maepe, L M, Outhoff, K","SAMJ: South African Medical Journal; 102(1); 30-33","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100016&lang=pt" 
"S0256-95742012000100017-sza","HIV management by nurse prescribers compared with doctors at a paediatric centre in Gaborone, Botswana","Monyatsi, Gadzikanani, Mullan, Paul C, Phelps, Benjamin R, Tolle, Michael A, Machine, Edwin M, Gennari, Floriza F, Makosky, Jenny, Anabwani, Gabriel M","SAMJ: South African Medical Journal; 102(1); 34-37","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100017&lang=pt" 
"S0256-95742012000100018-sza","Traumatic rhabdomyolysis (crush syndrome) in the rural setting","Rosedale, K J, Wood, D","SAMJ: South African Medical Journal; 102(1); 37-39","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100018&lang=pt" 
"S0256-95742012000100019-sza","Luminex-based virtual crossmatching for renal transplantation in South Africa","Worsley, Catherine M, Mayne, Elizabeth S, Suchard, Melinda S","SAMJ: South African Medical Journal; 102(1); 40-43","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100019&lang=pt" 
"S0256-95742012000100020-sza","Provision and need of HIV/AIDS services in the city of Tshwane Metropolitan Municipality, 2010","Gerritsen, Annette A M, Mitchell, Janine S, White, Brenda","SAMJ: South African Medical Journal; 102(1); 44-46","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100020&lang=pt" 
"S0256-95742012000100021-sza","Seroprevalence of hepatitis B surface antigen among pregnant women attending the Hospital for Women &amp; Children in Koutiala, Mali","MacLean, Brett, Hess, Rosanna F, Bonvillain, Edward, Kamate, Joseph, Dao, Daoda, Cosimano, Amy, Hoy, Shannon","SAMJ: South African Medical Journal; 102(1); 47-49","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100021&lang=pt" 
"S0256-95742012000100022-sza","South African Hypertension Guideline 2011","Seedat, Y K, Rayner, B L","SAMJ: South African Medical Journal; 102(1); 60-83","SAMJ: South African Medical Journal","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742012000100022&lang=pt" 
"S0121-81232012000100003-col","Entesis, entesopatía y espondiloartritis","Ortiz Peña, Patricia, Calvo Páramo, Enrique, Varela, Paola, Valle, Rafael, Londoño Patiño, John","Revista Colombiana de Reumatología; 19(1); 18-26","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100003&lang=pt" 
"S0121-81232012000100002-col","Los anti-TNF y la progresión radiográfica en espondilitis anquilosante","Restrepo Escobar, Mauricio, Muñoz Grajales, Carolina, Vanegas García, Adriana Lucía, Vásquez Duque, Gloria María, González Naranjo, Luis Alonso","Revista Colombiana de Reumatología; 19(1); 8-17","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100002&lang=pt" 
"S0121-81232012000100001-col","&quot;Modelo transformacional&quot;: repensar y rehacer","Quintana L, Gerardo","Revista Colombiana de Reumatología; 19(1); 5-6","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100001&lang=pt" 
"S0121-81232012000100007-col","Histoplasmosis como causa de paniculitis en lupus eritematoso sistémico y dermatomiositis: reporte de dos casos y revisión de la literatura","Posada Giraldo, Cristina, Romero, Juan David, Velásquez Franco, Carlos Jaime, Márquez Hernández, Javier Darío, Trujillo Correa, María Cristina, Mestra Palomino, Laureano","Revista Colombiana de Reumatología; 19(1); 59-63","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100007&lang=pt" 
"S0121-81232012000100006-col","Posible papel de la β2 glicoproteína I y la apoptosis durante la diseminación intermolecular de epítopes en lupus eritematoso sistémico","Restrepo E, Mauricio, Muñoz G, Carolina, Vanegas G, Adriana L, González, Luis Alonso, Vásquez D, Gloria María","Revista Colombiana de Reumatología; 19(1); 52-58","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100006&lang=pt" 
"S0121-81232012000100005-col","Crioglobulinemias","Arango, Andrea, Velásquez Franco, Carlos Jaime","Revista Colombiana de Reumatología; 19(1); 40-51","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100005&lang=pt" 
"S0121-81232012000100004-col","Acupuntura en el manejo complementario de la fibromialgia","Rodríguez Martínez, Nelly, Ángel Macías, Mauricio","Revista Colombiana de Reumatología; 19(1); 27-39","Revista Colombiana de Reumatología","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-81232012000100004&lang=pt" 
"S2011-75822012000100003-col","Profilaxis versus tratamiento antimicrobiano en pacientes sometidos a implantes orales","Cepeda, Beatriz, Riaño, Orlando, Durán, Germán, Gasca, Ivonne","Revista Colombiana de Cirugía; 27(1); 25-29","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100003&lang=pt" 
"S2011-75822012000100002-col","La historia clínica: elemento fundamental del acto médico","Guzmán, Fernando, Arias, Carlos Alberto","Revista Colombiana de Cirugía; 27(1); 15-24","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100002&lang=pt" 
"S2011-75822012000100001-col","La recertificación en Cirugía: programa de certificación periódica de la actualización en Cirugía General","Borráez, Oswaldo A","Revista Colombiana de Cirugía; 27(1); 13-14","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100001&lang=pt" 
"S2011-75822012000100007-col","Tratamiento quirúrgico de la isquemia mesentérica crónica, revisión de la literatura y presentación de un caso","Jiménez, César E, Valencia, Álex, Correa, Juan Rafael","Revista Colombiana de Cirugía; 27(1); 55-62","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100007&lang=pt" 
"S2011-75822012000100006-col","Desnutrición hospitalaria: grupos de soporte metabólico y nutricional","Savino, Patricia","Revista Colombiana de Cirugía; 27(1); 46-54","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100006&lang=pt" 
"S2011-75822012000100005-col","Microbiología de la peritonitis secundaria adquirida en la comunidad, Clínica CES","Díaz, Sergio, Ríos, Diana Carolina, Solórzano, Felipe, Calle, Carlos Andrés, Penagos, Diego, Matallana, Rogelio, Martínez, Juan David, Vanegas, Luis Felipe","Revista Colombiana de Cirugía; 27(1); 40-45","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100005&lang=pt" 
"S2011-75822012000100004-col","Tiroidectomía total basada en la evidencia, análisis de impacto presupuestario","Sanabria, Álvaro, Gómez, Ximena, Domínguez, Luis Carlos, Vega, Valentín, Osorio, Camilo","Revista Colombiana de Cirugía; 27(1); 30-39","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100004&lang=pt" 
"S2011-75822012000100009-col","Perforación intestinal por espina de pescado, revisión de la literatura científica y presentación de dos casos: literature review and report of two cases","Barragán, Catalina, Rueda, Juan David, Espitia, Erik, Uriza, Luis Felipe, Rosselli, Diego","Revista Colombiana de Cirugía; 27(1); 79-84","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100009&lang=pt" 
"S2011-75822012000100008-col","Neoplasias quísticas del páncreas","Álvarez, Luisa Fernanda, Mejía, Juan Carlos, Hoyos, Sergio Iván","Revista Colombiana de Cirugía; 27(1); 63-78","Revista Colombiana de Cirugía","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822012000100008&lang=pt" 
"S0100-736X2012000100002-scl","Controle alternativo de helmintos de Astyanax cf. zonatus utilizando fitoterapia com sementes de abóbora (Cucurbita maxima) e mamão (Carica papaya)","Fujimoto, Rodrigo Y., Costa, Helrik C. da, Ramos, Fabrício M.","Pesquisa Veterinária Brasileira; 32(1); 5-10","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100002&lang=pt" 
"S0100-736X2012000100007-scl","Experimental poisoning of goats by Ipomoea carnea subsp. fistulosa in Argentina: a clinic and pathological correlation with special consideration on the central nervous system","Ríos, Elvio E., Cholich, Luciana A., Gimeno, Eduardo J., Guidi, María G., Acosta de Pérez, Ofelia C.","Pesquisa Veterinária Brasileira; 32(1); 37-42","Pesquisa Veterinária Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100007&lang=pt" 
"S0100-736X2012000100015-scl","Macroscopic description of teeth of Azara&#039;s agouti (Dasyprocta azarae)","Oliveira, Fabrício S., Martins, Leandro L., Canola, Júlio C., Oliveira, Paulo T., Pécora, Jesus D., Pauloni, Ana P.","Pesquisa Veterinária Brasileira; 32(1); 93-95","Pesquisa Veterinária Brasileira","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100015&lang=pt" 
"S0100-736X2012000100012-scl","Detecção molecular e análise filogenética do gene H de amostras do vírus da cinomose canina em circulação no município de Campinas, São Paulo","Rosa, Gislaine Nonino, Domingues, Helena Gallicchio, Santos, Márcia Mercês Ap. Bianchi dos, Felippe, Paulo Anselmo Nunes, Spilki, Fernando Rosado, Arns, Clarice Weis","Pesquisa Veterinária Brasileira; 32(1); 72-77","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100012&lang=pt" 
"S0100-736X2012000100013-scl","Análise comparativa entre a vascularização ventricular e do nó sinoatrial em gatos","Biasi, Caio, Borelli, Vicente, Benedicto, Hildebrando G., Pereira, Miler R., Favaron, Phelipe O., Bombonato, Pedro P.","Pesquisa Veterinária Brasileira; 32(1); 78-82","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100013&lang=pt" 
"S0100-736X2012000100016-scl","Características morfológicas da casca do ovo de avestruz","Gamba, Juliana P., Sabino, Neide S. C., Garcia Neto, Manoel, Souza, Wilson M. de","Pesquisa Veterinária Brasileira; 32(1); 96-98","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100016&lang=pt" 
"S1415-43662012000100014-scl","Conservação de sementes de ipê-roxo","Martins, Leila, Lago, Antonio A. do, Cícero, Silvio M.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(1); 108-112","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000100014&lang=pt" 
"S1415-43662012000100007-scl","Tolerância da cultura do tomate à salinidade do solo em ambiente protegido","Medeiros, Pedro R. F., Duarte, Sergio N., Uyeda, Cláudio A., Silva, Ênio F. F., Medeiros, José F. de","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(1); 51-55","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000100007&lang=pt" 
"S1415-43662012000100008-scl","Atributos físicos, químicos e biológicos de solo sob produção orgânica impactados por sistemas de cultivo","Cunha, Eurâimi de Q., Stone, Luís F., Ferreira, Enderson P. de B., Didonet, Agostinho D., Moreira, José A. A.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(1); 56-63","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000100008&lang=pt" 
"S1415-43662012000100013-scl","Fósforo reativo: Arraste superficial sob chuvas simuladas para diferentes coberturas vegetais","Gebler, Luciano, Bertol, Ildegardis, Ramos, Roger R., Louzada, José A. S., Miquelluti, David J.","Revista Brasileira de Engenharia Agrícola e Ambiental; 16(1); 99-107","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662012000100013&lang=pt" 
"S1516-35982012000100007-scl","Avaliação agronômica de linhagens de aveia-branca em duas regiões fisiográficas do Rio Grande do Sul","Tafernaberri Júnior, Vilmar, Dall&#039;Agnol, Miguel, Montardo, Daniel Portella, Pereira, Emerson André, Peres, Éder Rodrigues, Leão, Marcos Laux","Revista Brasileira de Zootecnia; 41(1); 41-51","Revista Brasileira de Zootecnia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100007&lang=pt" 
"S1516-35982012000100006-scl","Climatic risk zoning for corn and palisade grass (Brachiaria brizantha cv: Marandu) cultivated in integrated crop-livestock systems in São Paulo state, Brazil","Santos, Patrícia Menezes, Pezzopane, José Ricardo Macedo, Mendonça, Fernando Campos, Bettiol, Giovana Maranhão, Evangelista, Balbino Antônio, Silva, Fernando Antônio Macena da","Revista Brasileira de Zootecnia; 41(1); 36-40","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100006&lang=pt" 
"S1516-35982012000100010-scl","Available phosphorus in diets for 15 to 30 kg pigs genetically selected for meat deposition","Arouca, Cláudio Luiz Corrêa, Silva, Francisco Carlos de Oliveira, Fontes, Dalton de Oliveira, Saraiva, Alysson, Donzele, Juarez Lopes, Silva, Martinho de Almeida e, Paula, Eriane de","Revista Brasileira de Zootecnia; 41(1); 65-71","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100010&lang=pt" 
"S1516-35982012000100011-scl","Exigências em treonina para frangos de corte de 22 a 42 dias de idade","Duarte, Karina Ferreira, Junqueira, Otto Mack, Filardi, Rosemeire da Silva, Siqueira, Jefferson Costa de, Garcia, Edivaldo Antônio, Laurentiz, Antonio Carlos de","Revista Brasileira de Zootecnia; 41(1); 72-79","Revista Brasileira de Zootecnia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100011&lang=pt" 
"S1516-35982012000100018-scl","Digestibility and behavior of dogs housed in kennels or metabolic cages","Sabchuk, Tabyta Tamara, Félix, Ananda Portella, Comin, Juliana Grigoletto, Alarça, Laís Guimarães, Oliveira, Simone Gisele de, Maiorka, Alex","Revista Brasileira de Zootecnia; 41(1); 118-122","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100018&lang=pt" 
"S1516-35982012000100009-scl","Characterization of body biometrics during growth of elite Santa Ines sheep","Teixeira Neto, Milton Rezende, Cruz, Jurandir Ferreira da, Malhado, Carlos Henrique Mendes, Carneiro, Paulo Luiz Souza, Nunes, Rita de Cássia Santos, Souza, Luiz Miranda, Souza, Luiz Eduardo Barreto de","Revista Brasileira de Zootecnia; 41(1); 58-64","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100009&lang=pt" 
"S1516-35982012000100027-scl","Development of microorganisms during storage of wet brewery waste under aerobic and anaerobic conditions","Souza, Leiliane Cristine de, Zambom, Maximiliane Alavarse, Pozza, Magali Soares dos Santos, Neres, Marcela Abbado, Radis, Ana Cláudia, Borsatti, Liliane, Castagnara, Deise Dalazen, Gundt, Simoni","Revista Brasileira de Zootecnia; 41(1); 188-193","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100027&lang=pt" 
"S1516-35982012000100031-scl","Amamentação parcelada em função da ordem de parto de porcas","Alonso, Vivian, Rocco, Vanessa Vilas Boas, Galdeano, José Vanderlei Burim, Santana, Renato Simões, Molero, André Henrique Turra, Oliveira, Maria Cristina de","Revista Brasileira de Zootecnia; 41(1); 221-224","Revista Brasileira de Zootecnia","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100031&lang=pt" 
"S1516-35982012000100016-scl","Relationship of arginine with lysine in diets for laying Japanese quails","Reis, Renata de Souza, Barreto, Sergio Luiz de Toledo, Abjaude, Walason da Silva, Dutra, Daniel Rodrigues, Santos, Marilú, Paula, Eriane de","Revista Brasileira de Zootecnia; 41(1); 106-110","Revista Brasileira de Zootecnia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982012000100016&lang=pt" 
"S0100-736X2012000100003-scl","Vacina experimental produzida em cultivo celular confere proteção parcial contra o ectima contagioso em ovinos","Schmidt, Candice, Cargnelutti, Juliana Felipetto, Martins, Mathias, Weiblen, Rudi, Flores, Eduardo Furtado","Pesquisa Veterinária Brasileira; 32(1); 11-16","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100003&lang=pt" 
"S0100-736X2012000100004-scl","Cinética dos anticorpos de origem colostral contra a toxina épsilon de Clostridium perfringens tipo D em cordeiros","Costa, Heni F., Babboni, Selene D., Rodrigues, Carlos F.C., Padovani, Carlos R., Dutra, Iveraldo S., Modolo, José R.","Pesquisa Veterinária Brasileira; 32(1); 17-21","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100004&lang=pt" 
"S0100-736X2012000100005-scl","Abortos em equinos na região sul do Rio Grande do Sul: estudo de 72 casos","Marcolongo-Pereira, Clairton, Adrien, Maria de Lourdes, Ladeira, Silvia R.L., Soares, Mauro P., Assis-Brasil, Nathalia D., Schild, Ana Lucia","Pesquisa Veterinária Brasileira; 32(1); 22-26","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100005&lang=pt" 
"S0100-736X2012000100006-scl","Avaliação microbiológica, histológica e imunológica de frangos de corte desafiados com Salmonella Enteritidis e Minnesota e tratados com ácidos orgânicos","Pickler, Larissa, Hayashi, Ricardo M., Lourenço, Mariana C., Miglino, Leonardo B., Caron, Luiz Felipe, Beirão, Breno C.B., Silva, Ana V.F., Santin, Elizabeth","Pesquisa Veterinária Brasileira; 32(1); 27-36","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100006&lang=pt" 
"S0100-736X2012000100008-scl","Surtos de intoxicação por salinomicina em chinchilas (Chinchilla lanigera)","Lucena, Ricardo B., Fighera, Rafael A., Tessele, Bianca, Giaretta, Paula R., Barros, Claudio S.L.","Pesquisa Veterinária Brasileira; 32(1); 43-48","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100008&lang=pt" 
"S0100-736X2012000100009-scl","Aspectos clinicopatológicos e laboratoriais do envenenamento experimental por Bothrops moojeni e Bothropoides neuwiedi em ovinos","Diefenbach, Aline, Anjos, Bruno L., Caldas, Saulo A., Peixoto, Tiago C., Brito, Marilene F., Yamasaki, Elise M., Santa Rita, Paula Helena, Tokarnia, Carlos H.","Pesquisa Veterinária Brasileira; 32(1); 49-60","Pesquisa Veterinária Brasileira","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2012000100009&lang=pt" 
