"S0718-22952016000100002-chl","La manifestación de lo general en la comedia según Aristóteles","Cifuentes Acuña, Luis","Revista chilena de literatura; (92); 33-51","Revista chilena de literatura","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22952016000100002&lang=pt" 
"S1984-64872016000100207-scl","Dos décadas de Estudios de Hombres y Masculinidades en América Latina: avances y desafíos","(ed.), Francisco Aguayo, (ed.), Marcos Nascimento","Sexualidad, Salud y Sociedad (Rio de Janeiro); (22); 207-220","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872016000100207&lang=pt" 
"S1516-31802016000200153-scl","Impact of health research on advances in knowledge, research capacity-building and evidence-informed policies: a case study on maternal mortality and morbidity in Brazil","Angulo-Tuesta, Antonia, Santos, Leonor Maria Pacheco, Natalizi, Daniel Alves","Sao Paulo Medical Journal; 134(2); 153-162","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000200153&lang=pt" 
"S1677-55382016000200199-scl","Overactive bladder – 18 years – Part II","Truzzi, Jose Carlos, Gomes, Cristiano Mendes, Bezerra, Carlos A., Plata, Ivan Mauricio, Campos, Jose, Garrido, Gustavo Luis, Almeida, Fernando G., Averbeck, Marcio Augusto, Fornari, Alexandre, Salazar, Anibal, Dell’Oro, Arturo, Cintra, Caio, Sacomani, Carlos Alberto Ricetto, Tapia, Juan Pablo, Brambila, Eduardo, Longo, Emilio Miguel, Rocha, Flavio Trigo, Coutinho, Francisco, Favre, Gabriel, Garcia, José Antonio, Castaño, Juan, Reyes, Miguel, Leyton, Rodrigo Eugenio, Ferreira, Ruiter Silva, Duran, Sergio, López, Vanda, Reges, Ricardo","International braz j urol; 42(2); 199-214","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000200199&lang=pt" 
"S0101-32622016000100099-scl","Debates: sobre el rol de la escuela y de los educadores de adultos en las cárceles","Scarfó, Francisco José, Cuellar, Maria Eugenia, Mendoza, Deborah Sabrina","Cadernos CEDES; 36(98); 99-107","Cadernos CEDES","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622016000100099&lang=pt" 
"S1816-79502016000200019-sza","Yao, Ren, Wei and Yue (2010) Biodegradation characterization and kinetics of m-cresol by Lysinibacillus cresolivorans (Water SA 37 (1) 15-20)","Lee, Do Gyun","Water SA; 42(2); 355-355","Water SA","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502016000200019&lang=pt" 
"S0101-32622016000100043-scl","A PRISÃO: INSTITUIÇÃO EDUCATIVA?","Onofre, Elenice Maria Cammarosano","Cadernos CEDES; 36(98); 43-59","Cadernos CEDES","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622016000100043&lang=pt" 
"S0101-32622016000100109-scl","A formação do pedagogo e a educação nas prisões: reflexões acerca de uma experiência","Penna, Marieta Gouvêa de Oliveira, Carvalho, Alexandre Filordi de, Novaes, Luiz Carlos","Cadernos CEDES; 36(98); 109-122","Cadernos CEDES","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622016000100109&lang=pt" 
"S0101-32622016000100009-scl","CIÊNCIAS, TRABALHO E EDUCAÇÃO NO SISTEMA PENITENCIÁRIO BRASILEIRO","Silva, Roberto da, Moreira, Fábio Aparecido, Oliveira, Carolina Bessa Ferreira de","Cadernos CEDES; 36(98); 9-24","Cadernos CEDES","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622016000100009&lang=pt" 
"S0101-32622016000100025-scl","ESCOLA NA OU DA PRISÃO?","Julião, Elionaldo Fernandes","Cadernos CEDES; 36(98); 25-42","Cadernos CEDES","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622016000100025&lang=pt" 
"S1816-79502016000200006-sza","Analysis of auto-purification response of the Apies River, Gauteng, South Africa, to treated wastewater effluent","Omole, David O, Badejo, Adekunle A, Ndambuki, Julius M, Musa, Adebola G, Kupolati, Williams K","Water SA; 42(2); 225-231","Water SA","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502016000200006&lang=pt" 
"S1816-79502016000200001-sza","Influence of phase separator design on the performance of UASB reactors treating municipal wastewater","dos Santos, Silvânia Lucas, Chaves, Silvia Raphaele Morais, van Haandel, Adrianus","Water SA; 42(2); 176-182","Water SA","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502016000200001&lang=pt" 
"S1816-79502016000200012-sza","Development and implementation of a monitoring programme for South African estuaries","Cilliers, GJ, Adams, JB","Water SA; 42(2); 279-290","Water SA","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502016000200012&lang=pt" 
"S0100-69912016000200093-scl","Extended pelvic resections for the treatment of locally advanced and recurrent anal canal and colorectal cancer: technical aspects and morbimortality predictors aftet 24 consecutive cases","Mesquita Neto, José Wilson Benevides de, Machado, Davy Bruno, Macedo, Dárcio Jânio, Cordeiro, Diego Fonseca, Brito, Eurivaldo Valente de, Costa, Marcelo Leite Vieira","Revista do Colégio Brasileiro de Cirurgiões; 43(2); 93-101","Revista do Colégio Brasileiro de Cirurgiões","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912016000200093&lang=pt" 
"S1516-31802016000200180-scl","The 5As of healthy pregnancy weight gain: possible applications in the Brazilian context to improve maternal-fetal health","Silva, Danilo Fernandes da, Ferraro, Zachary Michael, Moretti, Felipe, Piccinini-Vallis, Helena, Adamo, Kristi Bree","Sao Paulo Medical Journal; 134(2); 180-181","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000200180&lang=pt" 
"S1677-55382016000200395-scl","Intravesical human papillomavirus (IHPV) infection–endoscopic resection","Almeida, Silvio Henrique Maia, Rodrigues, Marco Aurélio Cruciol, Mathiel, Daniele, Alves, Susana Fonseca","International braz j urol; 42(2); 395-396","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000200395&lang=pt" 
"S1677-55382016000200179-scl","Editorial in This Issue","Zequi, Stênio de Cássio","International braz j urol; 42(2); 179-179","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000200179&lang=pt" 
"S1677-55382016000200397-scl","RE: The value of testicular ultrasound in the prediction of the type and size of testicular tumors","Shtricker, Abraham, Silver, David, Sorin, Elias, Schreiber, Letizia, Katlowitz, Nachum, Tsivian, Alexander, Katlowitz, Kalman, Benjamin, Shalva, Sidi, Abraham Ami","International braz j urol; 42(2); 397-398","International braz j urol","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382016000200397&lang=pt" 
"S1984-64872016000100399-scl","Resenha","Lermen, Helena Salgueiro","Sexualidad, Salud y Sociedad (Rio de Janeiro); (22); 399-405","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872016000100399&lang=pt" 
"S1516-31802016000200095-scl","Zika epidemic and social inequalities: Brazil and its fate","Lotufo, Paulo Andrade","Sao Paulo Medical Journal; 134(2); 95-96","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000200095&lang=pt" 
"S1516-31802016000200184-scl","Long-term non-pharmacological weight loss interventions for adults with type 2 diabetes mellitus","Norris, Susan L., Zhang, Xuanping, Avenell, Alison, Gregg, Edward, Brown, Tamara, Schmid, Christopher H., Lau, Joseph","Sao Paulo Medical Journal; 134(2); 184-184","Sao Paulo Medical Journal","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-31802016000200184&lang=pt" 
"S0124-71072016000100002-col","Consumo de alcohol, tabaquismo y características sociodemográficas en estudiantes universitarios","Mantilla-Toloza, Sonia Carolina, Villamizar, Carmen Edilia, Peltze, Karl","Universidad y Salud; 18(1); 7-15","Universidad y Salud","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-71072016000100002&lang=pt" 
"S0124-71072016000100007-col","Salud bucal y género en relación a la población adulta mayor atendida en la red hospitalaria pública de Medellín: Los puntos de vista del personal de salud","Agudelo-Suárez, Andrés A, López-Vergel, Felipe, Alzate-Urrea, Santiago, López-Orozco, Carolina, Espinosa-Herrera, Erica, Posada-López, Adriana, Meneses-Gómez, Edwin J","Universidad y Salud; 18(1); 58-68","Universidad y Salud","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-71072016000100007&lang=pt" 
"S0124-71072016000100012-col","Estado nutricional y determinantes sociales en niños entre 0 y 5 años de la comunidad de Yunguillo y de Red Unidos, Mocoa - Colombia","Vallejo-Solarte, María Emma, Castro-Castro, Luz Marina, Cerezo-Correa, María del Pilar","Universidad y Salud; 18(1); 113-125","Universidad y Salud","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-71072016000100012&lang=pt" 
"S0121-03192016000100004-col","Lesiones intraepiteliales, inflamación y atipias escamosas cérvico-uterinas en mujeres de un municipio de Antioquia, Colombia, 2014","Hernández-Ramírez, Luisa Fernanda, Cardona-Arias, Jaiberth Antonio","Medicas UIS; 29(1); 29-36","Medicas UIS","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-03192016000100004&lang=pt" 
"S0101-32622016000100079-scl","A EDUCAÇÃO QUE LEVA AO TRABALHO - O TRABALHO QUE LEVA À ESCOLA: SUPERANDO A DICOTOMIA ENTRE EDUCAÇÃO E TRABALHO","Carvalho, Odair França de","Cadernos CEDES; 36(98); 79-97","Cadernos CEDES","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622016000100079&lang=pt" 
"S1517-106X2016000100081-scl","Catálogo dos mortos:a cultura latino-americana contemporânea e os inventários do horror","Ribeiro, Gustavo Silveira","Alea : Estudos Neolatinos; 18(1); 81-98","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100081&lang=pt" 
"S1517-106X2016000100054-scl","Control y fugas en la era digital, en El delirio de Turing, de Edmundo Paz Soldán","von Werder, Sophie Dorothee","Alea : Estudos Neolatinos; 18(1); 54-64","Alea : Estudos Neolatinos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100054&lang=pt" 
"S1517-106X2016000100035-scl","La traducción en el origen de la poesía: algunas marcas distintivas del proyecto poético de Luis Rogelio Nogueras","Sánchez Aguilera, Osmar","Alea : Estudos Neolatinos; 18(1); 35-53","Alea : Estudos Neolatinos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100035&lang=pt" 
"S1517-106X2016000100114-scl","O mistério em A estranha morte do professor Antena","Santana, Rafael","Alea : Estudos Neolatinos; 18(1); 114-126","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100114&lang=pt" 
"S1517-106X2016000100065-scl","“Na estepe”, de Samanta Schweblin: um exemplo de fantástico contemporâneo, na sequência do cânone consagrado por Cortázar","Garcia, Flavio","Alea : Estudos Neolatinos; 18(1); 65-80","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100065&lang=pt" 
"S0074-02762016000400275-scl","Correlation between TH1 response standard cytokines as biomarkers in patients with the delta virus in the western Brazilian Amazon","Nicolete, Larissa Deadame de Figueiredo, Borzacov, Lourdes Maria Pinheiro, Vieira, Deusilene Souza, Nicolete, Roberto, Salcedo, Juan Miguel Villalobos","Memórias do Instituto Oswaldo Cruz; 111(4); 275-276","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400275&lang=pt" 
"S1517-106X2016000100099-scl","César Aira e o Diario de la hepatitis","Dassie, Franklin Alves","Alea : Estudos Neolatinos; 18(1); 99-113","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100099&lang=pt" 
"S0074-02762016000400280-scl","Draft genome of the Leptospira interrogans strains, Acegua, RCA, Prea, and Capivara, obtained from wildlife maintenance hosts and infected domestic animals","Kremer, Frederico S, Eslabão, Marcus R, Jorge, Sérgio, Oliveira, Natasha R, Labonde, Julia, Santos, Monize NP, Monte, Leonardo G, Grassmann, André A, Cunha, Carlos EP, Forster, Karine M, Moreno, Luísa Z, Moreno, Andrea M, Campos, Vinicius F, McBride, Alan JA, Pinto, Luciano S, Dellagostin, Odir A","Memórias do Instituto Oswaldo Cruz; 111(4); 280-283","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400280&lang=pt" 
"S0074-02762016000400252-scl","Efficacy of entecavir and tenofovir in chronic hepatitis B under treatment in the public health system in southern Brazil","Pereira, Camila V, Tovo, Cristiane Valle, Grossmann, Thiago K, Mirenda, Henrique, Dal-Pupo, Bruna B, Almeida, Paulo RL de, Mattos, Angelo A de","Memórias do Instituto Oswaldo Cruz; 111(4); 252-257","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400252&lang=pt" 
"S1517-106X2016000100127-scl","Sobre o envelhecimento de Lolita no mundo administrado","Tinti, Tauan Fernandes","Alea : Estudos Neolatinos; 18(1); 127-143","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100127&lang=pt" 
"S0074-02762016000400267-scl","The identification and differentiation of the Candida parapsilosis complex species by polymerase chain reaction-restriction fragment length polymorphism of the internal transcribed spacer region of the rDNA","Barbedo, Leonardo Silva, Figueiredo-Carvalho, Maria Helena Galdino, Muniz, Mauro de Medeiros, Zancopé-Oliveira, Rosely Maria","Memórias do Instituto Oswaldo Cruz; 111(4); 267-270","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400267&lang=pt" 
"S0074-02762016000400233-scl","Detection of all four dengue serotypes in Aedes aegypti female mosquitoes collected in a rural area in Colombia","Pérez-Castro, Rosalía, Castellanos, Jaime E, Olano, Víctor A, Matiz, María Inés, Jaramillo, Juan F, Vargas, Sandra L, Sarmiento, Diana M, Stenström, Thor Axel, Overgaard, Hans J","Memórias do Instituto Oswaldo Cruz; 111(4); 233-240","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400233&lang=pt" 
"S1517-106X2016000100013-scl","Poesía colombiana contemporánea (2000-2014)","Trujillo, Patricia, Gómez, Leonardo Gil","Alea : Estudos Neolatinos; 18(1); 13-34","Alea : Estudos Neolatinos","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100013&lang=pt" 
"S0074-02762016000400271-scl","Vaccination of dogs with Trypanosoma rangeli induces antibodies against Trypanosoma cruzi in a rural area of Córdoba, Argentina","Basso, Beatriz, Marini, Vanina, Gauna, Diego, Frias, Maria","Memórias do Instituto Oswaldo Cruz; 111(4); 271-274","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400271&lang=pt" 
"S0074-02762016000400277-scl","Complete genome sequence of Deltapapillomavirus 4 (bovine papillomavirus 2) from a bovine papillomavirus lesion in Amazon Region, Brazil","Daudt, Cíntia, Silva, Flavio RC da, Cibulski, Samuel P, Weber, Matheus N, Mayer, Fabiana Q, Varela, Ana Paula M, Roehe, Paulo M, Canal, Cláudio W","Memórias do Instituto Oswaldo Cruz; 111(4); 277-279","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400277&lang=pt" 
"S1517-106X2016000100009-scl","Editorial","Rosa, Edson, Durão, Fabio Akcelrud","Alea : Estudos Neolatinos; 18(1); 9-9","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100009&lang=pt" 
"S1517-106X2016000100147-scl","Literatura comparada. Reflexões","Silva, Mauricio","Alea : Estudos Neolatinos; 18(1); 147-152","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100147&lang=pt" 
"S1517-106X2016000100155-scl","Apresentação","Veras, Eduardo Horta Nassif","Alea : Estudos Neolatinos; 18(1); 155-156","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100155&lang=pt" 
"S1517-106X2016000100157-scl","A escola pagã","Baudelaire, Charles, Veras, Eduardo Horta Nassif","Alea : Estudos Neolatinos; 18(1); 157-161","Alea : Estudos Neolatinos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-106X2016000100157&lang=pt" 
"S0074-02762016000400258-scl","Cynomolgus monkeys (Macaca fascicularis) experimentally infected with B19V and hepatitis A virus: no evidence of the co-infection as a cause of acute liver failure","Leon, Luciane Almeida Amado, Marchevsky, Renato Sergio, Gaspar, Ana Maria Coimbra, Garcia, Rita de Cassia Nasser Cubel, Almeida, Adilson José de, Pelajo-Machado, Marcelo, Castro, Tatiana Xavier de, Nascimento, Jussara Pereira do, Brown, Kevin E, Pinto, Marcelo Alves","Memórias do Instituto Oswaldo Cruz; 111(4); 258-266","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400258&lang=pt" 
"S0074-02762016000400241-scl","The microbiological signature of human cutaneous leishmaniasis lesions exhibits restricted bacterial diversity compared to healthy skin","Salgado, Vanessa R, Queiroz, Artur TL de, Sanabani, Sabri S, Oliveira, Camila I de, Carvalho, Edgar M, Costa, Jackson ML, Barral-Netto, Manoel, Barral, Aldina","Memórias do Instituto Oswaldo Cruz; 111(4); 241-251","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400241&lang=pt" 
"S0074-02762016000400223-scl","The mc2-CMX vaccine induces an enhanced immune response against Mycobacterium tuberculosis compared to Bacillus Calmette-Guérin but with similar lung inflammatory effects","Oliveira, Fábio Muniz de, Trentini, Monalisa Martins, Junqueira-Kipnis, Ana Paula, Kipnis, André","Memórias do Instituto Oswaldo Cruz; 111(4); 223-231","Memórias do Instituto Oswaldo Cruz","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762016000400223&lang=pt" 
"S0121-56122016000100006-col","Neomubarakismo: al-Sisi y la nueva cara del autoritarismo en Egipto","Ghotme, Rafat, García Sicard, Nadia","Colombia Internacional; (86); 107-136","Colombia Internacional","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-56122016000100006&lang=pt" 
"S0121-56122016000100008-col","","Urteaga, Eguzki","Colombia Internacional; (86); 193-200","Colombia Internacional","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-56122016000100008&lang=pt" 
"S0102-36162016000200175-scl","Correlation between anthropometric data and length and thickness of the tendons of the semitendinosus and gracilis muscles used for grafts in reconstruction of the anterior cruciate ligament","Pereira, Rafael Noschang, Karam, Francisco Consoli, Schwanke, Roberto Luís, Millman, Rubens, Foletto, Zilmar Minetto, Schwanke, Carla Helena Augustin","Revista Brasileira de Ortopedia; 51(2); 175-180","Revista Brasileira de Ortopedia","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162016000200175&lang=pt" 
"S0038-23532016000200017-sza","A bibliometric analysis of research on Ebola in Science Citation Index Expanded","Pouris, Anastassios, Ho, Yuh-Shan","South African Journal of Science; 112(3-4); 1-6","South African Journal of Science","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532016000200017&lang=pt" 
"S0103-84782016000400747-scl","Avocado: characteristics, health benefits and uses","Duarte, Patrícia Fonseca, Chaves, Marcia Alves, Borges, Caroline Dellinghausen, Mendonça, Carla Rosane Barboza","Ciência Rural; 46(4); 747-754","Ciência Rural","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782016000400747&lang=pt" 
"S1519-99402016000100026-scl","Descrição do crescimento de ovinos Santa Inês utilizando modelos não-lineares selecionados por análise multivariada","TEIXEIRA NETO, Milton Rezende, CRUZ, Jurandir Ferreira da, FARIA, Helder Henrique Neves, SOUZA, Emanuely Santos, CARNEIRO, Paulo Luiz Souza, MALHADO, Carlos Henrique Mendes","Revista Brasileira de Saúde e Produção Animal; 17(1); 26-36","Revista Brasileira de Saúde e Produção Animal","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402016000100026&lang=pt" 
"S1519-99402016000100045-scl","Terminação de novilhos Nelore, castrados e não castrados, em confinamento com dieta alto grão","DIAS, Alexandre Menezes, OLIVEIRA, Leonardo Batista de, ÍTAVO, Luís Carlos Vinhas, MATEUS, Rogério Gonçalves, GOMES, Eva Nara Oliveira, COCA, Fabiane Ortiz do Carmo Gomes, ÍTAVO, Camila Celeste Brandão Ferreira, NOGUEIRA, Ériklis, MENEZES, Bruna Biava de, MATEUS, Rodrigo Gonçalves","Revista Brasileira de Saúde e Produção Animal; 17(1); 45-54","Revista Brasileira de Saúde e Produção Animal","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-99402016000100045&lang=pt" 
