"S0717-73482008000400001-chl","Aspectos bioéticos en la investigación fármaco-clínica en Chile","O&#039;Ryan G, Miguel, Oyarzún G, Manuel","Revista chilena de enfermedades respiratorias; 24(4); 277-278","Revista chilena de enfermedades respiratorias","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482008000400001&lang=pt" 
"S1516-44462008000400024-scl","Síndrome de Gilles de La Tourette em criança portadora do transtorno do humor bipolar","Boarati, Miguel Angelo, Castillo, Ana Regina G Lage, Castillo, José Carlos Ramos, Fu-I, Lee","Revista Brasileira de Psiquiatria; 30(4); 407-408","Revista Brasileira de Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400024&lang=pt" 
"S1516-44462008000400023-scl","Electroconvulsive therapy and monoamine oxidase inhibitors","Ribeiro, Rafael Bernardon, Rosa, Moacyr Alexandro, Rigonatti, Sérgio Paulo","Revista Brasileira de Psiquiatria; 30(4); 406-407","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400023&lang=pt" 
"S1516-44462008000400022-scl","Conseqüências psiquiátricas de cirurgia bariátrica em paciente esquizofrênica: relato de caso","Bechelany, Maria Cristina","Revista Brasileira de Psiquiatria; 30(4); 405-406","Revista Brasileira de Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400022&lang=pt" 
"S1516-44462008000400021-scl","Quality of life and childhood epilepsy","Kuczynski, Evelyn, Thomé-Souza, Maria Sigride, Fiore, Lia A, Valente, Kette D R, Assumpção Jr., Francisco B","Revista Brasileira de Psiquiatria; 30(4); 404-405","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400021&lang=pt" 
"S1516-44462008000400020-scl","Long-acting injectable risperidone improves quality of life in schizophrenic patients: a clinical case series","Castro-Costa, Erico, Andrade, João Marcos de Castro, Quites, Lucas","Revista Brasileira de Psiquiatria; 30(4); 403-404","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400020&lang=pt" 
"S1516-44462008000400019-scl","Quetiapine for the treatment of trichotillomania","Crescente Junior, José Angelo Barletta, Guzman, Carlos Simón, Tavares, Hermano","Revista Brasileira de Psiquiatria; 30(4); 402-402","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400019&lang=pt" 
"S1516-44462008000400005-scl","What challenges does mental and neurological health research face in Latin American countries?","Fiestas, Fabián, Gallo, Carla, Poletti, Giovanni, Bustamante, Inés, Alarcón, Renato D, Mari, Jair de Jesus, Razzouk, Denise, Mazzotti, Guido","Revista Brasileira de Psiquiatria; 30(4); 328-336","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400005&lang=pt" 
"S1516-44462008000400008-scl","Combining functional scales and cognitive tests in screening for mild cognitive impairment at a university-based memory clinic in Brazil","Abreu, Izabella Dutra de, Nunes, Paula Villela, Diniz, Breno Satler, Forlenza, Orestes Vicente","Revista Brasileira de Psiquiatria; 30(4); 346-349","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400008&lang=pt" 
"S1516-44462008000400018-scl","Hypomanic episode secondary to sibutramine in a patient with type-I bipolar disorder","Rocha, Felipe Filardi da, Bamberg, Thiago Ottoni, Pinto, Fernanda Curry Carneiro, Gomes, Laura Mourão Guimarães e, Silveira, Sandreane","Revista Brasileira de Psiquiatria; 30(4); 400-401","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400018&lang=pt" 
"S1516-44462008000400004-scl","Factor structure of the Rutter Teacher Questionnaire in Portuguese children","Pereira, Ana Telma, Maia, Berta Rodrigues, Marques, Mariana, Bos, Sandra Carvalho, Soares, Maria João, Gomes, Ana, Macedo, António, Azevedo, Maria Helena Pinto de","Revista Brasileira de Psiquiatria; 30(4); 322-327","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400004&lang=pt" 
"S1516-44462008000400001-scl","Revision of the ICD-10 mental disorders chapter: an opportunity to make suggestions","Rohde, Luis Augusto, Mari, Jair de Jesus, Sartorius, Norman","Revista Brasileira de Psiquiatria; 30(4); 306-308","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400001&lang=pt" 
"S1516-44462008000400002-scl","The Clock Drawing Test: performance among elderly with low educational level","Lourenço, Roberto Alves, Ribeiro-Filho, Sergio Telles, Moreira, Irene de Freitas Henriques, Paradela, Emylucy Martins Paiva, Miranda, Aline Sobral de","Revista Brasileira de Psiquiatria; 30(4); 309-315","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400002&lang=pt" 
"S1516-44462008000400003-scl","Mild cognitive impairment: cognitive screening or neuropsychological assessment?","Diniz, Breno Satler, Nunes, Paula Villela, Yassuda, Monica S, Pereira, Fernanda S, Flaks, Mariana K, Viola, Luciane F, Radanovic, Marcia, Abreu, Izabella Dutra de, Borelli, Danilo T, Gattaz, Wagner F, Forlenza, Orestes Vicente","Revista Brasileira de Psiquiatria; 30(4); 316-321","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400003&lang=pt" 
"S1516-44462008000400010-scl","An adaptation of the Interpersonal Problem Areas Rating Scale: pilot and interrater agreement study","Andrade, Ana Claudia Fontes de, Frank, Ellen, Lotufo Neto, Francisco, Houck, Patricia R","Revista Brasileira de Psiquiatria; 30(4); 353-357","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400010&lang=pt" 
"S1516-44462008000400017-scl","Síndrome catatônica associada a transtorno bipolar misto: relato de caso e considerações terapêuticas","Val, Alexandre da Costa, Souza, Anderson, Nicolato, Rodrigo, Teixeira, Antônio Lúcio, Salgado, João Vinícius","Revista Brasileira de Psiquiatria; 30(4); 399-400","Revista Brasileira de Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400017&lang=pt" 
"S1516-44462008000400006-scl","Serum levels of brain-derived neurotrophic factor and thiobarbituric acid reactive substances in chronically medicated schizophrenic patients: a positive correlation","Gama, Clarissa Severino, Berk, Michael, Andreazza, Ana Cristina, Kapczinski, Flávio, Belmonte-de-Abreu, Paulo","Revista Brasileira de Psiquiatria; 30(4); 337-340","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400006&lang=pt" 
"S1516-44462008000400016-scl","Measures of effect for cross-sectional studies","Castro-Costa, Erico, Ferri, Cleusa Pinheiro","Revista Brasileira de Psiquiatria; 30(4); 399-399","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400016&lang=pt" 
"S1516-44462008000400011-scl","Aripiprazole in the treatment of posttraumatic stress disorder: an open-label trial","Mello, Marcelo Feijo, Costa, Mariana Cadrobbi Pupo, Schoedl, Aline Ferri, Fiks, Jose Paulo","Revista Brasileira de Psiquiatria; 30(4); 358-361","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400011&lang=pt" 
"S1516-44462008000400014-scl","Review of literature of attention-deficit/hyperactivity disorder with comorbid eating disorders","Nazar, Bruno Palazzo, Pinna, Camilla Moreira de Sousa, Coutinho, Gabriel, Segenreich, Daniel, Duchesne, Monica, Appolinario, José Carlos, Mattos, Paulo","Revista Brasileira de Psiquiatria; 30(4); 384-389","Revista Brasileira de Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400014&lang=pt" 
"S1516-44462008000400025-scl","Princípios e prática em transtornos do espectro obsessivo-compulsivo","Isolan, Luciano","Revista Brasileira de Psiquiatria; 30(4); 409-409","Revista Brasileira de Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400025&lang=pt" 
"S1516-44462008000400026-scl","Esquizofrenia: adesão ao tratamento","Avrichir, Belquiz Schifnagel","Revista Brasileira de Psiquiatria; 30(4); 410-410","Revista Brasileira de Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400026&lang=pt" 
"S1516-44462008000400027-scl","Errata","","Revista Brasileira de Psiquiatria; 30(4); 432-432","Revista Brasileira de Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462008000400027&lang=pt" 
"S0036-46652008000600002-scl","Effects of tissue handling and processing steps on PCR for detection of Mycobacterium tuberculosis in formalin-fixed paraffin-embedded samples","Barcelos, Denise, Franco, Marcello F., Leão, Sylvia Cardoso","Revista do Instituto de Medicina Tropical de São Paulo; 50(6); 321-326","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652008000600002&lang=pt" 
"S0036-46652008000600003-scl","Clinical and epidemiological analysis of patients with HIV/AIDS admitted to a reference hospital in the northeast region of Brazil","Soares, Vítor Yamashiro Rocha, Lúcio Filho, Carlos Eduardo Pinheiro, Carvalho, Lorena Ibiapina Mendes de, Silva, Amélia Maria Marinho de Morais e, Eulálio, Kelsen Dantas","Revista do Instituto de Medicina Tropical de São Paulo; 50(6); 327-332","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652008000600003&lang=pt" 
"S0036-46652008000600004-scl","Cytokine profile in Montenegro skin test of patients with localized cutaneous and mucocutaneous leishmaniasis","Nogueira, Marcia Ferraz, Goto, Hiro, Sotto, Mírian Nacagami, Cucé, Luiz Carlos","Revista do Instituto de Medicina Tropical de São Paulo; 50(6); 333-337","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652008000600004&lang=pt" 
"S0036-46652008000600007-scl","Asymmetric pulmonary edema after scorpion sting: a case report","Razi, Ebrahim, Malekanrad, Elaheh","Revista do Instituto de Medicina Tropical de São Paulo; 50(6); 347-350","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652008000600007&lang=pt" 
"S0102-311X2008001200002-spa","Revisitando a literatura sobre custo-efetividade e utilidade em saúde","Sancho, Leyla Gomes","Cadernos de Saúde Pública; 24(12); 2735-2746","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200002&lang=pt" 
"S0102-311X2008001200004-spa","As unidades de assistência médica ambulatorial (AMA) do Município de São Paulo, Brasil: condições de funcionamento e repercussões sobre a atenção básica no Sistema Único de Saúde, 2006","Puccini, Paulo de Tarso","Cadernos de Saúde Pública; 24(12); 2755-2766","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200004&lang=pt" 
"S0102-311X2008001200009-spa","Sopro de vida: experiência com a doença pulmonar obstrutiva crônica na pobreza urbana de Fortaleza, Ceará, Brasil","Pinto, Juliana Maria de Sousa, Vieira, Luiza Jane Eyre de Souza, Nations, Marilyn K.","Cadernos de Saúde Pública; 24(12); 2809-2818","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200009&lang=pt" 
"S0102-311X2008001200012-spa","Cigarro &quot;companheiro&quot;: o tabagismo feminino em uma abordagem crítica de gênero","Borges, Márcia Terezinha Trotta, Simões-Barbosa, Regina Helena","Cadernos de Saúde Pública; 24(12); 2834-2842","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200012&lang=pt" 
"S0102-311X2008001200015-spa","Prevalência de pé diabético e fatores associados nas unidades de saúde da família da cidade do Recife, Pernambuco, Brasil, em 2005","Vieira-Santos, Isabel Cristina Ramos, Souza, Wayner Vieira de, Carvalho, Eduardo Freese de, Medeiros, Maria Carolina Wanderley Costa de, Nóbrega, Milka Gabrielle de Lira, Lima, Patrícia Michelly Santos","Cadernos de Saúde Pública; 24(12); 2861-2870","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200015&lang=pt" 
"S0102-311X2008001200018-spa","Avaliação e o monitoramento da atenção básica no Estado do Ceará, Brasil: explorando concepções e experiências no nível central","Vasconcelos, Suziana Martins de, Bosi, Maria Lúcia Magalhães, Pontes, Ricardo José Soares","Cadernos de Saúde Pública; 24(12); 2891-2900","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200018&lang=pt" 
"S0102-311X2008001200022-spa","Detecção de maus-tratos contra a criança: oportunidades perdidas em serviços de emergência na cidade do Rio de Janeiro, Brasil","Moura, Anna Tereza Miranda Soares de, Moraes, Claudia Leite, Reichenheim, Michael Eduardo","Cadernos de Saúde Pública; 24(12); 2926-2936","Cadernos de Saúde Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200022&lang=pt" 
"S0102-311X2008001200009-scl","Sopro de vida: experiência com a doença pulmonar obstrutiva crônica na pobreza urbana de Fortaleza, Ceará, Brasil","Pinto, Juliana Maria de Sousa, Vieira, Luiza Jane Eyre de Souza, Nations, Marilyn K.","Cadernos de Saúde Pública; 24(12); 2809-2818","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001200009&lang=pt" 
"S0102-311X2008001200002-scl","Revisitando a literatura sobre custo-efetividade e utilidade em saúde","Sancho, Leyla Gomes","Cadernos de Saúde Pública; 24(12); 2735-2746","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001200002&lang=pt" 
"S0102-311X2008001200015-scl","Prevalência de pé diabético e fatores associados nas unidades de saúde da família da cidade do Recife, Pernambuco, Brasil, em 2005","Vieira-Santos, Isabel Cristina Ramos, Souza, Wayner Vieira de, Carvalho, Eduardo Freese de, Medeiros, Maria Carolina Wanderley Costa de, Nóbrega, Milka Gabrielle de Lira, Lima, Patrícia Michelly Santos","Cadernos de Saúde Pública; 24(12); 2861-2870","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001200015&lang=pt" 
"S0004-282X2008000600032-scl","Normal hearing after resection of a large vestibular schwannoma","Braga, Bruno Perocco, Cabral-Filho, Guilherme, Vilela, Marcelo Duarte","Arquivos de Neuro-Psiquiatria; 66(4); 910-912","Arquivos de Neuro-Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2008000600032&lang=pt" 
"S0004-282X2008000600002-scl","Endovascular treatment for intracranial infectious aneurysms","Wajnberg, Eduardo, Rueda, Fernanda, Marchiori, Edson, Gasparetto, Emerson L.","Arquivos de Neuro-Psiquiatria; 66(4); 790-794","Arquivos de Neuro-Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2008000600002&lang=pt" 
"S0004-282X2008000600037-scl","Correção","","Arquivos de Neuro-Psiquiatria; 66(4); 932-933","Arquivos de Neuro-Psiquiatria","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2008000600037&lang=pt" 
"S0103-65132008000300001-scl","Editorial","Ho, Linda Lee","Production; 18(3); -","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300001&lang=pt" 
"S0103-65132008000300003-scl","Estratégias de comercialização da soja: análise de portfólios, sob condições de risco","Mendes, Judas Tadeu Grassi, Padilha Junior, João Batista","Production; 18(3); 441-451","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300003&lang=pt" 
"S0102-311X2008001200029-spa","Phlebotomine sand flies (Diptera, Psychodidae) in an American tegumentary leishmaniasis transmission area in northern Espírito Santo State, Brazil","Virgens, Thieres Marassati das, Santos, Claudiney Biral dos, Pinto, Israel de Souza, Silva, Kleber Silveira da, Leal, Fernanda Cristina, Falqueto, Aloísio","Cadernos de Saúde Pública; 24(12); 2969-2978","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200029&lang=pt" 
"S0102-311X2008001200019-spa","A profile of unintentional poisoning caused by household cleaning products, disinfectants and pesticides","Presgrave, Rosaura de Farias, Camacho, Luiz Antônio Bastos, Villas Boas, Maria Helena Simões","Cadernos de Saúde Pública; 24(12); 2901-2908","Cadernos de Saúde Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2008001200019&lang=pt" 
"S0004-282X2008000600001-scl","Transcranial Doppler for patent foramen ovale screening: is there a good correlation with transesophageal echocardiography?","Lange, Marcos Christiano, Zétola, Viviane Flumignan, Souza, Admar Moraes de, Piovesan, Élcio Juliato, Muzzio, Juliano André, Germiniani, Francisco Manoel Branco, Werneck, Lineu César","Arquivos de Neuro-Psiquiatria; 66(4); 785-789","Arquivos de Neuro-Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2008000600001&lang=pt" 
"S0004-282X2008000600003-scl","Familial cerebral cavernous malformations: Rio de Janeiro study and review of the recommendations for management","Domingues, Flávio, Gasparetto, Emerson L., Andrade, Ricardo, Noro, Fabio, Eiras, Antônio, Gault, Judith, Correia, Carlos Eduardo Silva, Souza, Jorge Marcondes de","Arquivos de Neuro-Psiquiatria; 66(4); 795-799","Arquivos de Neuro-Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2008000600003&lang=pt" 
"S0102-311X2008001200019-scl","A profile of unintentional poisoning caused by household cleaning products, disinfectants and pesticides","Presgrave, Rosaura de Farias, Camacho, Luiz Antônio Bastos, Villas Boas, Maria Helena Simões","Cadernos de Saúde Pública; 24(12); 2901-2908","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001200019&lang=pt" 
"S0102-311X2008001200029-scl","Phlebotomine sand flies (Diptera, Psychodidae) in an American tegumentary leishmaniasis transmission area in northern Espírito Santo State, Brazil","Virgens, Thieres Marassati das, Santos, Claudiney Biral dos, Pinto, Israel de Souza, Silva, Kleber Silveira da, Leal, Fernanda Cristina, Falqueto, Aloísio","Cadernos de Saúde Pública; 24(12); 2969-2978","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001200029&lang=pt" 
"S0103-65132008000300002-scl","Internet como fonte de vantagem competitiva: um caso na indústria portuária","Oliveira, Claudio Luis Cruz de, Laurindo, Fernando José Barbin, Carvalho, Marly Monteiro de, Silva, Francisco de Vilhena Moraes","Production; 18(3); 423-440","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300002&lang=pt" 
"S0103-65132008000300004-scl","Sistema para distribuição integrada de contêineres cheios e vazios","Bandeira, Denise Lindstrom, Becker, João Luiz, Borenstein, Denis","Production; 18(3); 452-468","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300004&lang=pt" 
"S0103-65132008000300005-scl","Análise de rentabilidade de uma rede logística: novo método de cálculo","Costa, Reinaldo Pacheco da, Abramczuk, André A., Yoshida Yoshizaki, Hugo T., Tsukamoto, Hugo Yasuyuki","Production; 18(3); 469-478","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300005&lang=pt" 
"S0103-65132008000300006-scl","Planejamento e controle integrado entre segurança e produção em processos críticos na construção civil","Cambraia, Fabrício Borges, Saurin, Tarcísio Abreu, Formoso, Carlos Torres","Production; 18(3); 479-492","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300006&lang=pt" 
"S0103-65132008000300008-scl","Diretrizes para avaliação dos impactos da produção enxuta sobre as condições de trabalho","Saurin, Tarcisio Abreu, Ferreira, Cléber Fabricio","Production; 18(3); 508-522","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300008&lang=pt" 
"S0103-65132008000300009-scl","Avaliando desempenho de espaços de trabalho sob o enfoque da ergonomia do ambiente construído: an ergonomic assessment of the constructed environment","Villarouco, Vilma, Andreto, Luiz F. M.","Production; 18(3); 523-539","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300009&lang=pt" 
"S0103-65132008000300010-scl","Indicadores de desempenho dos Sistemas de Gestão Ambiental (SGA): uma pesquisa teórica","Campos, Lucila Maria de Souza, Melo, Daiane Aparecida de","Production; 18(3); 540-555","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300010&lang=pt" 
"S0103-65132008000300011-scl","Práticas e desafios na preparação da produção em projetos de novos produtos de higiene pessoal","Tarallo, Felipe Botta, Amaral, Daniel Capaldo","Production; 18(3); 556-568","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300011&lang=pt" 
"S0103-65132008000300012-scl","Gestão do conhecimento em indústria de alta tecnologia","Santos, Isabel Cristina dos, Amato Neto, João","Production; 18(3); 569-582","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300012&lang=pt" 
"S0103-65132008000300013-scl","Conhecimento e inovação em sistemas locais de produção de revestimentos cerâmicos e os novos desafios da concorrência internacional","Scur, Gabriela, Garcia, Renato","Production; 18(3); 583-597","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300013&lang=pt" 
"S0103-65132008000300014-scl","Comparing Mingoti and Glória&#039;s and Niverthi and Dey&#039;s multivariate capability indexes","Mingoti, Sueli Aparecida, Glória, Fernando Augusto Alves","Production; 18(3); 598-608","Production","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300014&lang=pt" 
"S0103-65132008000300015-scl","Planejamento sistemático de layout com apoio de análise de decisão multicritério","Tortorella, Guilherme L., Fogliatto, Flávio S.","Production; 18(3); 609-624","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300015&lang=pt" 
"S0103-65132008000300007-scl","Medição de tempo de atravessamento e inventário em processo em manufatura controlada por ordens de fabricação","Sellitto, Miguel Afonso, Borchardt, Miriam, Pereira, Giancarlo Medeiros","Production; 18(3); 493-507","Production","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132008000300007&lang=pt" 
"S0004-282X2008000600006-scl","Impact of cognitive performance on the functional capacity of an elderly population in Natal, Brazil","Castro, Keithlen Cruz Moreira de, Guerra, Ricardo Oliveira","Arquivos de Neuro-Psiquiatria; 66(4); 809-813","Arquivos de Neuro-Psiquiatria","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2008000600006&lang=pt" 
