"S0036-46652014000500458-scl","ANALOGIES IN MEDICINE: SLAPPED CHEEK APPEARANCE","ANDRADE-FILHO, José de Souza","Revista do Instituto de Medicina Tropical de São Paulo; 56(5); 458-458","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652014000500458&lang=pt" 
"S0034-77442014000300027-cri","Esporogénesis, esporodermo y ornamentaciónde esporas maduras en Lycopodiaceae","Rincón Baron, Edgar Javier, Hilda Rolleri, Cristina, Passarelli, Lilian M., Espinosa Matías, Silvia, Torres G., Alba Marina","Revista de Biología Tropical; 62(3); 1161-1195","Revista de Biología Tropical","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442014000300027&lang=pt" 
"S0034-77442014000300019-cri","Avifauna en sistemas silvopastoriles en el Corredor Biológico Mesoamericano, Tabasco, México","González-Valdivia, Noel, Barba-Macías, Everardo, Hernández-Daumás, Salvador, Ochoa-Gaona, Susana","Revista de Biología Tropical; 62(3); 1031-1052","Revista de Biología Tropical","Espanhol","2014","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442014000300019&lang=pt" 
"S1415-790X2014000400588-spa","Epidemiological, serological and molecular aspects of hepatitis B and C in children and teenagers of municipal daycare facilities schools and schools in the city of Santos","Ciaccia, Maria Célia Cunha, Moreira, Regina Célia, Lemos, Marcílio Figueiredo, Oba, Isabel Takano, Porta, Gilda","Revista Brasileira de Epidemiologia; 17(3); 588-599","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400588&lang=pt" 
"S1415-790X2014000400600-spa","Why do tuberculosis patients look for urgency and emergency unities for diagnosis: a study on social representation","Paula, Regiane de, Lefevre, Fernando, Lefevre, Ana Maria Cavalcanti, Galesi, Vera Maria Neder, Schoeps, Daniela","Revista Brasileira de Epidemiologia; 17(3); 600-614","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400600&lang=pt" 
"S1415-790X2014000400615-spa","Spatial dependence of malaria epidemics in municipalities of the Brazilian Amazon","Braz, Rui Moreira, Guimarães, Renato Fontes, Carvalho Júnior, Osmar Abílio de, Tauil, Pedro Luiz","Revista Brasileira de Epidemiologia; 17(3); 615-628","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400615&lang=pt" 
"S1415-790X2014000400629-spa","Inequities in intraurban areas in the distribution of risk factors for non communicable diseases, Belo Horizonte, 2010","Malta, Deborah Carvalho, Bernal, Regina Ivata Tomie, Almeida, Maria Cristina de Mattos, Ishitani, Lenice Harumi, Girodo, Anne Marielle, Paixão, Lucia Maria Miana Mattos, Oliveira, Maria Tereza da Costa, Pimenta Junior, Fabiano Geraldo, Silva Júnior, Jarbas Barbosa da","Revista Brasileira de Epidemiologia; 17(3); 629-641","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400629&lang=pt" 
"S1415-790X2014000400642-spa","Female homicide in Rio Grande do Sul, Brazil","Leites, Gabriela Tomedi, Meneghel, Stela Nazareth, Hirakata, Vania Noemi","Revista Brasileira de Epidemiologia; 17(3); 642-653","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400642&lang=pt" 
"S1415-790X2014000400654-spa","Intermunicipal inequities in access and use of secondary health services in the metropolitan area of Curitiba","Aguilera, Sandra Lúcia Vieira Ulinski, França, Beatriz Helena Sottile, Moysés, Simone Tetu, Moysés, Samuel Jorge","Revista Brasileira de Epidemiologia; 17(3); 654-667","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400654&lang=pt" 
"S1415-790X2014000400692-spa","Factors associated to medical consultations by elderly adults in southern Brazil: a population based study","Destro, Juliana Regina, Boing, Antonio Fernando, d&#039;Orsi, Eleonora","Revista Brasileira de Epidemiologia; 17(3); 692-704","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400692&lang=pt" 
"S1415-790X2014000400705-spa","Falls among the elderly: risk factors in a population-based study","Rodrigues, Iara Guimarães, Fraga, Gustavo Pereira, Barros, Marilisa Berti de Azevedo","Revista Brasileira de Epidemiologia; 17(3); 705-718","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400705&lang=pt" 
"S1415-790X2014000400719-spa","Expenditures on the treatment of osteoporosis in the elderly in Brazil (2008 - 2010): analysis of associated factors","Moraes, Luci Fabiane Scheffer, Silva, Everton Nunes da, Silva, Diego Augusto Santos, Paula, Ana Patrícia de","Revista Brasileira de Epidemiologia; 17(3); 719-734","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400719&lang=pt" 
"S1415-790X2014000400735-spa","Validation and calibration of self-reported weight and height from individuals in the city of São Paulo","Carvalho, Aline Martins de, Piovezan, Lívia Gonçalves, Selem, Soraya SantÂ´Ana de Castro, Fisberg, Regina Mara, Marchioni, Dirce Maria Lobo","Revista Brasileira de Epidemiologia; 17(3); 735-746","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400735&lang=pt" 
"S1415-790X2014000400747-spa","Agreement and association between different indicators of body image and body mass index in adolescents","Santos, Carla Fernandez dos, Castro, Inês Rugani Ribeiro de, Cardoso, Letícia de Oliveira, Tavares, Letícia Ferreira","Revista Brasileira de Epidemiologia; 17(3); 747-760","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400747&lang=pt" 
"S1415-790X2014000400761-spa","The performance of various anthropometric assessment methods for predicting low birth weight in adolescent pregnant women","Barros, Denise Cavalcante de, Saunders, Cláudia, Santos, Marta Maria Antonieta de Souza, Líbera, Beatriz Della, Gama, Silvana Granado Nogueira da, Leal, Maria do Carmo","Revista Brasileira de Epidemiologia; 17(3); 761-774","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400761&lang=pt" 
"S1415-790X2014000400775-spa","Satisfaction with physical and social surroundings and the habit of smoking cigarettes in the metropolitan area of Belo Horizonte, Brazil","Souza, Ricardo Alexandre de, Oliveira, Cláudia Di Lorenzo, Lima-Costa, Maria Fernanda, Proietti, Fernando Augusto","Revista Brasileira de Epidemiologia; 17(3); 775-786","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400775&lang=pt" 
"S1415-790X2014000400787-spa","Oral health status of the ethnic group Xukuru from Ororubá: multilevel analysis","Mauricio, Herika de Arruda, Moreira, Rafael da Silveira","Revista Brasileira de Epidemiologia; 17(3); 787-800","Revista Brasileira de Epidemiologia","Inglês, Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1415-790X2014000400787&lang=pt" 
"S1405-99402014000300007-mex","Receptor de rianodina, fuga de calcio y arritmias","Rueda, Angélica, de Alba-Aguayo, David R., Valdivia, Héctor H.","Archivos de cardiología de México; 84(3); 191-201","Archivos de cardiología de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402014000300007&lang=pt" 
"S1405-99402014000300004-mex","Cierre percutáneo del conducto arterioso permeable en niños con el Amplatzer Duct Occluder II","Parra-Bravo, José Rafael, Osuna-Izaguirre, Manuel Alfredo, Beirana-Palencia, Luisa, Gálvez-Cancino, Franco, Martínez-Monterrosas, Christian, Lazo-Cárdenas, César, Reyes-Vargas, César","Archivos de cardiología de México; 84(3); 171-176","Archivos de cardiología de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402014000300004&lang=pt" 
"S1405-99402014000300005-mex","Efecto del ejercicio cardiovascular en las mujeres con obesidad sobre las concentraciones de la adiponectina, leptina y factor de necrosis tumoral-alfa","Landeros-Olvera, Erick, López-Alvarenga, Juan Carlos, Nava-González, Edna J., Gallegos-Cabriales, Esther, Lavalle-González, Fernando, Bastarrachea, Raúl A., Salazar González, Bertha Cecilia","Archivos de cardiología de México; 84(3); 177-182","Archivos de cardiología de México","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-99402014000300005&lang=pt" 
