"S0034-89102010000500009-scl","Validação da versão brasileira do Youth Risk Behavior Survey 2007","Guedes, Dartagnan Pinto, Lopes, Cynthia Correa","Revista de Saúde Pública; 44(5); 840-850","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500009&lang=pt" 
"S0034-89102010000500005-scl","HIV rapid testing as a key strategy for prevention of mother-to-child transmission in Brazil","Veloso, Valdiléa G, Bastos, Francisco I, Portela, Margareth Crisóstomo, Grinsztejn, Beatriz, João, Esau Custodio, Pilotto, Jose Henrique da Silva, Araújo, Ana Beatriz Busch, Santos, Breno Riegel, Fonseca, Rosana Campos da, Kreitchmann, Regis, Derrico, Monica, Friedman, Ruth Khalili, Cunha, Cynthia B, Morgado, Mariza Gonçalves, Saines, Karin Nielsen, Bryson, Yvonne J","Revista de Saúde Pública; 44(5); 803-811","Revista de Saúde Pública","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500005&lang=pt" 
"S0034-89102010000500014-scl","Atividade física e fatores associados em adultos de área rural em Minas Gerais, Brasil","Bicalho, Paula Gonçalves, Hallal, Pedro Curi, Gazzinelli, Andréa, Knuth, Alan Goularte, Velásquez-Meléndez, Gustavo","Revista de Saúde Pública; 44(5); 884-893","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500014&lang=pt" 
"S0034-89102010000500023-scl","Prevalência de infecção do colo do útero pelo HPV no Brasil: revisão sistemática","Ayres, Andréia Rodrigues Gonçalves, Silva, Gulnar Azevedo e","Revista de Saúde Pública; 44(5); 963-974","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500023&lang=pt" 
"S0103-90162010000500004-scl","Clustering of ingredients with amino acid composition similar to the nutritional requirement of Nile tilapia","Bicudo, Álvaro José de Almeida, Pinto, Luis Fernando Batista, Cyrino, José Eurico Possebon","Scientia Agricola; 67(5); 517-523","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500004&lang=pt" 
"S0103-90162010000500006-scl","Sward structure of marandu palisadegrass subjected to continuous stocking and nitrogen-induced rhythms of growth","Pereira, Lilian Elgalise Techio, Paiva, Adenilson José, Silva, Sila Carneiro da, Caminha, Fábio Olegário, Guarda, Vitor Del&#039;Álamo, Pereira, Priscila de Mesquita","Scientia Agricola; 67(5); 531-539","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500006&lang=pt" 
"S0103-90162010000500007-scl","Alternative procedure for the cold test for soybean seeds","Vieira, Bruno Guilherme Torres Licursi, Vieira, Roberval Daiton, Krzyzanowski, Francisco Carlos, França Neto, José de Barros","Scientia Agricola; 67(5); 540-545","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500007&lang=pt" 
"S0103-90162010000500008-scl","Spatial distribution of Diaphorina citri Kuwayama (Hemiptera: Psyllidae) in citrus orchards","Costa, Marilia Gregolin, Barbosa, José Carlos, Yamamoto, Pedro Takao, Leal, Renata Moreira","Scientia Agricola; 67(5); 546-554","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500008&lang=pt" 
"S0103-90162010000500009-scl","Damages of spittlebug on sugarcane quality and fermentation process","Garcia, Débora Branquinho, Ravaneli, Gisele Cristina, Madaleno, Leonardo Lucas, Mutton, Miguel Angelo, Mutton, Márcia Justino Rossini","Scientia Agricola; 67(5); 555-561","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500009&lang=pt" 
"S0103-90162010000500010-scl","Fertilizer distribution mechanisms and side dress nitrogen fertilization in upland rice under no-tillage system","Crusciol, Carlos Alexandre Costa, Costa, André de Moraes, Borghi, Émerson, Castro, Gustavo Spadotti Amaral, Fernandes, Dirceu Maximino","Scientia Agricola; 67(5); 562-569","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500010&lang=pt" 
"S0103-90162010000500011-scl","Marandu palisadegrass growth under nitrogen and sulphur for replacing signal grass in degraded tropical pasture","Bona, Fabiano Daniel De, Monteiro, Francisco Antonio","Scientia Agricola; 67(5); 570-578","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500011&lang=pt" 
"S0103-90162010000500012-scl","Stalk yield and technological attributes of planted cane as related to nitrogen fertilization","Franco, Henrique Coutinho Junqueira, Trivelin, Paulo Cesar Ocheuze, Carlos Eduardo, Faroni, Vitti, André Cesar, Otto, Rafael","Scientia Agricola; 67(5); 579-590","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500012&lang=pt" 
"S0034-89102010000500002-spa","Aumento na sobrevida de crianças de grupos de peso baixo ao nascer em Santa Catarina","Pinheiro, Carlos Eduardo Andrade, Peres, Marco Aurélio, D&#039; Orsi, Eleonora","Revista de Saúde Pública; 44(5); 776-784","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500002&lang=pt" 
"S0034-89102010000500004-spa","Efetividade de programa de suplementação alimentar no ganho ponderal de crianças","Augusto, Rosângela Aparecida, Souza, José Maria Pacheco de","Revista de Saúde Pública; 44(5); 793-801","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500004&lang=pt" 
"S0034-89102010000500006-spa","Expressão geográfica da epidemia de Aids em Campinas, São Paulo, de 1980 a 2005","Stephan, Celso, Henn, Carlos Alberto, Donalisio, Maria Rita","Revista de Saúde Pública; 44(5); 812-819","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500006&lang=pt" 
"S0034-89102010000500007-spa","Concepciones culturales del VIH/Sida de adolescentes de Bolivia, Chile y México","Torres López, Teresa Margarita, Reynaldos Quinteros, Carolina, Lozano González, Aldo Favio, Munguía Cortés, Jazmín Aranzazú","Revista de Saúde Pública; 44(5); 820-829","Revista de Saúde Pública","Inglês, Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500007&lang=pt" 
"S0034-89102010000500009-spa","Validação da versão brasileira do Youth Risk Behavior Survey 2007","Guedes, Dartagnan Pinto, Lopes, Cynthia Correa","Revista de Saúde Pública; 44(5); 840-850","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500009&lang=pt" 
"S0034-89102010000500011-spa","Riscos à saúde em áreas próximas a aterros de resíduos sólidos urbanos","Gouveia, Nelson, Prado, Rogerio Ruscitto do","Revista de Saúde Pública; 44(5); 859-866","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500011&lang=pt" 
"S0034-89102010000500012-spa","Intervenção comunitária para prevenção de acidentes de trânsito entre trabalhadores ciclistas","Bacchieri, Giancarlo, Barros, Aluísio J D, Santos, Janaína V dos, Gonçalves, Helen, Gigante, Denise P","Revista de Saúde Pública; 44(5); 867-875","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500012&lang=pt" 
"S0034-89102010000500013-spa","El filtro académico brasileño: aplicación a la literatura científica sobre actividad física","Sanz-Valero, Javier, Ferreira, Marcos Santos, Castiel, Luis David, Wanden-Berghe, Carmina, Guilam, Maria Cristina Rodrigues","Revista de Saúde Pública; 44(5); 877-883","Revista de Saúde Pública","Inglês, Espanhol","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500013&lang=pt" 
"S0034-89102010000500014-spa","Atividade física e fatores associados em adultos de área rural em Minas Gerais, Brasil","Bicalho, Paula Gonçalves, Hallal, Pedro Curi, Gazzinelli, Andréa, Knuth, Alan Goularte, Velásquez-Meléndez, Gustavo","Revista de Saúde Pública; 44(5); 884-893","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500014&lang=pt" 
"S0034-89102010000500015-spa","Fatores associados à atividade física em adultos, Brasília, DF","Thomaz, Priscilla Marcondelli Dias, Costa, Teresa Helena Macedo da, Silva, Eduardo Freitas da, Hallal, Pedro Curi","Revista de Saúde Pública; 44(5); 894-900","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500015&lang=pt" 
"S0034-89102010000500016-spa","Auto-avaliação da saúde em adultos no Sul do Brasil","Peres, Marco Aurélio, Masiero, Anelise Viapiana, Longo, Giana Zabarto, Rocha, Gino Chaves da, Matos, Izabella Barison, Najnie, Kathie, Oliveira, Maria Conceição de, Arruda, Marina Patrício de, Peres, Karen Glazer","Revista de Saúde Pública; 44(5); 901-911","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500016&lang=pt" 
"S0034-89102010000500017-spa","Autopercepção da saúde bucal entre idosos brasileiros","Martins, Andréa Maria Eleutério de Barros Lima, Barreto, Sandhi Maria, Silveira, Marise Fagundes da, Santa-Rosa, Thalita Thyrza de Almeida, Pereira, Rodrigo Dantas","Revista de Saúde Pública; 44(5); 912-922","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500017&lang=pt" 
"S0034-89102010000500018-spa","Prevalência de internação hospitalar e fatores associados em Pelotas, RS","Costa, Juvenal Soares Dias da, Reis, Mauri Caldeira, Silveira Filho, Claudio Viana, Linhares, Rogério da Silva, Piccinini, Fábio, Fantinel, Everton","Revista de Saúde Pública; 44(5); 923-933","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500018&lang=pt" 
"S0034-89102010000500019-spa","Modelo preditivo de óbito a partir de dados do Sistema de Informações Hospitalares","Gomes, Andréa Silveira, Klück, Mariza Machado, Riboldi, João, Fachel, Jandyra Maria Guimarães","Revista de Saúde Pública; 44(5); 934-941","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500019&lang=pt" 
"S0034-89102010000500020-spa","Humanização e voluntariado: estudo qualitativo em hospitais públicos","Nogueira-Martins, Maria Cezira Fantini, Bersusa, Ana Aparecida Sanches, Siqueira, Siomara Roberta","Revista de Saúde Pública; 44(5); 942-949","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500020&lang=pt" 
"S0034-89102010000500021-spa","Multiplicidade de vínculos de médicos no Estado do Ceará","Maciel, Regina Heloisa, Santos, João Bosco Feitosa dos, Sales, Telma Bessa, Alves, Marco Aurélio de Andrade, Luna, Ana Paula, Feitosa, Leonardo Bezerra","Revista de Saúde Pública; 44(5); 950-956","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500021&lang=pt" 
"S0034-89102010000500023-spa","Prevalência de infecção do colo do útero pelo HPV no Brasil: revisão sistemática","Ayres, Andréia Rodrigues Gonçalves, Silva, Gulnar Azevedo e","Revista de Saúde Pública; 44(5); 963-974","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500023&lang=pt" 
"S0034-89102010000500020-scl","Humanização e voluntariado: estudo qualitativo em hospitais públicos","Nogueira-Martins, Maria Cezira Fantini, Bersusa, Ana Aparecida Sanches, Siqueira, Siomara Roberta","Revista de Saúde Pública; 44(5); 942-949","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500020&lang=pt" 
"S0034-89102010000500016-scl","Auto-avaliação da saúde em adultos no Sul do Brasil","Peres, Marco Aurélio, Masiero, Anelise Viapiana, Longo, Giana Zabarto, Rocha, Gino Chaves da, Matos, Izabella Barison, Najnie, Kathie, Oliveira, Maria Conceição de, Arruda, Marina Patrício de, Peres, Karen Glazer","Revista de Saúde Pública; 44(5); 901-911","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500016&lang=pt" 
"S0034-89102010000500018-scl","Prevalência de internação hospitalar e fatores associados em Pelotas, RS","Costa, Juvenal Soares Dias da, Reis, Mauri Caldeira, Silveira Filho, Claudio Viana, Linhares, Rogério da Silva, Piccinini, Fábio, Fantinel, Everton","Revista de Saúde Pública; 44(5); 923-933","Revista de Saúde Pública","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500018&lang=pt" 
"S0103-90162010000500001-scl","Broiler surface temperature distribution of 42 day old chickens","Nääs, Irenilza de Alencar, Romanini, Carlos Eduardo Bites, Neves, Diego Pereira, Nascimento, Guilherme Rodrigues do, Vercellino, Rimena do Amaral","Scientia Agricola; 67(5); 497-502","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500001&lang=pt" 
"S0103-90162010000500005-scl","Intestinal histomorphology in Pseudoplatystoma fasciatum fed bovine colostrum as source of protein and bioactive peptides","Rodrigues, Ana Paula Oeda, Pauletti, Patricia, Kindlein, Liris, Delgado, Eduardo Francisquine, Cyrino, José Eurico Possebon, Machado-Neto, Raul","Scientia Agricola; 67(5); 524-530","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500005&lang=pt" 
"S0103-90162010000500013-scl","Sediment transport in runoff on rugous soil surface submitted to simulated rainfall","Bertol, Ildegardis, Zoldan Junior, Wilson Antonio, González, Antonio Paz, Barbosa, Fabrício Tondello, Werner, Romeu de Suza","Scientia Agricola; 67(5); 591-597","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500013&lang=pt" 
"S0103-90162010000500016-scl","Validation of a methodology for measuring nutrient digestibility and evaluation of commercial feeds for channel catfish","Kitagima, Renato Eiji, Fracalossi, Débora Machado","Scientia Agricola; 67(5); 611-615","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500016&lang=pt" 
"S0103-90162010000500015-scl","Soil structure degradation in patches of alfalfa fields","Miretti, María Celeste, Imhoff, Silvia, Silva, Alvaro Pires da, Lavado, Raúl","Scientia Agricola; 67(5); 604-610","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500015&lang=pt" 
"S0103-90162010000500002-scl","Improving detection of dairy cow estrus using fuzzy logic","Brunassi, Leandro dos Anjos, Moura, Daniella Jorge de, Nääs, Irenilza de Alencar, Vale, Marcos Martinez do, Souza, Silvia Regina Lucas de, Lima, Karla Andrea Oliveira de, Carvalho, Thayla Morandi Ridolfi de, Bueno, Leda Gobbo de Freitas","Scientia Agricola; 67(5); 503-509","Scientia Agricola","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162010000500002&lang=pt" 
"S0034-89102010000500024-spa","Pesquisa Saúde: facilitando a apropriação do conhecimento científico na gestão de saúde","","Revista de Saúde Pública; 44(5); 975-978","Revista de Saúde Pública","Português","2010","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102010000500024&lang=pt" 
"S1517-83822010000300033-scl","Mechanism of bactericidal activity of Silver Nitrate - a concentration dependent bi-functional molecule","Pandian, Sureshbabu Ram Kumar, Deepak, Venkataraman, Kalishwaralal, Kalimuthu, Viswanathan, Pushpa, Gurunathan, Sangiliyandi","Brazilian Journal of Microbiology; 41(3); 805-809","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300033&lang=pt" 
"S1517-83822010000300029-scl","Assay of antioxidant potential of two Aspergillus isolates by different methods under various physio-chemical conditions","Arora, Daljit Singh, Chandra, Priyanka","Brazilian Journal of Microbiology; 41(3); 765-777","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300029&lang=pt" 
"S1575-06202010000200003-esp","Plan estratégico de salud en cárceles federales de Argentina","Arcuri, D.","Revista Española de Sanidad Penitenciaria; 12(2); 21-26","Revista Española de Sanidad Penitenciaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202010000200003&lang=pt" 
"S1575-06202010000200002-esp","Atención a los trastornos somatomorfos en poblacion reclusa","Gallego, J.M., Herrera, R.","Revista Española de Sanidad Penitenciaria; 12(2); 13-20","Revista Española de Sanidad Penitenciaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202010000200002&lang=pt" 
"S1575-06202010000200004-esp","Caso clínico: Brote agudo de Psoriasis en un infectado por el VIH","Sobrón, J.M.","Revista Española de Sanidad Penitenciaria; 12(2); 27-30","Revista Española de Sanidad Penitenciaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202010000200004&lang=pt" 
"S1575-06202010000200001-esp","El actual reto de la protección de la salud: Por qué todos los ministerios de sanidad deberían considerar la Recomendación de Madrid","Møller, Lars, Gatherer, Alex, van den Bergh, Brenda","Revista Española de Sanidad Penitenciaria; 12(2); 11-12","Revista Española de Sanidad Penitenciaria","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1575-06202010000200001&lang=pt" 
"S0102-86502010000500004-scl","Effect of sirolimus on renal injury induced by bile duct ligation in rats","Ozturk, Hulya, Terzi, Akan, Ozturk, Hayrettin, Kukner, Aysel","Acta Cirurgica Brasileira; 25(5); 401-406","Acta Cirurgica Brasileira","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502010000500004&lang=pt" 
"S0102-86502010000500003-scl","The effect of anti-hypertensive drugs on the obstructive pancreatitis in rats","Silva, Roberto de Barros, Ramalho, Fernando Silva, Ramalho, Leandra Z. Naira","Acta Cirurgica Brasileira; 25(5); 396-400","Acta Cirurgica Brasileira","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502010000500003&lang=pt" 
"S0102-86502010000500009-scl","Differential diagnosis in primary and metastatic cutaneous melanoma by FT-Raman spectroscopy","Oliveira, Andrea Fernandes de, Santos, Ivan Dunshee de Abranches Oliveira, Cartaxo, Sidney Bandeira, Bitar, Renata Andrade, Enokihara, Mílvia Maria Simões e Silva, Martinho, Herculano da Silva, Martin, Airton Abrahão, Ferreira, Lydia Masako","Acta Cirurgica Brasileira; 25(5); 434-439","Acta Cirurgica Brasileira","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502010000500009&lang=pt" 
"S0102-86502010000500011-scl","Chemical and morphological analysis of kidney stones: a double-blind comparative study","Silva, Silvia Fernandes Ribeiro da, Matos, Djamile Cordeiro de, Silva, Sônia Leite da, Daher, Elizabeth De Francesco, Campos, Henry de Holanda, Silva, Carlos Antonio Bruno da","Acta Cirurgica Brasileira; 25(5); 444-448","Acta Cirurgica Brasileira","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502010000500011&lang=pt" 
"S0034-89102010000500024-scl","Pesquisa Saúde: facilitando a apropriação do conhecimento científico na gestão de saúde","","Revista de Saúde Pública; 44(5); 975-978","Revista de Saúde Pública","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102010000500024&lang=pt" 
"S1517-83822010000300023-scl","Presence of blaTEM-116 gene in environmental isolates of Aeromonas hydrophila and Aeromonas jandaei from Brazil","Balsalobre, Livia Carminato, Dropa, Milena, de Oliveira, Danielle Escudeiro, Lincopan, Nilton, Mamizuka, Elsa Masae, Matté, Glavur Rogério, Matté, Maria Helena","Brazilian Journal of Microbiology; 41(3); 718-719","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300023&lang=pt" 
"S1517-83822010000300005-scl","Antibacterial susceptibility patterns and cross-resistance of methicillin resistant and sensitive Staphyloccus aureus isolated from the hospitalized patients in Shiraz, Iran","Japoni, Aziz, Ziyaeyan, Mazyar, Jmalidoust, Marzieh, Farshad, Shohreh, Alborzi, Abdolvahab, Rafaatpour, Noraladdin, Badiee, Parisa","Brazilian Journal of Microbiology; 41(3); 567-573","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300005&lang=pt" 
"S1517-83822010000300003-scl","Bacteriocins: exploring alternatives to antibiotics in mastitis treatment","Pieterse, Reneé, Todorov, Svetoslav D.","Brazilian Journal of Microbiology; 41(3); 542-562","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300003&lang=pt" 
"S1517-83822010000300004-scl","Detection of human cytomegalovirus and Epstein-Barr virus in coronary atherosclerotic tissue","Imbronito, Ana Vitória, Marcelino, Silvia Linardi, Grande, Sabrina Rosa, Nunes, Fabio Daumas, Romito, Giuseppe Alexandre","Brazilian Journal of Microbiology; 41(3); 563-566","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300004&lang=pt" 
"S1517-83822010000300006-scl","Effect of galbanic acid, a sesquiterpene coumarin from Ferula szowitsiana, as an inhibitor of efflux mechanism in resistant clinical isolates of Staphylococcus aureus","Bazzaz, Bibi Sedigheh Fazly, Memariani, Zahra, Khashiarmanesh, Zahra, Iranshahi, Mehrdad, Naderinasab, Mahbobeh","Brazilian Journal of Microbiology; 41(3); 574-580","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300006&lang=pt" 
"S1517-83822010000300010-scl","Distribution, detection of enterotoxigenic strains and antimicrobial drug susceptibility patterns of Bacteroides fragilis group in diarrheic and non-diarrheic feces from Brazilian infants","Ferreira, Débora Paula, Silva, Vânia Lúcia, Guimarães, Danielle Aparecida, Coelho, Cíntia Marques, Zauli, Danielle Alves Gomes, Farias, Luiz Macêdo, Carvalho, Maria Auxiliadora Roque, Diniz, Claudio Galuppo","Brazilian Journal of Microbiology; 41(3); 603-611","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300010&lang=pt" 
"S1517-83822010000300011-scl","Rauvolfia grandiflora (Apocynaceae) extract interferes with staphylococcal density, enterotoxin production and antimicrobial activity","Carlos, Lanamar de Almeida, Amaral, Kenas Aguiar da Silva, Vieira, Ivo José Curcino, Mathias, Leda, Braz-Filho, Raimundo, Samarão, Solange Silva, Vieira-da-Motta, Olney","Brazilian Journal of Microbiology; 41(3); 612-620","Brazilian Journal of Microbiology","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822010000300011&lang=pt" 
