"S1020-49892014000800011-spa","Addressing violence following televised sports events: a need for reliable data","Rodríguez-Feria, Pablo, Cuervo, Luis Gabriel","Revista Panamericana de Salud Pública; 36(3); 206-207","Revista Panamericana de Salud Pública","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892014000800011&lang=pt" 
"S1020-49892014000800002-spa","Infant feeding practices in the Peruvian Amazon: implications for programs to improve feeding","Lee, Gwenyth, Paredes Olortegui, Maribel, Rengifo Pinedo, Sylvia, Ambikapathi, Ramya, Peñataro Yori, Pablo, Kosek, Margaret, Caulfield, Laura E.","Revista Panamericana de Salud Pública; 36(3); 150-157","Revista Panamericana de Salud Pública","Inglês","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892014000800002&lang=pt" 
"S1020-49892014000800003-spa","La dinámica poblacional y la violencia armada en Colombia, 1985-2010","Salaya, Hernán Eduardo, Rodríguez, Jesús","Revista Panamericana de Salud Pública; 36(3); 158-163","Revista Panamericana de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892014000800003&lang=pt" 
"S1020-49892014000800004-spa","Recomendações para atividade física e saúde: consensos, controvérsias e ambiguidades","Lima, Dartel Ferrari de, Levy, Renata Bertazzi, Luiz, Olinda do Carmo","Revista Panamericana de Salud Pública; 36(3); 164-170","Revista Panamericana de Salud Pública","Português","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892014000800004&lang=pt" 
"S1020-49892014000800005-spa","Desigualdad e inequidad en la utilización de servicios médicos según grupos etarios en Chile, 2000-2011","Chovar Vera, Alejandra, Vásquez Lavín, Felipe, Paraje, Guillermo","Revista Panamericana de Salud Pública; 36(3); 171-178","Revista Panamericana de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892014000800005&lang=pt" 
"S1020-49892014000800007-spa","El camino hacia la erradicación de la poliomielitis a través de la Organización Panamericana de la Salud","Mosquera Gordillo, Miguel Armando, Barón Cano, Natalia, Ballester Añón, Rosa","Revista Panamericana de Salud Pública; 36(3); 185-192","Revista Panamericana de Salud Pública","Espanhol","2014","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892014000800007&lang=pt" 
"S1809-29502014000300271-scl","Integrality and higher education aimed at the Brazilian Unified Health System from the perspective of physical therapy undergraduate students","Almeida, Samira Mendonça de, Martins, Alberto Mesaque, Escalda, Patrícia Maria Fonseca","Fisioterapia e Pesquisa; 21(3); 271-278","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300271&lang=pt" 
"S1809-29502014000300279-scl","Reliability and reproducibility of six-minute walk test in healthy children","Martins, Renata, Gonçalves, Renata Maba, Mayer, Anamaria Fleig, Schivinski, Camila Isabel Santos","Fisioterapia e Pesquisa; 21(3); 279-284","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300279&lang=pt" 
"S1809-29502014000300217-scl","Intra- and inter-examiner reliability of the head postural assessment by computerized photogrammetry","Carneiro, Paula Rossi, Teles, Lídia Cristina da Silva, Cunha, Caroline Modesto da, Cardoso, Bárbara dos Santos","Fisioterapia e Pesquisa; 21(3); 217-222","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300217&lang=pt" 
"S1809-29502014000300291-scl","Influence of treadmill training in dual-task gait in people with Parkinson&#039;s Disease: a case report","Sousa, Angélica Vieira Cavalcanti de, Santiago, Lorenna Marques de Melo, Silva, Raphaella Elias de Oliveira da, Oliveira, Daniel Antunes de, Galvão, Élida Rayanne Viana Pinheiro, Lindquist, Ana Raquel Rodrigues","Fisioterapia e Pesquisa; 21(3); 291-296","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300291&lang=pt" 
"S1809-29502014000300199-scl","Brazilian Association for Research and Graduate Studies in Physical Therapy (ABRAPG-Ft)","Costa, Dirceu","Fisioterapia e Pesquisa; 21(3); 199-199","Fisioterapia e Pesquisa","Inglês, Português, Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300199&lang=pt" 
"S1809-29502014000300243-scl","High and low frequency transcutaneous electrical nerve stimulation in post-cesarean pain intensity","Lima, Lorenna Ellen Alves, Lima, Ali Sandra de Oliveira, Rocha, Cinara Macedo, Santos, Gabrielly Fontenele dos, Bezerra, Amanda Júlia Ramos, Hazime, Fuad Ahmad, Nunes, Janaina Mayer de Oliveira","Fisioterapia e Pesquisa; 21(3); 243-248","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300243&lang=pt" 
"S1809-29502014000300257-scl","Functional capacity in adults with hypertension as assessed by the six-minute walk distance test: systematic review","Ramos, Rodrigo de Assis, Ferreira, Arthur de Sá","Fisioterapia e Pesquisa; 21(3); 257-263","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300257&lang=pt" 
"S1809-29502014000300264-scl","Effects of mirror therapy through functional activites and motor standards in motor function of the upper limb after stroke","Medeiros, Candice Simões Pimenta de, Fernandes, Sabrina Gabrielle Gomes, Lopes, Johnnatas Mikael, Cacho, Enio Walker Azevedo, Cacho, Roberta de Oliveira","Fisioterapia e Pesquisa; 21(3); 264-270","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300264&lang=pt" 
"S1809-29502014000300209-scl","Factors that influence in the turnout in ballet dancers with knee pain","Silveira, Paula Fiquetti, Piedade, Sérgio Rocha","Fisioterapia e Pesquisa; 21(3); 209-216","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300209&lang=pt" 
"S1809-29502014000300202-scl","Evaluation of the noradrenergic pathway and alpha-2 and beta-receptors in the modulation of the analgesia induced by transcutaneous electric nerve stimulation of high and low frequencies","Vasconcellos, Thiago Henrique Ferreira, Pantaleão, Patricia de Fátima, Teixeira, Dulcinéa Gonçalves, Santos, Ana Paula, Ferreira, Célio Marcos dos Reis","Fisioterapia e Pesquisa; 21(3); 202-208","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300202&lang=pt" 
"S1809-29502014000300223-scl","Lifestyle in children with and without developmental coordination disorder","Contreira, Andressa Ribeiro, Capistrano, Renata, Oliveira, Annelise do Vale Pereira de, Beltrame, Thais Silva","Fisioterapia e Pesquisa; 21(3); 223-228","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300223&lang=pt" 
"S1809-29502014000300229-scl","Reliability of the measures inter and intra-evaluators with universal goniometer and fleximeter","Gouveia, Victor Hugo de Oliveira, Araújo, Ana Gabriela de Figueiredo, Maciel, Simone dos Santos, Ferreira, José Jamacy de Almeida, Santos, Heleodório Honorato dos","Fisioterapia e Pesquisa; 21(3); 229-235","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300229&lang=pt" 
"S1809-29502014000300236-scl","Test-retest reliability and concurrent validity of a digital manovacuometer","Pessoa, Isabela Maria Braga Sclauser, Pereira, Hugo Leonardo Alves, Aguiar, Larissa Tavares, Tagliaferri, Thaysa Leite, Silva, Luisa Amaral Mendes da, Parreira, Verônica Franco","Fisioterapia e Pesquisa; 21(3); 236-242","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300236&lang=pt" 
"S1809-29502014000300285-scl","Modified constraint-induced movement therapy in the approach of post-stroke chronic hemiparetic child: a case report","Santos, Tamyris Padovani dos, Silva, Patrícia, Araújo, João Eduardo de, Araújo, Fernanda Lopes Buiatti de","Fisioterapia e Pesquisa; 21(3); 285-290","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300285&lang=pt" 
"S1809-29502014000300297-scl","The influence of educational status on motor performance and learning: a literature review","Voos, Mariana Callil, Mansur, Letícia Lessa, Caromano, Fátima Aparecida, Brucki, Sonia Maria Dozzi, Valle, Luiz Eduardo Ribeiro do","Fisioterapia e Pesquisa; 21(3); 297-304","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300297&lang=pt" 
"S1809-29502014000300249-scl","Effects of transcutaneous electrical nerve stimulation and cryotherapy on pain threshold by induced pressure","Maciel, Lairton Fabricio de Menezes, Ferreira, Jose Jamacy de Almeida, Santos, Heleodorio Honorato dos, Andrade, Palloma Rodrigues de","Fisioterapia e Pesquisa; 21(3); 249-256","Fisioterapia e Pesquisa","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-29502014000300249&lang=pt" 
"S1681-150X2014000300002-sza","Letter received from Dr JP Driver-Jowett","Driver-Jowett, JP","SA Orthopaedic Journal; 13(3); 20-20","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300002&lang=pt" 
"S1681-150X2014000300011-sza","Expert Opinion on Published Articles","","SA Orthopaedic Journal; 13(3); 71-74","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300011&lang=pt" 
"S1681-150X2014000300006-sza","Intraneural lipoma of the common peroneal nerve: A case report and review of the literature","Ryan, P, ter Haar, M, Rocher, A, Goga, I","SA Orthopaedic Journal; 13(3); 40-44","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300006&lang=pt" 
"S1681-150X2014000300007-sza","Alveolar soft part sarcoma in pregnancy: A case report and review of the literature","Pillay, Y, Ferreira, N, Marais, LC, Motala, A","SA Orthopaedic Journal; 13(3); 45-49","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300007&lang=pt" 
"S1681-150X2014000300004-sza","Venous thromboembolic disease in hallux surgery","Saragas, NP, Ferrao, PNF, Saragas, E, Jacobson, BF","SA Orthopaedic Journal; 13(3); 28-31","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300004&lang=pt" 
"S1681-150X2014000300005-sza","The management of chronic osteomyelitis: Part II - Principles of post-infective reconstruction and antibiotic therapy","Marais, LC, Ferreira, N, Aldous, C, le Roux, TLB","SA Orthopaedic Journal; 13(3); 32-39","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300005&lang=pt" 
"S1681-150X2014000300003-sza","The rise and fall of large bore metal-on-metal hip prostheses","Learmonth, Ian D","SA Orthopaedic Journal; 13(3); 21-27","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300003&lang=pt" 
"S1681-150X2014000300001-sza","Orthopaedic competence in South African junior doctors","Shipley, JA","SA Orthopaedic Journal; 13(3); 18-19","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300001&lang=pt" 
"S1681-150X2014000300008-sza","Early and medium-term complications of the modified Latarjet procedure","du Plessis, J-P, Lambrechts, A, McGuire, D, Roche, SJL, Vrettos, BC","SA Orthopaedic Journal; 13(3); 50-56","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300008&lang=pt" 
"S1681-150X2014000300009-sza","Assessing musculoskeletal training in South Africa","Dachs, R, Roche, S, Vrettos, B, MacIntyre, K, Currin, B, Kruger, N, Walters, J, Dunn, R","SA Orthopaedic Journal; 13(3); 57-63","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300009&lang=pt" 
"S1681-150X2014000300010-sza","Effect of additional ultrasound therapy to analgesics in treatment of acute low back pain: A randomised control trial conducted at the Aga Khan University Hospital, Nairobi (AKUH, N)","Mohammedali, S, Mutiso, SK, Oroko, P, Ombachi, B, Saidi, H","SA Orthopaedic Journal; 13(3); 64-70","SA Orthopaedic Journal","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1681-150X2014000300010&lang=pt" 
"S0465-546X2014000300010-esp","Infección por Hepatitis No A / No B posterior a accidente biológico en personal de enfermería: a propósito de un caso","Finol Muñoz, Alexander, Ortega Marín, Gloria, Domínguez Fernández, Julián, Rivero Colina, Johanna, Querol Fernández, José","Medicina y Seguridad del Trabajo; 60(236); 600-607","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000300010&lang=pt" 
"S2014-98322014000300003-esp","Enseñar a ser médicos: un análisis de opinión de los médicos implicados en la docencia de la clínica práctica (III): perspectivas futuras derivadas del análisis de opinión de médicos implicados en la docencia clínica práctica","Millán Núñez-Cortés, Jesús, Gutiérrez-Fuentes, José Antonio","FEM: Revista de la Fundación Educación Médica; 17(3); 137-142","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300003&lang=pt" 
"S0465-546X2014000300006-esp","Bases científicas y bioéticas del análisis de validez en medicina evaluadora","Domínguez Muñoz, Antonio, López Pérez, Rafael, Gordillo León, Fernando, Pérez-Nieto, Miguel Ángel, Gómez Álvarez, Ana, De la Fuente Madero, José Luis","Medicina y Seguridad del Trabajo; 60(236); 527-535","Medicina y Seguridad del Trabajo","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0465-546X2014000300006&lang=pt" 
"S2014-98322014000300006-esp","Desarrollo de proyectos para la formación de la competencia intercultural por estudiantes de medicina","Muñoz-Cano, Juan Manuel, Maldonado-Salazar, Teresita, Bello, Juan","FEM: Revista de la Fundación Educación Médica; 17(3); 161-169","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300006&lang=pt" 
"S2014-98322014000300002-esp","Uso del cine comercial como herramienta docente en estudios en ciencias de la salud: una experiencia multidisciplinar y colectiva","Pérez, Jorge, Aramburu, José, Baños, Josep E., Bosch, Fèlix, Díez, Juana, Farré, Magí, Girvent, Meritxell, Sentí, Mariano, Valverde, Olga","FEM: Revista de la Fundación Educación Médica; 17(3); 131-135","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300002&lang=pt" 
"S2014-98322014000300008-esp","Examen clínico objetivo y estructurado formativo tras inmersión clínica precoz empleando estudiantes de sexto curso como observadores y administradores de retroalimentación","Lobato, Ramiro D., Lagares, Alfonso, López-Medrano, Francisco, Villena, Victoria, Fernández, Aurora, Martínez-López, Joaquín, Rubio, Gabriel, Munárriz, Pablo M., Alen, José F.","FEM: Revista de la Fundación Educación Médica; 17(3); 179-186","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300008&lang=pt" 
"S2014-98322014000300001-esp","El &quot;Real Decreto de Troncalidad&quot; de la formación especializada","Gual, Arcadi, Martín-Zurro, Amando, Rodríguez de Castro, Felipe","FEM: Revista de la Fundación Educación Médica; 17(3); 125-130","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300001&lang=pt" 
"S2014-98322014000300007-esp","Producción científica estudiantil en Latinoamérica: un análisis de las revistas médicas de habla hispana indizadas en SciELO, 2011","Taype-Rondán, Álvaro, Palma-Gutiérrez, Edgardo, Palacios-Quintana, Miguel, Carbajal-Castro, Claudia, Ponce-Torres, Christian","FEM: Revista de la Fundación Educación Médica; 17(3); 171-177","FEM: Revista de la Fundación Educación Médica","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S2014-98322014000300007&lang=pt" 
"S0121-16172014000300001-col","","","Historia Crítica; (54); 8-9","Historia Crítica","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172014000300001&lang=pt" 
"S0121-16172014000300007-col","Modernidad: ¿Son distintos los tiempos modernos?","Hunt, Lynn","Historia Crítica; (54); 107-124","Historia Crítica","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172014000300007&lang=pt" 
"S0121-16172014000300004-col","Proyección historiográfica de Cádiz. Entre España y México*","Portillo Valdés, José M.","Historia Crítica; (54); 49-74","Historia Crítica","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-16172014000300004&lang=pt" 
"S1645-72502014000200007-prt","Evolução do Desenho Técnico e a divisão do trabalho industrial: entre o centro e a periferia mundial","Sulz, Ana Rita, Teodoro, António","Revista Lusófona de Educação; (27); 93-109","Revista Lusófona de Educação","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-72502014000200007&lang=pt" 
"S1645-72502014000200006-prt","A relevância profissional da formação de professores e enfermeiros no ensino superior: uma análise a partir das identidades dos formadores","Marta, Margarida, Lopes, Amélia, Pereira, Fátima, Leite, Madalena","Revista Lusófona de Educação; (27); 75-91","Revista Lusófona de Educação","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-72502014000200006&lang=pt" 
"S1645-72502014000200008-prt","Diário de aula como instrumento metodológico da prática educativa","Oliveira, Marilda Oliveira","Revista Lusófona de Educação; (27); 111-126","Revista Lusófona de Educação","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-72502014000200008&lang=pt" 
"S1645-72502014000200014-prt","","","Revista Lusófona de Educação; (27); 215-217","Revista Lusófona de Educação","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-72502014000200014&lang=pt" 
"S1645-72502014000200013-prt","","Llavador, José Beltrán","Revista Lusófona de Educação; (27); 203-211","Revista Lusófona de Educação","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-72502014000200013&lang=pt" 
"S0187-73802014000300008-mex","Efectividad biológica in vitro de actinomicetos sobre el agente causal del tizón de halo en frijol","Rincón-Enríquez, Gabriel, López-Pérez, Luis, Quiñones-Aguilar, Evangelina E.","Revista fitotecnia mexicana; 37(3); 229-234","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300008&lang=pt" 
"S0187-73802014000300009-mex","Comportamiento postcosecha de frutos de aguacate &#039;Hass&#039; afectado por temperatura y atmósfera modificada con microperforado","Espinosa-Cruz, C. Cristóbal, Valle-Guadarrama, Salvador, Ybarra-Moncada, Ma. Carmen, Martínez-Damián, M. Teresa","Revista fitotecnia mexicana; 37(3); 235-242","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300009&lang=pt" 
"S0187-73802014000300007-mex","Reacción de germoplasma de soya a Phakopsora pachyrhizi en campo","Peña-del-Río, María de los Ángeles, Maldonado-Moreno, Nicolás, Díaz-Franco, Arturo","Revista fitotecnia mexicana; 37(3); 225-227","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300007&lang=pt" 
"S0187-73802014000300004-mex","Heterosis interpoblacional en agromorfología y capsaicinoides de chiles nativos de Oaxaca","Martínez-Martínez, Raquel, Méndez-Infante, Isaura, Castañeda-Aldaz, Heidy M., Vera-Guzmán, Araceli M., Chávez-Servia, José L., Carrillo-Rodríguez, J. Cruz","Revista fitotecnia mexicana; 37(3); 199-207","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300004&lang=pt" 
"S0187-73802014000300005-mex","La diversidad morfológica in situ de chiles silvestres (Capsicum spp.) de Tabasco, México","Narez-Jiménez, Carlos A., de-la-Cruz-Lázaro, Efraín, Gómez-Vázquez, Armando, Castañón-Nájera, Guillermo, Cruz-Hernández, Aldenamar, Márquez-Quiroz, César","Revista fitotecnia mexicana; 37(3); 209-215","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300005&lang=pt" 
"S0187-73802014000300001-mex","Aumenta el factor impacto de la RFM","González Hernández, Víctor A.","Revista fitotecnia mexicana; 37(3); 191-191","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300001&lang=pt" 
"S0187-73802014000300006-mex","Diversidad genética de características del área foliar en maíces nativos de Tamaulipas bajo altas temperaturas","Castro-Nava, Sergio, Reyes-Méndez, César A., Huerta, Alfredo J.","Revista fitotecnia mexicana; 37(3); 217-223","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300006&lang=pt" 
"S0187-73802014000300002-mex","Presentación del Número 3 Volumen 37 (2014)","González Hernández, Víctor A.","Revista fitotecnia mexicana; 37(3); 192-192","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300002&lang=pt" 
"S0187-73802014000300003-mex","Evaluación de marcadores genéticos para discriminación entre hembras y hermafroditas de papaya (Carica papaya L.) variedad &#039;Maradol&#039;","Aspeitia-Echegaray, Violeta, Torres-Tapia, Ma. Alejandra, Mendoza-Rodríguez, Dulce V., Reyes-Valdés, M. Humberto","Revista fitotecnia mexicana; 37(3); 193-197","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300003&lang=pt" 
"S0187-73802014000300015-mex","Análisis de sensibilidad global del modelo de cultivos sucros aplicado a tomate de cáscara","López-Cruz, Irineo L., Rojano-Aguilar, Abraham, Salazar-Moreno, Raquel, López-López, Rutilo","Revista fitotecnia mexicana; 37(3); 279-288","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300015&lang=pt" 
"S0187-73802014000300014-mex","Pérdidas de nitrógeno por lixiviación en una pradera mixta pastoreada en clima templado","Álvarez-Sánchez, Edna, Améndola-Massiotti, Ricardo, Cristóbal-Acevedo, David, Soto-Barajas, Milton C.","Revista fitotecnia mexicana; 37(3); 271-278","Revista fitotecnia mexicana","Espanhol","2014","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802014000300014&lang=pt" 
