"S0101-41612007000100003-scl","Condicionantes de clubes de convergência no Brasil","Gondim, João Luis Brasil, Barreto, Flávio Ataliba, Carvalho, José Raimundo","Estudos Econômicos (São Paulo); 37(1); 71-100","Estudos Econômicos (São Paulo)","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-41612007000100003&lang=pt" 
"S0004-282X2007000100041-scl","","","Arquivos de Neuro-Psiquiatria; 65(1); 182-182","Arquivos de Neuro-Psiquiatria","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2007000100041&lang=pt" 
"S0101-41612007000100002-scl","Um novo índice coincidente para a atividade industrial do Estado do Rio Grande do Sul","Morais, Igor Alexandre C. de, Portugal, Marcelo Savino","Estudos Econômicos (São Paulo); 37(1); 35-70","Estudos Econômicos (São Paulo)","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-41612007000100002&lang=pt" 
"S0365-28072007000100001-chl","Uso de Marcadores SSR para Identificación de Germoplasma de Papa en el Programa de Mejoramiento de INIA de Chile","Mathias R, Mónica, Sagredo D, Boris, Kalazich B, Julio","Agricultura Técnica; 67(1); 3-15","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100001&lang=pt" 
"S0365-28072007000100002-chl","Evaluación de la Eficacia, Efecto Residual y de Volteo de Aplicaciones en Pretrasplante de Insecticidas Nicotinoides y Mezclas de Nicotinoide-Piretroide para el Control de Myzus persicae nicotianae (Hemiptera: Aphididae) en Tabaco","Fuentes-Contreras, Eduardo, Basoalto, Esteban, Sandoval, Claudio, Pavez, Patricia, Leal, Claudia, Burgos, Raúl, Muñoz, Cristián","Agricultura Técnica; 67(1); 16-22","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100002&lang=pt" 
"S0365-28072007000100004-chl","Economical Production of Lactic Acid Using Sugar Cane Wastes and Juice (Saccharum officinarum L.)","Serna Cock, Liliana, Rodríguez de Stouvenel, Aida","Agricultura Técnica; 67(1); 29-38","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100004&lang=pt" 
"S0365-28072007000100005-chl","Factores no Genéticos que Afectan la Producción y Composición de la Leche en un Rebaño de Pariciones de la Décima Región de los Lagos, Chile","Pérez P, Lucio, Anrique G, René, González V, Humberto","Agricultura Técnica; 67(1); 39-48","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100005&lang=pt" 
"S0365-28072007000100006-chl","Desarrollo de un Sistema de Información Geográfica para Mejorar la Gestión del Agua de Riego del Embalse Convento Viejo, Chile","Mena, Carlos, Ormazábal, Yony, Llanos, José Luis, Díaz, José","Agricultura Técnica; 67(1); 49-59","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100006&lang=pt" 
"S0365-28072007000100007-chl","Evaluación de Implementos de Labranza a Diferentes Velocidades de Operación y Contenidos de Agua del Suelo","Camacho-Tamayo, Jesús H, Rodríguez B, Gonzalo A","Agricultura Técnica; 67(1); 60-67","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100007&lang=pt" 
"S0365-28072007000100009-chl","Asociación entre el Color de la Peridermis de la Papa con Características de Importancia Industrial","Andreu, Mario Alejandro, da Silva Pereira, Arione","Agricultura Técnica; 67(1); 72-77","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100009&lang=pt" 
"S0365-28072007000100011-chl","Algunas Técnicas Microhistolóigcas Utilizadas en la Determinación de la Composición Botánica de Dietas de Herbívoros","Castellaro G, Giorgio, Squella N, Fernando, Ullrich R, Tamara, León C, Felipe, Raggi S, Alberto","Agricultura Técnica; 67(1); 86-93","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100011&lang=pt" 
"S0365-28072007000100013-chl","Efecto de Cuatro Niveles de Sombreamiento Sobre la Calidad de VAra Floral y Cormo de Liatris (Liatris spicata)","Schiappacasse C, Flavia, Carrasco S, Gilda, Carrasco C, Fabiola","Agricultura Técnica; 67(1); 100-104","Agricultura Técnica","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0365-28072007000100013&lang=pt" 
"S0004-28032007000100001-scl","Retossigmoidoscopia em pacientes sintomáticos","Averbach, Marcelo","Arquivos de Gastroenterologia; 44(1); 1-1","Arquivos de Gastroenterologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100001&lang=pt" 
"S0004-28032007000100005-scl","Prevalence of sphincter of Oddi dysfunction in patients referred to endoscopic retrograde cholangiopancreatography","Della Libera, Ermelindo, Rodrigues, Rodrigo Azevedo, Guimarães, Ana Paula Rodrigues, Paulo, Gustavo Andrade de, Geocze, Stephan, Ferrari, Angelo Paulo","Arquivos de Gastroenterologia; 44(1); 18-21","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100005&lang=pt" 
"S0004-28032007000100004-scl","Gastric polyps: a retrospective analysis of 26,000 digestive endoscopies","Morais, Drausio Jefferson, Yamanaka, Ademar, Zeitune, José Murilo Robilotta, Andreollo, Nelson Adami","Arquivos de Gastroenterologia; 44(1); 14-17","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100004&lang=pt" 
"S0004-28032007000100010-scl","Effect of esophagogastric devascularization with splenectomy on schistossomal portal hypertension patients&#039; immunity","Ferreira, Fabio Gonçalves, Forte, Wilma Carvalho Neves, Assef, José Cesar, Capua Jr., Armando de","Arquivos de Gastroenterologia; 44(1); 44-48","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100010&lang=pt" 
"S0004-28032007000100011-scl","Doença hepática não-alcoólica: evolução após derivação gastrojejunal em Y-de-Roux pela técnica de fobi-capella","Freitas, Alexandre Coutinho Teixeira de, Freitas, Diane Teixeira de, Parolin, Mônica Beatriz, Campos, Antônio Carlos Ligocki, Coelho, Júlio Cezar Uili","Arquivos de Gastroenterologia; 44(1); 49-53","Arquivos de Gastroenterologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100011&lang=pt" 
"S0004-28032007000100003-scl","Endoscopic and ultrasonographic evaluation before and after Roux-en-Y gastric bypass for morbid obesity","Teivelis, Marcelo Passos, Faintuch, Joel, Ishida, Robson, Sakai, Paulo, Bresser, Adriano, Gama-Rodrigues, Joaquim","Arquivos de Gastroenterologia; 44(1); 8-13","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100003&lang=pt" 
"S1516-635X2007000100012-scl","Características de qualidade óssea e desempenho de avestruzes","Almeida Paz, ICL, Mendes, AA, Balog, A, Vulcano, LC, Almeida, ICL, Takahashi, SE, Komiyama, CM","Revista Brasileira de Ciência Avícola; 9(1); -","Revista Brasileira de Ciência Avícola","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100012&lang=pt" 
"S1516-635X2007000100011-scl","Caracterização da degeneração femoral em frangos de corte por meio da densidade mineral óssea","Almeida Paz, ICL, Mendes, AA, Balog, A, Almeida, ICL, Vulcano, LC, Komiyama, CM","Revista Brasileira de Ciência Avícola; 9(1); -","Revista Brasileira de Ciência Avícola","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100011&lang=pt" 
"S1516-635X2007000100001-scl","Chicken embryo utilization of egg micronutrients","Vieira, SL","Revista Brasileira de Ciência Avícola; 9(1); 1-8","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100001&lang=pt" 
"S1516-635X2007000100003-scl","Beak trimming methods and their effect on the performance and egg quality of Japanese quails (Coturnix japonica) during lay","Pizzolante, CC, Garcia, EA, Saldanha, ESPB, Laganá, C, Faitarone, ABG, Souza, HBA, Pelicia, K","Revista Brasileira de Ciência Avícola; 9(1); 17-21","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100003&lang=pt" 
"S1516-635X2007000100005-scl","Flavonoids and mannanoligosaccharides in broiler diets","Batista, LS, Garcia, EA, Faitarone, ABG, Sherer, MR, Móri, C, Pelícia, K, Pizzolante, CC","Revista Brasileira de Ciência Avícola; 9(1); 33-37","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100005&lang=pt" 
"S1516-635X2007000100007-scl","Effects of the reduction of dietary heat increment on the performance, carcass yield, and diet digestibility of broilers submitted to heat stress","Laganá, C, Ribeiro, AML, Kessler, AM, Kratz, LR, Pinheiro, CC","Revista Brasileira de Ciência Avícola; 9(1); 45-51","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100007&lang=pt" 
"S1516-635X2007000100010-scl","Organic acids and/or compound with defined microorganisms to control Salmonella enterica serovar Enteritidis experimental infection in chickens","Sterzo, EV, Paiva, JB, Mesquita, AL, Freitas Neto, OC, Berchieri Jr, A","Revista Brasileira de Ciência Avícola; 9(1); 69-73","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100010&lang=pt" 
"S0004-28032007000100006-scl","Tratamento cirúrgico videolaparoscópico de insulinomas utilizando ultra-sonografia intra-operatória","Valente, Tárik Olívar de Nunes, Bertevello, Pedro Luiz, Waitzberg, Dan L., Gama-Rodrigues, Joaquim","Arquivos de Gastroenterologia; 44(1); 22-28","Arquivos de Gastroenterologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100006&lang=pt" 
"S0004-28032007000100007-scl","Drenagem endoscópica transmural de pseudocisto pancreático: resultados a longo prazo","Abreu, Rone Antônio Alves de, Carvalho Jr., Joaquim Alves, Vaz, Filinto Anibal Alagia, Ota, Luiz Hirotoshi, Speranzini, Manlio Basílio","Arquivos de Gastroenterologia; 44(1); 29-34","Arquivos de Gastroenterologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100007&lang=pt" 
"S0004-28032007000100008-scl","Relação lipase/amilase nas pancreatites agudas de causa biliar e nas pancreatites agudas/crônicas agudizadas de causa alcoólica","Pacheco, Ricardo Custódio, Oliveira, Luiz Carlos Marques de","Arquivos de Gastroenterologia; 44(1); 35-38","Arquivos de Gastroenterologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100008&lang=pt" 
"S0004-28032007000100009-scl","Prevalência de queixas supra-esofágicas em pacientes com doenças do refluxo erosiva e não-erosiva","Aguero, Gustavo Cálcena, Lemme, Eponina M. O., Alvariz, Ângela, Carvalho, Beatriz Biccas, Schechter, Rosana B., Abrahão Jr., Luiz","Arquivos de Gastroenterologia; 44(1); 39-43","Arquivos de Gastroenterologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100009&lang=pt" 
"S0004-28032007000100002-scl","Is there a role for sigmoidoscopy in symptomatic patients? Analysis of a study correlating distal and proximal colonic neoplasias detected by colonoscopy in a symptomatic population","Binda, Vítor, Pereira-Lima, Júlio, Nunes, Cleber Allem, Falkemberg, Leonardo Torre, Azambuja, Daniel Barcellos, Cruz, José Vinícius","Arquivos de Gastroenterologia; 44(1); 2-7","Arquivos de Gastroenterologia","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032007000100002&lang=pt" 
"S1516-635X2007000100004-scl","Models for the analysis of growth curves for rearing tinamous (Rhynchotus rufescens) in captivity","Tholon, P, Queiroz, SA","Revista Brasileira de Ciência Avícola; 9(1); 23-31","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100004&lang=pt" 
"S1516-635X2007000100008-scl","Influence of sulfur amino acid levels in diets of broiler chickens submitted to immune stress","Rubin, LL, Ribeiro, AML, Canal, CW, Silva, IC, Trevizan, L, Vogt, LK, Pereira, RA, Lacerda, L","Revista Brasileira de Ciência Avícola; 9(1); 53-59","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100008&lang=pt" 
"S1516-635X2007000100006-scl","Effect of the supplementation of vitamins and organic minerals on the performance of broilers under heat stress","Laganá, C, Ribeiro, AML, Kessler, AM, Kratz, LR, Pinheiro, CC","Revista Brasileira de Ciência Avícola; 9(1); 39-43","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100006&lang=pt" 
"S1516-635X2007000100009-scl","Survey of infectious laryngotracheitis outbreak in layer hens and differential diagnosis with other respiratory pathogens","Chacón, JLV, Brandão, PEB, Villarreal, LYB, Gama, NM, Ferreira, AJP","Revista Brasileira de Ciência Avícola; 9(1); 61-67","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100009&lang=pt" 
"S1516-635X2007000100002-scl","Broiler breeder behavior and egg production as function of environmental temperature","Pereira, DF, Nääs, IA, Romanini, CEB, Salgado, DD, Pereira, GOT","Revista Brasileira de Ciência Avícola; 9(1); 9-16","Revista Brasileira de Ciência Avícola","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-635X2007000100002&lang=pt" 
"S0103-17592007000100004-scl","Extração automatica de feições rodoviáris em imagens digitais","Dal Poz, Aluir Porfirio, Zanin, Rodrigo Bruno, Vale, Giovane Maia do","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 18(1); 44-54","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592007000100004&lang=pt" 
"S0103-17592007000100001-scl","Aprendizagem por imitação através de mapeamento Visuomotor baseado em imagens omnidirecionais","Vassallo, Raquel Frizera, Santos-Victor, José Alberto, Schneebeli, Hans Jörg Andreas","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica; 18(1); 1-12","Sba: Controle &amp; Automação Sociedade Brasileira de Automatica","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-17592007000100001&lang=pt" 
