"S1413-86702012000300014-scl","A case of myopericarditis associated to Campylobacter jejuni infection in the southern hemisphere","Fica, Alberto, Seelmann, Daniela, Porte, Lorena, Eugenin, Daniela, Gallardo, Ricardo","Brazilian Journal of Infectious Diseases; 16(3); 294-296","Brazilian Journal of Infectious Diseases","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-86702012000300014&lang=pt" 
"S1516-44462012000200015-scl","Severe compulsive sexual behaviors: a report on two cases under treatment","Amaral, Maria Luiza Sant&#039;Ana do, Scanavino, Marco de Tubino","Revista Brasileira de Psiquiatria; 34(2); 213-214","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200015&lang=pt" 
"S1516-44462012000200009-scl","Energy metabolism, leptin, and biochemical parameters are altered in rats subjected to the chronic administration of olanzapine","Zugno, Alexandra I., Barcelos, Mariely, Oliveira, Larissa de, Canever, Leila, Luca, Renata D. de, Fraga, Daiane B., Matos, Maria Paula, Rezin, Gislaine T., Scaini, Giselli, Búrigo, Márcio, Streck, Emilio L., Quevedo, João","Revista Brasileira de Psiquiatria; 34(2); 168-175","Revista Brasileira de Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200009&lang=pt" 
"S1516-44462012000200010-scl","Criminal career-related factors among female robbers in the state of São Paulo, Brazil, and a presumed &#039;revolving-door&#039; situation","Mauá, Fernando Henrique Nadalini, Baltieri, Danilo Antonio","Revista Brasileira de Psiquiatria; 34(2); 176-184","Revista Brasileira de Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200010&lang=pt" 
"S1516-44462012000200011-scl","Stigma and higher rates of psychiatric re-hospitalization: São Paulo public mental health system","Loch, Alexandre Andrade","Revista Brasileira de Psiquiatria; 34(2); 185-192","Revista Brasileira de Psiquiatria","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200011&lang=pt" 
"S1516-44462012000200021-scl","Treating sexual desire disorders","Machado-de-Sousa, João Paulo","Revista Brasileira de Psiquiatria; 34(2); 234-234","Revista Brasileira de Psiquiatria","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462012000200021&lang=pt" 
"S1415-65552012000300003-scl","Vantagem competitiva e sua relação com o desempenho: uma abordagem baseada em valor","Brito, Renata Peregrino de, Brito, Luiz Artur Ledur","Revista de Administração Contemporânea; 16(3); 360-380","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300003&lang=pt" 
"S1415-65552012000300004-scl","Características de personalidade e qualidade de vida de gestores no Rio Grande do Sul","D&#039;Amico, Simoni Missel, Monteiro, Janine Kieling","Revista de Administração Contemporânea; 16(3); 381-396","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300004&lang=pt" 
"S1415-65552012000300006-scl","Analisando frames tecnológicos: um estudo das interpretações sociais da tecnologia da informação no contexto organizacional","Mussi, Clarissa Carneiro, Zwicker, Ronaldo","Revista de Administração Contemporânea; 16(3); 418-437","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300006&lang=pt" 
"S1415-65552012000300007-scl","O efeito do grau de internacionalização nas competências internacionais e no desempenho financeiro da PME brasileira","Floriani, Dinorá Elite, Fleury, Maria Tereza","Revista de Administração Contemporânea; 16(3); 438-458","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300007&lang=pt" 
"S1415-65552012000300008-scl","Pesquisa científica da área de marketing no Brasil: uma revisão da primeira década do século 21","Sampaio, Cláudio Hoffmann, Perin, Marcelo Gattermann, Luce, Fernando Bins, Santos, Mirela Jeffman dos, Santini, Fernando de Oliveira, Oliveira, Marta Olivia Rovedder de, Lenz, Geanderson de Souza","Revista de Administração Contemporânea; 16(3); 459-478","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300008&lang=pt" 
"S1415-65552012000300005-scl","O processo decisório descrito pelo indivíduo e representado nos sistemas de apoio à decisão","Reis, Eliete dos, Löbler, Mauri Leodir","Revista de Administração Contemporânea; 16(3); 397-417","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300005&lang=pt" 
"S1415-65552012000300002-scl","O jogo de empresas no processo de aprendizagem em administração: o discurso coletivo de alunos","Motta, Gustavo da Silva, Melo, Daniel Reis Armond de, Paixão, Roberto Brazileiro","Revista de Administração Contemporânea; 16(3); 342-359","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000300002&lang=pt" 
"S1413-81232012000600003-spa","Sobre o Licenciamento Ambiental no Brasil, país - potência emergente","Tambellini, Anamaria Testa","Ciência &amp; Saúde Coletiva; 17(6); 1399-1403","Ciência &amp; Saúde Coletiva","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232012000600003&lang=pt" 
"S1808-86942012000300009-scl","Comparação entre critérios de recuperação auditiva na perda neurossensorial súbita","Inoue, Daniel Paganini, Bogaz, Eduardo Amaro, Barros, Flávia, Penido, Norma de Oliveira","Brazilian Journal of Otorhinolaryngology; 78(3); 42-48","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942012000300009&lang=pt" 
"S1808-86942012000300012-scl","Fatores que influenciam nas complicações das tireoidectomias","Ernandes Neto, Miguel, Tagliarini, José Vicente, López, Bárbara Estefania, Padovani, Carlos Roberto, Marques, Mariângela de Alencar, Castilho, Emanuel Cellice, Mazeto, Gláucia Maria Ferreira da Silva","Brazilian Journal of Otorhinolaryngology; 78(3); 63-69","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942012000300012&lang=pt" 
"S1414-81452012000200002-scl","O sentido do ser-mãe-que-tem-a-possibilidade-de-tocar-o-filho-prematuro na unidade intensiva: contribuições para a enfermagem neonatal","Melo, Rita de Cássia de Jesus, Souza, Ivis Emília de Oliveira, Paula, Cristiane Cardoso de","Escola Anna Nery; 16(2); 219-226","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200002&lang=pt" 
"S1414-81452012000200003-scl","A dimensão prática do cuidado de enfermagem: representações sociais de acadêmicos de enfermagem","Duarte, Natália Elisa, Ferreira, Márcia de Assunção, Lisboa, Márcia Tereza Luz","Escola Anna Nery; 16(2); 227-233","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200003&lang=pt" 
"S1414-81452012000200004-scl","Roteiro de coleta de dados de enfermagem em alojamento conjunto: contribuições da articulação ensino-serviço","Souza, Kleyde Ventura de, Assis, Ludmila Taborda Moreira, Chianca, Tânia Couto Machado, Ribeiro, Carla Lima, Gomes, Amélia Cristina, Lima, Rosângela de Jesus","Escola Anna Nery; 16(2); 234-239","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200004&lang=pt" 
"S1414-81452012000200006-scl","Saberes e práticas no cuidado ao recém-nascido em terapia intensiva em Florianópolis (década de 1980)","Costa, Roberta, Padilha, Maria Itayra","Escola Anna Nery; 16(2); 247-254","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200006&lang=pt" 
"S1414-81452012000200007-scl","Primeira década do curso de enfermagem na Universidade Federal de Juiz de Fora: 1979 -1989","Jesus, Maria Cristina Pinto de, Santos, Sueli Maria dos Reis, Figueiredo, Mariangela Aparecida Gonçalves, Gava, Grazielli Fabiana, Pereira, Fernanda de Oliveira","Escola Anna Nery; 16(2); 255-262","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200007&lang=pt" 
"S1414-81452012000200008-scl","Método canguru: práticas investigativas e de cuidado de enfermagem no modelo de adaptação de Roy","Borck, Márcia, Santos, Evanguelia Kotzias Atherino dos","Escola Anna Nery; 16(2); 263-269","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200008&lang=pt" 
"S1414-81452012000200009-scl","Setores de cuidado à saúde e sua inter-relação na assistência domiciliar ao doente crônico","Garcia, Raquel Pötter, Budó, Maria de Lourdes Denardin, Oliveira, Stefanie Griebeler, Beuter, Margrid, Girardon-Perlini, Nara Marilene Oliveira","Escola Anna Nery; 16(2); 270-276","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200009&lang=pt" 
"S1414-81452012000200010-scl","Percepções de enfermeiras sobre a assistência prestada a mulheres diante do óbito fetal","Santos, Camila da Silva, Marques, Juliana Freitas, Carvalho, Francisco Herlânio Costa, Fernandes, Ana Fátima Carvalho, Henriques, Ana Ciléia Pinto Teixeira, Moreira, Karla de Abreu Peixoto","Escola Anna Nery; 16(2); 277-284","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200010&lang=pt" 
"S1414-81452012000200011-scl","Afrontamientos de enfermeras al asumir la gerencia escolar: una mirada desde la teoría de Roy","Salinas Alvirde, Mariana Olizbeth, Gómez Torres, Danelia, Méndez Salazar, Vianey","Escola Anna Nery; 16(2); 285-291","Escola Anna Nery","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200011&lang=pt" 
"S1414-81452012000200013-scl","Uso do filme como estratégia de ensino-aprendizagem sobre pessoas com deficiência: percepção de alunos de enfermagem","Oliveira, Paula Marciana Pinheiro de, Mariano, Monaliza Ribeiro, Rebouças, Cristiana Brasil de Almeida, Pagliuca, Lorita Marlena Freitag","Escola Anna Nery; 16(2); 297-305","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200013&lang=pt" 
"S1414-81452012000200015-scl","Avaliação da qualidade da atenção à saúde de adolescentes no pré-natal e puerpério","Vilarinho, Lílian Machado, Nogueira, Lidya Tolstenko, Nagahama, Elizabeth Eriko Ishida","Escola Anna Nery; 16(2); 312-319","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200015&lang=pt" 
"S1414-81452012000200017-scl","Puericultura em enfermagem e educação em saúde: percepção de mães na estratégia saúde da família","Vasconcelos, Viviane Mamede, Frota, Mirna Albuquerque, Martins, Mariana Cavalcante, Machado, Márcia Maria Tavares","Escola Anna Nery; 16(2); 326-331","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200017&lang=pt" 
"S1414-81452012000200018-scl","A atuação dos enfermeiros egressos do curso de especialização em obstetrícia no nordeste do Brasil: da proposta à operacionalização","Costa, Arabela Antônia Nery de Melo, Schirmer, Janine","Escola Anna Nery; 16(2); 332-339","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200018&lang=pt" 
"S1414-81452012000200019-scl","Acidente vascular encefálico como complicação da hipertensão arterial: quais são os fatores intervenientes?","Mendonça, Larissa Bento de Araújo, Lima, Francisca Elisângela Teixeira, Oliveira, Sherida Karanini Paz de","Escola Anna Nery; 16(2); 340-346","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200019&lang=pt" 
"S1414-81452012000200020-scl","Fragilidades, fortalezas e desafios na formação do enfermeiro","Barlem, Jamila Geri Tomaschewski, Lunardi, Valéria Lerch, Barlem, Edison Luiz Devos, Bordignon, Simoní Saraiva, Zacarias, Caroline Ceolin, Lunardi Filho, Wilson Danilo","Escola Anna Nery; 16(2); 347-363","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200020&lang=pt" 
"S1414-81452012000200021-scl","História do cuidado ao recém-nascido na Maternidade Carmela Dutra - Florianópolis-SC/Brasil (1956-2001)","Gregório, Vitória Regina Petters, Padilha, Maria Itayra","Escola Anna Nery; 16(2); 354-362","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200021&lang=pt" 
"S1414-81452012000200022-scl","A responsabilidade profissional na assistência ao parto: discursos de enfermeiras obstétricas","Winck, Daniela Ries, Brüggemann, Odaléa Maria, Monticelli, Marisa","Escola Anna Nery; 16(2); 363-370","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200022&lang=pt" 
"S1414-81452012000200023-scl","Fatores associados à qualidade de vida de idosos com osteoporose residentes na zona rural","Tavares, Darlene Mara dos Santos, Gomes, Nayara Cândida, Dias, Flavia Aparecida, Santos, Nilce Maria de Freitas","Escola Anna Nery; 16(2); 371-378","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200023&lang=pt" 
"S1414-81452012000200024-scl","Desafios da formação do enfermeiro no contexto da expansão do ensino superior","Silva, Kênia Lara, Sena, Roseni Rosângela, Silveira, Marília Rezende, Tavares, Tatiana Silva, Silva, Paloma Morais","Escola Anna Nery; 16(2); 380-387","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200024&lang=pt" 
"S1414-81452012000200025-scl","Contribuições da filosofia para a pesquisa em enfermagem","Araújo, Raquell Alves de, Cartaxo, Hemília Gabrielly de Oliveira, Almeida, Samira Maria Oliveira, Abrão, Fátima Maria da Silva, Almeida Filho, Antonio José de, Freitas, Clara Maria Silvestre Monteiro de","Escola Anna Nery; 16(2); 388-394","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200025&lang=pt" 
"S1414-81452012000200026-scl","Formação do acadêmico de enfermagem: vivência na atenção a usuários de drogas psicoativas","Brito, Andiara Araújo Cunegundes de, Silva, Danielle Souza, Azevedo, Dulcian Medeiros de","Escola Anna Nery; 16(2); 395-400","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200026&lang=pt" 
"S1414-81452012000200016-scl","Qualidade de vida do enfermeiro no trabalho docente: estudo com o Whoqol-bref","Conceição, Maria Rodrigues da, Costa, Maria Suêuda, Almeida, Maria Irismar de, Souza, Ângela Maria Alves e, Cavalcante, Maria Beatriz de Paula Tavares, Alves, Maria Dalva Santos","Escola Anna Nery; 16(2); 320-325","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200016&lang=pt" 
"S1414-81452012000200005-scl","A avaliação da rede venosa pela enfermagem em mulheres com câncer ginecológico durante o tratamento quimioterápico","Soares, Cristiane Regina, Almeida, Ana Maria de, Gozzo, Thais de Oliveira","Escola Anna Nery; 16(2); 240-246","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200005&lang=pt" 
"S1414-81452012000200012-scl","Tempo despendido na execução do processo de enfermagem em um centro de tratamento intensivo","Almeida, Miriam de Abreu, Severo, Isis Marques, Chaves, Enaura Brandão, Barreto, Luciana Nabinger Menna, Borba, Daniela Marona","Escola Anna Nery; 16(2); 292-296","Escola Anna Nery","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452012000200012&lang=pt" 
"S0034-89102012000300009-scl","Morbidade materna extremamente grave: uso do Sistema de Informação Hospitalar","Magalhães, Maria da Consolação, Bustamante-Teixeira, Maria Teresa","Revista de Saúde Pública; 46(3); 472-478","Revista de Saúde Pública","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300009&lang=pt" 
"S0034-89102012000300022-scl","Traditional knowledge for promotion of socioeconomic inclusion of local communities","Sorte Junior, Waldemiro Francisco","Revista de Saúde Pública; 46(3); 583-586","Revista de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300022&lang=pt" 
"S0034-89102012000300002-scl","Stressful working conditions and poor self-rated health among financial services employees","Silva, Luiz Sérgio, Barreto, Sandhi Maria","Revista de Saúde Pública; 46(3); 407-416","Revista de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300002&lang=pt" 
"S0034-89102012000300021-scl","Payment for performance in the Family Health Programme: lessons from the UK Quality and Outcomes Framework","Harris, Matthew","Revista de Saúde Pública; 46(3); 577-582","Revista de Saúde Pública","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300021&lang=pt" 
"S0034-89102012000300020-scl","Conceitos de regulação em saúde no Brasil","Oliveira, Robson Rocha de, Elias, Paulo Eduardo Mangeon","Revista de Saúde Pública; 46(3); 571-576","Revista de Saúde Pública","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300020&lang=pt" 
"S0034-89102012000300001-scl","Relevância dos fatores psicossociais do trabalho na saúde do trabalhador","Fischer, Frida Marina","Revista de Saúde Pública; 46(3); 401-406","Revista de Saúde Pública","Inglês, Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300001&lang=pt" 
"S0034-89102012000300023-scl","","","Revista de Saúde Pública; 46(3); 587-587","Revista de Saúde Pública","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102012000300023&lang=pt" 
"S0034-89102012000300023-spa","","","Revista de Saúde Pública; 46(3); 587-587","Revista de Saúde Pública","Português","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102012000300023&lang=pt" 
