"S0038-23532011000100011-sza","Fusarium spp. and levels of fumonisins in maize produced by subsistence farmers in South Africa","Ncube, E, Flett, BC, Waalwijk, C, Viljoen, A","South African Journal of Science; 107(1-2); 1-7","South African Journal of Science","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532011000100011&lang=pt" 
"S0100-72032011000200003-scl","Correlação entre as queixas de incontinência urinária de esforço e o pad test de uma hora em mulheres na pós-menopausa","Albuquerque, Maria Thereza, Micussi, Barbosa Cabral, Soares, Elvira Maria Mafaldo, Lemos, Telma Maria Araújo Moura, Brito, Tereza Neuma de Souza, Silva, João Batista da, Maranhão, Técia Maria de Oliveira","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 70-74","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200003&lang=pt" 
"S0100-72032011000200004-scl","Fatores associados ao linfedema em pacientes com câncer de mama","Paiva, Daniella Marta Ferreira de, Leite, Isabel Cristina Gonçalves, Rodrigues, Vivian de Oliveira, Cesca, Marcelle Goldner","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 75-80","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200004&lang=pt" 
"S0100-72032011000200005-scl","Resultados gestacionais e neonatais em mulheres com rastreamento positivo para diabetes mellitus e teste oral de tolerância à glicose - 100g normal","Rehder, Patricia Moretti, Pereira, Belmiro Gonçalves, Silva, João Luiz Pinto e","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 81-86","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200005&lang=pt" 
"S0100-72032011000200006-scl","Consumo dietético de gestantes e ganho ponderal materno após aconselhamento nutricional","Fazio, Eliener de Souza, Nomura, Roseli Mieko Yamamoto, Dias, Maria Carolina Gonçalves, Zugaib, Marcelo","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 87-92","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200006&lang=pt" 
"S0100-72032011000200007-scl","Triagem pré-natal para toxoplasmose e fatores associados à soropositividade de gestantes em Goiânia, Goiás","Sartori, Ana Lucia, Minamisava, Ruth, Avelino, Mariza Martins, Martins, Cleusa Alves","Revista Brasileira de Ginecologia e Obstetrícia; 33(2); 93-98","Revista Brasileira de Ginecologia e Obstetrícia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032011000200007&lang=pt" 
"S0103-90162011000100001-scl","Thermal performance of sisal fiber-cement roofing tiles for rural constructions","Tonoli, Gustavo Henrique Denzin, Santos, Sérgio Francisco dos, Rabi, José Antonio, Santos, Wilson Nunes dos, Savastano Junior, Holmer","Scientia Agricola; 68(1); 1-7","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100001&lang=pt" 
"S0103-90162011000100003-scl","Seed germination and seedling development of white oat affected by silicon and phosphorus fertilization","Toledo, Mariana Zampar, Garcia, Rodrigo Arroyo, Merlin, Alexandre, Fernandes, Dirceu Maximino","Scientia Agricola; 68(1); 18-23","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100003&lang=pt" 
"S0103-90162011000100007-scl","Genetic diversity of table grape based on morphoagronomic traits","Leão, Patrícia Coelho de Souza, Cruz, Cosme Damião, Motoike, Sérgio Yoshimitsu","Scientia Agricola; 68(1); 42-49","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100007&lang=pt" 
"S0103-90162011000100009-scl","Reaction of peach tree genotypes to bacterial leaf spot caused by Xanthomonas arboricola pv. prunis","Medeiros, José Gilberto Sousa, Citadin, Idemir, Santos, Idalmir dos, Assmann, André Paulo","Scientia Agricola; 68(1); 57-61","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100009&lang=pt" 
"S0103-90162011000100016-scl","Determination of a point sufficiently close to the asymptote in nonlinear growth functions","Mischan, Martha Maria, Pinho, Sheila Zambello de, Carvalho, Lídia Raquel de","Scientia Agricola; 68(1); 109-114","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100016&lang=pt" 
"S0103-90162011000100018-scl","Only the B biotype of Bemisia tabaci is present on vegetables in São Paulo State, Brazil","Rocha, Kelly Cristina Gonçales, Marubayashi, Julio Massaharu, Navas-Castillo, Jesús, Yuki, Valdir Atsushi, Wilcken, Carlos Frederico, Pavan, Marcelo Agenor, Krause-Sakate, Renate","Scientia Agricola; 68(1); 120-123","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100018&lang=pt" 
"S0103-90162011000100019-scl","Production of ethanol from mesquite [Prosopis juliflora (SW) D.C.] pods mash by Zymomonas mobilis in submerged fermentation","Silva, Celiane Gomes Maia da, Andrade, Samara Alvachian Cardoso, Schuler, Alexandre Ricardo Pereira, Souza, Evandro Leite de, Stamford, Tânia Lúcia Montenegro","Scientia Agricola; 68(1); 124-127","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100019&lang=pt" 
"S0103-90162011000100002-scl","Resilience analysis for agricultural systems of north China plain based on a dynamic system model","Li, Hongjun, Liu, Zhijun, Zheng, Li, Lei, Yuping","Scientia Agricola; 68(1); 8-17","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100002&lang=pt" 
"S0103-90162011000100004-scl","Transpiration rate response to water deficit during vegetative and reproductive phases of upland rice cultivars","Heinemann, Alexandre Bryan, Stone, Luís Fernando, Fageria, Nand Kumar","Scientia Agricola; 68(1); 24-30","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100004&lang=pt" 
"S0103-90162011000100005-scl","Physical and metabolic alterations in &quot;Prata Anã&quot; banana induced by mechanical damage at room temperature","Maia, Victor Martins, Salomão, Luiz Carlos Chamhum, Siqueira, Dalmo Lopes, Puschman, Rolf, Mota Filho, Virgílio Jamir Gonçalves, Cecon, Paulo Roberto","Scientia Agricola; 68(1); 31-36","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100005&lang=pt" 
"S0103-90162011000100006-scl","Biology of Bemisia tabaci (Genn.) B biotype (Hemiptera, Aleyrodidae) on tomato genotypes","Oriani, Maria Auxiliadora de Godoy, Vendramim, José Djair, Vasconcelos, Cristina Jensen","Scientia Agricola; 68(1); 37-41","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100006&lang=pt" 
"S0103-90162011000100008-scl","Quantitative variation for grain quality in Brazilian maize populations","Mittelmann, Andréa, Miranda Filho, José Branco de, Nass, Luciano Lourenço, Lima, Gustavo Júlio Melo Monteiro de, Hara-Klein, Claudete, Silva, Ricardo Machado da","Scientia Agricola; 68(1); 50-56","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100008&lang=pt" 
"S0103-90162011000100010-scl","Salt stress induced damages on the photosynthesis of physic nut young plants","Silva, Evandro Nascimento da, Ribeiro, Rafael Vasconcelos, Ferreira-Silva, Sérgio Luiz, Viégas, Ricardo Almeida, Silveira, Joaquim Albenisio Gomes","Scientia Agricola; 68(1); 62-68","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100010&lang=pt" 
"S0103-90162011000100011-scl","Optimization of callus and cell suspension cultures of Barringtonia racemosa (Lecythidaceae family) for lycopene production","Behbahani, Mandana, Shanehsazzadeh, Mehrnaz, Hessami, Mohamad Javad","Scientia Agricola; 68(1); 69-76","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100011&lang=pt" 
"S0103-90162011000100012-scl","Stomatal behavior and components of the antioxidative system in coffee plants under water stress","Deuner, Sidnei, Alves, José Donizeti, Zanandrea, Ilisandra, Goulart, Patrícia de Fátima Pereira, Silveira, Neidiquele Maria, Henrique, Paôla de Castro, Mesquita, Alessandro Carlos","Scientia Agricola; 68(1); 77-85","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100012&lang=pt" 
"S0103-90162011000100013-scl","Nitrogen fertilizer leaching in an Oxisol cultivated with sugarcane","Ghiberto, Pablo Javier, Libardi, Paulo Leonel, Brito, Alexsandro dos Santos, Trivelin, Paulo Cezar Ocheuze","Scientia Agricola; 68(1); 86-93","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100013&lang=pt" 
"S0103-90162011000100014-scl","Sugarcane root length density and distribution from root intersection counting on a trench-profile","Azevedo, Mateus Carvalho Basilio de, Chopart, Jean Louis, Medina, Cristiane de Conti","Scientia Agricola; 68(1); 94-101","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100014&lang=pt" 
"S0103-90162011000100015-scl","Soybean growth under stable versus peak salinity","Bustingorri, Carolina, Lavado, Raúl Silvio","Scientia Agricola; 68(1); 102-108","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100015&lang=pt" 
"S0103-90162011000100017-scl","AFLP and SRAP markers linked to the mj gene for root-knot nematode resistance in cucumber","Devran, Zübeyir, Firat, Ahmet Fikret, Tör, Mahmut, Mutlu, Nedim, Elekçioğlu, Ibrahim Halil","Scientia Agricola; 68(1); 115-119","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000100017&lang=pt" 
"S0210-56912011000100012-esp","Trombolisis intraarterial e intravenosa en el ictus isquémico agudo: Tiempo es cerebro","Murillo Cabezas, F., Rodríguez Zarallo, A., Muñoz Sánchez, M. Ángeles, Flores Cordero, J.F.","Medicina Intensiva; 35(1); 61-62","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100012&lang=pt" 
"S0210-56912011000100009-esp","Enfermedad de Creutzfeldt-Jakob esporádica: dos casos en medicina intensiva","Cardinal, P., Pedemonte, I., Castelli, J., Zitto, E., Cacciatore, A., Zefferino, N.","Medicina Intensiva; 35(1); 54-57","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100009&lang=pt" 
"S0210-56912011000100014-esp","Síndrome de Twiddler como causa de pérdida de captura ventricular en una paciente portadora de marcapaso definitivo","Salazar-Ramírez, C., Carballo-Ruiz, M., Martos Rodríguez, C., García-Alcantara, A.","Medicina Intensiva; 35(1); 64-64","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100014&lang=pt" 
"S0210-56912011000100013-esp","Actitudes del personal de enfermería de cuidados intensivos hacia las visitas","Yanez Quintana, B., Santana Cabrera, L., Hernández Montesdeoca, A., Molina Tercero, A.","Medicina Intensiva; 35(1); 62-63","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100013&lang=pt" 
"S0210-56912011000100001-esp","Trascendencia de las decisiones políticas en la seguridad del paciente crítico","Fernández-Mondéjar, E., Esteban, A., Artigas, A.","Medicina Intensiva; 35(1); 1-2","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100001&lang=pt" 
"S0210-56912011000100011-esp","Donantes a corazón parado tipo III de Maastricht: una opción real","Corral, E., Maynar, J., Saralegui, I., Manzano, A.","Medicina Intensiva; 35(1); 59-60","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100011&lang=pt" 
"S2176-94512011000100001-scl","O tratamento ortodôntico passará a ser oferecido de forma gratuita em todos os Centros de Especialidades Odontológicas do Brasil, e beneficiará milhões de brasileiros ao longo dos anos","Faber, Jorge","Dental Press Journal of Orthodontics; 16(1); 6-6","Dental Press Journal of Orthodontics","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-94512011000100001&lang=pt" 
"S0210-56912011000100005-esp","Estudio sobre la correlación clínico-patológica en el síndrome de distrés respiratorio agudo secundario","Sarmiento, X., Almirall, J., Guardiola, J.J., Mesalles, E., Labarta, L., Mate, J.L., Soler, M., Klamburg, J.","Medicina Intensiva; 35(1); 22-27","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100005&lang=pt" 
"S0210-56912011000100004-esp","Marcapasos diafragmático como alternativa a la ventilación mecánica en el paciente con lesión medular cervical","Romero-Ganuza, F.J., Gambarrutta-Malfatti, C., Diez de la Lastra-Buigues, E., Marín-Ruiz, M.Á., Merlo-González, V.E., Sánchez-Aranzueque Pantoja, A.M., García-Moreno, F.J., Mazaira-Álvarez, J.","Medicina Intensiva; 35(1); 13-21","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100004&lang=pt" 
"S0104-44782011000100001-scl","Editorial","Lacerda, Gustavo Biscaia de","Revista de Sociologia e Política; 19(38); 5-6","Revista de Sociologia e Política","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-44782011000100001&lang=pt" 
"S0210-56912011000100002-esp","Efectos adversos, intercomunicación, gestión del conocimiento y estrategias de cuidados en enfermería intensiva","Moreno-Millán, E., Villegas-Del Ojo, J., Prieto-Valderrey, F., Nieto-Galeano, J.","Medicina Intensiva; 35(1); 3-5","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100002&lang=pt" 
"S0210-56912011000100010-esp","Infarto agudo de miocardio en el paciente trasplantado cardiaco: un reto diagnóstico y terapéutico","Romero Bermejo, F.J., Domínguez Rivas, M.J., Martínez García, P., Ruíz Bailén, M.","Medicina Intensiva; 35(1); 58-59","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100010&lang=pt" 
"S0210-56912011000100006-esp","Convalidación del título de Medicina Intensiva en el Reino Unido","Cerda, G. de la, Mateo, D., Tan, A., Quintano, A., Kovacs, N.","Medicina Intensiva; 35(1); 28-31","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000100006&lang=pt" 
