"S0102-33062015000300310-scl","Taxonomy of Sinningia Nees (Gesneriaceae) in Rio Grande do Sul, southern Brazil","Ferreira, Gabriel Emiliano, Chautems, Alain, Waechter, Jorge Luiz","Acta Botanica Brasilica; 29(3); 310-326","Acta Botanica Brasilica","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062015000300310&lang=pt" 
"S0103-65132015000300626-scl","Diagnóstico da integração dos sistemas de gestão ISO 9001, ISO 14001 e OHSAS 18001","Bonato, Samuel Vinícius, Caten, Carla Schwengber Ten","Production; 25(3); 626-640","Production","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132015000300626&lang=pt" 
"S1414-81452015000300439-scl","O manejo clínico da amamentação: saberes dos enfermeiros","Azevedo, Ana Regina Ramos, Alves, Valdecyr Herdy, Souza, Rosangela de Mattos Pereira de, Rodrigues, Diego Pereira, Branco, Maria Bertilla Lutterbach Riker, Cruz, Amanda Fernandes do Nascimento da","Escola Anna Nery; 19(3); 439-445","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300439&lang=pt" 
"S1414-81452015000300432-scl","Vivência da mulher jovem com câncer de mama e mastectomizada","Almeida, Thayse Gomes de, Comassetto, Isabel, Alves, Karine de Melo Cezar, Santos, Amuzza Ayla Pereira dos, Silva, Jovânia Marques de Oliveira e, Trezza, Maria Cristina Soares Figueiredo","Escola Anna Nery; 19(3); 432-438","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300432&lang=pt" 
"S1517-97022015000300679-scl","O ensino de arte na educação de jovens e adultos: uma análise a partir da experiência em Cuiabá (MT)","Araújo, Gustavo Cunha de, Oliveira, Ana Arlinda de","Educação e Pesquisa; 41(3); 679-693","Educação e Pesquisa","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300679&lang=pt" 
"S1415-47142015000300425-scl","Pontuações sobre qualidade, quantidade e temporalidade na clínica","Leite, Sonia","Revista Latinoamericana de Psicopatologia Fundamental; 18(3); 425-430","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000300425&lang=pt" 
"S1414-81452015000300395-scl","Integridade em pesquisa: quais caminhos devemos seguir?","Barbosa, Dulce Aparecida, Egry, Emiko Yoshikawa, Cabral, Ivone Evangelista","Escola Anna Nery; 19(3); 395-396","Escola Anna Nery","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300395&lang=pt" 
"S0102-46982015000300339-scl","A ALFABETIZAÇÃO E SUA RELAÇÃO COM O USO DO COMPUTADOR: O SUPORTE DIGITAL COMO MAIS UM INSTRUMENTO DE ENSINO-APRENDIZAGEM DA ESCRITA","Glória, Julianna Silva, Frade, Isabel Cristina Alves da Silva","Educação em Revista; 31(3); 339-358","Educação em Revista","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982015000300339&lang=pt" 
"S1414-81452015000300446-scl","Experiências da equipe de centro de reabilitação - o real do trabalho como questão ética","Trombetta, Ana Paula, Ramos, Flavia Regina Souza, Vargas, Mara Ambrosina de Oliveira, Marques, Ana Maria Borges","Escola Anna Nery; 19(3); 446-453","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300446&lang=pt" 
"S0102-46982015000300015-scl","O DIREITO À EDUCAÇÃO E A NOVA SEGREGAÇÃO SOCIAL E RACIAL - TEMPOS INSATISFATÓRIOS?","Arroyo, Miguel G.","Educação em Revista; 31(3); 15-47","Educação em Revista","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982015000300015&lang=pt" 
"S1415-47142015000300519-scl","Os “psicopatas autistas” na idade infantil (Parte 2)","Asperger, Hans","Revista Latinoamericana de Psicopatologia Fundamental; 18(3); 519-539","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000300519&lang=pt" 
"S1517-97022015000300647-scl","A formação de conceitos em adultos não escolarizados","Barros Filho, Delma, Bastos, Ana Cecília de Sousa B.","Educação e Pesquisa; 41(3); 647-662","Educação e Pesquisa","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300647&lang=pt" 
"S1415-47142015000300490-scl","Filhos de decasséguis: desafios e dificuldades no retorno ao Brasil","Resstel, Cizina Célia F.P., Justo, José Sterza, Okamoto, Mary Yoko","Revista Latinoamericana de Psicopatologia Fundamental; 18(3); 490-503","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000300490&lang=pt" 
"S1517-97022015000300695-scl","Análise sociológica da didática museal: os sujeitos pedagógicos e a dinâmica de constituição do discurso expositivo","Marandino, Martha","Educação e Pesquisa; 41(3); 695-712","Educação e Pesquisa","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300695&lang=pt" 
"S1414-81452015000300498-scl","Repercussão de políticas públicas inclusivas segundo análise das pessoas com deficiência","Pagliuca, Lorita Marlena Freitag, Mariano, Monaliza Ribeiro, Oliveira, Paula Marciana Pinheiro de, Oliveira, Mariana Gonçalves de, França, Inacia Satiro Xavier de, Almeida, Paulo Cesar de","Escola Anna Nery; 19(3); 498-504","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300498&lang=pt" 
"S1414-81452015000300491-scl","Acolhimento com Classificação de Risco: Avaliação de Serviços Hospitalares de Emergência","Costa, Maria Antonia Ramos, Versa, Gelena Lucinéia Gomes da Silva, Bellucci Júnior, José Aparecido, Inoue, Kelly Cristina, Sales, Catarina Aparecida, Matsuda, Laura Misue","Escola Anna Nery; 19(3); 491-497","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300491&lang=pt" 
"S1414-81452015000300511-scl","Condições de vida e saúde do idoso indígena Kaingang","Borghi, Ana Carla, Carreira, Lígia","Escola Anna Nery; 19(3); 511-517","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300511&lang=pt" 
"S1414-81452015000300518-scl","Teoria Ambientalista de Florence Nightingale: Uma Análise Crítica","Medeiros, Ana Beatriz de Almeida, Enders, Bertha Cruz, Lira, Ana Luisa Brandão De Carvalho","Escola Anna Nery; 19(3); 518-524","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300518&lang=pt" 
"S1517-97022015000300615-scl","La formación de conceptos: una comparación entre los enfoques cognitivista y histórico-cultural","Ramos Serpa, Gerardo, López Falcón, Adriana","Educação e Pesquisa; 41(3); 615-628","Educação e Pesquisa","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300615&lang=pt" 
"S1415-47142015000300445-scl","Une clinique possible avec les malades d’Alzheimer","Fontela, Cristina, Darnaud, Thierry","Revista Latinoamericana de Psicopatologia Fundamental; 18(3); 445-460","Revista Latinoamericana de Psicopatologia Fundamental","Francês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000300445&lang=pt" 
"S0102-86502015000900586-scl","Repair of surgical wounds in rats using a 10% unripe Musa sapientum peel gel","Atzingen, Dênia Amélia Novato Castelli Von, Mendonça, Adriana Rodrigues dos Anjos, Mesquita Filho, Marcos, Alvarenga, Vinícius Alves, Assis, Vinícius Almeida, Penazzo, Afonso Esteves, Muzetti, Julio Henrique, Rezende, Thaisa Sousa","Acta Cirurgica Brasileira; 30(9); 586-592","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015000900586&lang=pt" 
"S0102-86502015000900632-scl","Scintigraphic imaging with technetium-99M-labelled ceftizoxime is a reliable technique for the diagnosis of deep sternal wound infection in rats","Costa, Paulo Henrique Nogueira, Diniz, Simone Odilia Fernandes, Cardoso, Valbert Nascimento, Tarabal, Bernardo, Takenaka, Isabella, Braga, Otavio, Vidigal, Paula Vieira Teixeira, Gelape, Claudio Leo, Araujo, Ivana Duval","Acta Cirurgica Brasileira; 30(9); 632-638","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015000900632&lang=pt" 
"S1414-81452015000300424-scl","Práticas de enfermeiras para promoção da dignificação, participação e autonomia de mulheres no parto normal","Silva, Andréa Lorena Santos, Nascimento, Enilda Rosendo do, Coelho, Edméia de Almeida Cardoso","Escola Anna Nery; 19(3); 424-431","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300424&lang=pt" 
"S0102-46982015000300423-scl","INGRESSO E PERMANÊNCIA NA UNIVERSIDADE PÚBLICA: A LUTA DOS ESTUDANTES DAS CAMADAS POPULARES","Oliveira, Luiz Fernando de","Educação em Revista; 31(3); 423-427","Educação em Revista","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982015000300423&lang=pt" 
"S0041-47512015000300008-sza","Skoolhoofde se onderwyspraktyke binne die veld van plattelandse dorpe","Spies, Japie, Heystek, Jan","Tydskrif vir Geesteswetenskappe; 55(3); 437-451","Tydskrif vir Geesteswetenskappe","Africaner","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512015000300008&lang=pt" 
"S0041-47512015000300007-sza","Die nuwe bedreiging van samelewingsvryhede: &#039;n Terugkeer tot Christen-vervolging?","Strauss, Danie","Tydskrif vir Geesteswetenskappe; 55(3); 422-436","Tydskrif vir Geesteswetenskappe","Africaner","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512015000300007&lang=pt" 
"S0041-47512015000300002-sza","Wie is die teikengebruikers van eentalige aanleerderwoordeboeke?","Gouws, Rufus H.","Tydskrif vir Geesteswetenskappe; 55(3); 343-355","Tydskrif vir Geesteswetenskappe","Africaner","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512015000300002&lang=pt" 
"S0102-46982015000300071-scl","CONSIDERAÇÕES SOBRE O PAPEL DO CAPITAL CULTURAL E ACESSO AO ENSINO SUPERIOR: UMA INVESTIGACÃO COM DADOS DE MINAS GERAIS","Mendes, Igor A. Assaf, Costa, Bruno Lazzarotti D.","Educação em Revista; 31(3); 71-95","Educação em Revista","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982015000300071&lang=pt" 
"S1414-81452015000300417-scl","Teoria do autocuidado na desintoxicação química de gestantes em uso do crack: contribuições da enfermagem","Nicolli, Thalissa, Gehlen, Maria Helena, Ilha, Silomar, Diaz, Claudia Maria Gabert, Machado, Karine de Freitas Cáceres, Nietsche, Elisabeta Albertina","Escola Anna Nery; 19(3); 417-423","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300417&lang=pt" 
"S1415-47142015000300504-scl","Inclusão da diferença e reinternação psiquiátrica: estudo através de um “caso traçador”","Oliveira, Leonardo Ribeiro Gonçalves de, Guljor, Ana Paula Freitas, Verztman, Julio Sergio","Revista Latinoamericana de Psicopatologia Fundamental; 18(3); 504-518","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000300504&lang=pt" 
"S1414-81452015000300401-scl","A (in)satisfação dos acompanhantes acerca da sua condição de permanência na enfermaria pediátrica","Morais, Rita de Cássia Melão de, Souza, Tania Vignuda de, Oliveira, Isabel Cristina dos Santos","Escola Anna Nery; 19(3); 401-408","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300401&lang=pt" 
"S1414-81452015000300409-scl","Ser pai de recém-nascido prematuro na unidade de terapia intensiva neonatal: da parentalidade a paternidade","Soares, Rachel Leite de Souza Ferreira, Christoffel, Marialda Moreira, Rodrigues, Elisa da Conceição, Machado, Maria Estela Diniz, Cunha, Adriana Loureiro da","Escola Anna Nery; 19(3); 409-416","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300409&lang=pt" 
"S1414-81452015000300484-scl","Educação em saúde com adolescentes: análise da aquisição de conhecimentos sobre temas de saúde","Viero, Vanise dos Santos Ferreira, Farias, Joni Marcio de, Ferraz, Fabiane, Simões, Priscyla Waleska, Martins, Jéssica Abatti, Ceretta, Luciane Bisognin","Escola Anna Nery; 19(3); 484-490","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300484&lang=pt" 
"S1415-47142015000300551-scl","Relato de um caso de anorexia","Crepaldi, Cecilia Maria","Revista Latinoamericana de Psicopatologia Fundamental; 18(3); 551-562","Revista Latinoamericana de Psicopatologia Fundamental","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-47142015000300551&lang=pt" 
"S0103-65132015000300598-scl","Aplicação das metodologias Desirability e Simplex para otimização das propriedades mecânicas em arames de aço temperados","Pimenta, Cristie Diego, Silva, Messias Borges, Salomon, Valério Antonio Pamplona, Penteado, Ricardo Batista, Gomes, Fabricio Maciel","Production; 25(3); 598-610","Production","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-65132015000300598&lang=pt" 
"S0102-86502015000900593-scl","Comparative histological study on wound healing on rat&#039;s skin treated with Mitomycin C or Clobetasol propionate","Carvalho, Maria de Fátima Pereira de, Pereira, Celina Siqueira Barbosa, Fregnani, José Humberto, Ribeiro, Fernando de Andrade Quintanilha","Acta Cirurgica Brasileira; 30(9); 593-597","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015000900593&lang=pt" 
"S0041-47512015000300014-sza","Die Afrikaanse idioom onder druk: Oor die gebruik van Afrikaans in die openbare domein","Mclachlan, Tom","Tydskrif vir Geesteswetenskappe; 55(3); 512-521","Tydskrif vir Geesteswetenskappe","Africaner","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512015000300014&lang=pt" 
"S0041-47512015000300013-sza","Redakteursnota","Wolfaardt-Gräbe, Ina","Tydskrif vir Geesteswetenskappe; 55(3); 511-511","Tydskrif vir Geesteswetenskappe","Africaner","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512015000300013&lang=pt" 
"S0041-47512015000300012-sza","Bruinmense se stryd teen apartheid gedokumenteer","le Cordeur, Michael","Tydskrif vir Geesteswetenskappe; 55(3); 507-510","Tydskrif vir Geesteswetenskappe","Africaner","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512015000300012&lang=pt" 
"S0004-28032015000300247-scl","PREVALENCE OF INCIDENTAL GALLBLADDER CANCER IN A TERTIARY-CARE HOSPITAL FROM PERNAMBUCO, BRAZIL","MARTINS-FILHO, Euclides Dias, BATISTA, Thales Paulo, KREIMER, Flávio, MARTINS, Antonio Cavalcanti de Albuquerque, IWANAGA, Tiago Cavalcanti, LEÃO, Cristiano de Souza","Arquivos de Gastroenterologia; 52(3); 247-249","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300247&lang=pt" 
"S0004-28032015000300167-scl","THE NEUROLOGICAL FACE OF CELIAC DISEASE","IŞIKAY, Sedat, KOCAMAZ, Halil","Arquivos de Gastroenterologia; 52(3); 167-170","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300167&lang=pt" 
"S0004-28032015000300186-scl","ENDOSCOPIC ULTRASOUND IN THE EVALUATION OF UPPER SUBEPITHELIAL LESIONS","CHAVES, Dalton Marques, MEINE, Gilmara Coelho, MOURA, Diogo Turiani Hourneaux de, MATUGUMA, Sergio Eiji, LERA, Marcos Eduardo, ARTIFON, Everson Luiz de Almeida, MOURA, Eduardo Guimarães Hourneaux de, SAKAI, Paulo","Arquivos de Gastroenterologia; 52(3); 186-189","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300186&lang=pt" 
"S0004-28032015000300180-scl","URINARY DYSFUNCTION AFTER SURGICAL TREATMENT FOR RECTAL CANCER","BERALDO, Fernando Bray, YUSUF, Sonia Ahlaim Ibrahim, PALMA, Rogério Tadeu, KHARMANDAYAN, Silvia, GONÇALVES, José Eduardo, WAISBERG, Jaques","Arquivos de Gastroenterologia; 52(3); 180-185","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300180&lang=pt" 
"S0004-28032015000300171-scl","QUALITY OF LIFE EVALUATION IN CELIAC PATIENTS FROM SOUTHERN BRAZIL","CASTILHOS, Amélia C, GONÇALVES, Bárbara C, MACEDO E SILVA, Manoella, LANZONI, Laura A, METZGER, Letícia R, KOTZE, Lorete M S, NISIHARA, Renato M","Arquivos de Gastroenterologia; 52(3); 171-175","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300171&lang=pt" 
"S0004-28032015000300210-scl","LIPID PROFILE OF CIRRHOTIC PATIENTS AND ITS ASSOCIATION WITH PROGNOSTIC SCORES: a cross-sectional study","BASSANI, Lílian, FERNANDES, Sabrina Alves, RAIMUNDO, Fabiana Viegas, HARTER, Daniele Lazzarotto, GONZALEZ, Maria Cristina, MARRONI, Cláudio Augusto","Arquivos de Gastroenterologia; 52(3); 210-215","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300210&lang=pt" 
"S0004-28032015000300216-scl","PEGYLATED INTERFERON AND RIBAVIRIN FOR TREATMENT OF RECURRENT HEPATITIS C AFTER LIVER TRANSPLANTATION: a single-liver transplant center experience in Brazil","GARCIA, José Huygens Parente, ARAÚJO FILHO, Antônio Haroldo de, BRAGA, Lucia Libanez Bessa Campelo, VIANA, Cyntia Ferreira Gomes, ROCHA, Tarciso Daniel Santos, PEREIRA, Karla Brandão","Arquivos de Gastroenterologia; 52(3); 216-221","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300216&lang=pt" 
"S0004-28032015000300190-scl","EFFECT OF GUM CHEWING ON AIR SWALLOWING, SALIVA SWALLOWING AND BELCHING","SILVA, Ana Cristina Viana da, APRILE, Lilian Rose Otoboni, DANTAS, Roberto Oliveira","Arquivos de Gastroenterologia; 52(3); 190-194","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300190&lang=pt" 
"S0004-28032015000300195-scl","EVALUATION OF LEUKOCYTE ESTERASE REAGENT STRIPS TEST IN THE DIAGNOSIS OF SPONTANEOUS BACTERIAL PERITONITIS IN CHILDREN WITH CIRRHOSIS","HONAR, Naser, GERAMIZADEH, Bita, DEHGHANI, Seyed-Mohsen, KALVANDI, Gholamreza, SHAHRAMIAN, Iraj, RAHMANI, Asghar, JAVAHERIZADEH, Hazhir","Arquivos de Gastroenterologia; 52(3); 195-199","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300195&lang=pt" 
"S0004-28032015000300204-scl","NUTRITIONAL STATUS AND DIETARY INTAKE IN NON-CIRRHOTIC ADULT CHRONIC HEPATITIS C PATIENTS","GOTTSCHALL, Catarina B A, PEREIRA, Thainá G, RABITO, Estela I, ÁLVARES-DA-SILVA, Mário R","Arquivos de Gastroenterologia; 52(3); 204-209","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300204&lang=pt" 
"S0004-28032015000300234-scl","ACOUSTIC RADIATION FORCE IMPULSE IS EQUIVALENT TO LIVER BIOPSY TO EVALUATE LIVER FIBROSIS IN PATIENTS WITH CHRONIC HEPATITIS C AND NONALCOHOLIC FATTY LIVER DISEASE","GUERRA, Juliana Ayres de Alencar Arrais, TRIPPIA, Marcus, PISSAIA JUNIOR, Alcindo, TEIXEIRA, Bernardo Corrêa de Almeida, IVANTES, Cláudia Alexandra Pontes","Arquivos de Gastroenterologia; 52(3); 234-238","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300234&lang=pt" 
"S0004-28032015000300222-scl","ANALYSIS OF POLYMORPHISMS IN THE INTERLEUKIN 18 GENE PROMOTOR (-137 G/C AND -607 C/A) IN PATIENTS INFECTED WITH HEPATITIS C VIRUS FROM THE BRAZILIAN AMAZON","SANTOS, Kemper Nunes dos, ALMEIDA, Marcella Kelly Costa de, FECURY, Amanda Alves, COSTA, Carlos Araújo da, MARTINS, Luísa Caricio","Arquivos de Gastroenterologia; 52(3); 222-227","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000300222&lang=pt" 
"S1414-81452015000300454-scl","Conhecimento de homens sobre o trabalho de parto e nascimento","Melo, Raimunda Maria de, Angelo, Bárbara Helena de Brito, Pontes, Cleide Maria, Brito, Rosineide Santana de","Escola Anna Nery; 19(3); 454-459","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300454&lang=pt" 
"S1414-81452015000300467-scl","Processo de comunicação na equipe de enfermagem fundamentado no diálogo entre Berlo e King","Broca, Priscilla Valladares, Ferreira, Márcia de Assunção","Escola Anna Nery; 19(3); 467-474","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000300467&lang=pt" 
"S1517-97022015000300729-scl","¿Qué y cómo observar interacciones para comprender la autoridad pedagógica del profesor en su ejercicio?","Meza, Marisa, Cox, Pilar, Zamora, Guillermo","Educação e Pesquisa; 41(3); 729-742","Educação e Pesquisa","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-97022015000300729&lang=pt" 
"S0102-46982015000300321-scl","EDUCAÇÃO À DISTÂNCIA NO BRASIL: POLÍTICAS PÚBLICAS E DEMOCRATIZAÇÃO DO ACESSO AO ENSINO SUPERIOR","Arruda, Eucidio Pimenta, Arruda, Durcelina Ereni Pimenta","Educação em Revista; 31(3); 321-338","Educação em Revista","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982015000300321&lang=pt" 
