"S0042-96862002000900008-spa","Rating maternal and neonatal health services in developing countries","Bulatao, Rodolfo A., Ross, John A.","Bulletin of the World Health Organization; 80(9); 721-727","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900008&lang=pt" 
"S0042-96862002000900018-spa","World Trade Organization still threatens supply of affordable AIDS drugs","Hagmann, Michael","Bulletin of the World Health Organization; 80(9); 762-763","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900018&lang=pt" 
"S0042-96862002000900017-spa","Global AIDS conference finds the issue is cash","Cullinan, Kerry","Bulletin of the World Health Organization; 80(9); 761-762","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900017&lang=pt" 
"S0042-96862002000900003-spa","Epidemiology of meningitis due to Haemophilus influenzae type b in children in Bulgaria: a prospective, population-based surveillance study","Kojouharova, Mira, Gatcheva, Nina, Setchanova, Lena, Robertson, Susan E., Wenger, Jay D.","Bulletin of the World Health Organization; 80(9); 690-695","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900003&lang=pt" 
"S0042-96862002000900004-spa","Tetanus toxoid coverage as an indicator of serological protection against neonatal tetanus","Deming, Michael S., Roungou, Jean-Baptiste, Kristiansen, Max, Heron, Iver, Yango, Alphonse, Guenengafo, Alexis, Ndamobissi, Robert","Bulletin of the World Health Organization; 80(9); 696-703","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900004&lang=pt" 
"S0042-96862002000900007-spa","Gender, literacy, and survival among Ethiopian adults, 1987 - 96","Berhane, Yemane, Högberg, Ulf, Byass, Peter, Wall, Stig","Bulletin of the World Health Organization; 80(9); 714-720","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900007&lang=pt" 
"S0042-96862002000900013-spa","Information systems for health sector monitoring in Papua New Guinea","Cibulskis, R.E., Hiawalyer, G.","Bulletin of the World Health Organization; 80(9); 752-758","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900013&lang=pt" 
"S0004-282X2002000500005-scl","Inferences from a community study about non-epileptic events","Gomes, Marleide da Mota, Kropf, Leandro Albuquerque Lemgruber, Beeck, Erica da Silva van, Figueira, Ivan Luiz de Vasconcellos","Arquivos de Neuro-Psiquiatria; 60(3B); 712-716","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000500005&lang=pt" 
"S0042-96862002000900010-spa","Promotion of well-switching to mitigate the current arsenic crisis in Bangladesh","van Geen, Alexander, Ahsan, Habibul, Horneman, Allan H., Dhar, Ratan K., Zheng, Yan, Hussain, Iftikhhar, Ahmed, Kazi Matin, Gelman, Andrew, Stute, Martin, Simpson, H. James, Wallace, Sean, Small, Christopher, Parvez, Faruque, Slavkovich, Vesna, LoIacono, Nancy J., Becker, Marck, Cheng, Zhongqi, Momotaj, Hassina, Shahnewaz, Mohammad, Seddique, Ashraf Ali, Graziano, Joseph H.","Bulletin of the World Health Organization; 80(9); 732-737","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900010&lang=pt" 
"S0042-96862002000900001-spa","In this month&#039;s Bulletin","","Bulletin of the World Health Organization; 80(9); ii-ii","Bulletin of the World Health Organization","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862002000900001&lang=pt" 
"S0073-47212002000300009-scl","Catelanus and Fusimorphus (Coleoptera, Elateridae, Agrypninae)","Casari, Sônia A.","Iheringia. Série Zoologia; 92(3); 85-96","Iheringia. Série Zoologia","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300009&lang=pt" 
"S0073-47212002000300001-scl","Taxonomia e distribuição de Actinocythereis brasiliensis sp. nov. (Podocopida, Trachyleberididae) na plataforma continental brasileira","Machado, Cláudia P., Drozinski, Núscia G. S.","Iheringia. Série Zoologia; 92(3); 05-12","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300001&lang=pt" 
"S0073-47212002000300002-scl","Palpimanid spiders from Guyana: new species of the genera Fernandezina and Otiothops (Araneae, Palpimanidae, Otiothopinae)","Grismado, Cristian J.","Iheringia. Série Zoologia; 92(3); 13-16","Iheringia. Série Zoologia","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300002&lang=pt" 
"S0073-47212002000300008-scl","Fator de condição gonadal, índice hepatossomático e recrutamento como indicadores do período de reprodução de Loricariichthys platymetopon (Osteichthyes, Loricariidae), bacia do rio Uruguai médio, sul do Brasil","Querol, Marcus Vinicius Morini, Querol, Enrique, Gomes, Nara Neide Adolpho","Iheringia. Série Zoologia; 92(3); 79-84","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300008&lang=pt" 
"S0073-47212002000300007-scl","Ecologia da ictiofauna de um córrego de cabeceira da bacia do alto rio Paraná, Brasil","Lemes, Elis Mara, Garutti, Valdener","Iheringia. Série Zoologia; 92(3); 69-78","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300007&lang=pt" 
"S0073-47212002000300006-scl","Novas espécies de Trichomyia (Diptera, Psychodidae) da Mata Atlântica da Bahia, nordeste do Brasil","Bravo, Freddy","Iheringia. Série Zoologia; 92(3); 57-67","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300006&lang=pt" 
"S0073-47212002000300010-scl","Comportamento alimentar de aves em Miconia rubiginosa (Melastomataceae) em fragmento de Cerrado, São Paulo","Marcondes-Machado, Luiz Octavio","Iheringia. Série Zoologia; 92(3); 97-100","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300010&lang=pt" 
"S0073-47212002000300004-scl","Revisão taxonômica do gênero Homodiaetus (Teleostei, Siluriformes, Trichomycteridae)","Koch, Walter Rudolf","Iheringia. Série Zoologia; 92(3); 33-46","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300004&lang=pt" 
"S0073-47212002000300005-scl","Efectos del herbicida Paraquat sobre el zooplancton","Gagneten, Ana María","Iheringia. Série Zoologia; 92(3); 47-56","Iheringia. Série Zoologia","Espanhol","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300005&lang=pt" 
"S0073-47212002000300011-scl","Uma espécie nova de Schwarzula da Amazônia (Hymenoptera, Apidae, Meliponini)","Camargo, João M. F., Pedro, Silvia R. M.","Iheringia. Série Zoologia; 92(3); 101-112","Iheringia. Série Zoologia","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0073-47212002000300011&lang=pt" 
"S0100-40422002000500011-scl","Compostos organolantanídeos contendo o ligante pirazinamida: síntese, caracterização e atividade catalítica na polimerização do etileno","Miotti, Renata Diana, Maia, Alessandra de Souza, Oliveira, Wanda de, Paulino, Ícaro Sampaio, Schuchardt, Ulf","Química Nova; 25(5); 762-765","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500011&lang=pt" 
"S0100-40422002000500009-scl","Geoquímica e índice de geoacumulação de mercúrio em sedimentos de superfície do estuário de Santos - Cubatão (SP)","Luiz-Silva, Wanilson, Matos, Rosa Helena R., Kristosch, Giane Chaves","Química Nova; 25(5); 753-756","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500009&lang=pt" 
"S0100-40422002000500008-scl","Pré-concentração de chumbo e cádmio em um sistema de micro extração líquido-líquido e determinação por espectrometria de absorção atômica com chama","Carasek, Eduardo, Tonjes, Jussara Wick, Scharf, Mauro","Química Nova; 25(5); 748-752","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500008&lang=pt" 
"S0100-40422002000500006-scl","Redução de poluentes de efluentes das indústrias de papel e celulose pela floculação/coagulação e degradação fotoquímica","Barros, Marcos José de, Nozaki, Jorge","Química Nova; 25(5); 736-740","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500006&lang=pt" 
"S0100-40422002000500005-scl","Nano vitrocerâmica de escória de aciaria","Ferreira, Eduardo Bellini, Zanotto, Edgar Dutra, Scudeller, Luis Augusto Marconi","Química Nova; 25(5); 731-735","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500005&lang=pt" 
"S0100-40422002000500001-scl","Mudanças à vista na pós-graduação em química","Ferreira, Vitor F.","Química Nova; 25(5); 715-715","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500001&lang=pt" 
"S0100-40422002000500002-scl","Perfil cromatográfico de duas espécies de Plumbaginaceae: Plumbago scandens L. E Plumbago auriculata Lam","Paiva, Selma Ribeiro de, Fontoura, Licínio de Almeida, Figueiredo, Maria Raquel, Mazzei, José Luiz, Kaplan, Maria Auxiliadora Coelho","Química Nova; 25(5); 717-721","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500002&lang=pt" 
"S0100-40422002000500004-scl","Synthesis and characterization of manganese-glycine and copper-glycine adducts","Farias, Robson Fernandes de","Química Nova; 25(5); 729-730","Química Nova","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500004&lang=pt" 
"S0100-40422002000500007-scl","Mechanism of 3,4-dihydroxybenzaldehyde electropolymerization at carbon paste electrodes: catalytic detection of NADH","Delbem, Maria Flávia, Baader, Wilhelm Josef, Serrano, Sílvia Helena Pires","Química Nova; 25(5); 741-747","Química Nova","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500007&lang=pt" 
"S0100-40422002000500023-scl","Influência de alguns parâmetros experimentais nos resultados de análises calorimétricas diferenciais - DSC","Bernal, Cláudia, Couto, Andréa Boldarini, Breviglieri, Susete Trazzi, Cavalheiro, Éder Tadeu Gomes","Química Nova; 25(5); 849-855","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500023&lang=pt" 
"S0100-40422002000500022-scl","Determinação da massa molar por crioscopia: terc-butanol, um solvente extremamente adequado","Santos, Anderson R. dos, Vidotti, Eliane C., Silva, Expedito L., Maionchi, Florângela, Hioka, Noboru","Química Nova; 25(5); 844-848","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500022&lang=pt" 
"S0100-40422002000500021-scl","Módulo eletrônico de controle para válvulas solenóides","Silva, José Alberto Fracassi da, Lago, Claudimir Lucio do","Química Nova; 25(5); 842-843","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500021&lang=pt" 
"S0100-40422002000500024-scl","Recomendações para calibração em química analítica: parte I. Fundamentos e calibração com um componente (calibração univariada)","Barros Neto, Benício de, Pimentel, Maria Fernanda, Araújo, Mário César Ugulino","Química Nova; 25(5); 856-865","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500024&lang=pt" 
"S0100-40422002000500010-scl","Formação de multicamadas de polissacarídeos e proteína","Fujimoto, Juliana, Reis, Eduardo Alexandre de Oliveira, Petri, Denise F. S., Campana Filho, Sérgio P.","Química Nova; 25(5); 757-761","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500010&lang=pt" 
"S0041-87812002000500001-scl","Necrotizing enterocolitis: prevention is the ultimate goal","Falcão, Mário Cícero","Revista do Hospital das Clínicas; 57(5); 199-200","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500001&lang=pt" 
"S0041-87812002000500007-scl","Nail manifestations in pemphigus vulgaris","Cahali, Juliana Burihan, Kakuda, Everton Yuji Soyama, Santi, Cláudia Giuli, Maruta, Celina Wakisaka","Revista do Hospital das Clínicas; 57(5); 229-234","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500007&lang=pt" 
"S0041-87812002000500005-scl","Surgical treatment of endocrine exophthalmos by removal of orbital fat: clinical experience","Ferreira, Marcus Castro, Tuma Jr., Paulo, Costa, Márcio Paulino, Bloise, Walter, Alves, Carlos Alberto Rodrigues","Revista do Hospital das Clínicas; 57(5); 217-222","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500005&lang=pt" 
"S0041-87812002000500006-scl","Primary lymphoma of the liver treated by extended hepatectomy and chemotherapy: a case report","Chaib, Eleazar, Leite, Katia Ramos Moreira, Saad, Willian Abrão, Gama-Rodrigues, Joaquim","Revista do Hospital das Clínicas; 57(5); 223-228","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500006&lang=pt" 
"S0041-87812002000500008-scl","Pathological gambling in women: a review","Martins, Silvia Saboia, Lobo, Daniela S. S., Tavares, Hermano, Gentil, Valentim","Revista do Hospital das Clínicas; 57(5); 235-242","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500008&lang=pt" 
"S1020-49892002000900002-spa","A experiência de fazer acontecer a saúde entre os excluídos da sociedade","Neumann, Zilda Arns","Revista Panamericana de Salud Pública; 12(3); 153-156","Revista Panamericana de Salud Pública","Português","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900002&lang=pt" 
"S1020-49892002000900001-spa","New perspective on the health of Canadians: 28 years later","Lalonde, Marc","Revista Panamericana de Salud Pública; 12(3); 149-152","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900001&lang=pt" 
"S1020-49892002000900006-spa","Factores de riesgo de bajo peso al nacer en un hospital cubano, 1997-2000","Escobar, José Andrés Cabrales, Darias, Luís Saenz, Espinosa, Marcos Aurelio Grau, Castañeda, Loreta de Rojas, Herrera, Yipsis González, Pina García, Niurka, Rabelo, Marcelino Lizano","Revista Panamericana de Salud Pública; 12(3); 180-184","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900006&lang=pt" 
"S1020-49892002000900009-spa","Nefropatía terminal en pacientes de un hospital de referencia en El Salvador","Trabanino, Ramón García, Aguilar, Raúl, Silva, Carlos Reyes, Mercado, Manuel Ortiz, Merino, Ricardo Leiva","Revista Panamericana de Salud Pública; 12(3); 202-206","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900009&lang=pt" 
"S1020-49892002000900014-spa","El informe de la Comisión sobre Macroeconomía y Salud: su relevancia para los países de América Latina y el Caribe","","Revista Panamericana de Salud Pública; 12(3); 219-222","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900014&lang=pt" 
"S1020-49892002000900012-spa","Efecto de la prohibición de fumar en el lugar de trabajo sobre el comportamiento de los fumadores","","Revista Panamericana de Salud Pública; 12(3); 216-217","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900012&lang=pt" 
"S1020-49892002000900011-spa","El efecto placebo en los estudios sobre la depresión mayor","","Revista Panamericana de Salud Pública; 12(3); 215-216","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900011&lang=pt" 
"S1020-49892002000900013-spa","Método para comparar y combinar los estudios sobre los costos de las enfermedades","","Revista Panamericana de Salud Pública; 12(3); 217-218","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900013&lang=pt" 
"S0100-40422002000500003-scl","Aplicação de metodologias FTIR de transmissão e fotoacústica à caracterização de materiais altamente energéticos: parte II","Mattos, Elizabeth da Costa, Viganó, Itamar, Dutra, Rita de Cássia Lazzarini, Diniz, Milton Faria, Iha, Koshun","Química Nova; 25(5); 722-728","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500003&lang=pt" 
"S0100-40422002000500012-scl","Gas-phase ion chemistry of silyl cations obtained from hexamethyldisilazane","Xavier, Luciano A., Ambra, Sofia, Riveros, José M.","Química Nova; 25(5); 766-771","Química Nova","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500012&lang=pt" 
"S0100-40422002000500013-scl","Biossurfactantes: propriedades e aplicações","Nitschke, Marcia, Pastore, Gláucia Maria","Química Nova; 25(5); 772-776","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500013&lang=pt" 
"S0100-40422002000500015-scl","Fundamentals and applications of spectroscopic ellipsometry","Gonçalves, Débora, Irene, Eugene A.","Química Nova; 25(5); 794-800","Química Nova","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500015&lang=pt" 
"S0100-40422002000500016-scl","Terapia fotodinâmica: aspectos farmacológicos, aplicações e avanços recentes no desenvolvimento de medicamentos","Simplicio, Fernanda Ibanez, Maionchi, Florângela, Hioka, Noboru","Química Nova; 25(5); 801-807","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500016&lang=pt" 
"S0100-40422002000500017-scl","Métodos de baixo custo para purificação de reagentes e controle da contaminação para a determinação de metais traços em águas naturais","Campos, Maria Lúcia A. M., Bendo, Anderson, Viel, Fabíola C.","Química Nova; 25(5); 808-813","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500017&lang=pt" 
"S0100-40422002000500018-scl","Compostos orgânicos em sedimentos marinhos: uma viagem ao fundo do Oceano Atlântico Norte","Madureira, Luiz Augusto dos Santos","Química Nova; 25(5); 814-824","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500018&lang=pt" 
"S0100-40422002000500019-scl","Agentes antiasmáticos modernos: antagonistas de receptores de leucotrienos cisteínicos","Lima, Lídia Moreira, Fraga, Carlos Alberto Manssour, Barreiro, Eliezer J.","Química Nova; 25(5); 825-834","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500019&lang=pt" 
"S0100-40422002000500020-scl","A utilização de materiais obtidos pelo processo de sol-gel na construção de biossensores","Alfaya, Antonio A. S., Kubota, Lauro T.","Química Nova; 25(5); 835-841","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500020&lang=pt" 
"S0100-40422002000500025-scl","Formação e trabalho de mestres e doutores em bioquímica titulados no brasil","Braga, Mauro Mendes, Azevedo, Sérgio de","Química Nova; 25(5); 866-886","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500025&lang=pt" 
"S0041-87812002000500002-scl","Prognostic factors influencing morbidity and mortality in esophageal carcinoma","Cariati, Andrea, Casano, Alessandro, Campagna, Antonello, Cariati, Erminio, Pescio, Gianluigi","Revista do Hospital das Clínicas; 57(5); 201-204","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500002&lang=pt" 
"S0041-87812002000500003-scl","Omeprazole, Furazolidone, and Tetracycline: an eradication treatment for resistant H. pylori in Brazilian patients with peptic ulcer disease","Silva, Fernando Marcuz, Eisig, Jaime Natan, Chehter, Ethel Zimberg, Silva, Júlio Jovino da, Laudanna, Antonio Atílio","Revista do Hospital das Clínicas; 57(5); 205-208","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500003&lang=pt" 
"S0041-87812002000500004-scl","Immunoglobulin E-rheumatoid factor in juvenile rheumatoid arthritis","Ferreira, Rosa Aparecida, Ferriani, Virgínia Paes Leme, Sopelete, Mônica Camargo, Silva, Deise Aparecida Oliveira, Mineo, José Roberto, Kiss, Maria Helena Bittencourt, Silva, Carlos Henrique Martins","Revista do Hospital das Clínicas; 57(5); 209-216","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500004&lang=pt" 
"S0041-87812002000500009-scl","Necrotizing enterocolitis, pathogenesis and the protector effect of prenatal corticosteroids","Precioso, Alexander Roberto, Proença, Renata Suman Mascaretti","Revista do Hospital das Clínicas; 57(5); 243-248","Revista do Hospital das Clínicas","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0041-87812002000500009&lang=pt" 
"S1020-49892002000900003-spa","Características de la epidemia de cólera de 1998 en Ecuador, durante el fenómeno de &quot;El Niño&quot;","Gabastou, Jean-Marc, Pesantes, Carmen, Escalante, Santiago, Narváez, Yolanda, Vela, Enrique, García, Lidia, Zabala, Diana, Yadon, Zaida E.","Revista Panamericana de Salud Pública; 12(3); 157-164","Revista Panamericana de Salud Pública","Espanhol","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900003&lang=pt" 
"S1020-49892002000900004-spa","Capacity-building for health research in developing countries: a manager&#039;s approach","White, Franklin","Revista Panamericana de Salud Pública; 12(3); 165-172","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900004&lang=pt" 
"S1020-49892002000900005-spa","A deficiência de vitamina A no Brasil: um panorama","Souza, Walnéia Aparecida de, Vilas Boas, Olinda Maria Gomes da Costa","Revista Panamericana de Salud Pública; 12(3); 173-179","Revista Panamericana de Salud Pública","Português","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900005&lang=pt" 
"S1020-49892002000900007-spa","Determinants of optimal breast-feeding in peri-urban Guatemala City, Guatemala","Dearden, Kirk, Altaye, Mekibib, Maza, Irma de, Oliva, Maritza de, Stone-Jimenez, Maryanne, Morrow, Ardythe L., Burkhalte, Barton R.","Revista Panamericana de Salud Pública; 12(3); 185-192","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900007&lang=pt" 
"S1020-49892002000900008-spa","The impact of mother-to-mother support on optimal breast-feeding: a controlled community intervention trial in peri-urban Guatemala City, Guatemala","Dearden, Kirk, Altaye, Mekibib, Maza, Irma de, Oliva, Maritza de, Stone-Jimenez, Maryanne, Burkhalter, Barton R., Morrow, Ardythe L.","Revista Panamericana de Salud Pública; 12(3); 193-201","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900008&lang=pt" 
"S1020-49892002000900010-spa","The prescribing of psychotropic drugs in mental health services in Trinidad","Moore, Shelley, Jaime, Lazara K. Montane, Maharajh, Hari, Ramtahal, Indar, Reid, Sandra, Ramsewak, Feroza Sircar, Maharaj, Mala","Revista Panamericana de Salud Pública; 12(3); 207-214","Revista Panamericana de Salud Pública","Inglês","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892002000900010&lang=pt" 
"S0100-40422002000500014-scl","Formação de adutos exocíclicos com bases de DNA: implicações em mutagênese e carcinogênese","Loureiro, Ana Paula M., Di Mascio, Paolo, Medeiros, Marisa H. G.","Química Nova; 25(5); 777-793","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000500014&lang=pt" 
"S1516-14392002000300011-scl","Study of the Ground-State Geometry of Silicon Clusters Using Artificial Neural Networks","Lemes, M.R., Marim, L.R., Dal Pino Jr., A.","Materials Research; 5(3); 281-286","Materials Research","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392002000300011&lang=pt" 
