"S0074-02762008000100010-scl","Aedes aegypti, Aedes albopictus, and dengue in Argentina: current knowledge and future directions","Vezzani, Darío, Carbajo, Aníbal E","Memórias do Instituto Oswaldo Cruz; 103(1); 66-74","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100010&lang=pt" 
"S1519-566X2008000100019-scl","Ocorrência de Panstrongylus guentheri Berg (Hemiptera: Reduviidae) no Mato Grosso do Sul","Almeida, Paulo S. de, Santos, Honório R. dos, Barata, José M.S., Obara, Marcos T., Ceretti Jr., Walter","Neotropical Entomology; 37(1); 107-108","Neotropical Entomology","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100019&lang=pt" 
"S0365-66912008000200006-esp","Prevalencia de membranas epirretinianas mediante tomografía de coherencia óptica en pacientes remitidos para cirugía de cataratas","Contreras, I., Noval, S., Tejedor, J.","Archivos de la Sociedad Española de Oftalmología; 83(2); 89-94","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200006&lang=pt" 
"S0365-66912008000200008-esp","Caracterización bioquímica del nervio óptico en el ratón que sobreexpresa el gen P53: Análisis de estrés oxidativo","Gallego-Pinazo, R., Zanón-Moreno, V., Sanz, S., Andrés, V., Serrano, M., García-Cao, I., Pinazo-Durán, M.D.","Archivos de la Sociedad Española de Oftalmología; 83(2); 105-112","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200008&lang=pt" 
"S0365-66912008000200016-esp","Johann Andreas Eisenbareth, Doktor Eisenbareth","Noguera-Palau, J.J.","Archivos de la Sociedad Española de Oftalmología; 83(2); 141-142","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200016&lang=pt" 
"S0365-66912008000200001-esp","Una nueva etapa un nuevo reto","García-Feijoó, J.","Archivos de la Sociedad Española de Oftalmología; 83(2); 71-72","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200001&lang=pt" 
"S0124-00642008000100015-spa","Percepción sobre Condiciones de Trabajo y Salud de la Población Inmigrante Colombiana en Alicante, España","Agudelo-Suárez, Andrés, Ronda-Pérez, Elena, Gil-González, Diana, Vives-Cases, Carmen","Revista de Salud Pública; 10(1); 160-167","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100015&lang=pt" 
"S0124-00642008000100016-spa","Alta Prevalencia de Anticuerpos contra Bartonella y Babesia microti en Poblaciones Rurales y Urbanas en dos Provincias de Córdoba, Colombia","Buelvas, Francisco, Alvis, Nelson, Buelvas, Indira, Miranda, Jorge, Mattar, Salim","Revista de Salud Pública; 10(1); 168-177","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100016&lang=pt" 
"S0124-00642008000100008-spa","Estudio estadístico preliminar sobre uso de plaguicidas y defectos de nacimiento en un área rural de Venezuela","Rojas, Maritza, Agreda, Olga, Infante, Saba","Revista de Salud Pública; 10(1); 85-93","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100008&lang=pt" 
"S0365-66912008000200012-esp","Síndrome del seno silente, una causa infrecuente de enoftalmos","Sánchez-Dalmau, B.F., Pascual, L., Lao, X., Maiz, J.","Archivos de la Sociedad Española de Oftalmología; 83(2); 125-128","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200012&lang=pt" 
"S0124-00642008000100001-spa","Determinantes Sociales de la Salud y equidad","Hernández, Mario","Revista de Salud Pública; 10(1); -","Revista de Salud Pública","Inglês, Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100001&lang=pt" 
"S0365-66912008000200013-esp","Síndrome de Horner tras amigdalectomía","Blanco, C.I., Buznego, L., Méndez, M.","Archivos de la Sociedad Española de Oftalmología; 83(2); 129-132","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200013&lang=pt" 
"S0124-00642008000100002-spa","Evaluación del Impacto en Costo-equidad del Sistema de Salud en Colombia 1998-2005","Eslava-Schmalbach, Javier, Barón, Gilberto, Gaitán-Duarte, Hernando, Alfonso, Helman, Agudelo, Carlos, Sánchez, Carolina","Revista de Salud Pública; 10(1); 3-17","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100002&lang=pt" 
"S0124-00642008000100005-spa","Seguro de Salud y Cobertura de Vacunación en Población Infantil con y sin Experiencia de Desplazamiento Forzado en Colombia","Ruiz-Rodríguez, Myriam, Vera-Cala, Lina M, López-Barbosa, Nahyr","Revista de Salud Pública; 10(1); 49-61","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100005&lang=pt" 
"S0124-00642008000100013-spa","Diabetes Tipo 2 y Depresión en Guadalajara, México. 2005","Colunga-Rodríguez, Cecilia, García de Alba, Javier E., Salazar-Estrada, José G., Ángel-González, Mario","Revista de Salud Pública; 10(1); 137-149","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100013&lang=pt" 
"S0124-00642008000100003-spa","Evaluación Inicial del Seguro Popular sobre el Gasto Catastrófico en Salud en México","Hernández-Torres, Jinneth, Avila-Burgos, Leticia, Valencia-Mendoza, Atanacio, Poblano-Verástegui, Ofelia","Revista de Salud Pública; 10(1); 18-32","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100003&lang=pt" 
"S0124-00642008000100006-spa","Relação do Índice de Desenvolvimento Humano e as Variáveis Nutricionais em Crianças do Brasil","Jacinto-Rego, Suzie A . de Souza, Bruch, Vera L., Boscatto, André, Silva, João Batista da, Ferreira- Costa, Filipe, Nodari-Junior, Rudy J., Medeiros, Humberto J . de, Silva-Dantas, Paulo M, Irany-Knackfuss, Maria","Revista de Salud Pública; 10(1); 62-70","Revista de Salud Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100006&lang=pt" 
"S0124-00642008000100017-spa","Modelos empleados para la Toma de Decisiones en el Cuidado de la Salud","Sánchez-Pedraza, Ricardo, Gamboa, Oscar, Díaz, Jorge A.","Revista de Salud Pública; 10(1); 178-188","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100017&lang=pt" 
"S0124-00642008000100012-spa","Epidemiología Molecular de la Tuberculosis en Bogotá en Aislados Clínicos obtenidos durante 11 Años","Hernández, Johana E, Murcia, Martha I, de la Hoz, Fernando","Revista de Salud Pública; 10(1); 126-136","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100012&lang=pt" 
"S0124-00642008000100004-spa","Integración Asistencial de Dos Organizaciones en Cataluña, España","Henao-Martínez, Diana, Vázquez-Navarrete, María L., Vargas-Lorenzo, Ingrid, Coderch-Lassaletta, Jordi, Llopart-López, Josep R.","Revista de Salud Pública; 10(1); 33-48","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100004&lang=pt" 
"S0124-00642008000100007-spa","Factores Asociados a la Lactancia Materna Exclusiva en Población Pobre de Áreas Urbanas de Colombia","Rodríguez-García, Jesús, Acosta-Ramírez, Naydú","Revista de Salud Pública; 10(1); 71-84","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100007&lang=pt" 
"S0124-00642008000100009-spa","Demora en el Diagnóstico de Tuberculosis Pulmonar en una región de Colombia","Cáceres-Manrique, Flor de María, Orozco-Vargas, Luís C","Revista de Salud Pública; 10(1); 94-104","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100009&lang=pt" 
"S0124-00642008000100011-spa","Perfil de Salud de los Trabajadores de una Planta Procesadora de Olefinas del Estado Zulia, Venezuela","Portillo, Ricardo, Bellorín, Monika, Sirit, Yadira, Acero, Carlos","Revista de Salud Pública; 10(1); 113-125","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100011&lang=pt" 
"S0124-00642008000100014-spa","Meta-análisis sobre juego patológico 1997-2007","Muñoz-Molina, Yaromir","Revista de Salud Pública; 10(1); 150-159","Revista de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100014&lang=pt" 
"S0365-66912008000200015-esp","Cuestiones oftalmológicas en la obra de Feijoo (II)","Sampedro, A., Barbón-García, J.J.","Archivos de la Sociedad Española de Oftalmología; 83(2); 137-140","Archivos de la Sociedad Española de Oftalmología","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0365-66912008000200015&lang=pt" 
"S0124-00642008000100010-spa","Valor Diagnóstico da Ressonância Magnética na Avaliação da Dor Lombar","Almeida-Matos, Marcos, Santos-Gusmão, Maurício","Revista de Salud Pública; 10(1); 105-112","Revista de Salud Pública","Português","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0124-00642008000100010&lang=pt" 
"S0074-02762008000100013-scl","Morphological analysis of three populations of Anopheles (Nyssorhynchus) nuneztovari Gabaldón (Diptera: Culicidae) from Colombia","Fajardo Ramos, Mayury, González Obando, Ranulfo, Fidel Suárez, Marco, López, David, Wilkerson, Richard, Sallum, Maria Anice Mureb","Memórias do Instituto Oswaldo Cruz; 103(1); 85-92","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100013&lang=pt" 
"S0074-02762008000100015-scl","First genotyping of Giardia lamblia from human and animal feces in Argentina, South America","Minvielle, Marta C, Molina, Nora B, Polverino, Daniela, Basualdo, Juan A","Memórias do Instituto Oswaldo Cruz; 103(1); 98-103","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100015&lang=pt" 
"S0074-02762008000100003-scl","Importance of TNF-alpha in the course of acute infection with Trypanosoma cruzi: influence of its inhibition by pentoxifylline treatment","Andrade, Sonia G, Magalhães, Lorena dos Anjos, Pessina, Daniel Huber","Memórias do Instituto Oswaldo Cruz; 103(1); 21-26","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100003&lang=pt" 
"S0074-02762008000100004-scl","Polymorphisms of toll-like receptor 2 and 4 genes in Chagas disease","Zafra, German, Flórez, Oscar, Morillo, Carlos A., Echeverría, Luis Eduardo, Martín, Javier, González, Clara Isabel","Memórias do Instituto Oswaldo Cruz; 103(1); 27-30","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100004&lang=pt" 
"S0074-02762008000100006-scl","Patterns of co-association of C-reactive protein and nitric oxide in malaria in endemic areas of Iran","Nahrevanian, Hossein, Gholizadeh, Jafar, Farahmand, Mahin, Assmar, Mehdi","Memórias do Instituto Oswaldo Cruz; 103(1); 39-44","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100006&lang=pt" 
"S0074-02762008000100007-scl","Environmental risk factors for Cryptosporidium infection in an island from Western Venezuela","Chacín-Bonilla, Leonor, Barrios, Fernando, Sanchez, Yulaicy","Memórias do Instituto Oswaldo Cruz; 103(1); 45-49","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100007&lang=pt" 
"S0074-02762008000100001-scl","Trypanosoma (Duttonella) vivax: its biology, epidemiology, pathogenesis, and introduction in the New World - a review","Osório, Ana Luiza Alves Rosa, Madruga, Claudio Roberto, Desquesnes, Marc, Soares, Cleber Oliveira, Ribeiro, Laura Raquel Rios, Costa, Sylvio Celso Gonçalves da","Memórias do Instituto Oswaldo Cruz; 103(1); 1-13","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100001&lang=pt" 
"S1519-566X2008000100001-scl","Altitudinal distribution and body resource allocation in a High Mountain social wasp (Hymenoptera: Vespidae)","Rodríguez-Jimenez, Andrea, Sarmiento, Carlos E.","Neotropical Entomology; 37(1); 1-7","Neotropical Entomology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100001&lang=pt" 
"S1519-566X2008000100002-scl","Análise faunística de moscas-das-frutas (Diptera: Tephritidae) nas regiões norte e noroeste do Estado do Rio de Janeiro","Aguiar-Menezes, Elen L., Souza, Silvana A.S., Lima-Filho, Mauri, Barros, Hallan C., Ferrara, Fernando A.A., Menezes, Eurípedes B.","Neotropical Entomology; 37(1); 8-14","Neotropical Entomology","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100002&lang=pt" 
"S1519-566X2008000100003-scl","Térmitas construtores de ninhos conspícuos em duas áreas de Mata Atlântica com diferentes níveis de perturbação antrópica","Vasconcellos, Alexandre, Bandeira, Adelmar G., Almeida, Waltécio O., Moura, Flávia M.S.","Neotropical Entomology; 37(1); 15-19","Neotropical Entomology","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100003&lang=pt" 
"S1519-566X2008000100004-scl","Diversidade genética de Tibraca limbativentris Stål (Hemiptera: Pentatomidae) de Santa Catarina e do Rio Grande do Sul, usando marcadores RAPD","Rampelotti, Fátima T., Ferreira, Anderson, Tcacenco, Fernando A., Martins, José F. da S., Grützmacher, Anderson D., Prando, Honório F.","Neotropical Entomology; 37(1); 20-29","Neotropical Entomology","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100004&lang=pt" 
"S1519-566X2008000100005-scl","A Revision of Neomegalotomus (Hemiptera: Alydidae)","Schaefer, Carl W., Ahmad, Imtiaz","Neotropical Entomology; 37(1); 30-44","Neotropical Entomology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100005&lang=pt" 
"S1519-566X2008000100006-scl","Situación actual del estudio del orden Ephemeroptera en Cuba","González-Lazo, Dany D., Salles, Frederico F., Naranjo, Carlos","Neotropical Entomology; 37(1); 45-50","Neotropical Entomology","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100006&lang=pt" 
"S1519-566X2008000100010-scl","Influence of Mahanarva fimbriolata (Stål) (Hemiptera: Cercopidae) injury on the quality of cane juice","Madaleno, Leonardo L., Ravaneli, Gisele C., Presotti, Leandro E., Mutton, Miguel A., Fernandes, Odair A., Mutton, Márcia J.R.","Neotropical Entomology; 37(1); 68-73","Neotropical Entomology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-566X2008000100010&lang=pt" 
"S0074-02762008000100008-scl","Developing new approaches for detecting and preventing Aedes aegypti population outbreaks: basis for surveillance, alert and control system","Regis, Lêda, Monteiro, Antonio Miguel, Melo-Santos, Maria Alice Varjal de, Silveira Jr, José Constantino, Furtado, André Freire, Acioli, Ridelane Veiga, Santos, Gleice Maria, Nakazawa, Mitsue, Carvalho, Marilia Sá, Ribeiro Jr, Paulo Justiniano, Souza, Wayner Vieira de","Memórias do Instituto Oswaldo Cruz; 103(1); 50-59","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100008&lang=pt" 
"S0074-02762008000100002-scl","Population dynamics of Triatoma vitticeps (Stål, 1859) in Itanhomi, Minas Gerais, Brazil","Souza, Rita de Cássia Moreira de, Barbosa, Silvia Ermelinda, Sonoda, Ivan Vieira, Azeredo, Bernardino Vaz de Melo, Romanha, Álvaro Jose, Diotaiuti, Liléia","Memórias do Instituto Oswaldo Cruz; 103(1); 14-20","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000100002&lang=pt" 
"S0100-69912008000100003-scl","Punção aspirativa por agulha fina no diagnóstico de linfadenopatias e tumores sólidos em crianças e adolescentes","Gois, Wallace Acioli Freire de, Correa, Carlos Augusto Almeida, Alves, Elaine Maria de Oliveira, Tubino, Paulo","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 5-8","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100003&lang=pt" 
"S0100-69912008000100016-scl","Teníase: uma causa rara de apendicite aguda","Teixeira, Fábio Vieira, Fernandes Filho, Amadeu, Carvalho, Antonely de Cassio Alves de, Junqueira, Talita, Cordeiro, Priscila","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 66-68","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100016&lang=pt" 
"S0100-69912008000100002-scl","Mestrado profissionalizante em cirurgia","Petroianu, Andy","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 2-4","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100002&lang=pt" 
"S0100-69912008000100005-scl","Fatores prognósticos em pacientes com carcinoma espinocelular de cavidade oral e orofaringe submetidos à cirurgia de resgate","Chedid, Helma Maria, Franzi, Sergio Altino, Dedivitis, Rogério Aparecido, Andrade Sobrinho, Josías de","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 14-17","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100005&lang=pt" 
"S0100-69912008000100001-scl","A importância do processo eleitoral e as propostas de gestão do CBC","Ferraz, Edmundo Machado","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 1-1","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100001&lang=pt" 
"S0100-69912008000100010-scl","Hérnia de bochdalek em adulto","Oliveira, Daniel Riccioppo C.F. de, Rodrigues Jr., Aldo Junqueira","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 40-44","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100010&lang=pt" 
"S0100-69912008000100013-scl","Práticas cirúrgicas baseadas em evidências: apendicectomia laparoscópica versus a céu aberto","Santos Júnior, Bráulio dos, Guimarães, Carlos Alberto","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 56-60","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100013&lang=pt" 
"S0100-69912008000100014-scl","Adenocarcinoma e tumor estromal (GIST) sincrônicos no estômago: uma rara ocorrência","Camargo, Marcelo Amade, Andreollo, Nelson Adami, Hatsumura, Thais Cristina, Lopes, Luiz Roberto, Meirelles, Luciana Rodrigues","Revista do Colégio Brasileiro de Cirurgiões; 35(1); 61-63","Revista do Colégio Brasileiro de Cirurgiões","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-69912008000100014&lang=pt" 
"S1020-49892008000200001-spa","Estudio de resistencia a la rifampicina y la dapsona en tres pacientes con recurrencia de lepra","Hernández, Elkin, Cardona-Castro, Nora, Rodríguez, Gerzaín, Villegas, Sonia, Beltrán, Camilo, Kimura, Miyako, Vissa, Varalakshmi D., Gómez, Yenny","Revista Panamericana de Salud Pública; 23(2); 73-77","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200001&lang=pt" 
"S1020-49892008000200007-spa","Validation of a job aid to rule out pregnancy among family planning clients in Nicaragua","Stanback, John, Nanda, Kavita, Ramirez, Yolanda, Rountree, Wes, Cameron, Sandra B.","Revista Panamericana de Salud Pública; 23(2); 116-118","Revista Panamericana de Salud Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200007&lang=pt" 
"S1020-49892008000200008-spa","Cardiovascular disease surveillance in Mexicans and Mexican Americans: a tale of two countries","Durazo-Arvizu, Ramón Angel, Barquera, Simon, Lazo-Elizondo, Mariana, Franco, Manuel, Cooper, Richard S.","Revista Panamericana de Salud Pública; 23(2); 119-124","Revista Panamericana de Salud Pública","Inglês","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200008&lang=pt" 
"S1020-49892008000200013-spa","Exposición al cadmio e hipertensión arterial en adultos fumadores y no fumadores","","Revista Panamericana de Salud Pública; 23(2); 128-128","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200013&lang=pt" 
"S1020-49892008000200010-spa","Costos de la detección, el diagnóstico y la clasificación del cáncer de próstata en países industrializados: una referencia necesaria","","Revista Panamericana de Salud Pública; 23(2); 125-126","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200010&lang=pt" 
"S1020-49892008000200009-spa","Prevalencia de parasitismo intestinal en niños quechuas de zonas rurales montañosas de Ecuador","","Revista Panamericana de Salud Pública; 23(2); 125-125","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200009&lang=pt" 
"S1020-49892008000200012-spa","Estudio del Millón de Mujeres establece relación entre varios tipos de cáncer y el índice de masa corporal","","Revista Panamericana de Salud Pública; 23(2); 127-128","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200012&lang=pt" 
"S1020-49892008000200011-spa","Influencia de dos métodos de cálculo de las inequidades en salud: estudio en 22 países","","Revista Panamericana de Salud Pública; 23(2); 126-127","Revista Panamericana de Salud Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892008000200011&lang=pt" 
