"S0104-62762008000200003-scl","Opiniões políticas e sentimentos partidários dos eleitores brasileiros","Carreirão, Yan de Souza","Opinião Pública; 14(2); 319-351","Opinião Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762008000200003&lang=pt" 
"S0100-72032008001100007-scl","Amenorréia primária e cariótipo XY: identificando pacientes em risco","Rosa, Rafael Fabiano Machado, Dibi, Raquel Papandreus, Toscani, Nadima Vieira, Silva, Leonardo Leiria Moura da, Zen, Paulo Ricardo Gazzola, Graziadio, Carla, Paskulin, Giorgio Adriano","Revista Brasileira de Ginecologia e Obstetrícia; 30(11); 566-572","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008001100007&lang=pt" 
"S0100-72032008001100003-scl","Tinidazol versus cefazolina na antibioticoprofilaxia de histerectomia vaginal e abdominal","Simões, José Antonio, Discacciati, Michelle Garcia, Poletti, Giana Balestro, Brolazo, Eliane, Crema, Gabriela Daoud, Pereira, Cláudia Ferreira","Revista Brasileira de Ginecologia e Obstetrícia; 30(11); 544-549","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008001100003&lang=pt" 
"S0100-72032008001100008-scl","O diagnóstico citológico de células escamosas atípicas: uma avaliação crítica das recomendações diagnósticas","Russomano, Fábio, Monteiro, Aparecida Cristina Sampaio, Mousinho, Roberta Osta","Revista Brasileira de Ginecologia e Obstetrícia; 30(11); 573-582","Revista Brasileira de Ginecologia e Obstetrícia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032008001100008&lang=pt" 
"S0104-62762008000200007-scl","A evolução do sistema partidário brasileiro: número de partidos e votação no plano subnacional 1982-2006","Ferreira, Denise Paiva, Batista, Carlos Marcos, Stabile, Max","Opinião Pública; 14(2); 432-453","Opinião Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762008000200007&lang=pt" 
"S0104-62762008000200006-scl","Atores políticos, informação e democracia","Bezerra, Heloisa Dias","Opinião Pública; 14(2); 414-431","Opinião Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762008000200006&lang=pt" 
"S0104-62762008000200010-scl","","","Opinião Pública; 14(2); 515-545","Opinião Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762008000200010&lang=pt" 
"S0074-02762008000700017-scl","Characterization of Shigella spp. by antimicrobial resistance and PCR detection of ipa genes in an infantile population from Porto Velho (Western Amazon region), Brazil","Silva, Tatiane, Nogueira, Paulo Afonso, Magalhães, Gleiciene Félix, Grava, Andréa Fagundes, Silva, Luiz Hildebrando Pereira da, Orlandi, Patrícia Puccinelli","Memórias do Instituto Oswaldo Cruz; 103(7); 731-733","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000700017&lang=pt" 
"S0074-02762008000700018-scl","Enterotoxigenic and nontoxigenic Bacteroides fragilis strains isolated in Brazil","Miranda, Karla R, Dias, Mariana F, Guimarães, Priscilla LS, Boente, Renata F, Pauer, Heidi, Ramos, Priscila Z, Falcão, Laís S, Ferreira, Eliane de O, Balassiano, Ilana T, Ferreira, Livia Q, Santos-Filho, Joaquim dos, Paula, Geraldo R de, Antunes, Eduardo NF, Avelar, Katia ES, Domingues, Regina MCP","Memórias do Instituto Oswaldo Cruz; 103(7); 734-735","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000700018&lang=pt" 
"S0074-02762008000700015-scl","Influence of temperature and humidity on the biology of Triatoma mexicana (Hemiptera: Reduviidae: Triatominae) under laboratory conditions","Martínez-Ibarra, José Alejandro, Salazar-Schettino, Paz María, Solorio-Cibrián, Miriam, Cabrera Bravo, Margarita, Novelo-López, Mónica, Vences, Mauro Omar, Montes-Ochoa, Jazmín Yesenia, Nogueda-Torres, Benjamín","Memórias do Instituto Oswaldo Cruz; 103(7); 719-723","Memórias do Instituto Oswaldo Cruz","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762008000700015&lang=pt" 
"S1024-94352008001100001-cub","Revolución científico - técnica, revolución social y revolución educacional","Mora Espinosa, Ernesto, García Rubio, Grises","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100001&lang=pt" 
"S1024-94352008001100002-cub","Bibliotecología y Ciencia de la Información: enfoque interdisciplinario","Pérez Matos, Nuria Esther, Setién Quesada, Emilio","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100002&lang=pt" 
"S1024-94352008001100003-cub","La revolución científico - técnica en la educación de los tecnólogos de la salud","Mora Espinosa, Ernesto","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100003&lang=pt" 
"S1024-94352008001100004-cub","Producción científica mundial sobre biodiesel","Collymore Rodríguez, Andrea, Arencibia Jorge, Ricardo, Blanco García, Armando, Araújo Ruiz, Juan A.","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100004&lang=pt" 
"S1024-94352008001100005-cub","Producción científica de la Universidad de La Habana en el Web of Science, 2000 - 2006","Lozano Díaz, Ibis Anette, del Toro Gundin, Bárbara Janet, Arencibia JorgeI, Ricardo, Martínez Rodríguez, Ailín","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100005&lang=pt" 
"S1024-94352008001100006-cub","Ecos de la Gaceta Médica de La Habana en el aniversario 130 de su aparición","López Espinosa, José Antonio, Pérez Martínez, Idoris, Reyes López, Hilcia","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100006&lang=pt" 
"S1024-94352008001100007-cub","Sistemas de organización del conocimiento y transdisciplinariedad: un acercamiento desde el enfoque de los niveles integrativos","Guzmán Gómez, Majela","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100007&lang=pt" 
"S1024-94352008001100008-cub","Los inicios de la docencia médica en Cuba como conocimiento divulgado por la Universidad Virtual de la Salud","López Espinosa, José Antonio","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100008&lang=pt" 
"S1024-94352008001100009-cub","Metodología para el desarrollo y aplicación del Programa de alfabetización informacional en las bibliotecas y centros de información en ciencias de la salud","Fernández Valdés, María de las Mercedes","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100009&lang=pt" 
"S1024-94352008001100010-cub","Biblioteca Virtual en Salud: Historia y Patrimonio Cultural de la Salud","Lazo Rodríguez, Bárbara, Borrell Saburit, Arelys","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100010&lang=pt" 
"S1024-94352008001100011-cub","Primera Jornada Nacional de Aprendizaje en Red","","ACIMED; 18(5); -","ACIMED","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94352008001100011&lang=pt" 
"S1516-35982008001100024-scl","Desempenho e digestibilidade de nutrientes em ovinos alimentados com rações contendo farelo de babaçu","Xenofonte, Antônio Robson Bezerra, Carvalho, Francisco Fernando Ramos de, Batista, Ângela Maria Vieira, Medeiros, Geovergue Rodrigues de, Andrade, Rafael de Paula Xavier de","Revista Brasileira de Zootecnia; 37(11); 2063-2068","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100024&lang=pt" 
"S1516-35982008001100006-scl","Resposta de pastagens perenes à adubação com chorume suíno: cultivar Tifton 85","Scheffer-Basso, Simone Meredith, Ellwanger, Marcelo de Faria, Scherer, Clênio Valdeni, Fontaneli, Roberto Serena","Revista Brasileira de Zootecnia; 37(11); 1940-1946","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100006&lang=pt" 
"S1516-35982008001100004-scl","Fracionamento de carboidratos e compostos nitrogenados de genótipos de capim-elefante aos 56 dias de rebrota","Lima, Erico da Silva, Silva, José Fernando Coelho da, Vásquez, Hernán Maldonado, Araújo, Saulo Alberto do Carmo, Rocha, Tiago Cunha, Costa, Dorival Pereira Borges da","Revista Brasileira de Zootecnia; 37(11); 1928-1933","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100004&lang=pt" 
"S1516-35982008001100009-scl","Estudos genéticos sobre a leitegada de suínos da raça Large White criados no Rio Grande do Sul","Lourenço, Fernanda Fernandes, Dionello, Nelson José Laurino, Medeiros, Gil Carlos Rodrigo, Rosa, Valmir Costa da","Revista Brasileira de Zootecnia; 37(11); 1959-1964","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100009&lang=pt" 
"S1516-35982008001100011-scl","Perfil bioquímico e nutricional do ácido glutâmico e da vitamina K no soro e no fígado de frangos de corte de 1 a 21 dias de idade","Minafra, Cibele Silva, Moraes, George Henrique Kling de, Rodrigues, Ana Cláudia Peres, Silva, Fernanda Alvares da, Stringhini, José Henrique, Rezende, Cíntia Silva Minafra e","Revista Brasileira de Zootecnia; 37(11); 1973-1977","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100011&lang=pt" 
"S1516-35982008001100014-scl","Fontes de metionina em rações formuladas com base em aminoácidos totais ou digestíveis para frangas de reposição leves e semipesadas","Rombola, Luiz Gustavo, Faria, Douglas Emygdio de, Deponti, Bruno José, Silva, Flávio Henrique Araujo, Faria Filho, Daniel Emygdio de, Junqueira, Otto Mack","Revista Brasileira de Zootecnia; 37(11); 1990-1995","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100014&lang=pt" 
"S1516-35982008001100001-scl","Seleção de genótipos de amendoim forrageiro para cobertura do solo e produção de biomassa aérea no período de estabelecimento utilizando-se metodologia de modelos mistos","Assis, Giselle Mariano Lessa de, Valentim, Judson Ferreira, Carneiro Júnior, José Marques, Azevedo, José Marlo Araújo de, Ferreira, Aliedson Sampaio","Revista Brasileira de Zootecnia; 37(11); 1905-1911","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100001&lang=pt" 
"S1516-35982008001100002-scl","Padrões de uso do tempo por novilhos em pastagem consorciada de azevém anual e aveia-preta","Baggio, Carolina, Carvalho, Paulo César de Faccio, Silva, Jamir Luís Silva da, Rocha, Lemar Maciel da, Bremm, Carolina, Santos, Davi Teixeira dos, Monteiro, Alda Lucia Gomes","Revista Brasileira de Zootecnia; 37(11); 1912-1918","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100002&lang=pt" 
"S1516-35982008001100003-scl","Comportamento ingestivo de cordeiras em pastagem consorciada de inverno sob diferentes intensidades de desfolha","Glienke, Carine Lisete, Rocha, Marta Gomes da, Confortin, Anna Carolina Cerato, Pötter, Luciana, Costa, Vagner Guasso da, Rossi, Guilherme Ebling","Revista Brasileira de Zootecnia; 37(11); 1919-1927","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100003&lang=pt" 
"S1516-35982008001100005-scl","Produção e valor nutritivo do capim-tanzânia fertilizado com nitrogênio e fósforo","Patês, Neusete Maria da Silva, Pires, Aureliano José Vieira, Carvalho, Gleidson Giordano Pinto de, Oliveira, Aline Cardoso, Foncêca, Marcelle Pereira, Veloso, Cristina Mattos","Revista Brasileira de Zootecnia; 37(11); 1935-1939","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100005&lang=pt" 
"S1516-35982008001100007-scl","Estimação de parâmetros genéticos em tamanho de leitegada de suínos utilizando análises de características múltiplas","Barbosa, Leandro, Lopes, Paulo Sávio, Regazzi, Adair José, Torres, Robledo de Almeida, Santana Junior, Mário Luiz, Veroneze, Renata","Revista Brasileira de Zootecnia; 37(11); 1947-1952","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100007&lang=pt" 
"S1516-35982008001100008-scl","Fatores ambientais e estimativa de herdabilidade para o intervalo desmame-cio de fêmeas suínas","Cavalcante Neto, Aderbal, Lui, Jeffrey Frederico, Sarmento, José Lindenberg Rocha, Ribeiro, Norma, Monteiro, José Mauro Costa, Tonhati, Humberto","Revista Brasileira de Zootecnia; 37(11); 1953-1958","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100008&lang=pt" 
"S1516-35982008001100010-scl","Níveis de fibra em detergente neutro em dietas para eqüinos","Braga, Auro César, Araújo, Kleber Villela, Leite, Gilberto Gonçalve, Mascarenhas, Alessandra Gimenez","Revista Brasileira de Zootecnia; 37(11); 1965-1972","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100010&lang=pt" 
"S1516-35982008001100013-scl","Níveis de triptofano digestível em rações para suínos machos castrados de alto potencial genético na fase dos 97 aos 125 kg","Pereira, Adriana Aparecida, Donzele, Juarez Lopes, Oliveira, Rita Flávia Miranda de, Abreu, Márvio Lobão Teixeira de, Silva, Francisco Carlos de Oliveira, Martins, Mariana dos Santos","Revista Brasileira de Zootecnia; 37(11); 1984-1989","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100013&lang=pt" 
"S1516-35982008001100015-scl","Desempenho bioeconômico de suínos em crescimento e terminação alimentados com rações contendo farelo de coco","Siebra, José Evânio da Costa, Ludke, Maria do Carmo Mohaupt Marques, Ludke, Jorge Vitor, Bertol, Teresinha Marisa, Dutra Júnior, Wilson Moreira","Revista Brasileira de Zootecnia; 37(11); 1996-2002","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100015&lang=pt" 
"S1516-35982008001100016-scl","Alterações bromatológicas em soja e milho processados por extrusão","Bertipaglia, Liandra Maria Abaker, Melo, Gabriel Maurício Peruca de, Sugohara, Atushi, Melo, Wanderley José de, Bertipaglia, Letícia Abaker","Revista Brasileira de Zootecnia; 37(11); 2003-2010","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100016&lang=pt" 
"S1516-35982008001100017-scl","Substituição de milho por sorgo triturado ou extrusado em dietas para eqüinos","Gobesso, Alexandre Augusto de Oliveira, D&#039;Auria, Eliana, Prezotto, Lígia Dias, Rennó, Francisco Palma","Revista Brasileira de Zootecnia; 37(11); 2011-2016","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100017&lang=pt" 
"S1516-35982008001100018-scl","Comportamento ingestivo de vacas em lactação em diferentes sistemas forrageiros","Olivo, Clair Jorge, Ziech, Magnos Fernando, Meinerz, Gilmar Roberto, Both, José Francisco, Agnolin, Carlos Alberto, Vendrame, Tiago","Revista Brasileira de Zootecnia; 37(11); 2017-2030","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100018&lang=pt" 
"S1516-35982008001100019-scl","Características de carcaça de ovelhas de descarte das raças Ideal e Texel terminadas em dois sistemas de alimentação","Pelegrini, Luis Fernando Vilani de, Pires, Cleber Cassol, Galvani, Diego Barcelos, Bolzan, Anderson Michel Soares, Silva, Guilherme Coradini Fontoura da","Revista Brasileira de Zootecnia; 37(11); 2024-2030","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100019&lang=pt" 
"S1516-35982008001100021-scl","Desempenho e características de carcaça de cordeiros alimentados em comedouros privativos recebendo rações contendo semente de girassol","Macedo, Vicente de Paulo, Silveira, Antonio Carlos, Garcia, Cledson Augusto, Monteiro, Alda Lúcia Gomes, Macedo, Francisco de Assis Fonseca de, Spers, Rodolfo Cláudio","Revista Brasileira de Zootecnia; 37(11); 2041-2048","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100021&lang=pt" 
"S1516-35982008001100022-scl","Casca de soja em dietas para ovinos","Santos, José Walter dos, Cabral, Luciano da Silva, Zervoudakis, Joanis Tilemahos, Souza, Alexandre Lima de, Abreu, Joadil Gonçalves de, Bauer, Maristela de Oliveira","Revista Brasileira de Zootecnia; 37(11); 2049-2055","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100022&lang=pt" 
"S1516-35982008001100023-scl","Influência do processamento do grão de milho na digestibilidade de rações e no desempenho de bezerros","Vargas Junior, Fernando Miranda de, Sanchez, Luis Maria Bonnecarrère, Wechsler, Francisco Stefano, Bianchini, Waldmaryan, Oliveira, Marcus Vinicius Morais de","Revista Brasileira de Zootecnia; 37(11); 2056-2062","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100023&lang=pt" 
"S1516-35982008001100025-scl","Avaliação sistêmica da introdução de tecnologias na pecuária de gado de corte do Pantanal por meio de modelos de análise envoltória de dados (DEA)","Abreu, Urbano Gomes Pinto de, Gomes, Eliane Gonçalves, Lopes, Paulo Sávio, Torres, Robledo de Almeida, Santos, Heleno do Nascimento","Revista Brasileira de Zootecnia; 37(11); 2069-2076","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100025&lang=pt" 
"S1516-35982008001100020-scl","Consórcio capim-braquiária e soja, produtividade das culturas e características qualitativas das silagens","Leonel, Fernando de Paula, Pereira, José Carlos, Costa, Marcone Geraldo, De Marco Júnior, Paulo, Lara, Luciano Aurélio, Sousa, Daniel de Paula, Silva, Cássio José da","Revista Brasileira de Zootecnia; 37(11); 2031-2040","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100020&lang=pt" 
"S1516-35982008001100012-scl","Relações metionina mais cistina digestível: lisina digestível em dietas suplementadas com ractopamina para suínos em terminação","Pena, Sérgio de Miranda, Lopes, Darci Clementino, Rostagno, Horacio Santiago, Silva, Francisco Carlos de Oliveira, Donzele, Juarez Lopes","Revista Brasileira de Zootecnia; 37(11); 1978-1983","Revista Brasileira de Zootecnia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982008001100012&lang=pt" 
"S0102-311X2008001100033-scl","Público e privado na política de assistência à saúde no Brasil","Nascimento, Elaine Ferreira do","Cadernos de Saúde Pública; 24(11); 2726-2727","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100033&lang=pt" 
"S0102-311X2008001100032-scl","Saúde bucal das famílias: trabalhando com evidências","Abegg, Claides","Cadernos de Saúde Pública; 24(11); 2725-2726","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100032&lang=pt" 
"S0102-311X2008001100013-scl","Cryptococcal meningitis in Rio de Janeiro State, Brazil, 1994-2004","Leimann, Beatriz Consuelo Quinet, Koifman, Rosalina Jorge","Cadernos de Saúde Pública; 24(11); 2582-2592","Cadernos de Saúde Pública","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100013&lang=pt" 
"S0102-311X2008001100027-scl","Josué de Castro e a Geografia da Fome no Brasil","Vasconcelos, Francisco de Assis Guedes de","Cadernos de Saúde Pública; 24(11); 2710-2717","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100027&lang=pt" 
"S0102-311X2008001100030-scl","","","Cadernos de Saúde Pública; 24(11); 2722-2722","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100030&lang=pt" 
"S0102-311X2008001100031-scl","","Alves, Paulo César","Cadernos de Saúde Pública; 24(11); 2723-2724","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100031&lang=pt" 
"S0102-311X2008001100029-scl","","","Cadernos de Saúde Pública; 24(11); 2720-2721","Cadernos de Saúde Pública","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2008001100029&lang=pt" 
