"S0103-90162009000400008-scl","Minas-type fresh cheese developed from buffalo milk with addition of L. acidophilus","Marcatti, Bruna, Habitante, Ana Mônica Quinta Barbosa, Sobral, Paulo José do Amaral, Favaro-Trindade, Carmen Sílvia","Scientia Agricola; 66(4); 481-485","Scientia Agricola","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162009000400008&lang=pt" 
"S1516-84842009000400005-scl","Controle e produção de hemoderivados indústria nacional e inovação","Proietti, Anna Bárbara F. C., Cioffi, Júnia G. M.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 217-218","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400005&lang=pt" 
"S1516-84842009000400001-scl","Tácito Portella Barbalho","Sampaio, Divaldo A.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 213-213","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400001&lang=pt" 
"S1516-84842009000400010-scl","Resultados do controle de qualidade de produtos hemoderivados: análise sanitária","Adati, Marisa C., Gemal, André L., Guedes, Helena C. B.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 235-240","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400010&lang=pt" 
"S1516-84842009000400002-scl","O papel do voto de autoexclusão na segurança transfusional","Castro, Vagner de","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 213-214","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400002&lang=pt" 
"S1516-84842009000400003-scl","Leucemia linfocítica crônica &amp; visão geral","Barros, José Carlos","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 215-215","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400003&lang=pt" 
"S1516-84842009000400004-scl","Imuno-hematologia molecular: onde estamos e para onde vamos?","Castilho, Lilian","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 216-217","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400004&lang=pt" 
"S1516-84842009000400024-scl","Polimorfismo nos genes metilenotetrahidrofolato redutase e cistationina-beta-sintase e a sua relação com eventos vaso-oclusivos na doença falciforme","Jacob, Maza A.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 301-302","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400024&lang=pt" 
"S1516-84842009000400023-scl","Significado prognóstico da fusão TEL/AML1 em uma amostra gaúcha de pacientes pediátricos com leucemia linfoblástica aguda","Zen, Paulo R. G.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 300-300","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400023&lang=pt" 
"S1516-84842009000400007-scl","Perfil de citocinas em pacientes com linfoma de Hodgkin clássico","Visentainer, Jeane Eliete L.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 220-220","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400007&lang=pt" 
"S1516-84842009000400022-scl","Associações entre os fenótipos ABO, RhD, mutações da proteína Duffy e a malária vivax em habitantes do estado do Amazonas, Brasil","Albuquerque, Sérgio Roberto L.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 299-299","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400022&lang=pt" 
"S1516-84842009000400008-scl","Perfil do doador de sangue autoexcluído no Hemocentro Regional de Uberaba-MG (HRU) no período de 1996 a 2006","Martins, Paulo R. J., Martins, Raquel A., Moraes-Souza, Hélio, Barbosa, Valdirene F., Pereira, Gilberto A., Eustáquio, José M. J., Lima, Guilherme M.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 222-227","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400008&lang=pt" 
"S1516-84842009000400016-scl","Aspectos morfológicos da infiltração da medula óssea por condições exibindo diferenciação plasmocitária e gamopatia monoclonal","Andrade, Victor P.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 273-279","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400016&lang=pt" 
"S1516-84842009000400017-scl","Transplante de células-tronco hematopoéticas e a regeneração da hematopoese","Vigorito, Afonso C., Souza, Cármino A. de","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 280-284","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400017&lang=pt" 
"S1516-84842009000400012-scl","Validação de tecnologia 5diff do analisador hematológico Sysmex XS-1000i para laboratório de pequeno/médio porte","Borges, Luiz F., Siqueira, Luciano O.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 247-251","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400012&lang=pt" 
"S1516-84842009000400015-scl","Síndromes mielodisplásicas e mielodisplásicas/mieloproliferativas","Vassallo, José, Magalhães, Silvia M. M.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 267-272","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400015&lang=pt" 
"S1516-84842009000400021-scl","Apresentação incomum de sarcoma granulocítico mamário","Rocha Filho, Francisco D., Ferreira, Francisco V. A., Lima, Gabrielle G., Lima, Michelle G., Figueiredo, Antônio A. F.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 295-298","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400021&lang=pt" 
"S1516-84842009000400011-scl","Otimização de metodologia PCR-SSP para identificação de polimorfismos genéticos de TNF e IL2","Franceschi, Danilo A. S., Viel, Dangelo O., Sell, Ana Maria, Tsuneto, Luiza T., Visentainer, Jeane E. L.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 241-246","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400011&lang=pt" 
"S1516-84842009000400014-scl","Quantificação das citocinas séricas Th1/Th2 por citometria de fluxo no linfoma de Hodgkin clássico","Mitelman, Adriana K., Buccheri, Valeria, Pracchia, Luís F., Rubens, Claudia V., Poppe, Santa, Cavalcante, Alexandra M. M. P., Monteiro, Sandra M.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 260-266","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400014&lang=pt" 
"S1516-84842009000400018-scl","Doenças hematológicas associadas ao eritrovírus","Garcia, Sheila O., Pereira, Juliana, Godoy, Carla R. T., Sanabani, Sabri, Kleine Neto, Walter, Sabino, Ester C.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 285-290","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400018&lang=pt" 
"S1516-84842009000400009-scl","Avaliação do perfil hematológico de pacientes com leucemia linfocítica crônica (LLC-B) em um hemocentro estadual","Gonçalves, Romélia P., Maia, Daniel P., Custódio, Richeyla K. A., Machado, Rosângela P. G., Duarte, Fernando B., Silva, Lilianne B.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 228-234","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400009&lang=pt" 
"S1516-84842009000400013-scl","Uso da genotipagem de grupos sanguíneos na elucidação de casos inconclusivos na fenotipagem eritrocitária de pacientes atendidos na Fundação Hemominas","Martins, Marina L., Cruz, Karina V. D., Silva, Maria Clara F., Vieira, Zilma M.","Revista Brasileira de Hematologia e Hemoterapia; 31(4); 252-259","Revista Brasileira de Hematologia e Hemoterapia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842009000400013&lang=pt" 
"S0034-76122009000400002-scl","Democratização e reforma do Estado: o desenvolvimento institucional dos tribunais de contas no Brasil recente","Loureiro, Maria Rita, Teixeira, Marco Antonio Carvalho, Moraes, Tiago Cacique","Revista de Administração Pública; 43(4); 739-772","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400002&lang=pt" 
"S0034-76122009000400003-scl","Regulação da contabilidade: teorias e análise da convergência dos padrões contábeis brasileiros aos IFRS","Cardoso, Ricardo Lopes, Saravia, Enrique, Tenório, Fernando Guilherme, Silva, Marcelo Adriano","Revista de Administração Pública; 43(4); 773-799","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400003&lang=pt" 
"S0034-76122009000400005-scl","Modelo conceitual para avaliação de práticas e estratégias climáticas: resultados de sua aplicação nos setores automotivo e de papel e celulose no Brasil","Fuchs, Paulo G., Macedo-Soares, T. Diana L. van Aduard de, Russo, Giuseppe","Revista de Administração Pública; 43(4); 837-874","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400005&lang=pt" 
"S0034-76122009000400008-scl","Bases teórico-metodológicas da administração política","Santos, Reginaldo Souza, Ribeiro, Elizabeth Matos, Santos, Thiago Chagas Silva","Revista de Administração Pública; 43(4); 919-941","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400008&lang=pt" 
"S0034-76122009000400006-scl","Análise e avaliação do mercado reprimido de energia no contexto do desenvolvimento limpo na Região Administrativa de Araçatuba","Heideier, Raphael Bertrand, Ueocka, Marcos Z., Udaeta, Miguel Edgar Morales","Revista de Administração Pública; 43(4); 875-896","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400006&lang=pt" 
"S0034-76122009000400007-scl","Max Weber: o processo de racionalização e o desencantamento do trabalho nas organizações contemporâneas","Thiry-Cherques, Hermano Roberto","Revista de Administração Pública; 43(4); 897-918","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400007&lang=pt" 
"S0034-76122009000400009-scl","Pesquisa de mercado aplicada a pequenos empreendimentos: centro de lazer para a terceira idade do estado do Rio de Janeiro","Sant&#039;anna, Paulo Roberto de, Zotes, Luiz Pérez, Barone, Francisco Marcelo, Merabet, Daniel","Revista de Administração Pública; 43(4); 945-977","Revista de Administração Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-76122009000400009&lang=pt" 
"S0210-48062009000700006-esp","Hipogonadismo prolongado tras la suspensión de tratamiento hormonal en pacientes con cáncer de próstata","Rodríguez-Rubio Cortadellas, Federico I., Jiménez Romero, Miguel E., González Moreno, Delfín, Novalbos Ruiz, José P., Garrido Insúa, Sofía","Actas Urológicas Españolas; 33(7); 747-754","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000700006&lang=pt" 
"S1413-24782009000200003-scl","Espaços, recursos escolares e habilidades de leitura de estudantes da rede pública municipal do Rio de Janeiro: estudo exploratório","Teixeira, Roberta Araújo","Revista Brasileira de Educação; 14(41); 232-245","Revista Brasileira de Educação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782009000200003&lang=pt" 
"S1413-24782009000200001-scl","EDITORIAL","","Revista Brasileira de Educação; 14(41); 213-215","Revista Brasileira de Educação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782009000200001&lang=pt" 
"S1413-24782009000200011-scl","A voz do Sul na CONFINTEA VI: a agenda da África","Aitchison, John","Revista Brasileira de Educação; 14(41); 335-344","Revista Brasileira de Educação","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782009000200011&lang=pt" 
"S0365-05962009000400005-scl","Padrões clínicos de acne em mulheres de diferentes faixas etárias","Schmitt, Juliano Vilaverde, Masuda, Paula Yoshiko, Miot, Hélio Amante","Anais Brasileiros de Dermatologia; 84(4); 349-354","Anais Brasileiros de Dermatologia","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962009000400005&lang=pt" 
"S1135-57272009000400001-esp","La ética durante las crisis sanitarias: a propósito de la pandemia por el virus H1N1","Arias Bohigas, Pedro","Revista Española de Salud Pública; 83(4); 489-491","Revista Española de Salud Pública","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272009000400001&lang=pt" 
"S0038-23532009000400010-sza","N,N&#039;-diisopropylthiourea and N,N&#039;-dicyclohexylthiourea zinc(II) complexes as precursors for the synthesis of ZnS nanoparticles","Moloto, N., Revaprasadu, N., Moloto, M.J., O&#039;Brien, P., Raftery, J.","South African Journal of Science; 105(7-8); 258-263","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000400010&lang=pt" 
"S0038-23532009000400019-sza","Photocatalytic degradation of methyl red dye","Mahmoud, M.A., Poncheri, A., Badr, Y., Abd El Wahed, M.G.","South African Journal of Science; 105(7-8); 299-303","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000400019&lang=pt" 
"S1135-57272009000400002-esp","Metodología y logística de campo de un estudio multinivel sobre la influencia en España de las características medioambientales en la salud mental de población autóctona y ecuatoriana inmigrante","Álvarez-del Arco, Débora, Llácer Gil de Ramales, Alicia, Amo Valero, Julia del, García-Fulgueiras, Ana, García-Pina, Rocío, García-Ortuzar, Visitación, Rodríguez-Arenas, M. Ángeles, Mazarrasa Alvear, Lucía, Ibáñez-Rojo, Vicente, Díaz del Peral, Domingo, Jarrín Vera, Inmaculada, Fernández Liria, Alberto, Zunzunegui Pastor, María Victoria","Revista Española de Salud Pública; 83(4); 493-508","Revista Española de Salud Pública","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272009000400002&lang=pt" 
