"S1516-84842008000100024-scl","Estudo das alterações moleculares do gene ABO em doadores de sangue fenotipados como A3 e A3B","Domingues, Alexandre E.","Revista Brasileira de Hematologia e Hemoterapia; 30(1); 83-84","Revista Brasileira de Hematologia e Hemoterapia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842008000100024&lang=pt" 
"S0035-001X2008000100010-mex","Hydrogen atom in a magnetic field: electromagnetic transitions of the lowest states","López Vieyra, J.C, Pilón, H.O","Revista mexicana de física; 54(1); 49-57","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100010&lang=pt" 
"S0035-001X2008000100011-mex","Electronic structure for the series of Cu based chalcopyrites of the CuInM2VI type","Tototzintle-Huitle, H, Rodríguez, J.A, Baquero, R","Revista mexicana de física; 54(1); 58-64","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100011&lang=pt" 
"S0035-001X2008000100012-mex","Effects of potassium doping on the composition, structure and carbon dioxide chemisorption of Na2Zr0(3)","Sandoval-Díaz, A, Pfeiffer, H","Revista mexicana de física; 54(1); 65-68","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100012&lang=pt" 
"S0035-001X2008000100013-mex","Properties of the spectra of asymmetric molecules: matrix evaluation in bases of spherical harmonics and common generating function","Ley-Koo, E, Méndez-Fragoso, R","Revista mexicana de física; 54(1); 69-77","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100013&lang=pt" 
"S0035-001X2008000100014-mex","Aspectos dinámicos del movimiento lento del dedo índice","Peralta, J.A, Reyes López, P, Delgado Lezama, R, Yépez, E","Revista mexicana de física; 54(1); 78-85","Revista mexicana de física","Espanhol","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100014&lang=pt" 
"S0035-001X2008000100002-mex","Quantum bouncer with quadratic dissipation","González, Gabriel","Revista mexicana de física; 54(1); 5-7","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100002&lang=pt" 
"S0035-001X2008000100003-mex","Drag reduction by microbubble injection in a channel flow","Gutiérrez Torres, C. del C., Hassan, Y. A, Jiménez Bernal, J. A, Barbosa Saldaña, J.G","Revista mexicana de física; 54(1); 8-14","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100003&lang=pt" 
"S0035-001X2008000100004-mex","An alternative deduction of relativistic transformations in thermodynamics","López-Carrera, B, Granados, V, Ares de Parga, G","Revista mexicana de física; 54(1); 15-19","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100004&lang=pt" 
"S0035-001X2008000100005-mex","Effect of CaO on the microstructure and non-ohmic properties of (Co,Sb)-doped SnO2 varistors","Aguilar-Martínez, J.A, Durán-Régules, A, Glot, A.B, Hernández, M.B, Pech-Canul, M.I, Castillo-Torres, J","Revista mexicana de física; 54(1); 20-24","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100005&lang=pt" 
"S0035-001X2008000100006-mex","On the spinodal decomposition of In xGa1-xNyAs1-y and GaSb xNyAs1-x-y alloys","Díaz Albarrán, S.F, Elyukhin, V.A, Rodríguez Peralta, P, González Noguéz, A.G","Revista mexicana de física; 54(1); 25-29","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100006&lang=pt" 
"S0035-001X2008000100007-mex","Deviations from the universality of slepton masses in the MSSM","Gómez-Bock, M","Revista mexicana de física; 54(1); 30-34","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100007&lang=pt" 
"S0035-001X2008000100008-mex","Diffraction of hermite-gaussian beams by Ronchi and aperiodic rulings","Ortiz-Acebedo, A, Mata-Méndez, O, Chávez-Rivas, F","Revista mexicana de física; 54(1); 35-41","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100008&lang=pt" 
"S0035-001X2008000100009-mex","Structural properties of Pb(Mg1/3Nb2/3)0.90Ti0.10O3 films deposited by pulsed laser ablation on titanium nitride substrates","Fundora, A, Martínez, E, Blanco, O, Siqueiros, J.M","Revista mexicana de física; 54(1); 42-48","Revista mexicana de física","Inglês","2008","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0035-001X2008000100009&lang=pt" 
"S0212-16112008000100012-esp","Nutrición enteral por yeyunostomía a largo plazo","Fernández, T., Neira, P., Enríquez, C.","Nutrición Hospitalaria; 23(1); 75-77","Nutrición Hospitalaria","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112008000100012&lang=pt" 
"S0212-16112008000100013-esp","Mexican physicians&#039; bias towards the obese child","Jiménez-Cruz, A., Bacardí-Gascón, M., Armendáriz-Anguiano, A., Márquez Ibáñez, B., Sepúlveda-Romo, M., Revelles Rojas, I. C.","Nutrición Hospitalaria; 23(1); 78-79","Nutrición Hospitalaria","Inglês","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112008000100013&lang=pt" 
"S0212-16112008000100004-esp","NUTRISOL: un programa informático para la evaluación nutricional comunitaria y hospitalaria de acceso libre","Gutiérrez-Bedmar, M., Gómez-Aracena, J., Mariscal, A., García-Rodríguez, A., Gómez-Gracia, E., Carnero-Varo, M., Villalobos, J. L., Fernández-Crehuet Navajas, J.","Nutrición Hospitalaria; 23(1); 20-26","Nutrición Hospitalaria","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-16112008000100004&lang=pt" 
"S1130-01082008000200008-esp","CPRE sin utilización de fluoroscopia en una paciente gestante con coledocolitiasis","García-Cano, J., Palomo Sánchez, J. C., Gómez Ruiz, C. J.","Revista Española de Enfermedades Digestivas; 100(2); 100-101","Revista Española de Enfermedades Digestivas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082008000200008&lang=pt" 
"S1130-01082008000200007-esp","Obstrucción del tracto de salida gástrico","Balderramo, D. C.","Revista Española de Enfermedades Digestivas; 100(2); 98-99","Revista Española de Enfermedades Digestivas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082008000200007&lang=pt" 
"S1130-01082008000200009-esp","Enfermedad celiaca asociada a síndrome antifosfolípido","Jorge, O., Jorge, A., Camus, G.","Revista Española de Enfermedades Digestivas; 100(2); 102-103","Revista Española de Enfermedades Digestivas","Espanhol","2008","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082008000200009&lang=pt" 
"S1677-55382008000100017-scl","Endourology &amp; Laparoscopy","Kim, Fernando J.","International braz j urol; 34(1); 102-104","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100017&lang=pt" 
"S1677-55382008000100004-scl","Evaluation of core and surface body temperatures, prevalence, onset, duration and severity of hot flashes in men after bilateral orchidectomy for prostate cancer","Aziz, Naseem A., Heyns, Chris F.","International braz j urol; 34(1); 15-22","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100004&lang=pt" 
"S1677-55382008000100005-scl","Gleason score as predictor of clinicopathologic findings and biochemical (PSA) progression following radical prostatectomy","Guimaraes, Marbele S., Quintal, Maisa M., Meirelles, Luciana R., Magna, Luis A., Ferreira, Ubirajara, Billis, Athanase","International braz j urol; 34(1); 23-29","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100005&lang=pt" 
"S1677-55382008000100006-scl","Semen and urine culture in the diagnosis of chronic bacterial prostatitis","Zegarra Montes, L. R., Sanchez Mejia, A. A., Loza Munarriz, C. A., Gutierrez, E. Celis","International braz j urol; 34(1); 30-40","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100006&lang=pt" 
"S1677-55382008000100008-scl","Sperm defect severity rather than sperm source is associated with lower fertilization rates after intracytoplasmic sperm injection","Verza Jr, Sidney, Esteves, Sandro C.","International braz j urol; 34(1); 49-56","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100008&lang=pt" 
"S1677-55382008000100010-scl","An effective day case treatment combination for refractory neuropathic mixed incontinence","Patki, Prasad, Woodhouse, Joe B, Patil, Krishna, Hamid, Rizwan, Shah, Julian","International braz j urol; 34(1); 63-72","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100010&lang=pt" 
"S0100-54052008000100008-scl","Caracterização morfofisiológica de isolados do gênero Cylindrocladium","Aparecido, Christiane Ceriani, Furtado, Edson Luiz, Figueiredo, Mário Barreto","Summa Phytopathologica; 34(1); 38-47","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100008&lang=pt" 
"S0100-54052008000100009-scl","Progresso da cercosporiose (Cercospora coffeicola Berkeley &amp; Cooke) em cafeeiros sob cultivos orgânico e convencional","Santos, Florisvalda da Silva, Souza, Paulo Estevão de, Pozza, Edson Ampélio, Miranda, Júlio César, Barreto, Sarah Silva, Theodoro, Vanessa Cristina","Summa Phytopathologica; 34(1); 48-54","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100009&lang=pt" 
"S0100-54052008000100003-scl","Desenvolvimento de Pantoea agglomerans em diversas temperaturas, pH e concentrações de carboxi-metil-celulose e o seu impacto no controle de Rosellinia necatrix","Camatti-Sartori, Valdirene, Valdebenito-Sanhueza, Rosa Maria, Ribeiro, Rute Terezinha da Silva","Summa Phytopathologica; 34(1); 13-17","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100003&lang=pt" 
"S0100-54052008000100017-scl","Bioprospecção de macroalgas marinhas e plantas aquáticas para o controle da antracnose do feijoeiro","Abreu, Guilherme Fernandes de, Talamini, Viviane, Stadnik, Marciel João","Summa Phytopathologica; 34(1); 78-82","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100017&lang=pt" 
"S0100-54052008000100021-scl","Tamanho de amostras para quantificação da podridão-mole da alface e da couve-chinesa","Silva, Adriano Márcio Freire, Michereff, Sami Jorge, Mariano, Rosa de Lima Ramos, Silva, Alessandro José da","Summa Phytopathologica; 34(1); 90-92","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100021&lang=pt" 
"S0100-54052008000100018-scl","Efeito de sanificantes no controle pós-colheita da podridão parda (Monilinia fructicola) e da podridão mole (Rhizopus stolonifer) em pêssegos","Abreu, Fabiana Marchi de, Lourenço, Silvia Afonseca, Bassetto, Eliane, Gonçalves, Fabrício Packer, Martins, Marise Cagnim, Amorim, Lilian","Summa Phytopathologica; 34(1); 83-85","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100018&lang=pt" 
"S0100-54052008000100001-scl","Obituário: Dr. Mario Barreto Figueiredo 02/08/1933-02/02/2008","","Summa Phytopathologica; 34(1); 9-9","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100001&lang=pt" 
"S0100-54052008000100014-scl","Efeito do silicato de potássio isoladamente ou em mistura com fungicida no controle da requeima da batateira","Duarte, Henrique da Silva Silveira, Zambolim, Laércio, Rodrigues, Fabrício Ávila, Rios, Jonas Alberto","Summa Phytopathologica; 34(1); 68-70","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100014&lang=pt" 
"S0100-54052008000100004-scl","Variabilidade patogênica e efeito de carboidratos no crescimento micelial, esporulação e agressividade de Colletotrichum gloeosporioides da pupunheira","Mafacioli, Rudimar, Tessmann, Dauri José, Santos, Álvaro Figueredo dos, Vida, João Batista","Summa Phytopathologica; 34(1); 18-21","Summa Phytopathologica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100004&lang=pt" 
"S0100-54052008000100022-scl","Wheat fusarium head blight 2001 epidemic in the southern Argentinian pampas","Carranza, Marcelo, Lori, Gladys, Sisterna, Marina","Summa Phytopathologica; 34(1); 93-94","Summa Phytopathologica","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-54052008000100022&lang=pt" 
"S0378-18442008000200013-ven","Evaluación de un escenario de extinción para la última población de hippocamelus bisulcus (Molina, 1782) de Chile central","García, Karla, Jara, Alfonso, Ortiz, Juan Carlos, Victoriano, Pedro","Interciencia; 33(2); 152-159","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200013&lang=pt" 
"S0378-18442008000200012-ven","Asociación del área grasa y muscular con el índice de masa corporal en niños de dos escuelas rurales, municipio el Hatillo, Edo. Miranda, Venezuela","Arroyo-Barahona, Esteban, Hernández-Hernández, Rosa, Herrera-Mogollón, Héctor, Pérez-Guillén, Analy","Interciencia; 33(2); 146-151","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200012&lang=pt" 
"S0378-18442008000200011-ven","Gas exchange and water relations during delay of leaf senescence in wheat (triticum aestivum l.) by cytokinin BAP","Martínez-Gutiérrez, Ricardo, Zavaleta-Mancera, Hilda, Ruíz-Posadas, Lucero Del Mar, Delgado-Alvarado, Adriana, Vaca-Paulín, Rocío","Interciencia; 33(2); 140-145","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200011&lang=pt" 
"S0378-18442008000200010-ven","Nutritive value of kikuyo grass (pennisetum clandestinum, var. Whittet) in two growth seasons compared to riegrass (lolium multiflorum) and sudan grass (sorgum sudanense) offered to holstein steers","Álvarez, Enrique, Rodríguez, Juan, Rodríguez, Rosario E, Carrillo, Gustavo, Zinn, Richard, Plascencia, Alejandro, Montaño, Martín, González, Víctor, Espinoza, Salvador, Aguilar, Ulises","Interciencia; 33(2); 135-139","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200010&lang=pt" 
"S0378-18442008000200008-ven","Modelo de las iniciativas del comercio electrónico en organizaciones portuguesas","Gonçalves, Ramiro, Barroso, João, Varajão, João, Bulas-Cruz, José","Interciencia; 33(2); 120-128","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200008&lang=pt" 
"S0378-18442008000200009-ven","Rock magnetic and petrographic characterization of prehistoric amerindian ceramics from the dos mosquises island (los Roques, Venezuela)","Rada, Myriam, Costanzo-Álvarez, Vincenzo, Aldana, Milagrosa, Campos, Corina","Interciencia; 33(2); 129-134","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200009&lang=pt" 
"S0378-18442008000200004-ven","Modeling vegetation diversity types in mexico based upon topographic features","Pérez, Azucena, François Mas, Jean, Velázquez, Alejandro, Vázquez, Lorenzo","Interciencia; 33(2); 88-95","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200004&lang=pt" 
"S0378-18442008000200005-ven","Inducción de supresividad a fitopatógenos del suelo. Un enfoque holístico al control biológico","Bautista-Calles, Juliana, García-Espinosa, Roberto, Pérez-Moreno, Jesús, Zavaleta-Mejía, Emma, Montes-Beltmont, Roberto, Ferrera-Cerrato, Ronald","Interciencia; 33(2); 96-102","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200005&lang=pt" 
"S0378-18442008000200006-ven","Los vertebrados terrestres de las dependencias federales de Venezuela","Bisbal, Francisco","Interciencia; 33(2); 103-111","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200006&lang=pt" 
"S0378-18442008000200007-ven","BIOMARCADORES DE CONTAMINACIÓN POR CADMIO EN LAS PLANTAS","Pernía, Beatriz, De Sousa, Andrea, Reyes, Rosa, Castrillo, Marisol","Interciencia; 33(2); 112-119","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200007&lang=pt" 
"S0378-18442008000200001-ven","El financiamiento de la investigación fundamental tiene resultados inesperados","BaBul C, Jorge","Interciencia; 33(2); 85-85","Interciencia","Espanhol","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200001&lang=pt" 
"S0378-18442008000200002-ven","Fundamental research funding has unexpected results","BaBul C, Jorge","Interciencia; 33(2); 86-86","Interciencia","Inglês","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200002&lang=pt" 
"S0378-18442008000200003-ven","O financiamento da investigação fundamental têm resultados inesperados","BaBul C, Jorge","Interciencia; 33(2); 87-87","Interciencia","Português","2008","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442008000200003&lang=pt" 
"S0034-89102008000100017-spa","Migración y ruralización del SIDA: relatos de vulnerabilidad en comunidades indígenas de México","Hernández-Rosete, Daniel, Maya García, Olivia, Bernal, Enrique, Castañeda, Xóchitl, Lemp, George","Revista de Saúde Pública; 42(1); 131-138","Revista de Saúde Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102008000100017&lang=pt" 
"S0034-89102008000100003-spa","Factores salivales asociados a prevalencia e incremento de caries dental en escolares rurales","Cornejo, Lila Susana, Brunotto, Mabel, Hilas, Elena","Revista de Saúde Pública; 42(1); 19-25","Revista de Saúde Pública","Espanhol","2008","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102008000100003&lang=pt" 
"S0034-89102008000100003-scl","Factores salivales asociados a prevalencia e incremento de caries dental en escolares rurales","Cornejo, Lila Susana, Brunotto, Mabel, Hilas, Elena","Revista de Saúde Pública; 42(1); 19-25","Revista de Saúde Pública","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102008000100003&lang=pt" 
"S0034-89102008000100017-scl","Migración y ruralización del SIDA: relatos de vulnerabilidad en comunidades indígenas de México","Hernández-Rosete, Daniel, Maya García, Olivia, Bernal, Enrique, Castañeda, Xóchitl, Lemp, George","Revista de Saúde Pública; 42(1); 131-138","Revista de Saúde Pública","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89102008000100017&lang=pt" 
"S1677-55382008000100023-scl","Neurourology &amp; Female Urology","Petrou, Steven P.","International braz j urol; 34(1); 119-121","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100023&lang=pt" 
"S1677-55382008000100020-scl","Investigative Urology","Sampaio, Francisco J.B.","International braz j urol; 34(1); 109-112","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100020&lang=pt" 
"S1677-55382008000100019-scl","Pathology","Billis, Athanase","International braz j urol; 34(1); 107-109","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100019&lang=pt" 
"S1677-55382008000100018-scl","Imaging","Prando, Adilson","International braz j urol; 34(1); 104-106","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100018&lang=pt" 
"S1677-55382008000100015-scl","Re: Pudendal somatosensory evoked potentials in normal women","Rapidi, Christina-Anastasia","International braz j urol; 34(1); 98-98","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100015&lang=pt" 
"S1677-55382008000100001-scl","Editor&#039;s comment: refractory neuropathic mixed incontinence","Sampaio, Francisco J.B.","International braz j urol; 34(1); 1-2","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100001&lang=pt" 
"S1677-55382008000100002-scl","Prognostic relevance of the histological subtype of renal cell carcinoma","Dall&#039;Oglio, Marcos F., Antunes, Alberto A., Pompeo, Antonio C., Mosconi, Alcides, Leite, Katia R. M., Srougi, Miguel","International braz j urol; 34(1); 3-8","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100002&lang=pt" 
"S1677-55382008000100003-scl","Retrospective study comparing six - and twelve-core prostate biopsy in detection of prostate cancer","Tobiume, Motoi, Yamada, Yoshiaki, Nakamura, Kogenta, Honda, Nobuaki","International braz j urol; 34(1); 9-14","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100003&lang=pt" 
"S1677-55382008000100007-scl","Prostate specific antigen levels following transurethral resection of the prostate","Fonseca, Roberto C., Gomes, Cristiano M., Meireles, Elton B., Freire, Geraldo C., Srougi, Miguel","International braz j urol; 34(1); 41-48","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100007&lang=pt" 
"S1677-55382008000100021-scl","Reconstructive Urology","Sievert, Karl-Dietrich, Stenzl, Arnulf","International braz j urol; 34(1); 112-115","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100021&lang=pt" 
"S1677-55382008000100009-scl","Relevance of herniography for accurate diagnosis of patent processus vaginalis in cryptorchidism","Varela-Cives, R., Bautista-Casasnovas, A., Taboada-Santomil, P., Estevez-Martinez, E., Mendez-Gallart, R., Pombo-Arias, M., Tojo-Sierra, R.","International braz j urol; 34(1); 57-62","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100009&lang=pt" 
"S1677-55382008000100012-scl","Posterior repair with perforated porcine dermal graft","Taylor, G. Bernard, Moore, Robert D., Miklos, John R., Mattox, T. Fleming","International braz j urol; 34(1); 84-90","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100012&lang=pt" 
"S1677-55382008000100011-scl","Preoperative Valsava leak point pressure may not predict outcome of mid-urethral slings: analysis from a randomized controlled trial of retropubic versus transobturator mid-urethral slings","Costantini, Elisabetta, Lazzeri, Massimo, Giannantoni, Antonella, Bini, Vittorio, Vianello, Alberto, Kocjancic, Ervin, Porena, Massimo","International braz j urol; 34(1); 73-83","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100011&lang=pt" 
"S1677-55382008000100016-scl","Stone Disease","Monga, Manoj","International braz j urol; 34(1); 100-102","International braz j urol","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382008000100016&lang=pt" 
