"S0718-560X2014000400011-chl","Fishing in Easter Island, a recent history (1950-2010)","Zylich, Kyrstn, Harper, Sarah, Lidandeo, Roberto, Vega, Rodrigo, Zeller, Dirk","Latin american journal of aquatic research; 42(4); 845-856","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400011&lang=pt" 
"S1516-14392014000500009-scl","Mechanical properties of castor oil polymer mortars","Reis, João Marciano Laredo dos, Motta, Eduardo Pereira","Materials Research; 17(5); 1162-1166","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500009&lang=pt" 
"S1516-14392014000500007-scl","Natural additives for poly (hydroxybutyrate - CO - hydroxyvalerate) - PHBV: effect on mechanical properties and biodegradation","Brunel, Daiane Gomes, Pachekoski, Wagner Maurício, Dalmolin, Carla, Agnelli, José Augusto Marcondes","Materials Research; 17(5); 1145-1156","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500007&lang=pt" 
"S1516-14392014000500002-scl","A characterization for the constitutive relationships of 42CrMo high strength steel by Artificial Neural Network and its application in isothermal deformation","Quan, Guo-zheng, Liang, Jian-ting, Lv, Wen-quan, Wu, Dong-sen, Liu, Ying-ying, Luo, Gui-chang, Zhou, Jie","Materials Research; 17(5); 1102-1114","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500002&lang=pt" 
"S1516-14392014000500003-scl","Quenching and partitioning heat treatment in ductile cast irons","Silva, Anderson José Saretta Tomaz da, Goldenstein, Hélio, Guesser, Wilson Luiz, Campos, Marcos Flávio de","Materials Research; 17(5); 1115-1123","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500003&lang=pt" 
"S1516-14392014000500001-scl","Mechanical performance of concrete with incorporation of coarse waste from the marble industry","Martins, Pedro, Brito, Jorge de, Rosa, Alexandra, Pedro, Diogo","Materials Research; 17(5); 1093-1101","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500001&lang=pt" 
"S1516-14392014000500021-scl","Hot corrosion behavior of monel 400 and AISI 304 dissimilar weldments exposed in the molten salt environment containing Na2SO4 + 60% V2O5 at 600 °C","Ramkumar, K. Devendranath, Arivazhagan, N., Narayanan, S., Mishra, Debidutta","Materials Research; 17(5); 1273-1284","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500021&lang=pt" 
"S1516-14392014000500022-scl","Post-consumer polyethylene terephthalate and polyamide 66 blends and corresponding short glass fiber reinforced composites","Novello, Marcus Vinicius, Carreira, Lilian Gasparelli, Canto, Leonardo Bresciani","Materials Research; 17(5); 1285-1294","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500022&lang=pt" 
"S1516-14392014000500023-scl","Influence of radiopacifier additives on calcium aluminate cement properties","Oliveira, Ivone Regina de, Andrade, Talita Luana de, Matsuo, Daniele Coelho, Parreira, Renata Martins, Jacobovitz, Marcos, Pandolfelli, Victor Carlos","Materials Research; 17(5); 1295-1301","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500023&lang=pt" 
"S1516-14392014000500025-scl","Combined effect of thermoplastic and thermosetting adhesives on properties of particleboard with rice husk core","Kwon, Jin Heon, Ayrilmis, Nadir, Han, Tae Hyung","Materials Research; 17(5); 1309-1315","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500025&lang=pt" 
"S1516-14392014000500026-scl","Feasibility of RF Sputtering and PIIID for production of thin films from red mud","Antunes, Maria Lúcia Pereira, Cruz, Nilson Cristino da, Delgado, Adriana de Oliveira, Durrant, Steven Frederick, Bortoleto, José Roberto Ribeiro, Lima, Vivian Faria, Santana, Pericles Lopes, Caseli, Luciano, Rangel, Elidiane Cipriano","Materials Research; 17(5); 1316-1323","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500026&lang=pt" 
"S1516-14392014000500028-scl","Analysis of thin bifacial silicon solar cells with locally diffused and selective back surface field","Moehlecke, Adriano, Osório, Vanessa da Conceição, Zanesco, Izete","Materials Research; 17(5); 1328-1335","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500028&lang=pt" 
"S1516-14392014000500029-scl","Effects of post weld heat treatments on the microstructure and mechanical properties of dissimilar weld of supermartensític stainless steel","Tavares, Sérgio Souto Maior, Rodrigues, Clóvis Ribeiro, Pardal, Juan Manuel, Barbosa, Edvan da Silva, Abreu, Hamilton Ferreira Gomes de","Materials Research; 17(5); 1336-1343","Materials Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392014000500029&lang=pt" 
"S0718-560X2014000400013-chl","Time-space variability of satellite chlorophyll-α in the Easter Island Province, southeastern Pacific Ocean","Andrade, Isabel, Hormazábal, Samuel, Correa-Ramírez, Marco","Latin american journal of aquatic research; 42(4); 871-887","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400013&lang=pt" 
"S0718-560X2014000400003-chl","A review and analysis of Easter Island&#039;s traditional and artisan fisheries","Castilla, Juan Carlos, Yáñez, Eleuterio, Silva, Claudio, Fernández, Miriam","Latin american journal of aquatic research; 42(4); 690-702","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400003&lang=pt" 
"S0718-560X2014000400012-chl","Origin of the Easter Submarine Alignment: morphology and structural lineaments","Rodrigo, Cristián, Díaz, Juan, González-Fernández, Antonio","Latin american journal of aquatic research; 42(4); 857-870","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400012&lang=pt" 
"S0718-560X2014000400016-chl","Initial assessment of coastal benthic communities in the Marine Parks at Robinson Crusoe Island","Rodríguez-Ruiz, Montserrat C, Andreu-Cazenave, Miguel, Ruz, Catalina S, Ruano-Chamorro, Cristina, Ramírez, Fabián, González, Catherine, Carrasco, Sergio A, Pérez-Matus, Alejandro, Fernández, Miriam","Latin american journal of aquatic research; 42(4); 918-936","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400016&lang=pt" 
"S0718-560X2014000400004-chl","Biological oceanography, biogeochemical cycles, and pelagic ecosystem functioning of the east-central South Pacific Gyre: focus on Easter Island and Salas y Gómez Island","von Dassow, Peter, Collado-Fabbri, Silvana","Latin american journal of aquatic research; 42(4); 703-742","Latin american journal of aquatic research","Inglês","2014","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2014000400004&lang=pt" 
"S1677-55382014000500644-scl","Micro RNA expression and prognosis in low-grade non-invasive urothelial carcinoma","Dip, Nelson, Reis, Sabrina T., Abe, Daniel K., Viana, Nayara I., Morais, Denis R., Moura, Caio M., Katz, Betina, Silva, Iran A., Srougi, Miguel, Leite, Katia R. M.","International braz j urol; 40(5); 644-649","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500644&lang=pt" 
"S0103-64402014000500447-scl","Mixed Periapical Lesion: An Atypical Radicular Cyst with Extensive Calcifications","Ramos-Perez, Flávia Maria de Moraes, Pontual, Andréa dos Anjos, França, Talita Ribeiro Tenório de, Pontual, Maria Luiza dos Anjos, Beltrão, Ricardo Villar, Perez, Danyel Elias da Cruz","Brazilian Dental Journal; 25(5); 447-450","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500447&lang=pt" 
"S1677-55382014000500620-scl","Impact of trait anxiety on psychological well-being in men with prostate cancer","Taoka, Rikiya, Matsunaga, Hisato, Kubo, Tatsuhiko, Suzuki, Toru, Yamamoto, Shingo","International braz j urol; 40(5); 620-626","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500620&lang=pt" 
"S1677-55382014000500627-scl","Active surveillance of renal masses: an analysis of growth kinetics and clinical outcomes stratified by radiological characteristics at diagnosis","Dorin, Ryan, Jackson, Max, Cusano, Antonio, Haddock, Peter, Kiziloz, Halil, Meraney, Anoop, Shichman, Steven","International braz j urol; 40(5); 627-636","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500627&lang=pt" 
"S0034-71672014000500780-scl","Vivências e necessidades de saúde de homens no período pós-nascimento de um filho","Teixeira, Renata Cristina, Mandú, Edir Nei Teixeira, Corrêa, Áurea Christina de Paula, Marcon, Sonia Silva","Revista Brasileira de Enfermagem; 67(5); 780-787","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500780&lang=pt" 
"S0103-64402014000500385-scl","Measurement of Elastic Modulus and Vickers Hardness of Surround Bone Implant Using Dynamic Microindentation - Parameters Definition","Soares, Priscilla Barbosa Ferreira, Nunes, Sarah Arantes, Franco, Sinésio Domingues, Pires, Raphael Rezende, Zanetta-Barbosa, Darceny, Soares, Carlos José","Brazilian Dental Journal; 25(5); 385-390","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500385&lang=pt" 
"S0034-71672014000500810-scl","Representações sociais de educação em saúde em tempos de AIDS","Teixeira, Elizabeth, Oliveira, Denize Cristina de","Revista Brasileira de Enfermagem; 67(5); 810-817","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500810&lang=pt" 
"S0034-71672014000500818-scl","Autonomia do graduando em enfermagem na (re)construção do conhecimento mediado pela aprendizagem baseada em problemas","Campos, Leonara Raddai Gunther de, Ribeiro, Mara Regina Rosa, Depes, Valéria Binato Santili","Revista Brasileira de Enfermagem; 67(5); 818-824","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500818&lang=pt" 
"S1677-55382014000500710-scl","Extracorporeal transient distal penile corporoglanular shunt in early ischemic priapism treatment","Canguven, Onder, Talib, Raidh A.","International braz j urol; 40(5); 710-711","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500710&lang=pt" 
"S1677-55382014000500712-scl","Re: Randomized Controlled Trial to Compare the Safety and Efficacy of Tamsulosin, Solifenacin, and Combination of Both in Treatment of Double-J Stent-Related Lower Urinary Symptoms","Rezaei, Yousef","International braz j urol; 40(5); 712-713","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500712&lang=pt" 
"S0034-71672014000500832-scl","Prejuízos nutricionais e distúrbios no padrão de sono de trabalhadores da Enfermagem","Coelho, Martina Pafume, Pinto, Olaine Oliveira, Mota, Maria Carliana, Crispim, Cibele Aparecida","Revista Brasileira de Enfermagem; 67(5); 832-842","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500832&lang=pt" 
"S0034-71672014000500692-scl","Sobrecarga de trabalho da Enfermagem e incidentes e eventos adversos em pacientes internados em UTI","Novaretti, Marcia Cristina Zago, Santos, Edzangela de Vasconcelos, Quitério, Ligia Maria, Daud-Gallotti, Renata Mahfuz","Revista Brasileira de Enfermagem; 67(5); 692-699","Revista Brasileira de Enfermagem","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71672014000500692&lang=pt" 
"S1677-55382014000500697-scl","Two-handed assisted laparoscopic surgery: Evaluation in an animal model","Sanchez-de-Badajoz, Eduardo, Sanchez-Gallegos, Pilar, Martinez-Moreno, Jose Manuel","International braz j urol; 40(5); 697-701","International braz j urol","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382014000500697&lang=pt" 
"S0103-64402014000500416-scl","Effect of a Surfactant on the Antimicrobial Activity of Sodium Hypochlorite Solutions","Bolfoni, Marcos Rodolfo, Ferla, Marcelo dos Santos, Sposito, Otávio da Silva, Giardino, Luciano, Jacinto, Rogério de Castilho, Pappen, Fernanda Geraldes","Brazilian Dental Journal; 25(5); 416-419","Brazilian Dental Journal","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-64402014000500416&lang=pt" 
