"S0717-73482012000300011-chl","PANORAMA","Cruz M, Edgardo, Astorga F, Luis","Revista chilena de enfermedades respiratorias; 28(3); 255-259","Revista chilena de enfermedades respiratorias","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73482012000300011&lang=pt" 
"S0325-75412012000300003-arg","Comparación de la eficiencia de extracción de ácidos nucleicos utilizando distintos kits comerciales y empleando la qPCR: Efecto de las sustancias inhibidoras","Poma, Hugo R., Davies, Carolina, Cacciabue, Dolores Gutiérrez, Mora, María C., Basombrío, Miguel Á., Rajal, Verónica B.","Revista argentina de microbiología; 44(3); 144-149","Revista argentina de microbiología","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300003&lang=pt" 
"S0325-75412012000300004-arg","Siderophores of Stenotrophomonas maltophilia: detection and determination of their chemical nature","García, Carlos A., Passerini De Rossi, Beatriz, Alcaraz, Eliana, Vay, Carlos, Franco, Mirta","Revista argentina de microbiología; 44(3); 150-154","Revista argentina de microbiología","Inglês","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300004&lang=pt" 
"S0325-75412012000300005-arg","Obtención y evaluación de un derivado proteico purificado de una cepa argentina de Mycobacterium avium subsp. paratuberculosis","Gioffré, Andrea, Echeverría-Valencia, Gabriela, Zumárraga, Martín, Morsella, Claudia, Mon, María L., Viale, Mariana, Paolicchi, Fernando, Romano, María I.","Revista argentina de microbiología; 44(3); 155-164","Revista argentina de microbiología","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300005&lang=pt" 
"S0325-75412012000300006-arg","[ARTÍCULO RETRACTADO] Evaluación del antibiograma directo desde el frasco de hemocultivo con el sistema Vitek 2C: su utilidad en la clínica","","Revista argentina de microbiología; 44(3); -","Revista argentina de microbiología","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300006&lang=pt" 
"S0325-75412012000300007-arg","Bacteriemia fulminante asociada a Capnocytophaga sputigena en un paciente con linfoma no Hodgkin tipo T: Diagnóstico por secuenciación genética del ARNr 16S","García Lozano, Tomás, Lorente Alegre, Pablo, Linares Latorre, Mª Dolores, Aznar Oroval, Eduardo","Revista argentina de microbiología; 44(3); 170-172","Revista argentina de microbiología","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300007&lang=pt" 
"S0325-75412012000300008-arg","Utilization of bacteriological culture for increased diagnostic performance at a tuberculosis reference center hospital","Soares, Valéria Martins, Carvalho, Wania Da Silva, Miranda, Silvana Spindola De","Revista argentina de microbiología; 44(3); 173-176","Revista argentina de microbiología","Inglês","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300008&lang=pt" 
"S0325-75412012000300010-arg","Plasmid-Encoded AmpC (pAmpC) in Enterobacteriaceae: epidemiology of microorganisms and resistance markers","Cejas, Daniela, Fernández Canigia, Liliana, Quinteros, Mirta, Giovanakis, Marta, Vay, Carlos, Lascialandare, Silvana, Mutti, Daniel, Pagniez, Gastón, Almuzara, Marisa, Gutkind, Gabriel, Radice, Marcela","Revista argentina de microbiología; 44(3); 182-186","Revista argentina de microbiología","Inglês","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300010&lang=pt" 
"S0325-75412012000300012-arg","Characterization of Listeria monocytogenes isolates from cattle and ground beef by pulsed-field gel electrophoresis","Foerster, Claudia, Vidal, Lorena, Troncoso, Miriam, Figueroa, Guillermo","Revista argentina de microbiología; 44(3); 195-200","Revista argentina de microbiología","Inglês","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300012&lang=pt" 
"S0325-75412012000300015-arg","Trichosporon asahii","Carnovale, Susana, Guelfand, Liliana","Revista argentina de microbiología; 44(3); 231-231","Revista argentina de microbiología","Espanhol","2012","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-75412012000300015&lang=pt" 
"S2448-718X2012000300601-mex","Estimación de la inflación regional de los precios de la vivienda en Chile","López, Esteban, Aroca, Patricio","El trimestre económico; 79(315); 601-630","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300601&lang=pt" 
"S2448-718X2012000300575-mex","Optimación de las redes de trasmisión eléctrica en Norteamérica, teoría y aplicaciones","Zenón, Eric, Rosellón, Juan","El trimestre económico; 79(315); 575-600","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300575&lang=pt" 
"S2448-718X2012000300631-mex","Regulación de los servicios notariales en México","Estrada González, Ernesto, Sánchez Mayoral, Juan Carlos, Hernández Alva, César Alejandro","El trimestre económico; 79(315); 631-663","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300631&lang=pt" 
"S2448-718X2012000300665-mex","Distribución del ingreso, bienestar económico y pobreza en las regiones españolas","Ahamdanech Zarco, Ismael, Sotelsek Salem, Daniel","El trimestre económico; 79(315); 665-692","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300665&lang=pt" 
"S2448-718X2012000300724-mex","Beatriz Armendáriz y Jonathan Morduch, La economía de las microfinanzas, México, Fondo de Cultura Económica y el Centro de Investigación y Docencia Económicas, 2011, 484 pp.","Del Ángel, Gustavo A.","El trimestre económico; 79(315); 724-728","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300724&lang=pt" 
"S2448-718X2012000300693-mex","Determinantes de las ganancias de los vendedores ambulantes en México","Fuentes Castro, Hugo Javier, Zamudio Carrillo, Andrés, Soto Romero, Jorge Mario, Mendoza García, Jorge Alberto","El trimestre económico; 79(315); 693-723","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300693&lang=pt" 
"S2448-718X2012000300529-mex","¿Unión libre o matrimonio? Efectos en el bienestar de los hijos","Amador, Diego, Bernal, Raquel","El trimestre económico; 79(315); 529-573","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300529&lang=pt" 
"S2448-718X2012000300483-mex","Una política alimentaria para tiempos de crisis","Gordillo, Gustavo","El trimestre económico; 79(315); 483-526","El trimestre económico","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2448-718X2012000300483&lang=pt" 
"S1980-50982012000300541-scl","TÉCNICAS GEOESTATÍSTICAS E INTERPOLADORES ESPACIAIS NA ESTRATIFICAÇÃO DE POVOAMENTOS DE Eucalyptus sp.","Guedes, Isabel Carolina de Lima, Mello, José Márcio de, Mello, Carlos Rogério de, Oliveira, Antônio Donizette de, Silva, Sérgio Teixeira da, Scolforo, José Roberto Soares","Ciência Florestal; 22(3); 541-550","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300541&lang=pt" 
"S1980-50982012000300493-scl","SANIDADE, TRANSMISSÃO VIA SEMENTE E PATOGENICIDADE DE FUNGOS EM SEMENTES DE Cedrela fissilis PROCEDENTES DA REGIÃO SUL DO BRASIL","Lazarotto, Marília, Muniz, Marlove Fátima Brião, Beltrame, Rafael, Santos, Álvaro Figueiredo dos, Maciel, Caciara Gonzatto, Longhi, Solon Jonas","Ciência Florestal; 22(3); 493-503","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300493&lang=pt" 
"S1980-50982012000300533-scl","SUPERAÇÃO DE DORMÊNCIA EM SEMENTES DE  Parkia gigantocarpa (FABACEAE - MIMOSIDAE)","Oliveira, Ademir Kleber Morbeck de, Ribeiro, Jonathan Wesley Ferreira, Pereira, Kelly Cristina Lacerda, Rondon, Eliazel Vieira, Becker, Thiago José Andrade, Barbosa, Luciene Andrade","Ciência Florestal; 22(3); 533-540","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300533&lang=pt" 
"S1980-50982012000300477-scl","FENOLOGIA, MORFOLOGIA E ANÁLISE DE SEMENTES DE Apuleia leiocarpa (Vogel) J. F. Macbr.","Felippi, Marciele, Maffra, Charles Rodrigo Belmonte, Cantarelli, Edison Bisognin, Araújo, Maristela Machado, Longhi, Solon Jonas","Ciência Florestal; 22(3); 477-491","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300477&lang=pt" 
"S1980-50982012000300589-scl","AS UNIDADES DE CONSERVAÇÃO E A FLORESTA OMBRÓFILA MISTA NO ESTADO DO PARANÁ","Pires, Paulo de Tarso de Lara, Zeni Junior, Douglas Magnus, Gaulke, Debora","Ciência Florestal; 22(3); 589-603","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300589&lang=pt" 
"S1980-50982012000300631-scl","FENOLOGIA, MORFOLOGIA E ANÁLISE DE SEMENTES DE Cordia trichotoma (Vell.) Arráb. ex Steud.","Felippi, Marciele, Maffra, Charles Rodrigo Belmonte, Cantarelli, Edison Bisognin, Araújo, Maristela Machado, Longhi, Solon Jonas","Ciência Florestal; 22(3); 631-641","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300631&lang=pt" 
"S1980-50982012000300433-scl","EFEITO COMPETICIONAL EM TESTES DE PROGÊNIES DE EUCALIPTO","Pavan, Bruno Ettore, Paula, Rinaldo César de, Perecin, Dilermando, Candido, Liliam Silvia, Scarpinati, Edimar Aparecido","Ciência Florestal; 22(3); 433-443","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300433&lang=pt" 
"S1980-50982012000300643-scl","CARACTERIZAÇÃO MORFOMÉTRICA DE SEMENTES E PLÂNTULAS E GERMINAÇÃO DE Anadenanthera macrocarpa (Benth.) Brenan","Oliveira, Silvia Sanielle Costa de, Araújo Neto, João Correia de, Cruz, Sihélio Júlio Silva, Ferreira, Vilma Marques","Ciência Florestal; 22(3); 643-653","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300643&lang=pt" 
"S1980-50982012000300567-scl","PARAMETERIZATION OF THE 3-PG MODEL FOR EUCALYPT IN THE REGION OF CERRADO IN MINAS GERAIS STATE","Borges, Jarbas Silva, Neves, Júlio César Lima, Lourenço, Helton Maycon, Barros, Nairam Félix de, Dias, Sharlles Cristhian Moreira","Ciência Florestal; 22(3); 567-578","Ciência Florestal","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300567&lang=pt" 
"S1980-50982012000300625-scl","IDENTIFICAÇÃO DE SUBSTRATO ADEQUADO PARA GERMINAÇÃO DE SEMENTES DE Allophylus edulis (A. St.-Hil., A. Juss. &amp; Cambess.) Radlk.","Gasparin, Ezequiel, Araujo, Maristela Machado, Avila, Angela Luciana de, Wielewicki, Angélica Polenz","Ciência Florestal; 22(3); 625-630","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300625&lang=pt" 
"S1980-50982012000300467-scl","PARTIÇÃO DE BIOMASSA SECA E NUTRIENTE EM MINICEPAS DE EUCALIPTO INFLUENCIADA PELA ADUBAÇÃO NPK","Carvalho Neto, José Pereira, Silva, Enilson de Barros, Santana, Reynaldo Campos, Grazziotti, Paulo Henrique, Fernandes, José Sebastião Cunha, Freitas, Juan Paulo Xavier de, Souza, Cássio Vinicius de","Ciência Florestal; 22(3); 467-476","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300467&lang=pt" 
"S1980-50982012000300617-scl","EFICIÊNCIA DOS ÓLEOS DE NIM ( Azadirachta indica A. Juss.) E MAMONA ( Ricinus communis L.) NA RESISTÊNCIA DA MADEIRA DE SUMAÚMA ( Ceiba pentandra (L.) Gaerth . ) A FUNGOS XILÓFAGOS EM SIMULADORES DE CAMPO","Paes, Juarez Benigno, Souza, Ademilson Daniel de, Lima, Carlos Roberto de, Souza, Pierre Farias de","Ciência Florestal; 22(3); 617-624","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300617&lang=pt" 
"S1980-50982012000300457-scl","ANÁLISE FITOSSOCIOLÓGICA DE UM FRAGMENTO DE FLORESTA ESTACIONAL EM UMA CATENA DE SOLOS NO MORRO DO CERRITO, SANTA MARIA, RS","Scipioni, Marcelo Callegari, Longhi, Solon Jonas, Brandelero, Catize, Pedron, Fabrício de Araújo, Reinert, Dalvan José","Ciência Florestal; 22(3); 457-466","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300457&lang=pt" 
"S1980-50982012000300519-scl","ATAQUE DE Lampetis nigerrima (Kerremans, 1897) (COLEOPTERA: BUPRESTIDAE) E PODA DE FORMAÇAO EM CLONE DE EUCALIPTO","Nadai, Janaína de, Anjos, Norivaldo dos, Leite, Hélio Garcia","Ciência Florestal; 22(3); 519-531","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300519&lang=pt" 
"S1980-50982012000300605-scl","ESTABELECIMENTO  IN VITRO DE CLONES HÍBRIDOS DE  Eucalyptus globulus","Borges, Silvano Rodrigues, Xavier, Aloisio, Oliveira, Leandro Silva de, Lopes, Aline Pontes, Otoni, Wagner Campos, Takahashi, Elizabete Keiko, Melo, Lucas Amaral de","Ciência Florestal; 22(3); 605-616","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300605&lang=pt" 
"S1980-50982012000300445-scl","CRESCIMENTO DE MUDAS DE PUPUNHEIRA ( Bactris gasipaes Kunth) UTILIZANDO RESÍDUO DE MINERAÇÃO DE AREIA COMO COMPONENTE DE SUBSTRATOS","Garcia, Valéria Augusta, Modolo, Valéria Aparecida, Lagôa, Ana Maria Magalhães Andrade, Tucci, Maria Luiza Sant&#039;Anna, Erismann, Norma de Magalhães, Rodrigues, Domingos Sávio","Ciência Florestal; 22(3); 445-455","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300445&lang=pt" 
"S1980-50982012000300423-scl","SOMBREAMENTO NA EMERGÊNCIA DE PLÂNTULAS E NO CRESCIMENTO INICIAL DE Dipteryx alata Vog","Mota, Leandro Henrique de Sousa, Scalon, Silvana de Paula Quintão, Heinz, Rafael","Ciência Florestal; 22(3); 423-431","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300423&lang=pt" 
"S1980-50982012000300579-scl","CARACTERÍSTICAS FÍSICO-QUÍMICAS E ENERGÉTICAS DE DUAS ESPÉCIES DE OCORRÊNCIA NO SEMIÁRIDO BRASILEIRO","Medeiros Neto, Pedro Nicó de, Oliveira, Elisabeth de, Calegari, Leandro, Almeida, Antonio Marcos César de, Pimenta, Alexandre Santos, Carneiro, Angélica de Cássia Oliveira","Ciência Florestal; 22(3); 579-588","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300579&lang=pt" 
"S1980-50982012000300505-scl","ANÁLISE ESTRUTURAL EM RELICTOS DE CERRADO NO PARQUE ESTADUAL DO GUARTELÁ, MUNICÍPIO DE TIBAGI, ESTADO DO PARANÁ, BRASIL","Carmo, Marta Regina Barrotto do, Andrade, Anna Luiza Pereira, Santos, Gisele Aparecida da S. D. dos, Assis, Marco Antônio","Ciência Florestal; 22(3); 505-517","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300505&lang=pt" 
"S1980-50982012000300551-scl","PADRÃO ESPACIAL DE QUATRO FORMAÇÕES FLORESTAIS DO ESTADO DE SÃO PAULO, ATRAVÉS DA FUNÇÃO K DE RIPLEY","Capretz, Robson Louiz, Batista, João Luís Ferreira, Sotomayor, Jaime Felipe Medina, Cunha, Camila Rossetti da, Nicoletti, Marcos Felipe, Rodrigues, Ricardo Ribeiro","Ciência Florestal; 22(3); 551-565","Ciência Florestal","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-50982012000300551&lang=pt" 
"S0718-83582012000200004-chl","Percepción del riesgo en relación con capacidades de autoprotección y autogestión, como elementos relevantes en la reducción de la vulnerabilidad en la ciudad de La Serena","Cid Ortiz, Guillermo, Castro Correa, Carmen, Rugiero de Souza, Vanessa","Revista INVI; 27(75); 105-142","Revista INVI","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582012000200004&lang=pt" 
"S0718-83582012000200001-chl","EDITORIAL","Tapia Zarricueta, Ricardo","Revista INVI; 27(75); 9-18","Revista INVI","Inglês, Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582012000200001&lang=pt" 
"S0718-83582012000200002-chl","INDUSTRIALIZACIÓN, DESARROLLO Y CIUDAD: TRANSFORMACIONES SOCIO-DEMOGRÁFICAS Y ESPACIALES EN LA GEOGRAFÍA SOCIAL DEL GRAN CONCEPCIÓN (1950-2010)","Aliste Almuna, Enrique, Contreras Alonso, Miguel, Sandoval Manríquez, Valeria","Revista INVI; 27(75); 21-71","Revista INVI","Inglês, Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582012000200002&lang=pt" 
"S0718-83582012000200003-chl","El imaginario &quot;verde&quot; y el verde urbano como instrumento de consumo inmobiliario: configurando las condiciones ambientales del área metropolitana de santiago","Irarrázaval Irarrázaval, Felipe","Revista INVI; 27(75); 73-103","Revista INVI","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582012000200003&lang=pt" 
"S0718-83582012000200006-chl","Evaluación del rendimiento de calefacción o refrescamiento producido por los elementos constructivos y microclima de una vivienda pasiva: una forma de integrar el rendimiento del confort térmico pasivo a su administración del ciclo de vida de un edificio¹","Marín Salgado, Fabiola Wanda","Revista INVI; 27(75); 171-197","Revista INVI","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582012000200006&lang=pt" 
"S0718-83582012000200005-chl","El miedo de las mujeres a la violencia en la ciudad de México: Una cuestión de justicia espacial","Soto Villagrán, Paula","Revista INVI; 27(75); 145-169","Revista INVI","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-83582012000200005&lang=pt" 
"S1405-31952012000500001-mex","Evaluación de un modelo físico de simulación del clima en invernadero con ventilación natural","Del Bosque-Villarreal, G. Arturo, Rodríguez-García, Raúl, Zermeño-González, Alejandro, Jasso-Cantú, Diana","Agrociencia; 46(5); 427-440","Agrociencia","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500001&lang=pt" 
"S1405-31952012000500002-mex","Calidad fisicoquímica, sensorial y nutricional de naranjas CV. Valencia recubiertas con quitosano","Contreras-Oliva, Adriana, Pérez-Gago, M. Bernardita, Salvador, Alejandra, Bermejo, Almudena, Rojas-Argudo, Cristina","Agrociencia; 46(5); 441-453","Agrociencia","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500002&lang=pt" 
"S1405-31952012000500003-mex","Diferencias estructurales y reológicas entre almidones de frutas y cereales","Casarrubias-Castillo, M. Guadalupe, Méndez-Montealvo, Guadalupe, Rodríguez-Ambriz, S. Leticia, Sánchez-Rivera, M. María, Bello-Pérez, L. Arturo","Agrociencia; 46(5); 455-466","Agrociencia","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500003&lang=pt" 
"S1405-31952012000500004-mex","Influence of season on intramuscular fatty acid profile of fighting bull","Horcada-Ibáñez, Alberto, Polvillo-Polo, Oliva, Valera-Córdoba, Mercedes, Juárez-Davila, Manuel","Agrociencia; 46(5); 467-479","Agrociencia","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500004&lang=pt" 
"S1405-31952012000500005-mex","Pollen grain viability in accessions of Crotalaria juncea L. (FABACEAE)","Coelho, Ana P. D., Morais, Katiule P., Dail Laughinghouse IV, Haywood, Giacomini, Sandro J., Tedesco, Solange B.","Agrociencia; 46(5); 481-487","Agrociencia","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500005&lang=pt" 
"S1405-31952012000500006-mex","Zeolite and selenium application and their effects on production and physiological attributes of canola cultivars under water stress","Zahedi, Hossein, Shirani-Rad, A. Hossein, Tohidi-Moghadam, H. Reza","Agrociencia; 46(5); 489-497","Agrociencia","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500006&lang=pt" 
"S1405-31952012000500007-mex","Estimación in situ del Kc ini de la vainilla (Vanilla planifolia A)","Kelso-Bucio, Henry A., Bâ, Khalidou M., Sánchez-Morales, Saúl, Reyes-López, Delfino","Agrociencia; 46(5); 499-506","Agrociencia","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500007&lang=pt" 
"S1405-31952012000500008-mex","Artificial neural networks for sustainable agribusiness: a case study of five energetic crops","Untaru, Mircea, Rotarescu, Vasile, Dorneanu, Liliana","Agrociencia; 46(5); 507-518","Agrociencia","Inglês","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500008&lang=pt" 
"S1405-31952012000500009-mex","Variación genética y ambiental en dos ensayos de progenies de Pinus patula","Salaya-Domínguez, José M., López-Upton, Javier, Vargas-Hernández, J. Jesús","Agrociencia; 46(5); 519-534","Agrociencia","Espanhol","2012","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-31952012000500009&lang=pt" 
"S0124-00642012000400002-col","Conocimientos y prácticas en salud sexual y reproductiva de adolescentes escolares en un municipio colombiano","Rengifo-Reina, Herney A, Córdoba-Espinal, Alexandra, Serrano-Rodriguez, Mayerlin","Revista de Salud Pública; 14(4); 558-569","Revista de Salud Pública","Espanhol","2012","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642012000400002&lang=pt" 
