"S0187-73802016000100001-mex","Editorial. Un nuevo tipo de letra en la RFM","González Hernández, Víctor A.","Revista fitotecnia mexicana; 39(1); -3","Revista fitotecnia mexicana","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-73802016000100001&lang=pt" 
"S0718-560X2016000100011-chl","Diversidad de las comunidades de algas asociadas a un sistema algal de alta tasa fotosintética para la biorremediación de lixiviados de rellenos sanitarios","Sardi-Saavedra, Antonella, Peña-Salamanca, Enrique J, Madera-Parra, Carlos A, Cerón-Hernández, Víctor A","Latin american journal of aquatic research; 44(1); 113-120","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100011&lang=pt" 
"S0718-560X2016000100007-chl","Distribution and abundance of Engraulis ringens eggs along the north-central Chilean coastline (25.0-31.5°S) during February 2008 to 2014","Mujica, Armando, Nava, María Luisa, Matsuda, Ken, Vargas, Alejandra","Latin american journal of aquatic research; 44(1); 65-75","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100007&lang=pt" 
"S0718-560X2016000100020-chl","Effect of stocking density on growth performance and oxygen consumption of Nile tilapia (Oreochromis niloticus) under greenhouse conditions","García-Trejo, Juan Fernando, Peña-Herrejon, Guillermo Abraham, Soto-Zarazúa, Genaro Martín, Mercado-Luna, Adán, Alatorre-Jácome, Oscar, Rico-García, Enrique","Latin american journal of aquatic research; 44(1); 177-183","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100020&lang=pt" 
"S0718-560X2016000100012-chl","The effects of Yucca schidigera and Quillaja saponaria on growth performance and enzymes activities of juvenile shrimp Litopenaeus vannamei cultured in low-salinity water","Hernández-Acosta, Mario, Gutiérrez-Salazar, Gilberto J, Guzmán-Sáenz, Francisco M, Aguirre-Guzmán, Gabriel, Alvarez-González, Carlos A, López-Acevedo, Edgar A, Fitzsimmons, Kevin","Latin american journal of aquatic research; 44(1); 121-128","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100012&lang=pt" 
"S0718-560X2016000100004-chl","The inclusión of soybean oil in the diets of silver catfish (Rhamdia quelen) in relation to growth quality and fillet acceptability","Lazzari, Rafael, Emanuelli, Tatiana, Maschio, Daniel, Ferreira, Cristiano C, Battisti, Eduardo K, Radünz-Neto, João","Latin american journal of aquatic research; 44(1); 39-45","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100004&lang=pt" 
"S0718-560X2016000100014-chl","Producción de compuestos fenólicos por cuatro especies de microalgas marinas sometidas a diferentes condiciones de iluminación","Gómez, Ana L, López, José A, Rodríguez, Armida, Fortiz, Judith, Martínez, Luis R, Apolinar, Alejandro, Enríquez, Luis F","Latin american journal of aquatic research; 44(1); 137-143","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100014&lang=pt" 
"S0718-560X2016000100003-chl","Growth and survival of Anomalocardia brasiliana larvae (Bivalvia: Veneridae) fed with microalgal diets","Bacalhau de Oliveira, Isabela, Rodrigues da Silva Neto, Sérgio, Lavander, Henrique, Lima, Priscilla, Olivera-Gálvez, Alfredo","Latin american journal of aquatic research; 44(1); 34-38","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100003&lang=pt" 
"S0718-560X2016000100017-chl","Efectos de la temperatura y salinidad sobre el crecimiento y supervivencia de juveniles de pargo Lutjanus guttatus","Alcalá-Carrillo, Mariana, Castillo-Vargasmachuca, Sergio G, Ponce-Palafox, Jesús T","Latin american journal of aquatic research; 44(1); 159-164","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100017&lang=pt" 
"S0718-560X2016000100019-chl","Caracterización genética de híbridos entre las especies Mytilus edulis platensis y Mytilus galloprovincialis (Mytilidae: Bivalvia) en la costa chilena","Valenzuela, Andrea, Astorga, Marcela P, Oyarzún, Pablo A, Toro, Jorge E","Latin american journal of aquatic research; 44(1); 171-176","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100019&lang=pt" 
"S0718-560X2016000100018-chl","Effect of stocking density on economic performance for Colossoma macropomum (Cuvier, 1816), juvenile in earthen ponds","Costa, Jesaias, Freitas, Roñan, Gomes, Ana Lúcia, Bernadino, Geraldo, Carneiro, Dalton, Martins, María Inez","Latin american journal of aquatic research; 44(1); 165-170","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100018&lang=pt" 
"S0718-560X2016000100013-chl","Dietary total phosphorus supplementation in goldfish diets","Braga, Weslley F, Araújo, Janaína G, Martins, Graciela P, Oliveira, Silvio L, Guimarães, Igo G","Latin american journal of aquatic research; 44(1); 129-136","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100013&lang=pt" 
"S0718-560X2016000100016-chl","Presence of giant tiger shrimp Penaeus monodon (Fabricius, 1798) in eastern Península of Yucatan coast, Mexico","Wakida-Kusunoki, Armando T, De Anda-Fuentes, David, López-Téllez, Norma A","Latin american journal of aquatic research; 44(1); 155-158","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100016&lang=pt" 
"S0718-560X2016000100010-chl","Crecimiento, supervivencia e influencia de factores ambientales en tres cohortes de la ostra perla Pinctada imbricata, en cultivo suspendido en el Golfo de Cariaco, Venezuela","Pérez, Eileen, Lodeiros, César, Semidey, Dulce, Uribe, Eduardo, Freites, Luis","Latin american journal of aquatic research; 44(1); 99-112","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100010&lang=pt" 
"S0718-560X2016000100001-chl","Fisiología de los peces triploides","Alcántar-Vázquez, Juan Pablo","Latin american journal of aquatic research; 44(1); 1-15","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100001&lang=pt" 
"S0718-560X2016000100002-chl","Record of stomatopods and decapods, including descriptions of the species of commercial interest from the submarine rises and surrounding waters of the Chilean oceanic islands (southeastern Pacific Ocean)","Retamal, Marco Antonio, Arana, Patricio M","Latin american journal of aquatic research; 44(1); 16-33","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100002&lang=pt" 
"S0718-560X2016000100009-chl","Composición y aspectos biogeográficos del ensamble de peces de la laguna costera Las Guásimas, Sonora, México","Padilla-Serrato, Jesús, López-Martínez, Juana, Rodríguez-Romero, Jesús, Lluch-Cota, Daniel, Galván-Magaña, Felipe, Acevedo-Cervantes, Alejandro","Latin american journal of aquatic research; 44(1); 85-98","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100009&lang=pt" 
"S0718-560X2016000100005-chl","Genetic variation in color morphs of the endangered species, Paracentrotus gaimardi (Echinoidea: Echinidae)","Duarte, Michelle, Ventura, Carlos, Silva, Edson","Latin american journal of aquatic research; 44(1); 46-55","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100005&lang=pt" 
"S0718-560X2016000100015-chl","Population structure of nylon shrimp Heterocarpus reedi (Crustácea: Caridea) and its relationship with environmental variables off Chile","Canales, Cristian M, Company, Joan B, Arana, Patricio M","Latin american journal of aquatic research; 44(1); 144-154","Latin american journal of aquatic research","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100015&lang=pt" 
"S0718-560X2016000100008-chl","Bacteria Pseudoaltermonas sp. con potencial probiótico para cultivos larvales de peces","Sayes, Camila, Leyton, Yanett, Riquelme, Carlos E","Latin american journal of aquatic research; 44(1); 76-84","Latin american journal of aquatic research","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2016000100008&lang=pt" 
"S1885-642X2016000100008-esp","Inclusion of salt form on prescription medication labeling as a source of patient confusion: a pilot study","Mcdougall, Dana J., Hoehns, James D., Feller, Tara T., Kriener, Savana J., Witry, Matthew J.","Pharmacy Practice (Granada); 14(1); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000100008&lang=pt" 
"S1885-642X2016000100010-esp","Pharmacy students’ knowledge and attitudes about antibiotics in Kosovo","Fejza, Albina, Kryeziu, Zeqir, Kadrija, Kushtrim, Musa, Malbora","Pharmacy Practice (Granada); 14(1); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000100010&lang=pt" 
"S0871-97212016000100003-prt","Importância da biópsia cutânea: Um caso clínico","Moreira, Ana, Rosmaninho, Isabel, Silva, José Pedro Moreira da","Revista Portuguesa de Imunoalergologia; 24(1); 25-30","Revista Portuguesa de Imunoalergologia","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-97212016000100003&lang=pt" 
"S1885-642X2016000100003-esp","Associations between patient factors and medication adherence: a Jordanian experience","Basheti, Iman A., El Hait, Sami Saqf, Qunaibi, Eyad A., Aburuz, Salah, Bulatova, Nailya","Pharmacy Practice (Granada); 14(1); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000100003&lang=pt" 
"S1885-642X2016000100005-esp","Predominant learning styles among pharmacy students at the Federal University of Paraná, Brazil","Czepula, Alexandra I., Bottacin, Wallace E., Hipólito Jr, Edson, Baptista, Deise R., Pontarolo, Roberto, Correr, Cassyano J.","Pharmacy Practice (Granada); 14(1); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000100005&lang=pt" 
"S1885-642X2016000100006-esp","Medication reconciliation at patient admission: a randomized controlled trial","Mendes, Antonio E., Lombardi, Natália F., Andrzejevski, Vânia S., Frandoloso, Gibran, Correr, Cassyano J., Carvalho, Mauricio","Pharmacy Practice (Granada); 14(1); -","Pharmacy Practice (Granada)","Inglês","2016","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1885-642X2016000100006&lang=pt" 
"S0871-97212016000100004-prt","Hipersensibilidade a inibidores da bomba de protões: Um caso raro","Almeida, José Pedro, Lopes, Anabela, Barbosa, Manuel Pereira","Revista Portuguesa de Imunoalergologia; 24(1); 31-36","Revista Portuguesa de Imunoalergologia","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0871-97212016000100004&lang=pt" 
"S0124-00642016000200011-col","Evaluación del tratamiento de agua para consumo humano mediante filtros Lifestraw® y Olla Cerámica","Pérez-Vidal, Andrea, Díaz-Gómez, Jaime, Salamanca-Rojas, Karen L, Rojas-Torres, Leidy Y","Revista de Salud Pública; 18(2); 275-289","Revista de Salud Pública","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642016000200011&lang=pt" 
"S0124-00642016000200001-col","Entomología médica, una necesidad","Adler, Peter H, Moncada-Álvarez, Ligia I","Revista de Salud Pública; 18(2); 161-166","Revista de Salud Pública","Espanhol","2016","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0124-00642016000200001&lang=pt" 
"S0185-26982016000100211-mex","La construcción de ciudadanía en la educación media superior: un estudio de caso sobre docentes de la UNAM, México, UNAM-IISUE, 2014","Rosas Carrasco, Lesvia Oliva","Perfiles educativos; 38(151); 211-216","Perfiles educativos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-26982016000100211&lang=pt" 
"S0100-15742016000100018-scl","Por que o conhecimento é importante para as escolas do século XXI?","Young, Michael F. D.","Cadernos de Pesquisa; 46(159); 18-37","Cadernos de Pesquisa","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100018&lang=pt" 
"S0100-15742016000100078-scl","Relações entre conhecimento escolar e liberdade","Duarte, Newton","Cadernos de Pesquisa; 46(159); 78-102","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100078&lang=pt" 
"S0100-15742016000100104-scl","Conhecimento escolar e emancipação: uma leitura pós-fundacional","Gabriel, Carmen Teresa","Cadernos de Pesquisa; 46(159); 104-130","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100104&lang=pt" 
"S0100-15742016000100260-scl","Construir e mobilizar conhecimentos numa relação crítica com os saberes","Crahay, Marcel, Marcoux, Géry","Cadernos de Pesquisa; 46(159); 260-273","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100260&lang=pt" 
"S0100-15742016000100158-scl","Currículo, conhecimento e transmissão cultural: contribuições para uma teorização pedagógica contemporânea","Silva, Roberto Rafael Dias da","Cadernos de Pesquisa; 46(159); 158-182","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100158&lang=pt" 
"S0100-15742016000100038-scl","Políticas educacionais no Brasil: desfiguramento da escola e do conhecimento escolar","Libâneo, José Carlos","Cadernos de Pesquisa; 46(159); 38-62","Cadernos de Pesquisa","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100038&lang=pt" 
"S0100-15742016000100008-scl","Escola em foco","Kuhlmann Júnior, Moysés","Cadernos de Pesquisa; 46(159); 8-9","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100008&lang=pt" 
"S0100-15742016000100012-scl","Estudos sobre o conhecimento escolar: tendências e perspectivas - Apresentação","Silva, Roberto Rafael Dias da, Galian, Cláudia Valentina Assumpção","Cadernos de Pesquisa; 46(159); 12-16","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100012&lang=pt" 
"S0100-15742016000100064-scl","Para a noção de transformação curricular","Pacheco, José Augusto","Cadernos de Pesquisa; 46(159); 64-77","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100064&lang=pt" 
"S0100-15742016000100234-scl","Propostas pedagógicas em livros didáticos:reflexões sobre a pseudoformação","Galuch, Maria Terezinha Bellanda, Crochík, José Leon","Cadernos de Pesquisa; 46(159); 234-258","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100234&lang=pt" 
"S0100-15742016000100212-scl","El papel de la inspección educativa en los procesos de cambio","Monarca, Héctor, Fernández-González, Noelia","Cadernos de Pesquisa; 46(159); 212-233","Cadernos de Pesquisa","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100212&lang=pt" 
"S0100-15742016000100186-scl","Construção e validação de uma escala de valores sociomorais","Tavares, Marialva Rossi, Menin, Maria Suzana De Stefano, Bataglia, Patrícia Unger Raphael, Vinha, Telma Pileggi, Tognetta, Luciene Regina Paulino, Martins, Raul Aragão, Moro, Adriano","Cadernos de Pesquisa; 46(159); 186-210","Cadernos de Pesquisa","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-15742016000100186&lang=pt" 
"S1679-87592016000100095-scl","Influence of electric fishing lights on sink rates of baited hooks in Brazilian pelagic longline fisheries: implications for seabird bycatch","Gianuca, Dimas, Sant&#039;Ana, Rodrigo, Neves, Tatiana","Brazilian Journal of Oceanography; 64(1); 95-100","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000100095&lang=pt" 
"S1679-87592016000100089-scl","Artisanal fishing net float loss and a proposal for a float design solution","Chaves, Paulo de Tarso, Silveira, Beatriz Ern da","Brazilian Journal of Oceanography; 64(1); 89-94","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000100089&lang=pt" 
"S1679-87592016000100067-scl","Herbivorous copepods with emphasis on dynamic Paracalanus quasimodo in an upwelling region","Rosa, Judson da Cruz Lopes da, Monteiro-Ribas, Wanda Maria, Fernandes, Lohengrin Dias de Almeida","Brazilian Journal of Oceanography; 64(1); 67-73","Brazilian Journal of Oceanography","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592016000100067&lang=pt" 
"S0103-507X2016000100092-scl","Para: Ventilação não invasiva com pressão positiva pós-extubação: características e desfechos na prática clínica","Santos, Pedro Silva, Esquinas, Antonio M.","Revista Brasileira de Terapia Intensiva; 28(1); 92-93","Revista Brasileira de Terapia Intensiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2016000100092&lang=pt" 
"S1851-82652016000100005-spa","Sociología y salud: nuevos desarrollos y desafíos pendientes","Castro, Roberto","Salud Colectiva; 12(1); 5-8","Salud Colectiva","Espanhol","2016","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1851-82652016000100005&lang=pt" 
"S1999-76712016000100023-sza","Too much diarrhoea, too many infections, and too few neutrophils","Padayachi, T, Haffejee, I E","South African Journal of Child Health; 10(1); 96-98","South African Journal of Child Health","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712016000100023&lang=pt" 
"S0103-507X2016000100083-scl","Endocardite pneumocócica em válvula aórtica nativa - apresentação fulminante","Domingues, Kevin, Marta, Liliana, Monteiro, Isabel, Leal, Margarida","Revista Brasileira de Terapia Intensiva; 28(1); 83-86","Revista Brasileira de Terapia Intensiva","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2016000100083&lang=pt" 
"S1413-41522016000100109-scl","Enriquecimento de microrganismos metanotróficos a partir de lodo de reator UASB tratando esgotos domésticos","Siniscalchi, Luciene Alves Batista, Vale, Isabel Campante Cardoso, Antunes, Jéssica Dell´Isola, Chernicharo, Carlos Augusto de Lemos, Araújo, Juliana Calábria de","Engenharia Sanitaria e Ambiental; 21(1); 109-122","Engenharia Sanitaria e Ambiental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522016000100109&lang=pt" 
"S1413-41522016000100043-scl","Sorção de poluentes orgânicos emergentes em lodo de esgoto","Bittencourt, Simone, Aisse, Miguel Mansur, Serrat, Beatriz Monte, Azevedo, Júlio César Rodrigues de","Engenharia Sanitaria e Ambiental; 21(1); 43-53","Engenharia Sanitaria e Ambiental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522016000100043&lang=pt" 
"S1413-41522016000100095-scl","Modelagem da Lagoa da Pampulha: uma ferramenta para avaliar o impacto da bacia hidrográfica na dinâmica do fitoplâncton","Silva, Talita Fernanda das Graças, Vinçon-Leite, Brigitte, Giani, Alessandra, Figueredo, Cleber Cunha, Petrucci, Guido, Lemaire, Bruno, Sperling, Eduardo Von, Tassin, Bruno, Seidl, Martin, Khac, Viet Tran, Viana, Priscila Siqueira, Viana, Valquíria Flávia Lima, Toscano, Rodrigo Argolo, Rodrigues, Brenner Henrique Maia, Nascimento, Nilo de Oliveira","Engenharia Sanitaria e Ambiental; 21(1); 95-108","Engenharia Sanitaria e Ambiental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522016000100095&lang=pt" 
"S1999-76712016000100010-sza","Selected facets of nutrition during the first 1 000 days of life in vulnerable South African communities","du Plessis, L M, Herselman, M G, McLachlan, M H, Nel, J H","South African Journal of Child Health; 10(1); 37-42","South African Journal of Child Health","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1999-76712016000100010&lang=pt" 
"S1413-41522016000100029-scl","Parâmetros operacionais na remoção biológica de nitrogênio de águas por nitrificação e desnitrificação simultânea","Zoppas, Fernanda Miranda, Bernardes, Andrea Moura, Meneguzzi, Álvaro","Engenharia Sanitaria e Ambiental; 21(1); 29-42","Engenharia Sanitaria e Ambiental","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-41522016000100029&lang=pt" 
"S0103-20032016000100089-scl","Análise das Mudanças no Número de Ocupados na Indústria Agroalimentar Brasileira","Albino, Pablo Murta Baião, Braga, Marcelo José","Revista de Economia e Sociologia Rural; 54(1); 89-108","Revista de Economia e Sociologia Rural","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032016000100089&lang=pt" 
"S0103-20032016000100167-scl","Enfoques y Prácticas de Extensión Rural Públicas en el Noreste Argentino ,","Landini, Fernando Pablo","Revista de Economia e Sociologia Rural; 54(1); 167-186","Revista de Economia e Sociologia Rural","Espanhol","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032016000100167&lang=pt" 
"S0102-67202016000100068-scl","WILKIE&#039;S SYNDROME: A RARE CAUSE OF INTESTINAL OBSTRUCTION","KEFELI, Ayşe, AKTÜRK, Adem, AKTAŞ, Bora, ÇALAR, Kerim","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(1); 68-68","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000100068&lang=pt" 
"S0102-67202016000100005-scl","THE PANC 3 SCORE PREDICTING SEVERITY OF ACUTE PANCREATITIS","BEDUSCHI, Murilo Gamba, MELLO, André Luiz Parizi, VON-MÜHLEN, Bruno, FRANZON, Orli","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(1); 5-8","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000100005&lang=pt" 
"S0102-67202016000100066-scl","SURGICAL TREATMENT OF FISH IMPACTED IN THE UPPER ESOPHAGUS","COÊLHO, Gustavo Rêgo, TORRES, Silvio Melo, ALMEIDA, Diego Costa de, MOREIRA, Laiza Marques, MENDES, Thyago André Oliveira, MONTEIRO, Tiago Araújo","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(1); 66-66","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000100066&lang=pt" 
"S0102-67202016000100014-scl","IMPLEMENTATION AND VALIDATION OF STATISTICAL TESTS IN RESEARCH&#039;S SOFTWARE HELPING DATA COLLECTION AND PROTOCOLS ANALYSIS IN SURGERY","KURETZKI, Carlos Henrique, CAMPOS, Antônio Carlos Ligocki, MALAFAIA, Osvaldo, SOARES, Sandramara Scandelari Kusano de Paula, TENÓRIO, Sérgio Bernardo, TIMI, Jorge Rufino Ribas","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 29(1); 14-16","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202016000100014&lang=pt" 
