"S0103-18132011000100002-scl","Fundamentos éticos da esfera discursiva da imprensa no Brasil: um jogo de epígrafes e memórias","Magalhães, Anderson Salvaterra","Trabalhos em Linguística Aplicada; 50(1); 27-43","Trabalhos em Linguística Aplicada","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-18132011000100002&lang=pt" 
"S0037-86822011000300008-scl","Diagnosis of human herpesvirus 6B primary infection by polymerase chain reaction in young children with exanthematic disease","Magalhães, Ivna de Melo, Martins, Rebeca Vasquez Novo, Vianna, Renata Oliveira, Oliveira, Solange Artimos, Cavalcanti, Silvia Maria Baeta","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 306-308","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300008&lang=pt" 
"S0037-86822011000300013-scl","Ultrastructural study on the morphological changes to male worms of Schistosoma mansoni after in vitro exposure to allicin","Lima, Caliandra Maria Bezerra Luna, Freitas, Francisca Inês de Sousa, Morais, Liana Clébia Soares Lima de, Cavalcanti, Marília Gabriela dos Santos, Silva, Lânia Ferreira da, Padilha, Rafael José Ribeiro, Barbosa, Constância Gayoso Simões, Santos, Fábio André Brayner dos, Alves, Luiz Carlos, Diniz, Margareth de Fátima Formiga Melo","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 327-330","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300013&lang=pt" 
"S0037-86822011000300007-scl","Aedes aegypti and Aedes albopictus (Diptera: Culicidae): coexistence and susceptibility to temephos, in municipalities with occurrence of dengue and differentiated characteristics of urbanization","Prophiro, Josiane Somariva, Silva, Onilda Santos, Luna, Jonny Edward Duque, Piccoli, Carla Fernanda, Kanis, Luiz Alberto, Silva, Mario Antonio Navarro da","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 300-305","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300007&lang=pt" 
"S0037-86822011000300001-scl","Clinical and epidemiological profile of blood donors with positive serology for viral hepatitis in southern Brazil","Silveira, Luciana da, Schiavon, Leonardo de Lucca, Silva, Kerley Pereira da, Lopes, Thiago Barbieri, Zaccaron, Marcos da Rocha, Narciso-Schiavon, Janaína Luz","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 269-273","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300001&lang=pt" 
"S0037-86822011000300030-scl","Surto familiar de botulismo no estado do Ceará: relato de caso","Barboza, Morgana Maria de Oliveira, Santos, Norival Ferreira dos, Sousa, Oscarina Viana de","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 400-402","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300030&lang=pt" 
"S0037-86822011000300009-scl","Community prevalence of methicillin and vancomycin resistant Staphylococcus aureus in and around Bangalore, southern India","Goud, Rajendra, Gupta, Soham, Neogi, Ujjwal, Agarwal, Deepali, Naidu, Kesava, Chalannavar, Raju, Subhaschandra, Gaddad","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 309-312","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300009&lang=pt" 
"S0037-86822011000300029-scl","Recurrent herpes simplex infections: laser therapy as a potential tool for long-term successful treatment","Ferreira, Dennis Carvalho, Reis, Helena Lucia Barroso, Cavalcante, Fernanda Sampaio, Santos, Kátia Regina Netto dos, Passos, Mauro Romero Leal","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 397-399","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300029&lang=pt" 
"S0037-86822011000300028-scl","Fatal Brazilian spotless fever caused by Rickettsia rickettsii in a dark-skinned patient","Favacho, Alexsandra Rodrigues de Mendonça, Rozental, Tatiana, Calic, Simone Berger, Scofield, Maria Aparecida Mota, Lemos, Elba Regina Sampaio de","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 395-396","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300028&lang=pt" 
"S0037-86822011000300027-scl","A first case of protease codon 35 amino acid insertion in a HIV-1 subtype B sequence detected in the Bauru region, state of São Paulo, Brazil: case report","Grotto, Rejane Maria Tommasini, Corvino, Sílvia Maria, Munhoz, Lilian da Silva Reis, Ghedini, Cibele Gomes, Pardini, Maria Inês de Moura Campos","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 392-394","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300027&lang=pt" 
"S0037-86822011000300010-scl","Study of infection by Rickettsiae of the spotted fever group in humans and ticks in an urban park located in the City of Londrina, State of Paraná, Brazil","Toledo, Roberta Santos, Tamekuni, Katia, Silva Filho, Mauro de Freitas, Haydu, Valeska Bender, Pacheco, Richard Campos, Labruna, Marcelo Bahia, Dumler, John Stephen, Vidotto, Odilon","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 313-317","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300010&lang=pt" 
"S0037-86822011000300012-scl","Prevalence of cholelithiasis in patients with chagasic megaesophagus","Crema, Eduardo, Silva, Ellen Caroline Rosa Resende, Franciscon, Priscila Melo, Rodrigues Júnior, Virmondes, Martins Júnior, Aiodair, Teles, Celso Júnior Oliveira, Silva, Alex Augusto","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 324-326","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300012&lang=pt" 
"S0037-86822011000300003-scl","Co-infection and risk factors of tuberculosis in a Mexican HIV+ population","Zenteno-Cuevas, Roberto, Montes-Villaseñor, Evangelina, Morales-Romero, Jaime, Coronel-Martín del Campo, Gastón, Cuevas, Betzaida","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 282-285","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300003&lang=pt" 
"S0037-86822011000300026-scl","Destruição de larvas infectantes de Strongyloides venezuelensis pelos fungos Duddingtonia flagrans, Arthrobotrys robusta e Monacrosporium sinense","Braga, Fabio Ribeiro, Araujo, Juliana Milani, Silva, André Ricardo e, Araújo, Jackson Victor de, Carvalho, Rogério Oliva, Tavela, Alexandre de Oliveira, Silva, Manoel Eduardo da, Fernandes, Fernanda Mara, Melo, Alan Lane de","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 389-391","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300026&lang=pt" 
"S0037-86822011000300016-scl","Seroepidemiological study of human cysticercosis with blood samples collected on filter paper, in Lages, State of Santa Catarina, Brazil, 2004-2005","Ishida, Maria Márcia Imenes, Almeida, Marília Sirianni dos Santos, Espíndola, Noeli Maria, Iha, Alberto, Pereira, Diana Ana, Souza, Jean Gabriel de, Varvakis, Theopi Rados, Vaz, Adelaide José","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 339-343","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300016&lang=pt" 
"S0037-86822011000300011-scl","Chagas disease in the State of Pernambuco, Brazil: analysis of admissions and mortality time series","Braz, Suellen Carvalho de Moura, Melo, Myllena de Fátima Alheiros Dias, Lorena, Virginia Maria Barros de, Souza, Wayner Vieira de, Gomes, Yara de Miranda","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 318-323","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300011&lang=pt" 
"S0037-86822011000300025-scl","Controle da leishmaniose visceral no município de Porteirinha, estado de Minas Gerais, no período de 1998 a 2003","Barata, Ricardo Andrade, Silva, João Carlos França da, Silva, Jaime Costa da, Almeida, Saulo Neris de, Teixeira, Luciana de Almeida Silva, Dias, Edelberto Santos","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 386-388","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300025&lang=pt" 
"S0037-86822011000300023-scl","Improvement of a PCR test to diagnose infection by Mansonella ozzardi","Vera, Luana Janaína Souza, Basano, Sergio de Almeida, Camargo, Juliana de Souza Almeida Aranha, França, Andonai Krauze de, Ferreira, Ricardo de Godoi Mattos, Casseb, Almeida Andrade, Medeiros, Jansen Fernandes, Fontes, Gilberto, Camargo, Luís Marcelo Aranha","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 380-382","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300023&lang=pt" 
"S0037-86822011000300024-scl","Atividade larvicida do extrato bruto enzimático do fungo Duddingtonia flagras sobre larvas de primeiro estádio de Angiostrongylus vasorum","Braga, Fabio Ribeiro, Araujo, Juliana Milani, Tavela, Alexandre de Oliveira, Araújo, Jackson Victor de, Soares, Filippe Elias de Freitas, Geniêr, Hugo Leonardo André, Lima, Walter dos Santos, Mozzer, Lanuze Rose, Queiroz, José Humberto de","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 383-385","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300024&lang=pt" 
"S0037-86822011000300031-scl","Magnetic resonance of the liver in acute schistosomiasis","Voieta, Izabela, Andrade, Luciene Mota, Lambertucci, José Roberto","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 403-403","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300031&lang=pt" 
"S0103-90162011000300005-scl","Diet digestibility and performance of dairy cows supplemented with live yeast","Bitencourt, Luciene Lignani, Silva, José Ricardo Martins, Oliveira, Bruno Menezes Lopes de, Dias Júnior, Gilson Sebastião, Lopes, Fernanda, Siécola Júnior, Sancho, Zacaroni, Ozana de Fátima, Pereira, Marcos Neves","Scientia Agricola; 68(3); 301-307","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000300005&lang=pt" 
"S0103-90162011000300006-scl","Microsatellite analysis of pacu broodstocks used in the stocking program of Paranapanema River, Brazil","Povh, Jayme Aparecido, Ribeiro, Ricardo Pereira, Lopera-Barrero, Nelson Mauricio, Jacometo, Carolina Bespalhok, Vargas, Lauro, Gomes, Patrícia Cristina, Lopes, Taís da Silva","Scientia Agricola; 68(3); 308-313","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000300006&lang=pt" 
"S0103-90162011000300009-scl","Risk of field cultivation of pickling cucumber caused by unfavorable sunshine duration conditions","Kalbarczyk, Robert","Scientia Agricola; 68(3); 326-335","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000300009&lang=pt" 
"S0103-90162011000300010-scl","Wheat seedling emergence estimated from seed analysis","Boligon, Alexandra Augusti, Lúcio, Alessandro Dal&#039;Col, Lopes, Sidinei José, Cargnelutti Filho, Alberto, Garcia, Danton Camacho","Scientia Agricola; 68(3); 336-341","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000300010&lang=pt" 
"S0103-90162011000300017-scl","Optimum size in grid soil sampling for variable rate application in site-specific management","Nanni, Marcos Rafael, Povh, Fabrício Pinheiro, Demattê, José Alexandre Melo, Oliveira, Roney Berti de, Chicati, Marcelo Luiz, Cezar, Everson","Scientia Agricola; 68(3); 386-392","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000300017&lang=pt" 
"S0101-66282011000200001-scl","Editorial","","Serviço Social &amp; Sociedade; (106); 203-204","Serviço Social &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282011000200001&lang=pt" 
"S0101-66282011000200007-scl","O espaço da cooperativa &quot;amigos do meio ambiente&quot;: cooperativa de trabalho ou cooperfraude?","Sterchile, Shirla Patrícia Weber, Batista, Alfredo","Serviço Social &amp; Sociedade; (106); 314-334","Serviço Social &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282011000200007&lang=pt" 
"S0101-66282011000200010-scl","O deciframento de uma realidade em movimento: os caminhos de uma pujante investigação","Paiva, Beatriz Augusto de","Serviço Social &amp; Sociedade; (106); 389-392","Serviço Social &amp; Sociedade","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-66282011000200010&lang=pt" 
"S1679-62252011000200016-scl","Spermatic characteristics and sperm evolution on the subfamily Stevardiinae (Ostariophysi: Characiformes: Characidae)","Baicere-Silva, Clarianna Martins, Ferreira, Katiane M., Malabarba, Luiz R., Benine, Ricardo C., Quagio-Grassiotto, Irani","Neotropical Ichthyology; 9(2); 377-392","Neotropical Ichthyology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252011000200016&lang=pt" 
"S1679-62252011000200020-scl","Larvae occurrences of Rhamdia quelen (Quoy &amp; Gaimard, 1824) (Siluriformes: Heptapteridae) in an area under dam influence in the upper Paraná River region, Brazil","Silva, Evelyn B. da, Picapedra, Pablo H. dos Santos, Sanches, Paulo V., Rezende, Renato E. O. de, Gavião, Aline M., Mendonça, Marcos M., Gonçalves, Edilaine D. V., Conte, Rafael Bier","Neotropical Ichthyology; 9(2); 419-426","Neotropical Ichthyology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252011000200020&lang=pt" 
"S1679-62252011000200009-scl","Pleistocene karyotypic divergence in Hoplias malabaricus (Bloch, 1794) (Teleostei: Erythrinidae) populations in southeastern Brazil","Jacobina, Uedson Pereira, Paiva, Edson, Dergam, Jorge Abdala","Neotropical Ichthyology; 9(2); 325-333","Neotropical Ichthyology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252011000200009&lang=pt" 
"S0100-736X2011000600001-scl","Intoxicação por Portulaca elatior (Portulacaceae) em caprinos","Galiza, Glauco J.N., Pimentel, Luciano A., Oliveira, Diego M., Pierezan, Felipe, Dantas, Antônio F.M., Medeiros, Rosane M.T., Riet-Correa, Franklin","Pesquisa Veterinária Brasileira; 31(6); 465-470","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600001&lang=pt" 
"S0100-736X2011000600002-scl","Hydrocortisone decreases apoptosis in jejunum of horses subjected to experimental ischemia and reperfusion","Alves, Geraldo Eleno S., Mendes, Heloisa M.F., Alves, Tiago G.S., Faleiros, Rafael R., Vasconcelos, Anilton C., Santos, Renato L., Rio Tinto, Jorge J.M.","Pesquisa Veterinária Brasileira; 31(6); 471-476","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600002&lang=pt" 
"S0100-736X2011000600005-scl","Carcinoma de células renais em bovinos","Lucena, Ricardo B., Carmo, Priscila M.S., Oliveira-Filho, José Carlos, Pierezan, Felipe, Tessele, Bianca, Giaretta, Paula Roberta, Kommers, Glaucia D., Barros, Claudio S.L.","Pesquisa Veterinária Brasileira; 31(6); 487-494","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600005&lang=pt" 
"S0100-736X2011000600007-scl","Risk factors associated with buffalo mastitis in the Brazilian Northeast","Medeiros, Elizabeth S., Freitas, Manuela F. Lyra de, Saukas, Tomoe N., Azevedo, Sérgio S., Pinheiro Junior, José Wilton, Brandespim, Daniel F., Neto, Orestes Luiz de S., Mota, Rinaldo A.","Pesquisa Veterinária Brasileira; 31(6); 499-504","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600007&lang=pt" 
"S0100-736X2011000600011-scl","Avaliação da superexpressão da proteína p53 e das mutações no éxon 8 do gene TP53 em carcinomas mamários caninos e glândulas normais","Teixeira, Maria Juliana D., Sobral, Ana Paula V., Abreu-e-Lima, Maria do Carmo, Maia, Frederico C.L., Christilis, Madriano, Souza, Daniela M.B., Adrião, Manoel, Wischral, Aurea","Pesquisa Veterinária Brasileira; 31(6); 521-526","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600011&lang=pt" 
"S0100-736X2011000600013-scl","Resistência de bactérias isoladas de cães e gatos no Hospital Veterinário da Universidade Estadual de Londrina (2008-2009)","Ishii, Juliana B., Freitas, Julio C., Arias, Mônica V.B.","Pesquisa Veterinária Brasileira; 31(6); 533-537","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600013&lang=pt" 
"S0100-736X2011000600015-scl","Gross anatomical features of the oropharyngeal cavity of the ostrich (Struthio camelus)","Tivane, Catarina, Rodrigues, Marcio N., Soley, John T., Groenwald, Herman B.","Pesquisa Veterinária Brasileira; 31(6); 543-550","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000600015&lang=pt" 
"S0100-39842011000300004-scl","Contribuição da ultrassonografia para o diagnóstico das alterações histopatológicas presentes na hepatite C crônica, com ênfase na esteatose hepática: Parte I","Matsuoka, Marcia Wang, Oliveira, Ilka Regina Souza de, Widman, Azzo, Zanoto, Arnaldo, Kodaira, Sérgio Keidi, Marinho, Leonardo Ellery, Jacob Filho, Wilson, Cerri, Giovanni Guido","Radiologia Brasileira; 44(3); 141-146","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300004&lang=pt" 
"S0100-39842011000300006-scl","Sobrecarga de ferro transfusional em portadores de anemia falciforme: comparação entre ressonância magnética e ferritina sérica","Bourbon Filho, Lécio dos Anjos, Ferrão, Thiago de Oliveira, França, Alex Vianey Callado, Rocha, Ricardo Dantas, Dantas, Lorena Dias, Carvalho, Luciana Franco do Prado, Moreira, Marcella Dornelas de Abreu Batalha, Cipolotti, Rosana","Radiologia Brasileira; 44(3); 151-155","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300006&lang=pt" 
"S0100-39842011000300008-scl","Repercussões da cicatriz uterina resultante de cesariana prévia na dopplervelocimetria das artérias uterinas entre 26 e 32 semanas","Santos Filho, Octávio de Oliveira, Nardozza, Luciano Marcondes Machado, Araujo Júnior, Edward, Camano, Luiz, Moron, Antonio Fernandes","Radiologia Brasileira; 44(3); 163-166","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300008&lang=pt" 
"S0100-39842011000300009-scl","Ecoescleroterapia com espuma no tratamento da insuficiência venosa crônica","Ceratti, Sandro, Okano, Fabrício Macedo, Pontes, Alexandre B. Góes, Pontes, Antônio Luiz, Nastri, Rogério","Radiologia Brasileira; 44(3); 167-171","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300009&lang=pt" 
"S0100-39842011000300011-scl","Ambiente colaborativo para formação de pessoal em medicina nuclear","Brambilla, Cláudia Régio, Dalpiaz, Gabriel Goulart, Silva, Ana Maria Marques da, Silva Júnior, Neivo da, Giraffa, Lucia Maria Martins, Ferreto, Tiago Coelho, De Rose, Cesar Augusto Fonticielha, Silva, Vinicius Duval da","Radiologia Brasileira; 44(3); 177-182","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300011&lang=pt" 
"S0100-39842011000300012-scl","Responsabilidade civil do radiologista no diagnóstico do câncer de mama através do exame de mamografia","Oliveira, Frederico Guilherme Fonseca Torres de, Fonseca, Lea Mirian Barbosa da, Koch, Hilton Augusto","Radiologia Brasileira; 44(3); 183-187","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300012&lang=pt" 
"S0100-39842011000300015-scl","Ressalto no canto posteromedial do joelho relacionado ao músculo sartório","Nogueira-Barbosa, Marcello Henrique, Lacerda, Flávio de Moura","Radiologia Brasileira; 44(3); 195-197","Radiologia Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-39842011000300015&lang=pt" 
"S0037-86822011000300014-scl","Espécimes de Schistosoma mansoni descritos por Pirajá da Silva no Brasil (1908) reexaminados pela técnica de microscopia de varredura a laser confocal","Machado-Silva, José Roberto, Neves, Renata Heisler, Gomes, Delir Corrêa","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 331-333","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300014&lang=pt" 
"S0037-86822011000300021-scl","Contaminação do solo por ovos de geo-helmintos com potencial zoonótico na municipalidade de Fernandópolis, Estado de São Paulo, entre 2007 e 2008","Cassenote, Alex Jones Flores, Pinto Neto, José Martins, Lima-Catelani, Alba Regina de Abreu, Ferreira, Antônio Walter","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 371-374","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300021&lang=pt" 
"S0037-86822011000300020-scl","Retardo no crescimento intrauterino, baixo peso ao nascer e prematuridade em recém-nascidos de grávidas com malária, na Colômbia","Tobón-Castaño, Alberto, Solano, Martha Arismendi, Sánchez, Luis Gonzalo Álvarez, Trujillo, Silvia Blair","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 364-370","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300020&lang=pt" 
"S0037-86822011000300004-scl","Comparison of the performance of polymerase chain reaction and pp65 antigenemia for the detection of human cytomegalovirus in immunosuppressed patients","Martiny, Patrícia Borba, de-Paris, Fernanda, Machado, Alice Beatriz Mombach Pinheiro, Mello, Ricardo Obalski de, Senger, Martha Bergman, Corrêa, Maria Clara Medina, Werres Junior, Luiz Carlos, Souza, Carolina Fischinger Moura de","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 286-289","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300004&lang=pt" 
"S0037-86822011000300022-scl","Mecanismos alternativos de transmissão do Trypanosoma cruzi no Brasil e sugestões para sua prevenção","Dias, João Carlos Pinto, Amato Neto, Vicente, Luna, Expedito José de Albuquerque","Revista da Sociedade Brasileira de Medicina Tropical; 44(3); 375-379","Revista da Sociedade Brasileira de Medicina Tropical","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822011000300022&lang=pt" 
