"S0103-50532005000600029-scl","Solid state oxidation of phenols to quinones with sodium perborate on wet montmorillonite K10","Hashemi, Mohammed M., Eftekhari-Sis, Bagher, Khalili, Behzad, Karimi-Jaberi, Zahed","Journal of the Brazilian Chemical Society; 16(5); 1082-1084","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600029&lang=pt" 
"S0103-50532005000600026-scl","Spectrophotometric determination of diclofenac in pharmaceutical preparations","Souza, Rafael Leandro de, Tubino, Matthieu","Journal of the Brazilian Chemical Society; 16(5); 1068-1073","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600026&lang=pt" 
"S0103-50532005000600016-scl","Production of chloride and hypochlorite for analytical purposes by sonochemical degradation of organochlorines","Korn, Mauro, Acevedo, Maria Soledad M. S. F., Borges, Sivanildo S., Lima, Jose L. F. C.","Journal of the Brazilian Chemical Society; 16(5); 988-994","Journal of the Brazilian Chemical Society","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532005000600016&lang=pt" 
"S0104-62762005000200008-scl","","","Opinião Pública; 11(2); 469-499","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200008&lang=pt" 
"S0104-62762005000200002-scl","Financiamento dos partidos e campanhas eleitorais na América Latina: uma análise comparada","Zovatto, Daniel","Opinião Pública; 11(2); 287-336","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200002&lang=pt" 
"S0104-62762005000200003-scl","As câmaras municipais brasileiras: perfil de carreira e percepção sobre o processo decisório local","Kerbauy, Maria Teresa Miceli","Opinião Pública; 11(2); 337-365","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200003&lang=pt" 
"S0104-62762005000200004-scl","Poder direcionador?: um estudo comparativo de opinião pública e distribuição de renda","Weakliem, David, Andersen, Robert, Heath, Anthony","Opinião Pública; 11(2); 366-400","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200004&lang=pt" 
"S0104-62762005000200005-scl","Opinião pública, estratégia presidencial e ação do congresso no Brasil: &quot;quem manda?&quot;","Pereira, Carlos, Power, Timothy, Rennó, Lúcio","Opinião Pública; 11(2); 401-421","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200005&lang=pt" 
"S0104-62762005000200006-scl","Como os empresários pensam a política e a democracia: Brasil, anos 1990","Costa, Paulo Roberto Neves","Opinião Pública; 11(2); 422-449","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200006&lang=pt" 
"S0104-62762005000200007-scl","Graus de participação democrática no uso da internet pelos governos das capitais brasileiras","Silva, Sivaldo Pereira da","Opinião Pública; 11(2); 450-468","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200007&lang=pt" 
"S0036-46652005000500015-scl","Meglumine antimoniate Biodistribution in healthy and L. (L.) chagasi infected BALB/c mice","Borborema, Samanta Etel Treiger","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 286-286","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500015&lang=pt" 
"S0036-46652005000500014-scl","Standartization of anti-tissue transglutaminase antibody detection and assessment of transglutaminase interactions with fibronectin: Comparison of the results with two commercially available essays","Abrantes-Lemos, Clarice Pires","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 252-252","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500014&lang=pt" 
"S0036-46652005000500013-scl","","Azevedo, Luiz Sergio","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 305-305","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500013&lang=pt" 
"S0036-46652005000500012-scl","Severe Pneumocystis pneumonia in a renal transplant recipient after long term mycophenolate mofetil treatment","Totet, Anne, Westeel, Pierre François, Nevez, Gilles","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 303-304","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500012&lang=pt" 
"S0036-46652005000500001-scl","Socio-demographic and epidemiological characteristics associated with human immunodeficiency virus type I (HIV-1) infection in HIV-1-explosed but uninfected individuals, and in HIV-1-infected patients from a southern brasilian population","Reiche, Edna Maria Vissoci, Bonametti, Ana Maria, Watanabe, Maria Angélica Ehara, Morimoto, Helena Kaminami, Morimoto, Arilson Akira, Wiechmann, Susana Lilian, Breganó, José Wander, Matsuo, Tiemi, Reiche, Fernando Vissoci","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 239-246","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500001&lang=pt" 
"S0036-46652005000500006-scl","Failure of nitric oxide production by macrophages and decrease in CD4+ T cells in oral paracoccidioidomycosis: possible mechanisms that permit local fungal multiplication","Batista, Aline Carvalho, Soares, Cleverson Teixeira, Lara, Vanessa Soares","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 267-273","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500006&lang=pt" 
"S0036-46652005000500009-scl","Rotavirus serotypes and electropherotypes identified among hospitalised children in São Luís, Maranhão, Brazil","Luz, Cláudia Regina N. E., Mascarenhas, Joana D&#039;Arc P., Gabbay, Yvone B., Motta, Ana Regina B., Ribeiro Lima, Telma Vitorina, Soares, Luana da S., Linhares, Alexandre C.","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 287-293","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500009&lang=pt" 
"S0036-46652005000500011-scl","Infection by Cryptosporidium sp. in immunocompromised haematological patients","Chieffi, Pedro Paulo, Paschoalotti, Maria Aparecida, Vergueiro, Carmen Sílvia, Chiattone, Carlos Sérgio","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 301-302","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500011&lang=pt" 
"S0101-73302005000300002-scl","O Estado, a educação e a regulação das políticas públicas","Barroso, João","Educação &amp; Sociedade; 26(92); 725-751","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300002&lang=pt" 
"S0101-73302005000300003-scl","Regulação das políticas educacionais na América Latina e suas conseqüências para os trabalhadores docentes","Oliveira, Dalila Andrade","Educação &amp; Sociedade; 26(92); 753-775","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300003&lang=pt" 
"S0101-73302005000300005-scl","Políticas de regulação e mercantilização da educação: socialização para uma nova cidadania?","Krawczyk, Nora Rut","Educação &amp; Sociedade; 26(92); 799-819","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300005&lang=pt" 
"S0101-73302005000300010-scl","Qualidade negociada: avaliação e contra-regulação na escola pública","Freitas, Luiz Carlos de","Educação &amp; Sociedade; 26(92); 911-933","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300010&lang=pt" 
"S0101-73302005000300015-scl","O ensino fundamental no Brasil: avanços, perplexidades e tendências","Arelaro, Lisete Regina Gomes","Educação &amp; Sociedade; 26(92); 1039-1066","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300015&lang=pt" 
"S0036-46652005000500002-scl","Patients with chronic hepatitis C and normal transaminases","Pereira, Haydée Marina do Valle, Cavalheiro, Norma de Paula, Tengan, Fátima Mitiko, Melo, Carlos Eduardo, Mello, Evandro Sobroza, Barone, Antônio Alci","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 247-251","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500002&lang=pt" 
"S0036-46652005000500003-scl","Antifungal susceptibilities of clinical and environmental isolates of Cryptococcus neoformans in goiânia city, Goiás, Brasil","Souza, Lúcia Kioko Hasimoto, Fernandes, Orionalda de Fátima Lisboa, Kobayashi, Cláudia Castelo Branco Artiaga, Passos, Xisto Sena, Costa, Carolina Rodrigues, Lemos, Janine Aquino, Souza-Júnior, Ary Henrique, Silva, Maria do Rosário Rodrigues","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 253-256","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500003&lang=pt" 
"S0036-46652005000500004-scl","Virulence profile of ten Paracoccidioides brasiliensis isolates: association with morphologic and genetic patterns","Kurokawa, Cilmery S., Lopes, Catalina R., Sugizaki, Maria F., Kuramae, Eiko E., Franco, Marcello F., Peraçoli, Maria T. S.","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 257-262","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500004&lang=pt" 
"S0036-46652005000500007-scl","Co-infection between influenza virus and flagellated bacteria","Mancini, Dalva Assunção Portari, Mendonça, Rita Maria Zucatelli, Dias, Andrea Luppi Fernandes, Mendonça, Ronaldo Zucatelli, Pinto, José Ricardo","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 275-280","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500007&lang=pt" 
"S0036-46652005000500008-scl","St. Louis encephalitis vírus: first isolation from a human in São Paulo state, Brasil","Rocco, Iray M., Santos, Cecília L.S., Bisordi, Ivani, Petrella, Selma M.C.N., Pereira, Luiz E., Souza, Renato P., Coimbra, Terezinha L.M., Bessa, Thirsa A.F., Oshiro, Fabiola M., Lima, Luciana B.Q., Cerroni, Matheus P., Marti, Antonia T., Barbosa, Vera M., Katz, Gizelda, Suzuki, Akemi","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 281-285","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500008&lang=pt" 
"S0036-46652005000500010-scl","Optimization of random amplified polymorphic DNA techniques for use in genetic studies of Cuban triatominae","Fraga, Jorge, Rodriguez, Jinnay, Fuentes, Omar, Fernandez-Calienes, Aymé, Castex, Mayda","Revista do Instituto de Medicina Tropical de São Paulo; 47(5); 295-300","Revista do Instituto de Medicina Tropical de São Paulo","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0036-46652005000500010&lang=pt" 
"S0101-73302005000300014-scl","Políticas de regulação, pesquisa e pedagogia na educação infantil, primeira etapa da educação básica","Faria, Ana Lúcia Goulart de","Educação &amp; Sociedade; 26(92); 1013-1038","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300014&lang=pt" 
"S0104-62762005000200001-scl","Teoria e institucionalização dos sistemas partidários após a terceira onda de democratização","Mainwaring, Scott, Torcal, Mariano","Opinião Pública; 11(2); 249-286","Opinião Pública","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-62762005000200001&lang=pt" 
"S0101-73302005000300009-scl","La escuela en la encrucijada del cambio epocal","Tiramonti, Guillermina","Educação &amp; Sociedade; 26(92); 889-910","Educação &amp; Sociedade","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300009&lang=pt" 
"S0101-73302005000300013-scl","Educação e valores no mundo contemporâneo","Goergen, Pedro","Educação &amp; Sociedade; 26(92); 983-1011","Educação &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302005000300013&lang=pt" 
"S0104-42302005000500014-scl","Respostas autonômicas cardíacas à manobra de tilt em adolescentes obesos","","Revista da Associação Médica Brasileira; 51(5); 255-255","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500014&lang=pt" 
"S0104-42302005000500011-scl","Qual a importância da videohisteroscopia diagnóstica no climatério?","Scaranelo, Anabel Medeiros","Revista da Associação Médica Brasileira; 51(5); 251-252","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500011&lang=pt" 
"S0104-42302005000500013-scl","Atualização baseada em evidências e centrada no paciente","Castro, Luiz Cláudio de, Bernardo, Wanderley Marques","Revista da Associação Médica Brasileira; 51(5); 253-254","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500013&lang=pt" 
"S0104-42302005000500010-scl","Cartas ao leitor","Carneiro, Paulo Cesar Alves","Revista da Associação Médica Brasileira; 51(5); 251-251","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500010&lang=pt" 
"S0104-42302005000500004-scl","A videolaparoscopia na hérnia inguinal deve ser rotineira?","Castro, Osvaldo Antonio Prado, Vincenzi, Rodrigo, El Malat, Hassan Fahd, Ilias, Elias Jirjoss, Kassab, Paulo","Revista da Associação Médica Brasileira; 51(5); 243-243","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500004&lang=pt" 
"S0104-42302005000500012-scl","Homenagem","Didio, Liberato John Alphonse","Revista da Associação Médica Brasileira; 51(5); 252-252","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500012&lang=pt" 
"S0100-879X2005001000004-scl","Linking immunity and hematopoiesis by bone marrow T cell activity","Monteiro, J.P., Bonomo, A.","Brazilian Journal of Medical and Biological Research; 38(10); 1475-1486","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000004&lang=pt" 
"S0100-879X2005001000003-scl","Bone morphogenetic proteins: from structure to clinical use","Granjeiro, J.M., Oliveira, R.C., Bustos-Valenzuela, J.C., Sogayar, M.C., Taga, R.","Brazilian Journal of Medical and Biological Research; 38(10); 1463-1473","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000003&lang=pt" 
"S0100-879X2005001000008-scl","Disintegrins: integrin selective ligands which activate integrin-coupled signaling and modulate leukocyte functions","Barja-Fidalgo, C., Coelho, A.L.J., Saldanha-Gama, R., Helal-Neto, E., Mariano-Oliveira, A., Freitas, M.S. de","Brazilian Journal of Medical and Biological Research; 38(10); 1513-1520","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000008&lang=pt" 
"S0100-879X2005001000006-scl","A connection between extracellular matrix and hormonal signals during the development of the human fetal adrenal gland","Chamoux, E., Otis, M., Gallo-Payet, N.","Brazilian Journal of Medical and Biological Research; 38(10); 1495-1503","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000006&lang=pt" 
"S0100-879X2005001000009-scl","Role of matrix metalloproteinases in the development of airway inflammation and remodeling","Lagente, V., Manoury, B., Nénan, S., Le Quément, C., Martin-Chouly, C., Boichot, E.","Brazilian Journal of Medical and Biological Research; 38(10); 1521-1530","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000009&lang=pt" 
"S0100-879X2005001000010-scl","The prima donna of epigenetics: the regulation of gene expression by DNA methylation","Santos, K.F., Mazzola, T.N., Carvalho, H.F.","Brazilian Journal of Medical and Biological Research; 38(10); 1531-1541","Brazilian Journal of Medical and Biological Research","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2005001000010&lang=pt" 
"S0104-42302005000500008-scl","Abuso e dependência da maconha","Ribeiro, Marcelo, Marques, Ana Cecília Petta Roselli, Laranjeira, Ronaldo, Alves, Hamer Nastasy Palhares, Araújo, Marcelo Ribeiro de, Baltieri, Danilo Antônio, Bernardo, Wanderley Marques, Lagp, Castro, Karniol, Isac Germano, Kerr-Corrêa, Florence, Nicastri, Sérgio, Nobre, Moacyr Roberto Cuce, Oliveira, Reynaldo Ayer de, Romano, Marcos, Seibel, Sérgio Dario, Silva, Cláudio Jerônimo da","Revista da Associação Médica Brasileira; 51(5); 247-249","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500008&lang=pt" 
"S0104-42302005000500006-scl","A via de acesso para o implante mamário de silicone pode alterar a pesquisa do linfonodo sentinela em eventual câncer de mama?","Munhoz, Alexandre Mendonça, Aldrighi, Cláudia Maria Santos, Aldrighi, José Mendes","Revista da Associação Médica Brasileira; 51(5); 244-245","Revista da Associação Médica Brasileira","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302005000500006&lang=pt" 
"S0066-782X2005001700013-scl","Homem de 88 anos de idade com edema agudo dos pulmões, choque cardiogêncio e novo sopro holossistólico de aparecimento recente","Barreto, Fernando Eduardo Cordeiro, Castelli, Jussara Bianchi","Arquivos Brasileiros de Cardiologia; 85(4); 290-294","Arquivos Brasileiros de Cardiologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700013&lang=pt" 
"S0066-782X2005001700010-scl","Proíbo, logo assisto","Grinberg, Max","Arquivos Brasileiros de Cardiologia; 85(4); 283-286","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700010&lang=pt" 
"S0066-782X2005001700012-scl","Embolia pulmonar gordurosa durante cirurgia ortopédica monitorada por ecocardiograma transesofágico","Mansur Filho, João, Almeida Júnior, Gustavo Luiz Gouvêa de, Jorge, José Kezen Camilo, Sá Júnior, Serafin Gomes, Renato, João, Affonseca, Alcino","Arquivos Brasileiros de Cardiologia; 85(4); 289-289","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700012&lang=pt" 
"S0066-782X2005001700009-scl","Tratamento percutâneo da úlcera penetrante de aorta","Carvalho, Gustavo, Machado, Maurício de Nassau, Carvalho, Robson B. de, Leme Neto, Antônio Carvalho","Arquivos Brasileiros de Cardiologia; 85(4); 279-282","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700009&lang=pt" 
"S0066-782X2005001700001-scl","O significado da Sociedade Sul-Americana de Cardiologia","Feitosa, Gilson Soares","Arquivos Brasileiros de Cardiologia; 85(4); 231-232","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700001&lang=pt" 
"S0066-782X2005001700008-scl","Endomiocardiofibrose biventricular associada à amiloidose renal","Ramos Filho, José, Souza, Carlos Alberto Fontes de, Magrini, Enzo, Macedo, Marcelo de, Isolato, Roberto Bauab","Arquivos Brasileiros de Cardiologia; 85(4); 275-278","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700008&lang=pt" 
"S0066-782X2005001700003-scl","Disfunção erétil: um marcador para alterações da perfusão miocárdica?","Ortiz, Juarez, Ortiz, Sergio Tranchesi, Monaco, Claudia Gianini, Yamashita, Cristina Harumi, Moreira, Miriam Cássia Mendes, Monaco, Carlos Alberto F.","Arquivos Brasileiros de Cardiologia; 85(4); 241-246","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700003&lang=pt" 
"S0066-782X2005001700007-scl","Estado da arte do procedimento percutâneo: paciente octogenário submetido com sucesso, em apenas uma sessão, a valvotomia pulmonar, implante de stent coronário e implante de marcapasso definitivo","Pimentel Filho, Wilson Albino, Soares Neto, Milton de Macedo, Cividanis, Gil Vicente, Feijó Júnior, Rubens Vaz","Arquivos Brasileiros de Cardiologia; 85(4); 272-274","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700007&lang=pt" 
"S0066-782X2005001700014-scl","Ablação por cateter da fibrilação atrial: técnicas e resultados","Scanavacca, Mauricio Ibrahim, Sosa, Eduardo","Arquivos Brasileiros de Cardiologia; 85(4); 295-301","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700014&lang=pt" 
"S0066-782X2005001700011-scl","Revascularização do miocárdio sem circulação extracorpórea","Buffolo, Enio","Arquivos Brasileiros de Cardiologia; 85(4); 287-288","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700011&lang=pt" 
"S0066-782X2005001700015-scl","Correção","","Arquivos Brasileiros de Cardiologia; 85(4); 302-302","Arquivos Brasileiros de Cardiologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001700015&lang=pt" 
