"S0104-026X2014000200021-scl","Masculinidades e ressignificações","Corseuil, Anelise R.","Revista Estudos Feministas; 22(2); 689-691","Revista Estudos Feministas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200021&lang=pt" 
"S1983-80422014000200010-scl","Limitação de esforço terapêutico na pessoa com lesão encefálica grave","Gomes, Henrique de Alencar, Almeida, Mônica Adelaide, Matoso, Terezinha Valéria Ferreira, Viana, Maria Angélica Assunção, Rezende, Maria Bernadete Cardoso, Bento, Maíza Ângela Ferreira, Guimarães, Tatiane Santos Fonseca, Alcântara, Sabrina Vilane de Oliveira, Demétrio Júnior, Ary, Silva, Ana Paula Gomes Costa, Moreira, Cibele Renata de Paula, Albergaria, Daniela Simplício Vieira, Coutinho, Marília Káthya, Medeiros, Marli, Souza, Roseli Melo Silva de, Dumont, Polianna Cristina Pires","Revista Bioética; 22(2); 282-290","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200010&lang=pt" 
"S1983-80422014000200013-scl","Construção e validação do instrumento &quot;Inventário de problemas éticos na atenção primária em saúde&quot;","Junges, José Roque, Zoboli, Elma Lourdes Campos Pavone, Patussi, Marcos Paschoal, Schaefer, Rafaela, Della Nora, Carlise Rigon","Revista Bioética; 22(2); 309-317","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200013&lang=pt" 
"S1983-80422014000200012-scl","Questões éticas referentes às preferências do paciente em cuidados paliativos","Abreu, Carolina Becker Bueno de, Fortes, Paulo Antonio de Carvalho","Revista Bioética; 22(2); 299-308","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200012&lang=pt" 
"S1983-80422014000200015-scl","Compreensão e legibilidade do termo de consentimento livre e esclarecido em pesquisas clínicas","Rodrigues Filho, Eurípedes, Prado, Mauro Machado do, Prudente, Cejane Oliveira Martins","Revista Bioética; 22(2); 325-336","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200015&lang=pt" 
"S1983-80422014000200014-scl","Declaração de óbito: preenchimento pelo corpo clínico de um hospital universitário","Lucena, Luan, Cagliari, Gustavo Henrique Bocalon, Tanaka, Julio, Bonamigo, Elcio Luiz","Revista Bioética; 22(2); 318-324","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200014&lang=pt" 
"S1983-80422014000200019-scl","Reflexões bioéticas sobre a eutanásia a partir de caso paradigmático","Santos, Daniel Abreu, Almeida, Eduardo Robatto Plessim de, Silva, Felipe Freire da, Andrade, Layo Henrique Carvalho, Azevêdo, Leandro Anton de, Neves, Nedy Maria Branco Cerqueira","Revista Bioética; 22(2); 367-372","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200019&lang=pt" 
"S1983-80422014000200018-scl","Distanásia e ortotanásia: práticas médicas sob a visão de um hospital particular","Silva, José Antônio Cordero da, Souza, Luis Eduardo Almeida de, Silva, Luísa Carvalho, Teixeira, Renan Kleber Costa","Revista Bioética; 22(2); 358-366","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200018&lang=pt" 
"S1983-80422014000200002-scl","El deber moral de los estados y ciudadanos de preservar la sustentabilidad","Pfeiffer, María Luisa","Revista Bioética; 22(2); 203-212","Revista Bioética","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200002&lang=pt" 
"S1983-80422014000200003-scl","Bioética na América Latina: desafio ao poder hegemônico","Porto, Dora","Revista Bioética; 22(2); 213-224","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200003&lang=pt" 
"S1983-80422014000200004-scl","Uma genealogia imunitária: a bioética e a busca da autoconservação humana","Pyrrho, Monique","Revista Bioética; 22(2); 225-233","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200004&lang=pt" 
"S1983-80422014000200005-scl","El paciente como &quot;texto&quot; según Ricoeur: implicaciones en bioética","Rosas Jiménez, Carlos Alberto","Revista Bioética; 22(2); 234-240","Revista Bioética","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200005&lang=pt" 
"S0104-026X2014000200008-scl","Género y patrimonio: las pro-mujeres de Capilla del Señor","Pérez Winter, Cecilia","Revista Estudos Feministas; 22(2); 543-561","Revista Estudos Feministas","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200008&lang=pt" 
"S0104-026X2014000200004-scl","Ironia e discurso feminino","Kempinska, Olga Donata Guerizoli","Revista Estudos Feministas; 22(2); 465-476","Revista Estudos Feministas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200004&lang=pt" 
"S0104-026X2014000200005-scl","A produção da maternidade nos discursos de incentivo à amamentação","Cadoná, Eliane, Strey, Marlene Neves","Revista Estudos Feministas; 22(2); 477-499","Revista Estudos Feministas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200005&lang=pt" 
"S0104-026X2014000200006-scl","Las políticas de seguridad y el abordaje de la perspectiva de género en Buenos Aires","Pereiro, Jesica","Revista Estudos Feministas; 22(2); 501-520","Revista Estudos Feministas","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200006&lang=pt" 
"S0104-026X2014000200007-scl","Cor, classe, gênero: aprendizado sexual e relações de domínio","Corossacz, Valeria Ribeiro","Revista Estudos Feministas; 22(2); 521-542","Revista Estudos Feministas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200007&lang=pt" 
"S0104-026X2014000200015-scl","Un bosquejo del feminismo/s peruano/s: los múltiples desafíos","Barrientos Silva, Violeta, Muñoz Cabrejo, Fanni","Revista Estudos Feministas; 22(2); 637-645","Revista Estudos Feministas","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200015&lang=pt" 
"S0104-026X2014000200014-scl","La idea feminista de la política desde el Sur global","Cypriano, Breno Henrique Ferreira","Revista Estudos Feministas; 22(2); 627-635","Revista Estudos Feministas","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200014&lang=pt" 
"S0104-026X2014000200013-scl","Políticas de lo mínimo: genealogías coloniales en los mapas del Sur","Bidaseca, Karina, Sierra, Marta","Revista Estudos Feministas; 22(2); 617-625","Revista Estudos Feministas","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200013&lang=pt" 
"S0104-026X2014000200012-scl","El sexo y la norma: frente estatal, patriarcado, desposesión, colonidad","Segato, Rita Laura","Revista Estudos Feministas; 22(2); 593-616","Revista Estudos Feministas","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200012&lang=pt" 
"S0104-026X2014000200010-scl","Tecelãs da existência","Freire, Ida Mara","Revista Estudos Feministas; 22(2); 565-584","Revista Estudos Feministas","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-026X2014000200010&lang=pt" 
"S1983-80422014000200016-scl","Reflexões sobre questões morais na relação de indígenas com os serviços de saúde","Pontes, Ana Lucia de Moura, Garnelo, Luiza, Rego, Sergio","Revista Bioética; 22(2); 337-346","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200016&lang=pt" 
"S1983-80422014000200017-scl","Problemas bioéticos na Estratégia Saúde da Família: reflexões necessárias","Vidal, Selma Vaz, Motta, Luís Cláudio de Souza, Gomes, Andréia Patrícia, Siqueira-Batista, Rodrigo","Revista Bioética; 22(2); 347-357","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200017&lang=pt" 
"S0213-12852014000400005-esp","Cambios histopatológicos de la mucosa bucal de ratas expuestas al humo de cigarrillos","Flete Estrada, A., Cáribas, A., Payares, G., Villarroel-Dorrego, M.","Avances en Odontoestomatología; 30(4); 219-225","Avances en Odontoestomatología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852014000400005&lang=pt" 
"S0213-12852014000400002-esp","Comparación de dos técnicas en el manejo quirúrgico de la recesión radicular utilizando matriz dérmica acelular: reporte de un caso","Juárez Membreño, I.A.","Avances en Odontoestomatología; 30(4); 187-194","Avances en Odontoestomatología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852014000400002&lang=pt" 
"S0213-12852014000400003-esp","Relación entre calidad de vida relacionada con la salud oral, pérdida dental y prótesis removible en adultos mayores de 50 años derechohabientes del IMSS","Bellamy Ortiz, C.l., Moreno Altamirano, A.","Avances en Odontoestomatología; 30(4); 195-203","Avances en Odontoestomatología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852014000400003&lang=pt" 
"S0213-12852014000400001-esp","","","Avances en Odontoestomatología; 30(4); 185-185","Avances en Odontoestomatología","Espanhol","2014","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-12852014000400001&lang=pt" 
"S1983-80422014000200009-scl","Bioética de intervenção e pedagogia da libertação: aproximações possíveis","Santos, Ivone L., Shimizu, Helena E., Garrafa, Volnei","Revista Bioética; 22(2); 271-281","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200009&lang=pt" 
"S1983-80422014000200007-scl","Castração química em casos de pedofilia: considerações bioéticas","Maia, Thais Meirelles de Sousa, Seidl, Eliane Maria Fleury","Revista Bioética; 22(2); 252-261","Revista Bioética","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-80422014000200007&lang=pt" 
"S0103-90162014000400012-scl","Soil respiration in cucumber field under crop rotation in solar greenhouse","Liang, Yinli, Bai, Caihong, Mu, Lan, Zhou, Maojuan","Scientia Agricola; 71(4); 337-341","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400012&lang=pt" 
"S0103-90162014000400011-scl","Composition of pectic polysaccharides in a Portuguese apple (Malus domestica Borkh. cv Bravo de Esmolfe)","Silva, Ana S., Nunes, Claudia, Coimbra, Manuel A., Guido, Luís F.","Scientia Agricola; 71(4); 331-336","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400011&lang=pt" 
"S0103-90162014000400010-scl","Spectral indices for the detection of salinity effects in melon plants","Hernández, Encarni I., Melendez-Pastor, Ignacio, Navarro-Pedreño, Jose, Gómez, Ignacio","Scientia Agricola; 71(4); 324-330","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400010&lang=pt" 
"S0325-00752014000400012-arg","Shock séptico en la Unidad de Cuidados Intensivos: terapéutica avanzada, inmunoparálisis y genómica. Estado del arte","Arriagada S., Daniela, Donoso F., Alejandro, Cruces R., Pablo, Díaz R., Franco","Archivos argentinos de pediatría; 112(4); 358-365","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400012&lang=pt" 
"S0325-00752014000400013-arg","Ginandroblastoma multiloculado, negativo para CD99 en una niña de 12 años: caso clínico","Sierra-Avendaño, Jairo Alonso, García-Pino, Ricardo, Pérez-García, Gabriel Eduardo","Archivos argentinos de pediatría; 112(4); e142-e146","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400013&lang=pt" 
"S0325-00752014000400010-arg","Tratamiento de la epilepsia refractaria con dieta de Atkins modificada","Vaccarezza, María Magdalena, Toma, Marisol Vanesa, Ramos Guevara, Juan David, Diez, Cecilia Griselda, Agosta, Guillermo Eduardo","Archivos argentinos de pediatría; 112(4); 348-351","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400010&lang=pt" 
"S0325-00752014000400011-arg","Diecinueve años de vigilancia de enfermedad invasiva neumocócica en un hospital pediátrico de Mendoza, Argentina","Abate, Héctor José, Falaschi, Andrea, Balbi, Laura, García, Beatriz","Archivos argentinos de pediatría; 112(4); 352-357","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400011&lang=pt" 
"S0325-00752014000400016-arg","Fístula nefrobronquial en paciente pediátrico: caso clínico","Arriagada S., Daniela, Donoso F., Alejandro, Cruces R., Pablo, Verdugo B., Jaime","Archivos argentinos de pediatría; 112(4); e156-e159","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400016&lang=pt" 
"S0325-00752014000400017-arg","Liquen escleroso vulvar en la infancia. Reporte de un caso en una niña con síndrome de Turner","Ocampo, Dolores, González, Verónica","Archivos argentinos de pediatría; 112(4); e160-e162","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400017&lang=pt" 
"S0325-00752014000400014-arg","Inmunodeficiencia combinada con compromiso cutáneo asociada a mutación en DOCK8","Cantisano, Claudio, Díaz, Héctor, Balbaryski, Jeanette, Oleastro, Matías, Quiroz, Héctor, Gaddi, Eduardo","Archivos argentinos de pediatría; 112(4); e147-e151","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400014&lang=pt" 
"S0325-00752014000400015-arg","Infecciones graves por Staphylococcus aureus: características clínicas, sensibilidad antibiótica y uso de antimicrobianos. Serie de casos","Ves Losada, Juan Eduardo, Graziano, Ana Paula, De Abreu, Maximiliano, Blanco, Miriam, Frutos, Lorena, Tula, Lucas, Montali, Cesar, García Munitis, Pablo","Archivos argentinos de pediatría; 112(4); e152-e155","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400015&lang=pt" 
"S0325-00752014000400018-arg","Pileflebitis en pediatria","Degano, Lucas Alberto, El Kik, Soraya Anis, Rizzi, Ana","Archivos argentinos de pediatría; 112(4); e163-e166","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400018&lang=pt" 
"S0325-00752014000400019-arg","El niño con hipertransaminasemia: ¿cómo continuar?","Costaguta, Alejandro, Álvarez, Fernando","Archivos argentinos de pediatría; 112(4); 369-374","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400019&lang=pt" 
"S0325-00752014000400003-arg","Estado nutricional y presión arterial de adolescentes escolares","Cossio-Bolaños, Marco, Cossio-Bolaños, Wilbert, Menacho, Adriana Araya, Gómez Campos, Rossana, Silva, Yuri Muniz da, Abella, Carlos Pablos, de Arruda, Miguel","Archivos argentinos de pediatría; 112(4); 302-307","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400003&lang=pt" 
"S0325-00752014000400002-arg","Medio siglo de la Sociedad Latinoamericana de Investigación Pediátrica","Guimarey, Luis, Ferrero, Fernando","Archivos argentinos de pediatría; 112(4); 300-301","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400002&lang=pt" 
"S0325-00752014000400005-arg","Estudio de seroprevalencia de coqueluche en adultos jóvenes, mujeres en puerperio inmediato y sangre del cordón umbilical","Fallo, Aurelia, Manonelles, Gabriela, Hozbor, Daniela, Lara, Claudia, Huespe, Miguel, Mazzeo, Silvina, Canle, Oscar, Galas, Marcelo, López, Eduardo","Archivos argentinos de pediatría; 112(4); 315-322","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400005&lang=pt" 
"S0325-00752014000400004-arg","Evolución clínica en recién nacidos con presunción de sepsis nosocomial tratados con cefazolina o vancomicina: estudio de no inferioridad, aleatorizado, controlado","Ceriani Cernadas, José M, Fernández Jonusas, Silvia, Márquez, Maritza, Garsd, Armando, Mariani, Gonzalo","Archivos argentinos de pediatría; 112(4); 308-314","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400004&lang=pt" 
"S0325-00752014000400007-arg","Meningitis neumocócica: experiencia de 12 años en un hospital pediátrico, previa a la inmunización universal con vacuna conjugada","Berberian, Griselda, Pérez, M. Guadalupe, Epelbaum, Carolina, Ceinos, María del Carmen, Lopardo, Horacio, Rosanova, María Teresa","Archivos argentinos de pediatría; 112(4); 332-336","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400007&lang=pt" 
"S0325-00752014000400006-arg","Prevención de infecciones respiratorias en jardines maternales: recomendaciones y revisión sistemática de la evidencia","Serra, María Elina","Archivos argentinos de pediatría; 112(4); 323-331","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400006&lang=pt" 
"S0325-00752014000400008-arg","Evaluación nutricional y de tensión arterial en niños de dos escuelas de población vulnerable de Cutral Co y Plaza Huincul: estudio cuantitativo y cualitativo","Sapag, Martín, Dioverti, Carolina, Paramio, Lorena, Petronace, Ana, Rao, Florencia, Aroca, Alejandra, Figueroa, Sonia, Llancaqueo, Roberto, Mussin, Carolina, Shell, Gabriela, Tapia, Leonardo, Parola, Jorgelina","Archivos argentinos de pediatría; 112(4); 337-344","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400008&lang=pt" 
"S0325-00752014000400023-arg","Correo de la SAP","","Archivos argentinos de pediatría; 112(4); e167-e174","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400023&lang=pt" 
"S0325-00752014000400022-arg","Nevus de Becker","Husein-ElAhmed, Husein","Archivos argentinos de pediatría; 112(4); 391-392","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400022&lang=pt" 
"S0325-00752014000400021-arg","Actualización del consenso sobre constancia de salud del niño y del adolescente para la realización de actividades físicas y/o deportivas","","Archivos argentinos de pediatría; 112(4); 383-390","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400021&lang=pt" 
"S0325-00752014000400020-arg","Normas de categorización, organización y funcionamiento de las Unidades de Cuidados Intensivos e Intermedios Pediátricos en los establecimientos asistenciales: parte II: Unidad de Cuidados Intensivos Pediátricos Nivel 2 - Unidad de Reanimación - Unidad de Cuidados Intermedios Pediátricos","","Archivos argentinos de pediatría; 112(4); 375-382","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400020&lang=pt" 
"S0325-00752014000400026-arg","Cartas al editor","","Archivos argentinos de pediatría; 112(4); e191-e191","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400026&lang=pt" 
"S0325-00752014000400025-arg","Enfoques socioculturales de la alimentación: Lecturas para el equipo de salud","Abeyá Gilardon, Enrique O","Archivos argentinos de pediatría; 112(4); e190-e190","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400025&lang=pt" 
"S0325-00752014000400024-arg","Archivos hace 75 años","","Archivos argentinos de pediatría; 112(4); e175-e189","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400024&lang=pt" 
"S0325-00752014000400001-arg","La tecnologia medica como objeto de la etica","Ceriani Cernadas, José M","Archivos argentinos de pediatría; 112(4); 298-299","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400001&lang=pt" 
"S0325-00752014000400009-arg","¿Existe una relación entre la gastroenteritis rotavirus positivo y los grupos sanguíneos ABO? Estudio retrospectivo de cohorte","Bekdas, Mervan, Demircioglu, Fatih, Bilir Goksugur, Sevil, Kucukbayrak, Beyhan, Kismet, Erol","Archivos argentinos de pediatría; 112(4); 345-347","Archivos argentinos de pediatría","Espanhol","2014","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0325-00752014000400009&lang=pt" 
"S0103-90162014000400003-scl","Impact of castor meal on root-knot and free-living nematodes","Ritzinger, Cecilia Helena Silvino Prata, De Ley, Paul, Ploeg, Antoon Teunis, McSorley, Robert, Tandingan De Ley, Irma","Scientia Agricola; 71(4); 274-280","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400003&lang=pt" 
"S0103-90162014000400002-scl","Pork loin two-toning and drip loss in relation to steak cross-section anatomical position, plasma and exudate glucose","Ramos, Patricia Maloso, Delgado, Eduardo Francisquine","Scientia Agricola; 71(4); 266-273","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400002&lang=pt" 
"S0103-90162014000400001-scl","Genetic parameters and trends of morphometric traits of GIFT tilapia under selection for weight gain","Reis Neto, Rafael Vilhena, Oliveira, Carlos Antônio Lopes de, Ribeiro, Ricardo Pereira, Freitas, Rilke Tadeu Fonseca de, Allaman, Ivan Bezerra, Oliveira, Sheila Nogueira de","Scientia Agricola; 71(4); 259-265","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400001&lang=pt" 
"S0103-90162014000400007-scl","Methods of soil organic carbon determination in Brazilian savannah soils","Sato, Juliana Hiromi, Figueiredo, Cícero Célio de, Marchão, Robélio Leandro, Madari, Beáta Emöke, Benedito, Luiz Eduardo Celino, Busato, Jader Galba, Souza, Diego Mendes de","Scientia Agricola; 71(4); 302-308","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400007&lang=pt" 
"S0103-90162014000400006-scl","Carbon sequestration in clay and silt fractions of Brazilian soils under conventional and no-tillage systems","Reis, Cecília Estima Sacramento dos, Dick, Deborah Pinheiro, Caldas, Jennifer da Silva, Bayer, Cimélio","Scientia Agricola; 71(4); 292-301","Scientia Agricola","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162014000400006&lang=pt" 
