"S0120-62302010000200013-col","Técnica robusta de marca de agua basada en normalización de imágenes","Hernández, Manuel Cedillo, Nakano Miyatake, Mariko, Pérez Meana, Héctor","Revista Facultad de Ingeniería Universidad de Antioquia; (52); 147-160","Revista Facultad de Ingeniería Universidad de Antioquia","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-62302010000200013&lang=pt" 
"S0001-37652010000100016-scl","Electro-osmosis in kaolinite with pH-dependent surface charge modelling by homogenization","Lima, Sidarta A., Murad, Marcio A., Moyne, Christian, Stemmelen, Didier","Anais da Academia Brasileira de Ciências; 82(1); 223-242","Anais da Academia Brasileira de Ciências","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652010000100016&lang=pt" 
"S0001-37652010000100017-scl","Interpretation of the stiffness and permeability of Sand-Kaolin mixtures in the framework of homogenization","Boutin, Claude, Kacprzak, Gregory, Doanh, Thiep","Anais da Academia Brasileira de Ciências; 82(1); 243-260","Anais da Academia Brasileira de Ciências","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652010000100017&lang=pt" 
"S0100-879X2010000300016-scl","Correction","Iwama, A.M., Andrade, G.N., Shima, P., Tanni, S.E., Godoy, I., Dourado, V.Z.","Brazilian Journal of Medical and Biological Research; 43(3); 324-324","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300016&lang=pt" 
"S0100-879X2010000300012-scl","Highly sensitive C-reactive protein and male gender are independently related to the severity of coronary disease in patients with metabolic syndrome and an acute coronary event","Monteiro, C.M.C., Pinheiro, L.F., Izar, M.C., Barros, S.W., Vasco, M.B., Fischer, S.M., Povoa, R.M., Brandão, S.A., Santos, A.O., Oliveira, L., Carvalho, A.C., Fonseca, F.A.H.","Brazilian Journal of Medical and Biological Research; 43(3); 297-302","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300012&lang=pt" 
"S0100-879X2010000300001-scl","Implications of infectious diseases and the adrenal hypothesis for the etiology of childhood acute lymphoblastic leukemia","Azevedo-Silva, F., Camargo, B.de, Pombo-de-Oliveira, M.S.","Brazilian Journal of Medical and Biological Research; 43(3); 226-229","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300001&lang=pt" 
"S0100-879X2010000300004-scl","Water extracts of cabbage and kale inhibit ex vivo H2O2-induced DNA damage but not rat hepatocarcinogenesis","Horst, M.A., Ong, T.P., Jordão Jr., A.A., Vannucchi, H., Moreno, F.S., Lajolo, F.M.","Brazilian Journal of Medical and Biological Research; 43(3); 242-248","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300004&lang=pt" 
"S0100-879X2010000300002-scl","Climatic changes: what if the global increase of CO2 emissions cannot be kept under control?","Barreto de Castro, L.A.","Brazilian Journal of Medical and Biological Research; 43(3); 230-233","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300002&lang=pt" 
"S0100-879X2010000300015-scl","Hypomagnesemia is a risk factor for nonrecovery of renal function and mortality in AIDS patients with acute kidney injury","Biagioni Santos, M.S., Seguro, A.C., Andrade, L.","Brazilian Journal of Medical and Biological Research; 43(3); 316-323","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300015&lang=pt" 
"S0100-879X2010000300006-scl","Genetic polymorphism of alcohol-metabolizing enzyme and alcohol dependence in Polish men","Cichoż-Lach, H., Celiński, K., Wojcierowski, J., Słomka, M., Lis, E.","Brazilian Journal of Medical and Biological Research; 43(3); 257-261","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300006&lang=pt" 
"S0100-879X2010000300007-scl","cDNA and deduced primary structure of basic phospholipase A2 with neurotoxic activity from the venom secretion of the Crotalus durissus collilineatus rattlesnake","Fagundes, F.H.R., Oliveira, M., Huancahuire-Vega, S., Romero-Vargas, F.F., Ponce-Soto, L.A., Marangoni, S.","Brazilian Journal of Medical and Biological Research; 43(3); 262-270","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300007&lang=pt" 
"S0100-879X2010000300008-scl","Growth inhibitory effect and Chk1-dependent signaling involved in G2/M arrest on human gastric cancer cells induced by diallyl disulfide","Ling, H., Wen, L., Ji, X.X., Tang, Y.L., He, J., Tan, H., Xia, H., Zhou, J.G., Su, Q.","Brazilian Journal of Medical and Biological Research; 43(3); 271-278","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300008&lang=pt" 
"S0100-879X2010000300003-scl","Proteoliposomes as matrix vesicles&#039; biomimetics to study the initiation of skeletal mineralization","Simão, A.M.S., Yadav, M.C., Ciancaglini, P., Millán, J.L.","Brazilian Journal of Medical and Biological Research; 43(3); 234-241","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300003&lang=pt" 
"S0100-879X2010000300013-scl","Radioiodine plus recombinant human thyrotropin do not cause acute airway compression and are effective in reducing multinodular goiter","Albino, C.C., Graf, H., Paz-Filho, G., Diehl, L.A., Olandoski, M., Sabbag, A., Buchpiguel, C.","Brazilian Journal of Medical and Biological Research; 43(3); 303-309","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300013&lang=pt" 
"S0100-879X2010000300014-scl","Cardiac and pulmonary alterations in symptomatic and asymptomatic dogs infectednaturally with Leishmania (Leishmania) chagasi","Alves, G.B.B., Pinho, F.A., Silva, S.M.M.S., Cruz, M.S.P., Costa, F.A.L.","Brazilian Journal of Medical and Biological Research; 43(3); 310-315","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300014&lang=pt" 
"S0100-879X2010000300009-scl","Glucocorticoids, master modulators of the thymic catecholaminergic system?","Pilipović, I., Kosec, D., Radojević, K., Perišić, M., Pešić, V., Stojić-Vukanić, Z., Leposavi, G.","Brazilian Journal of Medical and Biological Research; 43(3); 279-284","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300009&lang=pt" 
"S0100-879X2010000300010-scl","Effect of escitalopram on the processing of emotional faces","Alves-Neto, W.C., Guapo, V.G., Graeff, F.G., Deakin, J.F.W., Del-Ben, C.M.","Brazilian Journal of Medical and Biological Research; 43(3); 285-289","Brazilian Journal of Medical and Biological Research","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2010000300010&lang=pt" 
"S1807-76922010000100007-scl","Contribution of expatriates in the management of subsidiaries to the corporate governance of international firms: the case of vale","Macedo-Soares, T. Diana L. van Aduard de, Schubsky, Adriana Maria Gutierrez","BAR - Brazilian Administration Review; 7(1); 98-114","BAR - Brazilian Administration Review","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922010000100007&lang=pt" 
"S2011-75822010000100008-col","Actinomicosis abdominal y pélvica: reto diagnóstico y quirúrgico para el cirujano general","Merchán, Jorge, Gómez, Hernán","Revista Colombiana de Cirugía; 25(1); 56-60","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100008&lang=pt" 
"S2011-75822010000100005-col","Pólipos de la vesícula","Hoyos, Sergio Iván, Sierra, Elsy Cristina","Revista Colombiana de Cirugía; 25(1); 37-41","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100005&lang=pt" 
"S2011-75822010000100004-col","¿Es la diabetes mellitus tipo 2 una enfermedad de tratamiento quirúrgico?","Rosero, Germán","Revista Colombiana de Cirugía; 25(1); 27-36","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100004&lang=pt" 
"S2011-75822010000100007-col","Diverticulosis del yeyuno: complicaciones y manejo: reporte de caso y revisión de la literatura","Pedraza, Néstor Fabián, Roa, Alberto","Revista Colombiana de Cirugía; 25(1); 48-55","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100007&lang=pt" 
"S2011-75822010000100006-col","Ruptura esplénica espontánea asociada a linfoma periférico de células T, presentación de un caso y revisión de la literatura: Case presentation and literature review","Gómez, Carlos, Pava, Rafael, Salazar, Alejandro, Sanclemente, Nathalia","Revista Colombiana de Cirugía; 25(1); 42-47","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100006&lang=pt" 
"S2011-75822010000100001-col","De serendipia al tratamiento quirúrgico de la diabetes mellitus tipo II","Quiroz, Fernando","Revista Colombiana de Cirugía; 25(1); 14-16","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100001&lang=pt" 
"S2011-75822010000100003-col","Presentación inicial de las pacientes con diagnóstico de cáncer de seno en el Centro Javeriano de Oncología, Hospital Universitario San Ignacio","Angarita, Fernando Andrés, Acuña, Sergio Andrés, Torregrosa, Lilian, Tawil, Mauricio, Ruiz, Álvaro J","Revista Colombiana de Cirugía; 25(1); 19-26","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100003&lang=pt" 
"S2011-75822010000100002-col","La Academia Nacional de Medicina se pronuncia sobre la Emergencia Social, la medicina y la salud","Malagón Londoño, Gustavo","Revista Colombiana de Cirugía; 25(1); 17-18","Revista Colombiana de Cirugía","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822010000100002&lang=pt" 
"S0102-05362010000100008-scl","Consórcio couve-coentro em cultivo orgânico e sua influência nas populações de joaninhas","Resende, André Luis S, Viana, Abraão José da S, Oliveira, Rafael J, Aguiar-Menezes, Elen de L, Ribeiro, Raul de LD, Ricci, Marta dos SF, Guerra, José Guilherme M","Horticultura Brasileira; 28(1); 41-46","Horticultura Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362010000100008&lang=pt" 
"S0102-05362010000100013-scl","Análise de crescimento de gérbera de vaso conduzida em diferentes substratos","Ludwig, Fernanda, Guerrero, Amaralina C, Fernandes, Dirceu M, Villas Boas, Roberto L","Horticultura Brasileira; 28(1); 70-74","Horticultura Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362010000100013&lang=pt" 
"S0102-05362010000100024-scl","Atributos de hortaliças sob a ótica de consumidores: estudo de caso do pimentão no Distrito Federal","Onoyama, Silvia S, Reifschneider, Francisco José B, Moita, Antônio Williams, Souza, Geraldo da S e","Horticultura Brasileira; 28(1); 124-132","Horticultura Brasileira","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362010000100024&lang=pt" 
"S0102-76382010000100006-scl","Conceitos de física básica que todo cirurgião cardiovascular deve saber: parte I - mecânica dos fluídos","Oliveira, Marcos Aurélio Barboza de, Alves, Fernanda Tomé, Silva, Marcos Vinícius Pinto e, Croti, Ulisses Alexandre, Godoy, Moacir Fernandes de, Braile, Domingo Marcolino","Brazilian Journal of Cardiovascular Surgery; 25(1); 1-10","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100006&lang=pt" 
"S0102-76382010000100007-scl","Avaliação do EuroSCORE como preditor de mortalidade em cirurgia cardíaca valvar no Instituto do Coração de Pernambuco","Andrade, Isaac Newton Guimarães, Moraes Neto, Fernando Ribeiro de, Oliveira, João Paulo Segundo de Paiva, Silva, Igor Tiago Correia, Andrade, Tamyris Guimarães, Moraes, Carlos Roberto Ribeiro de","Brazilian Journal of Cardiovascular Surgery; 25(1); 11-18","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100007&lang=pt" 
"S0102-76382010000100008-scl","Mediastinite no pós-operatório de cirurgia cardiovascular: análise de 1038 cirurgias consecutivas","Sá, Michel Pompeu Barros de Oliveira, Silva, Débora Oliveira, Lima, Érika Nibbering de Souza, Lima, Ricardo de Carvalho, Silva, Frederico Pires Vasconcelos, Rueda, Fábio Gonçalves de, Escobar, Rodrigo Renda de, Cavalcanti, Paulo Ernando Ferraz","Brazilian Journal of Cardiovascular Surgery; 25(1); 19-24","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100008&lang=pt" 
"S0102-76382010000100009-scl","Mortalidade hospitalar na cirurgia de reconstrução da via de saída do ventrículo direito com homeonxerto pulmonar","Lenzi, Andrea Weirich, Miyague, Nelson Itiro, Ferreira, Wanderley Saviolo, Sallum, Fabio Said","Brazilian Journal of Cardiovascular Surgery; 25(1); 25-31","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100009&lang=pt" 
"S0102-76382010000100010-scl","Uso de nifedipina e incidência de lesão renal aguda em pós-operatório de cirurgia de revascularização do miocárdio com CEC","Passaroni, Andréia Cristina, Silva, Marcos Augusto de Moraes, Martins, Antônio Sérgio, Kochi, Ana Cláudia","Brazilian Journal of Cardiovascular Surgery; 25(1); 32-37","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100010&lang=pt" 
"S0102-76382010000100012-scl","Avaliação inicial da ablação operatória biatrial por radiofrequência de fibrilação atrial","Breda, João Roberto, Ragognette, Ricardo Gitti, Breda, Ana Silvia Castaldi Ragognetti, Gurian, Danilo Bortolloto, Horiuti, Louise, Machado, Leandro Neves, Freitas, Andréa Cristina de Oliveira, Pires, Adilson Casemiro","Brazilian Journal of Cardiovascular Surgery; 25(1); 45-50","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100012&lang=pt" 
"S0102-76382010000100013-scl","Inflamação sistêmica causada pela periodontite crônica em pacientes vítimas de ataque cardíaco isquêmico agudo","Oliveira, Fernando José de, Vieira, Reinaldo Wilson, Coelho, Otávio Rizzi, Petrucci, Orlando, Oliveira, Pedro Paulo Martins de, Antunes, Nilson, Oliveira, Ivone Pires F. de, Antunes, Edson","Brazilian Journal of Cardiovascular Surgery; 25(1); 51-58","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100013&lang=pt" 
"S0102-76382010000100014-scl","Efeitos da ultrafiltração modificada na função pulmonar e necessidade de hemotransfusão em pacientes submetidos à revascularização do miocárdio","Torina, Anali Galluce, Petrucci, Orlando, Oliveira, Pedro Paulo Martins de, Severino, Elaine Soraya Barbosa de Oliveira, Vilarinho, Karlos Alexandre de Souza, Lavagnoli, Carlos Fernando Ramos, Blotta, Maria Heloisa, Vieira, Reinaldo Wilson","Brazilian Journal of Cardiovascular Surgery; 25(1); 59-65","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100014&lang=pt" 
"S0102-76382010000100015-scl","Aortic root reconstruction through valve-sparing operation: critical analysis of 11 years of follow-up","Dias, Ricardo Ribeiro, Mejia, Omar V, Carvalho JR, Edemir V, Lage, Diogo O. C, Dias, Altamiro Ribeiro, Pomerantzeff, Pablo M. A, Mady, Charles, Stolf, Noedir A. G","Brazilian Journal of Cardiovascular Surgery; 25(1); 66-72","Brazilian Journal of Cardiovascular Surgery","Inglês","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100015&lang=pt" 
"S0102-76382010000100016-scl","Efeito da atividade física de lazer no prognóstico da cirurgia de revascularização do miocárdio","Nery, Rosane Maria, Barbisan, Juarez Neuhaus","Brazilian Journal of Cardiovascular Surgery; 25(1); 73-78","Brazilian Journal of Cardiovascular Surgery","Inglês, Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382010000100016&lang=pt" 
