"S1519-69842007000200019-scl","The defensive strike of five species of lanceheads of the genus Bothrops (Viperidae)","Araújo, MS., Martins, M.","Brazilian Journal of Biology; 67(2); 327-332","Brazilian Journal of Biology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842007000200019&lang=pt" 
"S1519-69842007000200021-scl","Hook selectivity of the pacu Piaractus mesopotamicus (Holmberg, 1887) in the Pantanal, the state of Mato Grosso do Sul, Brazil","Peixer, J., Petrere Jr., M.","Brazilian Journal of Biology; 67(2); 339-345","Brazilian Journal of Biology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842007000200021&lang=pt" 
"S1519-69842007000200023-scl","Relationships among growth and different NOR phenotypes in a specific stock of rainbow trout (Oncorhynchus mykiss)","Porto-Foresti, F., Oliveira, C., Tabata, YA., Rigolino, MG., Foresti, F.","Brazilian Journal of Biology; 67(2); 355-361","Brazilian Journal of Biology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842007000200023&lang=pt" 
"S1519-69842007000200003-scl","Composition and intra-annual variation of the macroinfauna in the estuarine zone of the Pando Stream (Uruguay)","Passadore, C., Giménez, L., Acuña, A.","Brazilian Journal of Biology; 67(2); 197-202","Brazilian Journal of Biology","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842007000200003&lang=pt" 
"S1130-01082007000500010-esp","Paniculitis mesentérica: experiencia en nuestro centro","Delgado Plasencia, L., Rodríguez Ballester, L., López-Tomassetti Fernández, E. M., Hernández Morales, A., Carrillo Pallarés, A., Hernández Siverio, N.","Revista Española de Enfermedades Digestivas; 99(5); 291-297","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500010&lang=pt" 
"S1130-01082007000500001-esp","¿Cómo se comporta la hepatitis autoinmune en los niños?","Ruiz Extremera, A., Salmerón, J.","Revista Española de Enfermedades Digestivas; 99(5); 249-254","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500001&lang=pt" 
"S1130-01082007000500004-esp","Nutrición enteral total vs. nutrición parenteral total en pacientes con pancreatitis aguda grave","Casas, M., Mora, J., Fort, E., Aracil, C., Busquets, D., Galter, S., Jáuregui, C. E., Ayala, E., Cardona, D., Gich, , Farré, A.","Revista Española de Enfermedades Digestivas; 99(5); 264-269","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500004&lang=pt" 
"S1130-01082007000500008-esp","Carcinoide biliar intrahepático","Jiménez, R., Beguiristain, A., Ruiz-Montesinos, I., Villar, F., Medrano, M. A., Garnateo, F., Echenique Elizondo, M.","Revista Española de Enfermedades Digestivas; 99(5); 287-288","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500008&lang=pt" 
"S1130-01082007000500014-esp","Aspectos relacionados con la dieta sin gluten en la enfermedad celiaca","Huguet Malavés, J. M., Medina Chuliá, E.","Revista Española de Enfermedades Digestivas; 99(5); 301-302","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500014&lang=pt" 
"S1130-01082007000500009-esp","Masa abdominal palpable","Garnateo, F., Beguiristain, A., Jiménez, R., Medrano, M. A., Ruiz, I., Villar, J. M., Irureta, I., Arteaga, X., Sota, M.","Revista Española de Enfermedades Digestivas; 99(5); 289-290","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500009&lang=pt" 
"S1130-01082007000500016-esp","Absceso hepático piógeno como manifestación inicial de un adenocarcinoma silente de colon","Fernández Ruiz, M., Guerra Vales, J. M., Castelbón Fernández, F. J., Llenas García, J.","Revista Española de Enfermedades Digestivas; 99(5); 303-305","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500016&lang=pt" 
"S1130-01082007000500005-esp","Primary MALT lymphomas of the stomach: A pathological study of 18 cases","Venizelos, I., Tamiolakis, D., Lambropoulou, M., Bolioti, S., Nikolaidou, S., Alexiadis, G., Papadopoulos, N.","Revista Española de Enfermedades Digestivas; 99(5); 270-274","Revista Española de Enfermedades Digestivas","Inglês","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500005&lang=pt" 
"S1130-01082007000500002-esp","Hepatitis autoinmune en la edad pediátrica","García Romero, R., Martín de Carpi, J., Bernal Cuartas, C., Pinillos Pisón, S., Varea Calderón, V.","Revista Española de Enfermedades Digestivas; 99(5); 255-258","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500002&lang=pt" 
"S1130-01082007000500012-esp","Lipomas submucosos de colon","Pastor, C., Valentí, V., Poveda, I., Martí, P., Zozaya, G., Baixauli, J., Hernández-Lizoain, J. L.","Revista Española de Enfermedades Digestivas; 99(5); 299-300","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500012&lang=pt" 
"S1130-01082007000500007-esp","Ascitis y síndrome constitucional en una mujer de 70 años","Muñoz Codoceo, C., Pérez Carreras, M., Garrido Ruiz, M., Martínez González, M. A., Ulloa Márquez, E., Yela San Bernardino, C., Solís Herruzo, J. A.","Revista Española de Enfermedades Digestivas; 99(5); 280-286","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500007&lang=pt" 
"S1130-01082007000500015-esp","Obstrucción intestinal por metástasis en íleon terminal de carcinoma mamario lobulillar","Jiménez Rodríguez, R. M., Galindo Galindo, A., Bermejo Navas, A., Bernardos García, C., Sousa Vaquero, J. M., Palacios González, C., Prendes Sillero, E.","Revista Española de Enfermedades Digestivas; 99(5); 302-303","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500015&lang=pt" 
"S1130-01082007000500017-esp","Leukemoid reaction in pseudomembranous colitis","Lin, CH, Chou, MH, Liu, CT, Tsai, YC, Chuang, CH, Yu, JC","Revista Española de Enfermedades Digestivas; 99(5); 305-306","Revista Española de Enfermedades Digestivas","Inglês","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500017&lang=pt" 
"S1130-01082007000500011-esp","Ecoendoscopia o ultrasonografía endoscópica","Vázquez Sequeiros, E., Levy, M. J.","Revista Española de Enfermedades Digestivas; 99(5); 298-298","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500011&lang=pt" 
"S1130-01082007000500013-esp","Hiperplasia linfoide nodular hepática: Pseudolinfoma hepático","Jiménez, R., Beguiristain, A., Ruiz-Montesinos, I., Villar, F., Medrano, M. A., Garnateo, F., Vaquero, J., Echenique Elizondo, M.","Revista Española de Enfermedades Digestivas; 99(5); 300-301","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500013&lang=pt" 
"S1130-01082007000500003-esp","Lesiones hepáticas sugestivas de angioma en pacientes con hepatopatía crónica","Repiso, A., Gómez Rodríguez, R., González de Frutos, C., Artaza, T. de, Sánchez Ruano, J. J., Pérez Grueso, M. J., Martínez Potenciano, J. L.","Revista Española de Enfermedades Digestivas; 99(5); 259-263","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500003&lang=pt" 
"S1130-01082007000500006-esp","Cambios en la etiología, resultados y características de los pacientes con hemorragia digestiva aguda grave a lo largo del periodo 1999-2005","Garrido, A., Márquez, J. L., Guerrero, F. J., Leo, E., Pizarro, M. A., Trigo, C.","Revista Española de Enfermedades Digestivas; 99(5); 275-279","Revista Española de Enfermedades Digestivas","Espanhol","2007","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-01082007000500006&lang=pt" 
"S0872-81782007000300003-prt","Notas (Notes?) do Vento que Passa","Macedo, Guilherme","Jornal Português de Gastrenterologia; 14(3); 141-142","Jornal Português de Gastrenterologia","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782007000300003&lang=pt" 
"S0872-81782007000300004-prt","Esófago Negro Associado a Infecção por Candida Albicans, Aspergillus e Actinomyces","Ferreira, S., Claro, I., Sousa, R., Vitorino, E., Lage, P., Chaves, P., Fernandes, A., Leitão, C. Nobre","Jornal Português de Gastrenterologia; 14(3); 143-146","Jornal Português de Gastrenterologia","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782007000300004&lang=pt" 
"S0872-81782007000300005-prt","Diabetes Mellitus após Terapêutica com Peginterferão-Alfa 2ª para Hepatite Viral C Crónica","Osório, M. J., Iurescu, L., Bagulho, L., Marques, C., Esteves, J., Almeida, J., Matias, T.","Jornal Português de Gastrenterologia; 14(3); 147-149","Jornal Português de Gastrenterologia","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782007000300005&lang=pt" 
"S0872-81782007000300007-prt","Oclusão Intestinal por Bezoar Resolvida com Coca-Cola®","Ramos, R., Herrera, M., Hervias, D., Duarte, P., Vicente, C., Casteleiro, C.","Jornal Português de Gastrenterologia; 14(3); 153-154","Jornal Português de Gastrenterologia","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782007000300007&lang=pt" 
"S0872-81782007000300008-prt","Remoção de Corpo Estranho Esofágico com Recurso a Laser","Areia, M., Ferreira, M., Souto, P., Gouveia, H., Leitão, M. C.","Jornal Português de Gastrenterologia; 14(3); 155-156","Jornal Português de Gastrenterologia","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-81782007000300008&lang=pt" 
"S0873-65292007000200001-prt","Editorial","Guerreiro, Maria das Dores","Sociologia, Problemas e Práticas; (54); 7-7","Sociologia, Problemas e Práticas","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200001&lang=pt" 
"S0873-65292007000200002-prt","Como abordar as políticas culturais autárquicas? Uma hipótese de roteiro","Silva, Augusto Santos","Sociologia, Problemas e Práticas; (54); 11-33","Sociologia, Problemas e Práticas","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200002&lang=pt" 
"S0873-65292007000200003-prt","The trajectory of the morphogenetic approach: An account in the first-person","Archer, Margaret S.","Sociologia, Problemas e Práticas; (54); 35-47","Sociologia, Problemas e Práticas","Inglês","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200003&lang=pt" 
"S0873-65292007000200004-prt","Do fado ao tango: A emigração portuguesa para a Região Platina","Carreiras, Helena, Malamud, Andrés, Padilla, Beatriz, Xavier, Maria, Bussola, Diego","Sociologia, Problemas e Práticas; (54); 49-73","Sociologia, Problemas e Práticas","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200004&lang=pt" 
"S0873-65292007000200005-prt","Género e espaço rural: O caso de uma aldeia alentejana","Carmo, Renato Miguel do","Sociologia, Problemas e Práticas; (54); 75-100","Sociologia, Problemas e Práticas","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200005&lang=pt" 
"S0873-65292007000200006-prt","Desenvolvimento e mudança paradigmática na Madeira: Atitudes sociais sobre ambiente","Freitas, André","Sociologia, Problemas e Práticas; (54); 101-125","Sociologia, Problemas e Práticas","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200006&lang=pt" 
"S0873-65292007000200007-prt","Old and new family policies: The perspective of relational sociology","Donati, Pierpaolo","Sociologia, Problemas e Práticas; (54); 127-159","Sociologia, Problemas e Práticas","Inglês","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200007&lang=pt" 
"S0873-65292007000200008-prt","O encaixe das rodas dentadas: A investigação do terrorismo jihadista em Portugal","Vegar, José","Sociologia, Problemas e Práticas; (54); 163-181","Sociologia, Problemas e Práticas","Português","2007","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0873-65292007000200008&lang=pt" 
"S0716-09172007000100001-chl","ON SOME INFINITESIMAL AUTOMORPHISMS OF RIEMANNIAN FOLIATION","CHAOUCH, MOHAMET AlÍ, TORKI - HAMZA, NABILA","Proyecciones (Antofagasta); 26(1); 01-25","Proyecciones (Antofagasta)","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172007000100001&lang=pt" 
"S0716-09172007000100002-chl","UNIFORM CONVERGENCE OF MULTIPLIER CONVERGENT SERIES","SWARTZ, CHARLES","Proyecciones (Antofagasta); 26(1); 27-35","Proyecciones (Antofagasta)","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172007000100002&lang=pt" 
"S0716-09172007000100004-chl","ON WREATH PRODUCT OF PERMUTATION GROUPS","IBRAHIM, A. A, AUDU, M. S","Proyecciones (Antofagasta); 26(1); 73-90","Proyecciones (Antofagasta)","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172007000100004&lang=pt" 
"S0716-09172007000100005-chl","ASYMPTOTICS FOR SECOND ORDER DELAYED DIFFERENTIAL EQUATIONS","CASTILLO, SAMUEL, PINTO, MANUEL","Proyecciones (Antofagasta); 26(1); 91-103","Proyecciones (Antofagasta)","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172007000100005&lang=pt" 
"S0716-09172007000100006-chl","MAXWELL REVISITED","SÁINZ, NORBERTO","Proyecciones (Antofagasta); 26(1); 105-142","Proyecciones (Antofagasta)","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172007000100006&lang=pt" 
"S0716-09172007000100003-chl","ABOUT DECAY OF SOLUTION OF THE WAVE EQUATION WITH DISSIPATION","CORTES, LUIS, SANTIAGO, YOLANDA","Proyecciones (Antofagasta); 26(1); 37-71","Proyecciones (Antofagasta)","Inglês","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0716-09172007000100003&lang=pt" 
"S0250-71612007000100001-chl","El enigma de la contraurbanización: Fenómeno empírico y concepto caótico","Ferrás, Carlos","EURE (Santiago); 33(98); 5-25","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100001&lang=pt" 
"S0250-71612007000100002-chl","A região metropolitana de São Paulo: reestruturacao, re-espacializaçao e novas funções","Campolina Diniz, Clélio, Campolina, Bernardo","EURE (Santiago); 33(98); 27-43","EURE (Santiago)","Português","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100002&lang=pt" 
"S0250-71612007000100003-chl","Dinámicas metropolitanas en la era de la globalización: la promoción inmobiliaria para empresas en la ciudad de São Paulo, Brasil","Bernardes da Silva, Adriana, Castillo, Ricardo","EURE (Santiago); 33(98); 45-56","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100003&lang=pt" 
"S0250-71612007000100004-chl","¿Se acabó el suelo en la gran ciudad?: Las nuevas periferias metropolitanas de la vivienda social en Santiago de Chile","Hidalgo Dattwyler, Rodrigo","EURE (Santiago); 33(98); 57-75","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100004&lang=pt" 
"S0250-71612007000100005-chl","Nuevas centralidades y prácticas de consumo en la Ciudad de México: del microcomercio al hipermercado","Duhau, Emilio, Giglia, Angela","EURE (Santiago); 33(98); 77-95","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100005&lang=pt" 
"S0250-71612007000100006-chl","Explorando las limitaciones del nuevo regionalismo en las políticas de la Unión Europea: Una perspectiva latinoamericana","Ramiro Fernández, Víctor","EURE (Santiago); 33(98); 97-118","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100006&lang=pt" 
"S0250-71612007000100007-chl","La importancia de los clusters para la competitividad de las PYME en una economía global","Capó-Vicedo, Josep, Expósito-Langa, Manuel, Masiá-Buades, Enrique","EURE (Santiago); 33(98); 119-133","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100007&lang=pt" 
"S0250-71612007000100008-chl","Quito: Imagen urbana, espacio público, memoria e identidad Córdova Montufar, Marco Quito: Ed. TRAMA (2006)","Carrión M, Fernando","EURE (Santiago); 33(98); 135-137","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100008&lang=pt" 
"S0250-71612007000100009-chl","La Condición Urbana. La ciudad a la hora de la mundialización Olivier Mongin Buenos Aires: Editorial Paidós. Serie Espacios del Saber N°58 (2006)","Link L, Felipe","EURE (Santiago); 33(98); 138-141","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100009&lang=pt" 
"S0250-71612007000100010-chl","Sociedades movedizas: pasos hacia una antropología de las calles Manuel Delgado Barcelona: Ed. Anagrama (2007)","Pagliai Fuentes, César A","EURE (Santiago); 33(98); 141-144","EURE (Santiago)","Espanhol","2007","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0250-71612007000100010&lang=pt" 
"S1020-49892007000400006-spa","Colesterol não-HDL em escolares de 7 a 17 anos de idade em um município brasileiro","Seki, Matiko Okabe, Matsuo, Tiemi, Seki, Mario","Revista Panamericana de Salud Pública; 21(5); 307-312","Revista Panamericana de Salud Pública","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400006&lang=pt" 
"S1020-49892007000400012-spa","Nuestras comunidades bacterianas internas","","Revista Panamericana de Salud Pública; 21(5); 330-331","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400012&lang=pt" 
"S1020-49892007000400014-spa","Adaptación al español de una escala de evaluación del miedo a la muerte","","Revista Panamericana de Salud Pública; 21(5); 332-333","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400014&lang=pt" 
"S1020-49892007000400009-spa","Nueva vacuna cuadrivalente contra el papilomavirus humano","","Revista Panamericana de Salud Pública; 21(5); 328-329","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400009&lang=pt" 
"S1020-49892007000400010-spa","Cuatro colaboradoras en la metástasis del cáncer mamario","","Revista Panamericana de Salud Pública; 21(5); 329-329","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400010&lang=pt" 
"S1020-49892007000400002-spa","Risk factors for asthma and cough among Hispanic children in the southwestern United States of America, 2003-2004","Gonzales, Melissa, Malcoe, Lorraine H., Myers, Orrin B., Espinoza, Judith","Revista Panamericana de Salud Pública; 21(5); 274-281","Revista Panamericana de Salud Pública","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400002&lang=pt" 
"S1020-49892007000400003-spa","Relação entre as causas de morte evitáveis por atenção à saúde e a implementação do Sistema Único de Saúde no Brasil","Abreu, Daisy Maria Xavier de, César, Cibele Comini, França, Elisabeth Barboza","Revista Panamericana de Salud Pública; 21(5); 282-291","Revista Panamericana de Salud Pública","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400003&lang=pt" 
"S1020-49892007000400005-spa","Eficacia del Plan de Cinco Días para Dejar de Fumar en una ciudad de Argentina","Alfaro, Mariana Elizabeth, Simi, Marcelo Ricardo","Revista Panamericana de Salud Pública; 21(5); 301-306","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400005&lang=pt" 
"S1020-49892007000400007-spa","Validación mexicana de la escala MOS-HIV de calidad de vida en pacientes infectados por el VIH","Peña de León, Edilberto, Aguilar Gaytán, Sandra Socorro, Suárez Mendoza, Aldo Antonio, Reyes Terán, Gustavo","Revista Panamericana de Salud Pública; 21(5); 313-319","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400007&lang=pt" 
"S1020-49892007000400011-spa","La salud de las poblaciones olvidadas de América Latina","","Revista Panamericana de Salud Pública; 21(5); 330-330","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400011&lang=pt" 
"S1020-49892007000400013-spa","Frecuencia de los síntomas de menopausia y riesgos asociados en Ecuador","","Revista Panamericana de Salud Pública; 21(5); 331-332","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400013&lang=pt" 
"S1020-49892007000400001-spa","Una red para promover sistemas de salud basados en la atención primaria de salud en la Región de las Américas","Herrera Vázquez, María Magdalena, Rodríguez Ávila, Nuria, Nebot Adell, Carme, Montenegro, Hernán","Revista Panamericana de Salud Pública; 21(5); 261-273","Revista Panamericana de Salud Pública","Espanhol","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400001&lang=pt" 
"S1020-49892007000400008-spa","Gender and health inequalities among adolescents and adults in Brazil, 1998","Barata, Rita Barradas, Almeida, Márcia Furquim de, Montero, Cláudia Valencia, Silva, Zilda Pereira da","Revista Panamericana de Salud Pública; 21(5); 320-327","Revista Panamericana de Salud Pública","Inglês","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1020-49892007000400008&lang=pt" 
"S0100-204X2007000500020-scl","BRS 1015: nova cultivar de milho para o Sul do Brasil","Emygdio, Beatriz Marti, Teixeira, Mauro César Celaro, Acosta, Adão","Pesquisa Agropecuária Brasileira; 42(5); 755-757","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000500020&lang=pt" 
"S0100-204X2007000500012-scl","Estabilidade fenotípica de genótipos de algodoeiro no Estado do Mato Grosso","Hoogerheide, Eulália Soler Sobreira, Farias, Francisco José Correia, Vencovsky, Roland, Freire, Elêusio Curvêlo","Pesquisa Agropecuária Brasileira; 42(5); 695-698","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000500012&lang=pt" 
"S0100-204X2007000500007-scl","Nematofauna fitopatogênica de sementes comerciais de forrageiras tropicais","Marchi, Carlos Eduardo, Fernandes, Celso Dornelas, Borges, Caroline Tchatcha, Santos, Jaime Maia dos, Jerba, Vanessa de Fátima, Trentin, Renata Aline, Guimarães, Luciana Roberta de Araújo","Pesquisa Agropecuária Brasileira; 42(5); 655-660","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000500007&lang=pt" 
