"S1517-45222015000100222-scl","Flexibilização do Trabalho e Mobilidade Geográfica nas Forças Armadas","Monteiro, Rosa, Oliveira, Sónia, Daniel, Fernanda","Sociologias; 17(38); 222-253","Sociologias","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-45222015000100222&lang=pt" 
"S2341-45452015000200004-prt","Endoscopic Submucosal Dissection of Gastric Superficial Lesions: Predictors for Time of Procedure in a Portuguese Center","Ribeiro-Mourão, Francisco, Veloso, Nuno, Dinis-Ribeiro, Mário, Pimentel-Nunes, Pedro","GE-Portuguese Journal of Gastroenterology; 22(2); 52-60","GE-Portuguese Journal of Gastroenterology","Inglês","2015","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S2341-45452015000200004&lang=pt" 
"S0102-86502015000400235-scl","Action of hyperbaric oxygenation in the rat skin flap","Rech, Fabricio Valandro, Fagundes, Anna Luiza Negrini, Simões, Ricardo Santos, Florencio-Silva, Rinaldo, Sasso, Gisela Rodrigues da Silva, Taha, Murched Omar, Fagundes, Djalma José","Acta Cirurgica Brasileira; 30(4); 235-241","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015000400235&lang=pt" 
"S0102-86502015000400296-scl","Biocompatibility of the bacterial cellulose hydrogel in subcutaneous tissue of rabbits","Pita, Pedro Celso de Castro, Pinto, Flávia Cristina Morone, Lira, Mariana Montenegro de Melo, Melo, Francisco de Assis Dutra, Ferreira, Lydia Masako, Aguiar, José Lamartine de Andrade","Acta Cirurgica Brasileira; 30(4); 296-300","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015000400296&lang=pt" 
"S0102-86502015000400301-scl","Structural study of endopelvic fascia in prostates of different weights. Anatomic study applied to radical prostatectomy","Julio Junior, Helce Riberio, Costa, Suelen Freitas, Costa, Waldemar Silva, Sampaio, Francisco Jose Barcellos, Favorito, Luciano Alves","Acta Cirurgica Brasileira; 30(4); 301-305","Acta Cirurgica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-86502015000400301&lang=pt" 
"S0102-311X2015000400661-spa","O Brasil precisa de um sistema nacional de vigilância de óbito por tuberculose?","Bierrenbach, Ana Luiza, Selig, Lia","Cadernos de Saúde Pública; 31(4); 661-662","Cadernos de Saúde Pública","Inglês, Português, Espanhol","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015000400661&lang=pt" 
"S0102-311X2015000400663-spa","O capital estrangeiro e a privatização do sistema de saúde brasileiro","Scheffer, Mário","Cadernos de Saúde Pública; 31(4); 663-666","Cadernos de Saúde Pública","Inglês, Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015000400663&lang=pt" 
"S0102-311X2015000400891-spa","MEDICAL ANTHROPOLOGY AT THE INTERSECTIONS: HISTORIES, ACTIVISMS, AND FUTURES","Iriart, Jorge Alberto Bernstein","Cadernos de Saúde Pública; 31(4); 891-892","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015000400891&lang=pt" 
"S0102-311X2015000400885-spa","Validity of pre and post-term birth rates based on the date of last menstrual period compared to early obstetric ultrasonography","Medeiros, Maria Nilza Lima, Cavalcante, Nádia Carenina Nunes, Mesquita, Fabrício José Alencar, Batista, Rosângela Lucena Fernandes, Simões, Vanda Maria Ferreira, Cavalli, Ricardo de Carvalho, Cardoso, Viviane Cunha, Bettiol, Heloisa, Barbieri, Marco Antonio, Silva, Antônio Augusto Moura da","Cadernos de Saúde Pública; 31(4); 885-890","Cadernos de Saúde Pública","Inglês","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015000400885&lang=pt" 
"S0102-311X2015000400815-scl","Prevalência de violência física por parceiro íntimo em homens e mulheres de Florianópolis, Santa Catarina, Brasil: estudo de base populacional","Lindner, Sheila Rubia, Coelho, Elza Berger Salema, Bolsoni, Carolina Carvalho, Rojas, Paulo Fernando, Boing, Antonio Fernando","Cadernos de Saúde Pública; 31(4); 815-826","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400815&lang=pt" 
"S0102-311X2015000400893-spa","CONHECIMENTO, INOVAÇÃO E COMUNICAÇÃO EM SERVIÇOS DE SAÚDE","Bastos, Francisco I.","Cadernos de Saúde Pública; 31(4); 893-894","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015000400893&lang=pt" 
"S0102-311X2015000400777-scl","Energy intake underreporting of adults in a household survey: the impact of using a population specific basal metabolic rate equation","Souza, Danielle Ribeiro de, Anjos, Luiz Antonio, Wahrlich, Vivian, Vasconcellos, Mauricio Teixeira Leite de","Cadernos de Saúde Pública; 31(4); 777-786","Cadernos de Saúde Pública","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400777&lang=pt" 
"S0102-311X2015000400827-scl","Quality of life of mothers whose children work on the streets of São Paulo, Brazil","Cavalcante-Nóbrega, Luciana Porto, Mello, Andrea Feijó, Maciel, Mariana Rangel, Cividanes, Giuliana Cláudia, Fossaluza, Victor, Mari, Jair Jesus, Mello, Marcelo Feijó","Cadernos de Saúde Pública; 31(4); 827-836","Cadernos de Saúde Pública","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400827&lang=pt" 
"S0102-311X2015000400837-scl","El significado del capital social &quot;individual&quot; en diabéticos receptores de cuidado en un contexto urbano colombiano","Martínez-Herrera, Eliana, Moreno-Mattar, Ornella, Dover, Robert V. H.","Cadernos de Saúde Pública; 31(4); 837-849","Cadernos de Saúde Pública","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400837&lang=pt" 
"S0102-311X2015000400733-scl","Prevalência de depressão em bombeiros","Lima, Eduardo de Paula, Assunção, Ada Ávila, Barreto, Sandhi Maria","Cadernos de Saúde Pública; 31(4); 733-743","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400733&lang=pt" 
"S0102-311X2015000400861-scl","Descentralização das ações de vigilância epidemiológica em Pernambuco, Brasil","Albuquerque, Ana Coelho de, Mota, Eduardo Luiz Andrade, Felisberto, Eronildo","Cadernos de Saúde Pública; 31(4); 861-873","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400861&lang=pt" 
"S0102-311X2015000400874-scl","Tipos de configuração familiar e condições de saúde física e psicológica em idosos","Rabelo, Doris Firmino, Neri, Anita Liberalesso","Cadernos de Saúde Pública; 31(4); 874-884","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400874&lang=pt" 
"S0102-311X2015000400663-scl","O capital estrangeiro e a privatização do sistema de saúde brasileiro","Scheffer, Mário","Cadernos de Saúde Pública; 31(4); 663-666","Cadernos de Saúde Pública","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400663&lang=pt" 
"S0102-311X2015000400885-scl","Validity of pre and post-term birth rates based on the date of last menstrual period compared to early obstetric ultrasonography","Medeiros, Maria Nilza Lima, Cavalcante, Nádia Carenina Nunes, Mesquita, Fabrício José Alencar, Batista, Rosângela Lucena Fernandes, Simões, Vanda Maria Ferreira, Cavalli, Ricardo de Carvalho, Cardoso, Viviane Cunha, Bettiol, Heloisa, Barbieri, Marco Antonio, Silva, Antônio Augusto Moura da","Cadernos de Saúde Pública; 31(4); 885-890","Cadernos de Saúde Pública","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400885&lang=pt" 
"S0102-311X2015000400891-scl","MEDICAL ANTHROPOLOGY AT THE INTERSECTIONS: HISTORIES, ACTIVISMS, AND FUTURES","Iriart, Jorge Alberto Bernstein","Cadernos de Saúde Pública; 31(4); 891-892","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400891&lang=pt" 
"S0102-311X2015000400893-scl","CONHECIMENTO, INOVAÇÃO E COMUNICAÇÃO EM SERVIÇOS DE SAÚDE","Bastos, Francisco I.","Cadernos de Saúde Pública; 31(4); 893-894","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400893&lang=pt" 
"S0102-311X2015000400661-scl","O Brasil precisa de um sistema nacional de vigilância de óbito por tuberculose?","Bierrenbach, Ana Luiza, Selig, Lia","Cadernos de Saúde Pública; 31(4); 661-662","Cadernos de Saúde Pública","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400661&lang=pt" 
"S0102-311X2015000400787-scl","Autoavaliação do estado de saúde e fatores associados: um estudo em trabalhadores bancários","Petarli, Glenda Blaser, Salaroli, Luciane Bresciani, Bissoli, Nazaré Souza, Zandonade, Eliana","Cadernos de Saúde Pública; 31(4); 787-799","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400787&lang=pt" 
"S0102-311X2015000400682-spa","Consumo de cafeína durante a gestação e transtorno de déficit de atenção e hiperatividade (TDAH): uma revisão sistemática da literatura","Silva, Bianca Del Ponte da, Anselmi, Luciana, Schmidt, Vera, Santos, Iná S.","Cadernos de Saúde Pública; 31(4); 682-690","Cadernos de Saúde Pública","Português","2015","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2015000400682&lang=pt" 
"S0102-311X2015000400755-scl","Costo económico de la discapacidad causada por lesiones de tránsito en México durante 2012","Sánchez-Vallejo, Patricia G., Pérez-Núñez, Ricardo, Heredia-Pi, Ileana","Cadernos de Saúde Pública; 31(4); 755-766","Cadernos de Saúde Pública","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400755&lang=pt" 
"S0102-311X2015000400744-scl","Hospitalizations of children due to primary health care sensitive conditions in Pernambuco State, Northeast Brazil","Carvalho, Suzana Costa, Mota, Eduardo, Dourado, Inês, Aquino, Rosana, Teles, Carlos, Medina, Maria Guadalupe","Cadernos de Saúde Pública; 31(4); 744-754","Cadernos de Saúde Pública","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400744&lang=pt" 
"S0102-311X2015000400767-scl","Violência e sofrimento social no itinerário de travestis de Santa Maria, Rio Grande do Sul, Brasil","Souza, Martha Helena Teixeira de, Malvasi, Paulo, Signorelli, Marcos Claudio, Pereira, Pedro Paulo Gomes","Cadernos de Saúde Pública; 31(4); 767-776","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400767&lang=pt" 
"S0102-311X2015000400709-scl","Do que morrem os pacientes com tuberculose: causas múltiplas de morte de uma coorte de casos notificados e uma proposta de investigação de causas presumíveis","Rocha, Marli Souza, Oliveira, Gisele Pinto de, Aguiar, Fernanda Pinheiro, Saraceni, Valéria, Pinheiro, Rejane Sobrino","Cadernos de Saúde Pública; 31(4); 709-721","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400709&lang=pt" 
"S0102-311X2015000400701-scl","Validade e fidedignidade de uma escala para avaliar autoeficácia para a atividade física do idoso","Borges, Rossana Arruda, Rech, Cassiano Ricardo, Meurer, Simone Teresinha, Benedetti, Tânia Rosane Bertoldo","Cadernos de Saúde Pública; 31(4); 701-708","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400701&lang=pt" 
"S0102-311X2015000400850-scl","Mortality from Alzheimer&#039;s disease in Brazil, 2000-2009","Teixeira, Jane Blanco, Souza Junior, Paulo Roberto Borges de, Higa, Joelma, Theme Filha, Mariza Miranda","Cadernos de Saúde Pública; 31(4); 850-860","Cadernos de Saúde Pública","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400850&lang=pt" 
"S0102-311X2015000400722-scl","The perceptions of medical researchers on qualitative methodologies","Taquette, Stella Regina, Minayo, Maria Cecília de Souza, Rodrigues, Adriana de Oliveira","Cadernos de Saúde Pública; 31(4); 722-732","Cadernos de Saúde Pública","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400722&lang=pt" 
"S0102-311X2015000400667-scl","Efectividad del ejercicio físico en la fatiga de pacientes con cáncer durante el tratamiento activo: revisión sistemática y metaanálisis","Meneses-Echávez, Jose Francisco, González-Jiménez, Emilio, Correa-Bautista, Jorge Enrique, Valle, Jacqueline Schmidt-Río, Ramírez-Vélez, Robinson","Cadernos de Saúde Pública; 31(4); 667-681","Cadernos de Saúde Pública","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400667&lang=pt" 
"S0102-311X2015000400800-scl","An evaluation of quality of life and its determinants among people living with HIV/AIDS from Southern Brazil","Passos, Susane Müller Klug, Souza, Luciano Dias de Mattos","Cadernos de Saúde Pública; 31(4); 800-814","Cadernos de Saúde Pública","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400800&lang=pt" 
"S0102-311X2015000400682-scl","Consumo de cafeína durante a gestação e transtorno de déficit de atenção e hiperatividade (TDAH): uma revisão sistemática da literatura","Silva, Bianca Del Ponte da, Anselmi, Luciana, Schmidt, Vera, Santos, Iná S.","Cadernos de Saúde Pública; 31(4); 682-690","Cadernos de Saúde Pública","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400682&lang=pt" 
"S0102-311X2015000400691-scl","Uso de la herramienta Google Trends para estimar la incidencia de enfermedades tipo influenza en Argentina","Orellano, Pablo Wenceslao, Reynoso, Julieta Itatí, Antman, Julián, Argibay, Osvaldo","Cadernos de Saúde Pública; 31(4); 691-700","Cadernos de Saúde Pública","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2015000400691&lang=pt" 
"S2007-33642015000100169-mex","Stemming the tide: progress towards resolving the causes of decline and implementing management responses for the disappearing mammal fauna of northern Australia","Ziembicki, Mark R., Woinarski, John C. Z., Webb, Jonathan K., Vanderduys, Eric, Tuft, Katherine, Smith, James, Ritchie, Euan G., Reardon, Terry B., Radford, Ian J., Preece, Noel, Perry, Justin, Murphy, Brett P., McGregor, Hugh, Legge, Sarah, Leahy, Lily, Lawes, Michael J., Kanowski, John, Johnson, Chris N., James, Alex, Griffiths, Anthony D., Gillespie, Graeme, Frank, Anke S.K., Fisher, Alaric, Burbidge, Andrew A.","Therya; 6(1); 169-225","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100169&lang=pt" 
"S2007-33642015000100227-mex","Distribución, abundancia y amenazas a las poblaciones de tapir centroamericano (&lt;bold&gt;Tapirus bairdii&lt;/bold&gt;) y pecarí de labios blancos (&lt;bold&gt;Tayassu pecari&lt;/bold&gt;) en México","Naranjo, Eduardo J., Amador-Alcalá, Saúl A., Falconi-Briones, Fredy A., Reyna-Hurtado, Rafael A.","Therya; 6(1); 227-249","Therya","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100227&lang=pt" 
"S2007-33642015000100043-mex","Riqueza, distribución y conservación de los topos y las musarañas (Mammalia, Eulipotyphla) de México","Guevara, Lázaro, Cervantes, Fernando A., Sánchez-Cordero, Víctor","Therya; 6(1); 43-68","Therya","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100043&lang=pt" 
"S2007-33642015000100123-mex","Conservation conflicts involving mammals in Europe","Delibes-Mateos, Miguel","Therya; 6(1); 123-137","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100123&lang=pt" 
"S2007-33642015000100069-mex","African bats: Conservation in the time of Ebola","Guyton, Jennifer A., Brook, Cara E.","Therya; 6(1); 69-88","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100069&lang=pt" 
"S2007-33642015000100001-mex","Mammalian conservation: scientific frontiers and socio-political pitfalls","Lidicker, William Z.","Therya; 6(1); 1-10","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100001&lang=pt" 
"S2007-33642015000100103-mex","How can scientific researches change conservation priorities? A review of decade-long research on blind mole-rats (Rodentia: Spalacinae) in the Carpathian Basin","Csorba, Gábor, Krivek, Gabriella, Sendula, Tímea, Homonnay, Zalán G., Hegyeli, Zsolt, Sugár, Szilárd, Farkas, János, Stojnić, Nikola, Németh, Attila","Therya; 6(1); 103-121","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100103&lang=pt" 
"S2007-33642015000100011-mex","State of knowledge and conservation of endangered and critically endangered lagomorphs worldwide","Lorenzo, Consuelo, Rioja-Paradela, Tamara M., Carrillo-Reyes, Arturo","Therya; 6(1); 11-30","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100011&lang=pt" 
"S2007-33642015000100251-mex","Interacciones humano-oso andino &lt;bold&gt;Tremarctos ornatus&lt;/bold&gt; en el Perú: consumo de cultivos y depredación de ganado","Figueroa, Judith","Therya; 6(1); 251-278","Therya","Espanhol","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100251&lang=pt" 
"S2007-33642015000100031-mex","Ecotourism as a multidisciplinary conservation approach in Africa","Cheung, Hubert","Therya; 6(1); 31-41","Therya","Inglês","2015","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S2007-33642015000100031&lang=pt" 
"S0104-87752015000100303-scl","A América portuguesa e os sistemas atlânticos na época moderna: monarquia pluricontinental e Antigo Regime","Conceição, Helida Santos","Varia Historia; 31(55); 303-306","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100303&lang=pt" 
"S0104-87752015000100307-scl","Medo, reverência, terror: Quatros ensaios de iconografia política","Rabelo, Elson de Assis","Varia Historia; 31(55); 307-311","Varia Historia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100307&lang=pt" 
"S0104-87752015000100287-scl","Where the Negroes Are Masters: An African Port in the Era of the Slave Trade","Silva Jr., Carlos da","Varia Historia; 31(55); 287-290","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100287&lang=pt" 
"S0104-87752015000100299-scl","1964: o golpe que derrubou um presidente, pôs fim ao regime democrático e instituiu a ditadura no Brasil","Montenegro, Antonio Torres","Varia Historia; 31(55); 299-306","Varia Historia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100299&lang=pt" 
"S0104-87752015000100291-scl","Oração e memórias na Academia das Ciências de Lisboa: Introdução e coordenação editorial de José Alberto Silva","Ferreira, Breno Ferraz Leal","Varia Historia; 31(55); 291-294","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100291&lang=pt" 
"S0104-87752015000100295-scl","Os vultos da nação. Fábrica de heróis e formação dos brasileiros","Cezar, Temístocles","Varia Historia; 31(55); 295-298","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100295&lang=pt" 
"S0104-87752015000100015-scl","Por uma nova história da Igreja medieval","Miatello, André Luis Pereira","Varia Historia; 31(55); 15-19","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100015&lang=pt" 
"S0104-87752015000100221-scl","O que se fala e o que se escreve: Produção de presença e consciência histórica em uma família negra no litoral norte do Rio Grande do Sul.","Weimer, Rodrigo de Azevedo","Varia Historia; 31(55); 221-251","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100221&lang=pt" 
"S0104-87752015000100009-scl","Editorial","Duarte, Regina Horta, Duarte, Regina Horta","Varia Historia; 31(55); 9-11","Varia Historia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100009&lang=pt" 
"S0103-33522015000200007-scl","Apresentação: Feminismo e antirracismo","","Revista Brasileira de Ciência Política; (16); 7-10","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000200007&lang=pt" 
"S0103-33522015000200273-scl","A phrônesis, o herói e a pólis: os paradoxos de Hannah Arendt como leitora dos Antigos","Nascimento, Paulo César, Fernandes, Mateus Braga","Revista Brasileira de Ciência Política; (16); 273-292","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000200273&lang=pt" 
"S0103-33522015000200247-scl","O perfil do financiamento dos partidos brasileiros (2006-2012): autores, objetivos, êxito e fracasso (1988-2010)","Krause, Silvana, Rebello, Maurício Michel, Silva, Josimar Gonçalves da","Revista Brasileira de Ciência Política; (16); 247-272","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000200247&lang=pt" 
"S0103-33522015000200295-scl","Alceu Luís Castilho. Partido da terra: como os políticos conquistam o território brasileiro","Gasparetto Júnior, Antonio","Revista Brasileira de Ciência Política; (16); 295-300","Revista Brasileira de Ciência Política","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-33522015000200295&lang=pt" 
"S0104-87752015000100081-scl","&#039;Dunque non sognate, fate fatti non solo parole&#039;: Bernardino de Siena e a proposta franciscana de uma religião civil","Evangelisti, Paolo","Varia Historia; 31(55); 81-125","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100081&lang=pt" 
"S0104-87752015000100253-scl","Espíritos cheios de bichos: A fauna nas viagens de Louis Agassiz e Richard Francis Burton pelo Brasil oitocentista","Losada, Janaina Zito, Drummond, José Augusto","Varia Historia; 31(55); 253-284","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100253&lang=pt" 
"S0104-87752015000100163-scl","Do Suez ao Canal do Panamá e além: A influência de Gamal Abdel Nasser na América Latina","Vélez, Federico","Varia Historia; 31(55); 163-191","Varia Historia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100163&lang=pt" 
"S0104-87752015000100053-scl","Da praça ao pergaminho: Os Sermones In circulum anni de Sovramonte de Varese, Omin, na Lombardia Franciscana","Lombardo, Eleonora","Varia Historia; 31(55); 53-80","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100053&lang=pt" 
"S0104-87752015000100193-scl","Ritual e narrativa: A supplicatio no mito da Fortuna Muliebris (Dionísio de Halicarnasso, Antiquitates Romanae, 8. 39.1-53.1)","Rosa, Claudia Beltrão","Varia Historia; 31(55); 193-220","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100193&lang=pt" 
"S0104-87752015000100021-scl","Inventando Gregório VII: Os Ad Heinricum IV Imperatorem libri VII e a busca pela medida do passado","Rust, Leandro Duarte","Varia Historia; 31(55); 21-51","Varia Historia","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-87752015000100021&lang=pt" 
