"S0038-23532009000100009-sza","Observing the present and considering the past to ponder the future","Brown, Roderick","South African Journal of Science; 105(1-2); 13-14","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100009&lang=pt" 
"S0038-23532009000100020-sza","Global sugar, regional water, and local people: EU sugar regime liberalisation, rural livelihoods, and the environment in the Incomati River Basin","Lorentzen, Jo","South African Journal of Science; 105(1-2); 49-53","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100020&lang=pt" 
"S0038-23532009000100021-sza","Drought, climate change and vegetation response in the succulent karoo, South Africa","Hoffman, M.T., Carrick, P.J., Gillson, L., West, A.G.","South African Journal of Science; 105(1-2); 54-60","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100021&lang=pt" 
"S0038-23532009000100022-sza","Agriculture production&#039;s sensitivity to changes in climate in South Africa","Blignaut, James, Ueckermann, Liza, Aronson, James","South African Journal of Science; 105(1-2); 61-68","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100022&lang=pt" 
"S0038-23532009000100023-sza","Hereditary non-polyposis colorectal cancer is predicted to contribute towards colorectal cancer in young South African blacks","Cronjé, L., Becker, P.J., Paterson, A.C., Ramsay, M.","South African Journal of Science; 105(1-2); 68-72","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100023&lang=pt" 
"S0038-23532009000100024-sza","Preference for dry sex, condom use and risk of STI among HIV-negative black women in the Western Cape province, South Africa","Reddy, Priscilla, Saleh-Onoya, Dorina, Sifunda, Sibusiso, Lang, Delia, Wingood, Gina, Borne, Bart van den, Ruiter, Robert A.C.","South African Journal of Science; 105(1-2); 73-76","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100024&lang=pt" 
"S0038-23532009000100025-sza","The structural characterisation of HWCVD-deposited nanocrystalline silicon films","Swain, Bibhu P.","South African Journal of Science; 105(1-2); 77-80","South African Journal of Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532009000100025&lang=pt" 
"S1678-69712009000100002-scl","Adoção de RFID no Brasil: um estudo exploratório","Pedroso, Marcelo Caldeira, Zwicker, Ronaldo, Souza, Cesar Alexandre de","RAM. Revista de Administração Mackenzie; 10(1); 12-36","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100002&lang=pt" 
"S1678-69712009000100003-scl","Mecanismos de aprendizagem em organizações: desenvolvimento e validação de uma escala de medida","Silva Filho, Antonio Isidro da","RAM. Revista de Administração Mackenzie; 10(1); 37-57","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100003&lang=pt" 
"S1678-69712009000100004-scl","O papel da confiança na concessão de crédito para empresas em recuperação","Monteiro, Rogério Silveira, Teixeira, Maria Luisa Mendes","RAM. Revista de Administração Mackenzie; 10(1); 58-88","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100004&lang=pt" 
"S1678-69712009000100005-scl","Comparação dos modelos de avaliação de empresas com base no fluxo de caixa descontado e no lucro residual: estudo de caso de uma empresa de energia elétrica","Saurin, Valter, Lopes, Ana Lúcia Miranda, Costa Junior, Newton Carneiro Affonso da","RAM. Revista de Administração Mackenzie; 10(1); 89-113","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100005&lang=pt" 
"S1678-69712009000100006-scl","Modelagem das distribuições das taxas de retorno dos índices Ibovespa e S&amp;P500","Castro Junior, Francisco Henrique Figueiredo de, Silveira, Héber Pessoa da","RAM. Revista de Administração Mackenzie; 10(1); 114-133","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100006&lang=pt" 
"S1678-69712009000100007-scl","A pesquisa-ação participante como estratégia metodológica para o estudo do empreendedorismo social em administração de empresas","Novaes, Marcos Bidart Carneiro de, Gil, Antonio Carlos","RAM. Revista de Administração Mackenzie; 10(1); 134-160","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100007&lang=pt" 
"S1678-69712009000100008-scl","Comparação entre os modelos norte-americano (ACSI) e europeu (ECSI) de satisfação do cliente: um estudo no setor de serviços","Lopes, Humberto Elias Garcia, Pereira, Camila Cristina de Paula, Vieira, Ana Flávia Santos","RAM. Revista de Administração Mackenzie; 10(1); 161-187","RAM. Revista de Administração Mackenzie","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712009000100008&lang=pt" 
"S1415-52732009000100014-scl","Desafios na medição quantitativa da ingestão alimentar em estudos populacionais","Anjos, Luiz Antonio dos, Souza, Danielle Ribeiro de, Rossato, Sinara Laurini","Revista de Nutrição; 22(1); 151-161","Revista de Nutrição","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732009000100014&lang=pt" 
"S0038-23612009000100008-sza","Transverse colon tuberculosis presenting as colonic obstruction","Steer, D., Essa, A., Clarke, D. L., Thomson, S. R.","South African Journal of Surgery; 47(1); 31-32","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100008&lang=pt" 
"S0038-23612009000100007-sza","Tuberculosis resembling a malignant tumour","Afzal Ud Din, M.","South African Journal of Surgery; 47(1); 31-31","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100007&lang=pt" 
"S0038-23612009000100006-sza","36th Annual Meeting of the Surgical Research Society of Southern Africa","","South African Journal of Surgery; 47(1); 19-30","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100006&lang=pt" 
"S0038-23612009000100005-sza","Preduodenal portal vein: A potential laparoscopic cholecystectomy nightmare","Bhorat, N., Thomson, S. R., Anderson, F.","South African Journal of Surgery; 47(1); 17-18","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100005&lang=pt" 
"S0038-23612009000100004-sza","Laparoscopic repair of Morgagni diaphragmatic hernia in children","van Niekerk, M. L.","South African Journal of Surgery; 47(1); 14-16","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100004&lang=pt" 
"S0038-23612009000100003-sza","Antibiotic prophylaxis for patients undergoing elective endoscopic retrograde cholangiopancreatography: A survey of South African endoscopists and review of the literature","Brand, Martin, Bizos, Damon","South African Journal of Surgery; 47(1); 10-13","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100003&lang=pt" 
"S0038-23612009000100002-sza","Risk of blood splashes to the eye during surgery","de Silva, R., Mall, A., Panieri, E., Stupart, D., Kahn, D.","South African Journal of Surgery; 47(1); 7-9","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100002&lang=pt" 
"S0038-23612009000100001-sza","ROTEM analysis: A significant advance in the field of rotational thrombelastography","Franz, R. C.","South African Journal of Surgery; 47(1); 2-6","South African Journal of Surgery","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612009000100001&lang=pt" 
"S0375-15892009000200009-sza","Estimation of growth curve parameters in Konya Merino sheep","Keskin, I., Dag, B., Sariyel, V., Gokmen, M.","South African Journal of Animal Science; 39(2); 163-168","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200009&lang=pt" 
"S0375-15892009000200003-sza","Long-term selection experiment with Afrikaner cattle 3: Selection applied and response in calf growth traits","Beffa, L.M., van Wyk, J.B., Erasmus, G.J.","South African Journal of Animal Science; 39(2); 106-113","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200003&lang=pt" 
"S0375-15892009000200002-sza","Long-term selection experiment with Afrikaner cattle 2: Genetic parameters and genotype x environment interaction for calf growth traits","Beffa, L.M., van Wyk, J.B., Erasmus, G.J.","South African Journal of Animal Science; 39(2); 98-105","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200002&lang=pt" 
"S0375-15892009000200001-sza","Long-term selection experiment with Afrikaner cattle 1: Environmental factors affecting calf growth traits","Beffa, L.M., van Wyk, J.B., Erasmus, G.J.","South African Journal of Animal Science; 39(2); 89-97","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200001&lang=pt" 
"S0375-15892009000200007-sza","Investigation of effects of three candidate genes on leg action and fat deposition traits in pigs","Makgahlela, M.L., Fan, B., Du, Z.-Q., Rothschild, M.F.","South African Journal of Animal Science; 39(2); 127-130","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200007&lang=pt" 
"S0375-15892009000200006-sza","Effects of novel feed additives in wheat based diets on performance, carcass and intestinal tract characteristics of quail","Sarica, S., Corduk, M., Yarim, G.F., Yenisehirli, G., Karatas, U.","South African Journal of Animal Science; 39(2); 144-157","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200006&lang=pt" 
"S0375-15892009000200005-sza","In vitro biological activity of tannins from Acacia and other tree fruits: Correlations with colorimetric and gravimetric phenolic assays","Mlambo, V., Mould, F. L., Smith, T., Owen, E., Sikosana, J.L.N., Mueller-Harvey, I.","South African Journal of Animal Science; 39(2); 131-143","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200005&lang=pt" 
"S0375-15892009000200004-sza","Long-term selection experiment with Afrikaner cattle 4: Cow fertility and calf survival","Beffa, L.M., van Wyk, J.B., Erasmus, G.J.","South African Journal of Animal Science; 39(2); 114-126","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200004&lang=pt" 
"S0375-15892009000200008-sza","Apparent and true amino acid digestibility of artemia meal in broiler chicks","Aghakhanian, F., Zarei, A., Lotfollahian, H., Eila, N.","South African Journal of Animal Science; 39(2); 158-162","South African Journal of Animal Science","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892009000200008&lang=pt" 
"S0102-36162009000100005-scl","Efeitos do processamento químico e da esterilização em Óxido de etileno em osso cortical e esponjoso de ratas: estudo com microscopia de luz e eletrônica de varredura","Castiglia, Marcello Teixeira, Silva, Juliano Voltarelli F. da, Thomazini, José Antonio, Volpon, José Batista","Revista Brasileira de Ortopedia; 44(1); 32-39","Revista Brasileira de Ortopedia","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162009000100005&lang=pt" 
"S2225-62532009000200002-sza","Incorporation of rehabilitation cost into the optimum cut-off grade determination","Gholamnejad, J.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 89-94","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200002&lang=pt" 
"S2225-62532009000200004-sza","CFB technology provides solutions for reducing CO2 emissions","Barišić, V., Coda Zabetta, E., Eriksson, T., Hotta, A., Kokki, S., Nuortimo, K., Palonen, J.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 107-119","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200004&lang=pt" 
"S2225-62532009000200006-sza","Simulation of titanium dioxide (TiO2) ore elutriation from chlorination fluidized bed reactors","Trabzuni, F.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 129-133","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200006&lang=pt" 
"S2225-62532009000200001-sza","Design of optimum roof support systems in South African collieries using a probabilistic design approach","Canbulat, I., van der Merwe, J.N.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 71-88","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200001&lang=pt" 
"S2225-62532009000200005-sza","Fluidized-bed technology for the production of iron products for steelmaking","Plaul, F.J., Böhm, C., Schenk, J.L.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 121-128","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200005&lang=pt" 
"S2225-62532009000200007-sza","Development of flotation rate equations for Konkola primary mill cyclone overflow at various pulp densities and thickener underflow at 35% solids","Zimba, H.L.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 135-138","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200007&lang=pt" 
"S2225-62532009000200008-sza","Application of magnetic separation technology for the processing of a colemanite ore","Alp, I.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 139-145","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200008&lang=pt" 
"S2225-62532009000200003-sza","Rock bolt condition monitoring using ultrasonic guided waves","Buys, B.J., Heyns, P. S., Loveday, P.W.","Journal of the Southern African Institute of Mining and Metallurgy; 109(2); 95-105","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2009","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532009000200003&lang=pt" 
"S0103-84782009000100043-scl","Manejo nutricional e digestibilidade no quilotórax canino","Jeremias, Juliana Toloi, Carciofi, Aulus Cavalieri, Brunetto, Márcio Antonio, Nogueira, Sandra Prudente, Gomes, Márcia de Oliveira Sampaio, Teshima, Eliana","Ciência Rural; 39(1); 258-261","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100043&lang=pt" 
"S0103-84782009000100046-scl","Produção e caracterização de anticorpos monoclonais contra toxina épsilon de Clostridium perfringens Tipo D","Freitas, Theonys Diógenes, Heneine, Luis Guilherme Dias, Salvarani, Felipe Masiero, Silva, Rodrigo Otávio Silveira, Lima, Catarina Guimarães Rocha Dourado, Pires, Prhiscylla Sadanã, Assis, Ronnie Antunes de, Lobato, Francisco Carlos Faria","Ciência Rural; 39(1); 269-271","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100046&lang=pt" 
"S0103-84782009000100047-scl","Botulismo tipo C em perus em Minas Gerais, Brasil","Lobato, Francisco Carlos Faria, Salvarani, Felipe Masiero, Silva, Rodrigo Otávio Silveira, Assis, Ronnie Antunes de, Lago, Luis Alberto do, Carvalho Filho, Maurício Baltazar de, Martins, Nelson Rodrigo da Silva","Ciência Rural; 39(1); 272-274","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100047&lang=pt" 
"S0103-84782009000100041-scl","Considerações biométricas do sistema respiratório de carcará (Polyborus plancus)","Franzo, Vanessa Sobue, Artoni, Silvana Martinez Baraldi, Vulcani, Valcinir Aloísio Scalla, Barreiro, Fabiana Ribeiro, Werther, Karin, Sagula, Alex","Ciência Rural; 39(1); 250-253","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100041&lang=pt" 
"S0103-84782009000100040-scl","Efeito da intensidade luminosa sobre a capacidade de predação de larvas do peixe-rei marinho Odontesthes argentinensis","Rodrigues, Ricardo Vieira, Freitas, Luciano Siqueira, Sampaio, Luís André","Ciência Rural; 39(1); 246-249","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100040&lang=pt" 
"S0103-84782009000100038-scl","Ethephon no raleio de tangerinas &#039;Ponkan&#039;","Ramos, José Darlan, Cruz, Maria do Céu Monteiro da, Pasqual, Moacir, Hafle, Oscar Mariano, Ramos, Patrícia de Siqueira, Rossi, Erick Pretti","Ciência Rural; 39(1); 236-240","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100038&lang=pt" 
"S0103-84782009000100005-scl","Umidade de colheita, métodos de secagem e tempo de armazenamento na qualidade tecnológica de grãos de trigo (cv. &#039;Embrapa 16&#039;)","Elias, Moacir Cardoso, Lopes, Vanessa, Gutkoski, Luiz Carlos, Oliveira, Maurício, Mazzutti, Simone, Dias, Alvaro Renato Guerra","Ciência Rural; 39(1); 25-30","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100005&lang=pt" 
"S0103-84782009000100009-scl","Testes multiambientais na seleção de genótipos de arroz utilizando o modelo de regressão nos sítios ou locais","Ramos, Lina Maria, Sanches, Adhemar, Cotes, José Miguel","Ciência Rural; 39(1); 52-57","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100009&lang=pt" 
"S0103-84782009000100042-scl","Estenose de piloro em eqüino adulto","Yamada, Ana Lúcia Miluzzi, Nicoletti, José Luiz de Mello, Watanabe, Marcos Jun, Hussni, Carlos Alberto, Alves, Ana Liz Garcia, Carneiro, Rodrigo, Veronezi, Regina de Cássia","Ciência Rural; 39(1); 254-257","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100042&lang=pt" 
"S0103-84782009000100021-scl","Compósito para fabricação de implantes reabsorvíveis para osteossíntese: avaliação da biocompatibilidade em coelhos","Carlo, Emily Correna, Borges, Andrea Pacheco Batista, Pompermayer, Luiz Gonzaga, Martinez, Mastoby Minguel Martinez, Eleotério, Renato Barros, Nehme, Renata Castro, Morato, Gláucia Oliveira","Ciência Rural; 39(1); 135-140","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100021&lang=pt" 
"S0103-84782009000100049-scl","Steroidal saponin concentrations in Brachiaria decumbens and B. brizantha at different developmental stages","Brum, Karine Bonucielli, Haraguchi, Mitsue, Garutti, Mirella Biasoli, Nóbrega, Fernanda Nogarol, Rosa, Beneval, Fioravanti, Maria Clorinda Soares","Ciência Rural; 39(1); 279-281","Ciência Rural","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100049&lang=pt" 
"S0103-84782009000100027-scl","Desempenho de bovinos simulado pelo modelo Pampa Corte e obtido por experimentação","Trevisan, Naíme de Barcellos, Silveira, Vicente Celestino Pires, Quadros, Fernando Luiz Ferreira de, Silva, Alexandre Coradini Fontoura da","Ciência Rural; 39(1); 173-181","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100027&lang=pt" 
"S0103-84782009000100020-scl","Plasma rico em plaquetas associado ou não ao osso esponjoso autógeno no reparo de falhas ósseas experimentais","Silva, Paloma Sayegh Arreguy, Del Carlo, Ricardo Junqueira, Serakides, Rogéria, Monteiro, Betânia Souza, Balbinot, Paula de Zorzi, Eleotério, Renato Barros, Paez, Omar Leonardo Aristizabal, Viloria, Marlene Isabel Vargas","Ciência Rural; 39(1); 129-134","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100020&lang=pt" 
"S0103-84782009000100026-scl","Imunogenicidade de isolados de herpesvírus bovino 5 como candidatos à vacina","Souza, Luiz Felipe Lourenço de, Silva Júnior, Abelardo, Freitas, Carla Maria Batista de, Freitas, Ethel Cardoso de, Flores, Eduardo Furtado, Almeida, Márcia Rogéria de, Moraes, Mauro Pires","Ciência Rural; 39(1); 167-172","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100026&lang=pt" 
"S0103-84782009000100030-scl","Efeito de dois níveis de proteína para machos reprodutores de corte com e sem retirada da crista","Lucca, Walter, Rosa, Alexandre Pires, Uttpatel, Rodrigo, Franco, Elenice Zucuni, Souza, Harvey Machado de, Acosta, Leandro Irion","Ciência Rural; 39(1); 195-200","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100030&lang=pt" 
"S0103-84782009000100033-scl","Causas de variação nos preços de bovinos nelore elite no Brasil","Paneto, João Cláudio do Carmo, Bittar, Eustáquio Resende, Barbosa, Eugênio Faria, Rocha, Carina Diniz, Val, José Eduardo do, Ferraudo, Antônio Sergio, Lôbo, Raysildo Barbosa","Ciência Rural; 39(1); 215-220","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100033&lang=pt" 
"S0103-84782009000100034-scl","Parasitismo natural em ovos crisopídeos","Medeiros, Maria Alice de","Ciência Rural; 39(1); 221-223","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100034&lang=pt" 
"S0103-84782009000100045-scl","Prevalência de Salmonella sp. em suínos abatidos no Estado de Mato Grosso","Silva, Maria Cristina da, Faria, Givago Silva, Paula, Daphine Ariadne Jesus de, Martins, Rodrigo Prado, Caramori Junior, João Garcia, Kich, Jalusa Deon, Colodel, Edson Moleta, Nakazato, Luciano, Dutra, Valéria","Ciência Rural; 39(1); 266-268","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100045&lang=pt" 
"S0103-84782009000100035-scl","Temperatura base para aparecimento de folhas e filocrono da variedade de milho BRS Missões","Streck, Nereu Augusto, Lago, Isabel, Samboranha, Flávia Kaufmann, Gabriel, Luana Fernandes, Schwantes, Ana Paula, Schons, Alfredo","Ciência Rural; 39(1); 224-227","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100035&lang=pt" 
"S0103-84782009000100037-scl","Enxertia, produção e qualidade de tomateiros cultivados em ambiente protegido","Loos, Rodolfo Araujo, Caliman, Fabiano Ricardo Brunele, Silva, Derly José Henriques da","Ciência Rural; 39(1); 232-235","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100037&lang=pt" 
"S0103-84782009000100039-scl","Semeadoras-adubadoras em semeadura convencional de soja","Tourino, Maria Cristina Cavalheiro, Rezende, Pedro Milanez de, Silva, Lucas Alves da, Almeida, Luis Gustavo Pessôa de","Ciência Rural; 39(1); 241-245","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100039&lang=pt" 
"S0103-84782009000100013-scl","Anatomia foliar de plantas de alfavaca-cravo cultivadas sob malhas coloridas","Martins, Joeferson Reis, Alvarenga, Amauri Alves, Castro, Evaristo Mauro de, Silva, Ana Paula Oliveira da, Oliveira, Cynthia, Alves, Eduardo","Ciência Rural; 39(1); 82-87","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100013&lang=pt" 
"S0103-84782009000100036-scl","Superação da resistência qualitativa da cultivar de trigo &quot;BRS 194&quot; por uma nova raça de Puccinia triticina","Chaves, Márcia Soares, Wesp, Caroline de Lima, Barcellos, Amarilis Labes, Scheeren, Pedro Luiz, Silva, Márcio Só e, Caierão, Eduardo","Ciência Rural; 39(1); 228-231","Ciência Rural","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100036&lang=pt" 
"S0103-84782009000100048-scl","Heparin-binding proteins of seminal plasma in Nellore bulls","Fernandes, Carlos Eurico, Souza, Fabiana Ferreira de, Souza-Neto, Jayme Augusto, Ribola, Paulo Eduardo Martins","Ciência Rural; 39(1); 275-278","Ciência Rural","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009000100048&lang=pt" 
