"S0102-09352006000500004-scl","Fatores de virulência em linhagens de Escherichia coli isoladas de mastite bovina","Ribeiro, M.G., Costa, E.O., Leite, D.S., Langoni, H., Garino Júnior, F., Victória, C., Listoni, F.J.P.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 58(5); 724-731","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352006000500004&lang=pt" 
"S1516-35982006000700020-scl","Inoculação de nutrientes em ovos de matrizes pesadas","Pedroso, Adriana Ayres, Chaves, Leandro Silva, Lopes, Karina Ludovico de Almeida Martinez, Leandro, Nadja Susana Mogyca, Café, Marcos Barcellos, Stringhini, José Henrique","Revista Brasileira de Zootecnia; 35(5); 2018-2026","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700020&lang=pt" 
"S1516-35982006000700029-scl","Restrição alimentar em caprinos: rendimento, cortes comerciais e composição da carcaça","Yáñez, Enrique Alejandro, Resende, Kleber Tomás de, Ferreira, Ângela Cristina Dias, Pereira Filho, José Morais, Silva Sobrinho, Américo Garcia da, Teixeira, Izabelle Auxiliadora Molina de Almeida, Medeiros, Ariosvaldo Nunes de","Revista Brasileira de Zootecnia; 35(5); 2093-2100","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700029&lang=pt" 
"S1516-35982006000700040-scl","Modelo bioeconômico para cálculo de custos e receitas em sistemas de produção de gado de corte visando à obtenção de valores econômicos de características produtivas e reprodutivas","Jorge Júnior, João, Cardoso, Vera Lucia, Albuquerque, Lucia Galvão de","Revista Brasileira de Zootecnia; 35(5); 2187-2196","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700040&lang=pt" 
"S0378-48352006000900007-esp","Acerca de la PAAF de mama","Torres Gómez, F. J.","Oncología (Barcelona); 29(9); 48-48","Oncología (Barcelona)","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0378-48352006000900007&lang=pt" 
"S0378-48352006000900005-esp","Degeneración cerebelosa subaguda asociada a neoplasia de ovario: presentación de tres casos y revisión de la literatura","Remon Masip, J., Gascó Hernández, A., García Arias, A., Guardeño, R., Badia Cantó, A., Cardona Hernández, T., Lianes Barragan, P.","Oncología (Barcelona); 29(9); 38-42","Oncología (Barcelona)","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0378-48352006000900005&lang=pt" 
"S1677-55382006000500024-scl","Neurorology &amp; female urology","Petrou, Steven P.","International braz j urol; 32(5); 607-609","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500024&lang=pt" 
"S1677-55382006000500001-scl","Editor&#039;s comment","","International braz j urol; 32(5); 502-503","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500001&lang=pt" 
"S1677-55382006000500006-scl","A fourteen-year review of radical cystectomy for transitional cell carcinoma demonstrating the usefulness of the concept of lymph node density","Cheng, Chi W., Ng, Chi F., Chan, Chi K., Wong, Wai S., Hui, Pun E., Wong, Yim F.","International braz j urol; 32(5); 536-549","International braz j urol","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382006000500006&lang=pt" 
"S1516-35982006000700001-scl","Utilização de Saccharomyces cerevisiae como probiótico para tilápias-do-nilo durante o período de reversão sexual submetidas a um desafio sanitário","Meurer, Fábio, Hayashi, Carmino, Costa, Mateus Matiuzzi da, Mauerwerk, Valdecir Luiz, Freccia, André","Revista Brasileira de Zootecnia; 35(5); 1881-1886","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700001&lang=pt" 
"S0103-50532006000600001-scl","CARBONO 1992 - 2005","Castro, Luiz Depine de","Journal of the Brazilian Chemical Society; 17(6); -","Journal of the Brazilian Chemical Society","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000600001&lang=pt" 
"S0378-48352006000900006-esp","Invaginación yeyunal por metástasis intestinal de un carcinoma primario pulmonar: aportación de un caso y revisión de la literatura","Oruezábal Moreno, M. J., Burón Fernández, M. R., Lopez-Dóriga, R. Lara, Espinosa Aunión, R.","Oncología (Barcelona); 29(9); 43-47","Oncología (Barcelona)","Espanhol","2006","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0378-48352006000900006&lang=pt" 
"S1516-35982006000700002-scl","Ingestão de ração e comportamento de larvas de pacu em resposta a estímulos químicos e visuais","Tesser, Marcelo Borges, Portella, Maria Célia","Revista Brasileira de Zootecnia; 35(5); 1887-1892","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700002&lang=pt" 
"S1516-35982006000700004-scl","Interação comportamento de pastejo&lt;FONT FACE=Symbol&gt;´&lt;/FONT&gt;dinâmica de tipos funcionais em pastagem natural na depressão central do Rio Grande do Sul","Santos, Betina Raquel Cunha dos, Silva, Marcelo Abreu da, Medeiros, Renato Borges de, Blanco, Carolina, Sosinski, Ênio, Pillar, Valério de Patta, Saibro, João Carlos de, Rodrigues, Rodrigo Sasso","Revista Brasileira de Zootecnia; 35(5); 1897-1906","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700004&lang=pt" 
"S1516-35982006000700005-scl","Erros na classificação de touros, vacas e touros jovens geneticamente superiores avaliados na presença de heterogeneidade","Carneiro, Antonio Policarpo Souza, Torres, Robledo de Almeida, Lopes, Paulo Sávio, Euclydes, Ricardo Frederico, Carneiro, Paulo Luiz Souza, Cunha, Elizângela Emidio","Revista Brasileira de Zootecnia; 35(5); 1907-1914","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700005&lang=pt" 
"S1516-35982006000700006-scl","Estimação de parâmetros genéticos para peso do nascimento aos 550 dias de idade para animais da raça Tabapuã utilizando-se modelos de regressão aleatória","Dias, Laila Talarico, Albuquerque, Lucia Galvão de, Tonhati, Humberto, Teixeira, Rodrigo de Almeida","Revista Brasileira de Zootecnia; 35(5); 1915-1925","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700006&lang=pt" 
"S1516-35982006000700007-scl","Parâmetros reprodutivos de bodes submetidos ao manejo de fotoperíodo artificial","Santos, Anselmo Domingos Ferreira, Torres, Ciro Alexandre Alves, Fonseca, Jeferson Ferreira da, Borges, Álan Maia, Costa, Eduardo Paulino da, Guimarães, José Domingos, Rovay, Herbert","Revista Brasileira de Zootecnia; 35(5); 1926-1933","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700007&lang=pt" 
"S1516-35982006000700008-scl","Uso de testes complementares para avaliação do congelamento do sêmen de bodes submetidos ao manejo de fotoperíodo artificial","Santos, Anselmo Domingos Ferreira, Torres, Ciro Alexandre Alves, Fonseca, Jeferson Ferreira da, Borges, Álan Maia, Guimarães, José Domingos, Costa, Eduardo Paulino da, Rovay, Herbert","Revista Brasileira de Zootecnia; 35(5); 1934-1942","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700008&lang=pt" 
"S1516-35982006000700009-scl","Avaliação de modelos para estimação de componentes de variância e parâmetros genéticos para características de crescimento de bovinos da raça Guzerá","Silva, Itiberê Saldanha, Packer, Irineu Umberto, Silva, Luiz Otávio Campos da, Torres Junior, Roberto Augusto de Almeida, Melo, Cláudio Manoel Rodrigues de","Revista Brasileira de Zootecnia; 35(5); 1943-1950","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700009&lang=pt" 
"S1516-35982006000700011-scl","Estimação de parâmetros genéticos para a produção de leite no dia do controle e em 305 dias para primeiras lactações de vacas da raça Holandesa","Vargas, Anderson Daniel Freitas, El Faro, Lenira, Cardoso, Vera Lucia, Machado, Paulo Fernando, Cassoli, Laerte Dagher","Revista Brasileira de Zootecnia; 35(5); 1959-1965","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700011&lang=pt" 
"S1516-35982006000700013-scl","Exigência de proteína e composição da carcaça de galos reprodutores de 27 a 61 semanas de idade","Borges, Carlos Augusto Quadro, Rostagno, Horacio Santiago, Silva, José Humberto Vilar da, Albino, Luiz Fernando Teixeira, Torres, Ciro Alexandre Alves, Jordão Filho, José, Ribeiro, Marcelo Luís Gomes","Revista Brasileira de Zootecnia; 35(5); 1971-1977","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700013&lang=pt" 
"S1516-35982006000700014-scl","Exigências de energia e composição da carcaça de galos reprodutores pesados em função do consumo energético na fase de reprodução","Borges, Carlos Augusto Quadro, Rostagno, Horacio Santiago, Silva, José Humberto Vilar da, Albino, Luiz Fernando Teixeira, Torres, Ciro Alexandre Alves, Jordão Filho, José, Ribeiro, Marcelo Luís Gomes","Revista Brasileira de Zootecnia; 35(5); 1978-1984","Revista Brasileira de Zootecnia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982006000700014&lang=pt" 
"S0104-93132006000200016-scl","Only for you! Brazilians and the telenovela flow","Lima, Diana Nogueira de Oliveira","Mana; 12(2); 536-539","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200016&lang=pt" 
"S0104-93132006000200014-scl","Imaginative horizons: an essay in literary-philosophical anthropology","Ribeiro, Marcelo Rodrigues Souza","Mana; 12(2); 530-533","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200014&lang=pt" 
"S0104-93132006000200013-scl","O valor das intenções: dádiva, emoção e identidade","Cavalcanti, Lauro","Mana; 12(2); 527-530","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200013&lang=pt" 
"S0104-93132006000200009-scl","Lares de cuidado e linhas de sucessão: algumas indicações etnográficas na França, hoje","Weber, Florence","Mana; 12(2); 479-502","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200009&lang=pt" 
"S0104-93132006000200003-scl","Memória, emoção, cognição nos cantos irade dos Ayoré do Chaco Boreal","Estival, Jean-Pierre","Mana; 12(2); 315-332","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200003&lang=pt" 
"S0104-93132006000200001-scl","A &quot;conquista da terra&quot;: (re)produção social e (re)construção histórica entre agricultores familiares do município de Araponga - MG","Alves, Marisa Alice","Mana; 12(2); 269-283","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200001&lang=pt" 
"S0104-93132006000200012-scl","Arqueologia da violência: pesquisas de antropologia política","Gordon, Flávio","Mana; 12(2); 524-527","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200012&lang=pt" 
"S0104-93132006000200011-scl","Os argonautas do mangue precedido de Balinese character (re)visitado","Gastaldo, Édison","Mana; 12(2); 521-524","Mana","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-93132006000200011&lang=pt" 
"S1806-37132006000500006-scl","Infecção pulmonar pelo Rhodococcus equi na síndrome da imunodeficiência adquirida: Aspectos na tomografia computadorizada","Marchiori, Edson, Mendonça, Renato Gonçalves de, Capone, Domenico, Cerqueira, Elza Maria de, Souza Júnior, Arthur Soares, Zanetti, Gláucia, Escuissato, Dante, Gasparetto, Emerson","Jornal Brasileiro de Pneumologia; 32(5); 405-409","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500006&lang=pt" 
"S1806-37132006000500005-scl","Terminologia da ausculta pulmonar utilizada em publicações médicas brasileiras, no período de janeiro de 1980 a dezembro de 2003","Staszko, Kamila Fernanda, Lincho, Carla, Engelke, Vivian da Cas, Fiori, Nádia Spada, Silva, Karina Cirino, Nunes, Elisa Iribarren, Zhang, Linjie","Jornal Brasileiro de Pneumologia; 32(5); 400-404","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500005&lang=pt" 
"S1806-37132006000500007-scl","Ambulatório de apoio ao tabagista no Ceará: perfil dos pacientes e fatores associados ao sucesso terapêutico","Sales, Maria Penha Uchoa, Figueiredo, Mara Rúbia Fernandes de, Oliveira, Maria Irenilza de, Castro, Helano Neiva de","Jornal Brasileiro de Pneumologia; 32(5); 410-417","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500007&lang=pt" 
"S1806-37132006000500008-scl","Impacto de biópsia pulmonar a céu aberto na insuficiência respiratória aguda refratária","Barbas, Carmen Silvia Valente, Capelozzi, Vera Luiza, Hoelz, Cristiane, Magaldi, Ricardo Borges, Souza, Rogério de, Sandeville, Maria Laura, Campos, José Ribas Milanez de, Werebe, Eduardo, Andrade Filho, Laerte O., Knobel, Elias","Jornal Brasileiro de Pneumologia; 32(5); 418-423","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500008&lang=pt" 
"S1806-37132006000500009-scl","Co-infecção por Mycobacterium tuberculosis e vírus da imunodeficiência humana: uma análise epidemiológica em Taubaté (SP)","Carvalho, Luiz Gustavo Miranda de, Buani, Anabelli Zanchetta, Zöllner, Maria Stella Amorim da Costa, Scherma, Alexandre Prado","Jornal Brasileiro de Pneumologia; 32(5); 424-429","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500009&lang=pt" 
"S1806-37132006000500010-scl","Perfil de sensibilidade e fatores de risco associados à resistência do Mycobacterium tuberculosis, em centro de referência de doenças infecto-contagiosas de Minas Gerais","Souza, Márcia Beatriz de, Antunes, Carlos Maurício de Figueiredo, Garcia, Guilherme Freire","Jornal Brasileiro de Pneumologia; 32(5); 430-437","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500010&lang=pt" 
"S1806-37132006000500011-scl","Teste tuberculínico em indivíduos com infecção pelo vírus da imunodeficiência humana: relação com número de linfócitos T periféricos e atividade tuberculosa","Souza, Lenice do Rosário de, Galvão, Marli Therezinha Gimenez, Machado, Jussara Marcondes, Meira, Domingos Alves, Cunha, Karlla","Jornal Brasileiro de Pneumologia; 32(5); 438-443","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500011&lang=pt" 
"S1806-37132006000500012-scl","Tuberculose como doença definidora de síndrome da imunodeficiência adquirida: dez anos de evolução na Cidade do Rio de Janeiro","Soares, Elizabeth Cristina Coelho, Saraceni, Valéria, Lauria, Lilian de Mello, Pacheco, Antonio Guilherme, Durovni, Betina, Cavalcante, Solange Cesar","Jornal Brasileiro de Pneumologia; 32(5); 444-448","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500012&lang=pt" 
"S1806-37132006000500013-scl","Atualização no uso de agentes antifúngicos","Martinez, Roberto","Jornal Brasileiro de Pneumologia; 32(5); 449-460","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500013&lang=pt" 
"S1806-37132006000500014-scl","Terapia nutricional na doença pulmonar obstrutiva crônica e suas complicações nutricionais","Fernandes, Amanda Carla, Bezerra, Olívia Maria de Paula Alves","Jornal Brasileiro de Pneumologia; 32(5); 461-471","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500014&lang=pt" 
"S1806-37132006000500017-scl","Paresia diafragmática bilateral idiopática","Pereira, Mônica Corso, Mussi, Rodrigo Frange Miziara, Massucio, Reinaldo Alexandre de Carvalho, Camino, Ana Maria, Barbeiro, Aristóteles de Souza, Villalba, Wander de Oliveira, Paschoal, Ilma Aparecida","Jornal Brasileiro de Pneumologia; 32(5); 481-485","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500017&lang=pt" 
"S1806-37132006000500004-scl","Fatores de risco para readmissão hospitalar de crianças e adolescentes asmáticos","Lasmar, Laura Maria de Lima Belizario Facury, Camargos, Paulo Augusto Moreira, Goulart, Eugênio Marcos Andrade, Sakurai, Emília","Jornal Brasileiro de Pneumologia; 32(5); 391-399","Jornal Brasileiro de Pneumologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132006000500004&lang=pt" 
"S0102-69092006000300002-scl","Agricultores, trabalhadores: os trinta anos do novo sindicalismo rural no Brasil","Favareto, Arilson","Revista Brasileira de Ciências Sociais; 21(62); 27-44","Revista Brasileira de Ciências Sociais","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000300002&lang=pt" 
"S0102-69092006000300007-scl","Notas sobre Gramsci e as ciências sociais","Ortiz, Renato","Revista Brasileira de Ciências Sociais; 21(62); 95-103","Revista Brasileira de Ciências Sociais","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000300007&lang=pt" 
"S0102-69092006000300008-scl","Gramsci, o capital supranacional e o novo teorema da política","Mello, Alex Fiúza de","Revista Brasileira de Ciências Sociais; 21(62); 105-113","Revista Brasileira de Ciências Sociais","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000300008&lang=pt" 
"S0102-69092006000300009-scl","Entre multitude e mundo da vida: a crítica de Hardt e Negri a Habermas","Nour, Soraya, Fath, Thorsten","Revista Brasileira de Ciências Sociais; 21(62); 115-125","Revista Brasileira de Ciências Sociais","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-69092006000300009&lang=pt" 
