"S0104-11692009000500016-scl","Irradiance of phototherapy equipment in maternity wards in Maceió","Ferreira, Anne Laura Costa, Nascimento, Renata Medeiros do, Veríssimo, Regina Célia Sales Santos","Revista Latino-Americana de Enfermagem; 17(5); 695-700","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500016&lang=pt" 
"S0037-86822009000500021-scl","Analysis of GB virus C infection among HIV-HCV coinfected patients","Barbosa, Aline de Jesus, Baggio-Zappia, Giovana Lótici, Dobo, Cristine, Alves-Sousa, Viviane Kelly, Lanzara, Graziela de Almeida, Silva, Ismael Dale Cotrim Guerreiro da, Lanzoni, Valéria Pereira, Granato, Celso Francisco Hernandes","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 591-593","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500021&lang=pt" 
"S0037-86822009000500015-scl","Perfil dos acidentes ofídicos no norte do Estado de Minas Gerais, Brasil","Lima, Juliano Santos, Martelli Júnior, Hercílio, Martelli, Daniella Reis Barbosa, Silva, Marília Sarmento da, Carvalho, Sílvio Fernando Guimarães de, Canela, João dos Reis, Bonan, Paulo Rogério Ferreti","Revista da Sociedade Brasileira de Medicina Tropical; 42(5); 561-564","Revista da Sociedade Brasileira de Medicina Tropical","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822009000500015&lang=pt" 
"S0104-11692009000500014-scl","The epidemiological dimension of TB/HIV co-infection","Santos, Maria de Lourdes Sperli Geraldes, Ponce, Maria Amélia Zanon, Vendramini, Silvia Helena Figueiredo, Villa, Tereza Cristina Scatena, Santos, Natália Sperli Geraldes Marin dos, Wysocki, Anneliese Domingues, Kuyumijian, Fátima Grisi, Gazetta, Cláudia Eli","Revista Latino-Americana de Enfermagem; 17(5); 683-688","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500014&lang=pt" 
"S0104-11692009000500017-scl","Development and reliability of an instrument to measure psychosocial determinants of salt consumption among hypertensive patients","Cornélio, Marília Estevam, Gallani, Maria Cecília Bueno Jayme, Godin, Gaston, Rodrigues, Roberta Cunha Matheus, Mendes, Roberto Dela Rosa, Nadruz Junior, Wilson","Revista Latino-Americana de Enfermagem; 17(5); 701-707","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692009000500017&lang=pt" 
"S0370-41062009000500001-chl","Del Chavalonco al Programa IVX (Screening Genometabólico) en Pediatría","BARRERA Q, FRANCISCO","Revista chilena de pediatría; 80(5); 399-406","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500001&lang=pt" 
"S0370-41062009000500002-chl","Campos de Sintonía Somática Durante el Desarrollo Infantil","CORDELLA M, PATRICIA","Revista chilena de pediatría; 80(5); 407-419","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500002&lang=pt" 
"S0370-41062009000500003-chl","Estudios Clínicos Controlados Aleatoreos, en la Pediatría de Latino América (1996-2005)","CASTILLO D, CARLOS, PLETIKOSIC C, XIMENA, PIZARRO A, FERNANDO","Revista chilena de pediatría; 80(5); 420-426","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500003&lang=pt" 
"S0370-41062009000500004-chl","Pérdidas Proteicas Peritoneales en Niños Portadores de Síndrome Nefrótico en Diálisis Peritoneal","QUIROZ Z, LILY, AZÓCAR P, MARTA, DINAMARCA S, HÉCTOR, EMILFORK S, MARCOS, CANO SCH, FRANCISCO","Revista chilena de pediatría; 80(5); 427-434","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500004&lang=pt" 
"S0370-41062009000500005-chl","Parámetros de Normalidad en Fuerzas de Prensión de Mano en Sujetos de Ambos Sexos de 7 a 17 Años de Edad","ESCALONA D&#039;A, PAMELA, NARANJO O, JEANNETTE, LAGOS S, VERÓNICA, SOLÍS F, FRESIA","Revista chilena de pediatría; 80(5); 435-443","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500005&lang=pt" 
"S0370-41062009000500006-chl","Rendimiento Aeróbico en Niños Obesos de 6 a 10 Años","LÓPEZ S, ANTONIO, SOTOMAYOR S, LORENA, ÁLVAREZ G, MARÍA PAZ, CÉSPEDES A, PAULA, POBLETE A, CAROLINA, VÁSQUEZ M, PAULA, ESCOBAR C, MÁXIMO","Revista chilena de pediatría; 80(5); 444-450","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500006&lang=pt" 
"S0370-41062009000500007-chl","Síndrome de Poland y Alteración de la Migración Neuronal: Reporte de un Caso y Revisión de la Literatura","JIMÉNEZ C, M. JOSEFINA, LUQUE H, M. JOSÉ, JIMÉNEZ A, ELISA, ARAVENA C, TERESA","Revista chilena de pediatría; 80(5); 451-458","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500007&lang=pt" 
"S0370-41062009000500008-chl","Colestasia Intrahepática Familiar Progresiva Tipo 3: Presentación de Casos Clínicos y Actualización de Tema","ZACARÍAS S, JOSÉ","Revista chilena de pediatría; 80(5); 459-466","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500008&lang=pt" 
"S0370-41062009000500009-chl","Diabetes Mellitus Tipo 1 y Psiquiatría Infanto-Juvenil","ZÚÑIGA H, FELIPE, INZUNZA C, CARLA, OVALLE G, CONSTANZA, VENTURA W, TAMARA","Revista chilena de pediatría; 80(5); 467-474","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500009&lang=pt" 
"S0370-41062009000500010-chl","Caso Clínico-Radiológico","BESA C, CECILIA, GARCÍA B, CRISTIÁN","Revista chilena de pediatría; 80(5); 475-478","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500010&lang=pt" 
"S0370-41062009000500012-chl","Evaluación del Impacto de la Implementación de la Iniciativa Hospital Amigable a los Bebés","CALDEIRA, ANTÔNIO P, GONÇALVES, EDUARDO","Revista chilena de pediatría; 80(5); 485-485","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500012&lang=pt" 
"S0370-41062009000500013-chl","Seguimiento de la Ictericia Neonatal en Recién Nacidos de Término y Prematuros Tardíos","PERAZZINI FACCHINI, FERNANDO, APARECIDA MEZZACAPPA, MARIA, RODRIGUES MACHADO ROSA, IZILDA, MEZZACAPPA FILHO, FRANCISCO, ARANHA NETTO, ABIMAEL, TADEU MARTINS MARBA, SERGIO","Revista chilena de pediatría; 80(5); 486-486","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500013&lang=pt" 
"S0370-41062009000500014-chl","Reseña de libros: Pediatría Para Naneas","Vargas Catalán, Nelson A","Revista chilena de pediatría; 80(5); 487-487","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500014&lang=pt" 
"S0370-41062009000500011-chl","Luxación Congénita de la Cadera: Publicado en Revista Chilena de Pediatría 1935; 6 (7): 113 -119","URRUTIA U, CARLOS, SCHONHAUT B, LUISA","Revista chilena de pediatría; 80(5); 479-484","Revista chilena de pediatría","Espanhol","2009","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062009000500011&lang=pt" 
"S0102-311X2009001000001-scl","Efeitos colaterais do produtivismo acadêmico na pós-graduação","Coimbra Jr., Carlos E. A.","Cadernos de Saúde Pública; 25(10); 2092-2092","Cadernos de Saúde Pública","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000001&lang=pt" 
"S0102-311X2009001000005-scl","Associação entre estágios de mudança de comportamento relacionados à atividade física e estado nutricional em universitários","Madureira, Alberto Saturno, Corseuil, Herton Xavier, Pelegrini, Andreia, Petroski, Edio Luiz","Cadernos de Saúde Pública; 25(10); 2139-2146","Cadernos de Saúde Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000005&lang=pt" 
"S0102-311X2009001000010-scl","Fatores associados à atividade física, comportamento sedentário e participação na Educação Física em estudantes do Ensino Médio em Santa Catarina, Brasil","Silva, Kelly Samara da, Nahas, Markus Vinícius, Peres, Karen Glazer, Lopes, Adair da Silva","Cadernos de Saúde Pública; 25(10); 2187-2200","Cadernos de Saúde Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000010&lang=pt" 
"S0102-311X2009001000020-scl","Epidemia de comportamentos de risco? Nota sobre contextos sócio-culturais desiguais e dimensões subjetivas do processo saúde-doença","Bagrichevsky, Marcos, Estevão, Adriana","Cadernos de Saúde Pública; 25(10); 2297-2298","Cadernos de Saúde Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000020&lang=pt" 
"S0102-311X2009001000019-scl","Etiology of cutaneous leishmaniasis and anthropophilic vectors in Juruti, Pará State, Brazil","Garcez, Lourdes Maria, Soares, Daniela Cristina, Chagas, Anadeiva Portela, Souza, Gilberto César Rodrigues de, Miranda, Jefferson Francisco Correia, Fraiha, Habib, Flöeter-Winter, Lucile Maria, Nunes, Heloísa Marceliano, Zampiere, Ricardo Andrade, Shaw, Jeffrey Jon","Cadernos de Saúde Pública; 25(10); 2291-2295","Cadernos de Saúde Pública","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000019&lang=pt" 
"S0102-311X2009001000018-scl","Correspondence between children&#039;s nutritional status and mothers&#039; perceptions: a population-based study","Molina, Maria del Carmen Bisi, Faria, Carolina Perim de, Montero, Pilar, Cade, Nagela Valadão","Cadernos de Saúde Pública; 25(10); 2285-2290","Cadernos de Saúde Pública","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000018&lang=pt" 
"S0102-311X2009001000022-scl","Antropologia Brasiliana: ciência e educação na obra de Edgard Roquette-Pinto","Keuller, Adriana T. A. Martins","Cadernos de Saúde Pública; 25(10); 2301-2302","Cadernos de Saúde Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000022&lang=pt" 
"S0102-311X2009001000021-scl","Estado, sociedade e formação profissional em saúde: contradições e desafios em 20 anos de sus","Ceccim, Ricardo Burg","Cadernos de Saúde Pública; 25(10); 2299-2300","Cadernos de Saúde Pública","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000021&lang=pt" 
"S0102-311X2009001000022-spa","Antropologia Brasiliana: ciência e educação na obra de Edgard Roquette-Pinto","Keuller, Adriana T. A. Martins","Cadernos de Saúde Pública; 25(10); 2301-2302","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000022&lang=pt" 
"S0102-311X2009001000021-spa","Estado, sociedade e formação profissional em saúde: contradições e desafios em 20 anos de sus","Ceccim, Ricardo Burg","Cadernos de Saúde Pública; 25(10); 2299-2300","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000021&lang=pt" 
"S0102-311X2009001000020-spa","Epidemia de comportamentos de risco? Nota sobre contextos sócio-culturais desiguais e dimensões subjetivas do processo saúde-doença","Bagrichevsky, Marcos, Estevão, Adriana","Cadernos de Saúde Pública; 25(10); 2297-2298","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000020&lang=pt" 
"S0102-311X2009001000001-spa","Efeitos colaterais do produtivismo acadêmico na pós-graduação","Coimbra Jr., Carlos E. A.","Cadernos de Saúde Pública; 25(10); 2092-2092","Cadernos de Saúde Pública","Inglês, Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000001&lang=pt" 
"S0102-311X2009001000019-spa","Etiology of cutaneous leishmaniasis and anthropophilic vectors in Juruti, Pará State, Brazil","Garcez, Lourdes Maria, Soares, Daniela Cristina, Chagas, Anadeiva Portela, Souza, Gilberto César Rodrigues de, Miranda, Jefferson Francisco Correia, Fraiha, Habib, Flöeter-Winter, Lucile Maria, Nunes, Heloísa Marceliano, Zampiere, Ricardo Andrade, Shaw, Jeffrey Jon","Cadernos de Saúde Pública; 25(10); 2291-2295","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000019&lang=pt" 
"S0102-311X2009001000018-spa","Correspondence between children&#039;s nutritional status and mothers&#039; perceptions: a population-based study","Molina, Maria del Carmen Bisi, Faria, Carolina Perim de, Montero, Pilar, Cade, Nagela Valadão","Cadernos de Saúde Pública; 25(10); 2285-2290","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000018&lang=pt" 
"S0102-311X2009001000015-spa","Frequency of fiber-rich food intake and associated factors in a Southern Brazilian population","Madruga, Samanta Winck, Araújo, Cora Luiza, Bertoldi, Andréa Dâmaso","Cadernos de Saúde Pública; 25(10); 2249-2259","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000015&lang=pt" 
"S0102-311X2009001000014-spa","Condições de financiamento em saúde nos grandes municípios do Brasil","Lima, Luciana Dias de, Andrade, Carla Lourenço Tavares de","Cadernos de Saúde Pública; 25(10); 2237-2248","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000014&lang=pt" 
"S0102-311X2009001000013-spa","Interactions between antidepressants and antihypertensive and glucose lowering drugs among patients in the HIPERDIA Program, Coronel Fabriciano, Minas Gerais State, Brazil","Coelho, Paula Vieira, Brum, Carla de Arêdes","Cadernos de Saúde Pública; 25(10); 2229-2236","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000013&lang=pt" 
"S0102-311X2009001000012-spa","Acurácia da equipe do Sistema de Informações sobre Mortalidade na seleção da causa básica do óbito em capital no Sul do Brasil","Fajardo, Sirlei, Aerts, Denise Rangel Ganzo de Castro, Bassanesi, Sérgio Luiz","Cadernos de Saúde Pública; 25(10); 2218-2228","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000012&lang=pt" 
"S0102-311X2009001000011-spa","Imagem-objetivo para a descentralização da vigilância sanitária em nível municipal","Ferraro, Andréa Helena Argolo, Costa, Ediná Alves, Vieira-da-Silva, Lígia Maria","Cadernos de Saúde Pública; 25(10); 2201-2217","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000011&lang=pt" 
"S0102-311X2009001000010-spa","Fatores associados à atividade física, comportamento sedentário e participação na Educação Física em estudantes do Ensino Médio em Santa Catarina, Brasil","Silva, Kelly Samara da, Nahas, Markus Vinícius, Peres, Karen Glazer, Lopes, Adair da Silva","Cadernos de Saúde Pública; 25(10); 2187-2200","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000010&lang=pt" 
"S0102-311X2009001000009-spa","Cross-cultural adaptation, validation and reliability of the Body Area Scale for Brazilian adolescents","Conti, Maria Aparecida, Latorre, Maria do Rosário Dias de Oliveira, Hearst, Norman, Segurado, Aluísio","Cadernos de Saúde Pública; 25(10); 2179-2186","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000009&lang=pt" 
"S0102-311X2009001000008-spa","Licenças médicas entre trabalhadores da Secretaria de Estado da Saúde de São Paulo no ano de 2004","Sala, Arnaldo, Carro, Adriana Rosa Linhares, Correa, Aniara Nascimento, Seixas, Paulo Henrique D&#039;Ângelo","Cadernos de Saúde Pública; 25(10); 2168-2178","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000008&lang=pt" 
"S0102-311X2009001000007-spa","Health related quality of life among the elderly: a population-based study using SF-36 survey","Lima, Margareth Guimarães, Barros, Marilisa Berti de Azevedo, César, Chester Luiz Galvão, Goldbaum, Moisés, Carandina, Luana, Ciconelli, Rozana Mesquita","Cadernos de Saúde Pública; 25(10); 2159-2167","Cadernos de Saúde Pública","Inglês","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000007&lang=pt" 
"S0102-311X2009001000005-spa","Associação entre estágios de mudança de comportamento relacionados à atividade física e estado nutricional em universitários","Madureira, Alberto Saturno, Corseuil, Herton Xavier, Pelegrini, Andreia, Petroski, Edio Luiz","Cadernos de Saúde Pública; 25(10); 2139-2146","Cadernos de Saúde Pública","Português","2009","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2009001000005&lang=pt" 
"S0102-311X2009001000003-scl","Does the way I see you affect the way I see myself? Associations between interviewers&#039; and interviewees&#039; &quot;color/race&quot; in southern Brazil","Bastos, João Luiz, Dumith, Samuel Carvalho, Santos, Ricardo Ventura, Barros, Aluísio J. D., Del Duca, Giovâni Firpo, Gonçalves, Helen, Nunes, Ana Paula","Cadernos de Saúde Pública; 25(10); 2111-2124","Cadernos de Saúde Pública","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2009001000003&lang=pt" 
