"S0100-84042004000400004-scl","Lectotypifications in Ditassa R.Br. (Apocynaceae: Asclepiadoideae)","Konno, Tatiana U.P., Wanderley, Maria das Graças L.","Brazilian Journal of Botany; 27(4); 639-640","Brazilian Journal of Botany","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042004000400004&lang=pt" 
"S0100-84042004000400002-scl","Variabilidade isoenzimática em populações naturais de jacarandá paulista (Machaerium villosum Vog.)","Botrel, Maria Carolina G., Carvalho, Dulcinéia de","Brazilian Journal of Botany; 27(4); 621-627","Brazilian Journal of Botany","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042004000400002&lang=pt" 
"S0100-84042004000400005-scl","Efeitos de borda sobre a comunidade de pteridófitas na Mata Atlântica da região de Una, sul da Bahia, Brasil","Paciencia, Mateus L.B., Prado, Jefferson","Brazilian Journal of Botany; 27(4); 641-653","Brazilian Journal of Botany","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042004000400005&lang=pt" 
"S0100-84042004000400013-scl","Plant species and habitat structure in a sand dune field in the brazilian Caatinga: a homogeneous habitat harbouring an endemic biota","Rocha, Pedro Luís B. da, Queiroz, Luciano P. de, Pirani, José Rubens","Brazilian Journal of Botany; 27(4); 739-755","Brazilian Journal of Botany","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042004000400013&lang=pt" 
"S0100-84042004000400012-scl","Horizontal and vertical tree community structure in a lowland atlantic rain forest, southeastern Brazil","Guilherme, Frederico Augusto G., Morellato, L. Patrícia C., Assis, Marco A.","Brazilian Journal of Botany; 27(4); 725-737","Brazilian Journal of Botany","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042004000400012&lang=pt" 
"S0100-84042004000400003-scl","Anatomia da raiz de Cyperus giganteus Vahl (Cyperaceae) em desenvolvimento","Rodrigues, Ana Claudia, Estelita, Maria Emília M.","Brazilian Journal of Botany; 27(4); 629-638","Brazilian Journal of Botany","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042004000400003&lang=pt" 
"S0213-91112004000700008-esp","Características de los lesionados por accidente de tráfico con alcoholemia positiva","Martínez, Xavier, Plasència, Antoni, Rodríguez-Martos, Alicia, Santamariña, Elena, Martí, Josep, Torralba, Lluís","Gaceta Sanitaria; 18(5); 387-390","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700008&lang=pt" 
"S0213-91112004000700004-esp","Variabilidad en la asistencia hospitalaria: El caso de la cirugía nasosinusal en España","Jiménez-Puente, Alberto, Piédrola-Maroto, David, Perea-Milla, Emilio, Lara-Blanquer, Antonio, Pons-Palliser, Joana, Bandera-Florido, Ana, Sarmiento González-Nieto, Víctor","Gaceta Sanitaria; 18(5); 360-365","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700004&lang=pt" 
"S0213-91112004000700007-esp","Comparación entre los niños de etnia gitana e inmigrantes extranjeros ingresados en centros de protección por maltrato","Oliván-Gonzalvo, Gonzalo","Gaceta Sanitaria; 18(5); 380-386","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700007&lang=pt" 
"S0213-91112004000700005-esp","Los sistemas de autorregulación como mecanismos de control de la publicidad de tabaco: evaluación mediante análisis empírico","Martín, Marta, Quiles, M. del Carmen, López, Carmen","Gaceta Sanitaria; 18(5); 366-373","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700005&lang=pt" 
"S0213-91112004000700012-esp","Perfiles de investigación y habilitaciones del área de medicina preventiva y salud pública","Álvarez-Dardet, Carlos, Bolúmar, Francisco, Delgado, Miguel, Gil, Ángel, Gómez, Luis, Hernández, Ildefonso","Gaceta Sanitaria; 18(5); 409-409","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700012&lang=pt" 
"S0213-91112004000700013-esp","Triaje estructurado y análisis de casuística relacionado con la urgencia: Un nuevo modelo de gestión para los servicios de urgencias","Gómez, Josep","Gaceta Sanitaria; 18(5); 410-411","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700013&lang=pt" 
"S0213-91112004000700001-esp","El Convenio Marco para el Control del Tabaco: respuesta a la globalización de una epidemia comunicada","Peruga, Armando","Gaceta Sanitaria; 18(5); 343-345","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700001&lang=pt" 
"S0213-91112004000700011-esp","Uso de antihipertensivos en Cantabria (1995-2002): el desfase con las evidencias","Vara, Luis, Sangrador, Ana, Muñoz, Pedro, Sanz, Saturnino","Gaceta Sanitaria; 18(5); 406-408","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700011&lang=pt" 
"S0213-91112004000700016-esp","Albeitería","Bellido, Juan B.","Gaceta Sanitaria; 18(5); 417-419","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700016&lang=pt" 
"S0213-91112004000700015-esp","","","Gaceta Sanitaria; 18(5); 414-416","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700015&lang=pt" 
"S0213-91112004000700010-esp","La introducción de tecnologías en los sistemas sanitarios: del dicho al hecho","García-Altés, Anna","Gaceta Sanitaria; 18(5); 398-405","Gaceta Sanitaria","Espanhol","2004","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-91112004000700010&lang=pt" 
"S1135-57272004000500007-spa","Cribaje de microfilariasis sanguínea (Loa Loa) en la población inmigrante de zonas endémicas","Carrillo Casas, Esther, Iglesias Pérez, Begoña, Gómez i Prat, Jordi, Guinovart Florensa, Caterina, Cabezos Otón, Juan","Revista Española de Salud Pública; 78(5); 623-630","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500007&lang=pt" 
"S1135-57272004000500002-spa","Metodología de introducción de servicios e-salud para el seguimiento y control de pacientes crónicos","Monteagudo Peña, Jose Luis, Hernández Salvador, Carlos, García-López, Fernando","Revista Española de Salud Pública; 78(5); 571-581","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500002&lang=pt" 
"S1135-57272004000500006-spa","Valoración del índice de salud SF-36 aplicado a usuarios de programas de metadona: valores de referencia para la Comunidad Autónoma Vasca","Iraurgi Castillo, Ioseba, Póo, Mónica, Márkez Alonso, Iñaki","Revista Española de Salud Pública; 78(5); 609-621","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500006&lang=pt" 
"S1135-57272004000500005-spa","Factores asociados a presentar parada respiratoria en las sobredosis por opiáceos atendidas en un escenario abierto de consumo de drogas en Barcelona","Anoro, Manel, Ilundain, Enrique, Rodriguez, Rosa, Rossell, Lali, Iglesias, Begoña, Guinovart, Caterina, Gabari, Mercedes","Revista Española de Salud Pública; 78(5); 601-608","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500005&lang=pt" 
"S1135-57272004000500004-spa","Prevalencia de infección tuberculosa en las personas inmigrantes del área de salud de Toledo","Alonso Moreno, Francisco Javier, García Bajo, M. Carmen, Lougedo Calderón, M. José, Comas Samper, José Manuel, Palencia, María García, López de Castro, Francisco, Pérez Villaverde, Noemí, Sánchez García, Reyes, Soto García, Manuel","Revista Española de Salud Pública; 78(5); 593-600","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500004&lang=pt" 
"S1135-57272004000500003-spa","Lesiones por accidente de trabajo en España: comparación entre las Comunidades Autónomas en los años 1989, 1993 y 2000","G. Benavides, Fernando, Castejón, Emilio, Giráldez, Maria Teresa, Catot, Nùria, Delclós, Jordi","Revista Española de Salud Pública; 78(5); 583-591","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500003&lang=pt" 
"S1135-57272004000500008-spa","Evolución del consumo de fármacos antidepresivos en las áreas sanitarias de La Rioja y Zamora durante el período 1997-2001","Sainz de Rozas Aparicio, Carlos, Ruiz Clavijo Díez, María Teresa, Díaz Madero, Alfonso","Revista Española de Salud Pública; 78(5); 631-645","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500008&lang=pt" 
"S1135-57272004000500001-spa","Población inmigrante y enfermedades infecciosas","Guerrero Espejo, Antonio, Colomina Rodríguez, Javier","Revista Española de Salud Pública; 78(5); 565-570","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500001&lang=pt" 
"S1135-57272004000500009-spa","Clasificación estadística internacional de enfermedades y problemas relacionados con la salud: décima revisión (CIE-10), volúmenes 1, 2 y 3 en CD-Rom","","Revista Española de Salud Pública; 78(5); 647-648","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500009&lang=pt" 
"S1135-57272004000500011-spa","Mantenerse en forma para la vida: necesidades nutricionales de los adultos mayores","","Revista Española de Salud Pública; 78(5); 651-652","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500011&lang=pt" 
"S1135-57272004000500012-spa","Fe de erratas","","Revista Española de Salud Pública; 78(5); 653-653","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500012&lang=pt" 
"S1135-57272004000500010-spa","Epidemiología Básica","Beaglehole, Robert, Bonita, Ruth, Kjellström, Tord","Revista Española de Salud Pública; 78(5); 649-649","Revista Española de Salud Pública","Espanhol","2004","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1135-57272004000500010&lang=pt" 
"S0101-73302004000300016-scl","O financiamento do ensino superior em Portugal: entre o Estado e o mercado","Cabrito, Belmiro Gil","Educação &amp; Sociedade; 25(88); 977-996","Educação &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302004000300016&lang=pt" 
"S0101-73302004000300017-scl","Parceria universidade-empresa e mudanças na cultura acadêmica: análise comparativa dos casos da Argentina e do Canadá","Schugurensky, Daniel, Naidorf, Judith","Educação &amp; Sociedade; 25(88); 997-1022","Educação &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302004000300017&lang=pt" 
"S0101-73302004000300018-scl","Produção do conhecimento na educação superior australiana: do acadêmico ao comercial","Meek, V. Lynn","Educação &amp; Sociedade; 25(88); 1023-1043","Educação &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302004000300018&lang=pt" 
"S0101-73302004000300019-scl","La educación superior transnacional en México: el caso Sylvan-Universidad del Valle de México","Rodríguez Gómez, Roberto","Educação &amp; Sociedade; 25(88); 1044-1068","Educação &amp; Sociedade","Espanhol","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302004000300019&lang=pt" 
"S0100-72032004000900002-scl","Comportamento da freqüência cardíaca, pressão arterial e peso hidrostático de gestantes em diferentes profundidades de imersão","Finkelstein, Ilana, Alberton, Cristine Lima, Figueiredo, Paulo André Poli de, Garcia, Débora Rios, Tartaruga, Leonardo Alexandre Peyré, Kruel, Luiz Fernando Martins","Revista Brasileira de Ginecologia e Obstetrícia; 26(9); 685-690","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000900002&lang=pt" 
"S0100-72032004000900003-scl","Associação entre a antropometria e a leptina circulante nos compartimentos materno, fetal e placentário, na gravidez normal","Castro, Flávia Cipriano, Leite, Henrique Vitor, Pereira, Alamanda Kfoury, Reis, Zilma Silveira Nogueira, Cabral, Antônio Carlos Vieira","Revista Brasileira de Ginecologia e Obstetrícia; 26(9); 691-695","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000900003&lang=pt" 
"S0100-72032004000900004-scl","Resultados perinatais em grávidas com mais de 35 anos: estudo controlado","Andrade, Priscilla Chamelete, Linhares, José Juvenal, Martinelli, Silvio, Antonini, Marcelo, Lippi, Umberto Gazi, Baracat, Fausto Farah","Revista Brasileira de Ginecologia e Obstetrícia; 26(9); 697-701","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000900004&lang=pt" 
"S0100-72032004000900007-scl","Modelo experimental para endometriose em coelhas com seguimento evolutivo das lesões","Silva, Julio César Rosa e, Silva, Ana Carolina Japur de Sá Rosa e, Coltro, Pedro Soler, Garcia, Sérgio Britto, Reis, Francisco Cândido dos, Nogueira, Antônio Alberto","Revista Brasileira de Ginecologia e Obstetrícia; 26(9); 715-719","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000900007&lang=pt" 
"S0100-72032004000900009-scl","A síndrome dos ovários policísticos pode interferir nos resultados da fertilização in vitro?","Reis, Rosana Maria dos, Ângelo, Alexandre Gonçalves De, Romão, Gustavo Salata, Santana, Laura Ferreira, Moura, Marcos Dias de, Ferriani, Rui Alberto","Revista Brasileira de Ginecologia e Obstetrícia; 26(9); 727-733","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000900009&lang=pt" 
"S0100-72032004000900008-scl","Vaginose bacteriana e DNA de papilomavírus humano de alto risco oncogênico em mulheres submetidas a conização com alça diatérmica para tratamento de neoplasia intra-epitelial cervical de alto grau","Discacciati, Michelle Garcia, Rabelo-Santos, Silvia Helena, Campos, Elisabete Aparecida, Simões, José Antonio, Derchain, Sophie Françoise Mauricette, Sarian, Luís Otávio Zanatta, Zeferino, Luiz Carlos","Revista Brasileira de Ginecologia e Obstetrícia; 26(9); 721-725","Revista Brasileira de Ginecologia e Obstetrícia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032004000900008&lang=pt" 
"S1516-35982004000500008-scl","Determinação da solubilidade protéica de farinhas de subproduto de aves com a pepsina em baixa concentração","Bellaver, Claudio, Zanotto, Dirceu Luís, Guidoni, Antônio Lourenço","Revista Brasileira de Zootecnia; 33(5); 1167-1171","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500008&lang=pt" 
"S1516-35982004000500011-scl","Valores energéticos e aminoácidos digestíveis da semente do capim-arroz (Echinochloa spp) para aves","Rodrigues, Paulo Borges, Dutra Júnior, Wilson Moreira, Rostagno, Horacio Santiago, Rodrigues, Kênia Ferreira","Revista Brasileira de Zootecnia; 33(5); 1192-1196","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500011&lang=pt" 
"S1516-35982004000500020-scl","Características de carcaça de bovinos zebu e cruzados holandês-zebu (F1) nas fases de recria e terminação","Alves, Dorismar David, Paulino, Mário Fonseca, Backes, Alfredo Acosta, Valadares Filho, Sebastião de Campos, Rennó, Luciana Navajas","Revista Brasileira de Zootecnia; 33(5); 1274-1284","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500020&lang=pt" 
"S1516-35982004000500024-scl","Avaliação do feno de Egeria densa na alimentação de carneiros","Batista, Ângela Maria Vieira, Carvalho, Francisco Fernando Ramos de, Marques, Carlo Aldrovandi Torreão, Medeiros, Sílvio José Souza de, Almeida, Omer Cavalcante de","Revista Brasileira de Zootecnia; 33(5); 1309-1315","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500024&lang=pt" 
"S1516-35982004000500026-scl","Efeito da adição de feno de catingueira (Caesalpinea bracteosa) na ração sobre o balanço de energia e de nitrogênio em ovinos morada nova","Gonzaga Neto, Severino, Batista, Ângela Maria Vieira, Carvalho, Francisco Fernando Ramos de, Marques, Carlo Aldrovandi Torreão, Santos, Gladston Rafael Arruda","Revista Brasileira de Zootecnia; 33(5); 1325-1331","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500026&lang=pt" 
"S1516-35982004000500028-scl","Comportamento de ovinos em gestação e lactação sob pastejo em diferentes estádios fenológicos de azevém anual","Pedroso, Carlos Eduardo da Silva, Medeiros, Renato Borges de, Silva, Marcelo Abreu da, Jornada, João Batista Jornada da, Saibro, João Carlos de, Teixeira, José Roberto Funck","Revista Brasileira de Zootecnia; 33(5); 1340-1344","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500028&lang=pt" 
"S1516-35982004000500029-scl","Produção de ovinos em gestação e lactação sob pastejo em diferentes estádios fenológicos de azevém anual","Pedroso, Carlos Eduardo da Silva, Medeiros, Renato Borges de, Silva, Marcelo Abreu da, Jornada, João Batista Jornada da, Saibro, João Carlos de, Teixeira, José Roberto Funck","Revista Brasileira de Zootecnia; 33(5); 1345-1350","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500029&lang=pt" 
"S1516-35982004000500001-scl","Métodos de coleta de fezes e determinação dos coeficientes de digestibilidade da fração protéica e da energia de alimentos para o pacu, Piaractus mesopotamicus (Holmberg, 1887)","Abimorad, Eduardo Gianini, Carneiro, Dalton José","Revista Brasileira de Zootecnia; 33(5); 1101-1109","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500001&lang=pt" 
"S1516-35982004000500002-scl","Produção de forragem de capim-elefante sob clima frio: curva de crescimento e valor nutritivo","Dall&#039;Agnol, Miguel, Scheffer-Basso, Simone Meredith, Nascimento, João Antonio L. do, Silveira, Carlos A. M., Fischer, Ricardo G.","Revista Brasileira de Zootecnia; 33(5); 1110-1117","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500002&lang=pt" 
"S1516-35982004000500003-scl","Parâmetros genéticos de longevidade e produtividade de fêmeas da raça Nelore","Bertazzo, Rodrigo Possa, Freitas, Rilke Tadeu Fonseca de, Gonçalves, Tarcísio de Moraes, Pereira, Idalmo Garcia, Eler, Joanir Pereira, Ferraz, José Bento Sterman, Oliveira, Antonio Ilson Gomes de, Andrade, Ivo Francisco de","Revista Brasileira de Zootecnia; 33(5); 1118-1127","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500003&lang=pt" 
"S1516-35982004000500004-scl","Vitrificação de ovócitos desnudados ou não e previamente maturados in vitro","Fagundes, Letícia Martins, Costa, Eduardo Paulino da, Torres, Ciro Alexandre Alves, Amaral Filha, Wald&#039;ma Sobrinho, Silva, Trícia Osório da, Gioso, Marilú Martins","Revista Brasileira de Zootecnia; 33(5); 1128-1134","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500004&lang=pt" 
"S1516-35982004000500005-scl","Parâmetros genéticos do peso no início da estação de monta, considerado indicativo do peso adulto de matrizes Nelore","Mercadante, Maria Eugênia Zerlotti, Razook, Alexander George, Trovo, José Benedito de Freitas, Cyrillo, Joslaine Noely dos Santos Gonçalves, Figueiredo, Leopoldo Andrade de","Revista Brasileira de Zootecnia; 33(5); 1135-1144","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500005&lang=pt" 
"S1516-35982004000500006-scl","Energia metabolizável do óleo de soja em diferentes níveis de inclusão para frangos de corte nas fases de crescimento e final","Andreotti, Marcelo de Oliveira, Junqueira, Otto Mack, Barbosa, Maria José Baptista, Cancherini, Luciana Cardoso, Araújo, Lúcio Francelino, Rodrigues, Eliana Aparecida","Revista Brasileira de Zootecnia; 33(5); 1145-1151","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500006&lang=pt" 
"S1516-35982004000500007-scl","Exigências de metionina + cistina para frangos de corte machos em diferentes fases de criação","Atencio, Anel, Albino, Luiz Fernando Teixeira, Rostagno, Horacio Santiago, Vieites, Flávio Medeiros","Revista Brasileira de Zootecnia; 33(5); 1152-1166","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500007&lang=pt" 
"S1516-35982004000500009-scl","Digestibilidade e desempenho de coelhos oriundos de quatro padrões de alimentação até a desmama alimentados com dietas contendo diferentes níveis de amido após a desmama","Faria, Haroldo Garcia de, Scapinello, Cláudio, Peralta, Rosane Marina, Gidenne, Thierry, Furlan, Antonio Claudio, Andreazzi, Márcia Aparecida","Revista Brasileira de Zootecnia; 33(5); 1172-1180","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500009&lang=pt" 
"S1516-35982004000500010-scl","Digestibilidade ileal aparente e verdadeira de aminoácidos de farinhas de carne e ossos para suínos","Pozza, Paulo Cesar, Gomes, Paulo Cezar, Donzele, Juarez Lopes, Rostagno, Horacio Santiago, Pozza, Magali Soares dos Santos, Nogueira, Eduardo Terra","Revista Brasileira de Zootecnia; 33(5); 1181-1191","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500010&lang=pt" 
"S1516-35982004000500012-scl","Programas de alimentação para matrizes pesadas após o pico de postura, com base em modelos para predizer a exigência energética","Sakomura, Nilva Kazue, Santos, Andrea Luciana dos, Freitas, Ednardo Rodrigues, Rabello, Carlos Boa-Viagem","Revista Brasileira de Zootecnia; 33(5); 1197-1208","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500012&lang=pt" 
"S1516-35982004000500013-scl","Exigências de mantença e de ganho de proteína e de energia em codornas japonesas (Coturnix coturnix japonica) na fase de 1 a 12 dias de idade","Silva, José Humberto Vilar da, Silva, Marinalva Barbosa da, Jordão Filho, José, Silva, Edson Lindolfo da, Andrade, Iremar Silva, Melo, Djair Alves de, Ribeiro, Marcelo Luís Gomes, Rocha, Maria do Rosário de Fontes, Costa, Fernando Guilherme Perazzo, Dutra Júnior, Wilson Moreira","Revista Brasileira de Zootecnia; 33(5); 1209-1219","Revista Brasileira de Zootecnia","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982004000500013&lang=pt" 
