"S1870-719X2016000200009-mex","El valle de Soba (Cantabria): vecinos, concejos y ayuntamiento a fines del siglo XVIII","Gavira Márquez, María Concepción","Tzintzun. Revista de estudios históricos; (64); 9-46","Tzintzun. Revista de estudios históricos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-719X2016000200009&lang=pt" 
"S1870-719X2016000200296-mex","Francisco Franco y Fulgencio Batista: complicidad de dos dictadores en el poder (1952-1958)","Figueredo Cabrera, Katia","Tzintzun. Revista de estudios históricos; (64); 296-325","Tzintzun. Revista de estudios históricos","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-719X2016000200296&lang=pt" 
"S1676-24442016000600400-scl","Polymethyl methacrylate (Linnea Safe) causes local inflammatory response after intramuscular implant in BALB/c mice but it is not observed in distant organs","Costa, Eduardo Luiz, Milhomem, Anália C., Moura Filho, Ronaldo Moisés de, Lino Jr., Ruy S.","Jornal Brasileiro de Patologia e Medicina Laboratorial; 52(6); 400-406","Jornal Brasileiro de Patologia e Medicina Laboratorial","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442016000600400&lang=pt" 
"S0256-95742016001200024-sza","Risk factors for unsuccessful lumbar puncture in children","Procter, C, Buys, H, Carrara, H, Thomas, J","SAMJ: South African Medical Journal; 106(12); 1230-1235","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016001200024&lang=pt" 
"S0874-55602016000200002-prt","Femicídio: o fim da linha da violência de género","Neves, Sofia","Ex aequo; (34); 09-12","Ex aequo","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0874-55602016000200002&lang=pt" 
"S0256-95742016001200005-sza","Willingness of tobacco smokers to contribute financially towards cessation resources","Rao, Karthik, Slogrove, Amy L, Cooke, M Louise, Cotton, Mark F","SAMJ: South African Medical Journal; 106(12); 1154-1154","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016001200005&lang=pt" 
"S1678-69712016000600072-scl","Social innovation as a process to overcome institutional voids: a multidimensional overview","AGOSTINI, MANUELA RÖSING, MARQUES, LUCIANA VIEIRA, BOSSLE, MARILIA BONZANINI","RAM. Revista de Administração Mackenzie; 17(6); 72-101","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000600072&lang=pt" 
"S0874-55602016000200013-prt","Ecología y género en diálogo interdisciplinar","Albuquerque, Rosana","Ex aequo; (34); 166-169","Ex aequo","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0874-55602016000200013&lang=pt" 
"S1516-35982016001200768-scl","Performance and eating behaviour of crossbred goats in Mediterranean climate of Turkey","Koluman, Nazan, Boga, Mustafa, Silanikove, Nissim, Gorgulu, Murat","Revista Brasileira de Zootecnia; 45(12); 768-772","Revista Brasileira de Zootecnia","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982016001200768&lang=pt" 
"S0256-95742016001200014-sza","South African Guidelines Excellence (SAGE): Adopt, adapt, or contextualise?","Dizon, J M, Grimmer, K, Louw, Q, Kredo, T, Young, T, Machingaidze, S","SAMJ: South African Medical Journal; 106(12); 1177-1178","SAMJ: South African Medical Journal","Inglês","2016","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0256-95742016001200014&lang=pt" 
"S1678-69712016000600012-scl","PRESENTATION","Popadiuk, Silvio","RAM. Revista de Administração Mackenzie; 17(6); 12-13","RAM. Revista de Administração Mackenzie","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-69712016000600012&lang=pt" 
"S1519-38292016000400415-scl","Determinants of stillbirths occurred in health facilities in Zambezia province, Mozambique (2013-2014)","Pires, Germano, Rosa, Maria, Zangarote, Minó, Chicumbe, Sérgio","Revista Brasileira de Saúde Materno Infantil; 16(4); 415-420","Revista Brasileira de Saúde Materno Infantil","Inglês, Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-38292016000400415&lang=pt" 
"S2176-66812016000300619-scl","Mapa conceitual, um gênero textual escolar: uma proposta de retextualização de textos didáticos de história","Yoshimoto, Elton Mitio, Yoshimoto, Graziele Maria Freire, Silva, Givan José Ferreira da, Oliveira, Marilu Martens","Revista Brasileira de Estudos Pedagógicos; 97(247); 619-636","Revista Brasileira de Estudos Pedagógicos","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2176-66812016000300619&lang=pt" 
"S1409-42582016000300141-cri","Estilos de enseñanza y estilos de aprendizaje en educación superior: Análisis de las preferencias de estudiantes de Pedagogía en Inglés en tres universidades chilenas","Rojas-Jara, Constanza, Díaz-Larenas, Claudio, Vergara-Morales, Jorge, Alarcón-Hernández, Paola, Ortiz-Navarrete, Mabel","Revista Electrónica Educare; 20(3); 141-169","Revista Electrónica Educare","Espanhol","2016","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S1409-42582016000300141&lang=pt" 
"S1870-11912016000200079-mex","Retornos sin familia: El caso de migrantes jubilados","Mojica Madrigal, Óscar Ariel","Culturales; 4(2); 79-101","Culturales","Espanhol","2016","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1870-11912016000200079&lang=pt" 
"S0872-07542016000500019-prt","Válvulas da uretra posterior: uma apresentação atípica","Bessa, Lígia, Santos, Sofia, Patraquim, Cláudia, Ferreira, Carla, Rocha, Liliana, Costa, Teresa, Matos, Paula","Nascer e Crescer; 25(); 20-20","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500019&lang=pt" 
"S0872-07542016000500014-prt","Doença celíaca em idade pediátrica: a importância do seguimento","Miranda, Sara, Costa, Cristina","Nascer e Crescer; 25(); 17-18","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500014&lang=pt" 
"S0872-07542016000500018-prt","Rejeição humoral aguda no transplante renal: gravidez como evento sensibilizante?","Santos, Sofia, Bessa, Lígia, Patraquim, Cláudia, Rocha, Liliana, Costa, Teresa, Faria, Maria do Sameiro, Matos, Paula, Henriques, Castro, Mota, Conceição","Nascer e Crescer; 25(); 20-20","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500018&lang=pt" 
"S0872-07542016000500001-prt","Diabetes inaugural numa urgência de um hospital de nível A2","Batista, Ana Rita, Belo, Rita Russo, Peixoto, Sara, Cândido, Cristina, Martins, Vânia","Nascer e Crescer; 25(); 10-10","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500001&lang=pt" 
"S0872-07542016000500006-prt","Terapêutica por perfusão subcutânea contínua de insulina: a experiência de um centro pediátrico nível III","Figueiredo, Catarina Matos de, Popik, Ekaterina, Freitas, Joana, Cardoso, Helena, Oliveira, Maria João, Borges, Teresa","Nascer e Crescer; 25(); 13-13","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500006&lang=pt" 
"S0872-07542016000500005-prt","Síndrome hemolítico-urémico: casuística de um hospital terciário","Ferreira, Lígia M., Ferreira, Carla, Guimarães, Nádia M, Rodrigues, Marlene, Guardado, Vanda, Rocha, Liliana, Costa, Teresa, Faria, Sameiro, Matos, Paula, Mota, Conceição","Nascer e Crescer; 25(); 13-13","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500005&lang=pt" 
"S0872-07542016000500023-prt","Hérnia diafragmática de Morgagni: um caso clínico","Marinho, Ana Sofia, Coelho, Ana, Sequeira, Joana Barbosa, Sousa, Catarina, Pinto, João Moreira, Carvalho, Fátima","Nascer e Crescer; 25(); 22-22","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500023&lang=pt" 
"S0717-97072016000400015-chl","CHANGES IN SECONDARY METABOLITES PROFILES AND BIOLOGICAL ACTIVITY OF THE FRESH FRUITING BODIES OF Stereum hirsutum EXPOSED TO HIGH-DOSE UV-B RADIATION","TORRES, SOLANGE, CABRERA-PARDO, JAIMER, ALONSO, FELIPE, BUSTOS, EVELYN, PÉREZ, CLAUDIA, PALFNER, GOETZ, HERNÁNDEZ, VÍCTOR, URIARTE, EUGENIO, BECERRA, JOSÉ","Journal of the Chilean Chemical Society; 61(4); 3224-3227","Journal of the Chilean Chemical Society","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-97072016000400015&lang=pt" 
"S0872-07542016000500037-prt","Tumefação da região frontal: será hematoma?","Lemos, Cláudia João, Teixeira, Liliana, Fernandes, Alexandre, Sousa, Catarina, Ramos, Ana","Nascer e Crescer; 25(); 30-30","Nascer e Crescer","Português","2016","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0872-07542016000500037&lang=pt" 
"S2237-60892016000400207-scl","Cross-cultural adaptation of the Posttraumatic Stress Disorder Checklist 5 (PCL-5) and Life Events Checklist 5 (LEC-5) for the Brazilian context","Lima, Eduardo de Paula, Vasconcelos, Alina Gomide, Berger, William, Kristensen, Christian Haag, Nascimento, Elizabeth do, Figueira, Ivan, Mendlowicz, Mauro Vitor","Trends in Psychiatry and Psychotherapy; 38(4); 207-215","Trends in Psychiatry and Psychotherapy","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892016000400207&lang=pt" 
"S1679-78252016001502834-scl","A Study of the Thermal Runaway Phase Generated During Cyclic Loading of Viscoelastic Materials Accounting for the Prestress","Rodovalho, Luiz Fernando Ferreira, Lima, Antonio Marcos Gonçalves de, Borges, Romes Antonio, Lacerda, Helder Barbieri","Latin American Journal of Solids and Structures; 13(15); 2834-2851","Latin American Journal of Solids and Structures","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252016001502834&lang=pt" 
"S2393-66062016000200005-ury","REPRESENTACIONES SOCIALES ACERCA DE LA DONACIÓN DE ÓRGANOS EN ENFERMEROS DE UNA UNIDAD DE PACIENTE CRÍTICO","Ramírez Pereira, Mirliana, Rojas Vásquez, Constanza, Beltrán Martiz, Cecilia, Polanco Huerta, Rubén","Enfermería: Cuidados Humanizados; 5(2); 34-40","Enfermería: Cuidados Humanizados","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2393-66062016000200005&lang=pt" 
"S0102-76382016000600415-scl","Radiation Exposure in Endovascular Infra-Renal Aortic Aneurysm Repair and Factors that Influence It","Machado, Rui, Ferreira, Vitor Miguel Dias, Loureiro, Luis, Gonçalves, João, Oliveira, Pedro, Almeida, Rui","Brazilian Journal of Cardiovascular Surgery; 31(6); 415-421","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000600415&lang=pt" 
"S2237-60892016000400221-scl","Translation and cross-cultural adaptation of the Rating Scale for Countertransference (RSCT) to American English","Mondrzak, Rafael, Reinert, Camila, Sandri, Andreia, Spanemberg, Lucas, Nogueira, Eduardo L., Bertoluci, Mirella, Eizirik, Claudio Laks, Furtado, Nina Rosa","Trends in Psychiatry and Psychotherapy; 38(4); 221-226","Trends in Psychiatry and Psychotherapy","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892016000400221&lang=pt" 
"S2393-66062016000200001-ury","EDITORIAL","Agazzi, Beatriz","Enfermería: Cuidados Humanizados; 5(2); 3-5","Enfermería: Cuidados Humanizados","Espanhol","2016","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S2393-66062016000200001&lang=pt" 
"S0102-76382016000600000-scl","New Year - New Challenges - New Achievements","Braile, Domingo M.","Brazilian Journal of Cardiovascular Surgery; 31(6); I-II","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000600000&lang=pt" 
"S1414-753X2016000400001-scl","CLIMATE CHANGE: THE LONG ROAD FROM THEORY TO ACTION","Jacobi, Pedro Roberto, Empinotti, Vanessa Lucena","Ambiente &amp; Sociedade; 19(4); -","Ambiente &amp; Sociedade","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2016000400001&lang=pt" 
"S2237-60892016000400234-scl","Is there a correlation between physicians&#039; clinical impressions and patients&#039; perceptions of change? Use of the Perceived Change Scale with inpatients with mental disorders","Pavan, Gabriela, Godoy, Julia Almeida, Monteiro, Ricardo Tavares, Moreschi, Hugo Karling, Nogueira, Eduardo Lopes, Spanemberg, Lucas","Trends in Psychiatry and Psychotherapy; 38(4); 234-241","Trends in Psychiatry and Psychotherapy","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892016000400234&lang=pt" 
"S1679-45082016000400528-scl","Retrospective analysis of a case series of patients with traumatic injuries to the craniocervical junction","Esteves, Luiz Adriano, Joaquim, Andrei Fernandes, Tedeschi, Helder","Einstein (São Paulo); 14(4); 528-533","Einstein (São Paulo)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082016000400528&lang=pt" 
"S2179-84512016000300265-scl","Notas Editoriais","OLIVEIRA, AURELIO RIBEIRO LEITE DE, SOUSA, FABRÍCIO SIMEONI DE","TEMA (São Carlos); 17(3); 265-266","TEMA (São Carlos)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-84512016000300265&lang=pt" 
"S0102-76382016000600465-scl","Development of a Multifunctional Needle for Percutaneous Heart Biopsy and Cell Therapy. A Technical Note","Soubihe Junior, Nathan Valle, Albuquerque, Agnes Afrodite S., Arcêncio, Livia, Thomazini, José Antonio, Schmidt, Andre, Evora, Paulo Roberto B.","Brazilian Journal of Cardiovascular Surgery; 31(6); 465-467","Brazilian Journal of Cardiovascular Surgery","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382016000600465&lang=pt" 
"S1679-39512016000401001-scl","Artigos como avaliação discente em disciplinas de pós-graduação: instrumento educativo ou subsistema de linha de montagem?","Bispo, Marcelo de Souza, Costa, Francisco José da","Cadernos EBAPE.BR; 14(4); 1001-1010","Cadernos EBAPE.BR","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512016000401001&lang=pt" 
"S1679-45082016000400473-scl","Brachial insertion of fully implantable venous catheters for chemotherapy: complications and quality of life assessment in 35 patients","Fonseca, Igor Yoshio Imagawa, Krutman, Mariana, Nishinari, Kenji, Yazbek, Guilherme, Teivelis, Marcelo Passos, Bomfim, Guilherme André Zottele, Cavalcante, Rafael Noronha, Wolosker, Nelson","Einstein (São Paulo); 14(4); 473-479","Einstein (São Paulo)","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082016000400473&lang=pt" 
"S0718-19572016000300010-chl","Hongos aislados desde sedimentos de fiordos chilenos degradadores de oxitetraciclina","Ahumada-Rudolph, Ramón, Novoa, Vanessa, Rudolph, Anny, Martínez, Miguel, Torres-Díaz, Cristian, Becerra, José","Revista de biología marina y oceanografía; 51(3); 591-598","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300010&lang=pt" 
"S1984-22012016000400027-scl","REESCALONAMENTO ESPACIAL DO ESTADO DESENVOLVIMENTISTA NO BRASIL","Souza, Marcos Barcellos de","Mercator (Fortaleza); 15(4); 27-46","Mercator (Fortaleza)","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-22012016000400027&lang=pt" 
"S1414-753X2016000400137-scl","HIDDEN, MOVED, FORGOTTEN: THE BUILDING OF THE DAM EL ZAPOTILLO EN JALISCO, MEXICO","TOMÉ, PEDRO, CASILLAS, MIGUEL ÁNGEL","Ambiente &amp; Sociedade; 19(4); 137-152","Ambiente &amp; Sociedade","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2016000400137&lang=pt" 
"S0718-19572016000300005-chl","Moluscos planctónicos entre el fiordo Reloncaví y el golfo Corcovado, sur de Chile: ocurrencia, distribución y abundancia en invierno","Campos, Bernardita, Landaeta, Mauricio F","Revista de biología marina y oceanografía; 51(3); 527-539","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300005&lang=pt" 
"S2237-60892016000400190-scl","Transcranial magnetic stimulation for treatment of major depression during pregnancy: a review","Felipe, Renata de Melo, Ferrão, Ygor Arzeno","Trends in Psychiatry and Psychotherapy; 38(4); 190-197","Trends in Psychiatry and Psychotherapy","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892016000400190&lang=pt" 
"S0718-19572016000300017-chl","Crecimiento y supervivencia del callo de hacha Atrina maura (Bivalvia: Pinnidae) cultivado en la costa sureste del Golfo de California, México","Góngora-Gómez, Andrés Martín, García-Ulloa, Manuel, Hernández-Sepúlveda, Juan Antonio, Domínguez-Orozco, Ana Laura, Sainz-Hernández, Juan Carlos","Revista de biología marina y oceanografía; 51(3); 665-673","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300017&lang=pt" 
"S1679-39512016000400891-scl","Teoria das representações sociais nos estudos organizacionais no Brasil: análise bibliométrica de 2001 a 2014","Martins-Silva, Priscilla de Oliveira, Silva Junior, Annor da, Peroni, Guilherme Gustavo Holz, Medeiros, Carolina Porto de, Vitória, Nádia Ortolan da","Cadernos EBAPE.BR; 14(4); 891-919","Cadernos EBAPE.BR","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512016000400891&lang=pt" 
"S2237-60892016000400198-scl","Frontal lobe alterations in schizophrenia: a review","Mubarik, Ateeq, Tohid, Hassaan","Trends in Psychiatry and Psychotherapy; 38(4); 198-206","Trends in Psychiatry and Psychotherapy","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-60892016000400198&lang=pt" 
"S0718-19572016000300014-chl","The California lobster fishery and climate in the kelp bed ecosystem","Chávez-Hidalgo, Alejandra, Chávez, Ernesto A","Revista de biología marina y oceanografía; 51(3); 629-641","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300014&lang=pt" 
"S1679-39512016000400858-scl","A constituição da identidade dos professores de pós-graduação stricto sensu em duas instituições de ensino superior: um estudo baseado nas relações de poder e papéis em organizações","Correa, Marcos Vinícius Pereira, Lourenço, Mariane Lemos","Cadernos EBAPE.BR; 14(4); 858-871","Cadernos EBAPE.BR","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512016000400858&lang=pt" 
"S0718-19572016000300004-chl","Seasonal fluctuation of photosynthetic pigments of most common red seaweeds species collected from Abu Qir, Alexandria, Egypt","Ismail, Mona M, Osman, Mohamed E. H","Revista de biología marina y oceanografía; 51(3); 515-525","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300004&lang=pt" 
"S1414-753X2016000400153-scl","MULTI-LEVEL POLICY COALITIONS AN INTERPRETATIVE MODEL OF WATER CONFLICTS IN THE AMERICAS","MASSARDIER, GILLES, POUPEAU, FRANCK, MAYAUX, PIERRE-LOUIS, MERCIER, DELPHINE, CORTINAS, JOAN","Ambiente &amp; Sociedade; 19(4); 153-178","Ambiente &amp; Sociedade","Inglês","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2016000400153&lang=pt" 
"S0718-19572016000300011-chl","Efecto del tamaño de malla en los valores de densidad y biomasa de la comunidad bentónica estuarina del Estero de Punta Banda, Baja California","Rubio-Polania, Juan Carlos, Solana-Arellano, Elena, Díaz-Castañeda, Victoria, Flores-Uzeta, Olga","Revista de biología marina y oceanografía; 51(3); 599-608","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300011&lang=pt" 
"S0718-19572016000300015-chl","Reclutamiento del coral Acropora palmata sobre sustratos de dos materiales","Cetz-Navarro, Neidy P, Espinoza-Avalos, Julio, Vega-Zepeda, Alejandro, Cerón-Flores, Ana I, Raigoza-Figueras, Rodolfo, Carpizo-Ituarte, Eugenio de J","Revista de biología marina y oceanografía; 51(3); 643-653","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300015&lang=pt" 
"S1679-39512016000400966-scl","O &quot;cidadão hedonista&quot;: diálogos sobre consumo e cidadania na sociedade contemporânea","Valadares, Josiel Lopes, Vilas-Boas, Ana Alice, Rezende, Daniel Carvalho de, Morel, Aline Pereira Sales, Amâncio, Júlia Moretto","Cadernos EBAPE.BR; 14(4); 966-983","Cadernos EBAPE.BR","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512016000400966&lang=pt" 
"S0718-19572016000300008-chl","Impact of increasing water temperature on growth, photosynthetic efficiency, nutrient consumption, and potential toxicity of Amphidinium cf. carterae and Coolia monotis (Dinoflagellata)","Aquino-Cruz, Aldo, Okolodkov, Yuri B","Revista de biología marina y oceanografía; 51(3); 565-580","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300008&lang=pt" 
"S0718-19572016000300006-chl","Relación del crecimiento, condición y supervivencia del ostión del Pacífico Crassostrea gigas y las variables ambientales, cultivado en suspensión en el sistema lagunar Navachiste-Macapule, Sinaloa, México","Rodríguez-Quiroz, Gerardo, García-Ulloa, Manuel, Domínguez-Orozco, Ana Laura, Valenzuela-Hernández, Teresa Natividad, Nava-Pérez, Eusebio, Góngora-Gómez, Andrés Martín","Revista de biología marina y oceanografía; 51(3); 541-551","Revista de biología marina y oceanografía","Espanhol","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300006&lang=pt" 
"S0718-19572016000300009-chl","Aerobic and anaerobic enzyme activity in the hake Merluccius gayi gayi related to the Oxygen Minimum Zone off central-southern Chile","Saavedra, Luisa M., Quiñones, Renato A, González, Rodrigo R","Revista de biología marina y oceanografía; 51(3); 581-590","Revista de biología marina y oceanografía","Inglês","2016","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572016000300009&lang=pt" 
"S1679-39512016000400948-scl","Discurso e as cidades: um estudo sobre Cataguases-MG baseado na produção literária modernista da Revista Verde","Xavier, Wescley Silva, Carrieri, Alexandre de Pádua","Cadernos EBAPE.BR; 14(4); 948-965","Cadernos EBAPE.BR","Português","2016","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-39512016000400948&lang=pt" 
