"S1028-47962007000100002-cub","Revista Cubana de Plantas Medicinales (1998-2006)","Rodríguez Luis, Yraida","Revista Cubana de Plantas Medicinales; 12(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2007","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962007000100002&lang=pt" 
"S0103-507X2007000100017-scl","Edema pulmonar por pressão negativa após extubação traqueal: relato de caso","Barbosa, Fabiano Timbó, Barbosa, Luciano Timbó, Almeida, Jadielson Higino de, Silva, Kleyner Leão Gomes da, Brandão, Roberta Ribeiro Marques, Santos, Leyna Leite","Revista Brasileira de Terapia Intensiva; 19(1); 123-127","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100017&lang=pt" 
"S0103-507X2007000100015-scl","Pneumonia por varicela associada com síndrome da angústia respiratória aguda: relato de dois casos","Moreno, Marcelo, Castelão, Ricardo, Peres, Susana Orrico, Lobo, Suzana Margareth","Revista Brasileira de Terapia Intensiva; 19(1); 113-117","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100015&lang=pt" 
"S0103-507X2007000100001-scl","Doses baixas de dobutamina e fluidos no pós-operatório de pacientes de alto risco: efeitos sobre a oxigenação tecidual, resposta inflamatória e morbidade","Arantes, Adriana da Silva, Christiano Júnior, Antônio Carlos, Abreu, Sônia Portela de, Moraes, Janaína Maria Miranda Ferreira de, Gandolfi, Joelma Villafanha, Leite, Lauriane Gomes, Lobo, Suzana Margareth","Revista Brasileira de Terapia Intensiva; 19(1); 5-13","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100001&lang=pt" 
"S0103-507X2007000100002-scl","Proteômica e sepse: novas perspectivas para o diagnóstico","Soares, Afonso J. C., Santos, Marise F., Chung, Janete, David, Cid Marcos N, Domont, Gilberto B.","Revista Brasileira de Terapia Intensiva; 19(1); 14-22","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100002&lang=pt" 
"S0103-507X2007000100003-scl","Fatores de risco associados à mortalidade em pacientes com sepse em unidade de terapia intensiva de hospital privado de Pernambuco","Koury, Joana Corrêa de A., Lacerda, Heloísa Ramos, Barros Neto, Alberto José de","Revista Brasileira de Terapia Intensiva; 19(1); 23-30","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100003&lang=pt" 
"S0103-507X2007000100005-scl","Características do processo de desmame da ventilação mecânica em hospitais do Distrito Federal","Gonçalves, Juliana Quixabeira, Martins, Raquel das Chagas, Andrade, Ana Paula Alves de, Cardoso, Flavia Perassa de Faria, Melo, Maria do Horto Obes de","Revista Brasileira de Terapia Intensiva; 19(1); 38-43","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100005&lang=pt" 
"S0103-507X2007000100006-scl","Trauma cranioencefálico e síndrome do desconforto respiratório agudo: como ventilar? Avaliação da prática clínica","Saback, Lucas Montano Paternostro, Almeida, Mônica Lajana de, Andrade, Wandalvo","Revista Brasileira de Terapia Intensiva; 19(1); 44-52","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100006&lang=pt" 
"S0103-507X2007000100007-scl","Análise de estressores para o paciente em Unidade de Terapia Intensiva","Bitencourt, Almir Galvão Vieira, Neves, Flávia Branco Cerqueira Serra, Dantas, Maira Pereira, Albuquerque, Ligia Carvalho, Melo, Rodrigo Morel Vieira de, Almeida, Alessandro de Moura, Agareno, Sydney, Teles, José Mário M., Farias, Augusto M. C., Messeder, Otavio H.","Revista Brasileira de Terapia Intensiva; 19(1); 53-59","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100007&lang=pt" 
"S0103-507X2007000100008-scl","Avaliação da qualidade e satisfação de vida dos pacientes antes da internação na Unidade de Terapia Intensiva e após a alta hospitalar","Machado, Fernando Osni, Basso, Geovana, Margarida, Cleyton de Souza, Moritz, Rachel Duarte","Revista Brasileira de Terapia Intensiva; 19(1); 60-66","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100008&lang=pt" 
"S0103-507X2007000100009-scl","Estudo de segurança e eficácia da enoxaparina sódica na profilaxia e terapêutica antitrombótica","Lage, Silvia G, Carvalho, Ricardo T, Kopel, Liliane, Bastos, Jaime F, Ribeiro, Marcelo A, Fagundes Junior, Antonio AP, Araujo, Helia Beatriz N, Strunz, Célia C","Revista Brasileira de Terapia Intensiva; 19(1); 67-73","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100009&lang=pt" 
"S0103-507X2007000100010-scl","Morte encefálica, cuidados ao doador de órgãos e transplante de pulmão","D&#039;Império, Fernando","Revista Brasileira de Terapia Intensiva; 19(1); 74-84","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100010&lang=pt" 
"S0103-507X2007000100014-scl","Desmame da ventilação mecânica: promova uma estratégia","Goldwasser, Rosane S., David, Cid Marcos","Revista Brasileira de Terapia Intensiva; 19(1); 107-112","Revista Brasileira de Terapia Intensiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2007000100014&lang=pt" 
"S1516-84842007000100002-scl","Mieloma Múltiplo: progressos e desafios","Hungria, Vania T. M., Maiolino, Angelo","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 1-2","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100002&lang=pt" 
"S1516-84842007000100001-scl","Mieloma Múltiplo neste fascículo","Ruiz, Milton A.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 1-1","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100001&lang=pt" 
"S1516-84842007000100005-scl","Gamopatias monoclonais: critérios diagnósticos e diagnósticos diferenciais","Faria, Rosa Malena D., Silva, Roberta O. Paula e","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 17-22","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100005&lang=pt" 
"S1516-84842007000100006-scl","Testes laboratoriais para avaliação do componente monoclonal","Bottini, Paula Virginia","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 23-26","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100006&lang=pt" 
"S1516-84842007000100008-scl","Tratamento de primeira linha no Mieloma Múltiplo","Colleoni, Gisele W. B.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 31-35","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100008&lang=pt" 
"S1516-84842007000100010-scl","O transplante alogênico de células-tronco hematopoéticas no tratamento do Mieloma Múltiplo","Vigorito, Afonso Celso, Aranha, Francisco José P., Souza, Cármino A.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 42-47","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100010&lang=pt" 
"S1516-84842007000100011-scl","Tratamento do Mieloma Múltiplo recidivado","Hungria, Vania T. M.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 48-53","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100011&lang=pt" 
"S1516-84842007000100012-scl","O papel da terapia de manutenção no Mieloma Múltiplo","Bittencourt, Rosane","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 54-59","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100012&lang=pt" 
"S1516-84842007000100017-scl","Mieloma Múltiplo e distúrbios da hemostasia","D&#039;Amico, Elbio A., Villaça, Paula R.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 92-97","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100017&lang=pt" 
"S1516-84842007000100014-scl","Mieloma Múltiplo e anemia","Cançado, Rodolfo D.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 67-76","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100014&lang=pt" 
"S1516-84842007000100016-scl","Mieloma Múltiplo e insuficiência renal","Maiolino, Angelo, Magalhães, Roberto J.P.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 86-91","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100016&lang=pt" 
"S1516-84842007000100018-scl","Síndrome de POEMS (mieloma osteoesclerótico)","Pinto Neto, Jorge V.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 98-102","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100018&lang=pt" 
"S1516-84842007000100003-scl","O valor da imunofenotipagem para o diagnóstico do Mieloma Múltiplo e na avaliação da doença residual mínima","Falcão, Roberto P., Dalmazzo, Leandro Felipe F.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 3-9","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100003&lang=pt" 
"S1516-84842007000100004-scl","Alterações moleculares no Mieloma Múltiplo","Braggio, Esteban, Renault, Ilana Z.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 10-16","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100004&lang=pt" 
"S1516-84842007000100009-scl","O transplante autólogo de células-tronco hematopoéticas no tratamento do Mieloma Múltiplo","Maiolino, Angelo, Magalhães, Roberto J. P.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 36-41","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100009&lang=pt" 
"S1516-84842007000100013-scl","Doença óssea em Mieloma Múltiplo","Hungria, Vania T. M.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 60-66","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100013&lang=pt" 
"S1516-84842007000100015-scl","Infecção em Mieloma Múltiplo","Oliveira, Ana Luiza, Nucci, Marcio","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 77-85","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100015&lang=pt" 
"S1516-84842007000100007-scl","Fatores prognósticos no Mieloma Múltiplo","Martinez, Gracia A.","Revista Brasileira de Hematologia e Hemoterapia; 29(1); 27-30","Revista Brasileira de Hematologia e Hemoterapia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842007000100007&lang=pt" 
"S0102-311X2007000300002-spa","AIDS tem cor ou raça? Interpretação de dados e formulação de políticas de saúde no Brasil","Fry, Peter H., Monteiro, Simone, Maio, Marcos Chor, Bastos, Francisco I., Santos, Ricardo Ventura","Cadernos de Saúde Pública; 23(3); 497-507","Cadernos de Saúde Pública","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2007000300002&lang=pt" 
"S0102-311X2007000300002-scl","AIDS tem cor ou raça? Interpretação de dados e formulação de políticas de saúde no Brasil","Fry, Peter H., Monteiro, Simone, Maio, Marcos Chor, Bastos, Francisco I., Santos, Ricardo Ventura","Cadernos de Saúde Pública; 23(3); 497-507","Cadernos de Saúde Pública","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2007000300002&lang=pt" 
"S1413-81232007000100005-scl","Agrotóxicos e doenças não transmissíveis","Waissmann, William","Ciência &amp; Saúde Coletiva; 12(1); 20-21","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100005&lang=pt" 
"S1413-81232007000100004-scl","Agrotóxicos, saúde coletiva e insustentabilidade: uma visão crítica da ecologia política","Porto, Marcelo Firpo","Ciência &amp; Saúde Coletiva; 12(1); 17-20","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100004&lang=pt" 
"S1413-81232007000100003-scl","A &quot;questão agrária&quot; e a saúde pública: considerações em torno de uma crítica ao neoliberalismo","Stotz, Eduardo Navarro","Ciência &amp; Saúde Coletiva; 12(1); 15-15","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100003&lang=pt" 
"S1413-81232007000100013-scl","Nuevo modelo de acumulación y agroindustria: las implicaciones ecológicas y epidemiológicas de la floricultura en Ecuador","Breilh, Jaime","Ciência &amp; Saúde Coletiva; 12(1); 91-104","Ciência &amp; Saúde Coletiva","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100013&lang=pt" 
"S1413-81232007000100011-scl","Utilização de bioindicadores na avaliação de impacto e no monitoramento da contaminação de rios e córregos por agrotóxicos","Arias, Ana Rosa Linde, Buss, Daniel Forsin, Alburquerque, Carla de, Inácio, Alan Ferreira, Freire, Marina Moreira, Egler, Mariana, Mugnai, Riccardo, Baptista, Darcilio Fernandes","Ciência &amp; Saúde Coletiva; 12(1); 61-72","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100011&lang=pt" 
"S1413-81232007000100010-scl","Efectos a la salud y exposición a p,p&#039;-DDT y p,p&#039;-DDE: el caso de México","Torres-Sánchez, Luisa, López-Carrillo, Lizbeth","Ciência &amp; Saúde Coletiva; 12(1); 51-60","Ciência &amp; Saúde Coletiva","Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100010&lang=pt" 
"S1413-81232007000100019-scl","A gestão ambiental no setor público: uma questão de relevância social e econômica","Barata, Martha Macedo de Lima, Kligerman, Débora Cynamon, Minayo-Gomez, Carlos","Ciência &amp; Saúde Coletiva; 12(1); 165-170","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100019&lang=pt" 
"S1413-81232007000100021-scl","Determinantes biológicos e ambientais no desenvolvimento neuropsicomotor em uma amostra de crianças de Canoas/RS","Pilz, Elsa Maria Luz, Schermann, Lígia Braun","Ciência &amp; Saúde Coletiva; 12(1); 181-190","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100021&lang=pt" 
"S1413-81232007000100028-scl","O ser que envelhece: técnica, ciência e saber","Prado, Shirley Donizete, Sayd, Jane Dutra","Ciência &amp; Saúde Coletiva; 12(1); 247-252","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100028&lang=pt" 
"S1413-81232007000100006-scl","Os riscos socioambientais no contexto da modernização conservadora da agricultura","Carneiro, Fernando Ferreira, Almeida, Vicente Eduardo Soares de","Ciência &amp; Saúde Coletiva; 12(1); 22-23","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100006&lang=pt" 
"S1413-81232007000100032-scl","","Santos, Luiz Antonio de Castro","Ciência &amp; Saúde Coletiva; 12(1); 285-287","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100032&lang=pt" 
"S1413-81232007000100007-scl","O autor responde","","Ciência &amp; Saúde Coletiva; 12(1); 23-24","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100007&lang=pt" 
"S1413-81232007000100001-scl","Os impactos dos agrotóxicos sobre a saúde e o ambiente","Peres, Frederico, Moreira, Josino Costa, Luz, Claudio","Ciência &amp; Saúde Coletiva; 12(1); 4-4","Ciência &amp; Saúde Coletiva","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100001&lang=pt" 
"S1413-81232007000100002-scl","Neoliberalismo, uso de agrotóxicos e a crise da soberania alimentar no Brasil","Miranda, Ary Carvalho de, Moreira, Josino Costa, Carvalho, René de, Peres, Frederico","Ciência &amp; Saúde Coletiva; 12(1); 7-14","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100002&lang=pt" 
"S1413-81232007000100008-scl","Intoxicação por agrotóxicos no Brasil: os sistemas oficiais de informação e desafios para realização de estudos epidemiológicos","Faria, Neice Müller Xavier, Fassa, Anaclaudia Gastal, Facchini, Luiz Augusto","Ciência &amp; Saúde Coletiva; 12(1); 25-38","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100008&lang=pt" 
"S1413-81232007000100009-scl","Percepção de risco: maneiras de pensar e agir no manejo de agrotóxicos","Fonseca, Maria das Graças Uchoa, Peres, Frederico, Firmo, Josélia Oliveira Araújo, Uchôa, Elizabeth","Ciência &amp; Saúde Coletiva; 12(1); 39-50","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100009&lang=pt" 
"S1413-81232007000100014-scl","Acidente rural ampliado: o caso das &quot;chuvas&quot; de agrotóxicos sobre a cidade de Lucas do Rio Verde - MT","Pignati, Wanderlei Antonio, Machado, Jorge M. H., Cabral, James F.","Ciência &amp; Saúde Coletiva; 12(1); 105-114","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100014&lang=pt" 
"S1413-81232007000100016-scl","Atividade agrícola e externalidade ambiental: uma análise a partir do uso de agrotóxicos no cerrado brasileiro","Soares, Wagner Lopes, Porto, Marcelo Firpo","Ciência &amp; Saúde Coletiva; 12(1); 131-143","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100016&lang=pt" 
"S1413-81232007000100017-scl","Agrotóxicos: eficiência econômica e injustiça socioambiental","Veiga, Marcelo Motta","Ciência &amp; Saúde Coletiva; 12(1); 145-152","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100017&lang=pt" 
"S1413-81232007000100018-scl","A review of nitrates in drinking water: maternal exposure and adverse reproductive and developmental outcomes","Manassaram, Deana M., Backer, Lorraine C., Moll, Deborah M.","Ciência &amp; Saúde Coletiva; 12(1); 153-163","Ciência &amp; Saúde Coletiva","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100018&lang=pt" 
"S1413-81232007000100022-scl","Habitação saudável e ambientes favoráveis à saúde como estratégia de promoção da saúde","Cohen, Simone Cynamon, Bodstein, Regina, Kligerman, Débora Cynamon, Marcondes, Willer Baumgarten","Ciência &amp; Saúde Coletiva; 12(1); 191-198","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100022&lang=pt" 
"S1413-81232007000100024-scl","Possibilidades de contribuição do farmacêutico para a promoção da saúde","Vieira, Fabiola Sulpino","Ciência &amp; Saúde Coletiva; 12(1); 213-220","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100024&lang=pt" 
"S1413-81232007000100025-scl","Análise bioética da propaganda e publicidade de medicamentos","Fagundes, Maria José Delgado, Soares, Magnely Gomes Alves, Diniz, Nilza Maria, Pires, Jansen Ribeiro, Garrafa, Volnei","Ciência &amp; Saúde Coletiva; 12(1); 221-229","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100025&lang=pt" 
"S1413-81232007000100029-scl","Raça e epidemiologia: as estratégias para construção de diferenças biológicas","Laguardia, Josué","Ciência &amp; Saúde Coletiva; 12(1); 253-261","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100029&lang=pt" 
"S1413-81232007000100031-scl","A relação entre o espaço e a saúde bucal coletiva: por uma epidemiologia georreferenciada","Moreira, Rafael da Silveira, Nico, Lucélia Silva, Tomita, Nilce Emy","Ciência &amp; Saúde Coletiva; 12(1); 275-284","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100031&lang=pt" 
"S1413-81232007000100012-scl","Sistema Nacional de Informações Tóxico-Farmacológicas SINITOX e as intoxicações humanas por agrotóxicos no Brasil","Bochner, Rosany","Ciência &amp; Saúde Coletiva; 12(1); 73-89","Ciência &amp; Saúde Coletiva","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-81232007000100012&lang=pt" 
