"S1982-25532014000100018-scl","A chave azul: ação do leitor em textos fantásticos","Manna, Nuno","Galáxia (São Paulo); 14(27); 214-226","Galáxia (São Paulo)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-25532014000100018&lang=pt" 
"S0101-73302014000200011-scl","Proceso de reconocimiento del alumno problema como legítimo otro de escuelas vulnerables","Ajagan, Luis, Castro, Abelardo, Díaz, Alejandro, Alarcón, Catherine","Educação &amp; Sociedade; 35(127); 529-547","Educação &amp; Sociedade","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302014000200011&lang=pt" 
"S0101-73302014000200010-scl","Memorias escolares en contextos de crisis: reflexiones educativas sobre momentos significativos de la historia Argentina en el contexto del bicentenario","Tranier, Joé Alberto","Educação &amp; Sociedade; 35(127); 511-527","Educação &amp; Sociedade","Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302014000200010&lang=pt" 
"S0101-73302014000200003-scl","A formação humana em debate","Della Fonte, Sandra Soares","Educação &amp; Sociedade; 35(127); 379-395","Educação &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302014000200003&lang=pt" 
"S0101-73302014000200009-scl","Modos de regulação institucional da investigação educacional: o caso do instituto de inovação educacional","Viseu, Sofia","Educação &amp; Sociedade; 35(127); 491-508","Educação &amp; Sociedade","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302014000200009&lang=pt" 
"S2317-17822014000300256-scl","Speech language therapy for cancer patients and new tendencies","Nemr, Katia, Arakawa-Sugueno, Lica","CoDAS; 26(3); 256-256","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300256&lang=pt" 
"S2317-17822014000300252-scl","Cross-cultural adaptation of the Italian version of the Voice Activity Participation Profile","Fava, Gaetano, Paolillo, Nico Paolo, Oliveira, Gisele, Behlau, Mara","CoDAS; 26(3); 252-255","CoDAS","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300252&lang=pt" 
"S2317-17822014000300248-scl","Tongue contour for /s/ and /?/ in children with speech sound disorder","Wertzner, Haydée Fiszbein, Francisco, Danira Tavares, Pagan-Neves, Luciana de Oliveira","CoDAS; 26(3); 248-251","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300248&lang=pt" 
"S2317-17822014000300235-scl","Evaluation of the force applied by the tongue and lip on the maxillary central incisor tooth","Valentim, Amanda Freitas, Furlan, Renata Maria Moreira Moraes, Perilo, Tatiana Vargas de Castro, Berbert, Monalise Costa Batista, Motta, Andréa Rodrigues, Casas, Estevam Barbosa de Las","CoDAS; 26(3); 235-240","CoDAS","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300235&lang=pt" 
"S0101-20612014000200002-scl","The influence of peeling and type of drying on chemical and sensorial analysis of organic coffee","Fernandes, Maria de Fátima Caixeta, Silva, Adriano Bortolotti da, Oliveira, Nelma de Mello Silva, Miranda, José Messias","Food Science and Technology (Campinas); 34(2); 230-234","Food Science and Technology (Campinas)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612014000200002&lang=pt" 
"S0101-20612014000200029-scl","Energy evaluation of an evaporative cooling system using water driven ejector","Oliveira, Cíntia Carla Melgaço de, Gutierrez, Mirko Chavez, Silveira Junior, Vivaldo","Food Science and Technology (Campinas); 34(2); 416-421","Food Science and Technology (Campinas)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612014000200029&lang=pt" 
"S2317-17822014000300181-scl","Editorial","Dreux, Fernanda, Behlau, Mara","CoDAS; 26(3); 181-182","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300181&lang=pt" 
"S1816-79502014000300005-sza","Investigating the temporal trends in PAH, PCB and OCP concentrations in Hartbeespoort Dam, South Africa, using semipermeable membrane devices (SPMDs)","Amdany, Robert, Chimuka, Luke, Cukrowska, Ewa, Kukučka, Petr, Kohoutek, Jirí, Vrana, Branislav","Water SA; 40(3); 425-439","Water SA","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502014000300005&lang=pt" 
"S1816-79502014000300004-sza","Determination and distribution of polycyclic aromatic hydrocarbons in rivers, surface runoff, and sediments in and around Thohoyandou, Limpopo Province, South Africa","Nekhavhambe, Takalani Joyce, van Ree, Teunis, Fatoki, Olalekan Siyanbola","Water SA; 40(3); 415-424","Water SA","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502014000300004&lang=pt" 
"S1816-79502014000300003-sza","Determination of naproxen, ibuprofen and triclosan in wastewater using the polar organic chemical integrative sampler (POCIS): A laboratory calibration and field application","Amdany, Robert, Chimuka, Luke, Cukrowska, Ewa","Water SA; 40(3); 407-414","Water SA","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502014000300003&lang=pt" 
"S1816-79502014000300002-sza","Quality assessment and primary uses of harvested rainwater in Kleinmond, South Africa","Dobrowksy, PH, Mannel, D, De Kwaadsteniet, M, Prozesky, H, Khan, W, Cloete, TE","Water SA; 40(3); 401-406","Water SA","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502014000300002&lang=pt" 
"S1816-79502014000300001-sza","Speeding up stochastic analysis of bulk water supply systems using a compression heuristic","Chang, Ching-Chiao, van Zyl, Jakobus E","Water SA; 40(3); 395-400","Water SA","Inglês","2014","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502014000300001&lang=pt" 
"S0101-20612014000200021-scl","Convective, vacuum and microwave drying kinetics of mallow leaves and comparison of color and ascorbic acid values of three drying methods","Alibas, Ilknur, Köksal, Nezihe","Food Science and Technology (Campinas); 34(2); 358-364","Food Science and Technology (Campinas)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-20612014000200021&lang=pt" 
"S2317-17822014000300241-scl","National Policy on Health Care Hearing: an evaluative study from covering services and diagnostic procedures","Silva, Luciana Santos Gerosino da, Gonçalves, Cláudia Giglio de Oliveira, Soares, Vânia Muniz Néquer","CoDAS; 26(3); 241-247","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300241&lang=pt" 
"S2317-17822014000300231-scl","Association between pharyngeal residue and posterior oral spillage with penetration and aspiration in Stroke","Santos, Rarissa Rúbia Dallaqua dos, Sales, André Vinicius Marcondes Natel, Cola, Paula Cristina, Ribeiro, Priscila Watson, Jorge, Adriana Gomes, Peres, Fernanda Matias, Dantas, Roberto Oliveira, Silva, Roberta Gonçalves da","CoDAS; 26(3); 231-234","CoDAS","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2317-17822014000300231&lang=pt" 
"S0103-20702014000100008-scl","Produção e reprodução, casa e trabalho","Boris, Eileen","Tempo Social; 26(1); 101-121","Tempo Social","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20702014000100008&lang=pt" 
"S2179-10742014000100005-scl","Probe-Fed linearly-polarized electrically-equivalent microstrip antennas on FR4 substrates","Nascimento, D. C., Lacava, J. C. da S.","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 55-66","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100005&lang=pt" 
"S2179-10742014000100008-scl","Channel characterization in the 5.8GHz band in a suburban area","Meza, Wilyam D. T., Siqueira, Gláucio. L., Matos, Leni J.","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 97-110","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100008&lang=pt" 
"S1011-22512014000100001-ven","","Ruiz Bolívar, Carlos, Villegas, Margarita","Paradígma; 35(1); 5-6","Paradígma","Espanhol","2014","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1011-22512014000100001&lang=pt" 
"S0104-59702014000200629-scl","O lugar da medicina tropical nas dissertações da escola médica portuense, 1875-1923","Costa, Rui Manuel Pinto, Vieira, Ismael Cerqueira","História, Ciências, Saúde-Manguinhos; 21(2); 629-639","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200629&lang=pt" 
"S0104-59702014000200765-scl","As razões do populismo","Rodrigues, Léo Peixoto","História, Ciências, Saúde-Manguinhos; 21(2); 765-770","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200765&lang=pt" 
"S0104-59702014000200587-scl","Cuidados biomédicos de saúde em Angola e na Companhia de Diamantes de Angola, c. 1910-1970","Varanda, Jorge","História, Ciências, Saúde-Manguinhos; 21(2); 587-608","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200587&lang=pt" 
"S0104-59702014000200771-scl","Um convite ao lugar da diferença no currículo de educação em direitos humanos","Costa, Hugo Heleno Camilo","História, Ciências, Saúde-Manguinhos; 21(2); 771-775","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200771&lang=pt" 
"S0104-59702014000200776-scl","Charles Frederick Hartt: romântico por formação e realista por profissão","Teixeira, Karoline Viana","História, Ciências, Saúde-Manguinhos; 21(2); 776-778","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200776&lang=pt" 
"S0104-59702014000200779-scl","A consolidação de uma nova referência em saúde coletiva","Oliveira, Suelen Carlos de","História, Ciências, Saúde-Manguinhos; 21(2); 779-782","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200779&lang=pt" 
"S0104-59702014000200783-scl","O cuidado com a saúde na era da ciência e da técnica: o que é a saúde, afinal?","Mendonça, André Luís de Oliveira","História, Ciências, Saúde-Manguinhos; 21(2); 783-788","História, Ciências, Saúde-Manguinhos","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200783&lang=pt" 
"S0104-59702014000200379-scl","Carta do Editor","","História, Ciências, Saúde-Manguinhos; 21(2); 379-380","História, Ciências, Saúde-Manguinhos","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200379&lang=pt" 
"S0104-59702014000200641-scl","Public health and tropical modernity: the combat against sleeping sickness in Portuguese Guinea, 1945-1974","Havik, Philip Jan","História, Ciências, Saúde-Manguinhos; 21(2); 641-666","História, Ciências, Saúde-Manguinhos","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014000200641&lang=pt" 
"S0080-21072014000200016-scl","Do &quot;beija e deixa&quot; ao &quot;membro virtual&quot;: os vários usos do sagrado na Feira do Jubileu de Congonhas","Souza, Mariana Mayumi Pereira de, Murta, Ivana Benevides Dutra, Carrieri, Alexandre de Pádua, Pinheiro, Alexandre Santos","Revista de Administração (São Paulo); 49(2); 429-440","Revista de Administração (São Paulo)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072014000200016&lang=pt" 
"S0080-21072014000200001-scl","Editorial","Reinhard, Nicolau","Revista de Administração (São Paulo); 49(2); -","Revista de Administração (São Paulo)","Inglês, Português, Espanhol","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072014000200001&lang=pt" 
"S0080-21072014000200002-scl","Sérgio Baptista Zaccarelli, O Educador","Marcovitch, Jacques","Revista de Administração (São Paulo); 49(2); 237-239","Revista de Administração (São Paulo)","Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072014000200002&lang=pt" 
"S0080-21072014000200006-scl","Amazon Fund: financing deforestation avoidance","Marcovitch, Jacques, Pinsky, Vanessa Cuzziol","Revista de Administração (São Paulo); 49(2); 280-290","Revista de Administração (São Paulo)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-21072014000200006&lang=pt" 
"S2179-10742014000100002-scl","Study of different shape Electromagnetic Band Gap (EBG) structures for single and dual band applications","Kushwaha, Nagendra, Kumar, Raj","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 16-30","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100002&lang=pt" 
"S1983-32882014000200012-scl","A possible correlation between vestibular stimulation and auditory comprehension in children with attention-deficit/hyperactivity disorder","Haghshenas, Sajad, Hosseini, Motahare S., Aminjan, Azin S.","Psychology &amp; Neuroscience; 7(2); 159-162","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200012&lang=pt" 
"S1983-32882014000200017-scl","Blank-comparison matching-to-sample reveals a false positive symmetry test in a capuchin monkey","Brino, Ana L. F., Campos, Rodolfo S., Galvão, Olavo F., McIlvane, William J.","Psychology &amp; Neuroscience; 7(2); 193-198","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200017&lang=pt" 
"S1983-32882014000200014-scl","An ethical discussion of the use of transcranial direct current stimulation for cognitive enhancement in healthy individuals: a fictional case study","Lapenta, Olivia M., Valasek, Claudia A., Brunoni, André R., Boggio, Paulo S.","Psychology &amp; Neuroscience; 7(2); 175-180","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200014&lang=pt" 
"S1983-32882014000200015-scl","On the current neuroenhancement use of transcranial direct current stimulation by healthy individuals - a non-fictional snap-shot: commentary on Lapenta et al. 2014","Hildt, Elisabeth","Psychology &amp; Neuroscience; 7(2); 181-182","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200015&lang=pt" 
"S1983-32882014000200010-scl","Evaluation of body representation in children with hemiplegic cerebral palsy: toward the development of a neuropsychological test battery","Fontes, Patrícia L. B., Moura, Ricardo, Haase, Vitor Geraldi","Psychology &amp; Neuroscience; 7(2); 139-149","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200010&lang=pt" 
"S1983-32882014000200001-scl","Psychology &amp; Neuroscience indicators in 2013: evidence of growth and internationalization","Mograbi, Daniel C.","Psychology &amp; Neuroscience; 7(2); 61-63","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200001&lang=pt" 
"S1983-32882014000200007-scl","Neonatal lipopolysaccharide exposure induces sexually dimorphic sickness behavior in adult rats","Bernardi, Maria M., Teixeira, Lívia P., Ligeiro-de-Oliveira, Ana P., Tavares-de-Lima, Wothan, Palermo-Neto, João, Kirsten, Thiago B.","Psychology &amp; Neuroscience; 7(2); 113-123","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200007&lang=pt" 
"S2179-10742014000100006-scl","Characterization of the radiation pattern of antennas via FDTD and time-domain moment expansion","Ramos, Glaucio L., Rego, Cássio G.","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 67-84","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100006&lang=pt" 
"S2179-10742014000100003-scl","Performance optimization of microstrip antenna array using frequency selective surfaces","Almeida Filho, Valdez A., Campos, Antonio Luiz P. S.","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 31-46","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100003&lang=pt" 
"S2179-10742014000100004-scl","Dimensions and refractive index estimates of deeply buried optical waveguides in Lithium Fluoride","Chiamenti, Ismael, Bonfigli, Francesca, Montereali, Rosa Maria, Kalinowski, Hypolito J.","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 47-54","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100004&lang=pt" 
"S2179-10742014000100007-scl","Rectangular notch loaded dual band annular ring patch antenna","Singh, Prabhakar","Journal of Microwaves, Optoelectronics and Electromagnetic Applications; 13(1); 85-96","Journal of Microwaves, Optoelectronics and Electromagnetic Applications","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-10742014000100007&lang=pt" 
"S1983-32882014000200022-scl","6-Hydroxydopamine lesions in the medial prefrontal cortex of rats exposed to a peak-interval procedure","Elcoro, Mirari, Thompson, Tina, Kelly, Scot P., Pegan, Rhiannon, Aparicio, Carlos F.","Psychology &amp; Neuroscience; 7(2); 233-241","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200022&lang=pt" 
"S0104-59702014010800001-scl","A rural made to measure?","Anjos, Flávio Sacco dos","História, Ciências, Saúde-Manguinhos; 21(2); 01-04","História, Ciências, Saúde-Manguinhos","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702014010800001&lang=pt" 
"S1983-32882014000200020-scl","Modulation of the startle response in verbal aggressors: differences among stimuli with distinct affective social content","Gantiva, Carlos, Díaz, Diana, Ospina, Ingrid, Gutierrez, Adriana, Romo-Gonzalez, Tania","Psychology &amp; Neuroscience; 7(2); 221-225","Psychology &amp; Neuroscience","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-32882014000200020&lang=pt" 
"S0864-084X2014000100006-cub","Evaluación de la seguridad radiológica en la práctica de perfilaje de pozos utilizando matrices de riesgo","Alles Leal, Adrián, Pérez Reyes, Yolanda, Duménigo González, Cruz","Nucleus; (55); 24-28","Nucleus","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-084X2014000100006&lang=pt" 
"S0864-084X2014000100005-cub","Análisis de riesgos para el trabajo con un analizador de diagnóstico de cámaras gamma","Oramas Polo, Ivón, Figueroa del Valle, Diana G","Nucleus; (55); 19-23","Nucleus","Espanhol","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-084X2014000100005&lang=pt" 
"S0864-084X2014000100003-cub","XRF analysis of sediments from Nuevitas Bay (Cuba): assessment of current heavy metal contamination","Díaz Rizo, Oscar, Gelen Rudnikas, Alina, Lavin Pérez, Ruslán D, Arencibia Caraballo, Gustavo, D´Alessandro Rodríguez, Katia","Nucleus; (55); 11-14","Nucleus","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-084X2014000100003&lang=pt" 
"S1027-28522014000200008-cub","Characterization of the vegetal growth promoting capacity of Tsukamurella paurometabola C-924 and the main mechanisms involved","Marín, Marieta, Mena, Jesus, Wong, Idania, Morán, Rolando, Franco, Ramón, Rojas, Marcia, Chavelis, Pavel, García, Graciela, Basulto, Rosa, Hernández, Armando, Pimentel, Eulogio, Moreira, Alain, González, Sonia","Biotecnología Aplicada; 31(2); 168-171","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200008&lang=pt" 
"S1027-28522014000200009-cub","Keystone Symposia &quot;Advancing vaccines in the genomics era&quot;, Rio de Janeiro, Brazil, October 31-November 4, 2013","García Díaz, Darien","Biotecnología Aplicada; 31(2); 172-175","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200009&lang=pt" 
"S1027-28522014000200006-cub","Determination of HIV-1 viral load on dried blood spot specimens","Ruiz, Nancy M, Pérez, María T, Díaz, Héctor M, Izquierdo, Maricela, Blanco, Madeline, Machado, Liuber Y, Silva, Eladio","Biotecnología Aplicada; 31(2); 146-149","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200006&lang=pt" 
"S1027-28522014000200007-cub","Nimotuzumab, effective immunotherapy for the treatment of malignant epithelial tumors","Saurez-Martínez, Giselle, Bencomo-Yanes, Anamary","Biotecnología Aplicada; 31(2); 159-167","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200007&lang=pt" 
"S1027-28522014000200005-cub","DNA damage and repair capacity in patients with neurofibromatosis type 1","Gutierrez, Reinaldo, Pupo, Judith, Riverón, Gretel, González, Ana M, Pandolfi, Anamarys, de Armas, Aimara, Cásido, Mildrey, Rojas, Iris","Biotecnología Aplicada; 31(2); 136-140","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200005&lang=pt" 
"S1027-28522014000200002-cub","Dipeptidyl peptidase IV and its implication in cancer","Arrebola, Yarini M, Gómez, Hansel, Valiente, Pedro A, de los A Chávez, Maria, Pascual, Isel","Biotecnología Aplicada; 31(2); 102-110","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200002&lang=pt" 
"S1027-28522014000200003-cub","Production of a liquid Bradyrhizobium japonicum inoculant with high impact on the mechanized sowing of soybean in Cuba","Menéndez, Carmen, Trujillo, Luis E, Ramírez, Ricardo, González-Peña, Dianevys, Espinosa, Davel, Enriquez, Gil A, Hernández, Lázaro","Biotecnología Aplicada; 31(2); 116-120","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200003&lang=pt" 
"S1027-28522014000200001-cub","MicroRNAs as biomarkers and therapeutic targets in cancer","Moro-Soria, Alejandro","Biotecnología Aplicada; 31(2); 87-92","Biotecnología Aplicada","Inglês","2014","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1027-28522014000200001&lang=pt" 
"S1646-107X2014000200008-prt","Efeitos de um programa de exercício aeróbio nos níveis de atividade física em pacientes hemodialisados","Sousa, José Florêncio, Ribeiro, Jonatas Cassiano, Sá, Carla Correia, Novo, André, Lopes, Vítor Pires","Motricidade; 10(2); 72-80","Motricidade","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-107X2014000200008&lang=pt" 
"S1646-107X2014000200009-prt","Efeitos da experiência nas dimensões de intensidade, direção e frequência da ansiedade e autoconfiança competitiva: Um estudo em atletas de desportos individuais e coletivos","Fernandes, Marcos Gimenes, Nunes, Sandra Adriana Neves, Raposo, José Vasconcelos, Fernandes, Helder Miguel","Motricidade; 10(2); 81-89","Motricidade","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-107X2014000200009&lang=pt" 
"S1646-107X2014000200001-prt","Revista Motricidade: Uma questão de compromisso com a ciência e a cultura lusófona","Leite, Eduardo","Motricidade; 10(2); 01-01","Motricidade","Português","2014","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1646-107X2014000200001&lang=pt" 
