"S0104-12902013000300015-scl","Cuidados de saúde e território: um debate em torno de uma abordagem integrada","Santinha, Gonçalo","Saúde e Sociedade; 22(3); 815-829","Saúde e Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902013000300015&lang=pt" 
"S0104-12902013000300010-scl","Inatividade nos deslocamentos para o trabalho e fatores associados em industriários","Hardman, Carla Menêses, Barros, Simone Storino Honda, Oliveira, Elusa Santina Antunes de, Nahas, Markus Vinicius, Barros, Mauro Virgilio Gomes de","Saúde e Sociedade; 22(3); 760-772","Saúde e Sociedade","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902013000300010&lang=pt" 
"S0104-12902013000300027-scl","Expressão livre de jovens por meio do Fanzine: recurso para a terapia ocupacional social","Lopes, Roseli Esquerdo, Borba, Patrícia Leme de Oliveira, Monzeli, Gustavo Artur","Saúde e Sociedade; 22(3); 937-948","Saúde e Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902013000300027&lang=pt" 
"S0104-12902013000300003-scl","Questões socioeconômicas, laborais e de saúde na cadeia produtiva do agronegócio da cana-de-açúcar na região do Noroeste Paulista","Moraes, Maria Silvia de, Lopes, José Carlos Cacau, Priuli, Roseana Mara Aredes","Saúde e Sociedade; 22(3); 673-686","Saúde e Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902013000300003&lang=pt" 
"S0104-12902013000300020-scl","Desigualdades socioeconômicas na incidência e mortalidade por câncer: revisão de estudos ecológicos, 1998-2008","Ribeiro, André de Almeida, Nardocci, Adelaide Cassia","Saúde e Sociedade; 22(3); 878-891","Saúde e Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-12902013000300020&lang=pt" 
"S0138-600X2013000300001-cub","Un necesario balance del recién finalizado XV Congreso de la Sociedad Cubana de Obstetricia y Ginecología","Peláez Mendoza, Jorge O","Revista Cubana de Obstetricia y Ginecología; 39(3); 224-225","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300001&lang=pt" 
"S0138-600X2013000300002-cub","Influencia del estado nutricional sobre el peso al nacer en el tercer trimestre de la gestación","Milanés Ojea, María Rosario, Cruz Manzano, Elio Felipe, Cruz Jorge, Margarita Silvia, León Moreno, Mairelis, Postigo, Osmany Elías, Valdés Ramos, Evelio Alberto","Revista Cubana de Obstetricia y Ginecología; 39(3); 226-235","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300002&lang=pt" 
"S0138-600X2013000300003-cub","Comportamiento del embarazo ectópico","Moya Toneut, Carlos, Pino Pérez, Felipe Vladimir, Borges Fernández, Robinson, Aguiar Delgado, Roberto, Olano Trujillo, Yordanka, Espinosa Fuentes, Mirdo Luis","Revista Cubana de Obstetricia y Ginecología; 39(3); 236-248","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300003&lang=pt" 
"S0138-600X2013000300004-cub","Implicaciones de la trasmisión del VIH a partir de espermatozoides humanos durante la fecundación","Sánchez, Jurany Andrea, Cardona-Maya, Walter, Rugeles, María Teresa","Revista Cubana de Obstetricia y Ginecología; 39(3); 249-259","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300004&lang=pt" 
"S0138-600X2013000300005-cub","Gran galactocele","Fernández Sarabia, Pedro Antonio, Rodríguez Alberteris, Yamilka, Sanz Pupo, Nitza Julia","Revista Cubana de Obstetricia y Ginecología; 39(3); 260-265","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300005&lang=pt" 
"S0138-600X2013000300006-cub","Diagnóstico precoz de gemelos toracópagos","López Baños, Lázaro, Fernández Pérez, Zonia, Pérez Trujillo, José, Tejeda Vizcaíno, Alberto, CórdovaRodríguez, Alfredo Carlos, Fuentes Fernández, Mileidys","Revista Cubana de Obstetricia y Ginecología; 39(3); 266-272","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300006&lang=pt" 
"S0138-600X2013000300007-cub","Dilemas bioéticos del diagnóstico prenatal","López Baños, Lázaro, Fernández Pérez, Zonia, García Baños, Luis Gustavo, García Cartaya, Zenia","Revista Cubana de Obstetricia y Ginecología; 39(3); 273-280","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300007&lang=pt" 
"S0138-600X2013000300009-cub","Lipoxinas inducidas por la aspirina: una alternativa para modular los procesos proinflamatorios en la preeclampsia","Velásquez Berrio, Manuela, Gil-Villa, Aura María, Cadavid Jaramillo, Angela Patricia","Revista Cubana de Obstetricia y Ginecología; 39(3); 292-305","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300009&lang=pt" 
"S0138-600X2013000300010-cub","El preservativo más viejo del mundo","Lugones Botell, Miguel, Ramírez Bermúdez, Marieta","Revista Cubana de Obstetricia y Ginecología; 39(3); 306-310","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300010&lang=pt" 
"S0138-600X2013000300011-cub","Artículo especial in memorian al Dr. C. Juan José Noda Miranda (1939-2013)","","Revista Cubana de Obstetricia y Ginecología; 39(3); 311-313","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300011&lang=pt" 
"S0138-600X2013000300008-cub","Valor del estudio ecográfico del timo fetal relacionado con alteraciones estructurales y cromosómicas","Martínez González, Luis Raúl","Revista Cubana de Obstetricia y Ginecología; 39(3); 273-280","Revista Cubana de Obstetricia y Ginecología","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2013000300008&lang=pt" 
"S1807-59322013000901177-scl","The risks of information in health care: do we need a new decision aid?","Porzsolt, Franz, Thomaz, Tania Gouvea, Constancio, Thiago Inocencio, Silva-Junior, Aluisio Gomes da, Nobrega, Antonio Claudio Lucas da","Clinics; 68(9); 1177-1179","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901177&lang=pt" 
"S1807-59322013000901206-scl","Comparison of the direct fluorescence assay and real-time polymerase chain reaction for the detection of influenza virus A and B in immunocompromised patients","Perosa, Ana Helena, Watanabe, Aripuana S.A., Guatura, Sandra B., Silva, Ellen R.M., Granato, Celso, Bellei, Nancy","Clinics; 68(9); 1206-1209","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901206&lang=pt" 
"S1807-59322013000901210-scl","Acute effects of physiotherapeutic respiratory maneuvers in critically ill patients with craniocerebral trauma","Cerqueira Neto, Manoel Luiz de, Moura, Alvaro Vieira, Cerqueira, Telma Cristina Fontes, Aquim, Esperidiao Elias, Rea-Neto, Alvaro, Oliveira, Mirella Cristine, da Silva Junior, Walderi Monteiro, Santana-Filho, Valter J., Herminia Scola, Rosana","Clinics; 68(9); 1210-1214","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901210&lang=pt" 
"S1807-59322013000901292-scl","Is there a relationship between left atrium size and p-wave dispersion in patients with lichen planus?","Sen, Bilge Bulbul, Rifaioglu, Emine Nur, Erayman, Ali, Sen, Nihat","Clinics; 68(9); 1292-1292","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901292&lang=pt" 
"S1807-59322013000901290-scl","The Yin and Yang of dyspnea in the emergency department: heart failure or COPD?","Canpolat, UGur, Turak, Osman, TopaloGlu, Serkan, Aras, Dursun, AydoGdu, Sinan","Clinics; 68(9); 1290-1291","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901290&lang=pt" 
"S1807-59322013000901215-scl","Variation of the Anthropometric Index for pectus excavatum relative to age, race, and sex","Rebeis, Eduardo Baldassari, Campos, Jose Ribas Milanez de, Moreira, Luis Felipe Pinho, Pastorino, Antonio Carlos, Pego-Fernandes, Paulo Manuel, Jatene, Fabio Biscegli","Clinics; 68(9); 1215-1219","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901215&lang=pt" 
"S1807-59322013000901288-scl","Increased red cell distribution width in patients with slow coronary flow","Balta, Sevket, Kucuk, Ugur, Arslan, Zekeriya, Unlu, Murat, Demirkol, Sait, Celik, Turgay","Clinics; 68(9); 1288-1288","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901288&lang=pt" 
"S1807-59322013000901239-scl","Effect of hyperbaric oxygen therapy combined with autologous platelet concentrate applied in rabbit fibula fraction healing","Neves, Paulo Cesar Fagundes, Abib, Simone de Campos Vieira, Neves, Rogerio Fagundes, Pircchio, Oronzo, Saad, Karen Ruggeri, Saad, Paulo Fernandes, Simoes, Ricardo Santos, Moreira, Marcia Bento, Laurino, Cristiano Frota de Souza","Clinics; 68(9); 1239-1246","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901239&lang=pt" 
"S1807-59322013000901255-scl","Phytoestrogen -zearalanol ameliorates memory impairment and neuronal DNA oxidation in ovariectomized mice","Dong, Yilong, Wang, Yanmei, Liu, Yanyong, Yang, Nan, Zuo, Pingping","Clinics; 68(9); 1255-1262","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901255&lang=pt" 
"S1807-59322013000901289-scl","Authors&#039; comments on: Higher red cell distribution width in patients with slow coronary flow","Luo, Song-Hui, Li, Jian-Jun","Clinics; 68(9); 1289-1289","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901289&lang=pt" 
"S1807-59322013000901220-scl","Thymosin ß4 expression in colorectal polyps and adenomas","Nemolato, Sonia, Cabras, Tiziana, Restivo, Angelo, Zorcolo, Luigi, Di Felice, Eliana, Fanni, Daniela, Gerosa, Clara, Messana, Irene, Castagnola, Massimo, Faa, Gavino, Casula, Giuseppe","Clinics; 68(9); 1220-1224","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901220&lang=pt" 
"S1807-59322013000901225-scl","Right ventricular involvement in anterior myocardial infarction: a tissue Doppler-derived strain and strain rate study","Sonmez, Osman, Kayrak, Mehmet, Altunbas, Gokhan, Abdulhalikov, Turyan, Alihanoglu, Yusuf, Bacaksiz, Ahmet, Ozdemir, Kurtulus, Gok, Hasan","Clinics; 68(9); 1225-1230","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901225&lang=pt" 
"S1807-59322013000901231-scl","Ulinastatin attenuates oxidation, inflammation and neural apoptosis in the cerebral cortex of adult rats with ventricular fibrillation after cardiopulmonary resuscitation","Hu, Chun Lin, Xia, Jin Ming, Cai, Jie, Li, Xin, Liao, Xiao Xing, Li, Hui, Zhan, Hong, Dai, Gang, Jing, Xiao Li","Clinics; 68(9); 1231-1238","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901231&lang=pt" 
"S1807-59322013000901263-scl","The effect of school-based physical activity interventions on body mass index: a meta-analysis of randomized trials","Guerra, Paulo Henrique, Nobre, Moacyr Roberto Cuce, Silveira, Jonas Augusto Cardoso da, Taddei, Jose Augusto de Aguiar Carrazedo","Clinics; 68(9); 1263-1273","Clinics","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-59322013000901263&lang=pt" 
"S0100-72032013000900001-scl","Rastreamento do câncer de mama no Brasil: ainda há tempo para refletirmos","Tiezzi, Daniel Guimarães","Revista Brasileira de Ginecologia e Obstetrícia; 35(9); 385-387","Revista Brasileira de Ginecologia e Obstetrícia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032013000900001&lang=pt" 
"S0100-72032013000900003-scl","Predição do parto prematuro: avaliação sequencial do colo uterino e do teste para proteína-1 fosforilada ligada ao fator de crescimento insulina-símile","Rolnik, Daniel Lorber, Bittar, Roberto Eduardo, Carvalho, Mário Henrique Burlacchini de, Zugaib, Marcelo, Francisco, Rossana Pulcineli Vieira","Revista Brasileira de Ginecologia e Obstetrícia; 35(9); 394-400","Revista Brasileira de Ginecologia e Obstetrícia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032013000900003&lang=pt" 
"S0100-72032013000900006-scl","Perfil metabólico em mulheres de diferentes índices de massa corporal com síndrome dos ovários policísticos","Sousa, Rosângela Maria Lopes de, Chein, Maria Bethânia da Costa, Silva, Diego Salvador Muniz da, Dutra, Maysa Baldez, Navarro, Paula Andrea de Albuquerque Salles, Figueiredo Neto, José Albuquerque de, Brito, Luciane Maria Oliveira","Revista Brasileira de Ginecologia e Obstetrícia; 35(9); 413-420","Revista Brasileira de Ginecologia e Obstetrícia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-72032013000900006&lang=pt" 
"S0103-20032013000300005-scl","Caracterização do nível tecnológico dos apicultores do estado do Rio de Janeiro","Ponciano, Niraldo José, Golynski, Adelmo, Souza, Paulo Marcelo de, Ney, Marlon Gomes, Ney, Vanuza da Silva Pereira","Revista de Economia e Sociologia Rural; 51(3); 499-514","Revista de Economia e Sociologia Rural","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032013000300005&lang=pt" 
"S0103-20032013000300001-scl","A juventude rural do assentamento Florestan Fernandes no município de Florestópolis (PR)","Costa, Fernando Luis Martins, Ralisch, Ricardo","Revista de Economia e Sociologia Rural; 51(3); 415-432","Revista de Economia e Sociologia Rural","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032013000300001&lang=pt" 
"S0103-20032013000300007-scl","Análise da maximização do lucro e minimização do custo no processo de conversão do café convencional para o orgânico: um estudo de caso","Oliveira, Renato Alves de, Caixeta Filho, José Vicente","Revista de Economia e Sociologia Rural; 51(3); 535-554","Revista de Economia e Sociologia Rural","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032013000300007&lang=pt" 
"S1853-35232013000300001-arg","Prólogo","Domenech, Tamara","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 11-14","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300001&lang=pt" 
"S1853-35232013000300002-arg","¿El poder de las nuevas tecnologías o las nuevas tecnologías y el poder?","Lattanzi, Juan Pablo","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 15-25","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300002&lang=pt" 
"S1853-35232013000300003-arg","Arte y nuevas tecnologías, lo experimental en el bioarte","Massara, Gisela","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 27-37","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300003&lang=pt" 
"S1853-35232013000300004-arg","Nuevas tecnologías, arte y activismo político","Vallazza, Eleonora","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 39-52","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300004&lang=pt" 
"S1853-35232013000300005-arg","El séptimo arte en la era de la revolución tecnológica","Sabeckis, Camila","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 53-64","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300005&lang=pt" 
"S1853-35232013000300006-arg","Redes sociales, lenguaje y tecnología: Facebook. The 4th Estate Media?","Levato, Vanina","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 65-77","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300006&lang=pt" 
"S1853-35232013000300007-arg","Democracia y mass media...: ¿mayor calidad de la información?","Damoni, Mariela","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 79-89","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300007&lang=pt" 
"S1853-35232013000300008-arg","La literatura en su época de reproductibilidad digital","Rivero, Noelia","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 91-101","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300008&lang=pt" 
"S1853-35232013000300009-arg","Literatura y nuevas tecnologías: Cambios en las nociones de lectura y escritura a partir de los weblogs","Garberoglio, María de la Paz","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 103-114","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300009&lang=pt" 
"S1853-35232013000300010-arg","Políticas culturales y nuevas tecnologías","Domenech, Tamara","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 115-125","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300010&lang=pt" 
"S1853-35232013000300011-arg","Prologo","González, Susana G","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 127-131","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300011&lang=pt" 
"S1853-35232013000300012-arg","Marketing sustentable: Utilización del marketing sustentable en la industria textil y de la indumentaria","Bur, Aníbal","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 133-142","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300012&lang=pt" 
"S1853-35232013000300013-arg","Moda, estilo y ciclo de vida de los productos de la industria textil","Bur, Aníbal","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 143-154","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300013&lang=pt" 
"S1853-35232013000300014-arg","La fidelización del cliente en negocios de restauración","Cabrera, Sandra","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 155-164","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300014&lang=pt" 
"S1853-35232013000300015-arg","Marketing gastronómico: La experiencia de convertir el momento del consumo en un recuerdo memorable","Cabrera, Sandra","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 165-174","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300015&lang=pt" 
"S1853-35232013000300016-arg","De la Auditoría Contable a la Auditoría de las Comunicaciones","Cerezo, Claudia Rita","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 175-187","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300016&lang=pt" 
"S1853-35232013000300017-arg","La importancia de la motivación económica","Elstein, Daniela","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 189-202","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300017&lang=pt" 
"S1853-35232013000300018-arg","La reputación como ventaja competitiva sostenible","González, Susana G","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 203-211","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300018&lang=pt" 
"S1853-35232013000300019-arg","Primero la estrategia, luego el marketing: Cómo conseguir recursos en las ONGs","Lissi, Ernesto","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 213-221","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300019&lang=pt" 
"S1853-35232013000300020-arg","La naturaleza estratégica del proceso de branding","Llamas, Elda","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 223-228","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300020&lang=pt" 
"S1853-35232013000300021-arg","Retail marketing: el punto de venta, un medio poderoso","Ontiveros, Diego A","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 229-239","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300021&lang=pt" 
"S1853-35232013000300022-arg","La importancia de la comunicación en el marketing interno","Prats, Alejandro","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos; (45); 241-249","Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1853-35232013000300022&lang=pt" 
"S1413-81232013001700027-spa","Experiência em cuidados paliativos à criança portadora de leucemia: a visão dos profissionais","Nascimento, Danielle Moreira, Rodrigues, Thaisa Gino, Soares, Mayara Rosário, Rosa, Marina Lira Santos, Viegas, Selma Maria da Fonseca, Salgado, Patrícia de Oliveira","Ciência &amp; Saúde Coletiva; 18(9); 2721-2728","Ciência &amp; Saúde Coletiva","Português","2013","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S1413-81232013001700027&lang=pt" 
