"S1794-99982011000200011-col","O texto narrativo na clinica psicanalítica do sintoma de aprendizagem da linguagem: uma análise estrutural","Grohs, Gláucia, Sperb, Tania Mara","Diversitas: Perspectivas en Psicología; 7(2); 335-349","Diversitas: Perspectivas en Psicología","Português","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1794-99982011000200011&lang=pt" 
"S0798-05822011000400010-ven","Año internacional de la química","Nass De Ledo, Ingrid","Revista Venezolana de Oncología; 23(4); 270-271","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400010&lang=pt" 
"S0798-05822011000400002-ven","Radioterapia estereotáctica extracraneal un nuevo paradigma en terapéutica oncológica experiencia preliminar","Urdaneta L, Nelson, Vera G, Andrés, Ruan S, Laura, Dávila P, Jesús, Ott I, Sara, Salcedo, Erick, López, Belkis, Gutiérrez, Enrique, Vera V, Raúl","Revista Venezolana de Oncología; 23(4); 214-237","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400002&lang=pt" 
"S0798-05822011000400003-ven","Cáncer de mama en mujeres de edad media evaluación de los factores de riesgo","Hernández, Dimas E, Borgas, Rafael, Betancourt, Luis","Revista Venezolana de Oncología; 23(4); 238-245","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400003&lang=pt" 
"S0798-05822011000400006-ven","El arte de manejo de traqueostomía uso de traqueostomo casero como alternativa a la crisis","Mijares B, Alirio, Suárez, Carmen, Pérez, Carlos, Castro, Dilmeri, Arocha, Ronald, Pérez, Manuel","Revista Venezolana de Oncología; 23(4); 254-257","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400006&lang=pt" 
"S0798-05822011000400004-ven","Carcinoma de mama triple negativo experiencia en instituto de oncología “Dr. Miguel Pérez Carreño”","Aguilar, Daysi, Carmona, Pedro, Saldivia, Felipe, Prince, José, Ramos, Silvia, Gutiérrez, Néstor, Gadea, Carlos","Revista Venezolana de Oncología; 23(4); 246-249","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400004&lang=pt" 
"S0798-05822011000400005-ven","Experiencia en la utilización del mammaprint en la Clínica de mamas de Barquisimeto","Uribe, Jorge R, Rodríguez, Joel E, Menolascino, Francisco, Hernández, Carlos A, Istúriz, Linda M, Márquez, María E, Rodríguez, Ramón E, Uribe, Jorge L","Revista Venezolana de Oncología; 23(4); 250-253","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400005&lang=pt" 
"S0798-05822011000400008-ven","Adrenalectomía laparoscópica en Adenoma virilizante a propósito de un caso","Pontillo, Humberto, Moro, José, Prince, José, Borges, Alfredo, Mora, Verónica","Revista Venezolana de Oncología; 23(4); 263-266","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400008&lang=pt" 
"S0798-05822011000400009-ven","Hamartoma condromixoide de pulmón","Bascetta, Jairo, Alemán, Luis, Marcano, Ingrid, Franceschi, Karelia, Hurtado, Ramón","Revista Venezolana de Oncología; 23(4); 267-269","Revista Venezolana de Oncología","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-05822011000400009&lang=pt" 
"S0103-21862011000200008-scl","Musealização, crítica de arte e o exercício experimental da liberdade em Mario Pedrosa","Sant&#039;Anna, Sabrina Parracho","Estudos Históricos (Rio de Janeiro); 24(48); 385-404","Estudos Históricos (Rio de Janeiro)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-21862011000200008&lang=pt" 
"S0080-62342011000700003-scl","Perfil dos egressos de gerenciamento de enfermagem dos programas da área de enfermagem da região Sul","Erdmann, Alacoque Lorenzini, Andrade, Selma Regina de, Santos, José Luís Guedes dos, Oliveira, Roberta Juliane Tono de","Revista da Escola de Enfermagem da USP; 45(spe); 1551-1557","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000700003&lang=pt" 
"S0080-62342011000700011-scl","Utilização de ferramentas computacionais por idosos de um centro de referência e cidadania do idoso","Frias, Marcos Antonio da Eira, Peres, Heloisa Helena Ciqueto, Paranhos, Wana Yeda, Leite, Maria Madalena Januário, Prado, Cláudia, Kurcgant, Paulina, Tronchin, Daisy Maria Rizatto, Melleiro, Marta Maria","Revista da Escola de Enfermagem da USP; 45(spe); 1606-1612","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000700011&lang=pt" 
"S0080-62342011000700007-scl","Custo da adequação quantitativa de profissionais de enfermagem em Unidade Neonatal","Fugulin, Fernanda Maria Togeiro, Lima, Antonio Fernandes Costa, Castilho, Valéria, Bochembuzio, Luciana, Costa, Janaína Anchieta, Castro, Liliana, Silva, Natália Célia Lima, Gaidzinski, Raquel Rapone","Revista da Escola de Enfermagem da USP; 45(spe); 1582-1588","Revista da Escola de Enfermagem da USP","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342011000700007&lang=pt" 
"S1415-52732011000600003-scl","Avaliação da adequação da ingestão de nutrientes na prática clínica","Marchioni, Dirce Maria Lobo, Verly Junior, Eliseu, Cesar, Chester Luis Galvão, Fisberg, Regina Mara","Revista de Nutrição; 24(6); 825-832","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600003&lang=pt" 
"S1415-52732011000600001-scl","Área de Nutrição na Capes","Moura, Egberto Gaspar de, Leite, João Pereira","Revista de Nutrição; 24(6); 801-808","Revista de Nutrição","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600001&lang=pt" 
"S1415-52732011000600004-scl","Qualidade da dieta de indivíduos expostos e não expostos a um programa de reeducação alimentar","Felippe, Flavia, Balestrin, Liziana, Silva, Flávia Moraes, Schneider, Aline Petter","Revista de Nutrição; 24(6); 833-844","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600004&lang=pt" 
"S1415-52732011000600010-scl","Produtos da reação de Maillard em alimentos: implicações para a saúde","Shibao, Julianna, Bastos, Deborah Helena Markowicz","Revista de Nutrição; 24(6); 895-904","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600010&lang=pt" 
"S1415-52732011000600012-scl","Formação humana, pesquisa e produção científica na subárea de avaliação &quot;nutrição&quot; da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, no Brasil, de 2007 a 2009","Olinto, Maria Teresa Anselmo, Lira, Pedro Israel Cabral de, Marchini, Julio Sergio, Kac, Gilberto","Revista de Nutrição; 24(6); 917-926","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600012&lang=pt" 
"S1415-52732011000600002-scl","Ações de alimentação e nutrição na atenção básica: a experiência de organização no Governo Brasileiro","Jaime, Patrícia Constante, Silva, Ana Carolina Feldenheimer da, Lima, Ana Maria Cavalcante de, Bortolini, Gisele Ane","Revista de Nutrição; 24(6); 809-824","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600002&lang=pt" 
"S1415-52732011000600006-scl","Baixa estatura e magreza em crianças e adolescentes com doença falciforme","Souza, Karen Cordovil Marques de, Araújo, Paulo Ivo Cortez de, Souza-Junior, Paulo Roberto Borges, Lacerda, Elisa Maria de Aquino","Revista de Nutrição; 24(6); 853-862","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600006&lang=pt" 
"S1415-52732011000600007-scl","Consumo alimentar de lactentes com fenilcetonúria em uso de aleitamento materno","Santos, Jacqueline Siqueira, Aguiar, Marcos José Burle de, Starling, Ana Lúcia Pimenta, Kanufre, Viviane de Cássia, Tibúrcioz, Jacqueline Domingues, Lima, Marília Oliveira Barbosa","Revista de Nutrição; 24(6); 863-872","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600007&lang=pt" 
"S1415-52732011000600008-scl","Insatisfação com imagem corporal e adesão à terapia antirretroviral entre indivíduos com HIV/AIDS","Leite, Luísa Helena Maia, Papa, Alma, Valentini, Rosane Castanheiras","Revista de Nutrição; 24(6); 873-881","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600008&lang=pt" 
"S1415-52732011000600009-scl","Bioimpedância elétrica e sua aplicação em avaliação nutricional","Eickemberg, Michaela, Oliveira, Carolina Cunha de, Anna Karla Carneiro, Roriz, Sampaio, Lílian Ramos","Revista de Nutrição; 24(6); 883-893","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600009&lang=pt" 
"S1415-52732011000600013-scl","Alimentação e nutrição como campo científico autônomo no Brasil: conceitos, domínios e projetos políticos","Prado, Shirley Donizete, Bosi, Maria Lucia Magalhães, Carvalho, Maria Claudia Veiga Soares de, Gugelmin, Silvia Ângela, Mattos, Ruben Araújo de, Camargo Junior, Kenneth Rochel, Klotz, Juliana, Delmaschio, Karen Levy, Martins, Myriam de Lima Ramagem","Revista de Nutrição; 24(6); 927-938","Revista de Nutrição","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-52732011000600013&lang=pt" 
"S0328-12052011000100001-arg","Editorial","","Synthesis (La Plata); 18(); 11-12","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100001&lang=pt" 
"S0328-12052011000100004-arg","Apontamentos sobre a representação de Afrodite em Baquílides","Ragusa, Giuliana","Synthesis (La Plata); 18(); 75-95","Synthesis (La Plata)","Português","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100004&lang=pt" 
"S0328-12052011000100005-arg","Recuperación y ampliación del mito de los labdácidas en Antígona de Sófocles: Su funcionalidad en la dinámica dramática","Villagra Diez, Pedro","Synthesis (La Plata); 18(); 97-112","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100005&lang=pt" 
"S0328-12052011000100006-arg","Suplicantes de Eurípides: Una interpretación metafórica de la Monodia de Evadne (Versos 990-1008)","Nápoli, Juan Tobías","Synthesis (La Plata); 18(); 113-124","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100006&lang=pt" 
"S0328-12052011000100007-arg","Poética y variantes del mito: Venus en Julián del Casal, Rubén Darío y José Lezama Lima","Chazarreta, Daniela Evangelina","Synthesis (La Plata); 18(); 125-139","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100007&lang=pt" 
"S0328-12052011000100008-arg","&quot;Ésquilo, Tragédias (ediçâo bilingüe). Estudo y traduçâo de Jaa Torrano, Sâo Paulo, Iluminuras, Coleçâo Dionísias, 2009, 424 pp.&quot;","Hamamé, Graciela Noemí","Synthesis (La Plata); 18(); 141-145","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100008&lang=pt" 
"S0328-12052011000100009-arg","José María Zamora Calvo, Platón. Timeo (edición bilingüe), con notas a la traducción y anexos de Luc Brisson, Madrid, Abada, 2010, 474 págs.","Fernández, Claudia N.","Synthesis (La Plata); 18(); 145-148","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100009&lang=pt" 
"S0328-12052011000100010-arg","Marcos Martínez Hernández. Sófocles. Erotismo, Soledad, Tradición. Ediciones Clásicas, Madrid, 2010, 239 pp.","Moretti, María Inés","Synthesis (La Plata); 18(); 149-151","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100010&lang=pt" 
"S0328-12052011000100011-arg","Glória Braga Onelley. A ideologia aristocrática nos Theognidea, Editora da UFF, Niterói, 2009, 160 pp.","Fernández Deagustini, María del Pilar","Synthesis (La Plata); 18(); 152-154","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100011&lang=pt" 
"S0328-12052011000100012-arg","Zelia de Almeida Cardoso y Adriane Da Silva Duarte (Orgs.). Estudos sobre o teatro antigo, Alameda Casa Editorial, São Paulo, 2010, 275 pp.","Fernández Deagustini, María del Pilar","Synthesis (La Plata); 18(); 154-158","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100012&lang=pt" 
"S0328-12052011000100013-arg","Paula Da Cunha Corrêa. Um Bestiário Arcaico. Fábulas e imagens de animais na poesía de Arquíloco, Editora Unicamp. 2010, 526 pp.","Zecchin de Fasano, Graciela Cristina","Synthesis (La Plata); 18(); 159-167","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100013&lang=pt" 
"S0328-12052011000100002-arg","Los juegos funerales en honor de Patroclo (Ilíada, XXIII.257 ss.)","Verde Castro, Carmen Victoria","Synthesis (La Plata); 18(); 13-43","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100002&lang=pt" 
"S0328-12052011000100003-arg","Multiplicidad y unidad de la inteligencia en las sentecias de Porfirio","Zamora Calvo, José María","Synthesis (La Plata); 18(); 45-74","Synthesis (La Plata)","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S0328-12052011000100003&lang=pt" 
"S1909-30632011000200008-col","GEOGRAFÍA CULTURAL Y CONSUMO","Zapata Salcedo, Jorge Luís","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 163-175","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200008&lang=pt" 
"S1909-30632011000200009-col","LA LEY DE JUSTICIA Y PAZ EN COLOMBIA: LA CONFIGURACIÓN DE UN SUBCAMPO JURÍDICO-POLÍTICO Y LAS LUCHAS SIMBÓLICAS POR LA INCLUSIÓN","Delgado Barón, Mariana","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 179-194","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200009&lang=pt" 
"S1909-30632011000200002-col","EVOLUCIÓN DEL RÉGIMEN DE CONTROL Y FINANCIACIÓN DEL TERRORISMO","Sánchez Cabarcas, Fabio","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 21-34","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200002&lang=pt" 
"S1909-30632011000200003-col","APROXIMACIÓN A LA PERSPECTIVA JURÍDICA DE LAS DECISIONES DEL PARLAMENTO ANDINO EN LOS ORDENAMIENTOS JURÍDICOS DE LOS ESTADOS ANDINOS","Blanco Alvarado, Carolina","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 35-62","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200003&lang=pt" 
"S1909-30632011000200001-col","EDITORIAL","Ripoll, Alejandra","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 7-9","Revista de Relaciones Internacionales, Estrategia y Seguridad","Inglês, Espanhol, Português","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200001&lang=pt" 
"S1909-30632011000200006-col","APRECIACIONES SOBRE EL CICLO CAFETERO EN COLOMBIA. 1925-2010","Pérez Toro, José Alberto","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 111-138","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200006&lang=pt" 
"S1909-30632011000200007-col","LA METAMORFOSIS DE LA HUMANIDAD EN LA ERA PLANETARIA Y LA EMERGENCIA DE LA ANTROPOLÍTICA","Osorio García, Sergio Néstor","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 139-161","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200007&lang=pt" 
"S1909-30632011000200004-col","COOPERACIÓN INTERNACIONAL DESCENTRALIZADA PARA LA GESTIÓN PÚBLICA DEPARTAMENTAL Y MUNICIPAL EN COLOMBIA","Gutiérrez Ossa, Jahir Alexander","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 63-88","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200004&lang=pt" 
"S1909-30632011000200005-col","LEGITIMIDAD EMPRESARIAL, CONFLICTO DE TIERRAS Y PRODUCCIÓN PALMERA EN COLOMBIA","Hurtado, Mónica, Pereira, Catherine","Revista de Relaciones Internacionales, Estrategia y Seguridad; 6(2); 91-110","Revista de Relaciones Internacionales, Estrategia y Seguridad","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1909-30632011000200005&lang=pt" 
"S1025-02552011000600001-cub","Vía intraósea: una medida alternativa de urgencia","Salazar Diez, Mabel","Revista Archivo Médico de Camagüey; 15(6); 933-935","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600001&lang=pt" 
"S1025-02552011000600002-cub","Factores que pueden afectar la seguridad del paciente","Betancourt Betancourt, José A, Cepero Morales, Raúl J, Gallo Borrero, Clara Mirella","Revista Archivo Médico de Camagüey; 15(6); 936-945","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600002&lang=pt" 
"S1025-02552011000600003-cub","Simulación de un brote de Influenza A H1N1 en una escuela primaria de Camagüey","Betancourt Betancourt, José A, Revueltas, Moura, Díaz, Carlos, Rivero Dones, Jorge","Revista Archivo Médico de Camagüey; 15(6); 946-953","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600003&lang=pt" 
"S1025-02552011000600004-cub","Agrupaciones familiares en periodontitis crónica","Ardila Medina, Carlos Martín, Guzmán, Isabel Cristina","Revista Archivo Médico de Camagüey; 15(6); 954-962","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600004&lang=pt" 
"S1025-02552011000600005-cub","Aplicación de la cirugía ambulatoria en pacientes con hernia discal cervical","Varela Hernández, Ariel, Medrano García, Roberto, Casares Delgado, Jorge Alejandro, Betharte Sotomayor, Yanmara, Peñones Montero, Rigoberto","Revista Archivo Médico de Camagüey; 15(6); 963-972","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600005&lang=pt" 
"S1025-02552011000600006-cub","Supervivencia del cáncer de mama","González Longoria Boada, Lourdes B, Lemes Báez, Juan J","Revista Archivo Médico de Camagüey; 15(6); 983-992","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600006&lang=pt" 
"S1025-02552011000600007-cub","Enfoque multinivel de la relación entre bacilos entéricos Gram negativos, Aggregatibacter actinomycetemcomitans, y parámetros clínicos en enfermedad periodontal","Ardila Medina, Carlos Martín, Grisales Romero, Hugo, Guzmán Zuluaga, Isabel Cristina","Revista Archivo Médico de Camagüey; 15(6); 993-1007","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600007&lang=pt" 
"S1025-02552011000600008-cub","Análisis de eficiencia relativa en el control del Aedes aegypti del municipio Camagüey","Betancourt Betancourt, José A, García Rodríguez, José Félix, Alfonso, Pedro Jesús, Llambias Peláez, Juan Jesús, García Fariñas, Anai","Revista Archivo Médico de Camagüey; 15(6); 1008-1019","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600008&lang=pt" 
"S1025-02552011000600009-cub","Neurofibromatosis segmentaria: presentación de un caso","Campollo Rodríguez, Idalmis, Rodríguez Rojas, José Luis, Limache Yaringaño, Leonor Maribel","Revista Archivo Médico de Camagüey; 15(6); 1020-1027","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600009&lang=pt" 
"S1025-02552011000600010-cub","Meningoencefalitis por Streptococcus pneumoniae resistente: reporte de un caso","Rodríguez Fernández, Olga María, Ferrer Morell, Odalis, Pérez Morales, Yuneixy, Sanchén Casas, Alexis","Revista Archivo Médico de Camagüey; 15(6); 1028-1036","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600010&lang=pt" 
"S1025-02552011000600011-cub","Linfoma cutáneo de células B grande de las piernas: presentación de un caso","Campollo Rodríguez, Idalmis, Socarrás Laborda, Mauricio, Castro Sánchez, Patricia Alejandra","Revista Archivo Médico de Camagüey; 15(6); 1037-1045","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600011&lang=pt" 
"S1025-02552011000600012-cub","Anestesia epidural para colecistectomía videolaparoscópica: a propósito de un caso","López Barrueco, Lisset, Fernández Ramos, Humberto, López Rivero, Jaime","Revista Archivo Médico de Camagüey; 15(6); 1046-1053","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600012&lang=pt" 
"S1025-02552011000600013-cub","Linfadenitis de causa tuberculosa: diagnóstico por punción aspirativa con aguja fina","Durruthy Wilson, Odalys, Suazo Valle, Nayvis, Perón Ortiz, Daysi","Revista Archivo Médico de Camagüey; 15(6); 1054-1062","Revista Archivo Médico de Camagüey","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1025-02552011000600013&lang=pt" 
