"S0102-76382015000500001-scl","Overcoming Obstacles","Braile, Domingo M.","Brazilian Journal of Cardiovascular Surgery; 30(5); I-II","Brazilian Journal of Cardiovascular Surgery","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-76382015000500001&lang=pt" 
"S0100-736X2015001000871-scl","Topografia vertebromedular de irara (Eira barbara Linnaeus, 1758)","Adami, Marta, Rekowsky, Bruna S.S., Silva, Ricardo D.G., Faria, Marcia M.M.D., Pinto, Maria G.F., Almeida, Ana E.F.S.","Pesquisa Veterinária Brasileira; 35(10); 871-874","Pesquisa Veterinária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000871&lang=pt" 
"S0100-736X2015001000835-scl","Biofilm formation by Rhodococcus equi and putative association with macrolide resistance","Gressler, Letícia T., Vargas, Agueda C. de, Costa, Mateus M. da, Sutili, Fernando Jonas, Schwab, Marcelo, Pereira, Daniela Isabel B., Sangioni, Luís Antonio, Botton, Sônia de A.","Pesquisa Veterinária Brasileira; 35(10); 835-841","Pesquisa Veterinária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000835&lang=pt" 
"S0100-736X2015001000859-scl","Fecal cortisol metabolites as indicators of stress in crab-eating-fox (Cerdocyoun thous) in captivity","Paz, Regina C.R., Souza, Nely P., Brown, Janine L.","Pesquisa Veterinária Brasileira; 35(10); 859-862","Pesquisa Veterinária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000859&lang=pt" 
"S0100-736X2015001000829-scl","Presence of Porphyromonas and Prevotella species in the oral microflora of cattle with periodontitis","Borsanelli, Ana Carolina, Gaetti-Jardim Júnior, Elerson, Schweitzer, Christiane Marie, Döbereiner, Jürgen, Dutra, Iveraldo S.","Pesquisa Veterinária Brasileira; 35(10); 829-834","Pesquisa Veterinária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000829&lang=pt" 
"S0100-736X2015001000853-scl","Cardiothoracic ratio and vertebral heart size (VHS) to standardize the heart size of the tufted capuchin (Cebus apella Linnaeus, 1758) in computerized radiographic images","Rocha-Neto, Hermínio J., Moura, Laecio da Silva, Pessoa, Gerson T., Ambrósio, Carlos E., Sousa, Francisco C.A., Rodrigues, Renan P.S., Guerra, Porfírio C., Alves, Flávio R.","Pesquisa Veterinária Brasileira; 35(10); 853-858","Pesquisa Veterinária Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000853&lang=pt" 
"S0100-736X2015001000863-scl","Expressão da enzima indoleamina-2,3-dioxigenase em truta arco-íris (Oncorhynchus mykiss)","Cardoso, Fernanda, Bruno, Carlos E. Malavasi, Ramos, Cristiane C., Conrado, Andre L.V., Tabata, Yara A., Ferrão, Juliana Shimara Pires, Kfoury Junior, José Roberto","Pesquisa Veterinária Brasileira; 35(10); 863-870","Pesquisa Veterinária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000863&lang=pt" 
"S0100-736X2015001000823-scl","Diagnóstico de paratuberculose por biópsia retal em búfalos","Reis, Alessandra S. Belo, Brito, Marilene F., Bezerra Júnior, Pedro S., Fonseca Júnior, Antônio A., Ubiali, Daniel G., Mota, Rinaldo A., Leite, Rômulo C., Barbosa, José D.","Pesquisa Veterinária Brasileira; 35(10); 823-828","Pesquisa Veterinária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000823&lang=pt" 
"S0100-736X2015001000844-scl","Meningiomas em cães: aspectos clínicos, histopatológicos e imuno-histoquímicos","Marcasso, Rogério A., Moreira, Jéssica R., Valentim, Larissa G., Arias, Mônica V. Bahr, Bracarense, Ana Paula F.R.L.","Pesquisa Veterinária Brasileira; 35(10); 844-852","Pesquisa Veterinária Brasileira","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2015001000844&lang=pt" 
"S0011-85162015000900011-sza","Maxillo-facial radiology case 136","Nortjé, CJ","South African Dental Journal; 70(9); 417-417","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900011&lang=pt" 
"S0011-85162015000900003-sza","Managing stress in the dental environment","Naidoo, S","South African Dental Journal; 70(9); 388-389","South African Dental Journal","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0011-85162015000900003&lang=pt" 
"S1677-55382015000500953-scl","Percutaneous puncture of renal calyxes guided by a novel device coupled with ultrasound","Chan, Chen Jen, Srougi, Victor, Tanno, Fabio Yoshiaki, Jordão, Ricardo Duarte, Srougi, Miguel","International braz j urol; 41(5); 953-958","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500953&lang=pt" 
"S0100-67622015000500963-scl","ESTUDO DO PERFIL TÉRMICO DE FORNOS DO TIPO &quot;CAIPIRA&quot; UTILIZADOS PELO SETOR DE CERÂMICA VERMELHA EM PARELHAS NA REGIÃO DO SERIDÓ, RN1","Silva, Áurea de Paula Medeiros e, Santos, Rosimeire Cavalcante dos, Castro, Renato Vinícius Oliveira, Carneiro, Angélica de Cássia Oliveira, Paskocimas, Carlos Alberto, Marinho, George Santos","Revista Árvore; 39(5); 963-972","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500963&lang=pt" 
"S1677-55382015000501014-scl","A Novel method of ensuring safe and accurate dilatation during percutaneous nephrolithotomy","Javali, Tarun, Pathade, Amey, Nagaraj, H. K.","International braz j urol; 41(5); 1014-1019","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000501014&lang=pt" 
"S1677-55382015000500864-scl","Assessment of PSA-Age volume score in predicting positive prostate biopsy findings in Turkey","Uçer, Oktay, Yücetaş, Uğur, Çelen, İlker, Toktaş, Gökhan, Müezzinoğlu, Talha","International braz j urol; 41(5); 864-868","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500864&lang=pt" 
"S1677-55382015000500920-scl","Impact of retrograde flexible ureteroscopy and intracorporeal lithotripsy on kidney functional outcomes","Hoarau, Nicolas, Martin, Francois, Lebdai, Souhil, Chautard, Denis, Culty, Thibaut, Azzouzi, Abdel Rahmene, Bigot, Pierre","International braz j urol; 41(5); 920-926","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500920&lang=pt" 
"S0100-67622015000500943-scl","ANÁLISE DA FUNÇÃO LOG-LOGÍSTICA PARA MODELAGEM DA DISTRIBUIÇÃO DE DIÂMETROS1","Binoti, Daniel Henrique Breda, Binoti, Mayra Luiza Marques da Silva, Leite, Helio Garcia","Revista Árvore; 39(5); 943-951","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500943&lang=pt" 
"S1677-55382015000500906-scl","The efficacy of duration of prophylactic antibiotics in transrectal ultrasound guided prostate biopsy","Bulut, Volkan, Şahin, Ali Feyzullah, Balaban, Yavuz, Altok, Muammer, Divrik, Rauf Taner, Zorlu, Ferruh","International braz j urol; 41(5); 906-910","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500906&lang=pt" 
"S1677-55382015000500844-scl","Anterior prostate biopsy at initial and repeat evaluation: is it useful to detect significant prostate cancer?","Pepe, Pietro, Pennisi, Michele, Fraggetta, Filippo","International braz j urol; 41(5); 844-848","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500844&lang=pt" 
"S1677-55382015000501020-scl","Transanal Minimally Invasive Surgery (TAMIS) to Treat Vesicorectal Fistula: A New Approach","Tobias-Machado, Marcos, Mattos, Pablo Aloisio Lima, Reis, Leonardo Oliveira, Juliano, César Augusto Braz, Pompeo, Antonio Carlos Lima","International braz j urol; 41(5); 1020-1026","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000501020&lang=pt" 
"S0100-67622015000500953-scl","ANÁLISIS COLORIMÉTRICO DEL EXTRACTO ACUOSO DE HOJAS DE TECA1","Mendoza, Zaíra Morais dos Santos Hurtado de, Borges, Pedro Hurtado de Mendoza","Revista Árvore; 39(5); 953-961","Revista Árvore","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500953&lang=pt" 
"S0100-67622015000500905-scl","RELATIONSHIP BETWEEN LIGNIN CONTENT AND QUALITY OF Pinus taeda SEEDLINGS1","Dranski, João Alexandre Lopes, Malavasi, Ubirajara Contro, Malavasi, Marlene de Matos","Revista Árvore; 39(5); 905-913","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500905&lang=pt" 
"S0100-67622015000500853-scl","ESTIMATION OF CORK PRODUCTION USINGAERIAL IMAGERY1","Surovy, Peter, Ribeiro, Nuno de Almeida, Pereira, João Santos, Yoshimoto, Atsushi","Revista Árvore; 39(5); 853-861","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500853&lang=pt" 
"S1677-55382015000501008-scl","Anti-inflammatory effects of royal jelly on ethylene glycol induced renal inflammation in rats","Aslan, Zeyneb, Aksoy, Laçine","International braz j urol; 41(5); 1008-1013","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000501008&lang=pt" 
"S1677-55382015000500869-scl","Single nucleotide polymorphisms in DKK3 gene are associated with prostate cancer risk and progression","Kim, Min Su, Lee, Ha Na, Kim, Hae Jong, Myung, Soon Chul","International braz j urol; 41(5); 869-897","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500869&lang=pt" 
"S0100-67622015000500883-scl","FRUIT MORPHOLOGY AND PRODUCTIVITY OF BABASSU PALMS IN NORTHERN MINAS GERAIS STATE, BRAZIL1","Guedes, Marcio Lisboa, Ferreira, Paulo Henrique Gonçalves, Santana, Karla Nayara Oliveira, Pimenta, Márcio Antônio Silva, Ribeiro, Leonardo Monteiro","Revista Árvore; 39(5); 883-892","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500883&lang=pt" 
"S0100-67622015000500841-scl","VALORES LIMÍTROFES PARA TRANSPIRAÇÃO, DESENVOLVIMENTO E CRESCIMENTO DE Corymbia citriodora (Hook.) K.D. Hill &amp; L.A.S. Johnson EM RESPOSTA À DEFICIÊNCIA HÍDRICA NO SOLO1","Abreu, Marcel Carvalho, Martins, Fabrina Bolzan, Freitas, Cleverson Henrique de, Pereira, Rodolfo Armando de Almeida, Melloni, Eliane Guimarães Pereira","Revista Árvore; 39(5); 841-852","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500841&lang=pt" 
"S1677-55382015000500911-scl","Effect of utilization of veno-venous bypass vs. cardiopulmonary bypass on complications for high level inferior vena cava tumor thrombectomy and concomitant radical nephrectomy","Simon, Ross M., Kim, Timothy, Espiritu, Patrick, Kurian, Tony, Sexton, Wade J., Pow-Sang, Julio M., Sverrisson, Einar, Spiess, Philippe E.","International braz j urol; 41(5); 911-919","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500911&lang=pt" 
"S1677-55382015000500945-scl","The efficacy of peritubal analgesic infiltration in postoperative pain following percutaneous nephrolithotomy – A prospective randomized controlled study","Lojanapiwat, Bannakij, Chureemas, Tanarit, Kittirattarakarn, Pruit","International braz j urol; 41(5); 945-952","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500945&lang=pt" 
"S0100-67622015000500831-scl","PYRENE MORPHOLOGY OF THREE SPECIES OF Byrsonima Rich. ex Kunth (Malpighiaceae)1","Barbosa, Cylles Zara dos Reis, Mendonça, Maria Silvia de, Rodrigues, Rodrigo Schütz","Revista Árvore; 39(5); 831-839","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500831&lang=pt" 
"S1677-55382015000501002-scl","Histological changes caused by meclofenamic acid in androgen independent prostate cancer tumors: evaluation in a mouse model","Delgado-Enciso, Iván, Soriano-Hernández, Alejandro D., Rodriguez-Hernandez, Alejandrina, Galvan-Salazar, Héctor R., Montes-Galindo, Daniel A., Martinez-Martinez, Rafael, Valdez-Velazquez, Laura L., Gonzalez-Alvarez, Rafael, Espinoza-Gómez, Francisco, Newton-Sanchez, Oscar A., Lara-Esqueda, Agustín, Guzman-Esquivel, Jose","International braz j urol; 41(5); 1002-1007","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000501002&lang=pt" 
"S0100-67622015000500873-scl","BIOMASSA E NUTRIENTES EM POVOAMENTO DE Eucalyptus dunnii Maiden NO PAMPA GAÚCHO1","Guimaraes, Claudiney Couto, Schumacher, Mauro Valdir, Witshoreck, Rudi, Souza, Huan Pablo, Santo, Joel Carvalho","Revista Árvore; 39(5); 873-882","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500873&lang=pt" 
"S0100-67622015000500935-scl","CORRELAÇÃO ENTRE VOLUMETRIA DE FLORESTAS DE EUCALIPTO E PRODUTIVIDADE E CUSTOS DE MÁQUINAS DE COLHEITA DE MADEIRA1","Schettino, Stanley, Minette, Luciano José, Souza, Amaury Paulo","Revista Árvore; 39(5); 935-942","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500935&lang=pt" 
"S1677-55382015000500927-scl","Mini incision open pyeloplasty - Improvement in patient outcome","Singh, Vishwajeet, Garg, Manish, Sharma, Pradeep, Sinha, Rahul Janak, Kumar, Manoj","International braz j urol; 41(5); 927-934","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500927&lang=pt" 
"S0100-67622015000500779-scl","FLOWERING AND POLLINATORS OF THREE DISTYLOUS SPECIES OF Psychotria (Rubiaceae) CO-OCCURRING IN THE BRAZILIAN ATLANTIC FOREST1","Silva, Celice Alexandre, Vieira, Milene Faria","Revista Árvore; 39(5); 779-789","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500779&lang=pt" 
"S0100-67622015000500811-scl","SEMEADURA DIRETA COM TRANSPOSIÇÃO DE SERAPILHEIRA COMO METODOLOGIA DE RESTAURAÇÃO ECOLÓGICA1","Silva, Kelly de Almeida, Martins, Sebastião Venâncio, Miranda Neto, Aurino, Campos, Wanuza Helena","Revista Árvore; 39(5); 811-820","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500811&lang=pt" 
"S1677-55382015000500935-scl","In vitro studies reveal antiurolithic effect of Terminalia arjuna using quantitative morphological information from computerized microscopy","Mittal, A., Tandon, S., Singla, S.K., Tandon, C.","International braz j urol; 41(5); 935-944","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500935&lang=pt" 
"S0100-67622015000500973-scl","TROCAS GASOSAS E EFICIÊNCIA DO FOTOSSISTEMA II EM PLANTAS ADULTAS DE SEIS ESPÉCIES FLORESTAIS EM FUNÇÃO DO SUPRIMENTO DE ÁGUA NO SOLO1","Campelo, David de Holanda, Lacerda, Claudivan Feitosa, Sousa, João Alencar, Correia, Diva, Bezerra, Antônio Marcos Esmeraldo, Araújo, José Dionis Matos, Neves, Antônia Leila Rocha","Revista Árvore; 39(5); 973-983","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500973&lang=pt" 
"S1677-55382015000500975-scl","Clinical profile of 93 cases of 46, XY disorders of sexual development in a referral center","Mota, Bianca Costa, Oliveira, Luciana Mattos Barros, Lago, Renata, Brito, Paula, Canguçú-Campinho, Ana Karina, Barroso, Ubirajara, Toralles, Maria Betânia Pereira","International braz j urol; 41(5); 975-981","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500975&lang=pt" 
"S0100-67622015000500923-scl","DIVERSIDADE CULTURAL, MORFOLÓGICA E GENÉTICA DE DIAZOTRÓFICOS ISOLADOS DE NÓDULOS DE BRACATINGA1","Ehrhardt-Brocardo, Natalia Carolina Moraes, Stocco, Priscila, Tramontin, Antonio Luiz, Oliveira Filho, Luís Carlos Iuñes, Santos, Julio Cesar Pires","Revista Árvore; 39(5); 923-933","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500923&lang=pt" 
"S1677-55382015000500967-scl","Safety and efficacy of low intensity shockwave (LISW) treatment in patients with erectile dysfunction","Ruffo, A., Capece, M., Prezioso, D., Romeo, G., Illiano, E., Romis, L., Di Lauro, G., Iacono, F.","International braz j urol; 41(5); 967-974","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500967&lang=pt" 
"S1677-55382015000500898-scl","Concurrent Down-Regulation of PTEN and NKX3.1 Expression in Iranian Patients with Prostate Cancer","Nodouzi, Vahideh, Nowroozi, Mohammadreza, Hashemi, Mehrdad, Javadi, Gholareza, Mahdian, Reza","International braz j urol; 41(5); 898-905","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500898&lang=pt" 
"S0100-67622015000500915-scl","ANÁLISE DE CRESCIMENTO, INCIDÊNCIA DE Rhizoctonia sp. E EFEITO ANTIXENOSE PARA A FORMIGA-CORTADEIRA Atta sexdens rubropilosa F. EM CLONES DE Eucalyptus grandis x Eucalyptus urophylla TRATADOS COM GIBERELINA1","Matos, Fabio Santos, Silva, Débora Zacarias da, Souza, Brenda Rodrigues de, Moura, Dahís Ramalho, Lopes, Vinícius de Araújo, Carvalho, Daniel Diego Costa, Araujo, Marcio da Silva","Revista Árvore; 39(5); 915-922","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500915&lang=pt" 
"S0100-67622015000500863-scl","REPEATABILITY OF FRUITS AND SEEDS PRODUCTION AND SELECTION OF BRAZIL NUT GENOTYPES IN NATIVE POPULATIONS IN RORAIMA1","Pedrozo, Cássia Ângela, Tonini, Helio, Resende, Marcos Deon Vilela, Jordão, Sônia Maria Schaefer","Revista Árvore; 39(5); 863-871","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500863&lang=pt" 
"S0100-67622015000500791-scl","LITTERFALL ASSESSEMENT IN A FRAGMENT OF SECONDARY TROPICAL FOREST, IBIÚNA, SP, SOUTHEASTERN BRAZIL1","Ferreira, Maurício Lamano, Uchiyama, Elizabete Akemi","Revista Árvore; 39(5); 791-799","Revista Árvore","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500791&lang=pt" 
"S1677-55382015000500859-scl","Local anesthesia type affects cancer detection rate in transrectal ultrasound guided prostate biopsy","Temiz, Mustafa Zafer, Kandirali, Engin, Colakerol, Aykut, Tuken, Murat, Semercioz, Atilla","International braz j urol; 41(5); 859-863","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500859&lang=pt" 
"S1677-55382015000500959-scl","The vascular and neurogenic factors associated with erectile dysfunction in patients after pelvic fractures","Guan, Yong, Wendong, Sun, Zhao, Shengtian, Liu, Tongyan, Liu, Yuqiang, Zhang, Xiulin, Yuan, Mingzhen","International braz j urol; 41(5); 959-966","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500959&lang=pt" 
"S0100-67622015000500893-scl","ANÁLISE SILVICULTURAL E ECONÔMICA DE PLANTIOS CLONAIS E SEMINAIS DE Tectona grandis L.f. EM SISTEMA TAUNGYA1","Medeiros, Reginaldo Antonio, Paiva, Haroldo Nogueira, Leite, Helio Garcia, Oliveira Neto, Silvio Nolasco, Vendrúscolo, Diogo Guido Streck, Silva, Fernando Thiago","Revista Árvore; 39(5); 893-903","Revista Árvore","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622015000500893&lang=pt" 
"S1677-55382015000500835-scl","Current management and future directions in the treatment of advanced renal cell carcinoma-a latin american perspective: 10 years in review","Smaletz, Oren","International braz j urol; 41(5); 835-843","International braz j urol","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382015000500835&lang=pt" 
