"S0717-34582010000400009-chl","Valorization of raw glycerol for citric acid production by Yarrowia lipolytica yeast","Rywinska, Anita, Rymowicz, Waldemar, Marcinkiewicz, Marta","Electronic Journal of Biotechnology; 13(4); 9-10","Electronic Journal of Biotechnology","Inglês","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-34582010000400009&lang=pt" 
"S1018-130X2010000300001-per","Medicina centrada en la persona: Perspectivas clínicas","León Barúa, Raúl","Revista Medica Herediana; 21(3); 109-110","Revista Medica Herediana","Espanhol","2010","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2010000300001&lang=pt" 
"S1018-130X2010000300008-per","Diabetes mellitus tipo 2 y resistencia a la insulina","Cipriani-Thorne, Enrique, Quintanilla, Alberto","Revista Medica Herediana; 21(3); 160-171","Revista Medica Herediana","Espanhol","2010","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1018-130X2010000300008&lang=pt" 
"S0122-51972010000200009-col","Jiménez Meneses, Orián. El frenesí del vulgo. Fiestas, juegos y bailes en la sociedad colonial","Alfonso Rodríguez, Diana Alexandra","Memoria y Sociedad; 14(29); 143-146","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200009&lang=pt" 
"S0122-51972010000200008-col","Atomizando a la nación: la energía nuclear en el discurso de la nación de India","González-Castañeda, Mario, Bavoleo, Bárbara","Memoria y Sociedad; 14(29); 125-142","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200008&lang=pt" 
"S0122-51972010000200001-col","La historia y la patria en la provincia de Cartagena, 1810-1814. Apuntes sobre la noción de usos públicos de la historia","Acevedo P., Rafael E.","Memoria y Sociedad; 14(29); 7-23","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200001&lang=pt" 
"S0122-51972010000200003-col","La red sociofamiliar Mosquera y sus relaciones de poder en Popayán, 1832-1836","Chapman-Quevedo, Willian Alfredo","Memoria y Sociedad; 14(29); 37-54","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200003&lang=pt" 
"S0122-51972010000200002-col","La sociabilidad política: un juego de luces y sombras","Guarín-Martínez, Oscar","Memoria y Sociedad; 14(29); 25-36","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200002&lang=pt" 
"S0122-51972010000200005-col","Fuero y justicia penal militar en Colombia: debates y controversias. 1821-1829","Chaparro, Juan Carlos","Memoria y Sociedad; 14(29); 71-90","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200005&lang=pt" 
"S0122-51972010000200004-col","La familia Mosquera y Arboleda y el proyecto bolivariano (1821-1830)","Prado-Arellano, Luis Ervin, Prado-Valencia, David Fernando","Memoria y Sociedad; 14(29); 55-69","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200004&lang=pt" 
"S0122-51972010000200007-col","El proceso de reparto de la propiedad comunal en dos poblaciones del Cantón de los Tuxtlas, Veracruz, durante la década de 1880","Jiménez-Marce, Rogelio","Memoria y Sociedad; 14(29); 107-124","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200007&lang=pt" 
"S0122-51972010000200006-col","Mestizaje nacional: una historia &quot;negra&quot; por contar","Zapata-Cortés, Diana Catalina","Memoria y Sociedad; 14(29); 91-105","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200006&lang=pt" 
"S0122-51972010000200012-col","Rodríguez-Idárraga, Nicolás. Los vehículos de la memoria. Discursos morales durante la primera fase de la violencia (1946-1953).","Jaramillo Marín, Jefferson","Memoria y Sociedad; 14(29); 157-159","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200012&lang=pt" 
"S0122-51972010000200010-col","200 años de construir colombianos. Museo Nacional de Colombia. Las historias de un grito. 200 años de ser colombianos","Vargas, Sebastián","Memoria y Sociedad; 14(29); 147-150","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200010&lang=pt" 
"S0122-51972010000200011-col","Medina-Muñoz, Lina Rocío. &quot;La familia de los científicos. Genealogía de una élite científica en Colombia, 1936-1991&quot;","Amaya, José Antonio","Memoria y Sociedad; 14(29); 151-155","Memoria y Sociedad","Espanhol","2010","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0122-51972010000200011&lang=pt" 
"S1414-40772010000200002-scl","La convergencia de la educación superior en América Latina y su articulación con los espacios europeo e iberoamericano: posibilidades y límites","Lamarra, Norberto Fernández","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 9-35","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200002&lang=pt" 
"S1414-40772010000200003-scl","Representações sociais dos gestores e dos técnicos das unidades acadêmicas da Universidade Federal do Ceará(UFC) acerca da autoavaliação institucional","Andriola, Wagner Bandeira, Souza, Laura Alves De","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 45-72","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200003&lang=pt" 
"S1414-40772010000200004-scl","Significados da cultura entre estudantes de direito","Rosistolato, Rodrigo","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 73-92","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200004&lang=pt" 
"S1414-40772010000200005-scl","Professoras universitárias negras: trajetórias e narrativas","Crisostomo, Maria Aparecida dos Santos, Reigota, Marcos Antonio dos Santos","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 93-106","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200005&lang=pt" 
"S1414-40772010000200006-scl","Problemas y retos de la investigacion en el siglo XXI (El caso de la RIEMS y la conformación de la antropoética)","Hernández, Víctor Manuel Alvarado, Betancourt, Martin Manjarrez","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 107-119","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Espanhol","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200006&lang=pt" 
"S1414-40772010000200008-scl","Meta-avaliação de uma extensão universitária: Estudo de caso","Arroyo, Daniela Munerato Piccolo, Rocha, Maria Silvia Pinto De Moura Librandi Da","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 131-157","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200008&lang=pt" 
"S1414-40772010000200009-scl","Aspectos interferentes na qualidade do curso de educação física na ótica do corpo discente","Antunes, Marcelo Moreira, Polito, Marcos Doederlein, Resende, Helder Guerra de","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 131-179","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200009&lang=pt" 
"S1414-40772010000200010-scl","Avaliação de cursos de licenciatura em física e matemática a distância: um modelo possível","Flores, Claudia Regina, Ern, Edel, Taneja, Inder Jeet, Silva, Tatiana da","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 181-200","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200010&lang=pt" 
"S1850-275X2010000100001-arg","Una contribución al estudio de la nueva inmigración africana subsahariana en la Argentina","Maffia, Marta M.","Cuadernos de antropología social; (31); 07-32","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100001&lang=pt" 
"S1850-275X2010000100002-arg","La parte ideal de la crisis: Los mineros cooperativistas de Bolivia frente a la recesión","Absi, Pascale","Cuadernos de antropología social; (31); 33-54","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100002&lang=pt" 
"S1850-275X2010000100003-arg","&quot;Ves otras personas en nosotros mismos&quot;: Experiencias de vinculación en organizaciones territoriales de Buenos Aires","Cross, Cecilia","Cuadernos de antropología social; (31); 55-74","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100003&lang=pt" 
"S1850-275X2010000100004-arg","De la Cultura a la Cibercultura: la mediatización tecnológica en la construcción de conocimiento y en las nuevas formas de sociabilidad","Moya, Marian, Vázquez, Jimena","Cuadernos de antropología social; (31); 75-96","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100004&lang=pt" 
"S1850-275X2010000100005-arg","A contribuição da Igreja Católica na transformação da habitação popular em problema público na França e no Brasil","Gonçalves, Rafael Soares, Simões, Soraya Silveira, Freire, Leticia de Luna","Cuadernos de antropología social; (31); 97-120","Cuadernos de antropología social","Português","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100005&lang=pt" 
"S1850-275X2010000100006-arg","Jóvenes de otros mundos: ¿Tribus urbanas? ¿Culturas juveniles? Aportaciones desde contextos no occidentales","Sánchez García, José","Cuadernos de antropología social; (31); 121-143","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100006&lang=pt" 
"S1850-275X2010000100007-arg","Os discursos acerca das drogas e os idiomas experienciais de consumidores na cidade do Rio de Janeiro: apontamentos sobre a continuidade e descontinuidade no consumo de drogas","Policarpo de Mendonça Filho, Frederico","Cuadernos de antropología social; (31); 145-168","Cuadernos de antropología social","Português","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100007&lang=pt" 
"S1850-275X2010000100008-arg","Variações sazonais e conflito no povoado pesqueiro de Ponta Grossa dos Fidalgos, Rio de Janeiro","Dias Neto, José Colaço","Cuadernos de antropología social; (31); 169-187","Cuadernos de antropología social","Português","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100008&lang=pt" 
"S1850-275X2010000100009-arg","Burocracias penales, administración institucional de conflictos y ciudadanía: Experiencia comparada entre Brasil y Argentina","Fernández Patallo, Marta","Cuadernos de antropología social; (31); 189-192","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100009&lang=pt" 
"S1850-275X2010000100010-arg","Los Archivos del Dolor: Ensayos sobre la Violencia y el Recuerdo Colectivo en la Sudáfrica Contemporánea","Guglielmucci, Ana","Cuadernos de antropología social; (31); 193-196","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100010&lang=pt" 
"S1850-275X2010000100011-arg","&quot;Ni vecinos ni compañeros: asambleistas&quot;: Trayectorias y prácticas políticas en las asambleas de la Ciudad de Buenos Aires","Triguboff, Matías","Cuadernos de antropología social; (31); 197-199","Cuadernos de antropología social","Espanhol","2010","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2010000100011&lang=pt" 
"S0210-56912010000500003-esp","Sincronía auriculo-ventricular en pacientes portadores de marcapasos con estimulación VDD: Estudio descriptivo de un periodo de 14 años","Canabal Berlanga, A., Sánchez Casado, M., Díaz Borrego, J.M., Raigal Caño, A., Sánchez Rodríguez, P.","Medicina Intensiva; 34(5); 303-309","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500003&lang=pt" 
"S0210-56912010000500001-esp","Diagnóstico precoz del fracaso renal agudo","Rodríguez López, M., Roglan Piqueras, A.","Medicina Intensiva; 34(5); 291-293","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500001&lang=pt" 
"S0210-56912010000500010-esp","Administración accidental de dosis tóxicas de adrenalina intravenosa a un lactante de 5 meses","Holanda Peña, M.S., Teja Barbero, J.L., Velasco Montes, J., López Sánchez, M.","Medicina Intensiva; 34(5); 357-357","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500010&lang=pt" 
"S0210-56912010000500011-esp","Diagnóstico tardío de un caso de porfiria aguda intermitente en una unidad de cuidados intensivos","Betbesé, A.J., Zapata, L., Martínez-Brú, C., Herrero, C.","Medicina Intensiva; 34(5); 358-358","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500011&lang=pt" 
"S0210-56912010000500002-esp","Concordancia en pacientes críticos entre las ecuaciones diseñadas para la estimación del filtrado glomerular y el aclaramiento de creatinina en orina de 24h","Seller-Pérez, G., Herrera-Gutiérrez, M.E., Banderas-Bravo, E., Olalla-Sánchez, R., Lozano-Sáez, R., Quesada-García, G.","Medicina Intensiva; 34(5); 294-302","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500002&lang=pt" 
"S0210-56912010000500009-esp","Hiperinfección por Strongyloides stercoralis","Llagunes, J., Mateo, E., Peña, J.J., Carmona, P., Andrés, J. de","Medicina Intensiva; 34(5); 353-356","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500009&lang=pt" 
"S0210-56912010000500004-esp","Síndrome de Distrés Respiratorio Agudo, durante la pandemia de Influenza A H1N1 2009 en Ecuador","Paredes, G., Cevallos, C.","Medicina Intensiva; 34(5); 310-317","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500004&lang=pt" 
"S0210-56912010000500013-esp","Embolia aérea pulmonar como complicación de punción venosa central","Bayón, J., Martín, M., Lozano, I.","Medicina Intensiva; 34(5); 360-360","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500013&lang=pt" 
"S1414-40772010000200007-scl","Avaliação das diretrizes curriculares conforme a perspectiva biopsicossocial da organização mundial de saúde","Andrade, Peterson Marco de Oliveira","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 15(2); 121-130","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2010","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772010000200007&lang=pt" 
"S0718-22012010000100001-chl","PRESENTACIÓN","","Alpha (Osorno); (30); 5-6","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100001&lang=pt" 
"S0718-22012010000100024-chl","Ramón PAJUELO TEVES. &#039;No hay ley para nosotros...&quot; Gobierno local, sociedad y conflicto en el altiplano: el caso llave","Vallejos Romero, Arturo","Alpha (Osorno); (30); 237-240","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100024&lang=pt" 
"S0718-22012010000100002-chl","LOS CONTRATOS SOCIALES: ¿UN NUEVO FORMALISMO ÉTICO?","López Astorga, Miguel","Alpha (Osorno); (30); 9-26","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100002&lang=pt" 
"S0718-22012010000100003-chl","LA ACCIÓN SOCIAL COMO PROYECTO INTERSUBJETIVO CULTURALMENTE SITUADO","Cárcamo Landero, Solange","Alpha (Osorno); (30); 27-40","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100003&lang=pt" 
"S0718-22012010000100004-chl","LOS ERRORES DE KANT: LA CRÍTICA DE ROSMINI AL IDEALISMO TRASCENDENTAL","Alfonso Vargas, Jorge","Alpha (Osorno); (30); 41-53","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100004&lang=pt" 
"S0718-22012010000100005-chl","PALABRAS NÓMADAS: LOS NUEVOS CENTROS DE LA PERIFERIA","Ainsa, Fernando","Alpha (Osorno); (30); 55-78","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100005&lang=pt" 
"S0718-22012010000100006-chl","¿PARA QUÉ POESÍA EN TIEMPOS DE DESIGUALDAD?: IMAGINACIÓN, MEMORIA Y POLÍTICA DE LA ESCRITURA EN EL CONTEXTO DE LA &quot;CULTURA DE MERCADO&quot; EN EL CHILE DEL BICENTENARIO","Mansilla Torres, Sergio","Alpha (Osorno); (30); 79-96","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100006&lang=pt" 
"S0718-22012010000100007-chl","CADÁVER TUERTO, DE EDUARDO LABARCA EN EL MARCO DE LA &quot;NOVELA HISTÓRICA CHILENA RECIENTE&quot;","Barraza J, Eduardo","Alpha (Osorno); (30); 97-110","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100007&lang=pt" 
"S0718-22012010000100008-chl","&quot;SUMAR Y NO SER SUMADOS&quot;: CULTURAS JUVENILES REVOLUCIONARIAS. MAYO DE 1968 Y DIVERSIFICACIÓNIDENTITARIA EN CHILE","González, Yanko","Alpha (Osorno); (30); 111-128","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100008&lang=pt" 
"S0718-22012010000100009-chl","SOBRE ESCRITURA FEMENINA EN REVISTA ALPHA: EL APORTE INTELECTUAL ARGENTINO","Vergara Muñoz, Nelson, Troncoso Salazar, Viviana","Alpha (Osorno); (30); 131-136","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100009&lang=pt" 
"S0718-22012010000100010-chl","LOS DISTINTOS DISCURSOS EN &quot;ELEGÍA A GABRIELA MISTRAL&quot; DE ENRIQUE LIHN","Ángel, Roberto","Alpha (Osorno); (30); 137-146","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100010&lang=pt" 
"S0718-22012010000100011-chl","NARRAR LA VIOLENCIA: ESPACIO Y ESTRATEGIAS DISCURSIVAS EN ESTRELLA DISTANTE DE BOLAÑO","Casini, Silvia","Alpha (Osorno); (30); 147-155","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100011&lang=pt" 
"S0718-22012010000100012-chl","VIOLENCIA Y LITERATURA: ACERCA DE CÓMO CONJURAR EL PASADO TRAUMÁTICO LATINAMERICANO (En torno a la narrativa de Roberto Bolaño)","Aguilar, Paula","Alpha (Osorno); (30); 157-167","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100012&lang=pt" 
"S0718-22012010000100013-chl","SUFRIMIENTO, VERDAD Y JUSTICIA","Aguirre García, Juan Carlos","Alpha (Osorno); (30); 169-180","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100013&lang=pt" 
"S0718-22012010000100014-chl","ENTRE &quot;LOS PLACERES DEL EXILIO&quot; Y LOS DESCONTENTOS DE LA MIGRACIÓN: LUCY, NOVELA DE JAMAICA KINCAID","Stecher Guzmán, Lucía","Alpha (Osorno); (30); 181-193","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100014&lang=pt" 
"S0718-22012010000100015-chl","MÚSICA Y POESÍA: EL MITO DE ORFEO EN LA POÉTICA DEL RENACIMIENTO ESPAÑOL","Valdés, Enrique","Alpha (Osorno); (30); 195-206","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100015&lang=pt" 
"S0718-22012010000100016-chl","ENRIQUE RODRIGUES-MOURA DESCUBRE EN AUSTRIA UN EJEMPLAR DE LA PRIMERA EDICIÓN DEL QUIJOTE (ENTREVISTA)","Labarca, Eduardo","Alpha (Osorno); (30); 207-214","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100016&lang=pt" 
"S0718-22012010000100017-chl","Osvaldo PICARDO. Pasiones de la línea (Poemas de Nicolás de Cusa)","Romano, Marcela","Alpha (Osorno); (30); 217-219","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100017&lang=pt" 
"S0718-22012010000100018-chl","Amelia, ROYO. Imposturas del ensayo","Campos, Elda Mariana","Alpha (Osorno); (30); 219-221","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100018&lang=pt" 
"S0718-22012010000100019-chl","Vicente MOLINA FOIX. El abrecartas","Weitzdörfer, Ewald","Alpha (Osorno); (30); 222-223","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100019&lang=pt" 
"S0718-22012010000100020-chl","Krzysztof KULAWIK. Travestismo lingüístico. El enmascaramiento de la identidad sexual en la narrativa latinoamericana neobarroca","Muñoz Ferreira, Paola","Alpha (Osorno); (30); 223-228","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100020&lang=pt" 
"S0718-22012010000100021-chl","Lorena AMARO (Editora). Estéticas de la intimidad","Guerra, Lucía","Alpha (Osorno); (30); 229-232","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100021&lang=pt" 
"S0718-22012010000100022-chl","Elvira SÁNCHEZ-BLAKE. Espiral de silencios","Barraza T, Vania","Alpha (Osorno); (30); 232-233","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100022&lang=pt" 
"S0718-22012010000100023-chl","Clemens FRANKEN y Magda SEPÚLVEDA. Tinta de Sangre. Narrativa policial chilena del siglo XX","Simón S, Francisco","Alpha (Osorno); (30); 233-236","Alpha (Osorno)","Espanhol","2010","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22012010000100023&lang=pt" 
"S0210-56912010000500012-esp","Muerte encefálica aparente tras sobredosis de baclofén","Salas De Zayas, R., San José Pacheco, F., Dolera Moreno, C., Zoila Peiró, L.","Medicina Intensiva; 34(5); 359-359","Medicina Intensiva","Espanhol","2010","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912010000500012&lang=pt" 
