"S0021-75572011000500016-scl","Gravidade das coinfecções virais em lactentes hospitalizados com infecção por vírus sincicial respiratório","Bezerra, Patrícia G. M., Duarte, Maria do Carmo M. B., Britto, Murilo C. A., Correia, Jailson B.","Jornal de Pediatria; 87(5); 461-462","Jornal de Pediatria","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572011000500016&lang=pt" 
"S0034-89102011000500025-spa","Desafios da tuberculose diante da resistência microbiana","","Revista de Saúde Pública; 45(5); 997-1000","Revista de Saúde Pública","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500025&lang=pt" 
"S0034-89102011000500024-spa","Nova Comissão Nacional de Incorporação de Tecnologias de Saúde e impacto ao Sistema Único de Saúde","","Revista de Saúde Pública; 45(5); 993-996","Revista de Saúde Pública","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500024&lang=pt" 
"S0034-89102011000500023-spa","Validação de questionários de atividade física: papel do teste cardiopulmonar de exercício","","Revista de Saúde Pública; 45(5); 991-992","Revista de Saúde Pública","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500023&lang=pt" 
"S0034-89102011000500022-spa","Understanding the health effects of soyfoods and unfair characterization of promotional efforts by the soyfood industry","","Revista de Saúde Pública; 45(5); 986-990","Revista de Saúde Pública","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500022&lang=pt" 
"S0034-89102011000500020-spa","Oviposición diaria de Aedes aegypti en Orán, Salta, Argentina","Estallo, Elizabet Lilia, Ludueña-Almeida, Francisco, Scavuzzo, Carlos Marcelo, Zaidenberg, Mario, Introini, María Virginia, Almirón, Walter Ricardo","Revista de Saúde Pública; 45(5); 977-980","Revista de Saúde Pública","Inglês, Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500020&lang=pt" 
"S0034-89102011000500019-spa","Infecção pelo vírus da hepatite C em gestantes em Mato Grosso do Sul, 2005-2007","Pinto, Clarice Souza, Martins, Regina Maria Bringel, Andrade, Sonia Maria Oliveira de, Stief, Alcione Cavalheiro Faro, Oliveira, Roberto Dias de, Castro, Ana Rita Coimbra Motta de","Revista de Saúde Pública; 45(5); 974-976","Revista de Saúde Pública","Inglês, Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500019&lang=pt" 
"S0034-89102011000500014-spa","Sleep, stress and compensatory behaviors in Australian nurses and midwives","Dorrian, Jillian, Paterson, Jessica, Dawson, Drew, Pincombe, Jan, Grech, Carol, Rogers, Ann E","Revista de Saúde Pública; 45(5); 922-930","Revista de Saúde Pública","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500014&lang=pt" 
"S0034-89102011000500002-spa","Validity of self-reported hearing loss in adults: performance of three single questions","Ferrite, Silvia, Santana, Vilma Sousa, Marshall, Stephen William","Revista de Saúde Pública; 45(5); 824-830","Revista de Saúde Pública","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500002&lang=pt" 
"S0034-89102011000500001-spa","Edentulism and shortened dental arch in Brazilian elderly from the National Survey of Oral Health 2003","Ribeiro, Marco Túlio Freitas, Rosa, Marco Aurélio Camargo da, Lima, Rosa Maria Natal de, Vargas, Andréa Maria Duarte, Haddad, João Paulo Amaral, Ferreira e Ferreira, Efigênia","Revista de Saúde Pública; 45(5); 817-823","Revista de Saúde Pública","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89102011000500001&lang=pt" 
"S0104-42302011000500001-scl","&quot;Primum non nocere&quot;: autores ou revisores?","Marotti, Marcelo","Revista da Associação Médica Brasileira; 57(5); 487-487","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500001&lang=pt" 
"S0104-42302011000500008-scl","Análise comparativa da acurácia in vitro de testes de detecção de hCG urinário","Moraes, Gisele Silva de, Cristovam, Rafael do Amaral, Savaris, Ricardo Francalacci","Revista da Associação Médica Brasileira; 57(5); 516-522","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500008&lang=pt" 
"S0104-42302011000500002-scl","Ethical issues on experiments in anima nobile on hepatitis","Gaze, Rosangela, Carvalho, Diana Maul de, Tura, Luiz Fernando Rangel, Silva, Carolina Carvalho Serres da","Revista da Associação Médica Brasileira; 57(5); 488-494","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500002&lang=pt" 
"S0104-42302011000500003-scl","Malignant phyllodes tumor of the breast: case report","Souza, Juliana Alves de, Marques, Elvira Ferreira, Guatelli, Camila, Girão, Deíse Santiago, Queroz, Thiago, Graziano, Luciana, Macedo, Mariana, Iyeyasu, Hirofumi, Chojniak, Rubens","Revista da Associação Médica Brasileira; 57(5); 495-497","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500003&lang=pt" 
"S0104-42302011000500006-scl","Atualização em asma na infância: tratamento medicamentoso","Borges, Wellington, Burns, Dennis, Sarinho, Emanuel, Guedes, Hermila, Pitchon, Raquel, Anderson, M.I.P, Vieira, Sandra E, Bernardo, Wanderley Marques","Revista da Associação Médica Brasileira; 57(5); 508-508","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500006&lang=pt" 
"S0104-42302011000500004-scl","Syphilitic meningoencephalitis associated with vasculitis","Albuquerque, Lucas Alverne Freitas de, Souza, Renata Brant de, Christo, Paulo Pereira","Revista da Associação Médica Brasileira; 57(5); 498-498","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500004&lang=pt" 
"S0104-42302011000500007-scl","Efeitos do aumento progressivo do peso corporal na função pulmonar em seis grupos de índice de massa corpórea","Melo, Saulo Maia D&#039;Ávila, Melo, Valdinaldo Aragão de, Menezes Filho, Raimundo Sotero de, Santos, Fábio Almeida","Revista da Associação Médica Brasileira; 57(5); 509-515","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500007&lang=pt" 
"S0104-42302011000500012-scl","Função linfática do membro superior no pré-operatório de câncer de mama","Rezende, Laura Ferreira de, Pedras, Felipe Vilela, Ramos, Celso Dario, Gurgel, Maria Salete Costa","Revista da Associação Médica Brasileira; 57(5); 540-544","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500012&lang=pt" 
"S0104-42302011000500015-scl","Neck circumference, a bedside clinical feature related to mortality of acute ischemic stroke","Medeiros, Camila Andrade Mendes, Bruin, Veralice Meireles Sales de, Castro-Silva, Claudia de, Araújo, Sonia Maria Holanda Almeida, Chaves Junior, Cauby Maia, Bruin, Pedro Felipe Carvalhedo de","Revista da Associação Médica Brasileira; 57(5); 559-564","Revista da Associação Médica Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500015&lang=pt" 
"S0104-42302011000500018-scl","Qualidade de vida em urticária crônica: inquérito em ambulatório público universitário, Botucatu (Brasil)","Silvares, Maria Regina Cavariani, Fortes, Maria Rita Parise, Miot, Hélio Amante","Revista da Associação Médica Brasileira; 57(5); 577-582","Revista da Associação Médica Brasileira","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302011000500018&lang=pt" 
"S1851-82652011000300006-arg","La divulgación radiofónica de la alimentación y la higiene infantil en la España de la Segunda República (1933-1935)","Bernabeu Mestre, Josep, Trescastro López, Eva, Galiana Sánchez, María Eugenia","Salud colectiva; 7(); S49-S60","Salud colectiva","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652011000300006&lang=pt" 
"S1851-82652011000300002-arg","El acceso a la información como determinante social de la salud","Guimarães, Maria Cristina Soares, Silva, Cícera Henrique, Noronha, Ilma Horsth","Salud colectiva; 7(); S9-S18","Salud colectiva","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652011000300002&lang=pt" 
"S1851-82652011000300005-arg","Información, autoayuda y creación de identidades: las tecnologías de la información y la comunicación (TIC) y las asociaciones de discapacitados físicos. El ejemplo de la poliomielitis","Ballester, Rosa, Bueno, Eduardo, Sanz-Valero, Javier","Salud colectiva; 7(); S39-S47","Salud colectiva","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652011000300005&lang=pt" 
"S1851-82652011000300007-arg","Los lenguajes de indización en e-Salud: su aplicación a los documentos sobre trastornos de la conducta alimentaria","Sanz-Valero, Javier, Guardiola-Wanden-Berghe, Rocío, Castiel, Luis David","Salud colectiva; 7(); S61-S67","Salud colectiva","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-82652011000300007&lang=pt" 
"S0102-311X2011001000024-spa","Cuidado: trabalho e interação nas práticas de saúde","Bellato, Roseney, Araújo, Laura Filomena Santos de","Cadernos de Saúde Pública; 27(10); 2074-2075","Cadernos de Saúde Pública","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2011001000024&lang=pt" 
"S0102-311X2011001000022-spa","Saúde do trabalhador na sociedade brasileira contemporânea","Augusto, Lia Giraldo da Silva","Cadernos de Saúde Pública; 27(10); 2071-2072","Cadernos de Saúde Pública","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2011001000022&lang=pt" 
"S0102-311X2011001000019-spa","Reproducibility of the Portuguese version of the PEDro Scale","Shiwa, Silvia Regina, Costa, Leonardo Oliveira Pena, Costa, Luciola da Cunha Menezes, Moseley, Anne, Hespanhol Junior, Luiz Carlos, Venâncio, Roberta, Ruggero, Cintia, Sato, Tatiana de Oliveira, Lopes, Alexandre Dias","Cadernos de Saúde Pública; 27(10); 2063-2068","Cadernos de Saúde Pública","Inglês","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2011001000019&lang=pt" 
"S0102-311X2011001000001-spa","Enhanced quality and transparency of health research reporting can lead to improvements in public health policy decision-making: help from the EQUATOR Network","Kac, Gilberto, Hirst, Allison","Cadernos de Saúde Pública; 27(10); 1872-1872","Cadernos de Saúde Pública","Inglês, Espanhol","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2011001000001&lang=pt" 
"S0102-311X2011001000023-spa","O veludo, o vidro e o plástico: desigualdade e diversidade na metrópole","Silva, Martinho Braga Batista e","Cadernos de Saúde Pública; 27(10); 2072-2073","Cadernos de Saúde Pública","Português","2011","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2011001000023&lang=pt" 
"S1808-86942011000500023-scl","Iatrogenic infection in dermoid cysts of the floor of the mouth","Santos, Thiago de Santana, Gomes, Ana Cláudia Amorim, Frota, Riedel, Silva, Emanuel Dias de Oliveira e, Martins Filho, Paulo Ricardo Saquete, Andrade, Emanuel Sávio de Souza","Brazilian Journal of Otorhinolaryngology; 77(5); 675-675","Brazilian Journal of Otorhinolaryngology","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1808-86942011000500023&lang=pt" 
"S0103-50532011001000001-scl","Chemistry and Healthcare Innovation in Brazil","Campbell, Simon F.","Journal of the Brazilian Chemical Society; 22(10); 1825-1826","Journal of the Brazilian Chemical Society","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011001000001&lang=pt" 
"S0103-50532011001000002-scl","What do we know about reaction mechanism? the electrospray ionization mass spectrometry approach","Santos, Leonardo S.","Journal of the Brazilian Chemical Society; 22(10); 1827-1840","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011001000002&lang=pt" 
"S0103-50532011001000009-scl","Development of a fluorimetric sequential injection analysis (SIA) methodology for determination of quinine","Infante, Carlos M. C., Masini, Jorge C.","Journal of the Brazilian Chemical Society; 22(10); 1888-1893","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011001000009&lang=pt" 
"S0103-50532011001000010-scl","Effect of cerium loading on structure and morphology of modified Ce-USY zeolites","Fillipe A. C, Garcia, Araújo, Daniel R., Silva, Júnia C. M., Macedo, Julio L. de, Ghesti, Grace F., Dias, Sílvia C. L., Dias, José A., R.Filho, Geraldo N.","Journal of the Brazilian Chemical Society; 22(10); 1894-1902","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011001000010&lang=pt" 
"S0103-50532011001000025-scl","Low temperature synthesis of CdSiO3 nanostructures","Santana, Leonardo P., Almeida, Erick S. de, Soares, Jones L., Vichi, Flavio M.","Journal of the Brazilian Chemical Society; 22(10); 2013-2017","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011001000025&lang=pt" 
"S0103-50532011001000026-scl","A novel method for extraction of oils from oleaginous seeds","Djilani, Abdelouaheb, Dicko, Amadou","Journal of the Brazilian Chemical Society; 22(10); 2018-2021","Journal of the Brazilian Chemical Society","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532011001000026&lang=pt" 
"S0103-90162011000500004-scl","Changes in seed quality during fruit maturation of sweet pepper","Vidigal, Deborah de Souza, Dias, Denise Cunha Fernandes dos Santos, Dias, Luiz Antônio dos Santos, Finger, Fernando Luiz","Scientia Agricola; 68(5); 535-539","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000500004&lang=pt" 
"S0103-90162011000500007-scl","Water use and grain yield response of rainfed soybean to tillage-mulch practices in southeastern Nigeria","Obalum, Sunday Ewele, Igwe, Charles Arizechukwu, Obi, Martin Eze, Wakatsuki, Toshiyuki","Scientia Agricola; 68(5); 554-561","Scientia Agricola","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-90162011000500007&lang=pt" 
"S0100-67622011000600013-scl","Modelos de distribuição diamétrica para povoamentos desbastados de eucalipto utilizando a função hiperbólica","Binoti, Daniel Henrique Breda, Binoti, Mayra Luiza Marques da Silva, Leite, Helio Garcia, Garcia, Silvana Lages Ribeiro, Cruz, Jovane Pereira da","Revista Árvore; 35(5); 1069-1076","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600013&lang=pt" 
"S0100-67622011000600008-scl","Projeção da distribuição diamétrica e produção de povoamentos de eucalipto empregando diferentes formas da função weibull","Soares, Thelma Shirlen, Leite, Helio Garcia, Soares, Carlos Pedro Boechat, Vale, Antonio Bartolomeu do","Revista Árvore; 35(5); 1027-1032","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600008&lang=pt" 
"S0100-67622011000600007-scl","Efeito dos cofatores hidroquinona, prolina e triptofano no enraizamento de miniestacas de clones de Eucalyptus grandis x E. urophylla","Goulart, Patrícia Bueno, Xavier, Aloísio, Dias, José Maria Moreira","Revista Árvore; 35(5); 1017-1026","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600007&lang=pt" 
"S0100-67622011000600009-scl","Amostragem para inventário florestal em sistemas silvipastoris","Fick, Tiago Antonio","Revista Árvore; 35(5); 1033-1038","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600009&lang=pt" 
"S0100-67622011000600011-scl","Potencialidades das regiões brasileiras para instalação de uma fábrica de celulose","Orlandini, Dario, Silva, Elizabeth Neire da, Valverde, Sebastião Renato, Gomes, José Mauro","Revista Árvore; 35(5); 1053-1060","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600011&lang=pt" 
"S0100-67622011000600014-scl","Efeito da inundação lateral sobre a distribuição da vegetação ripária em um trecho do rio Cuiabá, MT","Umetsu, Ricardo Keichi, Girard, Pierre, Matos, Dalva Maria da Silva, Silva, Carolina Joana da","Revista Árvore; 35(5); 1077-1087","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600014&lang=pt" 
"S0100-67622011000600015-scl","Morfologia de frutos, sementes, plântulas e plantas jovens de Guibourtia hymenifolia (Moric.) J. Leonard (Fabaceae)","Battilani, Joanice Lube, Santiago, Etenaldo Felipe, Dias, Edna Scremin","Revista Árvore; 35(5); 1089-1098","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600015&lang=pt" 
"S0100-67622011000600020-scl","Flora de importância polinífera para Apis mellifera (L.) na região de Viçosa, MG","Modro, Anna Frida Hatsue, Message, Dejair, Luz, Cynthia Fernandes Pinto da, Meira Neto, João Augusto Alves","Revista Árvore; 35(5); 1145-1153","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600020&lang=pt" 
"S0100-67622011000600019-scl","Avaliação das preferências ecológicas de Clidemia urceolata DC. em ecossistemas perturbado","Miranda, Cristiana do Couto, Couto, Wanderson Henrique do, Valcarcel, Ricardo, Freitas, André Fellipe Nunes de, Francelino, Márcio Rocha","Revista Árvore; 35(5); 1135-1144","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600019&lang=pt" 
"S0482-50042011000500008-scl","Efeitos terapêuticos do treinamento físico em pacientes com doenças reumatológicas pediátricas","Gualano, Bruno, Pinto, Ana Lúcia de Sá, Perondi, Maria Beatriz, Roschel, Hamilton, Sallum, Adriana Maluf Elias, Hayashi, Ana Paula Tanaka, Solis, Marina Yazigi, Silva, Clóvis Artur","Revista Brasileira de Reumatologia; 51(5); 490-496","Revista Brasileira de Reumatologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0482-50042011000500008&lang=pt" 
"S0100-67622011000600016-scl","Cinética de evolução de dióxido de carbono em área de caatinga em São João do Cariri-PB","Araujo, Kallianna Dantas, Dantas, Renilson Targino, Andrade, Albericio Pereira de, Parente, Henrique Nunes","Revista Árvore; 35(5); 1099-1106","Revista Árvore","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622011000600016&lang=pt" 
"S0034-75902011000500002-scl","Burocracia como organização, poder e controle","Faria, José Henrique de, Meneghetti, Francis Kanashiro","Revista de Administração de Empresas; 51(5); 424-439","Revista de Administração de Empresas","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902011000500002&lang=pt" 
"S0034-75902011000500003-scl","Impacto dos investimentos em TI no resultado operacional dos bancos brasileiros","Faria, Fernando de Abreu, Maçada, Antonio Carlos Gastaud","Revista de Administração de Empresas; 51(5); 440-457","Revista de Administração de Empresas","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902011000500003&lang=pt" 
"S0034-75902011000500005-scl","Análise do retorno dos investimentos socioambientais das empresas brasileiras","Orellano, Verônica Ines Fernandez, Quiota, Silvia","Revista de Administração de Empresas; 51(5); 471-484","Revista de Administração de Empresas","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902011000500005&lang=pt" 
"S0034-75902011000500006-scl","El rol de la usabilidad percibida sobre la confianza en las subastas online","Torres-Moraga, Eduardo, Barra, Cristobal","Revista de Administração de Empresas; 51(5); 485-497","Revista de Administração de Empresas","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902011000500006&lang=pt" 
"S0034-75902011000500007-scl","Cor ou escolaridade de personagens de propaganda? Preferências entre universitários","Moretti, Sérgio Luiz do Amaral, Hernandez, José Mauro da Costa, Muritiba, Patricia Morilha, Muritiba, Sérgio","Revista de Administração de Empresas; 51(5); 498-510","Revista de Administração de Empresas","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-75902011000500007&lang=pt" 
"S1981-77462011000200002-scl","Por uma epistemologia emancipatória da promoção da saúde","Freitas, Jairo Dias de, Porto, Marcelo Firpo","Trabalho, Educação e Saúde; 9(2); 179-200","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000200002&lang=pt" 
"S1981-77462011000200003-scl","Relações entre concepções e práticas de educação em saúde na visão de uma equipe de saúde da família","Pinafo, Elisangela, Nunes, Elisabete de Fátima Polo de Almeida, González, Alberto Durán, Garanhani, Mara Lúcia","Trabalho, Educação e Saúde; 9(2); 201-221","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000200003&lang=pt" 
"S1981-77462011000200004-scl","A educação popular na práxis da formação para o SUS","Santorum, Juliana Acosta, Cestari, Maria Elisabeth","Trabalho, Educação e Saúde; 9(2); 223-240","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000200004&lang=pt" 
"S1981-77462011000200005-scl","Formação em psicologia e a apropriação do enfoque da atenção primária à saúde em Fortaleza, Ceará","Azevedo, Lidiany Alexandre, Tatmatsu, Daniely Ildegardes Brito, Ribeiro, Pedro Henrique Rocha","Trabalho, Educação e Saúde; 9(2); 241-264","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000200005&lang=pt" 
"S1981-77462011000200006-scl","Características do cuidado em saúde mental em um CAPS na perspectiva dos profissionais","Mielke, Fernanda Barreto, Kantorski, Luciane Prado, Olschowsky, Agnes, Jardim, Vanda Maria da Rosa","Trabalho, Educação e Saúde; 9(2); 265-276","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000200006&lang=pt" 
"S1981-77462011000200008-scl","Violência no trabalho em saúde: análise em unidades básicas de saúde de Belo Horizonte, Minas Gerais","Batista, Cássia Beatriz, Campos, Augusto de Souza, Reis, Juliana do Carmo, Schall, Virgínia Torres","Trabalho, Educação e Saúde; 9(2); 295-317","Trabalho, Educação e Saúde","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1981-77462011000200008&lang=pt" 
