"S0120-35842014000200005-col","¿Edificar o educar?: Impacto de los megacolegios en pruebas estandarizadas Saber 11°","Velasco Rodríguez, Tatiana","Desarrollo y Sociedad; (74); 181-223","Desarrollo y Sociedad","Espanhol","2014","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-35842014000200005&lang=pt" 
"S1984-82502014000400911-scl","Identification of inappropriate prescribing in a Brazilian nursing home using STOPP/START screening tools and the Beers&#039; Criteria","Nascimento, Mariana Martins Gonzaga, Ribeiro, Andréia Queiroz, Pereira, Mariana Linhares, Soares, Adriana Cristina, Loyola Filho, Antônio Ignácio de, Dias-Junior, Carlos Alan Candido","Brazilian Journal of Pharmaceutical Sciences; 50(4); 911-918","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400911&lang=pt" 
"S1984-82502014000400919-scl","Preparation and characterization of microcapsules of Pterodon pubescens Benth. by using natural polymers","Reinas, Alexandre Espada, Hoscheid, Jaqueline, Outuki, Priscila Miyuki, Cardoso, Mara Lane Carvalho","Brazilian Journal of Pharmaceutical Sciences; 50(4); 919-930","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400919&lang=pt" 
"S1984-82502014000400737-scl","Cross-sectional study of the dispensation of synthetic anorectic drugs in community pharmacies in the city of Cruz Alta - State of Rio Grande do Sul","Navarini, Marcieli Maria, Deuschle, Viviane Cecilia Kessler Nunes, Deuschle, Regis Augusto Norbert","Brazilian Journal of Pharmaceutical Sciences; 50(4); 737-740","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400737&lang=pt" 
"S1984-82502014000400727-scl","Pharmacological activity of the hydroalcoholic extract from Hovenia dulcis thunberg fruit and the flavonoid dihydromyricetin during hypercholesterolemia induced in rats","Pinto, Juliana Tensol, Oliveira, Tânia Toledo de, Alvarenga, Luana Farah, Barbosa, Adriano Simões, Pizziolo, Virgínia Ramos, Costa, Marcelo Rocha da","Brazilian Journal of Pharmaceutical Sciences; 50(4); 727-735","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400727&lang=pt" 
"S1984-82502014000400793-scl","Optimization and validation of an RP-HPLC method for the estimation of 6-mercaptopurine in bulk and pharmaceutical formulations","Somasekhar, Vanita","Brazilian Journal of Pharmaceutical Sciences; 50(4); 793-797","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400793&lang=pt" 
"S1984-82502014000400859-scl","Determination of amphotericin B in PLA-PEG blend nanoparticles by HPLC-PDA","Rodrigues, Caroline Danziato, Khalil, Najeh Maissar, Mainardes, Rubiana Mara","Brazilian Journal of Pharmaceutical Sciences; 50(4); 859-868","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400859&lang=pt" 
"S1984-82502014000400851-scl","Development of mouthwash with Rosmarinus officinalis extract","Paula, Isabela Moreira Baumgratz de, Moraes, Flávia Costa, Souza, Orlando Vieira de, Yamamoto, Célia Hitomi","Brazilian Journal of Pharmaceutical Sciences; 50(4); 851-858","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400851&lang=pt" 
"S1984-82502014000400741-scl","Alginate-pomegranate peels&#039; polyphenols beads: effects of formulation parameters on loading efficiency","Zam, Wissam, Bashour, Ghada, Abdelwahed, Wassim, Khayata, Warid","Brazilian Journal of Pharmaceutical Sciences; 50(4); 741-748","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400741&lang=pt" 
"S1984-82502014000400956-scl","Development of fast dispersing tablets of nebivolol: experimental and computational approaches to study formulation characteristics","Jayaramu, Rajamma Abburu, Boregowda, Sateesha Shivally, Varma, Addanki Rahul Deva, Kalegowda, Chandan","Brazilian Journal of Pharmaceutical Sciences; 50(4); 956-963","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400956&lang=pt" 
"S1984-82502014000400827-scl","Potentially inappropriate medication use in institutionalized older adults according to the Beers Criteria","Ganassin, Amanda Rodrigues, Matos, Vanessa Terezinha Gubert de, Toffoli-Kadri, Mônica Cristina","Brazilian Journal of Pharmaceutical Sciences; 50(4); 827-837","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400827&lang=pt" 
"S1984-82502014000400001-scl","Pharmacists and their new and important conquest!","Ferreira, Elizabeth Igne, Storpirtis, Silvia","Brazilian Journal of Pharmaceutical Sciences; 50(4); vii-viii","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400001&lang=pt" 
"S0100-879X2014001201102-scl","Psoriasis severity and hypothalamic-pituitary-adrenal axis function: results from the CALIPSO study","Brunoni, A.R., Santos, I.S., Sabbag, C., Lotufo, P.A., Benseñor, I.M.","Brazilian Journal of Medical and Biological Research; 47(12); 1102-1106","Brazilian Journal of Medical and Biological Research","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-879X2014001201102&lang=pt" 
"S2237-93632014000400202-scl","Buschke-Loewenstein Tumor: a case series from Brazil","Lucena, Maurilio Toscano de, Góis, Luciana Hora, Apel, Aline, Filho, José Figueiroa, Silva, Maurício José de Matos e, Justo, Cláudia Rosali Esmeraldo, Carvalho, Joaquim Herbênio Costa, Monteiro, Fernando","Journal of Coloproctology (Rio de Janeiro); 34(4); 202-209","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000400202&lang=pt" 
"S2237-93632014000400245-scl","Carcinoid tumor of cecal appendix: one-year incidence at the Santa Marcelina Hospital","Corrêa Neto, Isaac José Felippe, Lopes, Eduardo Augusto, Marques, Rafael Domingues, Souza, Rogério Freitas Lino, Rolim, Alexander Sá, Watté, Hugo Henriques, Robles, Laércio","Journal of Coloproctology (Rio de Janeiro); 34(4); 245-249","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000400245&lang=pt" 
"S2237-93632014000400231-scl","Quality of life and self-esteem of patients with intestinal stoma","Salomé, Geraldo Magela, Almeida, Sergio Aguinaldo de, Silveira, Maiko Moura","Journal of Coloproctology (Rio de Janeiro); 34(4); 231-239","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000400231&lang=pt" 
"S2237-93632014000400216-scl","Clinical and epidemiological evaluation of patients with sporadic colorectal cancer","Fernandes, Glaucia Maria de Mendonça, Leme, Cássia Veridiana Dourado, Ruiz-Cintra, Mariângela Torreglosa, Pavarino, Érika Cristina, Netinho, João Gomes, Goloni-Bertollo, Eny Maria","Journal of Coloproctology (Rio de Janeiro); 34(4); 216-223","Journal of Coloproctology (Rio de Janeiro)","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2237-93632014000400216&lang=pt" 
"S1984-82502014000400903-scl","Microbial biotransformation of beclomethasone dipropionate by Aspergillus niger","Ahmad, Saeed, Khaliq, Farhan Hameed, Madni, Asadullah, Shahid, Muhammad Nabeel, Pervaiz, Irfan","Brazilian Journal of Pharmaceutical Sciences; 50(4); 903-909","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400903&lang=pt" 
"S1984-82502014000400931-scl","Screening of mucoadhesive vaginal gel formulations","Andrade, Ana Ochoa, Parente, María Emma, Ares, Gastón","Brazilian Journal of Pharmaceutical Sciences; 50(4); 931-941","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400931&lang=pt" 
"S1984-82502014000400765-scl","Protective effect of mulberry flavonoids on sciatic nerve in alloxan-induced diabetic rats","Song-Tao, Ma, Dong-lian, Liu, Jing-jing, Deng, Yan-juan, Peng","Brazilian Journal of Pharmaceutical Sciences; 50(4); 765-771","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400765&lang=pt" 
"S1984-82502014000400757-scl","Effects of long-term fluoxetine treatment on adrenergic plasticity in rat vas deferens","Souza, Cláudio Fontes, Garcez-do-Carmo, Lúcia, Conceição, Isaltino Marcelo, Freitas, Thalma Ariani, Frussa-Filho, Roberto","Brazilian Journal of Pharmaceutical Sciences; 50(4); 757-764","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400757&lang=pt" 
"S1984-82502014000400819-scl","Comparison of the antioxidant potential of antiparkinsonian drugs in different in vitro models","Farias, Carine Coneglian de, Bonifácio, Kamila Landucci, Matsumoto, Andressa Keiko, Higachi, Luciana, Casagrande, Rúbia, Moreira, Estefânia Gastaldello, Barbosa, Décio Sabbatini","Brazilian Journal of Pharmaceutical Sciences; 50(4); 819-826","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400819&lang=pt" 
"S1984-82502014000400703-scl","Effects of fat replacement on properties of whole wheat bread","Scheuer, Patrícia Matos, Mattioni, Bruna, Barreto, Pedro Luiz Manique, Montenegro, Flávio Martins, Gomes-Ruffi, Cristiane Rodrigues, Biondi, Sílvia, Kilpp, Mariana, Francisco, Alicia de","Brazilian Journal of Pharmaceutical Sciences; 50(4); 703-712","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400703&lang=pt" 
"S1984-82502014000400869-scl","Fabrication and in vitro characterization of polymeric nanoparticles for Parkinson&#039;s therapy: a novel approach","Gulati, Neha, Nagaich, Upendra, Saraf, Shubhini","Brazilian Journal of Pharmaceutical Sciences; 50(4); 869-876","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400869&lang=pt" 
"S1984-82502014000400773-scl","Pharmaceutical services and health promotion: how far have we gone and how are we faring? Scientific output in pharmaceutical studies","Nakamura, Carina Akemi, Soares, Luciano, Farias, Mareni Rocha, Leite, Silvana Nair","Brazilian Journal of Pharmaceutical Sciences; 50(4); 773-782","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400773&lang=pt" 
"S1984-82502014000400943-scl","Formulation design and evaluation of Cefuroxime axetil 125 mg immediate release tablets using different concentration of sodium lauryl sulphate as solubility enhancer","Israr, Fozia, Mahmood, Zafar Alam, Hassan, Fouzia, Hasan, Syed Muhammad Farid, Jabeen, Sabahat, Naz, Shazia, Bashir, Lubna","Brazilian Journal of Pharmaceutical Sciences; 50(4); 943-953","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400943&lang=pt" 
"S1984-82502014000400839-scl","Simple and rapid spectrophotometric assay of albendazole in pharmaceuticals using iodine and picric acid as CT complexing agents","Swamy, Nagaraju, Basavaiah, Kanakapura","Brazilian Journal of Pharmaceutical Sciences; 50(4); 839-850","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400839&lang=pt" 
"S1984-82502014000400783-scl","Pesticide use and cholinesterase inhibition in small-scale agricultural workers in southern Brazil","Nerilo, Samuel Botião, Martins, Fernanda Andrade, Nerilo, Luciana Botião, Salvadego, Valter Eduardo Cocco, Endo, Renan Yoshio, Rocha, Gustavo Henrique Oliveira, Mossini, Simone Aparecida Galerani, Janeiro, Vanderly, Nishiyama, Paula, Machinski Junior, Miguel","Brazilian Journal of Pharmaceutical Sciences; 50(4); 783-791","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400783&lang=pt" 
"S1984-82502014000400885-scl","Use of Curcuma longa in cosmetics: extraction of curcuminoid pigments, development of formulations, and in vitro skin permeation studies","Gonçalves, Gisele Mara Silva, Silva, Gustavo Henrique da, Barros, Pedro Paulo, Srebernich, Silvana Mariana, Shiraishi, Cecilia Toyoko Cavalcanti, Camargos, Victória Rodrigues de, Lasca, Thais Barbiero","Brazilian Journal of Pharmaceutical Sciences; 50(4); 885-893","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400885&lang=pt" 
"S1984-82502014000400693-scl","Carboplatin: molecular mechanisms of action associated with chemoresistance","Sousa, Graziele Fonseca de, Wlodarczyk, Samarina Rodrigues, Monteiro, Gisele","Brazilian Journal of Pharmaceutical Sciences; 50(4); 693-701","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400693&lang=pt" 
"S1984-82502014000400713-scl","Physico-chemical and structural characterization of mucilage isolated from seeds of Diospyros melonoxylon Roxb.","Singh, Sudarshan, Bothara, Sunil B.","Brazilian Journal of Pharmaceutical Sciences; 50(4); 713-725","Brazilian Journal of Pharmaceutical Sciences","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502014000400713&lang=pt" 
