"S0102-64451993000200006-scl","O direito à  vida e a ética da saúde","Berlinguer, Giovanni","Lua Nova: Revista de Cultura e Política; (30); 122-143","Lua Nova: Revista de Cultura e Política","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-64451993000200006&lang=pt" 
"S0103-84781993000200001-scl","CONTROLE DA LAGARTA DA SOJA (Anticarsia gemmatalis Hübner, 1818 - LEPIDOPTERA: NOCTUIDAE). IV. CONTROLE BIOLÓGICO NATURAL","Silva, Mauro Tadeu Braga da","Ciência Rural; 23(2); 127-132","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200001&lang=pt" 
"S0103-84781993000200020-scl","EVOLUÇÃO DA COR DURANTE A MATURAÇÃO DAS UVAS TINTAS","Ide, Gilberto Massashi, Daudt, Carlos Eugênio","Ciência Rural; 23(2); 227-231","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200020&lang=pt" 
"S0103-84781993000200011-scl","AVALIAÇÃO DO VOLUME CORRENTE DE AR EM CÃES SUBMETIDOS A TORACOTOMIA EM BLOCO","Moura, Amaury Regis de, Fialho, Sérgio Amaro Guimarães, Natalini, Corrêa, Wheeler, Juan Thomás, Stainki, Daniel Roulin, Lopes, Sônia Terezinha dos Anjos","Ciência Rural; 23(2); 179-183","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200011&lang=pt" 
"S0103-84781993000200023-scl","PATOLOGIA CIRÚRGICA DO ESÔFAGO EM PEQUENOS ANIMAIS. UMA REVISÃO","Quessada, Ana Maria","Ciência Rural; 23(2); 249-255","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200023&lang=pt" 
"S0103-84781993000200022-scl","ESTÁDIOS DE DESENVOLVIMENTO DA CANA-DE-AÇÚCAR E SUAS RELAÇÕES COM A PRODUTIVIDADE","Aude, Maria Isabel da Silva","Ciência Rural; 23(2); 241-248","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200022&lang=pt" 
"S0103-84781993000200021-scl","TRIGO - Aspectos agrometeorológicos","Manfron, Paulo Augusto, Lazzarotto, Cláudio, Medeiros, Sandro Luis Petter","Ciência Rural; 23(2); 233-239","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200021&lang=pt" 
"S0103-84781993000200017-scl","EFEITO DA METODOLOGIA DE ANÁLISE DA SUARDA NAS CARACTERÍSTICAS DO SUOR, PORCENTAGEM DE CERA E COR DA LÃ LAVADA (Y-Z)","Benavides, Magda Vieira, Klein, Wanderney, Figueiró, Paulo Roberto Pires","Ciência Rural; 23(2); 209-214","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200017&lang=pt" 
"S0103-84781993000200016-scl","INTOXICAÇÃO CRÔNICA POR Pteridium aquilinum (L) Kuhn (Polypodiaceae) EM BOVINOS","Souza, Maria Verônica de, Graça, Dominguita Lühers","Ciência Rural; 23(2); 203-207","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200016&lang=pt" 
"S0103-84781993000200002-scl","AVALIAÇÃO TEMPORAL DO USO DA TERRA NA SUB-BACIA HIDROGRÁFICA DO ARROIO CADENA E PASSO DAS TROPAS","Brucker, Mônica, Aguirre, Argentino José","Ciência Rural; 23(2); 133-138","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200002&lang=pt" 
"S0103-84781993000200003-scl","EFEITOS DO FÓSFORO E DO ZINCO NO ARROZ DE SEQUEIRO EM LATOSSOLO VERMELHO ESCURO","Leão, Rosaura Maria Albuquerque, Santos, Osmar Souza dos","Ciência Rural; 23(2); 139-143","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200003&lang=pt" 
"S0103-84781993000200010-scl","AVALIAÇÃO CLÍNICA PRELIMINAR DO FECHAMENTO COMPARATIVO DE INCISÕES CORNEANAS COM SUTURA E BIOFILL (PELÍCULA CELULÓSICA)","Schoenau, Luciana Silveira Flores, Pippi, Ney Luís, Schossler, João Eduardo Valau","Ciência Rural; 23(2); 173-177","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200010&lang=pt" 
"S0103-84781993000200013-scl","COLECISTECTOMIA VÍDEO-LAPAROSCÓPICA EM SUÍNOS","Pinto, Marcelo Alves, Natalini, Cláudio Corrêa, Cardoso, Ghendy","Ciência Rural; 23(2); 189-192","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200013&lang=pt" 
"S0103-84781993000200019-scl","CONTROLE DO DESENVOLVIMENTO FOLICULAR NA ÉGUA ATRAVÉS DA ULTRA-SONOGRAFIA","La Côrte, Flávio Desessards De, Luz, Inês Nicoloso Castro da, Alda, Joaquin Lopez de, Silva, José Henrique Souza da, Silva, Carlos Antonio Mondino","Ciência Rural; 23(2); 221-225","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200019&lang=pt" 
"S0103-84781993000200018-scl","ESTUDO DAS CORRELAÇÕES ENTRE COLORAÇÃO DA LÃ LAVADA (Y-Z) E CARACTERÍSTICAS DA SUARDA","Magda Vieira, Benavides, Klein, Wanderney, Figueiró, Paulo Roberto Pires","Ciência Rural; 23(2); 215-219","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200018&lang=pt" 
"S0103-84781993000200015-scl","SEROLOGICAL SCREENING FOR INFECTOUS CATTLE DISEASES: III. CHOICE OF SENTINEL ANIMALS","Rojas, José Alfonso Barajas-, Riemann, Hans, Franti, Charles","Ciência Rural; 23(2); 197-201","Ciência Rural","Inglês","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200015&lang=pt" 
"S0103-84781993000200014-scl","SEROLOGICAL SCREENING FOR INFECTIOUS CATTLE DISEASES: II. ASSOCIATION BETWEEN PREVALENCE AND LEVEL OF ELISA RESPONSE","Rojas, José Alfonso Barajas-, Riemann, Hans, Franti, Charles","Ciência Rural; 23(2); 193-196","Ciência Rural","Inglês","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200014&lang=pt" 
"S0103-84781993000200012-scl","MODIFICAÇÃO DA TÉCNICA DE ENTEROANASTOMOSE EM CÃO: RELATO DE UM CASO","Schossler, João Eduardo","Ciência Rural; 23(2); 185-187","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200012&lang=pt" 
"S0103-84781993000200006-scl","EFEITO DO NÍVEL DE UMEDECIMENTO DO SUBSTRATO SOBRE A GERMINAÇÃO DE CUCURBITACEAS","Menezes, Nilson Lemos de, Silveira, Terezinha Lucia Denardin da, Storck, Lindolfo","Ciência Rural; 23(2); 157-160","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200006&lang=pt" 
"S0103-84781993000200007-scl","AVALIAÇÃO DE GENÓTIPOS DE FEIJOEIRO EM SANTA MARIA, RS","Manara, Wilson, Santos, Osmar Souza dos, Ribeiro, Nerinéia Dalfollo, Estefanel, Valduíno","Ciência Rural; 23(2); 161-164","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200007&lang=pt" 
"S0103-84781993000200004-scl","ANÁLISE DE ESTABILIDADE FENOTÍPICA DE CULTIVARES DE SOJA EM 28 AMBIENTES DO RIO GRANDE DO SUL","Saccol, Ailo Valmir, Storck, Lindolfo","Ciência Rural; 23(2); 145-149","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200004&lang=pt" 
"S0103-84781993000200005-scl","INFLUÊNCIA DA ÉPOCA DE PLANTIO E CLASSES DE BULBILHOS NO RENDIMENTO DE ALHO","Garcia, Danton Camacho, Barni, Valmor, Dettmann, Luiz Augusto","Ciência Rural; 23(2); 151-155","Ciência Rural","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84781993000200005&lang=pt" 
"S0080-62341993000200263-scl","MEDIDA DAS CAPACIDADES PSICOMOTORAS ENVOLVIDAS NA TÉCNICA DA INJEÇÃO INTRAMUSCULAR","Miyadahira, Ana Maria Kazue, Koizumi, Maria Sumie","Revista da Escola de Enfermagem da USP; 27(2); 263-280","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200263&lang=pt" 
"S0080-62341993000200246-scl","TENDÊNCIA DO LOCUS DE CONTROLE DE PESSOAS DIABÉTICAS","Zanetti, Maria Lúcia, Mendes, Isabel Amélia Costa","Revista da Escola de Enfermagem da USP; 27(2); 246-262","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200246&lang=pt" 
"S0080-62341993000200199-scl","&quot;AVALIAÇÃO DOS CONHECIMENTOS, PERCEPÇÕES E SENTIMENTOS DOS PACIENTES ONCOLÓGICOS COM RELAÇÃO À SUA DOENÇA E EQUIPE DE SAÚDE.&quot;","Haddad, Maria do Carmo L., Vannuchi, Marli T. O., Takahashi, Olga Chizue, Rodrigues, Inês Gimenes, Gomes, Mara Solange C.","Revista da Escola de Enfermagem da USP; 27(2); 199-213","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200199&lang=pt" 
"S0080-62341993000200229-scl","PERCEPÇÃO DOS ENFERMEIROS SOBRE AS ATIVIDADES QUE DESENVOLVEM EM SUAS UNIDADES DE TRABALHO","Kuregant, Paulina, Massarollo, Maria Cristina K. Braga, Castilho, Valéria, Silva, Vanda Elisa Felli da","Revista da Escola de Enfermagem da USP; 27(2); 229-245","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200229&lang=pt" 
"S0080-62341993000200281-scl","O ALUNO DE GRADUAÇÃO E A PESQUISA CIENTÍFICA","Padilha, Marta Itayra Coelho de Souza, Carvalho, Maria Teresa Coimbra de","Revista da Escola de Enfermagem da USP; 27(2); 281-295","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200281&lang=pt" 
"S0080-62341993000200296-scl","SENTIMENTOS RELACIONADOS COM A AUTO-IMAGEM DE IDOSOS SUBMETIDOS À AMPUTAÇÃO DE MEMBROS","Diogo, Maria José D&#039;Elboux","Revista da Escola de Enfermagem da USP; 27(2); 296-308","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200296&lang=pt" 
"S0080-62341993000200309-scl","ANALGESIA EM CÂNCER: CRENÇAS E ATUALIZAÇÃO","Pimenta, Cibele Andrucioli de Mattos, Koizumi, Maria Sumie","Revista da Escola de Enfermagem da USP; 27(2); 309-314","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200309&lang=pt" 
"S0080-62341993000200214-scl","SITUAÇÃO EPIDEMIOLÓGICA DA HANSENÍASE E DOS SEUS COMUNICANTES EM CAMPINAS","Carrasco, Maria Angélica Puntel, Pedrazzani, Elisete Silva","Revista da Escola de Enfermagem da USP; 27(2); 214-228","Revista da Escola de Enfermagem da USP","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62341993000200214&lang=pt" 
"S1024-94351993000200001-cub","EDITORIAL","","ACIMED; 1(2); 3-3","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200001&lang=pt" 
"S1024-94351993000200002-cub","La bibliotecología y las ciencias de la información en Alemania después de la reunificación","Jurgen Freytag, phill","ACIMED; 1(2); 4-9","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200002&lang=pt" 
"S1024-94351993000200003-cub","Estudio de utilización de fondos de la biblioteca del Hospital &quot;Héroes del Baire&quot; en un periodo de seis meses","González Santos, Odalis, Marrero García, María Magdalena","ACIMED; 1(2); 10-15","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200003&lang=pt" 
"S1024-94351993000200004-cub","Perspectivas de comercialización de los productos informativos surgidos de la traducción de documentos científicos","López Espinosa, José Antonio","ACIMED; 1(2); 16-21","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200004&lang=pt" 
"S1024-94351993000200005-cub","Resúmenes de artículos de revistas extranjeras","","ACIMED; 1(2); 22-26","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200005&lang=pt" 
"S1024-94351993000200006-cub","Reseñas de libros","","ACIMED; 1(2); 27-32","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200006&lang=pt" 
"S1024-94351993000200007-cub","Sistema regional de información en ciencias de la salud. BIREME/OPS","","ACIMED; 1(2); 32-34","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200007&lang=pt" 
"S1024-94351993000200009-cub","Significado y utilidad del ISBN y del ISSN","","ACIMED; 1(2); 38-39","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200009&lang=pt" 
"S1024-94351993000200008-cub","A propósito de un aniversario","Barnet Rodríguez, Ulises","ACIMED; 1(2); 17-19","ACIMED","Espanhol","1993","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1024-94351993000200008&lang=pt" 
"S0034-89101993000400012-spa","","Pilon, André Francisco","Revista de Saúde Pública; 27(4); 308-310","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400012&lang=pt" 
"S0034-89101993000400011-spa","Lyme Disease: antibodies against Borrelia burgdorferi in farm workers in Argentina","Stanchi, Nestor Oscar, Balague, Laura Josefina","Revista de Saúde Pública; 27(4); 305-307","Revista de Saúde Pública","Inglês","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400011&lang=pt" 
"S0034-89101993000400005-spa","Prevalência de tabagismo em localidade urbana da região sudeste do Brasil","Lolio, Cecília Amaro de, Souza, José Maria Pacheco de, Santo, Augusto Hasiak, Buchalla, Cássia Maria","Revista de Saúde Pública; 27(4); 262-265","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400005&lang=pt" 
"S0034-89101993000400002-spa","Estudo comparativo de eficácia de larvitrampas e ovitrampas para vigilância de vetores de dengue e febre amarela","Marques, Cristiano Correa de Azevedo, Marques, Gisela Rita de Alvarenga Monteiro, Brito, Marylene de, Santos Neto, Luiz Gonzaga dos, Ishibashi, Vânia de Campos, Gomes, Francisco de Assis","Revista de Saúde Pública; 27(4); 237-241","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400002&lang=pt" 
"S0034-89101993000400013-spa","","","Revista de Saúde Pública; 27(4); 311-312","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400013&lang=pt" 
"S0034-89101993000400010-spa","Análise rotineira de dados de vigilância em saúde pública: que procedimentos estatísticos utilizar?","Sanches, Odécio","Revista de Saúde Pública; 27(4); 300-304","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400010&lang=pt" 
"S0034-89101993000400009-spa","Nivel de información y conducta farmacoterapéutica de los odontólogos, 1990","Battellino, Luis Jose, Bennun, Fernando Ruben","Revista de Saúde Pública; 27(4); 291-299","Revista de Saúde Pública","Espanhol","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400009&lang=pt" 
"S0034-89101993000400008-spa","Prevenção da cárie dental com aplicações tópicas semestrais de flúor-fosfato acidulado","Pinto, Ilza Leite","Revista de Saúde Pública; 27(4); 277-290","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400008&lang=pt" 
"S0034-89101993000400007-spa","Validity of self-reported weight: a study of urban brazilian adults","Schmidt, Maria I., Duncan, Bruce B., Tavares, Mário, Polanczyk, Carísi A., Pellanda, Lúcia, Zimmer, Paulo M.","Revista de Saúde Pública; 27(4); 271-276","Revista de Saúde Pública","Inglês","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400007&lang=pt" 
"S0034-89101993000400006-spa","Efeito da suplementação com ferro na biodisponibilidade de zinco em uma dieta regional do nordeste do Brasil","Pedrosa, Lúcia F. C., Cozzolino, Silvia M. F.","Revista de Saúde Pública; 27(4); 266-270","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400006&lang=pt" 
"S0034-89101993000400003-spa","Observações sobre o comportamento de flebotomíneos em ecótopos florestais e extraflorestais, em área endêmica de leishmaniose tegumentar americana, no norte do Estado do Paraná, sul do Brasil","Teodoro, Ueslei, La Salvia Filho, Vicente, Lima, Edson Maurício de, Spinosa, Roberto Palma, Barbosa, Orlando Carlos, Ferreira, Maria Eugênia Moreira Costa, Lonardoni, Maria Valdrinez Campana","Revista de Saúde Pública; 27(4); 242-249","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400003&lang=pt" 
"S0034-89101993000400001-spa","Studies on mosquitoes (Diptera: Culicidae) and anthropic environment: 2 - Immature stages research at a rice irrigation system location in South-Eastern Brazil","Forattini, Oswaldo Paulo, Kakitani, Iná, Massad, Eduardo, Marucci, Daniel","Revista de Saúde Pública; 27(4); 227-236","Revista de Saúde Pública","Inglês","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400001&lang=pt" 
"S0034-89101993000400003-scl","Observações sobre o comportamento de flebotomíneos em ecótopos florestais e extraflorestais, em área endêmica de leishmaniose tegumentar americana, no norte do Estado do Paraná, sul do Brasil","Teodoro, Ueslei, La Salvia Filho, Vicente, Lima, Edson Maurício de, Spinosa, Roberto Palma, Barbosa, Orlando Carlos, Ferreira, Maria Eugênia Moreira Costa, Lonardoni, Maria Valdrinez Campana","Revista de Saúde Pública; 27(4); 242-249","Revista de Saúde Pública","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400003&lang=pt" 
"S0034-89101993000400004-scl","Doenças cardiovasculares ateroscleróticas, dislipidemias, hipertensão, obesidade e diabetes melito em população da área metropolitana da região sudeste do Brasil: I - Metodologia da pesquisa","Martins, Ignez Salas, Coelho, Leda Teixeira, Mazzilli, Rosa Nilda, Singer, Júlio da Motta, Souza, Carmen Unglert de, Antonieto Junior, Antonio Eduardo, Pasini, Urbano, Alonso Nieto, Rosário, Álvares, Elaine Donizetti, Okani, Elisa Tieko","Revista de Saúde Pública; 27(4); 250-261","Revista de Saúde Pública","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400004&lang=pt" 
"S0034-89101993000400008-scl","Prevenção da cárie dental com aplicações tópicas semestrais de flúor-fosfato acidulado","Pinto, Ilza Leite","Revista de Saúde Pública; 27(4); 277-290","Revista de Saúde Pública","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400008&lang=pt" 
"S0034-89101993000400009-scl","Nivel de información y conducta farmacoterapéutica de los odontólogos, 1990","Battellino, Luis Jose, Bennun, Fernando Ruben","Revista de Saúde Pública; 27(4); 291-299","Revista de Saúde Pública","Espanhol","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400009&lang=pt" 
"S0034-89101993000400010-scl","Análise rotineira de dados de vigilância em saúde pública: que procedimentos estatísticos utilizar?","Sanches, Odécio","Revista de Saúde Pública; 27(4); 300-304","Revista de Saúde Pública","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400010&lang=pt" 
"S0034-89101993000400004-spa","Doenças cardiovasculares ateroscleróticas, dislipidemias, hipertensão, obesidade e diabetes melito em população da área metropolitana da região sudeste do Brasil: I - Metodologia da pesquisa","Martins, Ignez Salas, Coelho, Leda Teixeira, Mazzilli, Rosa Nilda, Singer, Júlio da Motta, Souza, Carmen Unglert de, Antonieto Junior, Antonio Eduardo, Pasini, Urbano, Alonso Nieto, Rosário, Álvares, Elaine Donizetti, Okani, Elisa Tieko","Revista de Saúde Pública; 27(4); 250-261","Revista de Saúde Pública","Português","1993","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0034-89101993000400004&lang=pt" 
"S0034-89101993000400002-scl","Estudo comparativo de eficácia de larvitrampas e ovitrampas para vigilância de vetores de dengue e febre amarela","Marques, Cristiano Correa de Azevedo, Marques, Gisela Rita de Alvarenga Monteiro, Brito, Marylene de, Santos Neto, Luiz Gonzaga dos, Ishibashi, Vânia de Campos, Gomes, Francisco de Assis","Revista de Saúde Pública; 27(4); 237-241","Revista de Saúde Pública","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400002&lang=pt" 
"S0034-89101993000400001-scl","Studies on mosquitoes (Diptera: Culicidae) and anthropic environment: 2 - Immature stages research at a rice irrigation system location in South-Eastern Brazil","Forattini, Oswaldo Paulo, Kakitani, Iná, Massad, Eduardo, Marucci, Daniel","Revista de Saúde Pública; 27(4); 227-236","Revista de Saúde Pública","Inglês","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400001&lang=pt" 
"S0034-89101993000400007-scl","Validity of self-reported weight: a study of urban brazilian adults","Schmidt, Maria I., Duncan, Bruce B., Tavares, Mário, Polanczyk, Carísi A., Pellanda, Lúcia, Zimmer, Paulo M.","Revista de Saúde Pública; 27(4); 271-276","Revista de Saúde Pública","Inglês","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400007&lang=pt" 
"S0034-89101993000400005-scl","Prevalência de tabagismo em localidade urbana da região sudeste do Brasil","Lolio, Cecília Amaro de, Souza, José Maria Pacheco de, Santo, Augusto Hasiak, Buchalla, Cássia Maria","Revista de Saúde Pública; 27(4); 262-265","Revista de Saúde Pública","Português","1993","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-89101993000400005&lang=pt" 
