"S0103-97332002000200021-scl","Subband structure of II-VI modulation-doped magnetic quantum wells","Freire, Henrique J. P., Egues, J. Carlos","Brazilian Journal of Physics; 32(2a); 327-330","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200021&lang=pt" 
"S0103-97332002000200039-scl","Many particle theory for the luminescence, characterization and simulation of quantum well laser structures","Pereira Jr., M.F., Bernussi, A. A., Carvalho Jr., W., Furtado, Mario T., Gobbi, A. L.","Brazilian Journal of Physics; 32(2a); 386-388","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200039&lang=pt" 
"S0103-97332002000200048-scl","Bare LO-phonon peak in THz-emission signals: a dielectric-function analysis","Souza, Fabrício M., Egues, J. C.","Brazilian Journal of Physics; 32(2a); 415-417","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200048&lang=pt" 
"S0103-97332002000200043-scl","On the morphology of films grown by droplet-assisted molecular beam epitaxy","Lamas, T. E., Quivy, A. A.","Brazilian Journal of Physics; 32(2a); 399-401","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200043&lang=pt" 
"S0103-97332002000200047-scl","Nonlinear dynamics time series analysis of chaotic current oscillations in a semi-insulating GaAs sample","Silva, R.L. da, Rubinger, R.M., Oliveira, A.G. de, Ribeiro, G.M.","Brazilian Journal of Physics; 32(2a); 412-414","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200047&lang=pt" 
"S0103-97332002000200056-scl","Electron mobility in nitride materials","Rodrigues, Clóves G., Freire, Valder N., Vasconcellos, Áurea R., Luzzi, Roberto","Brazilian Journal of Physics; 32(2a); 439-441","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200056&lang=pt" 
"S0103-97332002000200024-scl","Frictional drag between non-equilibrium electron gases","Wang, X. F., Lima, I. C. da Cunha","Brazilian Journal of Physics; 32(2a); 338-340","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200024&lang=pt" 
"S0103-97332002000200046-scl","Magnetic properties of gadolinium-doped amorphous silicon films","Sercheli, M.S., Rettori, C., Zanatta, A.R.","Brazilian Journal of Physics; 32(2a); 409-411","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200046&lang=pt" 
"S0103-97332002000200026-scl","Low-temperature electron mobility in parabolic quantum wells","Seraide, R. M., Hai, G.-Q.","Brazilian Journal of Physics; 32(2a); 344-346","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200026&lang=pt" 
"S0103-97332002000200032-scl","Carbon doping of InAlAs layers grown by metalorganic vapor phase epitaxy","Ribeiro, M. L. P., Yavich, B., Tribuzy, C. V. B., Souza, P. L.","Brazilian Journal of Physics; 32(2a); 362-365","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200032&lang=pt" 
"S0103-97332002000200012-scl","Ballistic transport in semiconductor quantum wires in the presence of defects","Rocha, A. R., Brum, J. A.","Brazilian Journal of Physics; 32(2a); 296-299","Brazilian Journal of Physics","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-97332002000200012&lang=pt" 
"S0004-282X2002000200004-scl","CT scan findings in mild head trauma: a series of 2,000 patients","Bordignon, Kelly C., Arruda, Walter Oleschko","Arquivos de Neuro-Psiquiatria; 60(2A); 204-210","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200004&lang=pt" 
"S0004-282X2002000200005-scl","Fourth ventricle computed tomography indexes: standardisation and characteristics in neurocysticercosis","Agapejev, Svetlana","Arquivos de Neuro-Psiquiatria; 60(2A); 211-218","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200005&lang=pt" 
"S0004-282X2002000200006-scl","Taeniasis and cysticercosis prevalence in a small village from Northeastern Brazil","Gomes, Irenio, Veiga, Marielza, Embiruçu, Emília Katiane, Rabelo, Rosângela, Mota, Bernardo, Meza-Lucas, Antonio, Tapia-Romero, Raquel, Carrillo-Becerril, Bertha Laura, Alcántara-Anguiano, Isabel, Correa, Dolores, Melo, Ailton","Arquivos de Neuro-Psiquiatria; 60(2A); 219-223","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200006&lang=pt" 
"S0004-282X2002000200007-scl","Spinal cord schistosomiasis in children: analysis of seven cases","Paz, José Albino da, Valente, Marcelo, Casella, Erasmo Barbante, Marques-Dias, Maria Joaquina","Arquivos de Neuro-Psiquiatria; 60(2A); 224-230","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200007&lang=pt" 
"S0004-282X2002000200011-scl","Eye-hand preference dissociation in obsessive-compulsive disorder and dyslexia","Siviero, Marilena Occhini, Rysovas, Eliana Oliveira, Juliano, Yara, Del Porto, José Alberto, Bertolucci, Paulo Henrique Ferreira","Arquivos de Neuro-Psiquiatria; 60(2A); 242-245","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200011&lang=pt" 
"S0004-282X2002000200012-scl","Supraorbital eyebrow approach to skull base lesions","Fernandes, Yvens Barbosa, Maitrot, Daniel, Kehrli, Pierre, Tella Jr, Oswaldo Ignácio de, Ramina, Ricardo, Borges, Guilherme","Arquivos de Neuro-Psiquiatria; 60(2A); 246-250","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200012&lang=pt" 
"S0004-282X2002000200014-scl","Estudo estereológico das células de Purkinje cerebelares submetidas à intoxicação alcoólica em ratos Wistar","Apfel, Mara Ibis Rodrigues, Ésberard, Charles Alfred, Rodrigues, Fabrício Kafury Pereira, Bahamad Júnior, Fayez Mohamad, Sillero, Rafael Oliveira","Arquivos de Neuro-Psiquiatria; 60(2A); 258-263","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200014&lang=pt" 
"S0004-282X2002000200015-scl","Hemorragia intracraniana na gravidez e puerpério: experiência com quinze casos","Lynch, Jose Carlos, Andrade, Ricardo, Pereira, Celestino","Arquivos de Neuro-Psiquiatria; 60(2A); 264-268","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200015&lang=pt" 
"S0004-282X2002000200017-scl","Síndrome de Down e Moyamoya: estudo através de metanálise","Junqueira, Paulo Alves, Moura-Ribeiro, Maria Valeriana L. de","Arquivos de Neuro-Psiquiatria; 60(2A); 274-280","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200017&lang=pt" 
"S0004-282X2002000200019-scl","Acute psychotic disorders induced by topiramate: report of two cases","Stella, Florindo, Caetano, Dorgival, Cendes, Fernando, Guerreiro, Carlos A.M.","Arquivos de Neuro-Psiquiatria; 60(2A); 285-287","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200019&lang=pt" 
"S0004-282X2002000200021-scl","Tetrasomy 15q11-q13 identified by fluorescence in situ hybridization in a patient with autistic disorder","Silva, Ana Elizabete, Vayego-Lourenço, Sheila Adami, Fett-Conte, Agnes Cristina, Goloni-Bertollo, Eny Maria, Varella-Garcia, Marileila","Arquivos de Neuro-Psiquiatria; 60(2A); 290-294","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200021&lang=pt" 
"S0004-282X2002000200023-scl","Tratamento neurocirurgico da mucocele esfenoidal pela via nasoseptal transesfenoidal endoscópica: relato de dois casos","Gondim, Jackson, Pinheiro, Israel, Tella Jr, Oswaldo Inácio de","Arquivos de Neuro-Psiquiatria; 60(2A); 299-302","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200023&lang=pt" 
"S0004-282X2002000200026-scl","Tumor fibroso solitário da meninge: relato de caso","Centeno, Ricardo Silva, Pedroso, Alessandra Augusta Gorgulho, Pereira, Emilio Marcelo, Rassi Neto, Aziz","Arquivos de Neuro-Psiquiatria; 60(2A); 304-318","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200026&lang=pt" 
"S0004-282X2002000200029-scl","A importância da equipe interdisciplinar no diagnóstico de dislexia do desenvolvimento: relato de caso","Pestun, Magda S. Vanzo, Ciasca, Sylvia, Gonçalves, Vanda Maria Gimenes","Arquivos de Neuro-Psiquiatria; 60(2A); 328-332","Arquivos de Neuro-Psiquiatria","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000200029&lang=pt" 
"S0074-02762002000400017-scl","Cytotoxic and Antiviral Activities of Colombian Medicinal Plant Extracts of the Euphorbia genus","Betancur-Galvis, LA, Morales, GE, Forero, JE, Roldan, J","Memórias do Instituto Oswaldo Cruz; 97(4); 541-546","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400017&lang=pt" 
"S0074-02762002000400002-scl","Ecology of Sand Flies (Diptera: Psychodidae: Phlebotominae) in the North of the State of Mato Grosso, Brazil","Azevedo, Alfredo CR, Souza, Nataly A, Meneses, Cláudio RV, Costa, Wagner A, Costa, Simone M, Lima, José B, Rangel, Elizabeth F","Memórias do Instituto Oswaldo Cruz; 97(4); 459-464","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400002&lang=pt" 
"S0074-02762002000400003-scl","Longitudinal Study on the Natural Infection of Biomphalaria straminea and B. glabrata by Schistosoma mansoni in an Endemic Area of Schistosomiasis in Pernambuco, Brazil","Favre, Tereza C, Pieri, Otávio S, Zani, Luciana C, Ferreira, Jainne M, Domás, Glauce G, Beck, Lilian H, Barbosa, Constança S","Memórias do Instituto Oswaldo Cruz; 97(4); 465-475","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400003&lang=pt" 
"S0074-02762002000400004-scl","Risk Zones of Human Leishmaniases in the Western Mediterranean Basin: Correlations between Vector Sand Flies, Bioclimatology and Phytosociology","Rispail, Philippe, Dereure, Jacques, Jarry, Daniel","Memórias do Instituto Oswaldo Cruz; 97(4); 477-483","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400004&lang=pt" 
"S0074-02762002000400018-scl","An Adenovirus Vector Containing the Suicide Gene Thymidine Kinase for a Broad Application in Cancer Gene Therapy","Magalhães, GS, Muotri, AR, Marchetto, MCN, Menck, CFM, Ventura, AM","Memórias do Instituto Oswaldo Cruz; 97(4); 547-552","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400018&lang=pt" 
"S0074-02762002000400023-scl","Experimental Infection of Aedes albopictus (Diptera: Culicidae) Larvae with the Xiphidiocercariae of a Hematolechid","Carvalho, Gílcia Aparecida de, Andrade, Carlos Fernando S, Ueta, Marlene Tiduko","Memórias do Instituto Oswaldo Cruz; 97(4); 573-578","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400023&lang=pt" 
"S0074-02762002000400005-scl","IgM-Immunofluorescence Test as a Diagnostic Tool for Epidemiologic Studies of Schistosomiasis in Low Endemic Areas","Kanamura, Herminia Yohko, Silva, Rita Maria da, Chiodelli, Silvia Gabriel, Glasser, Carmen Moreno, Dias, Luiz Candido de Souza","Memórias do Instituto Oswaldo Cruz; 97(4); 485-489","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400005&lang=pt" 
"S0074-02762002000400012-scl","Anionic Sites, Fucose Residues and Class I Human Leukocyte Antigen Fate During Interaction of Toxoplasma gondii with Endothelial Cells","Stumbo, Ana Carolina, Barbosa, Helene Santos, Carvalho, Técia Maria Ulisses de, Porto, Luís Cristóvão, Carvalho, Laís de","Memórias do Instituto Oswaldo Cruz; 97(4); 517-522","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400012&lang=pt" 
"S0074-02762002000400019-scl","In Vitro and in Vivo Anti-Trypanosoma cruzi Activity of a Novel Nitro-derivative","Muelas-Serrano, Susana, Le-Senne, Ana, Fernández-Portillo, Carlos, Nogal, Juan José, Ochoa, Carmen, Gómez-Barrio, Alicia","Memórias do Instituto Oswaldo Cruz; 97(4); 553-557","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400019&lang=pt" 
"S0074-02762002000400025-scl","Biology of Triatoma klugi Carcavallo, Jurberg, Lent &amp; Galvão 2001 (Heteroptera: Reduviidae) under Laboratory Conditions: Effects of Distinct Blood Sources and Susceptibility to Trypanosoma cruzi and Trypanosoma rangeli","Emmanuelle-Machado, Priscilla, Koerich, Leonardo B, Joukoski, Daiene De Boni, Carvalho-Pinto, Carlos J, Grisard, Edmundo C, Steindel, Mário","Memórias do Instituto Oswaldo Cruz; 97(4); 583-587","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400025&lang=pt" 
"S0074-02762002000400026-scl","Anopheles albitarsis Embryogenesis: Morphological Identification of Major Events","Monnerat, Adelaide Tardin, Machado, Marcelo Pelajo, Vale, Bruno Silva, Soares, Maurilio José, Lima, José Bento Pereira, Lenzi, Henrique Leonel, Valle, Denise","Memórias do Instituto Oswaldo Cruz; 97(4); 589-596","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400026&lang=pt" 
"S0074-02762002000400013-scl","Polymorphism of the Human Immunodeficiency Virus Type 1 in Brazil: Genetic Characterization of the nef Gene and Implications for Vaccine Design","Guimarães, ML, Moreira, AS, Morgado, MG","Memórias do Instituto Oswaldo Cruz; 97(4); 523-526","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400013&lang=pt" 
"S0074-02762002000400001-scl","Some Aspects of Protozoan Infections in Immunocompromised Patients: A Review","Ferreira, Marcelo Simão, Borges, Aércio Sebastião","Memórias do Instituto Oswaldo Cruz; 97(4); 443-457","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400001&lang=pt" 
"S0074-02762002000400011-scl","The Zymovars of Vibrio cholerae: Multilocus Enzyme Electrophoresis of Vibrio cholerae","Freitas, Fernanda S, Momen, Hooman, Salles, Carlos Andre","Memórias do Instituto Oswaldo Cruz; 97(4); 511-516","Memórias do Instituto Oswaldo Cruz","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0074-02762002000400011&lang=pt" 
"S0004-282X2002000300010-scl","Benign focal epilepsy of childhood with centrotemporal spikes (BECTS): clinical characteristics of seizures according to age at first seizure","Miziara, Carmen Silvia M.G., Manreza, Maria Luiza G.","Arquivos de Neuro-Psiquiatria; 60(2B); 390-394","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000300010&lang=pt" 
"S0004-282X2002000300002-scl","Correlation of sleep macrostructure parameters and idiopathic epilepsies","Barreto, José Roberto Santiago, Fernandes, Regina Maria França, Sakamoto, Américo Ceiki","Arquivos de Neuro-Psiquiatria; 60(2B); 353-357","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000300002&lang=pt" 
"S0004-282X2002000300001-scl","Dorsal ulnar cutaneous nerve conduction: reference values","Garibaldi, Solange G., Nucci, Anamarli","Arquivos de Neuro-Psiquiatria; 60(2B); 349-352","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000300001&lang=pt" 
"S0004-282X2002000300009-scl","Neuropsychological evaluation of children after ischemic cerebrovascular disease","Guimarães, Inês Elcione, Ciasca, Sylvia Maria, Moura-Ribeiro, M. Valeriana L.","Arquivos de Neuro-Psiquiatria; 60(2B); 386-389","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000300009&lang=pt" 
"S0004-282X2002000300004-scl","Stereotactic fibrinolysis of spontaneous intracerebral hematoma using infusion of recombinant tissue plasminogen activator","Nasser, José Augusto, Falavigna, Asdrubal, Bezerra, Márcio, Martinez, Victor, Freitas, Gabriel, Alaminos, Armando, Bonatelli, Antônio, Ferraz, Fernando","Arquivos de Neuro-Psiquiatria; 60(2B); 362-366","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000300004&lang=pt" 
"S0004-282X2002000300007-scl","Rasmussen&#039;s encephalitis: the relevance of neuropsychological assessment in patient&#039;s treatment and follow up","Guimarães, Catarina Abraão, Souza, Elisabete A.P., Montenegro, Maria Augusta, Marques Jr., José Francisco C., Cendes, Fernando, Guerreiro, Marilisa M.","Arquivos de Neuro-Psiquiatria; 60(2B); 378-381","Arquivos de Neuro-Psiquiatria","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-282X2002000300007&lang=pt" 
