"S1517-83822014000300019-scl","Biotechnological potential of Clostridium butyricum bacteria","Szymanowska-Powałowska, Daria, Orczyk, Dorota, Leja, Katarzyna","Brazilian Journal of Microbiology; 45(3); 892-901","Brazilian Journal of Microbiology","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822014000300019&lang=pt" 
"S1980-00372014000600689-scl","Reliability of Electromagnetic Tracking of Scapular Orientation and Position in Healthy Sendentary Individuals","Biazotto, Camila Choqueta, Camarini, Paula Maria Ferreira, Tucci, Helga Tatiana, McQuade, Kevin James, Oliveira, Anamaria Siriani de","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 689-697","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600689&lang=pt" 
"S1980-00372014000600680-scl","Prevalence of pain and its association with transportation of school supplies in university students","Silva Júnior, Windsor Ramos da, Cavalcanti, Alessandro Leite","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 680-688","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600680&lang=pt" 
"S2179-83972014000300293-scl","Aplicações do Balão Farmacológico na Doença Arterial                Coronária","Athayde, Guilherme Rafael Sant’Anna, Gomes, Thalles Oliveira, Borges, Júlio César, Washizu, Eduardo Kei Marquesine, Mandil, Ari, Saad, Jamil Abdalla, Nunes, Maria do Carmo Pereira, Nascimento, Bruno Ramos","Revista Brasileira de Cardiologia Invasiva; 22(3); 293-299","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300293&lang=pt" 
"S1980-00372014000600618-scl","Chronic effects of resistance exercise using reciprocal muscle actions on functional and proprioceptive performance of young individuals: randomized controlled trial.","Cardoso, Euler Alves, Bottaro, Martim, Rodrigues, Pâmella, Rezende, Clarice Bacelar, Fischer, Thuany, Mota, Jessica, Fernandes, Adailson, Carregaro, Rodrigo Luiz","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 618-628","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600618&lang=pt" 
"S2179-83972014000300216-scl","Impacto da Curva de Aprendizado na Seleção de Pacientes e nos Resultados                Clínicos do Implante por Cateter de Prótese Aórtica","Siqueira, Dimytri A., Abizaid, Alexandre A.C., Ramos, Auristela A., Jeronimo, Andreia D., LeBihan, David, Barreto, Rodrigo B., Pinto, Ibraim M., Senra, Tiago, Cano, Manuel N., Moreira, Adriana C., Kambara, Antonio M., Arrais, Magaly, Assef, Jorge E., Souza, Luiz Carlos B., Sousa, Amanda G.M.R., Sousa, J. Eduardo M.R.","Revista Brasileira de Cardiologia Invasiva; 22(3); 216-224","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300216&lang=pt" 
"S2179-83972014000300233-scl","Estudo OPTIMIZE: Subanálise dos Pacientes Tratados no Instituto Dante                Pazzanese de Cardiologia","Diehl, Daniel Bouchabki de Almeida, Targueta, Gabriel Pelegrineti, Oliveira, Ana Caroline Reinaldo de, Loureiro, Fabio Lúcio Nogueira de, El Aouar, Sumaya Mameri, Costa, Ricardo A., Abizaid, Alexandre, Abizaid, Andrea Sousa, Sousa, Amanda G.M.R.","Revista Brasileira de Cardiologia Invasiva; 22(3); 233-239","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300233&lang=pt" 
"S2179-83972014000300258-scl","Impacto do Escore SYNTAX no Prognóstico de Pacientes com Doença                Multiarterial Tratados por Intervenção Coronária Percutânea","Silva, Paulo Vasconcelos, Salman, Adnan Ali, Cristóvão, Salvador André Bavaresco, Carnieto, Nádia de Mendonça, Erudilho, Eduardo, Mauro, Maria Fernanda Zuliani, Ticly, Maria Caroline, Dutra, Gustavo, Giordano, Bernando, Mangione, J. Armando","Revista Brasileira de Cardiologia Invasiva; 22(3); 258-263","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300258&lang=pt" 
"S2179-83972014000300252-scl","Relação Balão/Artéria e Volume de Obstrução Neontimal Após Implante de                Stent Eluidor de Zotarolimus","Monteiro, Gustavo do Prado, Costa Jr., J. Ribamar, Collet, Carlos, Slhessarenko, Juliano, Feres, Fausto, Costa, Ricardo, Chaves, Áurea J., Centemero, Marinella, Sousa, Amanda G.M.R., Abizaid, Alexandre","Revista Brasileira de Cardiologia Invasiva; 22(3); 252-257","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300252&lang=pt" 
"S2179-83972014000300275-scl","Experiência Inicial com o Implante Percutâneo da Válvula                   Melody® no Brasil","Ribeiro, Marcelo Silva, Pedra, Carlos A.C., Costa, Rodrigo N., Rossi, Raul Ivo, Manica, João Luiz, Nascimento, Wanda T.M., Campanhã, Luís Otávio, Fontes, Valmir F., Pedra, Simone F., Kreuzig, Daniela L., Cheatham, John P.","Revista Brasileira de Cardiologia Invasiva; 22(3); 275-285","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300275&lang=pt" 
"S1980-00372014000600629-scl","Rehydration during exercise in the heat reduces the physiological strain index in healthy adults","Pompermayer, Marcelo Gava, Rodrigues, Rodrigo, Baroni, Bruno Manfredini, Lupion, Raquel de Oliveira, Meyer, Flavia, Vaz, Marco Aurélio","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 629-637","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600629&lang=pt" 
"S2179-83972014000300203-scl","Dissecções de Borda Após Implante Coronário de Suportes Vasculares                Biorreabsorvíveis. Análise Seriada com Tomografia de Coerência Óptica","Chamié, Daniel, M. Filho, Evandro, Grandi, Fábio, Costa, Ricardo A., Costa Jr., J. Ribamar, Siqueira, Dimytri, Staico, Rodolfo, Feres, Fausto, Abizaid, Andrea, Tanajura, Luiz Fernando, Sousa, Amanda G.M.R., Abizaid, Alexandre","Revista Brasileira de Cardiologia Invasiva; 22(3); 203-215","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300203&lang=pt" 
"S1980-00372014000600608-scl","The Length of Stay in Community Physical Activity Program Does Not Exceed Two Years","Monteiro, Glauber Rocha, Silva, Roberto Jerônimo dos Santos","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 608-617","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600608&lang=pt" 
"S2179-83972014000300225-scl","Caracterização Morfológica e Tecidual de Lesões Culpadas em Pacientes com                Infarto Agudo do Miocárdio com Supradesnivelamento do Segmento ST Após Uso de                Fibrinolítico. Análise com Ultrassom Intracoronário e Tecnologia                iMAP®","Souza, Cristiano Freitas de, Maehara, Akiko, Lima, Eduardo, Guimarães, Leonardo de Freitas C., Carvalho, Antonio Carlos, Alves, Claudia M.R., Caixeta, Adriano","Revista Brasileira de Cardiologia Invasiva; 22(3); 225-232","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300225&lang=pt" 
"S2179-975X2014000300004-scl","A global scientific literature of research on water quality indices: trends, biases and future directions","Alves, Maria Tereza Ribeiro, Teresa, Fabrício Barreto, Nabout, João Carlos","Acta Limnologica Brasiliensia; 26(3); 245-253","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300004&lang=pt" 
"S2179-975X2014000300001-scl","Editorial","Camargo, Antonio","Acta Limnologica Brasiliensia; 26(3); -","Acta Limnologica Brasiliensia","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300001&lang=pt" 
"S2179-975X2014000300002-scl","Structure and composition of the benthic macroinvertebrate community on wetland and irrigated rice cultivation","Juruá, Karen Tavares, Pagel, Isadora Adamoli, Tavares, Vitor Emanuel, Sosinski, Lilian Terezinha Winckler","Acta Limnologica Brasiliensia; 26(3); 229-234","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300002&lang=pt" 
"S2179-975X2014000300003-scl","Chemical change of leaves during breakdown affects associated invertebrates in a subtropical stream","Tonin, Alan Mosele, Restello, Rozane Maria, Hepp, Luiz Ubiratan","Acta Limnologica Brasiliensia; 26(3); 235-244","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300003&lang=pt" 
"S2179-975X2014000300008-scl","Determining the high variability of pCO2 and pO2 in the littoral zone of a subtropical coastal lake","Tonetta, Denise, Fontes, Maria Luiza Schmitz, Petrucio, Mauricio Mello","Acta Limnologica Brasiliensia; 26(3); 288-295","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300008&lang=pt" 
"S2179-975X2014000300009-scl","Composition and species richness phytoplankton in a subtropical floodplain lake: a long-term study","Bortolini, Jascieli Carla, Bovo-Scomparin, Vânia Mara, Paula, Aline Caroline Magro de, Moresco, Geovani Arnhold, Reis, Larissa Mozini, Jati, Susicley, Rodrigues, Luzia Cleide","Acta Limnologica Brasiliensia; 26(3); 296-305","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300009&lang=pt" 
"S2179-975X2014000300010-scl","Spatial and temporal heterogeneity in a subtropical reservoir and their effects over the benthic macroinvertebrate community","Beghelli, Frederico Guilherme de Souza, Santos, André Cordeiro Alves dos, Urso-Guimarães, Maria Virgínia, Calijuri, Maria do Carmo","Acta Limnologica Brasiliensia; 26(3); 306-317","Acta Limnologica Brasiliensia","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-975X2014000300010&lang=pt" 
"S1980-00372014000600648-scl","Influence of pilates exercises on soil stabilization in lumbar muscles in older adults","Pinheiro, Kelma Regina Galeno, Rocha, Thaís Cristina da Costa, Brito, Noélia Machado Silva, Silva, Maiara Luciano de Gois da, Carvalho, Maria Ester Ibiapina Mendes de, Mesquita, Laiana Sepúlveda de Andrade, Carvalho, Fabiana Teixeira de","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 648-657","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600648&lang=pt" 
"S2179-83972014000300245-scl","Comparação de Stents Farmacológicos com Polímero Durável ou                Biorreabsorvível: Resultados do Ultrassom Intracoronário do Estudo                BIOACTIVE","Costa Jr., J. Ribamar, Almeida, Breno de Oliveira, Costa, Ricardo, Chamié, Daniel, Abizaid, Andrea, Perin, Marco, Staico, Rodolfo, Feres, Fausto, Siqueira, Dimytri, Veloso, Mateus, Guimarães, Jorge, Slhessarenko, Juliano Rasquin, Tanajura, Luiz Fernando, Sousa, Amanda, Abizaid, Alexandre","Revista Brasileira de Cardiologia Invasiva; 22(3); 245-251","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300245&lang=pt" 
"S2179-83972014000300264-scl","Fechamento Percutâneo de Pequenas Comunicações Interatriais Tipo                   Ostium Secundum","Chamié, Francisco, Chamié, Daniel","Revista Brasileira de Cardiologia Invasiva; 22(3); 264-270","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300264&lang=pt" 
"S1980-00372014000600658-scl","Effect of squat depth on performance and biomechanical parameters of countermovement vertical jump","Gheller, Rodrigo Ghedini, Dal Pupo, Juliano, Lima, Luis Antonio Pereira de, Moura, Bruno Monteiro de, Santos, Saray Giovana dos","Revista Brasileira de Cineantropometria &amp; Desempenho Humano; 16(6); 658-668","Revista Brasileira de Cineantropometria &amp; Desempenho Humano","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-00372014000600658&lang=pt" 
"S2179-83972014000300303-scl","Apresentação Atípica de Hematoma Intramural da Aorta Ascendente com                Tratamento Conservador","Alves, Claudia Maria Rodrigues, Gomes Jr., Manuel Pereira Marques, Faraco, Ricardo Peressoni, Sawabini, Tatiana, Dias Filho, Paulo Cézar Ferraz Dias, Leão Filho, Hilton Muniz","Revista Brasileira de Cardiologia Invasiva; 22(3); 303-307","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300303&lang=pt" 
"S2179-83972014000300308-scl","Errata","","Revista Brasileira de Cardiologia Invasiva; 22(3); 308-308","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2014","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972014000300308&lang=pt" 
