"S0102-67202013000100001-scl","Porque e como avaliar o egresso do curso de medicina?","Ribas Filho, Jurandir Marcondes, Paiva, Eleuses Vieira de","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 01-01","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100001&lang=pt" 
"S0102-67202013000100002-scl","Consenso brasileiro sobre câncer gástrico: diretrizes para o câncer gástrico no Brasil","Zilberstein, Bruno, Malheiros, Carlos, Lourenço, Laercio Gomes, Kassab, Paulo, Jacob, Carlos Eduardo, Weston, Antonio Carlos, Bresciani, Cláudio José Caldas, Castro, Osvaldo, Gama-Rodrigues, Joaquim","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 2-6","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100002&lang=pt" 
"S0102-67202013000100003-scl","Reconstituição do trato digestivo após falha de esofagogastro ou esofagocolo anastomose","Braghetto, Italo, Cardemil, Gonzalo, Csendes, Attila, Venturelli, Aliro, Herrera, Mauricio, Korn, Owen, Sepúlveda, Sergio, Rojas, Jorge","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 7-12","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100003&lang=pt" 
"S0102-67202013000100004-scl","Pode a tela de poliéster coberta com colágeno diminuir as taxas aderências intraperitoneais na correção de hérnia incisional?","Lamber, Bárbara, Grossi, João Vicente Machado, Manna, Bibiana Borges, Montes, Juliano Hermes Maeso, Bigolin, André Vicente, Cavazzola, Leandro Totti","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 13-17","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100004&lang=pt" 
"S0102-67202013000100005-scl","Estudo comparativo entre os fios de algodão, poliglactina e poliglecaprone nas anastomoses intestinais de cães","Bernis-Filho, Walter Octaviano, Wouters, Flademir, Wouters, Angélica Aparecida Barth, Bernis, Valéria Magro Octaviano, Lopes, Luiz Roberto, Andreollo, Nelson Adami","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 18-26","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100005&lang=pt" 
"S0102-67202013000100006-scl","Correção de hérnia laparoscópica: tela sem fixação é viável?","Meyer, Alberto, Dulucq, Jean-louis, Mahajna, Ahmad","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 27-30","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100006&lang=pt" 
"S0102-67202013000100007-scl","Existem benefícios com a cirurgia retardada após radioterapia e quimioterapia neoadjuvante no câncer de reto localmente avançado?","Fang, Chia Bin, Gomes, Caroline Merci Caliari de Neves, Formiga, Fernanda Bellotti, Fonseca, Vanessa Antunes, Carvalho, Marineide Prudencio, Klug, Wilmar Artur","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 31-35","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100007&lang=pt" 
"S0102-67202013000100008-scl","Tumores neuroendócrinos do cólon e reto: experiência do Instituto Nacional do Câncer no Brasil","Cesar, Daniel, Zanatto, Renato Morato, Silva, Marcus Vinícius Motta Valadão da, Golçalves, Rinaldo, Mello, Eduardo Linhares Riello de, Jesus, José Paulo de","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 36-39","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100008&lang=pt" 
"S0102-67202013000100009-scl","Ligadura da veia porta associada à bipartição do fígado para hepatectomia em dois estágios (ALPPS): experiência brasileira","Torres, Orlando Jorge Martins, Fernandes, Eduardo de Souza Martins, Oliveira, Cassio Virgilio Cavalcante, Lima, Cristiano Xavier, Waechter, Fabio Luiz, Moraes-Junior, Jose Maria Assunção, Linhares, Marcelo Moura, Pinto, Rinaldo Danese, Herman, Paulo, Machado, Marcel Autran Cesar","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 40-43","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100009&lang=pt" 
"S0102-67202013000100010-scl","Uso de soluções hipertônicas para preservação hepática em ratos","Yamaki, Vitor Nagai, Teixeira, Renan Kleber Costa, Brito, Marcus Vinicius Henriques","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 44-48","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100010&lang=pt" 
"S0102-67202013000100012-scl","Menor tempo de jejum pré-operatório e alimentação precoce no pós-operatório são seguros?","Ludwig, Raquele Brinckmann, Paludo, Juliana, Fernandes, Daieni, Scherer, Fernanda","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 54-58","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100012&lang=pt" 
"S0102-67202013000100014-scl","Reconstrução arterial no transplante hepático: a melhor reconstrução para variação da artéria hepática direita","Andraus, Wellington, Haddad, Luciana BP, Ducatti, Liliana, Martino, Rodrigo B, Santos, Vinicius Rocha, D&#039;Albuquerque, Luiz Augusto C","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 26(1); 62-65","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202013000100014&lang=pt" 
"S1984-70332013000100002-scl","Implications on the introduction of transgenics in Brazilian maize breeding programs","Parentoni, Sidney Netto, Miranda, Rubens Augusto de, Garcia, João Carlos","Crop Breeding and Applied Biotechnology; 13(1); 9-22","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100002&lang=pt" 
"S1984-70332013000100003-scl","Resistance of soybean genotypes to the reniform nematode in a controlled environment","Melo, Carlos Lasaro Pereira de, Santos, Wanderléia Rodrigues dos, Asmus, Guilherme Lafourcade","Crop Breeding and Applied Biotechnology; 13(1); 23-32","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100003&lang=pt" 
"S1984-70332013000100004-scl","Search for sources of resistance to Fusarium wilt (Fusarium oxysporum f. sp. vasinfectum) in okra germplasm","Aguiar, Frederick Mendes, Michereff, Sami Jorge, Boiteux, Leonardo Silva, Reis, Ailton","Crop Breeding and Applied Biotechnology; 13(1); 33-40","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100004&lang=pt" 
"S1984-70332013000100005-scl","Two cycles of recurrent selection in red bean breeding","Menezes Júnior, José Ângelo Nogueira de, Rezende Júnior, Laércio da Silva, Rocha, Gilmar Silvério da, Silva, Vanessa Maria Pereira e, Pereira, Alisson Campos, Carneiro, Pedro Crescêncio Souza, Peternelli, Luis Alexandre, Carneiro, José Eustáquio de Souza","Crop Breeding and Applied Biotechnology; 13(1); 41-48","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100005&lang=pt" 
"S1984-70332013000100008-scl","Genetic variation in the emblematic Puya raimondii (Bromeliaceae) from Huascarán National Park, Peru","Hornung-Leoni, Claudia Teresa, Sosa, Victoria, Simpson, June, Gil, Katia","Crop Breeding and Applied Biotechnology; 13(1); 67-74","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100008&lang=pt" 
"S1984-70332013000100009-scl","Resistance to Asian soybean rust in soybean lines with the pyramided three Rpp genes","Yamanaka, Naoki, Lemos, Noelle G, Uno, Miori, Akamatsu, Hajime, Yamaoka, Yuichi, Abdelnoor, Ricardo V, Braccini, Alessandro L, Suenaga, Kazuhiro","Crop Breeding and Applied Biotechnology; 13(1); 75-82","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100009&lang=pt" 
"S1984-70332013000100010-scl","Evaluation of sugarcane genotypes and production environments in Paraná by GGE biplot and AMMI analysis","Mattos, Pedro Henrique Costa de, Oliveira, Ricardo Augusto de, Bespalhok Filho, João Carlos, Daros, Edelclaiton, Veríssimo, Mario Alvaro Aloiso","Crop Breeding and Applied Biotechnology; 13(1); 83-90","Crop Breeding and Applied Biotechnology","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332013000100010&lang=pt" 
"S0006-87052013000100001-scl","Bragantia: um novo ciclo","Blain, Gabriel Constantino, Ribeiro, Rafael Vasconcelos","Bragantia; 72(1); 01-02","Bragantia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052013000100001&lang=pt" 
"S0006-87052013000100005-scl","Reação de cultivares de cana-de-açúcar à broca do colmo","Dinardo-Miranda, Leila Luci, Fracasso, Juliano Vilela, Costa, Viviane Pereira da, Anjos, Ivan Antonio dos, Lopes, Diego Olympio Peixoto","Bragantia; 72(1); 29-34","Bragantia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052013000100005&lang=pt" 
"S0006-87052013000100006-scl","Detecção e monitoramento da resistência do tripes Frankliniella occidentalis ao inseticida espinosade","Rais, Débora Soller, Sato, Mário Eidi, Silva, Marcos Zatti da","Bragantia; 72(1); 35-40","Bragantia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052013000100006&lang=pt" 
"S0006-87052013000100014-scl","Bragantia, v.71, n.4, 2012","","Bragantia; 72(1); 105-106","Bragantia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052013000100014&lang=pt" 
"S0006-87052013000100007-scl","Mecanismos bioquímicos da defesa do algodoeiro à mancha de ramulária mediados pelo silício","Curvêlo, Carmen Rosa da Silva, Rodrigues, Fabrício Ávila, Silva, Leandro de Castro, Nascimento, Kelly Juliane Telles, Berger, Paulo Geraldo","Bragantia; 72(1); 41-51","Bragantia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052013000100007&lang=pt" 
"S0006-87052013000100008-scl","Silício alterando compostos derivados da pirólise de bainhas foliares de plantas de arroz infectadas por Rhizoctonia solani","Schurt, Daniel Augusto, Rodrigues, Fabrício Ávila, Carré-Missio, Vivian, Soares, Nilda Fátima Ferreira","Bragantia; 72(1); 52-60","Bragantia","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0006-87052013000100008&lang=pt" 
"S0101-73302013000100001-scl","","","Educação &amp; Sociedade; 34(122); 15-22","Educação &amp; Sociedade","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302013000100001&lang=pt" 
"S0101-73302013000100007-scl","El reclutamiento de los docentes en Argentina: una aproximación a partir de la ocupación de sus cónyuges","Donaire, Ricardo","Educação &amp; Sociedade; 34(122); 121-138","Educação &amp; Sociedade","Espanhol","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302013000100007&lang=pt" 
"S1414-32832013000100020-scl","Recursos e adversidades no ambiente familiar de indivíduos usuários de crack","Seleghim, Maycon Rogério","Interface - Comunicação, Saúde, Educação; 17(44); 233-234","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100020&lang=pt" 
"S1414-32832013000100019-scl","","Rios, Izabel Cristina","Interface - Comunicação, Saúde, Educação; 17(44); 229-232","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100019&lang=pt" 
"S1414-32832013000100001-scl","Interface: um projeto em movimento","Cyrino, Antonio Pithon, Schraiber, Lilia Blima, Foresti, Miriam","Interface - Comunicação, Saúde, Educação; 17(44); 5-6","Interface - Comunicação, Saúde, Educação","Inglês, Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100001&lang=pt" 
"S1414-32832013000100008-scl","Análise da comunicação acerca da sexualidade, estabelecida pelas enfermeiras, com pacientes no contexto assistencial do câncer de mama","Junqueira, Lilian Cláudia Ulian, Vieira, Elisabeth Meloni, Giami, Alain, Santos, Manoel Antônio dos","Interface - Comunicação, Saúde, Educação; 17(44); 89-101","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100008&lang=pt" 
"S1414-32832013000100021-scl","Assim é, se lhe parece: &quot;em-cena-ação&quot; científica num país fictício em tempos de publicar ou perecer... mas bem que poderia ser no Brasil","Vilaça, Murilo Mariano, Pederneira, Isabella Lopes","Interface - Comunicação, Saúde, Educação; 17(44); 235-241","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100021&lang=pt" 
"S1414-32832013000100017-scl","Uma reflexão sobre os múltiplos sentidos da docência em saúde","Oliveira, Gilson Saippa, Koifman, Lilian","Interface - Comunicação, Saúde, Educação; 17(44); 211-218","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100017&lang=pt" 
"S1414-32832013000100022-scl","Sightseeing: paisagens arquivadas","Valent, Isabela Umbuzeiro","Interface - Comunicação, Saúde, Educação; 17(44); 243-255","Interface - Comunicação, Saúde, Educação","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-32832013000100022&lang=pt" 
"S0100-736X2013000300002-scl","Caracterização epidemiológica e fatores de risco associados à infecção por Chlamydophila abortus em ovinos deslanados do semiárido brasileiro","Farias, Areano E.M., Higino, Severino S.S., Azevedo, Sergio S., Costa, Diego F., Santos, Fabrine A., Santos, Carolina S.A.B., Piatti, Rosa Maria, Alves, Clebert J.","Pesquisa Veterinária Brasileira; 33(3); 286-290","Pesquisa Veterinária Brasileira","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300002&lang=pt" 
"S0100-736X2013000300001-scl","Experimental osteoarthritis in rabbits: lesion progression","Campos, Wilma N.S., Souza, Marcos A., Ruiz, Thaís, Peres, Thalita P., Néspoli, Pedro B., Marques, Alessandro T.C., Colodel, Edson M., Souza, Roberto Lopes de","Pesquisa Veterinária Brasileira; 33(3); 279-285","Pesquisa Veterinária Brasileira","Inglês","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2013000300001&lang=pt" 
"S1852-38622013000100001-arg","EDITORIAL","Perrone, Sergio V.","Insuficiencia cardíaca; 8(1); 1-1","Insuficiencia cardíaca","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100001&lang=pt" 
"S1852-38622013000100002-arg","Complejo QRS fragmentado: Utilidad como predictor de riesgo cardiovascular y correlación con trastornos regionales de motilidad y anatomía coronaria","García, Maximiliano, Heredia, Verónica, Traversaro, Mauricio, Martínez, Vanina, Cermesoni, Raúl, Guimaraenz, Marcelo, De Feo, Fernando, Estebanez, María José","Insuficiencia cardíaca; 8(1); 2-8","Insuficiencia cardíaca","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100002&lang=pt" 
"S1852-38622013000100003-arg","Tromboembolismo pulmonar: rol del dímero D","Sosa Tomada¹, María, Isa Massa¹, Guillermo, Cuenca Ibáñez¹, Miguel, López¹, Lorena, Soria ¹, Gustavo, Isa¹, Camilo, Oporto Velasco², Luis, Muntaner³, Juan","Insuficiencia cardíaca; 8(1); 9-14","Insuficiencia cardíaca","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100003&lang=pt" 
"S1852-38622013000100004-arg","Rol del bloqueo aldosterónico en el tratamiento de la hipertensión arterial refractaria y estados de hiperaldosteronismo","Sosa Liprandi, Álvaro, Sosa Liprandi², María Inés, Huerín³, Melina, Martínez4, Felipe, Kotliar, Carol, Berlante, Ezequiel, Majul, Claudio, Villamil, Alberto, Koretzky, Martín, Epstein, Eduardo D., Perasso, Edgard, Rodríguez, Pablo D., Pereira Redondo, Juan Carlos, Mónaco, Rolando","Insuficiencia cardíaca; 8(1); 15-19","Insuficiencia cardíaca","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100004&lang=pt" 
"S1852-38622013000100005-arg","¿Cómo reducir los accidentes cerebrovasculares en Latinoamérica? Parte 4","Avezum¹, Álvaro, Cantú, Carlos, González-Zuelgaray³, Jorge, True Hills4, Mellanie, Lobban MB, Trudie, Massaro6, Ayrton, Meschengieser7, Susana, Norrving8, Bo, Reyes-Caorsi9, Walter","Insuficiencia cardíaca; 8(1); 20-30","Insuficiencia cardíaca","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100005&lang=pt" 
"S1852-38622013000100006-arg","Monitoreo continuo del segmento ST a través del electrograma intracardíaco por un dispositivo cardíaco implantable","Bevacqua, Raúl J.","Insuficiencia cardíaca; 8(1); 31-40","Insuficiencia cardíaca","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100006&lang=pt" 
"S1852-38622013000100007-arg","Cardiomiopatia alcoólica agravada pela quimioterapia do câncer","Lanzieri¹, Pedro Gemal, Haffner², , da Silva¹, Carolina Neiva Guedes, Macedo¹, Raquel de Araujo, Luiz Ribeiro³, Mário, Villacorta Junior4, Humberto, Martins4, Wolney de Andrade","Insuficiencia cardíaca; 8(1); 41-45","Insuficiencia cardíaca","Português","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622013000100007&lang=pt" 
"S1405-55462013000100001-mex","Editorial","Sepúlveda Lima, Roberto","Computación y Sistemas; 17(1); 3-4","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100001&lang=pt" 
"S1405-55462013000100010-mex","Decision Tree based Classifiers for Large Datasets","Franco-Arcega, Anilu, Carrasco-Ochoa, Jesús Ariel, Sánchez-Díaz, Guillermo, Martínez-Trinidad, José Francisco","Computación y Sistemas; 17(1); 95-102","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100010&lang=pt" 
"S1405-55462013000100002-mex","Indexing and Comparison of Multi-Dimensional Entities in a Recommender System based on Ontological Approach","Bakaev, Maxim, Avdeenko, Tatiana","Computación y Sistemas; 17(1); 5-13","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100002&lang=pt" 
"S1405-55462013000100003-mex","Backpropagation through Time Algorithm for Training Recurrent Neural Networks using Variable Length Instances","Grau, Isel, Nápoles, Gonzalo, Bonet, Isis, García, María Matilde","Computación y Sistemas; 17(1); 15-24","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100003&lang=pt" 
"S1405-55462013000100004-mex","An Application of Fuzzy Logic for Hardware/Software Partitioning in Embedded Systems","Díaz Pando, Humberto, Cuenca Asensi, Sergio, Sepúlveda Lima, Roberto, Fajardo Calderín, Jenny, Rosete Suárez, Alejandro","Computación y Sistemas; 17(1); 25-39","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100004&lang=pt" 
"S1405-55462013000100005-mex","Feature Selection using Associative Memory Paradigm and Parallel Computing","Aldape-Pérez, Mario, Yañez-Márquez, Cornelio, Camacho-Nieto, Oscar, Ferreira-Santiago, Ángel","Computación y Sistemas; 17(1); 41-52","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100005&lang=pt" 
"S1405-55462013000100006-mex","Metaheurísticas multiobjetivo adaptativas","Machin Navas, Mirialys, Nebro Urbaneja, Antonio J.","Computación y Sistemas; 17(1); 53-62","Computación y Sistemas","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100006&lang=pt" 
"S1405-55462013000100007-mex","A Novel Approach for Pseudo-Random Seed Generation","Pelaiz, Sacha, Tejera, Renier","Computación y Sistemas; 17(1); 63-68","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100007&lang=pt" 
"S1405-55462013000100008-mex","Unit Tests of Software in a University Environment","Gómez, Darlene, Jústiz, Dalila, Delgado, Martha","Computación y Sistemas; 17(1); 69-77","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100008&lang=pt" 
"S1405-55462013000100009-mex","Business Process Modeling: Evolution of the Concept in a University Context","Espinosa, Yuliet, López, Carlos Ramón","Computación y Sistemas; 17(1); 79-93","Computación y Sistemas","Inglês","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-55462013000100009&lang=pt" 
"S1887-85712013000100006-esp","Evaluación positiva de medicamentos: 4.º Trimestre 2012","Puerro Vicente, M., García Luque, A., Prats Olivan, P., González Alfonso, M.","Sanidad Militar; 69(1); 43-47","Sanidad Militar","Espanhol","2013","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1887-85712013000100006&lang=pt" 
