"S0718-34292006000300009-chl","CALPODES ETHLIUS (STOLL, 1782) (LEPIDOPTERA: HESPERIIDAE): PRIMER REGISTRO DE DISTRIBUCIÓN PARA EL EXTREMO NORTE DE CHILE","Vargas, Héctor A, H.H. Mielke, Olaf, Casagrande, Mirna M","Idesia (Arica); 24(3); 69-70","Idesia (Arica)","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-34292006000300009&lang=pt" 
"S0370-41062006000600008-chl","Pulmón esofágico: Caso clínico","Yankovic B, Francisca, Varela B, Patricio, Casado F, Cristina, Herrera G, Oscar, Latorre L, Juan José","Revista chilena de pediatría; 77(6); 604-607","Revista chilena de pediatría","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062006000600008&lang=pt" 
"S0370-41062006000600009-chl","La salud del niño aymara","Kirberg B, Arturo","Revista chilena de pediatría; 77(6); 608-609","Revista chilena de pediatría","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062006000600009&lang=pt" 
"S0370-41062006000600010-chl","CRÓNICA","","Revista chilena de pediatría; 77(6); 610-619","Revista chilena de pediatría","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062006000600010&lang=pt" 
"S0370-41062006000600011-chl","RESÚMENES DEL XLVI CONGRESO CHILENO DE PEDIATRÍA","","Revista chilena de pediatría; 77(6); 621-688","Revista chilena de pediatría","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062006000600011&lang=pt" 
"S0370-41062006000600002-chl","Síndrome compartimental del abdomen en el paciente crítico","Tomicic F, Vinko, Cruces R, Pablo, Donoso F, Alejandro","Revista chilena de pediatría; 77(6); 557-567","Revista chilena de pediatría","Espanhol","2006","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062006000600002&lang=pt" 
"S1690-75152006000300004-ven","Valores necesarios en la transformación de la Universidad del Zulia","Rodríguez Domínguez, Karina, Annicchiarico Díaz, Elvira, Díaz-Barrios, Jazmín","Enlace; 3(3); 51-65","Enlace","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-75152006000300004&lang=pt" 
"S1690-75152006000300002-ven","El cine como recurso tecnológico en la creación de conocimiento: estudio de caso en la enseñanza de la orientación de la violencia familiar","Campo-Redondo, María","Enlace; 3(3); 11-31","Enlace","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-75152006000300002&lang=pt" 
"S1690-75152006000300003-ven","Propuesta estructural para la construcción metodológica en investigación cualitativa como dinámica del conocimiento social","Meléndez Ferrer, Luis, Pérez Jiménez, César","Enlace; 3(3); 33-50","Enlace","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-75152006000300003&lang=pt" 
"S1690-75152006000300001-ven","","Andrade, Jesús Alberto","Enlace; 3(3); 7-8","Enlace","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-75152006000300001&lang=pt" 
"S1690-75152006000300006-ven","La praxis en el pensamiento de Adolfo Sánchez Vázquez","Uc Sánchez, Manuel","Enlace; 3(3); 85-96","Enlace","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-75152006000300006&lang=pt" 
"S1690-75152006000300005-ven","Externalismo y escepticismo","Silva Filho, Waldomiro José","Enlace; 3(3); 67-82","Enlace","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1690-75152006000300005&lang=pt" 
"S1315-64112006000300014-ven","Resemantización del estereotipo femenino en los medios: La cuaima, la heroína y el ama de casa","Castro¹, Holanda","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 211-219","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300014&lang=pt" 
"S1315-64112006000300013-ven","El Estilo de Colina:Representaciones homosociales en la Venezuela reciente","Navarrete Sánchez, Rodrigo José¹","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 195-209","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300013&lang=pt" 
"S1315-64112006000300012-ven","Disciplina y control:: Los manuales de urbanidad y la construcción de la masculinidad hegemónica a finales del siglo XIX en Venezuela","Tova¹, Marianela","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 179-193","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300012&lang=pt" 
"S1315-64112006000300011-ven","La sensualidad sugerida:La experiencia de viajeros por Venezuela en el siglo XIX","de Abreu Xavier¹, Antonio","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 165-177","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300011&lang=pt" 
"S1315-64112006000300010-ven","Mujeres díscolas y maridos sumisos:La subversión del orden establecido.Conflictos maritales en Venezuela 1700-1821","Moreno Bravo¹, Eva","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 153-164","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300010&lang=pt" 
"S1315-64112006000300008-ven","¿Estudios sobre diversidad sexual, estudios sobre minorías sexuales?","Rovero¹, Gisela Kozak","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 135-141","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300008&lang=pt" 
"S1315-64112006000300009-ven","El oficio de ser mujer. Vivencias del género femenino en la Caracas del siglo XVIII","Rivas C, Yelitza C.","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 143-152","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300009&lang=pt" 
"S1315-64112006000300001-ven","Editorial","","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 7-9","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300001&lang=pt" 
"S1315-64112006000300002-ven","Las elecciones de diciembre 2005 y la cuestión democrática","Parker, Dick","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 13-52","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300002&lang=pt" 
"S1315-64112006000300003-ven","La cuestión del poder y los movimientos sociales: Reflexión pos-Foro Social Mundial Caracas 2006","García-Guadilla¹, María Pilar, Lagorio², Carlos","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 53-65","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300003&lang=pt" 
"S1315-64112006000300004-ven","Utopía y ciencia en los clásicos de la teoría social","Larrique P, Diego","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 67-95","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300004&lang=pt" 
"S1315-64112006000300005-ven","El surgimiento del complejo de socorro y reconstrucción","Bello¹, walden","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 97-115","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300005&lang=pt" 
"S1315-64112006000300007-ven","Si la naturaleza se opone...Una mirada antropológica y política hacia el género y la diferencia sexual","Amodio¹, manuele","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 125-134","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300007&lang=pt" 
"S1315-64112006000300006-ven","Por fin… Estudios de diversidad sexual en Venezuela","Navarrete, Rodrigo, Castro, Holanda","Revista Venezolana de Economía y Ciencias Sociales; 12(3); 119-124","Revista Venezolana de Economía y Ciencias Sociales","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S1315-64112006000300006&lang=pt" 
"S1415-65552006000400002-scl","Rede de relações interorganizacionais no campo organizacional de Videira-SC","Machado-da-Silva, Clóvis L., Coser, Claudia","Revista de Administração Contemporânea; 10(4); 9-45","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400002&lang=pt" 
"S1415-65552006000400004-scl","Gerenciamento da cadeia de abastecimento de hortifrutigranjeiros frescos: uma pesquisa exploratória no Reino Unido","Zanquetto Filho, Hélio, Fearne, Andrew, Pizzolato, Nélio Domingues","Revista de Administração Contemporânea; 10(4); 71-92","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400004&lang=pt" 
"S1415-65552006000400005-scl","O processo sucessório e a cultura organizacional em uma empresa familiar brasileira","Estol, Kátia Maria Felipe, Ferreira, Maria Cristina","Revista de Administração Contemporânea; 10(4); 93-110","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400005&lang=pt" 
"S1415-65552006000400006-scl","Políticas para stakeholders: um objetivo ou uma estratégia organizacional?","Campos, Taiane Las Casas","Revista de Administração Contemporânea; 10(4); 111-130","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400006&lang=pt" 
"S1415-65552006000400007-scl","O Uso da técnica de modelagem em equações estruturais na área de marketing: um estudo comparativo entre publicações no Brasil e no exterior","Brei, Vinícius Andrade, Liberali Neto, Guilherme","Revista de Administração Contemporânea; 10(4); 131-151","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400007&lang=pt" 
"S1415-65552006000400008-scl","Testando o CAPM condicional nos mercados brasileiro e norte-americano","Tambosi Filho, Elmo, Costa Júnior, Newton C. A. da, Rossetto, José Roberto","Revista de Administração Contemporânea; 10(4); 153-168","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400008&lang=pt" 
"S1415-65552006000400009-scl","O uso de informações por analistas de investimento na avaliação de empresas: à procura de padrões","Boff, Luiz Henrique, Procianoy, Jairo Laser, Hoppen, Norberto","Revista de Administração Contemporânea; 10(4); 169-192","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400009&lang=pt" 
"S1415-65552006000400011-scl","Terminei o mestrado: e agora?","Oliveira, Lucia Barbosa de","Revista de Administração Contemporânea; 10(4); 199-215","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400011&lang=pt" 
"S1415-65552006000400016-scl","","Jabbour, Charbel José Chiappetta","Revista de Administração Contemporânea; 10(4); 221-221","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400016&lang=pt" 
"S1415-65552006000400014-scl","Pesquisa qualitativa em administração","Souza, André S. de","Revista de Administração Contemporânea; 10(4); 221-221","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400014&lang=pt" 
"S1415-65552006000400015-scl","","Rossoni, Luciano","Revista de Administração Contemporânea; 10(4); 221-221","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400015&lang=pt" 
"S1415-65552006000400001-scl","Editorial","","Revista de Administração Contemporânea; 10(4); -","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400001&lang=pt" 
"S1415-65552006000400013-scl","Representações sociais na área de gestão em saúde: teoria e prática","Pimentel, Thiago Duarte","Revista de Administração Contemporânea; 10(4); 221-221","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400013&lang=pt" 
"S1415-65552006000400003-scl","Competências empreendedoras de dirigentes de empresas brasileiras de médio e grande porte que atuam em serviços da nova economia","Mello, Sérgio Carvalho Benício de, Leão, André Luiz Maranhão de Souza, Paiva Júnior, Fernando Gomes de","Revista de Administração Contemporânea; 10(4); 47-69","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400003&lang=pt" 
"S1415-65552006000400010-scl","Uma luz sobre as práticas docentes na pós-graduação: a pesquisa sobre ensino e aprendizagem em administração","Fischer, Tânia","Revista de Administração Contemporânea; 10(4); 193-197","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400010&lang=pt" 
"S1415-65552006000400012-scl","A reinvenção do bazar: uma história dos mercados","Soares, Ari de Souza","Revista de Administração Contemporânea; 10(4); 217-219","Revista de Administração Contemporânea","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552006000400012&lang=pt" 
"S1726-22162006000100001-per","Estado actual de la diversidad florística del Páramo sectores: El Espino y Palambe, Sallique, Jaén. Cajamarca. Perú","Marcelo Peña, José Luís, Sánchez Vega, Isidoro, Millán Tapia, José F.","Ecología Aplicada; 5(1-2); 1-8","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100001&lang=pt" 
"S1726-22162006000100002-per","Estructura y diversidad de Lianas y Hemiepífitas de la Selva Baja de la Provincia de Oxapampa - Pasco, Perú","Revilla Minaya, Caissa, Calderón Rodríguez, Abelardo","Ecología Aplicada; 5(1-2); 9-21","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100002&lang=pt" 
"S1726-22162006000100003-per","Patrones poblacionales de las principales especies herbáceas en la Reserva Nacional de Lachay","Teixeira Roth, Vanessa, Sánchez Infantas, Edgar","Ecología Aplicada; 5(1-2); 23-27","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100003&lang=pt" 
"S1726-22162006000100004-per","Plantas vasculares de la Bahía de Juli, Lago Titicaca, Puno-Perú","Arteta, María, Corrales, Massiel, Dávalos, Carla, Delgado, Amalia, Sinca, Felipe, Hernani, Lizbeth, Bojórquez, Javier","Ecología Aplicada; 5(1-2); 29-36","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100004&lang=pt" 
"S1726-22162006000100005-per","Observaciones ecológicas y taxonomía del género Codonanthe (Mart.) Hanst. (GESNERIACEAE) en la Cuenca del Río Los Amigos, Madre de Dios - Perú","Vega, Michael S., Ceroni, Aldo, Reynel, Carlos","Ecología Aplicada; 5(1-2); 37-43","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100005&lang=pt" 
"S1726-22162006000100006-per","Perfil ecológico de cuatro rodales de Camu Camu árbol Myrciaria floribunda (H. West. ex Willd) O. Berg. en Ucayali","López, Antonio, Bicerra, Enrique, Díaz, Edgar","Ecología Aplicada; 5(1-2); 45-52","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100006&lang=pt" 
"S1726-22162006000100007-per","Clasificación de las comunidades vegetales en la Región Arida del Estado de Chichuahua, México","Sosa, Manuel, Galarza, José Luis, Lebgue, Toutcha, Soto, Ricardo, Puga, Soraya","Ecología Aplicada; 5(1-2); 53-59","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100007&lang=pt" 
"S1726-22162006000100008-per","Supervivencia de plántulas de Melocactus peruvianus Vaupel y Haageocereus pseudomelanostele subsp. aureispinus (Rauh &amp; Backeberg) Ostolaza, en condiciones experimentales. Cerro Umarcata, Valle del Río Chillón, Lima","Castro Cepero, Viviana, Eyzaguirre Pérez, Raúl, Ceroni Stuva, Aldo","Ecología Aplicada; 5(1-2); 61-66","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100008&lang=pt" 
"S1726-22162006000100009-per","Aclimatación de Uncaria tormentosa (Willd.) DC. producida in vitro","Domínguez Torrejón, Gilberto, Donayre Gómez, María Luz","Ecología Aplicada; 5(1-2); 67-74","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100009&lang=pt" 
"S1726-22162006000100010-per","Análisis de la variabilidad molecular de una colección peruana de Smallanthus sonchifolius (Poepp &amp; Endl) H. Robinson &quot;Yacón&quot;","Mansilla S., Roberto C., López B., César, Blas S., Raúl, Chia W., Julio, Baudoin, J.","Ecología Aplicada; 5(1-2); 75-80","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100010&lang=pt" 
"S1726-22162006000100011-per","Diversidad genética molecular de Mirabilis expansa mediante RAPD: Molecular genetic diversity of Mirabilis expansa using RAP","Chia W., Julio A., López B., César F., Blas S., Raúl, Seminario, J., Mansilla, R., Baudoin, J. P.","Ecología Aplicada; 5(1-2); 81-86","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100011&lang=pt" 
"S1726-22162006000100012-per","Producción de biofertilizantes utilizando　 Pseudomonas sp.","Santillana Villanueva, Nery","Ecología Aplicada; 5(1-2); 87-91","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100012&lang=pt" 
"S1726-22162006000100013-per","Efecto de diferentes fuentes de nitrógeno en el contenido de carotenoides y clorofila de cuatro cepas peruanas de Dunaliella salina Teod.","Serpa Ibáñez, Román Felipe, Calderón Rodríguez, Abelardo","Ecología Aplicada; 5(1-2); 93-99","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100013&lang=pt" 
"S1726-22162006000100014-per","Evaluación de objetivos de conservación de áreas protegidas a partir del análisis del área de campeo y población mínima viable de especies de félidos y cánidos. El Parque Nacional Torotoro (Potosí, Bolivia) como ejemplo","Richard, Enrique, Fontúrbel Rada, Francisco, García Crispieri, Gonzalo","Ecología Aplicada; 5(1-2); 101-110","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100014&lang=pt" 
"S1726-22162006000100015-per","Análisis de las relaciones de preferencia entre frutos componente de la dieta de la corzuela parda Mazama gouazoubira Fischer (Mammalia, Cervidae) en un ambiente secundario de Yungas (Tucumán-Argentina)","Richard, Enrique, Fontúrbel Rada, Francisco","Ecología Aplicada; 5(1-2); 111-117","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100015&lang=pt" 
"S1726-22162006000100016-per","Variación temporal de la abundancia y diversidad de aves limícolas en el refugio de vida silvestre Pantanos de Villa, Perú","Torres, Miriam, Quinteros, Zulema, Takano, Fernando","Ecología Aplicada; 5(1-2); 119-125","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100016&lang=pt" 
"S1726-22162006000100017-per","Avifauna del bosque chaqueño oriental de la Provincia de Córdova, Argentina","Giraudo, Liliana, Kufner, Maura, Torres, Ricardo, Tamburini, Daniela, Briguera, Verónica, Gavier, Gregorio","Ecología Aplicada; 5(1-2); 127-136","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100017&lang=pt" 
"S1726-22162006000100018-per","Porcentaje de hembras del Guacamayo Cabeciazul Primolius couloni (Sclater, 1876) mantenidos en cautiverio en cuatro centros de manejo de fauna silvestre en el Perú","Cáceres, Aimy, Williams de Castro, Martha","Ecología Aplicada; 5(1-2); 137-140","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100018&lang=pt" 
"S1726-22162006000100019-per","Aspectos reproductivos del pejerrey Odontesthes regia regia (Humboldt 1821) en la zona de Pisco durante el período 1996-97 y mayo-julio del 2002, relacionados con su conservación","Gómez Alfaro, Claudia, Perea de la Matta, Angel, Williams de Castro, Martha","Ecología Aplicada; 5(1-2); 141-147","Ecología Aplicada","Espanhol","2006","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-22162006000100019&lang=pt" 
