"S1888-75462015000400023-esp","Estudios del perfil bioquímico de jugadores de fútbol profesional","Fernández-Gere, A., Barcos-Molina, M.A., Latorre, J.A., Martínez-Bebía, M., Mariscal-Arcas, M.","Revista Andaluza de Medicina del Deporte; 8(4); 181-181","Revista Andaluza de Medicina del Deporte","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1888-75462015000400023&lang=pt" 
"S0104-42302015000600524-scl","Elevated serum osteoprotegerin levels in women: friend or foe?","Sasso, Gisela Rodrigues da Silva, Florencio-Silva, Rinaldo, Simões, Ricardo Santos, Baracat, Maria Cândida Pinheiro, Soares Júnior, José Maria, Baracat, Edmund Chada","Revista da Associação Médica Brasileira; 61(6); 524-529","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000600524&lang=pt" 
"S0104-42302015000600536-scl","Cervical cancer: what&#039;s new?","Sadalla, José Carlos, Andrade, Jurandyr Moreira de, Genta, Maria Luiza Nogueira Dias, Baracat, Edmund Chada","Revista da Associação Médica Brasileira; 61(6); 536-542","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000600536&lang=pt" 
"S0101-74382015000300465-scl","QUANTUM INSPIRED PARTICLE SWARM COMBINED WITH LIN-KERNIGHAN-HELSGAUN METHOD TO THE TRAVELING SALESMAN PROBLEM","Herrera, Bruno Avila Leal de Meirelles, Coelho, Leandro dos Santos, Steiner, Maria Teresinha Arns","Pesquisa Operacional; 35(3); 465-488","Pesquisa Operacional","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-74382015000300465&lang=pt" 
"S0718-19572015000400012-chl","Seaweeds agarophytes and associated epiphytic bacteria along Alexandria coastline, Egypt, with emphasis on the evaluation and extraction of agar and agarose","Ibrahim, Hassan A.H, Beltagy, Ehab A, Shams El-Din, Nihal G, Zokm, Gehan M. El, El-Sikaily, Amany M, Abu-Elela, Gehan M","Revista de biología marina y oceanografía; 50(3); 545-561","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400012&lang=pt" 
"S0718-19572015000400009-chl","Marine fungoid producers of DHA, EPA and carotenoids from central and southern Chilean marine ecosystems","Pino, Natalie L, Socias, Cristian, González, Rodrigo R","Revista de biología marina y oceanografía; 50(3); 507-520","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400009&lang=pt" 
"S0718-19572015000400004-chl","Desempeño reproductivo y primeros estadios de vida en corvina pinta Cynoscion nebulosus en cautiverio","Ibarra-Castro, Leonardo, Gutiérrez-Sigeros, I, Alvarez-Lajonchère, Luis, Durruty-Lagunes, C.V, Sánchez-Zamora, A","Revista de biología marina y oceanografía; 50(3); 439-451","Revista de biología marina y oceanografía","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400004&lang=pt" 
"S0718-19572015000400006-chl","Annual cycle of phytoplankton with emphasis on potentially harmful species in oyster beds of Términos Lagoon, southeastern Gulf of Mexico","Poot-Delgado, Carlos A, Okolodkov, Yuri B, Aké-Castillo, José A, Rendón-von Osten, Jaime","Revista de biología marina y oceanografía; 50(3); 465-477","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400006&lang=pt" 
"S0718-19572015000400011-chl","Biochemical composition of the nereidid Perinereis cultrifera from the Egyptian Mediterranean Coast","Moussa Dorgham, Mohamed, Hamdy, Rasha, Hassan, Hoda, Rasheedy, Al, Mohamed Atta, Manal","Revista de biología marina y oceanografía; 50(3); 535-543","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400011&lang=pt" 
"S0718-19572015000400013-chl","Spatial and temporal variations of coastal fish larvae, ectoparasites and oceanographic conditions off central Chile","Landaeta, Mauricio F, Zavala-Muñoz, Francisca, Palacios-Fuentes, Pámela, Bustos, Claudia A, Alvarado-Niño, Mónica, Letelier, Jaime, Cáceres, Mario A, Muñoz, Gabriela","Revista de biología marina y oceanografía; 50(3); 563-574","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400013&lang=pt" 
"S0718-19572015000400002-chl","Efectos del piojo del salmón Lepeophtheirus salmonis (Copepoda: Caligidae) en las poblaciones de truchas (Salmo trutta) de la costa NE Atlántica","Arechavala-Lopez, Pablo, Thorstad, Eva B, Todd, Christopher D, Uglem, Ingebrigt, Bjørn, Pål A, Gargan, Patrick G, Vollset, Knut W, Halttunen, Elina, Kålås, Steinar, Berg, Marius, Finstad, Bengt","Revista de biología marina y oceanografía; 50(3); 411-426","Revista de biología marina y oceanografía","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400002&lang=pt" 
"S0718-19572015000400007-chl","Operational interactions between the South American sea lion Otaria flavescens and purse seine fishing activities in northern Chile","González, Andrés, Vega, Rodrigo, Yáñez, Eleuterio","Revista de biología marina y oceanografía; 50(3); 479-489","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400007&lang=pt" 
"S0718-19572015000400008-chl","Age and growth of the Dolphinfish Coryphaena hippurus in the coast of Oaxaca and Chiapas, Mexico","Solano-Fernández, Mauricio, Montoya-Márquez, José Alberto, Gallardo-Cabello, Manuel, Espino-Barr, Elaine","Revista de biología marina y oceanografía; 50(3); 491-505","Revista de biología marina y oceanografía","Inglês","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400008&lang=pt" 
"S0718-19572015000400010-chl","Ecología trófica de siete especies de batoideos (Batoidea) en el Pacífico Central Mexicano","Flores-Ortega, Juan Ramón, Godínez-Domínguez, Enrique, González-Sansón, Gaspar","Revista de biología marina y oceanografía; 50(3); 521-533","Revista de biología marina y oceanografía","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-19572015000400010&lang=pt" 
"S0001-60022015000400163-cri","Efectos agudos del ejercicio en la presión arterial. Implicaciones terapéuticas en pacientes hipertensos","Álvarez-Aguilar, Pablo","Acta Médica Costarricense; 57(4); 163-171","Acta Médica Costarricense","Espanhol","2015","http://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0001-60022015000400163&lang=pt" 
"S0213-61632015000400004-esp","Direct infussion Electrospray Mass Spectrometry as a new non-invasive tool for serum metabolomics in induced-stress subjects","Lorenzo-Tejedor, Mónica, Cámara, Concepción de la, Lopez-Anton, Raul, Bailon, Raquel, Aguiló, Jordi, Bernal Ruiz, María Luisa","The European Journal of Psychiatry; 29(4); 259-275","The European Journal of Psychiatry","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632015000400004&lang=pt" 
"S0213-61632015000400006-esp","Suicide notes: clinical and linguistic analysis from the perspective of the Interpersonal Theory of Suicide","Fernández-Cabana, Mercedes, Ceballos-Espinoza, Francisco, Mateos, Raimundo, Alves-Pérez, María Teresa, García-Caballero, Alejandro Alberto","The European Journal of Psychiatry; 29(4); 293-308","The European Journal of Psychiatry","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632015000400006&lang=pt" 
"S0213-61632015000400002-esp","The Person-Centered Health model in Intellectual Developmental Disorders/Intellectual Disability","Bertelli, Marco O., Bianco, Annamaria, Piva Merli, Micaela, Salvador-Carulla, Luis","The European Journal of Psychiatry; 29(4); 239-248","The European Journal of Psychiatry","Inglês","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632015000400002&lang=pt" 
"S1984-64872015000300019-scl","SEXUALIDAD Y GÉNERO: TENSIONES Y DESPLAZAMIENTOS","Carrara, Sérgio, Lugones, Maria Gabriela, Aguião, Sílvia, Mora, Claudia","Sexualidad, Salud y Sociedad (Rio de Janeiro); (21); 19-24","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Inglês, Espanhol, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872015000300019&lang=pt" 
"S2223-03862015000200002-sza","","","Yesterday and Today; (14); 01-17","Yesterday and Today","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-03862015000200002&lang=pt" 
"S2223-03862015000200010-sza","Teaching World War I: An exploratory study of representations of the Great War in contemporary African textbooks","Bentrovato, Denise","Yesterday and Today; (14); 175-207","Yesterday and Today","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-03862015000200010&lang=pt" 
"S1688-93042015000200003-ury","Las expectativas de búsqueda del primer empleo de universitarios con formación híbrida: El caso de una universidad pública mexicana","Simón, Javier Damián","Cuadernos de Investigación Educativa; 6(2); 33-49","Cuadernos de Investigación Educativa","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042015000200003&lang=pt" 
"S1688-93042015000200002-ury","Uso didáctico de las TIC en las buenas prácticas de enseñanza de las matemáticas: Estudio de las opiniones y concepciones de docentes de educación secundaria en el departamento de Artigas","Téliz, Fabián","Cuadernos de Investigación Educativa; 6(2); 13-31","Cuadernos de Investigación Educativa","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042015000200002&lang=pt" 
"S1688-93042015000200005-ury","Estrategias de capacitación desarrolladas en un entorno corporativo estatal en Uruguay","Gambetta, Marcelo","Cuadernos de Investigación Educativa; 6(2); 71-88","Cuadernos de Investigación Educativa","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042015000200005&lang=pt" 
"S1688-93042015000200004-ury","El patrimonio cultural desde las voces de los jóvenes: Un punto de partida para la educación patrimonial","Careaga, Adriana","Cuadernos de Investigación Educativa; 6(2); 51-70","Cuadernos de Investigación Educativa","Espanhol","2015","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-93042015000200004&lang=pt" 
"S0718-45652015000200004-chl","¿Qué es &quot;educación de calidad&quot; para directores y docentes?","Torche, Pablo, Martínez, Javiera, Madrid, Javiera, Araya, Javier","Calidad en la educación; (43); 103-135","Calidad en la educación","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-45652015000200004&lang=pt" 
"S2223-03862015000200004-sza","The dilemmas of textbook selection - the Department of Education&#039;s 2007 screening of Grade 12 History textbooks - A case study","Siebörger, Rob","Yesterday and Today; (14); 41-57","Yesterday and Today","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2223-03862015000200004&lang=pt" 
"S1010-27522015000300009-cub","Detección de potyvirus en plantas de pimiento (Capsicum annuum L.) y áfidos asociados al cultivo en Cuba","Arana Labrada, Franklyn, Martínez Rivero, María A, Piñol Pérez, Bertha, Duarte Martínez, Leticia, Pacheco Sánchez, Ronal, Quiñones Pantoja, Madelaine","Revista de Protección Vegetal; 30(3); 235-238","Revista de Protección Vegetal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522015000300009&lang=pt" 
"S1010-27522015000300005-cub","Organismos asociados a la pudrición del cogollo de la palma aceitera (Elaeis guineensis Jacq) en San Lorenzo, Ecuador","Rivas Figueroa, Fernando, Herrera Isla, Lidcay","Revista de Protección Vegetal; 30(3); 193-203","Revista de Protección Vegetal","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1010-27522015000300005&lang=pt" 
"S2227-18992015000400008-cub","Desempeño de algoritmos de minería en indicadores académicos: Árbol de Decisión y Regresión Logística","Menes Camejo, Iván, Arcos Medina, Gloria, Gallegos Carrillo, Katherine","Revista Cubana de Ciencias Informáticas; 9(4); 104-117","Revista Cubana de Ciencias Informáticas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2227-18992015000400008&lang=pt" 
"S2227-18992015000400001-cub","Algunas recomendaciones para diseñar aplicaciones para la enseñanza utilizando mapas conceptuales","Lezcano Brito, Mateo, Linares Álvaro, Manuel, Soler Pellicer, Yolanda, Ríos Rodríguez, Lydia","Revista Cubana de Ciencias Informáticas; 9(4); 1-15","Revista Cubana de Ciencias Informáticas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2227-18992015000400001&lang=pt" 
"S2227-18992015000400013-cub","Indicadores para la evaluación de la calidad de la formación del ingeniero en Ciencias Informáticas","Pérez Pino, María Teresa, Ciudad Ricardo, Febe Ángel, Puentes Puentes, Úrsula, Estrada Molina, Odiel, Piñero Gómez, Yordanys, López Velázquez, Aliosmi","Revista Cubana de Ciencias Informáticas; 9(4); 171-186","Revista Cubana de Ciencias Informáticas","Espanhol","2015","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S2227-18992015000400013&lang=pt" 
"S0080-62342015000700065-scl","Avaliação de Programas de Controle de Infecção relacionada a Assistência à Saúde de Hospitais","Alves, Débora Cristina Ignácio, Lacerda, Rúbia Aparecida","Revista da Escola de Enfermagem da USP; 49(spe); 65-73","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700065&lang=pt" 
"S0080-62342015000700117-scl","Interrater reliability of Nursing Activities Score among Intensive Care Unit health professionals","Stuedahl, Marit, Vold, Sidsel, Klepstad, Pål, Stafseth, Siv Karlsson","Revista da Escola de Enfermagem da USP; 49(spe); 117-122","Revista da Escola de Enfermagem da USP","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700117&lang=pt" 
"S0080-62342015000700080-scl","Avaliação da carga de trabalho no pós-operatório de cirurgia cardíaca segundo o Nursing Activities Score","Oliveira, Larissa Bertacchini de, Rodrigues, Adriano Rogério Baldacin, Püschel, Vilanice Alves de Araújo, Silva, Fernanda Aparecida da, Conceição, Suellen Lopes da, Béda, Laísla Baccarin, Fidelis, Bruna, Santana-Santos, Eduesley, Secoli, Silvia Regina","Revista da Escola de Enfermagem da USP; 49(spe); 80-86","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700080&lang=pt" 
"S0080-62342015000700029-scl","Padrão de intervenções de enfermagem realizadas em vítimas de trauma segundo o Nursing Activities Score","Nogueira, Lilia de Souza, Padilha, Katia Grillo, Silva, Daniela Vieira, Lança, Ellen de Fátima Caetano, Oliveira, Elaine Machado de, Sousa, Regina Marcia Cardoso de","Revista da Escola de Enfermagem da USP; 49(spe); 29-35","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700029&lang=pt" 
"S0080-62342015000700043-scl","Processos de medicação, carga de trabalho e a segurança do paciente em unidades de internação","Magalhães, Ana Maria Müller de, Moura, Gisela Maria Schebella Souto de, Pasin, Simone Silveira, Funcke, Lia Brandt, Pardal, Bruna Machado, Kreling, Angélica","Revista da Escola de Enfermagem da USP; 49(spe); 43-50","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700043&lang=pt" 
"S0080-62342015000700051-scl","Prevalência e características das feridas em pessoas idosas residentes na comunidade","Duim, Etienne, Sá, Felipe Henrique Cardoso de, Duarte, Yeda Aparecida de Oliveira, Oliveira, Rita de Cassia Burgos de, Lebrão, Maria Lucia","Revista da Escola de Enfermagem da USP; 49(spe); 51-57","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700051&lang=pt" 
"S0080-62342015000700058-scl","Estresse, coping e burnout da Equipe de Enfermagem de Unidades de Terapia Intensiva: fatores associados","Andolhe, Rafaela, Barbosa, Ricardo Luis, Oliveira, Elaine Machado de, Costa, Ana Lúcia Siqueira, Padilha, Katia Grillo","Revista da Escola de Enfermagem da USP; 49(spe); 58-64","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700058&lang=pt" 
"S0080-62342015000700007-scl","Incidência de úlceras por pressão em pacientes de Unidade de Terapia Intensiva Cardiopneumológica","Campanili, Ticiane Carolina Gonçalves Faustino, Santos, Vera Lúcia Conceição de Gouveia, Strazzieri-Pulido, Kelly Cristina, Thomaz, Priscilla de Brito Mendes, Nogueira, Paula Cristina","Revista da Escola de Enfermagem da USP; 49(spe); 7-14","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700007&lang=pt" 
"S0080-62342015000700093-scl","Carga de trabalho de enfermagem em transplante de células-tronco hematopoiéticas: estudo de coorte","Silva, Juliana Bastoni da, Póvoa, Valéria Cristina Oliveira, Lima, Maria Helena de Melo, Oliveira, Henrique Ceretta, Padilha, Kátia Grillo, Secoli, Sílvia Regina","Revista da Escola de Enfermagem da USP; 49(spe); 93-100","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700093&lang=pt" 
"S0080-62342015000700157-scl","Segurança do paciente em Unidades de Terapia Intensiva: desenvolvimento de um projeto de pesquisa","Padilha, Katia Grillo, Barbosa, Ricardo Luis, Oliveira, Elaine Machado de, Andolhe, Rafaela, Ducci, Adriana Janzantte, Secoli, Silvia Regina","Revista da Escola de Enfermagem da USP; 49(spe); 157-163","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700157&lang=pt" 
"S0080-62342015000700074-scl","Prevenção da nefrotoxicidade da anfotericina B por meio do uso de fitomedicamentos","Schlottfeldt, Fábio dos Santos, Fernandes, Sheila Marques, Martins, Daniel Malisani, Cordeiro, Priscilla, Fonseca, Cassiane Dezoti da, Watanabe, Mirian, Vattimo, Maria de Fatima Fernandes","Revista da Escola de Enfermagem da USP; 49(spe); 74-79","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700074&lang=pt" 
"S1980-85852015000200145-scl","Migração e crime: a Lei 6.815, de 1980","Sprandel, Marcia Anita","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 145-168","REMHU : Revista Interdisciplinar da Mobilidade Humana","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200145&lang=pt" 
"S1980-85852015000200011-scl","Vigilancia electrónica a gran escala y listas de alerta: ¿Productos de una política paranoica?","Bigo, Didier","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 11-42","REMHU : Revista Interdisciplinar da Mobilidade Humana","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200011&lang=pt" 
"S1980-85852015000200291-scl","ENGAGEMENT POLICIES IN FAVOUR OF TRANSNATIONALISM: THE EXPANSION OF TRANSNATIONAL CITIZENSHIP WITHIN COLOMBIAN EMIGRANTS","González-Rábago, Yolanda","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 291-310","REMHU : Revista Interdisciplinar da Mobilidade Humana","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200291&lang=pt" 
"S1980-85852015000200215-scl","NOTAS SOBRE AS NEGOCIAÇÕES DA “CONVENÇÃO DO CRIME” E DOS PROTOCOLOS ADICIONAIS SOBRE TRÁFICO DE PESSOAS E CONTRABANDO DE MIGRANTES","Mansur Dias, Guilherme","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 215-234","REMHU : Revista Interdisciplinar da Mobilidade Humana","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200215&lang=pt" 
"S1980-85852015000200093-scl","25 ANNI DI CRIMINALIZZAZIONE RAZZISTA IN EUROPA","Salvatore, Palidda","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 93-112","REMHU : Revista Interdisciplinar da Mobilidade Humana","Italiano","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200093&lang=pt" 
"S1980-85852015000200169-scl","INMIGRACIÓN, ANARQUISMO Y DEPORTACIÓN: LA CRIMINALIZACIÓN DE LOS EXTRANJEROS “INDESEABLES” EN TIEMPOS DE LAS“ GRANDES MIGRACIONES”","Domenech, Eduardo","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 169-196","REMHU : Revista Interdisciplinar da Mobilidade Humana","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200169&lang=pt" 
"S1414-81452015000400585-scl","Relação entre fragilidade física e características sociodemográficas e clínicas de idosos","Lenardt, Maria Helena, Carneiro, Nathalia Hammerschmidt Kolb, Binotto, Maria Angélica, Setoguchi, Larissa Sayuri, Cechinel, Clovis","Escola Anna Nery; 19(4); 585-592","Escola Anna Nery","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-81452015000400585&lang=pt" 
"S1980-85852015000200129-scl","A INSUSTENTÁVEL RESPOSTA DA “CRIMIGRAÇÃO” FACE À IRREGULARIDADE DOS MIGRANTES: UMA PERSPETIVA DA UNIÃO EUROPEIA","GUIA, Maria João, PEDROSO, João","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 129-144","REMHU : Revista Interdisciplinar da Mobilidade Humana","Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200129&lang=pt" 
"S1980-85852015000200077-scl","LAS FAMILIAS MEXICANAS CON ESTATUS INMIGRATORIO MIXTO Y LA DEPORTACIÓN MASIVA DE ESTADOS UNIDOS","Yrizar Barbosa, Guillermo, Alarcón, Rafael","REMHU : Revista Interdisciplinar da Mobilidade Humana; 23(45); 77-92","REMHU : Revista Interdisciplinar da Mobilidade Humana","Espanhol","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1980-85852015000200077&lang=pt" 
"S0004-28032015000400315-scl","ASSOCIATION OF THE NUTRITIONAL PROFILE WITH HISTOLOGICAL FINDINGS OF PATIENTS WITH GENOTYPE 1 CHRONIC HEPATITIS C INFECTION","SILVA, Vanessa Aparecida de SANTIS E, FERRAZ, Maria Lucia G, CARVALHO-FILHO, Roberto de, LANZONI, Valeria Pereira, SILVA, Antonio Eduardo Benedito, SILVA, Ivonete S S","Arquivos de Gastroenterologia; 52(4); 315-320","Arquivos de Gastroenterologia","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-28032015000400315&lang=pt" 
"S0080-62342015000700036-scl","Carga de trabalho de enfermagem: preditor de infecção relacionada à assistência à saúde na terapia intensiva?","Nogueira, Lilia de Souza, Ferretti-Rebustini, Renata Eloah de Lucena, Poveda, Vanessa de Brito, Silva, Rita de Cassia Gengo e, Barbosa, Ricardo Luis, Oliveira, Elaine Machado de, Andolhe, Rafaela, Padilha, Kátia Grillo","Revista da Escola de Enfermagem da USP; 49(spe); 36-42","Revista da Escola de Enfermagem da USP","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0080-62342015000700036&lang=pt" 
