"S1516-84842006000100016-scl","Hemoglobinas anormais em sangue de cordão umbilical","Campos, Lízia Maria F. R., Dias, Francisca L., Mendes, Marcel","Revista Brasileira de Hematologia e Hemoterapia; 28(1); 67-69","Revista Brasileira de Hematologia e Hemoterapia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-84842006000100016&lang=pt" 
"S1676-26492006000100007-scl","Epilepsia do lobo temporal mesial associada à esclerose hipocampal","Andrade-Valença, Luciana P. A., Valença, Marcelo Moraes, Velasco, Tonicarlo Rodrigues, Leite, João Pereira","Journal of Epilepsy and Clinical Neurophysiology; 12(1); 31-36","Journal of Epilepsy and Clinical Neurophysiology","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-26492006000100007&lang=pt" 
"S0034-74342006000100010-col","Tuberculosis peritoneal en una paciente con ascitis y masa anexial: Reporte de caso","García, Germán, García, Andrés José, Goez, Elvia Inés, Saldarriaga, Clara Inés","Revista Colombiana de Obstetricia y Ginecología; 57(1); 62-65","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100010&lang=pt" 
"S0138-65572006000100001-cub","Campo electromagnético, melatonina y cáncer","Pérez Alejo, José Luis","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100001&lang=pt" 
"S0138-65572006000100002-cub","El balance redox en personas expuestas a las radiaciones electromagnéticas (radiaciones no ionizantes)","Pérez Alejo, José L., Piñón Montano, Ana G., Morera Carrillo, Lourdes, García Sánchez, Maura, Martín Martínez, Sara M., Falcón Aguiar, María Elena","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100002&lang=pt" 
"S0138-65572006000100003-cub","Urgencias neuroquirúrgicas en el Instituto Superior de Medicina Militar &quot;Luis Díaz Soto&quot;: Estudio de cinco años","Felipe Morán, Armando, Quintanal Cordero, Nelson, Tápanes Domínguez, Alejandro, Pérez La O, Pablo, Fuentes Rodríguez, Nelson, Fuertes Vicente, Dania","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100003&lang=pt" 
"S0138-65572006000100004-cub","Evaluación de factores pronósticos y evolución en la pancreatitis aguda","Pérez Reyes, Rogelio, Rodríguez Perón, José Miguel, Otero Ceballos, Marta, Gil Manrique, Lázaro Fidel, García Vega, Marta Elena, Martínez González, Florentino, Brizuela Quintanilla, Raúl A.","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100004&lang=pt" 
"S0138-65572006000100005-cub","Eficacia del aislamiento de pacientes con hepatitis por virus C en hemodiálisis","Capote Pereira, Lázaro L., Morejón Palacio, Edgar, Mora González, Salvador, Castañer Moreno, Juan, Fuentes Abreu, Jorge E., Teuma Cortés, Iván","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100005&lang=pt" 
"S0138-65572006000100006-cub","Recurrencia del ictus cerebrovascular isquémico y su relación con algunos factores de riesgo","Mesa Cabrera, Miguel, Fábrega Valdés, Abel, Blanco Aspiazu, Miguel Ángel, Morera Méndez, Fermín, Suárez Rivero, Birsy, Oliva Torres, Lester, Menéndez Rivero, Lázaro","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100006&lang=pt" 
"S0138-65572006000100007-cub","Valoración de algunos aspectos relacionados con el intento suicida en pacientes jóvenes con trastornos de personalidad","Torres Lio-Coo, Vladimir, Josué Díaz, Lídice, Font Darias, Ileana, Rodríguez Valdés, Nicolás Roberto, Urrutia Zerquera, Eugenio, Gómez Arias, Moraima Bárbara","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100007&lang=pt" 
"S0138-65572006000100008-cub","Lesiones traumáticas expuestas: Parte I","Castillo García, Ibrilio, Calzadilla Moreira, Vladimir, Leyva Basterrechea, Francisco, González Martínez, Ernesto, Contreras Cordero, Fernando","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100008&lang=pt" 
"S0138-65572006000100009-cub","Diagnóstico de la pérdida breve del conocimiento en la atención primaria a tropas","Morera Méndez, Fermín, Paz Sendín, Luisa, González Torres, Raúl, Arrieta Hernández, Tania, Giroud Benítez, José Luis, Hernández González, Gertrudis","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100009&lang=pt" 
"S0138-65572006000100010-cub","Déficit de alfa 1 antitripsina","Pérez Lorenzo, Marlene, Brizuela Quintanilla, Raúl, Montero González, Teresita, Infante Velázquez, Mirtha, Franco Estrada, Silvia, Duarte Castillo, Niuvisvey","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100010&lang=pt" 
"S0138-65572006000100011-cub","Meningoencenfalitis por Haemophylus influenzae en una paciente con inmunodeficiencia humoral","Castellanos Puerto, Edelis, Rojas Moya, Ana, Johnston Dreke, Noralba","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100011&lang=pt" 
"S0138-65572006000100012-cub","Propuesta de un programa de preparación para actuar en caso de emergencias químicas","Rodríguez Lora, Haydeé, Rodríguez Lora, Efrén","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100012&lang=pt" 
"S0138-65572006000100013-cub","Tratamiento de la sacrolumbalgia con la aplicación de Moxa","Escalona Escalona, Dalgis, Velasco Escalona, Cecilia, Delgado Cisneros, Walda","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100013&lang=pt" 
"S0138-65572006000100014-cub","Nota de reconocimiento","","Revista Cubana de Medicina Militar; 35(1); -","Revista Cubana de Medicina Militar","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-65572006000100014&lang=pt" 
"S0034-74342006000100009-col","Placenta percreta: reporte de caso en relación con un protocolo quirúrgico obstétrico","Urbina, Sergio Enrique, Aguilar, Pilar","Revista Colombiana de Obstetricia y Ginecología; 57(1); 58-61","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100009&lang=pt" 
"S0034-74342006000100008-col","Salpingostomía lineal por laparoscopia para el tratamiento de un embarazo ectópico bilateral espontáneo: reporte de caso","De Los Ríos, José F, Castañeda, Juan D, Restrepo, Emilio A","Revista Colombiana de Obstetricia y Ginecología; 57(1); 54-57","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100008&lang=pt" 
"S0034-74342006000100001-col","Qué tan cerca estamos del control del cáncer cervical y la infección por el Virus de Papiloma Humano","Pérez, Gonzalo E","Revista Colombiana de Obstetricia y Ginecología; 57(1); 8-9","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100001&lang=pt" 
"S0034-74342006000100003-col","Creencias, actitudes y vivencias mágicas alrededor de la menstruación entre las mujeres de Bucaramanga, Colombia","Alarcón-Nivia, Miguel Ángel, Alarcón-Amaya, Miguel Ángel, Blanco-Fuentes, Lizzeth","Revista Colombiana de Obstetricia y Ginecología; 57(1); 19-26","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100003&lang=pt" 
"S0034-74342006000100002-col","Pap smear prevalence and that of pre-malignant and malignant cervical lesions amongst women living in the Carmen initiative demonstration area, Bucaramanga, Colombia","Uribe-Pérez, Claudia Janeth, Díaz-Martínez, Luis Alfonso, Ortiz-Serrano, Ricardo, Meza-Durán, Erika Eliana","Revista Colombiana de Obstetricia y Ginecología; 57(1); 10-18","Revista Colombiana de Obstetricia y Ginecología","Inglês","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100002&lang=pt" 
"S0034-74342006000100005-col","Human Papillomavirus DNA in women having low-grade squamous intraepithelial lesion","González-Losa, Maria del Refugio, Rosado-López, Iván, Valadez-González, Nina, Cámara-Mejía, Javier, Puerto-Solís, Marylin","Revista Colombiana de Obstetricia y Ginecología; 57(1); 31-35","Revista Colombiana de Obstetricia y Ginecología","Inglês","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100005&lang=pt" 
"S0034-74342006000100004-col","Operative vaginal delivery over a 5-year period (2000-2004) at the San Vicente de Paúl teaching hospital in Medellín, Colombia","Cortés, Hernán, Escobar, Eugenio","Revista Colombiana de Obstetricia y Ginecología; 57(1); 27-30","Revista Colombiana de Obstetricia y Ginecología","Inglês","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100004&lang=pt" 
"S0034-74342006000100007-col","Anticonceptivos orales de sólo progestina","Monterrosa, Alvaro","Revista Colombiana de Obstetricia y Ginecología; 57(1); 45-53","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100007&lang=pt" 
"S0034-74342006000100006-col","Caracterización clínica y bioquímica de la mujer con Síndrome de Ovario Poliquístico","Builes, Carlos Alfonso, Diaz, Ivonne, Castañeda, Jimmy, Perez, Luis Ernesto","Revista Colombiana de Obstetricia y Ginecología; 57(1); 36-44","Revista Colombiana de Obstetricia y Ginecología","Espanhol","2006","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0034-74342006000100006&lang=pt" 
"S0102-05362006000100001-scl","","Melo, Paulo Eduardo de","Horticultura Brasileira; 24(1); 5-5","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100001&lang=pt" 
"S0102-05362006000100023-scl","Plantio direto de alface adubada com cama de aviário sobre coberturas vivas de grama e amendoim forrageiro","Oliveira, Nelson Geraldo de, De-Polli, Helvécio, Almeida, Dejair L de, Guerra, José Guilherme M","Horticultura Brasileira; 24(1); 112-117","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100023&lang=pt" 
"S0102-05362006000100005-scl","Qualidade do inhame afetada pela adubação nitrogenada e pela época de colheita","Oliveira, Ademar P de, Barbosa, Luciano José das N, Silva, Silvanda de M, Pereira, Walter E, Silva, José Elenilson L da","Horticultura Brasileira; 24(1); 22-25","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100005&lang=pt" 
"S0102-05362006000100021-scl","Produção de batata-doce adubada com esterco bovino em solo com baixo teor de matéria orgânica","Santos, João F dos, Oliveira, Ademar P de, Alves, Adriana U, Brito, Carlos H de, Dornelas, Carina SM, Nóbrega, José PR","Horticultura Brasileira; 24(1); 103-106","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100021&lang=pt" 
"S0102-05362006000100019-scl","Alterações nas propriedades físicas de substratos para cultivo de tomate cereja, em função de sua reutilização","Fernandes, Carolina, Corá, José Eduardo, Braz, Leila T","Horticultura Brasileira; 24(1); 94-98","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100019&lang=pt" 
"S0102-05362006000100018-scl","Variáveis multicategóricas na determinação da divergência genética entre acessos de pimenta e pimentão","Sudré, Cláudia P, Cruz, Cosme Damião, Rodrigues, Rosana, Riva, Elaine M, Amaral Júnior, Antônio T do, Silva, Derly José H da, Pereira, Telma Nair S","Horticultura Brasileira; 24(1); 88-93","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100018&lang=pt" 
"S0102-05362006000100015-scl","Determinação da microflora em rabanetes minimamente processados","Aguila, Juan S del, Sasaki, Fabiana F., Heiffig, Lília S, Ongarelli, Maria das Graças, Gallo, Cláudio R., Jacomino, Angelo Pedro, Kluge, Ricardo Alfredo","Horticultura Brasileira; 24(1); 75-78","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100015&lang=pt" 
"S0102-05362006000100014-scl","Respiração de pimentão amarelo sob influência do estádio de maturação e da temperatura de armazenamento","Antoniali, Silvia, Leal, Paulo M, Magalhães, Ana Maria de, Fuziki, Rogério T, Sanches, Juliana","Horticultura Brasileira; 24(1); 71-74","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100014&lang=pt" 
"S0102-05362006000100017-scl","Caracterização e diversidade genética de cultivares de morangueiro","Radmann, Elizete Beatriz, Bianchi, Valmor João, Oliveira, Roberto P. de, Fachinello, José Carlos","Horticultura Brasileira; 24(1); 84-87","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100017&lang=pt" 
"S0102-05362006000100022-scl","Associação de Alternaria dauci e A. alternata com sementes de coentro e eficiência do tratamento químico","Reis, Ailton, Satelis, Jaqueson F, Pereira, Roseane S, Nascimento, Warley Marcos","Horticultura Brasileira; 24(1); 107-111","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100022&lang=pt" 
"S0102-05362006000100024-scl","Crescimento, produtividade e qualidade de raízes de rabanete cultivadas sob diferentes fontes e doses de adubos orgânicos","Costa, Caciana C, Oliveira, Cristina D de, Silva, César José da, Timossi, Paulo César, Leite, Izabel Cristina","Horticultura Brasileira; 24(1); 118-122","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100024&lang=pt" 
"S0102-05362006000100025-scl","Errata","","Horticultura Brasileira; 24(1); 123-123","Horticultura Brasileira","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362006000100025&lang=pt" 
"S0034-74932006000100007-cub","Tumores de tráquea: un caso de carcinoma adenoideo quístico","Madrigal Batista, Glenis, Domínguez Cordovés, Janet, Suárez Savio, Oscar, Díaz Mesa, Julio, Collera Rodríguez, Simeón, García Estrada, Ilsa, Jiménez González, Waldo, Alcalde Mustelier, Gaspar, Alfonso Sabatier, Carlos, de Armas Fernández, María Caridad, Martínez Aparicio, Alfredo","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100007&lang=pt" 
"S0034-74932006000100002-cub","Sutura de la mucosa en la cirugía funcional del tabique nasal","Moreno Rajadle, René Esteban, García Cruz, Ricardo, Geroy Amador, Nelson, Corzón Fernández, Marlén, Álvarez Li, Frank Carlos","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100002&lang=pt" 
"S0034-74932006000100003-cub","","","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100003&lang=pt" 
"S0034-74932006000100004-cub","Neuralgia postoracotomía: Relación con la incisión quirúrgica","","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100004&lang=pt" 
"S0034-74932006000100005-cub","Vagotomía laparoscópica de Hill-Barker frente a la convencional para la úlcera péptica del duodeno","Hernández Gutiérrez, José Manuel, Torres Peña, Rafael, Cardevilla Azoy, Calixto, Rodríguez Rodríguez, Ibrahin","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100005&lang=pt" 
"S0034-74932006000100006-cub","Tractotomía pulmonar con ligadura vascular selectiva en un hemotórax masivo por fragmento costal libre","Mederos Curbelo, Orestes N, Barrera Ortega, Juan C, Valdés Jiménez, Jesús M, Romero Díaz, Carlos A, Cantero Ronquillo, Alexis","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100006&lang=pt" 
"S0034-74932006000100008-cub","Quiste multilocular del riñón.: Presentación de un caso &lt;a name=autor&gt;&lt;/a&gt;","Santana Sarrhy, Lourdes","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100008&lang=pt" 
"S0034-74932006000100009-cub","Triada mortal en pacientes politraumatizados","","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100009&lang=pt" 
"S0034-74932006000100010-cub","Cirugía de control de daños","Gómez Hernández, Mario Michel, Morales Wong, Mario Miguel, González Ortega, José María, López Cuevas, Zoraida Caridad","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100010&lang=pt" 
"S0034-74932006000100001-cub","Aneurismas del complejo arteria cerebral anterior / arteria comunicante anterior: Resultados del tratamiento quirúrgico","González González, Justo L, Hernández Zayas, Humberto, Verdial Vidal, Roberto","Revista Cubana de Cirugía; 45(1); -","Revista Cubana de Cirugía","Espanhol","2006","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0034-74932006000100001&lang=pt" 
"S0103-20032006000100001-scl","A formação da ALCA e os prováveis efeitos sobre as exportações agrícolas brasileiras","Fonsêca, Márcia Batista da, Hidalgo, Álvaro Barrantes","Revista de Economia e Sociologia Rural; 44(1); 9-26","Revista de Economia e Sociologia Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032006000100001&lang=pt" 
"S0103-20032006000100002-scl","Análise do impacto das variações institucionais européias sobre a governança do sistema agroindustrial brasileiro da carne bovina","Pitelli, Mariusa Momenti, Moraes, Márcia Azanha F. Dias de","Revista de Economia e Sociologia Rural; 44(1); 27-45","Revista de Economia e Sociologia Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032006000100002&lang=pt" 
"S0103-20032006000100003-scl","Políticas trabalhista, fundiária e de crédito agrícola no Brasil","Rezende, Gervásio Castro de","Revista de Economia e Sociologia Rural; 44(1); 47-78","Revista de Economia e Sociologia Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032006000100003&lang=pt" 
"S0103-20032006000100004-scl","Ajustamentos nas agroindústrias de biscoitos e massas alimentícias no Brasil, 1995 a 2001","Ferreira Júnior, Sílvio, Gomes, Marília Fernandes Maciel","Revista de Economia e Sociologia Rural; 44(1); 79-97","Revista de Economia e Sociologia Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032006000100004&lang=pt" 
"S0103-20032006000100005-scl","Efeitos dos setores econômicos e da escolaridade sobre o rendimento do trabalho no Rio Grande do Sul","Stülp, Valter José","Revista de Economia e Sociologia Rural; 44(1); 99-117","Revista de Economia e Sociologia Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032006000100005&lang=pt" 
"S0103-20032006000100006-scl","Produção de milho híbrido no Estado do Ceará: aspectos tecnológicos, competitivos, geração de emprego e renda","Silva, Denise Michele Furtado da, Khan, Ahmad Saeed, Lima, Patrícia Verônica Pinheiro Sales","Revista de Economia e Sociologia Rural; 44(1); 119-146","Revista de Economia e Sociologia Rural","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-20032006000100006&lang=pt" 
"S0034-71402006000100001-scl","Learning-by-Doing, produtividade agrícola e crescimento econômico","Carvalho, Rosemeiry Melo, Barreto, Flávio Ataliba F. D.","Revista Brasileira de Economia; 60(1); 5-19","Revista Brasileira de Economia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402006000100001&lang=pt" 
"S0034-71402006000100003-scl","Reforma tributária: impactos distributivos, sobre o bem-estar e a progressividade","Paes, Nelson Leitão, Bugarin, Mirta Noemi Sataka","Revista Brasileira de Economia; 60(1); 33-56","Revista Brasileira de Economia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402006000100003&lang=pt" 
"S0034-71402006000100004-scl","Demands for short-run assets and liabilities in Brazil: a portfolio approach","Silva, Evandro, Resende, Marcelo","Revista Brasileira de Economia; 60(1); 57-68","Revista Brasileira de Economia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402006000100004&lang=pt" 
"S0034-71402006000100005-scl","Significância de efeitos técnicos na eficiência de produção da pesquisa agropecuária","Souza, Geraldo da Silva e","Revista Brasileira de Economia; 60(1); 69-86","Revista Brasileira de Economia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402006000100005&lang=pt" 
"S0034-71402006000100006-scl","Reformas tributária e previdenciária e a economia brasileira no longo prazo","Teles, Vladimir Kühl, Andrade, Joaquim P.","Revista Brasileira de Economia; 60(1); 87-107","Revista Brasileira de Economia","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402006000100006&lang=pt" 
"S0034-71402006000100002-scl","On the positive correlation between income and patience","Cysne, Rubens Penha","Revista Brasileira de Economia; 60(1); 21-32","Revista Brasileira de Economia","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-71402006000100002&lang=pt" 
"S0104-40362006000100006-scl","Avaliação da busca da cidadania pelo Projeto Olímpico da Mangueira","Dória, Carlos, Tubino, Manoel José Gomes","Ensaio: Avaliação e Políticas Públicas em Educação; 14(50); 77-90","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362006000100006&lang=pt" 
