"S0104-11692007000100026-scl","Nursing history: reflections on teaching and research at undergraduate level","Oguisso, Taka, Freitas, Genival Fernandes de","Revista Latino-Americana de Enfermagem; 15(1); 174-176","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000100026&lang=pt" 
"S1677-55382007000100001-scl","Penile carcinoma: an endemic disease in developing countries","Sampaio, Francisco J. B.","International braz j urol; 33(1); 1-2","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000100001&lang=pt" 
"S1677-55382007000100009-scl","The isolated gamma probe technique for sentinel node penile carcinoma detection is unreliable","Gonzaga-Silva, Lucio F., Tavares, Jose M., Freitas, Fernando C., Tomas Filho, Manoel E., Oliveira, Vladmir P., Lima, Marcos V.","International braz j urol; 33(1); 58-67","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000100009&lang=pt" 
"S1677-55382007000100002-scl","Energy sources for laparoscopic partial nephrectomy: critical appraisal","Rubinstein, Mauricio, Moinzadeh, Alireza, Colombo Jr, Jose R., Favorito, Luciano A., Sampaio, Francisco J., Gill, Inderbir S.","International braz j urol; 33(1); 3-10","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000100002&lang=pt" 
"S1677-55382007000100003-scl","Epigenetic targets in the diagnosis and treatment of prostate cancer","Manoharan, Murugesan, Ramachandran, Kavitha, Soloway, Mark S., Singal, Rakesh","International braz j urol; 33(1); 11-18","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000100003&lang=pt" 
"S1677-55382007000100010-scl","Mannitol extravasation during partial nephrectomy leading to forearm compartment syndrome","Erickson, Bradley A., Yap, Ronald L., Pazona, Joseph F., Hartigan, Brian J., Smith, Norm D.","International braz j urol; 33(1); 68-71","International braz j urol","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1677-55382007000100010&lang=pt" 
"S0100-204X2007000200011-scl","Assimilação foliar de enxofre elementar pela soja","Vitti, Godofredo Cesar, Favarin, José Laércio, Gallo, Luiz Antonio, Piedade, Sônia Maria de Stefano, Faria, Maria Regina Meirelles de, Cicarone, Fernanda","Pesquisa Agropecuária Brasileira; 42(2); 225-229","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200011&lang=pt" 
"S0100-204X2007000200019-scl","Produção e sobrevivência de miniestacas e minicepas de erva-mate cultivadas em sistema semi-hidropônico","Wendling, Ivar, Dutra, Leonardo Ferreira, Grossi, Fernando","Pesquisa Agropecuária Brasileira; 42(2); 289-292","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200019&lang=pt" 
"S0100-204X2007000200020-scl","BRS Guamirim: cultivar de trigo da classe pão, precoce e de baixa estatura","Scheeren, Pedro Luiz, Caierão, Eduardo, Silva, Márcio Só e, Del Duca, Leo de Jesus Antunes, Nascimento Junior, Alfredo do, Linhares, Aroldo, Eichelberger, Luiz","Pesquisa Agropecuária Brasileira; 42(2); 293-296","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200020&lang=pt" 
"S0100-204X2007000200001-scl","Adubação nitrogenada e precipitação sobre a nutrição e produção de laranjeira &#039;Valência&#039;","Fidalski, Jonez, Auler, Pedro Antonio Martins","Pesquisa Agropecuária Brasileira; 42(2); 141-146","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200001&lang=pt" 
"S0100-204X2007000200002-scl","Cultivo in vitro de embriões zigóticos e aclimatação de plântulas de coqueiro-anão","Lédo, Ana da Silva, Gomes, Kicia Karinne Pereira, Barboza, Sarah Brandão Santa Cruz, Vieira, Giuseppe Serra Seca, Tupinambá, Evandro Almeida, Aragão, Wilson Menezes de","Pesquisa Agropecuária Brasileira; 42(2); 147-154","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200002&lang=pt" 
"S0100-204X2007000200003-scl","Formulação do fungo Coniothyrium minitans para controle do mofo-branco causado por Sclerotinia sclerotiorum","Moretini, Alex, Melo, Itamar Soares de","Pesquisa Agropecuária Brasileira; 42(2); 155-161","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200003&lang=pt" 
"S0100-204X2007000200004-scl","Produtividade de milho, espaçamento e modalidade de consorciação com Brachiaria brizantha em sistema plantio direto","Borghi, Emerson, Crusciol, Carlos Alexandre Costa","Pesquisa Agropecuária Brasileira; 42(2); 163-171","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200004&lang=pt" 
"S0100-204X2007000200008-scl","Green manure incorporation timing for organically grown broccoli","Diniz, Ellen Rúbia, Santos, Ricardo Henrique Silva, Urquiaga, Segundo Sacramento, Peternelli, Luiz Alexandre, Barrella, Tatiana Pires, Freitas, Gilberto Bernardo de","Pesquisa Agropecuária Brasileira; 42(2); 199-206","Pesquisa Agropecuária Brasileira","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200008&lang=pt" 
"S0100-204X2007000200009-scl","Desenvolvimento e nodulação natural de leguminosas arbóreas em solos de Pernambuco","Souza, Luiz Augusto Gomes de, Bezerra Neto, Egídio, Santos, Carolina Etienne de Rosália Silva, Stamford, Newton Pereira","Pesquisa Agropecuária Brasileira; 42(2); 207-217","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200009&lang=pt" 
"S0100-204X2007000200010-scl","Digestibilidade e metabolismo de dietas de suínos contendo zearalenona com adição de organoaluminossilicato","Hauschild, Luciano, Lovatto, Paulo Alberto, Lehnen, Cheila Roberta, Carvalho, Amanda d&#039; Ávila, Garcia, Gerson Guarez, Mallmann, Carlos Augusto","Pesquisa Agropecuária Brasileira; 42(2); 219-224","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200010&lang=pt" 
"S0100-204X2007000200012-scl","Mapeamento da temperatura da superfície terrestre com uso do sensor AVHRR/NOAA","Gusso, Aníbal, Fontana, Denise Cybis, Gonçalves, Glauber Acunha","Pesquisa Agropecuária Brasileira; 42(2); 231-237","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200012&lang=pt" 
"S0100-204X2007000200013-scl","Avaliação de fontes e de extratores de silício no solo","Pereira, Hamilton Seron, Barbosa, Newton Cabral, Carneiro, Marco Aurélio Carbone, Korndörfer, Gaspar Henrique","Pesquisa Agropecuária Brasileira; 42(2); 239-247","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200013&lang=pt" 
"S0100-204X2007000200014-scl","Produtividade da cana-de-açúcar relacionada ao nitrogênio residual da adubação e do sistema radicular","Vitti, André Cesar, Trivelin, Paulo Cesar Ocheuze, Gava, Glauber José Castro, Penatti, Claudimir Pedro, Bologna, Isabela Rodrigues, Faroni, Carlos Eduardo, Franco, Henrique Coutinho Junqueira","Pesquisa Agropecuária Brasileira; 42(2); 249-256","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200014&lang=pt" 
"S0100-204X2007000200015-scl","Soil compaction due to forest harvest operations","Dias Junior, Moacir de Souza, Fonseca, Sebastião da, Araújo Júnior, Cezar Francisco, Silva, Arystides Resende","Pesquisa Agropecuária Brasileira; 42(2); 257-264","Pesquisa Agropecuária Brasileira","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200015&lang=pt" 
"S0100-204X2007000200016-scl","Tolerância à dessecação de sementes de espécies de Eugenia","Delgado, Liliana Ferreira, Barbedo, Claudio José","Pesquisa Agropecuária Brasileira; 42(2); 265-272","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200016&lang=pt" 
"S0100-204X2007000200017-scl","Diferimento de pastos de braquiária cultivares Basilisk e Marandu, na região do Cerrado","Euclides, Valéria Pacheco Batista, Flores, Renata, Medeiros, Rodrigo Narciso, Oliveira, Marcelo Paschoal de","Pesquisa Agropecuária Brasileira; 42(2); 273-280","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200017&lang=pt" 
"S0100-204X2007000200018-scl","Estrutura do dossel e acúmulo de forragem de Brachiaria brizantha cultivar Xaraés em resposta a estratégias de pastejo","Pedreira, Bruno Carneiro e, Pedreira, Carlos Guilherme Silveira, Silva, Sila Carneiro da","Pesquisa Agropecuária Brasileira; 42(2); 281-287","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200018&lang=pt" 
"S0100-204X2007000200005-scl","Genótipos de bananeira em três ciclos na Zona da Mata Mineira","Oliveira, Camilo Augusto Pinto de, Peixoto, Clóvis Pereira, Silva, Sebastião de Oliveira e, Ledo, Carlos Alberto da Silva, Salomão, Luiz Carlos Chamhum","Pesquisa Agropecuária Brasileira; 42(2); 173-181","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200005&lang=pt" 
"S0104-11692007000100012-scl","Immediate adverse reactions to intravenous iodinated contrast media in computed tomography","Juchem, Beatriz Cavalcanti, Dall&#039;Agnol, Clarice Maria","Revista Latino-Americana de Enfermagem; 15(1); 78-83","Revista Latino-Americana de Enfermagem","Inglês, Português, Espanhol","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-11692007000100012&lang=pt" 
"S0100-204X2007000200006-scl","Análise de fatores e regressão bissegmentada em estudos de estratificação ambiental e adaptabilidade em milho","Garbuglio, Deoclécio Domingos, Gerage, Antonio Carlos, Araújo, Pedro Mário de, Fonseca Junior, Nelson da Silva, Shioga, Pedro Sentaro","Pesquisa Agropecuária Brasileira; 42(2); 183-191","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200006&lang=pt" 
"S0100-204X2007000200007-scl","Seleção e herdabilidade na predição de ganhos genéticos em maracujá-amarelo","Gonçalves, Gustavo Menezes, Viana, Alexandre Pio, Bezerra Neto, Francisco Valdevino, Pereira, Messias Gonzaga, Pereira, Telma Nair Santana","Pesquisa Agropecuária Brasileira; 42(2); 193-198","Pesquisa Agropecuária Brasileira","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2007000200007&lang=pt" 
"S0037-86822007000100005-scl","Parâmetros populacionais para Triatoma sordida Stal, 1859, o vetor mais freqüente da doença de Chagas no Triângulo Mineiro (Heteroptera, Triatominae)","Pelli, Afonso, Silva, Michel Alves da, Sarmento, Fabiano Rodrigues, Martins, Elizabeth, Mata, Simone Alves da, Domingues, Marcos Abel, Ramirez, Luis Eduardo","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 25-28","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100005&lang=pt" 
"S0037-86822007000100021-scl","Fatores de virulência de Candida spp isoladas de cateteres venosos e mãos de servidores hospitalares","Tamura, Nathalie Kira, Negri, Melyssa Fernanda Norman, Bonassoli, Lucineide Aparecida, Svidzinski, Terezinha Inez Estivalet","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 91-93","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100021&lang=pt" 
"S0037-86822007000100020-scl","Avaliação dos testes rápidos Optimal-IT® e ICT P.f./P.v.® para o diagnóstico da malária, na Atenção Básica de Saúde, no município de Manaus, Amazonas","Arcanjo, Ana Ruth Lima, Lacerda, Marcus Vinícius Guimarães de, Alecrim, Wilson Duarte, Alecrim, Maria das Graças Costa","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 88-90","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100020&lang=pt" 
"S0037-86822007000100019-scl","Detection of Mycobacterium leprae infection in wild nine-banded armadillos (Dasypus novemcinctus) using the rapid ML Flow test","Deps, Patrícia Duarte, Antunes, João Marcelo Azevedo de Paula, Tomimori-Yamashita, Jane","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 86-87","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100019&lang=pt" 
"S0037-86822007000100018-scl","Actinomicose pulmonar com envolvimento da parede torácica","Fatureto, Marcelo Cunha, Oliveira, Paulo Fernando, Almeida, Cynthia Ottaiano R., Fernandes, Lúcia Helena G.","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 82-85","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100018&lang=pt" 
"S0037-86822007000100011-scl","Características de Vibrio parahaemolyticus isolados de mexilhões (Perna perna) comercializados em Niterói, Rio de Janeiro","Pereira, Christiane Soares, Possas, Cristina de Albuquerque, Viana, Célio Mauro, Rodrigues, Dália dos Prazeres","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 56-59","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100011&lang=pt" 
"S0037-86822007000100014-scl","Comportamento do método quimioluminescente-ELISA em relação a resultados considerados discordantes por meio de três técnicas convencionais para diagnóstico da doença de Chagas","De Marchi, Cláudia Regina, Amato Neto, Vicente, Almeida, Igor Correia de","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 68-70","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100014&lang=pt" 
"S0037-86822007000100017-scl","Prurido do traje de banho: relato de seis casos no Sul do Brasil","Rossetto, André Luiz, Mora, Jamesson de Macedo, Correa, Patrícia Rossetto, Resgalla Junior, Charrid, Proença, Luís Antônio de Oliveira, Silveira, Fábio Lang da, Haddad Junior, Vidal","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 78-81","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100017&lang=pt" 
"S0037-86822007000100016-scl","Simultaneous occurrence of pulmonary tuberculosis and carcinomatous lymphangitis","Tuon, Felipe Francisco, Miyaji, Karina T., Vidal, Paula Marques de, Silva, Luiz Fernando Ferraz da, Kono, Adriana, Franca, Francisco Oscar de Siqueira","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 76-77","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100016&lang=pt" 
"S0037-86822007000100022-scl","Vigilância em saúde e controle de doenças na Organização Pan-americana de saúde e a globalização","Prata, Aluízio","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 94-95","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100022&lang=pt" 
"S0037-86822007000100023-scl","Splenic hematoma in a patient with Plasmodium vivax malaria","Lacerda, Marcus Vinícius Guimarães de, Oliveira, Sócrates Lote de, Alecrim, Maria das Graças Costa","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 96-97","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100023&lang=pt" 
"S0037-86822007000100004-scl","Lamivudina por tempo prolongado no tratamento da hepatite B crônica no estado de Mato Grosso","Souto, Francisco José Dutra, Pirajá, Ana Carolina da Silva, Silva, Graciana Soares da, Bottecchia, Marcelle, Gomes, Selma Andrade","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 18-24","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100004&lang=pt" 
"S0037-86822007000100006-scl","Avaliação do desempenho de parâmetros imunológicos como indicadores de progressão clínica da infecção crônica pelo HTLV-1","Coelho-dos-Reis, Jordana Grazziela Alves, Rocha, Roberta Dias Rodrigues, Brito-Melo, Gustavo Eustáquio Alvim, Ribas, João Gabriel, Carneiro-Proietti, Anna Bárbara de Freitas, Catalan-Soares, Bernadete, Barbosa-Stancioli, Edel Figueiredo, Martins-Filho, Olindo Assis","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 29-36","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100006&lang=pt" 
"S0037-86822007000100007-scl","Perfil sociodemográfico, epidemiológico e comportamental de mulheres infectadas pelo HTLV-1 em Salvador-Bahia, uma área endêmica para o HTLV","Moxoto, Ivanoska, Boa-Sorte, Ney, Nunes, Ceuci, Mota, Augusto, Dumas, Alexandre, Dourado, Inês, Galvão-Castro, Bernardo","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 37-41","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100007&lang=pt" 
"S0037-86822007000100008-scl","A expansão da epidemia da leishmaniose visceral no Estado de Mato Grosso, 1998-2005","Mestre, Gustavo Leandro da Cruz, Fontes, Cor Jésus Fernandes","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 42-48","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100008&lang=pt" 
"S0037-86822007000100009-scl","Flebotomíneos (Diptera: Psychodidae) de um foco de leishmaniose tegumentar no Estado de Minas Gerais","Dias, Edelberto Santos, França-Silva, João Carlos, Silva, Jaime Costa da, Monteiro, Érika Michalsky, Paula, Kenia Maria de, Gonçalves, Caroline Macedo, Barata, Ricardo Andrade","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 49-52","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100009&lang=pt" 
"S0037-86822007000100013-scl","Tungíase: doença negligenciada causando patologia grave em uma favela de Fortaleza, Ceará","Ariza, Liana, Seidenschwang, Martin, Buckendahl, John, Gomide, Marcia, Feldmeier, Hermann, Heukelbach, Jörg","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 63-67","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100013&lang=pt" 
"S0037-86822007000100015-scl","Hipertensão porta na esquistossomose mansônica: repercussões do tratamento cirúrgico no perfil histomorfométrico da mucosa gástrica","Melo-Júnior, Mario Ribeiro de, Figueiredo, José Luiz de, Araújo Filho, Jorge Luiz Silva, Machado, Marcos Cezar Feitosa de Paula, Brandt, Carlos Teixeira, Pontes-Filho, Nicodemos Teles de","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 71-75","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100015&lang=pt" 
"S0037-86822007000100010-scl","Contribuição para o diagnóstico de peste","Almeida, Alzira Maria Paiva de, Souza, Gerlane Tavares de, Santos, Silvana, Silva, Soraya Cavalcante, Petribú, Marina de Moraes Vasconcelos, Haver, Patrícia de Oliveira, Aragão, Antônia Ivoneida, Tavares, Celso","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 53-55","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100010&lang=pt" 
"S0037-86822007000100012-scl","Suscetibilidade in vitro de isolados de Sporothrix schenckii frente à terbinafina e itraconazol","Meinerz, Ana Raquel Mano, Nascente, Patrícia da Silva, Schuch, Luiz Filipe Damé, Cleff, Marlete Brum, Santin, Rosema, Brum, Cristiane da Silva, Nobre, Márcia de Oliveira, Meireles, Mario Carlos Araújo, Mello, João Roberto de Braga","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 60-62","Revista da Sociedade Brasileira de Medicina Tropical","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100012&lang=pt" 
"S0021-75572007000100006-scl","Mortalidade hospitalar dos recém-nascidos com peso de nascimento menor ou igual a 1.500 g no município de Fortaleza","Castro, Eveline C. M., Leite, Álvaro J. M.","Jornal de Pediatria; 83(1); 27-32","Jornal de Pediatria","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572007000100006&lang=pt" 
"S0037-86822007000100001-scl","Trypanocide treatment among adults with chronic Chagas disease living in Santa Fe city (Argentina), over a mean follow-up of 21 years: parasitological, serological and clinical evolution","Fabbro, Diana L., Streiger, Mirtha L., Arias, Enrique D., Bizai, María L., del Barco, Mónica, Amicone, Norberto A.","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 1-10","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100001&lang=pt" 
"S0037-86822007000100003-scl","Gallbladder neuron count in cholelithiasis patients with and without Chagas disease","Crema, Eduardo, Ribeiro, Lara Beatriz Prata, Adad, Sheila Jorge, Ectchebehere, Renata Margarida, Martins Júnior, Aiodair, Silva, Alex Augusto","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 15-17","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100003&lang=pt" 
"S0037-86822007000100002-scl","List of species in the genus Lutzomyia, França, 1924 (Psychodidae, Phlebotominae) from the State of Mato Grosso","Missawa, Nanci Akemi, Maciel, Giovana Belem Moreira Lima","Revista da Sociedade Brasileira de Medicina Tropical; 40(1); 11-14","Revista da Sociedade Brasileira de Medicina Tropical","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822007000100002&lang=pt" 
"S0034-70942007000100001-scl","Efeitos da adição do óxido nitroso na anestesia durante pneumoperitônio em intervenção cirúrgica videolaparoscópica","Fernandes, Cláudia Regina, Souza Filho, Lenilson Marinho, Gomes, Josenilia Maria Alves, Messias, Erik Leite, Escalante, Rodrigo Dornfeld","Revista Brasileira de Anestesiologia; 57(1); 1-7","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100001&lang=pt" 
"S0034-70942007000100002-scl","Analgesia e sedação da S(+) cetamina e da S(+) cetamina-morfina, associadas à ropivacaína, por via peridural, no pós-operatório de intervenção cirúrgica de abdômen superior","Schnaider, Taylor Brandão, Vieira, Antônio Mauro, Brandão, Antônio Carlos Aguiar, Roquim, Aretusa Chediak","Revista Brasileira de Anestesiologia; 57(1); 8-18","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100002&lang=pt" 
"S0034-70942007000100004-scl","Efeitos do tratamento prévio com lidocaína, paracetamol e lidocaína-fentanil por via venosa na dor causada pela injeção de propofol: estudo comparativo","El-Radaideh, Khaled M.","Revista Brasileira de Anestesiologia; 57(1); 32-38","Revista Brasileira de Anestesiologia","Inglês, Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942007000100004&lang=pt" 
