"S0123-59232011000100002-col","POLÍTICAS ACTIVAS DE EMPLEO PARA CALI-COLOMBIA","GONZÁLEZ ESPITIA, CARLOS GIOVANNI, MORA RODRÍGUEZ, JHON JAMES","Estudios Gerenciales; 27(118); 13-42","Estudios Gerenciales","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-59232011000100002&lang=pt" 
"S0185-27602011000100002-mex","Las puertas del ingreso a la educación superior: el caso del concurso de selección a la licenciatura de la UNAM","Guzmán Gómez, Carlota, Serrano Sánchez, Olga Victoria","Revista de la educación superior; 40(157); 31-53","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100002&lang=pt" 
"S0185-27602011000100003-mex","Relación entre hábitos lectores, el uso de la biblioteca y el rendimiento académico en una muestra de estudiantes de psicología","Galicia Gaona, Julio Cesar, Villuendas González, Erwin Rogelio","Revista de la educación superior; 40(157); 55-73","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100003&lang=pt" 
"S0185-27602011000100004-mex","Los rankings de universidades: una visión crítica","Martínez Rizo, Felipe","Revista de la educación superior; 40(157); 77-97","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100004&lang=pt" 
"S0185-27602011000100005-mex","Prioridades, políticas y educación superior","Hernández Yáñez, María Lorena","Revista de la educación superior; 40(157); 99-124","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100005&lang=pt" 
"S0185-27602011000100006-mex","Gobernabilidad y cambio institucional en la Universidad Autónoma de Nayarit durante el periodo 2000-2008","Arias Guzmán, Andrés Augusto, Ceja Mendoza, Alberto Paúl, Ramos Carrillo, Eva Minerva, Ríos Colín, Yadira","Revista de la educación superior; 40(157); 129-148","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100006&lang=pt" 
"S0185-27602011000100007-mex","La llamaban calidad. Reforma universitaria en Europa, competitividad y derechos humanos","Galindo Lucas, Alfonso","Revista de la educación superior; 40(157); 153-174","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100007&lang=pt" 
"S0185-27602011000100008-mex","Transferencia de conocimiento; corporaciones trasnacionales e instituciones de educación superior","Quiroz, Elena","Revista de la educación superior; 40(157); 179-188","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100008&lang=pt" 
"S0185-27602011000100009-mex","Tutoría en educación superior: una revisión analítica de la literatura","Cruz Flores, Gabriela de la, Chehaybar y Kury, Edith, Abreu, Luis Felipe","Revista de la educación superior; 40(157); 189-209","Revista de la educación superior","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0185-27602011000100009&lang=pt" 
"S1517-83822011000100040-scl","Human T-Lymphotropic virus (HTLV) type I in vivo integration in oral keratinocytes","Domínguez, Martha C, González, Norma Enith, Sánchez, Adalberto, García Vallejo, Felipe","Brazilian Journal of Microbiology; 42(1); 310-320","Brazilian Journal of Microbiology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-83822011000100040&lang=pt" 
"S1405-66662011000100014-mex","Las mejores prácticas de la educación a distancia","Chávez Arcega, Marco Antonio","Revista mexicana de investigación educativa; 16(48); 301-306","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100014&lang=pt" 
"S1405-66662011000100013-mex","La imposibilidad de cumplir la tarea","Romero, Saúl Jerónimo","Revista mexicana de investigación educativa; 16(48); 293-299","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100013&lang=pt" 
"S1405-66662011000100001-mex","El papel de pares y publicaciones periódicas en la validación del conocimiento científico","Grediaga Kuri, Rocío","Revista mexicana de investigación educativa; 16(48); 7-14","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100001&lang=pt" 
"S1405-66662011000100010-mex","Representaciones docentes del déficit lector de los estudiantes","Peredo Merlo, María Alicia","Revista mexicana de investigación educativa; 16(48); 221-242","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100010&lang=pt" 
"S1405-66662011000100011-mex","Competencias y educación superior","Irigoyen, Juan José, Jiménez, Miriam Yerith, Acuña, Karla Fabiola","Revista mexicana de investigación educativa; 16(48); 243-266","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100011&lang=pt" 
"S1405-66662011000100012-mex","Formación docente inicial y en servicio en Chile: tensiones de un modelo neoliberal","Inzunza H., Jorge, Assaél, Jenny, Scherping, Guillermo","Revista mexicana de investigación educativa; 16(48); 267-292","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100012&lang=pt" 
"S1405-66662011000100015-mex","El sistema educativo mexicano visto a través de la educación preescolar","Ruiz Cuéllar, Guadalupe","Revista mexicana de investigación educativa; 16(48); 307-315","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100015&lang=pt" 
"S1405-66662011000100002-mex","Sobre la dictaminación","","Revista mexicana de investigación educativa; 16(48); 15-16","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100002&lang=pt" 
"S1405-66662011000100003-mex","El lenguaje escolar de la desigualdad en el umbral de la &quot;primera oleada de expansión&quot; de la enseñanza obligatoria: México en la segunda mitad del siglo XX","Granja Castro, Josefina","Revista mexicana de investigación educativa; 16(48); 17-42","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100003&lang=pt" 
"S1405-66662011000100004-mex","La oposición a la educación socialista durante el cardenismo (1934-1940): el caso de Toluca","Palacios Valdés, Mario","Revista mexicana de investigación educativa; 16(48); 43-71","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100004&lang=pt" 
"S1405-66662011000100005-mex","Aprender Historia en la escuela secundaria: el caso de Morelia, Michoacán (México)","Casal, Silvana","Revista mexicana de investigación educativa; 16(48); 73-105","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100005&lang=pt" 
"S1405-66662011000100006-mex","&quot;Difundir la instrucción de una manera agradable&quot;: Historia natural y geografía en revistas femeninas de México, 1840-1855","Vega, Rodrigo","Revista mexicana de investigación educativa; 16(48); 107-129","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100006&lang=pt" 
"S1405-66662011000100007-mex","Los desafíos del derecho a la educación en México a propósito de la participación social y la violencia escolar","Zurita Rivera, Úrsula","Revista mexicana de investigación educativa; 16(48); 131-158","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100007&lang=pt" 
"S1405-66662011000100008-mex","Sentidos e incidencia de la capacitación técnica: visión desde los/as estudiantes","Pieck Gochicoa, Enrique","Revista mexicana de investigación educativa; 16(48); 159-194","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100008&lang=pt" 
"S1405-66662011000100009-mex","Valoración subjetiva de los atributos que los ingenieros consideran requerir para ocupar puestos administrativos: Un estudio en empresas maquiladoras de Ciudad Juárez","García Alcaraz, Jorge Luis, Romero González, Jaime","Revista mexicana de investigación educativa; 16(48); 195-219","Revista mexicana de investigación educativa","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S1405-66662011000100009&lang=pt" 
"S0041-47512011000100001-sza","Ontronding in Afrikaans","Wissing, Daan","Tydskrif vir Geesteswetenskappe; 51(1); 01-20","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100001&lang=pt" 
"S0041-47512011000100002-sza","Die vestiging van Solidariteit se Helpende Hand as &#039;n suksesvolle gemeenskaps gebaseerde welsynsorganisasie","Visser, Wessel","Tydskrif vir Geesteswetenskappe; 51(1); 21-35","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100002&lang=pt" 
"S0041-47512011000100004-sza","Die voorkoms van depressiesimptome onder 12- en 13-jarige leerders","Schoombie, Elize, van Zyl, Erna","Tydskrif vir Geesteswetenskappe; 51(1); 53-67","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100004&lang=pt" 
"S0041-47512011000100005-sza","Mense se ervarings in &#039;n natuurlike omgewing in die Vredefortkoepel, Suid-Afrika: implikasies vir ruimtelike ontwikkeling","Roos, Vera, Coetzee, Hendri, Puren, Karen","Tydskrif vir Geesteswetenskappe; 51(1); 68-85","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100005&lang=pt" 
"S0041-47512011000100006-sza","Demografie - die toekoms wat reeds gebeur het: Wêreldtendense met spesiale verwysing na Suid-Afrika","Smit, Flip","Tydskrif vir Geesteswetenskappe; 51(1); 86-100","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100006&lang=pt" 
"S0041-47512011000100007-sza","Een groot mirakel: de Afrikaanse literatuur in Nederland in 2010","Francken, Eep","Tydskrif vir Geesteswetenskappe; 51(1); 101-104","Tydskrif vir Geesteswetenskappe","Holandês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100007&lang=pt" 
"S0041-47512011000100008-sza","","Prinsloo, Dioné","Tydskrif vir Geesteswetenskappe; 51(1); 105-106","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100008&lang=pt" 
"S0041-47512011000100003-sza","Die moontlike verandering van uitkomsgebaseerde onderwys in die grondslagfase-klaskamer","Barkhuizen, M, Steyn, HJ","Tydskrif vir Geesteswetenskappe; 51(1); 36-52","Tydskrif vir Geesteswetenskappe","Africaner","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0041-47512011000100003&lang=pt" 
"S1852-73372011000100001-arg","Editorial","González, Graciela","Diaeta; 29(134); 2-2","Diaeta","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372011000100001&lang=pt" 
"S1852-73372011000100002-arg","Alimentos funcionales: análisis de la recomendación en la práctica diaria","Millone, MV, Olagnero, GF, Santana, EC","Diaeta; 29(134); 7-15","Diaeta","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372011000100002&lang=pt" 
"S1852-73372011000100003-arg","Inflamación y Nutrición en la Enfermedad Renal Crónica","Puchulu, MB","Diaeta; 29(134); 16-22","Diaeta","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372011000100003&lang=pt" 
"S1852-73372011000100004-arg","Formulación de un helado dietético sabor arándano con características prebióticas","Barrionuevo, MR, Carrasco, JMN, Cravero, BAP, Ramón, AN","Diaeta; 29(134); 23-28","Diaeta","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372011000100004&lang=pt" 
"S1852-73372011000100005-arg","Validez de la ingesta energética estimada por registro alimentario en deportistas recreacionales","Areco, NP, Ferreyra, AE, Ginies, MV, Guerra, NB, Tortora, D, Elorriaga, N","Diaeta; 29(134); 29-40","Diaeta","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-73372011000100005&lang=pt" 
"S1130-05582011000100002-esp","Abordaje transparotídeo para la reducción abierta de las fracturas subcondíleas: Técnica quirúrgica y análisis de sus complicaciones","Rodríguez Flores, J., Jubilla, M., Gutiérrez Díaz, R., Zubillaga Rodríguez, I., Sánchez Aniceto, G., Montalvo Moreno, J.J.","Revista Española de Cirugía Oral y Maxilofacial; 33(1); 9-14","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582011000100002&lang=pt" 
"S1130-05582011000100004-esp","Uso de obturadores en cirugía oral y maxilofacial: Presentación de cinco casos clínicos","Velázquez-Cayón, R.T., Flores-Ruiz, R., Torres-Lagares, D., González-Guerrero, S., González-Padilla, D., Gutiérrez-Perez, J.L.","Revista Española de Cirugía Oral y Maxilofacial; 33(1); 22-26","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582011000100004&lang=pt" 
"S1130-05582011000100007-esp","Reconstrucción craneal con implante personalizado","González de Santiago, M.A., Chaurand Lara, J., Sandoval, B.","Revista Española de Cirugía Oral y Maxilofacial; 33(1); 40-44","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582011000100007&lang=pt" 
"S1516-44462011000100008-scl","Rapid tranquilization for agitated patients in emergency psychiatric rooms: a randomized trial of olanzapine, ziprasidone, haloperidol plus promethazine, haloperidol plus midazolam and haloperidol alone","Baldaçara, Leonardo, Sanches, Marsal, Cordeiro, Daniel Cruz, Jackowski, Andrea Parolin","Revista Brasileira de Psiquiatria; 33(1); 30-39","Revista Brasileira de Psiquiatria","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-44462011000100008&lang=pt" 
"S0102-33062011000100001-scl","Editorial","Ferreira, Alfredo Gui","Acta Botanica Brasilica; 25(1); 1-1","Acta Botanica Brasilica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100001&lang=pt" 
"S0102-33062011000100005-scl","Atividade alelopática de folhas e pseudofrutos de Hovenia dulcis Thunb. (Rhamnaceae) sobre a germinação de Lactuca sativa L. (Asteraceae)","Wandscheer, Alana Cristina Dorneles, Borella, Junior, Bonatti, Luziana Cassol, Pastorini, Lindamir Hernandez","Acta Botanica Brasilica; 25(1); 25-30","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100005&lang=pt" 
"S0102-33062011000100006-scl","Mucilaginous species of Thalassiosira Cleve emend: hasle (Diatomeae) in South Brazilian waters","Fernandes, Luciano Felício, Frassão-Santos, Edinara Katiussia","Acta Botanica Brasilica; 25(1); 31-42","Acta Botanica Brasilica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100006&lang=pt" 
"S0102-33062011000100008-scl","Produção de serapilheira e ciclagem de nutrientes de um reflorestamento e de uma floresta estacional semidecidual no sul do Brasil","Pimenta, José Antonio, Rossi, Leopoldo Bopp, Torezan, José Marcelo Domingues, Cavalheiro, Alba Lúcia, Bianchini, Edmilson","Acta Botanica Brasilica; 25(1); 53-57","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100008&lang=pt" 
"S0102-33062011000100027-scl","Cultivo axênico das cianobactérias marinhas Aphanothece halophytica Frémy, 1933 e Chroococcus minutus (Kützing) Nägeli, 1849","Melo, Rodrigo de Siqueira, Neves, Maria Helena Campo Baeta, Baptista, Odara Ramôa","Acta Botanica Brasilica; 25(1); 234-240","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100027&lang=pt" 
"S0102-33062011000100012-scl","Potencial fitotóxico de Dicranopteris flexuosa (Schrad.) Underw. (Gleicheniaceae)","Silva, Valerí Schmidt da, Cândido, Ana Carina da Silva, Muller, Caroline, Laura, Valdemir Antônio, Faccenda, Odival, Simionatto, Euclésio, Hess, Sonia Corina, Peres, Marize Terezinha Lopes Pereira","Acta Botanica Brasilica; 25(1); 95-104","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100012&lang=pt" 
"S0102-33062011000100011-scl","Estrutura da comunidade de Chlorococcales sensu lato (Chlorophyceae) em diferentes hábitats aquáticos e hidroperíodos","Torgan, Lezilda Carvalho, Hentschke, Guilherme Scotta","Acta Botanica Brasilica; 25(1); 83-94","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100011&lang=pt" 
"S0102-33062011000100013-scl","Germinação de sementes osmocondicionadas e não osmocondicionadas e crescimento inicial de Physalis angulata L. (Solanaceae) em ambientes salinos","Souza, Manuela Oliveira de, Souza, Cíntia Luiza Mascarenhas de, Pelacani, Claudinéia Regina","Acta Botanica Brasilica; 25(1); 105-112","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100013&lang=pt" 
"S0102-33062011000100015-scl","Structural responses of Ipomoea nil (L.) Roth &#039;Scarlet O&#039;Hara&#039; (Convolvulaceae) exposed to ozone","Moura, Bárbara Bâesso, Souza, Sílvia Ribeiro de, Alves, Edenise Segala","Acta Botanica Brasilica; 25(1); 122-129","Acta Botanica Brasilica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100015&lang=pt" 
"S0102-33062011000100017-scl","Levantamento da flora apícola em Santa Luzia do Paruá, Sudoeste da Amazônia, Maranhão","Marques, Luiz Junior Pereira, Muniz, Francisca Helena, Lopes, Gislane da Silva, Silva, José Malheiros","Acta Botanica Brasilica; 25(1); 141-149","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100017&lang=pt" 
"S0102-33062011000100020-scl","Etnobotânica e urbanização: conhecimento e utilização de plantas de restinga pela comunidade nativa do distrito do Campeche (Florianópolis, SC)","Gandolfo, Elisa Serena, Hanazaki, Natália","Acta Botanica Brasilica; 25(1); 168-177","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100020&lang=pt" 
"S0102-33062011000100019-scl","Chuva de sementes de espécies lenhosas florestais em mosaicos de floresta com Araucária e campos no Sul do Brasil","Santos, Melina Marchesini Grassotti dos, Oliveira, Juliano Morales, Müller, Sandra Cristina, Pillar, Valério DePatta","Acta Botanica Brasilica; 25(1); 160-167","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100019&lang=pt" 
"S0102-33062011000100023-scl","Taxithelium juruense (Broth.) Broth. (Pylaisiadelphaceae) an endangered Brazilian endemic, with notes on the genus Taxithelium in Brazil","Câmara, Paulo Eduardo Aguiar Saraiva, Carvalho-Silva, Micheline","Acta Botanica Brasilica; 25(1); 198-202","Acta Botanica Brasilica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100023&lang=pt" 
"S0102-33062011000100022-scl","Desempenho germinativo da invasora Leucaena leucocephala (Lam.) de Wit. e comparação com Caesalpinia ferrea Mart. ex Tul. e Caesalpinia pulcherrima (L.) Sw. (Fabaceae)","Fonseca, Nilson Gonçalves da, Jacobi, Claudia Maria","Acta Botanica Brasilica; 25(1); 191-197","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100022&lang=pt" 
"S0102-33062011000100026-scl","Separation of the genera in the subtribe Cassiinae (Leguminosae: Caesalpinioidae) using molecular markers","Acharya, Laxmikanta, Mukherjee, Arup Kumar, Panda, Pratap Chandra","Acta Botanica Brasilica; 25(1); 223-233","Acta Botanica Brasilica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100026&lang=pt" 
"S0102-33062011000100025-scl","Padrões espaciais de Qualea grandiflora Mart. em fragmentos de cerrado no estado de São Paulo","Costa, Rafael Carvalho da, Santos, Flavio Antonio Maës dos","Acta Botanica Brasilica; 25(1); 215-222","Acta Botanica Brasilica","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100025&lang=pt" 
"S0102-33062011000100029-scl","Capanemia Barb. Rodr. (Orchidaceae: Oncidiinae), a new record from Bahia state, Brazil","Buzatto, Cristiano Roberto, Machado, Marlon Câmara","Acta Botanica Brasilica; 25(1); 249-251","Acta Botanica Brasilica","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-33062011000100029&lang=pt" 
"S1807-76922011000100005-scl","Relationship between abnormal earnings persistence, industry structure, and market share in Brazilian public firms","Coelho, Antonio Carlos, Aguiar, Andson Braga de, Lopes, Alexsandro Broedel","BAR - Brazilian Administration Review; 8(1); 48-67","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100005&lang=pt" 
"S1807-76922011000100004-scl","Estimating total claim size in the auto insurance industry: a comparison between tweedie and zero-adjusted inverse gaussian distribution","Bortoluzzo, Adriana Bruscato, Claro, Danny Pimentel, Caetano, Marco Antonio Leonel, Artes, Rinaldo","BAR - Brazilian Administration Review; 8(1); 37-47","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100004&lang=pt" 
"S1807-76922011000100003-scl","International relations and the paradiplomacy of Brazilian cities: crafting the concept of local international management","Milani, Carlos R. S., Ribeiro, Maria Clotilde Meirelles","BAR - Brazilian Administration Review; 8(1); 21-36","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100003&lang=pt" 
"S1807-76922011000100002-scl","The smoothing hypothesis, stock returns and risk in Brazil","Martinez, Antonio Lopo, Castro, Miguel Angel Rivera","BAR - Brazilian Administration Review; 8(1); 1-20","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100002&lang=pt" 
"S1807-76922011000100006-scl","Rural heritage of early brazilian industrialists: its impact on managerial orientation","Vizeu, Fabio","BAR - Brazilian Administration Review; 8(1); 68-85","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100006&lang=pt" 
"S1807-76922011000100007-scl","Social practices and strategizing: a study of produce merchants in the Vila Rubim market","Silva, Alfredo Rodrigues Leite da, Carrieri, Alexandre de Pádua, Souza, Eloisio Moulin de","BAR - Brazilian Administration Review; 8(1); 86-106","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100007&lang=pt" 
"S1807-76922011000100001-scl","","Carneiro, Jorge","BAR - Brazilian Administration Review; 8(1); I-II","BAR - Brazilian Administration Review","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-76922011000100001&lang=pt" 
"S1809-48722011000100001-scl","Editorial","Jotz, Geraldo Pereira","Arquivos Internacionais de Otorrinolaringologia; 15(1); 5-5","Arquivos Internacionais de Otorrinolaringologia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1809-48722011000100001&lang=pt" 
