"S0038-23612011000300004-sza","Intra-operative parathyroid hormone measurements - experience of a non-academic hospital","Morks, A. N., van Ginhoven, T. M., Pekelharing, J. M., Duschek, E. J. J., Smit, P. C., de Graaf, P. W.","South African Journal of Surgery; 49(3); 123-127","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000300004&lang=pt" 
"S1727-897X2011000400008-cub","Caracterización bibliométrica de la producción científica del Hospital General Universitario Dr. Gustavo Aldereguía Lima. Cienfuegos: enero 2004-septiembre 2009","García Somodevilla, Alexis, Montes de Oca Montano, José, Núñez Blanco, Alberto, Rodríguez González, Nayl","MediSur; 9(4); 302-318","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400008&lang=pt" 
"S1727-897X2011000400006-cub","Niños de 0 a 4 años portadores de Streptococcus pneumoniae. Estudio en la comunidad","Tejeda Hernández, Olga","MediSur; 9(4); 292-295","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400006&lang=pt" 
"S1727-897X2011000400009-cub","Consentimiento informado en la punción lumbar: ¿una práctica sistemática?","Martín Hernández, Ivonne","MediSur; 9(4); 319-326","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400009&lang=pt" 
"S1727-897X2011000400005-cub","Talleres de editores en la región central de Cuba: una propuesta para el perfeccionamiento de las revistas científicas en las ciencias médicas","Hernández de la Rosa, Yurima, Benet Rodríguez, Mikhail, Moreno Martínez, Francisco, Molina Gómez, Ana, González Aguiar, Belkis, Rodríguez González, Lucitere","MediSur; 9(4); 289-291","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400005&lang=pt" 
"S1727-897X2011000400012-cub","Infertilidad","Rojas Quintana, Práxedes, Medina Tío, Dulce, Torres Ajá, Lidia","MediSur; 9(4); 340-350","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400012&lang=pt" 
"S1727-897X2011000400011-cub","Propuesta de diplomado en Mastología para especialistas en Medicina General Integral","Torres Ajá, Lidia, Iglesias León, Miriam","MediSur; 9(4); 334-339","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400011&lang=pt" 
"S1727-897X2011000400015-cub","Macroaneurisma arterial retinal. Presentación de un caso","Broche Hernández, Aimé, Morell Ochoa, Zailyt, Guillén Brizuela, Ilusimí","MediSur; 9(4); 367-369","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400015&lang=pt" 
"S1727-897X2011000400018-cub","Preguntas y consideraciones sobre anestesia en el anciano","Dávila Cabo de Villa, Evangelina","MediSur; 9(4); 378-406","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400018&lang=pt" 
"S1727-897X2011000400003-cub","Merecida alusión a CorSalud","Moreno-Martínez, Francisco, Hernández de la Rosa, Yurima","MediSur; 9(4); 279-280","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400003&lang=pt" 
"S1727-897X2011000400002-cub","Dos estudios en pacientes con síndrome metabólico en municipios de la provincia Holguín","Mosqueda Batista, Leticia","MediSur; 9(4); 277-278","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400002&lang=pt" 
"S1727-897X2011000400001-cub","Gestión de la calidad en Estomatología General Integral. Misión Barrio Adentro. Nuestra experiencia","González Manso, Blas, Torres Pulido, Rosa","MediSur; 9(4); 275-276","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400001&lang=pt" 
"S1983-21172011000200047-scl","MEDIADORES DE CENTROS DE CIÊNCIAS E OS SEUS PAPÉIS DURANTE AS VISITAS ESCOLARES","Silva, Camila Silveira da, Oliveira, Luiz Antonio Andrade de","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 47-64","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200047&lang=pt" 
"S1983-21172011000200013-scl","ARGUMENTAÇÃO NO ENSINO DE CIÊNCIAS: CONTEXTO BRASILEIRO","Sá, Luciana Passos, Queiroz, Salete Linhares","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 13-30","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200013&lang=pt" 
"S1983-21172011000200101-scl","A PERMANÊNCIA NA CARREIRA DO PROFESSOR DE CIÊNCIAS: UMA LEITURA BASEADA EM CHARLOT","Ogo, Marcela Yaemi, Laburú, Carlos Eduardo","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 101-118","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200101&lang=pt" 
"S1983-21172011000200009-scl","EDITORIAL","Nascimento, Silvania Sousa do","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 9-12","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200009&lang=pt" 
"S1983-21172011000200173-scl","REENCONTRAR O SENTIDO E O SABOR DOS SABERES ESCOLARES","Mohr, Adriana, Pires, Fernando Dias de Ávila","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 173-188","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200173&lang=pt" 
"S1983-21172011000200189-scl","A BUSCA PELA COMPREENSÃO CÓSMICA. CRÔNICAS PARA DESPERTAR O INTERESSE PELA FÍSICA E A CIÊNCIA EM GERAL","Vieira, Rodrigo Drumond","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 189-192","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200189&lang=pt" 
"S1983-21172011000200135-scl","TEMAS POLÊMICOS E A ARGUMENTAÇÃO DE ESTUDANTES DO CURSO DE CIÊNCIAS BIOLÓGICAS","Perez, Daniela Malgarini, Rebechi, Débora, Azevedo, Karine Lohmann, Schreiner, Poliana Graziela, Mattia, Rafaela Carla, Slowik, Renata, Oliveira, Odisséa Boaventura de","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 135-150","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200135&lang=pt" 
"S1983-21172011000200119-scl","DIFERENÇAS DE GÊNERO NAS PREFERÊNCIAS DISCIPLINARES E PROFISSIONAIS DE ESTUDANTES DE NÍVEL MÉDIO: RELAÇÕES COM A EDUCAÇÃO EM CIÊNCIAS","Lima Junior, Paulo, Rezende, Flavia, Ostermann, Fernanda","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 119-134","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200119&lang=pt" 
"S1983-21172011000200031-scl","INTERLOCUÇÕES POSSÍVEIS ENTRE LINGUAGEM E APROPRIAÇÃO DE CONCEITOS CIENTÍFICOS NA PERSPECTIVA DE UMA ESTRATÉGIA DE MODELAGEM PARA A ENERGIA ENVOLVIDA NAS TRANSFORMAÇÕES QUÍMICAS","Souza, Vinícius Catão de Assis, Justi, Rosária","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 31-46","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200031&lang=pt" 
"S1983-21172011000200151-scl","CURSOS DE EDUCAÇAO E FORMAÇÃO: UMA OPORTUNIDADE PARA QUESTIONAR PRÁTICAS DE SALA DE AULA E RECONSTRUIR IDENTIDADES ESCOLARES","Baptista, Mónica, Freire, Sofia, Carvalho, Carolina, Freire, Ana, Azevedo, Mário, Oliveira, Teresa","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 151-172","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200151&lang=pt" 
"S1983-21172011000200065-scl","O CONTEÚDO DE SISTEMÁTICA E FILOGENÉTICA EM LIVROS DIDÁTICOS DO ENSINO MÉDIO","Rodrigues, Marciel Elio, Justina, Lourdes Aparecida Della, Meglhioratti, Fernanda Aparecida","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte); 13(2); 65-84","Ensaio Pesquisa em Educação em Ciências (Belo Horizonte)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-21172011000200065&lang=pt" 
"S1727-897X2011000400017-cub","Síndrome de Reiter en la infancia. Reporte de un caso","Torres Molina, Alexander, Urrutia Mora, Osvaldo","MediSur; 9(4); 374-377","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400017&lang=pt" 
"S1727-897X2011000400016-cub","Queratodermia palmoplantar de Unna Thost. Presentación de un caso","Cabrera Acea, Graciela, Rodríguez Gandulla, María, Ramos Viera, Niurka","MediSur; 9(4); 370-373","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400016&lang=pt" 
"S1727-897X2011000400019-cub","Consejos y propuestas para un envejecimiento satisfactorio","Yanes García, María","MediSur; 9(4); 407-417","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400019&lang=pt" 
"S1727-897X2011000400010-cub","El razonamiento médico en la historia clínica: una mirada a la discusión diagnóstica","Corona Martínez, Luis, Fonseca Hernández, Mercedes","MediSur; 9(4); 327-333","MediSur","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-897X2011000400010&lang=pt" 
"S0103-37862011000200001-scl","Projeto colaborativo em ambientes digitais de atividades de aprendizagem e avaliação para aquisição de competências em informação e documentação","Agustín-Lacruz, Maria Del Carmen, Gómez-Díaz, Raquel, Fujita, Mariângela Spotti Lopes","Transinformação; 23(2); 89-94","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200001&lang=pt" 
"S0103-37862011000200004-scl","Ações de pesquisa e extensão no projeto laboratório de tecnologias intelectuais","Freire, Isa Maria, Aalves, Edvaldo Carvalho, Pinho Neto, Julio Afonso Sá de, Souza, Marckson Ferreira de","Transinformação; 23(2); 127-138","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200004&lang=pt" 
"S0103-37862011000200002-scl","A busca de informação na Internet: um estudo do comportamento de bibliotecários e estudantes de ensino médio","Abe, Veridiana, Cunha, Miriam Vieira da","Transinformação; 23(2); 95-111","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200002&lang=pt" 
"S0103-37862011000200003-scl","Interações disciplinares presentes na pesquisa em ciência da informação","Bicalho, Lucinéia","Transinformação; 23(2); 113-126","Transinformação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-37862011000200003&lang=pt" 
"S1678-77572011000400021-scl","Reconstruction of bony facial contour deficiencies with polymethylmethacrylate implants: case report","Abdo Filho, Ruy C. C., Oliveira, Thais M., Lourenço Neto, Natalino, Gurgel, Carla, Abdo, Ruy C.C.","Journal of Applied Oral Science; 19(4); 426-430","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400021&lang=pt" 
"S1678-77572011000400001-scl","A systematic review of microsurgical reconstruction of the jaws using vascularized fibula flap technique in patients with bisphosphonate-related osteonecrosis","Sacco, Roberto, Sacco, Gianluca, Acocella, Alessandro, Sale, Silvana, Sacco, Nicola, Baldoni, Edoardo","Journal of Applied Oral Science; 19(4); 293-300","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400001&lang=pt" 
"S1678-77572011000400002-scl","Effect of laser welding on the titanium ceramic tensile bond strength","Galo, Rodrigo, Ribeiro, Ricardo Faria, Rodrigues, Renata Cristina Silveira, Pagnano, Valéria de Oliveira, Mattos, Maria da Glória Chiarello de","Journal of Applied Oral Science; 19(4); 301-305","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400002&lang=pt" 
"S1678-77572011000400020-scl","Radiographic evaluation of furcal perforations sealed with different materials in dogs&#039; teeth","Vanni, José Roberto, Della-Bona, Álvaro, Figueiredo, José Antônio Poli De, Pedro, Giovani, Voss, Douglas, Kopper, Patrícia Maria Poli","Journal of Applied Oral Science; 19(4); 421-425","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400020&lang=pt" 
"S1678-77572011000400022-scl","Early treatment of Class III malocclusion: 10-year clinical follow-up","Almeida, Marcio Rodrigues de, Almeida, Renato Rodrigues de, Oltramari-Navarro, Paula Vanessa Pedron, Conti, Ana Cláudia de Castro Ferreira, Navarro, Ricardo de Lima, Camacho, José Gustavo Dala Déa","Journal of Applied Oral Science; 19(4); 431-439","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400022&lang=pt" 
"S1678-77572011000400004-scl","Are torque values of preadjusted brackets precise?","Streva, Alessandra Motta, Cotrim-Ferreira, Flávio Augusto, Garib, Daniela Gamba, Carvalho, Paulo Eduardo Guedes","Journal of Applied Oral Science; 19(4); 313-317","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400004&lang=pt" 
"S1678-77572011000400003-scl","Effect of leaching residual methyl methacrylate concentrations on in vitro cytotoxicity of heat polymerized denture base acrylic resin processed with different polymerization cycles","Bural, Canan, AktaŞ, Esin, Deniz, Günnur, Ünlüçerçi, Yeşim, Bayraktar, Gülsen","Journal of Applied Oral Science; 19(4); 306-312","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400003&lang=pt" 
"S1678-77572011000400005-scl","Effect of propolis gel on the in vitro reduction of dentin permeability","Sales-Peres, Silvia Helena de Carvalho, Carvalho, Flávia Negreiros de, Marsicano, Juliane Avansini, Mattos, Maria Cecília, Pereira, José Carlos, Forim, Moacir Rossi, Silva, Maria Fatima das Graças Fernandes da","Journal of Applied Oral Science; 19(4); 318-323","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400005&lang=pt" 
"S1678-77572011000400006-scl","Apical sealing of root canal fillings performed with five different endodontic sealers: analysis by fluid filtration","Vasconcelos, Bruno Carvalho de, Bernardes, Ricardo Affonso, Duarte, Marco Antonio Húngaro, Bramante, Clóvis Monteiro, Moraes, Ivaldo Gomes de","Journal of Applied Oral Science; 19(4); 324-328","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400006&lang=pt" 
"S1678-77572011000400008-scl","Hydroxyapatite crystallinity does not affect the repair of critical size bone defects","Conz, Marcio Baltazar, Granjeiro, José Mauro, Soares, Gloria de Almeida","Journal of Applied Oral Science; 19(4); 337-342","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400008&lang=pt" 
"S1678-77572011000400007-scl","Evaluation of tissue reaction, cell viability and cytokine production induced by Sealapex Plus","Gomes-Filho, João Eduardo, Gomes, Alessandra Cristina, Watanabe, Simone, Oliveira, Sandra Helena Penha de, Bernabé, Pedro Felício Estrada, Percinoto, Célio","Journal of Applied Oral Science; 19(4); 329-336","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400007&lang=pt" 
"S1678-77572011000400009-scl","Occlusal force, electromyographic activity of masticatory muscles and mandibular flexure of subjects with different facial types","Custodio, William, Gomes, Simone Guimarães Farias, Faot, Fernanda, Garcia, Renata Cunha Matheus Rodrigues, Del Bel Cury, Altair Antoninha","Journal of Applied Oral Science; 19(4); 343-349","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400009&lang=pt" 
"S1678-77572011000400011-scl","Conventional dual-cure versus self-adhesive resin cements in dentin bond integrity","Silva, Renata Andreza Talaveira da, Coutinho, Margareth, Cardozo, Pedro Igor, Silva, Larissa Alves da, Zorzatto, José Roberto","Journal of Applied Oral Science; 19(4); 355-362","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400011&lang=pt" 
"S1678-77572011000400013-scl","Standards of teeth preparations for anterior resin bonded all-ceramic crowns in private dental practice in Jordan","AL-Dwairi, Ziad Nawaf, AL-Hiyasat, Ahmad Saleh, Aboud, Haitham","Journal of Applied Oral Science; 19(4); 370-377","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400013&lang=pt" 
"S1678-77572011000400014-scl","Immunohistochemical staining of Langerhans cells in HPV-positive and HPV-negative cases of oral squamous cells carcinoma","Pereira, Karuza Maria Alves, Soares, Rosilene Calazans, Oliveira, Márcio Campos, Pinto, Leão Pereira, Costa, Antônio de Lisboa Lopes","Journal of Applied Oral Science; 19(4); 378-383","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400014&lang=pt" 
"S1678-77572011000400015-scl","In vitro adherence of Candida albicans isolated from patients with chronic periodontitis","Machado, Adriana Gadotti, Komiyama, Edson Yukio, Santos, Silvana Soléo Ferreira dos, Jorge, Antonio Olavo Cardoso, Brighenti, Fernanda Lourenção, Koga-Ito, Cristiane Yumi","Journal of Applied Oral Science; 19(4); 384-387","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400015&lang=pt" 
"S1678-77572011000400012-scl","Tensile bond strength of indirect composites luted with three new self-adhesive resin cements to dentin","Türkmen, Cafer, Durkan, Meral, Cimilli, Hale, Öksüz, Mustafa","Journal of Applied Oral Science; 19(4); 363-369","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400012&lang=pt" 
"S1678-77572011000400019-scl","Resistance of three implant-abutment interfaces to fatigue testing","Ribeiro, Cleide Gisele, Maia, Maria Luiza Cabral, Scherrer, Susanne S., Cardoso, Antonio Carlos, Wiskott, H. W. Anselm","Journal of Applied Oral Science; 19(4); 413-420","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400019&lang=pt" 
"S1678-77572011000400018-scl","Effect of different light curing methods on mechanical and physical properties of resin-cements polymerized through ceramic discs","Cekic-nagas, Isil, Ergun, Gulfem","Journal of Applied Oral Science; 19(4); 403-412","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400018&lang=pt" 
"S1678-77572011000400017-scl","Use of occlusal sealant in a community program and caries incidence in high- and low-risk children","Baldini, Vânia, Tagliaferro, Elaine Pereira da Silva, Ambrosano, Gláucia Maria Bovi, Meneghim, Marcelo de Castro, Pereira, Antonio Carlos","Journal of Applied Oral Science; 19(4); 396-402","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400017&lang=pt" 
"S1678-77572011000400016-scl","Bond strength of three luting agents to zirconia ceramic - influence of surface treatment and thermocycling","Attia, Ahmed","Journal of Applied Oral Science; 19(4); 388-395","Journal of Applied Oral Science","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-77572011000400016&lang=pt" 
