"S0718-22442005000100002-chl","BALLENAS Y DELFINES EN EL MUNDO SELK`NAM: UNA APROXIMACIÓN ETNOGRÁFICA","MASSONE M, MAURICIO, PRIETO I, ALFREDO","Magallania (Punta Arenas); 33(1); 25-35","Magallania (Punta Arenas)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22442005000100002&lang=pt" 
"S0102-09352005000400006-scl","Expressão gênica de caspases 3 e 8 em timo e baço de ratas recém-desmamadas e imunossuprimidas por glicocorticóide","Batista, J.J., Martins, A.S., Moro, L., Vasconcelos, A.C.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 457-464","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400006&lang=pt" 
"S0102-09352005000400007-scl","Estudo estereológico comparativo de complexos cumulus-ovócito aspirados de folículos durante o ciclo estral em bovinos","Calado, A.M., Rocha, E., Colaço, A., Sousa, M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 465-475","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400007&lang=pt" 
"S0102-09352005000400008-scl","Indução do estro no pós-parto em vacas primíparas Holandês-Zebu","Ruas, J.R.M., Brandão, F.Z., Silva Filho, J.M., Borges, A.M., Palhares, M.S., Carvalho, B.C., Borges, L.E.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 476-484","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400008&lang=pt" 
"S0102-09352005000400009-scl","Resultados econômicos de sistemas de produção de leite com diferentes níveis tecnológicos na região de Lavras, MG","Lopes, M.A., Lima, A.L.R., Carvalho, F.M., Reis, R.P., Santos, I.C., Saraiva, F.H.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 485-493","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400009&lang=pt" 
"S0102-09352005000400011-scl","Composição química de diferentes fontes de fósforo e deposição de metais pesados em tecidos de suínos","Teixeira, A.O., Lopes, D.C., Ribeiro, M.C.T., Lopes, J.B., Ferreira, V.P.A., Vitti, D.M.S.S., Moreira, J.A., Pena, S.M.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 502-509","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400011&lang=pt" 
"S0102-09352005000400015-scl","Aspectos genéticos do peso à desmama e de algumas características reprodutivas de fêmeas Nelore","Gressler, M.G.M., Pereira, J.C.C., Bergmann, J.A.G., Andrade, V.J., Paulino, M.F., Gressler, S.L.","Arquivo Brasileiro de Medicina Veterinária e Zootecnia; 57(4); 533-538","Arquivo Brasileiro de Medicina Veterinária e Zootecnia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-09352005000400015&lang=pt" 
"S0066-782X2005001500002-scl","Angioplastia coronariana e revascularização cirúrgica do miocárdio devem ser consideradas métodos eficientes para o controle da isquemia miocárdica na angina estável?","Silva, Paulo Roberto Dutra da, Rocha, Antonio Sérgio Cordeiro da","Arquivos Brasileiros de Cardiologia; 85(2); 82-84","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500002&lang=pt" 
"S0066-782X2005001500001-scl","Síndrome metabólica em crianças e adolescentes","Brandão, Ayrton Pires, Brandão, Andréa Araújo, Berenson, Gerald S., Fuster, Valentin","Arquivos Brasileiros de Cardiologia; 85(2); 79-81","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500001&lang=pt" 
"S0066-782X2005001500006-scl","Análise comparativa da captação de 18 fluordesoxiglicose por câmara de cintilação e sistema de coincidência e a ecocardiografia de estresse pela dobutamina na detecção de viabilidade miocárdica","Farsky, Pedro Silvio, Piegas, Leopoldo Soares, Gimenes, Vera Marcia, Petisco, Ana Claudia G., Duarte, Paulo S., Martins, Luiz Roberto, Issa, Mario, Paulista, Paulo Paredes, Sousa, José Eduardo Moraes Rego","Arquivos Brasileiros de Cardiologia; 85(2); 105-109","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500006&lang=pt" 
"S0066-782X2005001500005-scl","Tendência da mortalidade por doenças isquêmicas do coração na cidade de Curitiba - Brasil, de 1980 a 1998","Daniel, Edevar, Germiniani, Helio, Nazareno, Eleusis Ronconi de, Braga, Simone Viana, Winkler, Anderson Marcelo, Cunha, Claudio L. Pereira da","Arquivos Brasileiros de Cardiologia; 85(2); 100-104","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500005&lang=pt" 
"S0066-782X2005001500012-scl","Doença aterosclerótica difusa desmascarada pela avaliação fisiológica invasiva da circulação coronária","Sant&#039;Anna, Fernando Mendes, Silva, Expedito E. Ribeiro da, Batista, Leonardo Alves, Ventura, Fábio Machado, Barrozo, Carlos Alberto Mussel, Pijls, Nico H.J.","Arquivos Brasileiros de Cardiologia; 85(2); 135-137","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500012&lang=pt" 
"S0066-782X2005001500009-scl","Tratamento cirúrgico sem circulação extracorpórea de arteriopatia relacionada com arterite de Takayasu envolvendo aorta e vasos da base","Milani, Rodrigo, Brofman, Paulo, Sandri, Tayse, Varela, Alexandre, Souza, José Augusto, Emed, Luiz Gustavo, Silveira, Stefan da, Dantas, Marcelo, Guimarães, Maximiliano, Pontarolli, Rafael, Maia, Francisco","Arquivos Brasileiros de Cardiologia; 85(2); 124-127","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500009&lang=pt" 
"S0066-782X2005001500011-scl","Angioedema relacionado ao uso de estreptoquinase","Oliveira, Daniela Camargo de, Coelho, Otávio Rizzi, Paraschin, Karen, Ferraroni, Natasha Rebouças, Zolner, Ricardo de Lima","Arquivos Brasileiros de Cardiologia; 85(2); 131-134","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500011&lang=pt" 
"S0066-782X2005001500010-scl","Cardiomiopatia de Takotsubo: uma causa rara de choque cardiogênico simulando infarto agudo do miocárdio","Vasconcelos, Jayro Thadeu Paiva de, Martins, Sebastião, Sousa, João Francisco de, Portela, Antenor","Arquivos Brasileiros de Cardiologia; 85(2); 128-130","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500010&lang=pt" 
"S0066-782X2005001500013-scl","Lactente de 40 dias com transposição das grandes artérias e comunicação interventricular","Atik, Edmar","Arquivos Brasileiros de Cardiologia; 85(2); 138-138","Arquivos Brasileiros de Cardiologia","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500013&lang=pt" 
"S0066-782X2005001500016-scl","Correção","","Arquivos Brasileiros de Cardiologia; 85(2); -","Arquivos Brasileiros de Cardiologia","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2005001500016&lang=pt" 
"S0021-75572005000500002-scl","Monitorização contínua de glicemia: uma arma a ser explorada","Damiani, Durval","Jornal de Pediatria; 81(4); 272-273","Jornal de Pediatria","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572005000500002&lang=pt" 
"S0021-75572005000500001-scl","Lactato sérico como marcador pronóstico en niños gravemente enfermos: un problema de producción o de clearence?","Ronco, Ricardo","Jornal de Pediatria; 81(4); 271-272","Jornal de Pediatria","Inglês, Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572005000500001&lang=pt" 
"S0021-75572005000500003-scl","Aerossóis e espaçadores na crise aguda de asma: evolução e hora de mudar a rotina","Ribeiro, Jose Dirceu","Jornal de Pediatria; 81(4); 274-276","Jornal de Pediatria","Inglês, Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0021-75572005000500003&lang=pt" 
"S1413-73722005000200006-scl","Família, álcool e violência em uma comunidade da cidade do Recife","Melo, Zélia Maria de, Caldas, Marcus Túlio, Carvalho, Michelle Maria Campos, Lima, Anamaria Tavares de","Psicologia em Estudo; 10(2); 201-208","Psicologia em Estudo","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-73722005000200006&lang=pt" 
"S0101-32622005000200002-scl","El espacio por aprender, el mismo que enseñar: las urgencias de la educación geográfica","Pereira, Marcelo Garrido","Cadernos CEDES; 25(66); 137-163","Cadernos CEDES","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200002&lang=pt" 
"S0101-32622005000200003-scl","O método intuitivo e a percepção sensorial como legado de Pestalozzi para a geografia escolar","Zanatta, Beatriz Aparecida","Cadernos CEDES; 25(66); 165-184","Cadernos CEDES","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200003&lang=pt" 
"S0101-32622005000200004-scl","Cotidiano, mediação pedagógica e formação de conceitos: uma contribuição de Vygotsky ao ensino de geografia","Cavalcanti, Lana de Souza","Cadernos CEDES; 25(66); 185-207","Cadernos CEDES","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200004&lang=pt" 
"S0101-32622005000200005-scl","Educação geográfica: a psicogenética e o conhecimento escolar","Castellar, Sonia Maria Vanzella","Cadernos CEDES; 25(66); 209-225","Cadernos CEDES","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200005&lang=pt" 
"S0101-32622005000200006-scl","Aprendendo a ler o mundo: a geografia nos anos iniciais do ensino fundamental","Callai, Helena Copetti","Cadernos CEDES; 25(66); 227-247","Cadernos CEDES","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-32622005000200006&lang=pt" 
"S0717-92002005000200001-chl","En conmemoración de los 85 años del Prof. Dr. Georg Eisenhauer","SCHLATTER V, JUAN E","Bosque (Valdivia); 26(2); 3-5","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200001&lang=pt" 
"S0717-92002005000200002-chl","Efectos de cortas de selección en el crecimiento de brinzales de especies tolerantes latifoliadas: análisis estadístico usando modelos lineales mixtos","DURAN, MARIANO J, DONOSO H, PABLO J, QUINTERO M, MARIA A","Bosque (Valdivia); 26(2); 7-15","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200002&lang=pt" 
"S0717-92002005000200003-chl","Optimización en la asignación de tareas en un sistema de guardería forestal","PRADENAS ROJAS, LORENA, AZOCAR GARCIA, LEANDRO","Bosque (Valdivia); 26(2); 17-24","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200003&lang=pt" 
"S0717-92002005000200004-chl","Evidencia morfológica e isoenzimática de hibridación natural entre Nothofagus antarctica y N. pumilio en el noroeste patagónico","QUIROGA, PAULA, VIDAL RUSSELL, ROMINA, PREMOLI, ANDREA C","Bosque (Valdivia); 26(2); 25-32","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200004&lang=pt" 
"S0717-92002005000200005-chl","Contenido de carbono en la biomasa aérea de bosques nativos en Chile","GAYOSO A, JORGE, GUERRA C, JAVIER","Bosque (Valdivia); 26(2); 33-38","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200005&lang=pt" 
"S0717-92002005000200006-chl","Acerca de la validez de las subespecies de Neotermes (Isoptera: Kalotermitidae) descritas de Chile","CAMOUSSEIGHT, ARIEL, VERA, ALEJANDRO","Bosque (Valdivia); 26(2); 39-45","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200006&lang=pt" 
"S0717-92002005000200007-chl","Ensayo de una tipología de estaciones forestales en el Parque Nacional Tolhuaca, Chile","GAJARDO, RODOLFO, LUEBERT, FEDERICO, ESTAY, MARLIS","Bosque (Valdivia); 26(2); 47-56","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200007&lang=pt" 
"S0717-92002005000200008-chl","Propuesta metodológica de ordenación forestal, aplicación a bosques de lenga en la XI Región","CRUZ JOHNSON, PABLO, HONEYMAN LUCCHINI, PABLO, CABALLERO TAPIA, CARLOS","Bosque (Valdivia); 26(2); 57-70","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200008&lang=pt" 
"S0717-92002005000200009-chl","Estado del arte en modelación funcional-estructural de plantas","FERNANDEZ QUIROGA, M. PAULINA","Bosque (Valdivia); 26(2); 71-79","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200009&lang=pt" 
"S0717-92002005000200010-chl","Medición de diámetros fustales con relascopio y forcípula finlandesa: efectos en la estimación de volumen","SALAS E, CHRISTIAN, REYES, MAURICIO, BASSABER E, CLAUDIA","Bosque (Valdivia); 26(2); 81-90","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200010&lang=pt" 
"S0717-92002005000200011-chl","Control biológico de Ctenarytaina eucalypti (Hem.: Psyllidae), plaga del eucalipto en Argentina","FIDALGO, PATRICIO, OLIVARES, TANIA S, DE HARO, ANA MARIA, BARAÑAO, JUSTO JOSE","Bosque (Valdivia); 26(2); 91-93","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200011&lang=pt" 
"S0717-92002005000200012-chl","Análisis de productividad de dos carros portacarga en madereo con torre a tala rasa en plantaciones de Pinus radiata","CAREY B, PATRICIO, SOTO H, DIONISIO","Bosque (Valdivia); 26(2); 95-106","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200012&lang=pt" 
"S0717-92002005000200013-chl","Evaluación del costo de producción para faenas de aserrío portátil","AGUILERA, ALFREDO, INZUNZA, LUIS, ALZAMORA, ROSA, TAPIA, LUIS","Bosque (Valdivia); 26(2); 107-114","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200013&lang=pt" 
"S0717-92002005000200014-chl","Pulpa kraft blanqueada a partir de Pinus tecunumanii","TORRES, LEONEL FERNANDO, MELO, ROBERTO, COLODETTE, JORGE LUIZ","Bosque (Valdivia); 26(2); 115-122","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200014&lang=pt" 
"S0717-92002005000200015-chl","Aplicación de dos Modelos de Simulación Integral Hidrológica, para la estimación de caudales medios mensuales, en dos cuencas de Chile central","PIZARRO T, ROBERTO, SOTO B, MANUEL, FARIAS D, CESAR, JORDAN D, CRISTIAN","Bosque (Valdivia); 26(2); 123-129","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200015&lang=pt" 
"S0717-92002005000200016-chl","Criopreservación del nemátodo Beddingia (Deladenus) siricidicola, controlador biológico de la avispa del pino","GERDING G, MACARENA, FRANCE I, ANDRES","Bosque (Valdivia); 26(2); 131-135","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200016&lang=pt" 
"S0717-92002005000200017-chl","Caracterización de los suelos bajo bosque de Austrocedrus chilensis a través de un gradiente climático y topográfico en Chubut, Argentina","LA MANNA, LUDMILA","Bosque (Valdivia); 26(2); 137-153","Bosque (Valdivia)","Espanhol","2005","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-92002005000200017&lang=pt" 
"S1135-57272005000400007-esp","Atención comunitaria a personas con trastornos psicóticos","","Revista Española de Salud Pública; 79(4); 503-504","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400007&lang=pt" 
"S1135-57272005000400004-esp","Comparación de los modelos SCORE y Framinghan en el cálculo de alto riesgo cardiovascular para una muestra de varones de 45 y 65 años de Asturias","Álvarez Cosmea, Artemio, Díaz González, Luis, López Fernández, Vicente, Prieto Díaz, Miguel Angel, Suárez García, Saúl","Revista Española de Salud Pública; 79(4); 465-473","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400004&lang=pt" 
"S1135-57272005000400002-esp","Análisis de conglomerados de cáncer: El caso del barrio de Campdorà, Girona","Lertxundi-Manterola, Aitana, Saez, Marc, Marcos-Gragera, Rafael, Izquierdo, Àngel, Pibernat, Nuri, Sala, Ester, Camps, Neus","Revista Española de Salud Pública; 79(4); 443-452","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400002&lang=pt" 
"S1135-57272005000400006-esp","Interrupción voluntaria del embarazo en mujeres de un distrito sanitario de Almería durante el período 1998-2002","Barroso García, Pilar, Lucena Méndez, Mª Ángeles, Parrón Carreño, Tesifón","Revista Española de Salud Pública; 79(4); 493-501","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400006&lang=pt" 
"S1135-57272005000400003-esp","Comparación de los modelos SCORE y REGICOR para el cálculo del riesgo cardiovascular en sujetos sin enfermedad cardiovascular atendidos en un centro de salud de Barcelona","Baena Díez, José Miguel, Val García, José Luis del, Héctor Salas Gaetgens, Luis, Sánchez Pérez, Ricard, Altes Vaques, Eva, Deixens Martínez, Bibiana, Amatller Corominas, Marta, Katia Núñez Casillas, Dynaida","Revista Española de Salud Pública; 79(4); 453-464","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400003&lang=pt" 
"S1135-57272005000400001-esp","Evaluando la aplicación de las tablas del modelo SCORE para el cálculo del riesgo cardiovascular en atención primaria","Brotons, Carlos","Revista Española de Salud Pública; 79(4); 439-442","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400001&lang=pt" 
"S1135-57272005000400008-esp","Mejoremos la salud a todas las edades: Un manual para el cambio de comportamiento","","Revista Española de Salud Pública; 79(4); 505-505","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400008&lang=pt" 
"S1135-57272005000400005-esp","Metodología del estudio de cohortes del proyecto ITINERE sobre consumidores de heroína en tres ciudades españolas y características básicas de los participantes","Fuente de Hoz, Luis de la, Brugal Puig, M Teresa, Ballesta Gómez, Rosario, Bravo Poetela, María J, Barrio Anta, Gregorio, Domingo Salvany, Antonia, Silva do Rosario, Teresa, Ambrós Hortensi, Mireia","Revista Española de Salud Pública; 79(4); 476-491","Revista Española de Salud Pública","Espanhol","2005","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272005000400005&lang=pt" 
"S0138-600X2005000200001-cub","Embarazo y Adolescencia: Resultados Perinatales","Sáez Cantero, Viviana","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200001&lang=pt" 
"S0138-600X2005000200002-cub","Siringomielia y embarazo: Experiencia en el hospital docente &quot; Eusebio Hernández&quot; &lt;a name=autor&gt;&lt;/a&gt;","Sabina Yturralde, Algimiro, Coronado Mestre, Ramón, Pino García, Teresa, Ortega Figueroa, Lázara, Lugones Botell, Miguel","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200002&lang=pt" 
"S0138-600X2005000200003-cub","Morbilidad de la madre adolescente","Sáez Cantero, Viviana","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200003&lang=pt" 
"S0138-600X2005000200004-cub","Parto instrumentado en la distocia de rotación: Resultados materno-perinatales (1997-2002)","Requena Llibre, Jorge, Isla Valdés, Ariana, Zayas León, María Dolores, Sixto Bustelo, Giraldo Guillermo","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200004&lang=pt" 
"S0138-600X2005000200005-cub","Rabdomiosarcoma de la vulva y embarazo: Presentación de un caso","Sabina Iturralde, Algimiro, Pino García, Teresa, García Méndez, Carlos, Lugones Botell, Miguel","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200005&lang=pt" 
"S0138-600X2005000200006-cub","Liquen escleroso y atrófico de la vulva a propósito de un caso","Pérez Espinosa, Ramón A., Crespo Campo, Gustavo, Isla Valdés, Ariana, Zayas León, María Dolores","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200006&lang=pt" 
"S0138-600X2005000200007-cub","Estudio de las pacientes conizadas por patología de cuello","Tamayo Lien, Tania, Varona Sánchez, Joel, de la Torre, Ana Isabel","Revista Cubana de Obstetricia y Ginecología; 31(2); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2005","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2005000200007&lang=pt" 
