"S0375-15892012000500014-sza","Preliminary report: Pedigree analysis of the Brangus cattle in South Africa","Steyn, J.W., Neser, F.W.C., Hunlun, C., Lubout, P.C.","South African Journal of Animal Science; 42(5); 511-514","South African Journal of Animal Science","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0375-15892012000500014&lang=pt" 
"S0718-85602012000300001-chl","Remodelado auricular adverso en atletas de alto rendimiento: Estudio de deformación auricular con speckle tracking 2D","Gabrielli, Luigi, Montserrat, Silvia, Bijnens, Bart, Brambila, Carlos, Duchateau, Nicolás, Merino, Beatriz, Gutierrez, Josep, Mont, Lluis, Vidal, Bárbara, Azqueta, Manel, Paré, Carles, Brugada, Josep, Sitges, Marta","Revista chilena de cardiología; 31(3); 176-183","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300001&lang=pt" 
"S0718-85602012000300002-chl","Doppler Tisular: velocidad de desplazamiento miocárdico en sístole en pacientes con hipertensión arterial con fracción de eyección conservada","Galdames, Katia, Torres, Jorge, Goldsack, María Ester, Piñats, Francisco, Solar, Felipe, Olivaresa, Felipe, Tabiloa, Paz, Pobletea, Andrés","Revista chilena de cardiología; 31(3); 184-188","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300002&lang=pt" 
"S0718-85602012000300003-chl","Terremoto 2010: Impacto en la incidencia de lesiones subepicárdicas. experiencia en telemedicina","Bello, Francesca, Adriazola, Patricia, Escobar, Edgardo, Pavlov, Stefania, Mezzano, Gabriel, Lama, Denisse","Revista chilena de cardiología; 31(3); 189-193","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300003&lang=pt" 
"S0718-85602012000300004-chl","Angiotensina-(1-9) disminuye el remodelamiento cardiovascular hipertensivo independiente de los niveles de ECA y de angiotensina II","Moya, Jackeline, Novoa, Ulises, Godoy, Iván, Chiong, Mario, Lavandero, Sergio, Jalill, Jorge, Ocaranza, María Paz","Revista chilena de cardiología; 31(3); 202-214","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300004&lang=pt" 
"S0718-85602012000300005-chl","Síndrome corazón de atleta: historia, manifestaciones morfológicas e implicancias clínicas","Yañez, Fernando","Revista chilena de cardiología; 31(3); 215-225","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300005&lang=pt" 
"S0718-85602012000300006-chl","Prevención de Complicaciones Cardioembólicas en la Fibrilación Auricular","Isa Param, Rodrigo","Revista chilena de cardiología; 31(3); 226-231","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300006&lang=pt" 
"S0718-85602012000300007-chl","Estatinas y Riesgo de Diabetes","Bastías G, Eduardo, Novik A, Victoria, Ceriani B, Alejandro","Revista chilena de cardiología; 31(3); 232-237","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300007&lang=pt" 
"S0718-85602012000300008-chl","Certificación y Recertificación de Especialistas. Una mirada desde CONACEM","López Moreno, José Manuel","Revista chilena de cardiología; 31(3); 238-242","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300008&lang=pt" 
"S0718-85602012000300009-chl","Certificación de la mención de cardiología intervencional por CONACEM","Chamorro B, Hernán","Revista chilena de cardiología; 31(3); 243-246","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300009&lang=pt" 
"S0718-85602012000300010-chl","Angiografía Rotacional y Road Mapping como ayuda para intervenciones percutáneas complejas. El caso de una Coartación Aórtica","Martínez, Gonzalo, Vergara, Francisco, Martínez, Alejandro","Revista chilena de cardiología; 31(3); 247-249","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300010&lang=pt" 
"S0718-85602012000300011-chl","Trombosis &quot;extremadamente&quot; tardía de stent","Soto, Gastón, Sepúlveda, Pablo, Donoso, Hernán, Puentes, Ángel, Bellet, Augusto, Albisú, Guillermo, Aguayo, Rubén, Dighero, Humberto","Revista chilena de cardiología; 31(3); 263-266","Revista chilena de cardiología","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-85602012000300011&lang=pt" 
"S0018-229X2012000200001-sza","&quot;The sacred tie&quot;: Sir Thomas Smartt, the Unionist Party and the British Empire, 1912-1920","Mouton, F.A.","Historia; 57(2); 01-30","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200001&lang=pt" 
"S0018-229X2012000200002-sza","The &quot;coolie curse&quot;: The evolution of white colonial attitudes towards the Indian question, 1860-1900","Du Bois, Duncan","Historia; 57(2); 37-67","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200002&lang=pt" 
"S0018-229X2012000200003-sza","","Blignaut, Charl","Historia; 57(2); 68-103","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200003&lang=pt" 
"S0018-229X2012000200004-sza","Radio broadcasting for blacks during the Second World War: &quot;It could be dangerous ..&quot;","Wiederroth, Nicole","Historia; 57(2); 104-149","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200004&lang=pt" 
"S0018-229X2012000200005-sza","","Terblanche, H.O.","Historia; 57(2); 150-181","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200005&lang=pt" 
"S0018-229X2012000200006-sza","Shifting sexual morality? Changing views on homosexuality in Afrikaner society during the 1960s","du Pisani, Kobus","Historia; 57(2); 182-221","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200006&lang=pt" 
"S0018-229X2012000200007-sza","","Venter, Chris","Historia; 57(2); 222-262","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200007&lang=pt" 
"S0018-229X2012000200008-sza","No nukes in Africa: South Africa, the denuclearisation of Africa and the Pelindaba Treaty","van Wyk, Jo-Ansie","Historia; 57(2); 263-297","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200008&lang=pt" 
"S0018-229X2012000200009-sza","Zimbabwe&#039;s land struggles and land rights in historical perspective: The case of Gowe-Sanyati irrigation (1950-2000)","Nyandoro, Mark","Historia; 57(2); 298-349","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200009&lang=pt" 
"S0018-229X2012000200010-sza","How the story of the South African experience in the Italian campaign was recorded - and distorted","Bourhill, James, Pretorius, Fransjohan","Historia; 57(2); 350-377","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200010&lang=pt" 
"S0018-229X2012000200011-sza","Operasies Chuva en Moduler (fase 1): &#039;n Waardering van die SAW-UNITA-bondgenootskap, Mei tot Oktober 1987","Oosthuizen, Gerhard J.J.","Historia; 57(2); 378-415","Historia","Africaner","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200011&lang=pt" 
"S0018-229X2012000200012-sza","Dabbling in History: More apprenticeship than sorcery","Nasson, Bill","Historia; 57(2); 416-427","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200012&lang=pt" 
"S0018-229X2012000200013-sza","The ANC&#039;s 100 years: Some recent work on its history in historiographical context","Saunders, Chris","Historia; 57(2); 428-447","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200013&lang=pt" 
"S0018-229X2012000200014-sza","","","Historia; 57(2); 448-527","Historia","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0018-229X2012000200014&lang=pt" 
"S0718-52002012000200001-chl","PRESENTACION","","Estudios constitucionales; 10(2); 11-14","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200001&lang=pt" 
"S0718-52002012000200002-chl","PRINCIPIOS JURÍDICOS Y DEMOCRACIA: DE VUELTAS A LA &quot;DEMOCRACIA MILITANTE&quot;","Zúñiga Urbina, Francisco","Estudios constitucionales; 10(2); 17-56","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200002&lang=pt" 
"S0718-52002012000200003-chl","DIÁLOGO INTERJURISDICCIONAL, CONTROL DE CONVENCIONALIDAD Y JURISPRUDENCIA DEL TRIBUNAL CONSTITUCIONAL EN PERÍODO 2006-2011","Nogueira Alcalá, Humberto","Estudios constitucionales; 10(2); 57-140","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200003&lang=pt" 
"S0718-52002012000200004-chl","LA OBLIGACIÓN DE &quot;RESPETAR&quot; Y &quot;GARANTIZAR&quot; LOS DERECHOS HUMANOS A LA LUZ DE LA JURISPRUDENCIA DE LA CORTE INTERAMERICANA: Análisis del artículo 1° del pacto de San José como fuente convencional del derecho procesal constitucional mexicano","Ferrer Mac-Gregor, Eduardo, Pelayo Moller, Carlos María","Estudios constitucionales; 10(2); 141-192","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200004&lang=pt" 
"S0718-52002012000200005-chl","IMPACTO DEL BLOQUE DE CONSTITUCIONALIDAD EN LA INTERPRETACIÓN DEL DERECHO COMÚN: LA INTERPRETACIÓN AMPLIA DE LOS ABORTOS PERMITIDOS EN ARGENTINA","Clérico, Laura, Ronconi, Liliana","Estudios constitucionales; 10(2); 193-230","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200005&lang=pt" 
"S0718-52002012000200006-chl","LA RELACIÓN ENTRE LOS ÁMBITOS NORMATIVOS INTERNACIONAL Y NACIONAL SOBRE DERECHOS HUMANOS","Castillo Córdova, Luis","Estudios constitucionales; 10(2); 231-280","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200006&lang=pt" 
"S0718-52002012000200007-chl","APLICABILIDAD EN EL ÁMBITO INTERNO Y EN TIEMPOS DE PAZ DE LAS NORMAS DE IUS COGENS DEL DERECHO INTERNACIONAL HUMANITARIO","Díaz Tolosa, Regina Ingrid","Estudios constitucionales; 10(2); 281-322","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200007&lang=pt" 
"S0718-52002012000200008-chl","DERECHO PROCESAL CONSTITUCIONAL Y DERECHO PROBATORIO CONSTITUCIONAL EN COLOMBIA","Nisimblat, Nattan","Estudios constitucionales; 10(2); 323-368","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200008&lang=pt" 
"S0718-52002012000200009-chl","MUTACIÓN CONSTITUCIONAL Y CONCRECIÓN NORMATIVA: CÓMO LA ESTRUCTURA DE LA NORMA SE RELACIONA CON LOS CAMBIOS INFORMALES DE LA CONSTITUCIÓN","Sant&#039;Ana Pedra, Adriano","Estudios constitucionales; 10(2); 369-390","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200009&lang=pt" 
"S0718-52002012000200010-chl","COSA JUZGADA CONSTITUCIONAL SUI GENERIS Y SU EFECTO EN LAS SENTENCIAS DEL TRIBUNAL CONSTITUCIONAL EN MATERIA DE INAPLICABILIDAD E INCONSTITUCIONALIDAD","Garrote Campillay, Emilio Alfonso","Estudios constitucionales; 10(2); 391-428","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200010&lang=pt" 
"S0718-52002012000200011-chl","LA JURISDICCIÓN CONSTITUCIONAL ENTRE JUDICIALIZACIÓN Y ACTIVISMO JUDICIAL: EXISTE REALMENTE &quot;UN ACTIVISMO&quot; O &quot;EL&quot; ACTIVISMO","Hennig Leal, Mônia Clarissa","Estudios constitucionales; 10(2); 429-454","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200011&lang=pt" 
"S0718-52002012000200012-chl","UN CONSTITUCIONALISMO INOCUO","Solari, Enzo","Estudios constitucionales; 10(2); 455-510","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200012&lang=pt" 
"S0718-52002012000200013-chl","CONSTITUCIÓN, NEOCONSTITUCIONALISMO Y LAGUNAS JURÍDICAS (NORMATIVAS Y AXIOLÓGICAS)","Núñez Leiva, J. Ignacio","Estudios constitucionales; 10(2); 511-532","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200013&lang=pt" 
"S0718-52002012000200014-chl","EL CONTROL DE CONVENCIONALIDAD Y EL CUMPLIMIENTO DE LAS SENTENCIAS DE LA CORTE INTERAMERICANA: (Supervisión Supranacional. Cláusula Federal)","Hitters, Juan Carlos","Estudios constitucionales; 10(2); 535-574","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200014&lang=pt" 
"S0718-52002012000200015-chl","EL ILEGÍTIMO &quot;CONTROL DE CONSTITUCIONALIDAD&quot; DE LAS SENTENCIAS DE LA CORTE INTERAMERICANA DE DERECHOS HUMANOS POR PARTE LA SALA CONSTITUCIONAL DEL TRIBUNAL SUPREMO DE JUSTICIA DE VENEZUELA: EL CASO LEOPOLDO LÓPEZ VS. VENEZUELA, SEPTIEMBRE 2011","Brewer-Carías, Allan R","Estudios constitucionales; 10(2); 575-608","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200015&lang=pt" 
"S0718-52002012000200016-chl","SOBRE LA CONSTITUCIÓN VIVIENTE","Carbonell, Miguel","Estudios constitucionales; 10(2); 609-616","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200016&lang=pt" 
"S0718-52002012000200017-chl","35 AÑOS DEL RECURSO DE PROTECCIÓN NOTAS SOBRE SU ALCANCE Y REGULACIÓN NORMATIVA","Navarro Beltrán, Enrique","Estudios constitucionales; 10(2); 617-642","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200017&lang=pt" 
"S0718-52002012000200018-chl","INCONSTITUCIONALIDAD DE LA DENUNCIA DE LA CONVENCIÓN AMERICANA SOBRE DERECHOS HUMANOS POR VENEZUELA","Ayala Corao, Carlos","Estudios constitucionales; 10(2); 643-682","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200018&lang=pt" 
"S0718-52002012000200019-chl","UN CASO DE VIOLACIÓN DEL ART. 8º DEL CONVENIO EUROPEO PARA LA PROTECCIÓN DE LOS DERECHOS HUMANOS Y DE LAS LIBERTADES FUNDAMENTALES POR PASIVIDAD DE LA ADMINISTRACIÓN: COMENTARIO A LA SENTENCIA DEL TRIBUNAL EUROPEO DE DERECHOS HUMANOS EN EL CASO SALECK BARDI CONTRA ESPAÑA","Acuña San Martín, Marcela","Estudios constitucionales; 10(2); 685-698","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200019&lang=pt" 
"S0718-52002012000200020-chl","COMENTARIO A LA SENTENCIA DEL TRIBUNAL CONSTITUCIONAL, SOBRE REQUERIMIENTO DE INAPLICABILIDAD POR INCONSTITUCIONALIDAD DEL ART. 5º, INCISO SEGUNDO Y ART. 21, Nº 1, LETRA B, DE LA LEY Nº 20.285. DICTADA CON FECHA 05 DE JUNIO DE 2012, EN CAUSA ROL Nº 1.990-11","Zúñiga Urbina, Francisco","Estudios constitucionales; 10(2); 699-716","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200020&lang=pt" 
"S0718-52002012000200021-chl","EL CONTROL DE CONVENCIONALIDAD EN LA ERA DEL CONSTITUCIONALISMO DE LOS DERECHOS: COMENTARIO A LA SENTENCIA DE LA CORTE SUPREMA DE CHILE EN EL CASO DENOMINADO EPISODIO RUDY CÁRCAMO RUIZ DE FECHA 24 MAYO DE 2012","Aguilar Cavallo, Gonzalo","Estudios constitucionales; 10(2); 717-750","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200021&lang=pt" 
"S0718-52002012000200022-chl","ASOCIACIÓN CHILENA DE DERECHO CONSTITUCIONAL (2012). DERECHOS FUNDAMENTALES. LIBRO HOMENAJE A FRANCISCO CUMPLIDO CERECEDA","Nogueira Alcalá, Humberto","Estudios constitucionales; 10(2); 753-764","Estudios constitucionales","Espanhol","2012","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-52002012000200022&lang=pt" 
"S0038-223X2012001400001-sza","ZrTa2011 New Metals Development Network Conference , 12-14 October 2011 , Mount Grace Country House &amp; Spa , Magaliesburg","Nel, J","Journal of the Southern African Institute of Mining and Metallurgy; 112(); iv-iv","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400001&lang=pt" 
"S0038-223X2012001400002-sza","The manufacture of plasma-dissociated zircon (PDZ) via a non-transferred arc process utilizing three 150 kw DC plasma torches","Havenga, J.L, Nel, J.T","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 497-500","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400002&lang=pt" 
"S0038-223X2012001400003-sza","Phase transformations and surface characterization of the platinum-chromium coated system","Hanief, N, Lang, C.I, Bucher, R., Topic, M","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 501-504","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400003&lang=pt" 
"S0038-223X2012001400004-sza","As cast and heat-treated alloys of the Pt-Al-V system at the Pt-rich corner","Odera, B.O., Cornish, L.A., Shongwe, M.B., Rading, G.O., Papo, M.J.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 505-516","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400004&lang=pt" 
"S0038-223X2012001400005-sza","Microstructural, mechanical, and oxidation property evolution of gamma-TiAl alloy with addition of precious metals","Mwamba, LA., Cornish, L.A., van der Lingen, E.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 517-526","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400005&lang=pt" 
"S0038-223X2012001400006-sza","Characterization of Au catalysts","van Heerden, T., Hill, M., Case, J., van Steen, E.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 527-534","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400006&lang=pt" 
"S0038-223X2012001400007-sza","Electrochemical studies of Fe-21Cr-1Ni duplex stainless steels with 0.15 wt% ruthenium at different temperatures","Olaseinde, O.A., van der Merwe, J.W., Cornish, L.A., Chown, L.H., Olubambi, P.A.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 535-538","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400007&lang=pt" 
"S0038-223X2012001400008-sza","On the development of bainitic alloys for railway wheel applications","Kapito, A., Stumpf, W., Papo, M.J.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 539-544","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400008&lang=pt" 
"S0038-223X2012001400009-sza","Gas-phase fluorination kinetics of Ta2O5 with elemental fluorine","Pienaar, A.D., Vilakazi, B.M.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 545-549","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400009&lang=pt" 
"S0038-223X2012001400010-sza","TEM studies of Pt-Al-Cr-Ru Alloys","Shongwe, M.B., Witcomb, M.J., Cornish, L.A., Papo, M.J.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 551-558","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400010&lang=pt" 
"S0038-223X2012001400011-sza","Manufacturing of anhydrous zirconium tetrafluoride in a batch reactor from plasma-dissociated zircon and ammonium bifluoride","Makhofane, M.M., Havenga, J.L., Nel, J.T., du Plessis, W., Pretorius, C.J.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 559-562","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400011&lang=pt" 
"S0038-223X2012001400012-sza","Safety considerations when handling metal powders","Benson, J.M.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 563-575","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400012&lang=pt" 
"S0038-223X2012001400013-sza","Platinum promotion of Au/A1(2)0(3) catalysts for glycerol oxidation: activity, selectivity and deactivation","Royker, M., Case, J., van Steen, E.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 577-581","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400013&lang=pt" 
"S0038-223X2012001400014-sza","Beneficiation of zircon sand in South Africa","Lubbe, S., Munsami, R., Fourie, D.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 583-588","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400014&lang=pt" 
"S0038-223X2012001400015-sza","Metal dusting on Alloys 602CA and 800","Mulaudzi, F.M.L., Cornish, L.A., Slabbert, G.A., Papo, M.J.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 589-600","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400015&lang=pt" 
"S0038-223X2012001400016-sza","Kinetics and thermodynamic parameters for the manufacturing of anhydrous zirconium tetrafluoride with ammonium acid fluoride as fluorinating agent","Pretorius, C.J., du Plessis, W., Nel, J.T., Crouse, P.L.","Journal of the Southern African Institute of Mining and Metallurgy; 112(); 601-604","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2012","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-223X2012001400016&lang=pt" 
"S1414-98932012000400020-scl","","","Psicologia: Ciência e Profissão; 32(4); 1044-1044","Psicologia: Ciência e Profissão","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932012000400020&lang=pt" 
