"S0103-84782009010800004-scl","Estudo revisa diarréia em suínos","Guedes, Roberto Maurício Carvalho","Ciência Rural; 39(7); -","Ciência Rural","Inglês, Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-84782009010800004&lang=pt" 
"S1135-57272009000500004-esp","Evolución del sarampión, rubeola y parotiditis desde la III Encuesta de serovigilancia de la Comunidad de Madrid 1999-2000 (III ESVCM)","Sanz Moreno, Juan Carlos, García Comas, Luis, Ramírez Fernández, Rosa, Ramos Blázquez, Belén, Ordobás Gavín, María","Revista Española de Salud Pública; 83(5); 625-637","Revista Española de Salud Pública","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1135-57272009000500004&lang=pt" 
"S1695-61412009000300005-esp","Los conocimientos sobre el sueño y los cuidados enfermeros para un buen descanso","Medina Cordero, A., Feria Lorenzo, D.J., Oscoz Muñoa, G.","Enfermería Global; (17); -","Enfermería Global","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412009000300005&lang=pt" 
"S1695-61412009000300011-esp","¿El ámbito profesional modifica la conceptualización enfermera?: Estudio comparativo entre enfermeras del ámbito médico y quirúrgico","Santos Ruiz, S., López Parra, M., Varez Pelaez, S., Abril Sabater, D.","Enfermería Global; (17); -","Enfermería Global","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412009000300011&lang=pt" 
"S0100-67622009000500008-scl","Prognose da produção de Eucalyptus camaldulensis Dehnh. pela aplicação da função de distribuição S B de Johnson","Silva, Versides Sebastião de Moraes e, Soares, Thelma Shirlen, Colpini, Chirle, Travagin, Danielle Parra, Hosokawa, Roberto Tuyoshi, Scolforo, José Roberto Soares","Revista Árvore; 33(5); 853-863","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500008&lang=pt" 
"S0100-67622009000500001-scl","Crescimento de um clone de eucalipto submetido a desrama e desbaste","Monte, Marco Antonio, Reis, Maria das Graças Ferreira, Reis, Geraldo Gonçalves dos, Leite, Helio Garcia, Cacau, Filipe Valadão, Alves, Frederico de Freitas","Revista Árvore; 33(5); 777-787","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500001&lang=pt" 
"S0100-67622009000500002-scl","Microbiolização e interação entre rizobactérias promotoras do crescimento e clones de eucalipto","Mafia, Reginaldo Gonçalves, Alfenas, Acelino Couto, Maffia, Luiz Antônio, Ferreira, Eraclides Maria, Binoti, Daniel Henrique Breda, Siqueira, Leandro","Revista Árvore; 33(5); 789-797","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500002&lang=pt" 
"S0100-67622009000500003-scl","Características químicas do solo em diferentes distâncias do tronco de eucalipto e em diferentes profundidades","Faria, Geraldo Erli de, Barros, Nairam Félix de, Novais, Roberto Ferreira de, Silva, Ivo Ribeiro da","Revista Árvore; 33(5); 799-810","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500003&lang=pt" 
"S0100-67622009000500004-scl","Seleção de matrizes e tipo de propágulo na enxertia de substituição de copa em Ilex paraguariensis","Wendling, Ivar, Lavoranti, Osmir J., Resende, Marcos Deon V., Horrmann, Harry A.","Revista Árvore; 33(5); 811-819","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500004&lang=pt" 
"S0100-67622009000500005-scl","Características fisiológicas e crescimento de clones de eucalipto em resposta ao boro","Mattiello, Edson Marcio, Ruiz, Hugo Alberto, Silva, Ivo Ribeiro da, Guerra, Patrícia de Carvalho, Andrade, Vinícius Molica de","Revista Árvore; 33(5); 821-830","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500005&lang=pt" 
"S0100-67622009000500007-scl","Modelagem e prognose em povoamentos não desbastados de clones de eucalipto","Oliveira, Marcio Leles Romarco de, Leite, Helio Garcia, Nogueira, Gilciano Saraiva, Campos, João Carlos Chagas","Revista Árvore; 33(5); 841-852","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500007&lang=pt" 
"S0100-67622009000500009-scl","Aplicação da Distribuição de Weber ao peso de pinhas verdes","Weber, Saulo Henrique, Arce, Julio Eduardo, Péllico Netto, Sylvio","Revista Árvore; 33(5); 865-872","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500009&lang=pt" 
"S0100-67622009000500011-scl","Morfologia foliar de indivíduos jovens e adultos de Caesalpinia echinata Lam. numa floresta semidecídua do Sul da Bahia","Sanches, Maria Cristina, Mielke, Marcelo Schramm, Souza, Clara Sampaio Dias de, Vieira, Antonio José Dias, Lopes, Márdel Miranda Mendes, Silva Júnior, Milton Barbosa da","Revista Árvore; 33(5); 885-893","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500011&lang=pt" 
"S0100-67622009000500012-scl","Atlas de pólen e esporos do Vale do Rio Caí, RS, Brasil","Bauermann, Soraia Girardi, Evaldt, Andreia Cardoso Pacheco, Branco, Sabrina Castelo","Revista Árvore; 33(5); 895-905","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500012&lang=pt" 
"S0100-67622009000500013-scl","Uso de equações para estimar carbono orgânico em plantações de Acacia mearnsii De Wild. no Rio Grande do Sul - Brasil","Saidelles, Fabio Luiz Fleig, Caldeira, Marcos Vinicius Winckler, Schumacher, Mauro Valdir, Balbinot, Rafaelo","Revista Árvore; 33(5); 907-915","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500013&lang=pt" 
"S0100-67622009000500015-scl","Influence of pioneer-species combinations on restoration of disturbed ecosystems in the Atlantic Forest, Rio de Janeiro, Brazil","Cortines, Erika, Valcarcel, Ricardo","Revista Árvore; 33(5); 927-936","Revista Árvore","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500015&lang=pt" 
"S0100-67622009000500016-scl","Incorporação de indicadores de sustentabilidade na priorização de áreas para restauração florestal na bacia do rio Corumbataí, SP","Ferraz, Silvio Frosini de Barros, Paula, Felipe Rossetti de, Vettorazzi, Carlos Alberto","Revista Árvore; 33(5); 937-947","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500016&lang=pt" 
"S0100-67622009000500018-scl","Análise multivariada de atributos pedológicos e fitossociológicos aplicada na caracterização de ambientes de cerrado no norte de Minas Gerais","Toledo, Luciano de Oliveira, Anjos, Lúcia Helena Cunha dos, Couto, Wanderson Henrique do, Correia, João Roberto, Pereira, Marcos Gervasio, Correia, Maria Elizabeth Fernandes","Revista Árvore; 33(5); 957-967","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500018&lang=pt" 
"S0100-67622009000500006-scl","Predição do crescimento em povoamentos clonais de eucalipto não desbastados utilizando matrizes de transição não estacionárias","Soares, Carlos Pedro Boechat, Demolinari, Raul de Abreu, Leite, Helio Garcia, Souza, Agostinho Lopes de","Revista Árvore; 33(5); 831-840","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500006&lang=pt" 
"S0100-67622009000500017-scl","Sazonalidade, composição e aporte de nutrientes da serapilheira em fragmento de Mata Atlântica","Espig, Silvana Andreoli, Freire, Fernando José, Marangon, Luiz Carlos, Ferreira, Rinaldo Luiz Caraciolo, Freire, Maria Betânia Galvâo dos Santos, Espig, Darci Bacelar","Revista Árvore; 33(5); 949-956","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500017&lang=pt" 
"S0100-67622009000500010-scl","Histochemical and ultrastructural study of Caesalpinia peltophoroides Benth. (Leguminosae-Caesalpinoideae) seeds","Corte, Viviana Borges, Ventrella, Marília Contin, Borges, Eduardo Euclydes de Lima e, Pontes, Claudia Aparecida, Pinho, Daniel","Revista Árvore; 33(5); 873-883","Revista Árvore","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500010&lang=pt" 
"S0100-67622009000500014-scl","Quantificação de biomassa e estimativa de estoque de carbono em uma floresta madura no município de Viçosa, Minas Gerais","Ribeiro, Sabina Cerruto, Jacovine, Laércio Antônio Gonçalves, Soares, Carlos Pedro Boechat, Martins, Sebastião Venâncio, Souza, Agostinho Lopes de, Nardelli, Aurea Maria Brandi","Revista Árvore; 33(5); 917-926","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500014&lang=pt" 
"S0100-67622009000500020-scl","Aplicação sistêmica do modo de análise de falhas e efeitos (FMEA) para o desenvolvimento de indicadores de desempenho de empresas de pequeno porte","Matos, Roselane Biangaman de, Milan, Marcos","Revista Árvore; 33(5); 977-985","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500020&lang=pt" 
"S0100-67622009000500019-scl","A percepção sobre o uso da madeira de eucalipto pelos fabricantes do polo moveleiro de Ubá-MG","Teixeira, Tatiana de Oliveira Borges, Silva, Márcio Lopes da, Jacovine, Laércio Antônio Gonçalves, Valverde, Sebastião Renato, Silva, José de Castro, Pires, Vanessa Aparecida Vieira","Revista Árvore; 33(5); 969-975","Revista Árvore","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-67622009000500019&lang=pt" 
"S1676-24442009000500004-scl","Avaliação da colonização nasal por Staphylococcus spp. resistenteà oxacilina em alunos de enfermagem","Pereira, Eliane Patricia Lino, Cunha, Maria de Lourdes Ribeiro de Souza da","Jornal Brasileiro de Patologia e Medicina Laboratorial; 45(5); 361-369","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442009000500004&lang=pt" 
"S1676-24442009000500008-scl","Carcinoma papilífero da tireoide e suas variantes histológicas associados à tireoidite de Hashimoto","Neves Junior, Murilo Pedreira, Camandaroba, Marcos Pedro Guedes, Almeida, Marco Antônio Cardoso de, Miranda, Julia Souto","Jornal Brasileiro de Patologia e Medicina Laboratorial; 45(5); 389-393","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442009000500008&lang=pt" 
"S1676-24442009000500012-scl","Perfil epidemiológico das neoplasias de glândulas salivares diagnosticadas em São Luís-MA","Loiola, Rafael Sereno, Matos, Felipe Rodrigues de, Nonaka, Cassiano Francisco Weege, Lopes, Fernanda Ferreira, Cruz, Maria Carmen Fontoura Nogueira da","Jornal Brasileiro de Patologia e Medicina Laboratorial; 45(5); 413-420","Jornal Brasileiro de Patologia e Medicina Laboratorial","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1676-24442009000500012&lang=pt" 
"S0210-48062009000900021-esp","Carcinoma renal de células transicionales y trombo en vena cava","Fariña Pérez, Luis Ángel, Pesqueira Santiago, Daniel, San Miguel Fraile, Pilar, Delgado Sánchez-Gracián, Carlos","Actas Urológicas Españolas; 33(9); 1041-1041","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900021&lang=pt" 
"S0210-48062009000900020-esp","Anomalía de la vena renal derecha","Cruz Ruiz, Marta de la, Vicens Vicens, Antoni, Ozonas Moragues, Mariano","Actas Urológicas Españolas; 33(9); 1040-1040","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900020&lang=pt" 
"S0210-48062009000900014-esp","Prevalencia de la enuresis nocturna en la Comunidad Valenciana: Sección infantil del estudio nacional de incontinencia. Estudio EPICC","Ramírez-Backhaus, Miguel, Martínez Agulló, Eduardo, Arlandis Guzmán, Salvador, Gómez Pérez, Luis, Delgado Oliva, Francisco, Martínez García, Roberto, Jiménez Cruz, Juan Fernando","Actas Urológicas Españolas; 33(9); 1011-1018","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900014&lang=pt" 
"S0210-48062009000900007-esp","Diagnóstico fotodinámico (PDD) en el cáncer vesical no músculo-invasivo: Revisión bibliográfica","Oliva Encina, José, Rioja Sanz, Carlos","Actas Urológicas Españolas; 33(9); 965-975","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900007&lang=pt" 
"S0210-48062009000900001-esp","Tiempo de reflexión sobre la enuresis","Martínez-García, Roberto","Actas Urológicas Españolas; 33(9); 935-938","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900001&lang=pt" 
"S0210-48062009000900017-esp","Malacoplaquia testicular: aportación de un nuevo caso y revisión de la literatura científica","Álvarez Bandrés, Silvia, Guarch Troyas, Rosa M., Cebrián Lostal, José L., Ripa Saldías, Luis, Pablo Cárdenas, Álvaro de, Jiménez Parra, José D.","Actas Urológicas Españolas; 33(9); 1028-1031","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900017&lang=pt" 
"S0210-48062009000900019-esp","Sarcoma fibromixoide renal","Valle González, Noelia del, Santos Largo, Jaime, Martínez-Sagarra Oceja, José, Rodríguez Tesedo, Verónica","Actas Urológicas Españolas; 33(9); 1036-1039","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900019&lang=pt" 
"S0210-48062009000900006-esp","Morbilidad perioperatoria de la prostatectomía radical en pacientes mayores de 70 años","Tarragón Gabarró, Sandra, Lorente Garín, José Antonio, Canto Aguirre, Maialen del, Rijo Mora, Enrique, Bielsa Galí, Óscar, Arango Toro, Octavio","Actas Urológicas Españolas; 33(9); 960-964","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900006&lang=pt" 
"S0210-48062009000900002-esp","Comentario editorial al trabajo &quot;Ureteroscopia diagnóstica y terapéutica: ¿es necesaria siempre la dilatación del meato ureteral?&quot;","Serrano Pascual, Álvaro","Actas Urológicas Españolas; 33(9); 939-940","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900002&lang=pt" 
"S0210-48062009000900015-esp","Calcifilaxis de pene: nuestra experiencia en 5 años y revisión de la literatura científica","García Morúa, Alejandro, Gutiérrez García, Jesús Domingo, Arrambide Gutiérrez, José Gustavo, Gómez Guerra, Lauro Salvador","Actas Urológicas Españolas; 33(9); 1019-1023","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900015&lang=pt" 
"S0210-48062009000900005-esp","Cáncer evanescente de la próstata: Presentación clínica y revisión histológica","Ebel Sepúlveda, Luis, Corti, Dante, Foneron, Andónico, Troncoso, Luis, Gil, Gonzalo, Carpio, Daniel, Cañoles, Raúl, Hornig, Álvaro, Valdevenito, Gonzalo","Actas Urológicas Españolas; 33(9); 956-959","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900005&lang=pt" 
"S0210-48062009000900012-esp","Ureteroscopia diagnóstica y terapéutica: ¿es necesaria siempre la dilatación del meato ureteral?","Menéndez, Nicolás, Varea, Sandro, Penida, Alfredo, Santomil, Fernando, Quezada, Jorge, Grillo, Cristian","Actas Urológicas Españolas; 33(9); 1000-1004","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900012&lang=pt" 
"S0210-48062009000900010-esp","Eficacia de la fotovaporización prostática con láser verde en el tratamiento de la hiperplasia prostática en pacientes en tratamiento con inhibidores de la 5-alfa-reductasa","Juan Escudero, Joaquín Ulises, López Alcina, Emilio, Ramos de Campos, Macarena, Ramada Benlloch, Francisco, Sánchez Ballester, Francisco, Marqués Vidal, Emilio","Actas Urológicas Españolas; 33(9); 988-993","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900010&lang=pt" 
"S0210-48062009000900008-esp","Nefroureterectomía laparoscópica mediante laparoscopia asistida por la mano para el tratamiento del carcinoma transicional del tracto urinario superior","López González, Pedro A., López Cubillana, Pedro, Prieto González, Antonio, López López, Ana I., Ruiz Morcillo, José C., Pérez Albacete, Mariano","Actas Urológicas Españolas; 33(9); 976-981","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900008&lang=pt" 
"S0100-736X2009001000002-scl","Morphological aspects of buffaloes (Bubalus bubalis) umbilical cord","Ferreira, Guilherme J., Branco, Érika, Cabral, Rosa, Gregores, Guilherme B., Fioretto, Emerson T., Lima, Ana Rita de, Sarmento, Carlos Alberto P., Miglino, Maria Angelica, Carvalho, Ana F.","Pesquisa Veterinária Brasileira; 29(10); 788-792","Pesquisa Veterinária Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009001000002&lang=pt" 
"S0100-736X2009001000003-scl","Chorion biopsy in mongrel dogs","Ferreira, Guilherme J., Carvalho, Ana F., Branco, Érika, Cabral, Rosa, Gregores, Guilherme B., Fioretto, Emerson T., Lima, Ana Rita de, Sarmento, Carlos Alberto P., Miglino, Maria Angelica","Pesquisa Veterinária Brasileira; 29(10); 793-796","Pesquisa Veterinária Brasileira","Inglês","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009001000003&lang=pt" 
"S0100-736X2009001000007-scl","Avaliação dos parâmetros cardiorrespiratórios, hemogasométricos e da concentração plasmática de cortisol em bovinos submetidos à imobilização eletromagnética","Rosa, Ademir C., Moraes, Aury N., Beier, Suzane L., Oleskovicz, Nilson, Regalin, Doughlas, Carneiro, Ruiney, Nascimento, Corinne A.F.","Pesquisa Veterinária Brasileira; 29(10); 816-822","Pesquisa Veterinária Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009001000007&lang=pt" 
"S0100-736X2009001000012-scl","Histologia e morfometria em cornos uterinos de cadelas nulíparas, multíparas e tratadas com contraceptivos","Monteiro, Cristina Maria Rodrigues, Perri, Silvia Helena Venturoli, Carvalho, Roberto Gameiro de, Koivisto, Marion Burkhardt","Pesquisa Veterinária Brasileira; 29(10); 847-851","Pesquisa Veterinária Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009001000012&lang=pt" 
"S0210-48062009000900009-esp","Crioterapia renal laparoscópica: experiencia inicial","Rodríguez Faba, Óscar, Rosales Bordes, Antonio, Salvador Bayarri, José, Palou Redorta, Juan, Ruiz-Tagle Philips, Daniel, Cordeiro, Ernesto, Villavicencio Mavrich, Humberto","Actas Urológicas Españolas; 33(9); 982-987","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900009&lang=pt" 
"S0210-48062009000900013-esp","Uso de alfuzosina para la expulsión de cálculos del tercio distal del uréter","García Morúa, Alejandro, Gutiérrez García, Jesús Domingo, Martínez Montelongo, Rafael, Gómez Guerra, Lauro Salvador","Actas Urológicas Españolas; 33(9); 1005-1010","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900013&lang=pt" 
"S0210-48062009000900022-esp","Tumor renal con trombo que infiltra hasta el ventrículo","Planelles Gómez, Jorge, Beltrán Armada, José Ramón, Rodrigo Guanter, Vicente, Carrascosa Lloret, Víctor, Pastor Navarro, Teresa, Gil Salom, Manuel","Actas Urológicas Españolas; 33(9); 1042-1042","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900022&lang=pt" 
"S0210-48062009000900018-esp","Tratamiento quirúrgico de un tumor testicular retroperitoneal metastásico con trombo en la vena cava inferior mediante derivación cardiopulmonar, paro circulatorio e hipotermia profunda: un caso clínico","Miyaoka, Ricardo, Oliveira Reis, Leonardo, Denardi, Fernandes, Ikari, Lia, Ferreira, Ubirajara","Actas Urológicas Españolas; 33(9); 1032-1035","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900018&lang=pt" 
"S0210-48062009000900011-esp","Pieloplastia abierta frente a laparoscópica: revisión de nuestra serie y descripción de nuestra técnica de pieloplastia laparoscópica","Bestard Vallejo, Juan E., Cecchini Rosell, Lluís, Raventós Busquets, Carles Xavier, Trilla Herrera, Enrique, Tremps Velázquez, Edmundo, Morote Robles, Juan","Actas Urológicas Españolas; 33(9); 994-999","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900011&lang=pt" 
"S0210-48062009000900004-esp","Seguimiento del esfínter urinario artificial FlowSecure","Alonso Rodríguez, Diego, Fernández Barranco, Lorena, García-Montes, Fernando, Mora Salvá, Antonia, Ozonas Moragues, Mariano","Actas Urológicas Españolas; 33(9); 952-955","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900004&lang=pt" 
"S0210-48062009000900016-esp","Aneurismas de aorta inflamatorios y su relación con la patología urológica: caso clínico y revisión de la literatura científica","Senarriaga Ruiz de la Illa, Nerea, Vega Manrique, Reyes, Lacasa Viscasillas, Isabel, Arciniega García, Jesús María, Unda Urzaiz, Miguel","Actas Urológicas Españolas; 33(9); 1024-1028","Actas Urológicas Españolas","Espanhol","2009","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-48062009000900016&lang=pt" 
"S0378-18442009001000004-ven","Envelhecimento tireoidiano: Aspectos fisiológicos e patológicos","Silveira Tavares, Fernanda, Bueno Tavares, Adriano, Nóbrega, Otávio de Toledo, Karnikowski, Margô Gomes de Oliveira","Interciencia; 34(10); 684-688","Interciencia","Português","2009","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0378-18442009001000004&lang=pt" 
"S0100-736X2009001000001-scl","Caracterização da fusão caruncular em gestações naturais e de conceptos bovinos clonados","Barreto, Rodrigo da Silva Nunes, Miglino, Maria Angélica, Meirelles, Flávio Vieira, Visintin, José Antônio, Silva, Silmara Marcolino da, Burioli, Kelen Cristina, Fonseca, Ricardo da, Bertan, Cláudia, Assis Neto, Antonio Chaves de, Pereira, Flávia Thomaz Verechia","Pesquisa Veterinária Brasileira; 29(10); 779-787","Pesquisa Veterinária Brasileira","Português","2009","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2009001000001&lang=pt" 
