"S0104-42302015000500452-scl","Knowledge and attitudes of nurses regarding patient rights: a Corum/Turkey sample","Akca, Selen Ozakar, Akpinar, Yeliz Yelen, Habbani, Turgay","Revista da Associação Médica Brasileira; 61(5); 452-457","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500452&lang=pt" 
"S1695-61412015000400012-esp","Evaluación de una intervención de Enfermería para prevenir la coagulación del circuito extracorpóreo en hemodiálisis","Tobo Medina, Natalia","Enfermería Global; 14(40); 276-285","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400012&lang=pt" 
"S1695-61412015000400004-esp","Climaterio y sexualidad","Sánchez Izquierdo, Melodie, Hernández García, Emilio","Enfermería Global; 14(40); 76-85","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400004&lang=pt" 
"S0102-36162015000500530-scl","Avaliação da qualidade de vida submetidos à hemiartroplastia dos pacientes do quadril","Abreu, Eduardo Lima de, Oliveira, Medre Henrique Araújo de","Revista Brasileira de Ortopedia; 50(5); 530-536","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500530&lang=pt" 
"S1695-61412015000400009-esp","Ahí me aguanté mi dolor: contexto sociocultural y económico de mujeres con síndrome con coronario residentes en Cali y otros municipios del Valle del Cauca","Valencia Micolta, Susana Genith, Rodríguez Torres, Estela","Enfermería Global; 14(40); 201-216","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400009&lang=pt" 
"S1695-61412015000400007-esp","Investigación colombiana en enfermería: un análisis bibliométrico de su visibilidad en ISI WoS (2001-2013)","Gregorio-Chaviano, Orlando, Méndez-Rátiva, Claudia Patricia, Peralta González, María Josefa, Frías Guzmán, Maylin","Enfermería Global; 14(40); 175-191","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400007&lang=pt" 
"S1695-61412015000400003-esp","Concepción de salud y autocuidado de la población masculina de una Unidad Básica de Salud","Quandt Xavier, Sheila, Ceolin, Teila, Echevarría-Guanilo, María Elena, da Costa Mendieta, Marjoriê","Enfermería Global; 14(40); 44-54","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400003&lang=pt" 
"S1695-61412015000400002-esp","Complicaciones presentadas en pacientes mayores de 65 años ingresados por fractura de cadera en un hospital andaluz de tercer nivel","López-Hurtado, Felipe, Miñarro del Moral, Rosa María, Arroyo Ruiz, Verónica, Rodríguez-Borrego, María Aurora","Enfermería Global; 14(40); 33-43","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400002&lang=pt" 
"S1695-61412015000400011-esp","La satisfacción de la vida laboral de los enfermeros de las unidades móviles de emergencias de la Región de Murcia","Carrillo-García, César, Ríos-Rísquez, María Isabel, Fernández-Cánovas, María Luisa, Celdrán-Gil, Francisc, Vivo-Molina, María del Carmen, Martínez-Roche, María Emilia","Enfermería Global; 14(40); 266-275","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400011&lang=pt" 
"S1695-61412015000400016-esp","El cuidado de enfermería ante los procesos quirúrgicos estéticos","Laguado Jaimes, Elveny, Yaruro Bacca, Karol, Hernández Calderón, Emily Jurani","Enfermería Global; 14(40); 362-374","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400016&lang=pt" 
"S1695-61412015000400006-esp","El uso de Twitter en los XVII y XVIII Encuentros Internacionales de Investigación en Cuidados","Ovalle-Perandones, María-Antonia, Navas-Martín, Miguel-Ángel","Enfermería Global; 14(40); 143-159","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400006&lang=pt" 
"S1816-79502015000500002-sza","The benthic regeneration of N and P in the Great Brak estuary, South Africa","Human, Lucienne RD, Snow, Gavin C, Adams, Janine B, Bate, Guy C","Water SA; 41(5); 594-605","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500002&lang=pt" 
"S0370-41062015000500009-chl","Cráneo en trébol y fisura facial bilateral","Alvarez-Manassero, Denisse, Manassero-Morales, Gioconda","Revista chilena de pediatría; 86(5); 357-360","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500009&lang=pt" 
"S0370-41062015000500010-chl","Tratamiento endovascular exitoso de aneurisma de aorta torácica secundario a infección de catéter de arteria umbilical en un recién nacido pretérmino","Borchert, Evelyn, Lema, Guillermo, Springmuller, Daniel, González, Katia, Chang, Win T, González, Rodrigo, Garay, Francisco","Revista chilena de pediatría; 86(5); 361-365","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500010&lang=pt" 
"S1695-61412015000400018-esp","La formación profesional del enfermero: estado del arte","Chrizostimo, Miriam Marinho, Brandão, André Augusto Pereira","Enfermería Global; 14(40); 414-429","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400018&lang=pt" 
"S0102-36162015000500537-scl","Lesões em praticantes amadores de corrida","Araujo, Mariana Korbage de, Baeza, Ricardo Maletta, Zalada, Sandro Ricardo Benites, Alves, Pedro Benzam Rodrigues, Mattos, Carlos Augusto de","Revista Brasileira de Ortopedia; 50(5); 537-540","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500537&lang=pt" 
"S1816-79502015000500011-sza","Apparent losses due to domestic water meter under-registration in South Africa","Couvelis, FA, van Zyl, JE","Water SA; 41(5); 698-704","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500011&lang=pt" 
"S0102-36162015000500596-scl","Reconstrução de ruptura crônica do tríceps distal sob a configuração de dupla fileira: nota técnica","Paniago, Alexandre Firmino, Storti, Thiago Medeiros, Faria, Rafael Salomon Silva, Dennys Carlos Aragão de, Morais, Murillo Pablo de, Souza","Revista Brasileira de Ortopedia; 50(5); 596-600","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500596&lang=pt" 
"S0102-36162015000500509-scl","Ensaio experimental para tratamento cirúrgico das fraturas transversas da falange proximal - Técnica com parafuso intramedular cônico de compressão versus placa de compressão lateral","Ibanez, Daniel Schneider, Rodrigues, Fabio Lucas, Salviani, Rafael Salmeron, Roberto, Fernando Augusto Reginatto, Pengo Junior, Jose Roberto, Aita, Marcio Aurelio","Revista Brasileira de Ortopedia; 50(5); 509-514","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500509&lang=pt" 
"S1816-79502015000500005-sza","Piloting a method to evaluate the implementation of integrated water resource management in the Inkomati River Basin","Wilkinson, Melanie J, Magagula, Thandi K, Hassan, Rashid M","Water SA; 41(5); 633-642","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500005&lang=pt" 
"S1816-79502015000500004-sza","Framework for optimizing chlorine dose in small - to medium-sized water distribution systems: A case of a residential neighbourhood in Lahore, Pakistan","Haider, Husnain, Haydar, Sajjad, Sajid, Muhammad, Tesfamariam, Solomon, Sadiq, Rehan","Water SA; 41(5); 614-623","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500004&lang=pt" 
"S0102-36162015000500495-scl","Reprodutibilidade das classificações de Tronzo e AO para fraturas transtrocanterianas","Mattos, Carlos Augusto, Jesus, Alexandre Atsushi Koza, Floter, Michelle dos Santos, Nunes, Luccas Franco Bettencourt, Sanches, Bárbara de Baptista, Zabeu, José Luís Amim","Revista Brasileira de Ortopedia; 50(5); 495-500","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500495&lang=pt" 
"S0102-36162015000500607-scl","Tratamento artroscópico da osteocondromatose sinovial do cotovelo. Relato de caso e revisão da literatura","Terra, Bernardo Barcellos, Moraes, Eduardo Wanzenboeck, Souza, Alceuleir Cardoso de, Cavatte, José Maria, Teixeira, João Carlos de Medeiros, Nadai, Anderson De","Revista Brasileira de Ortopedia; 50(5); 607-612","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500607&lang=pt" 
"S1816-79502015000500016-sza","Conductivity as an indicator of surface water quality in the proximity of ferrochrome smelters in South Africa","Loock, MM, Beukes, JP, van Zyl, PG","Water SA; 41(5); 705-711","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500016&lang=pt" 
"S1816-79502015000500013-sza","Fish community of a small, temperate, urban river in South Africa","Muller, C, Strydom, NA, Weyl, OLF","Water SA; 41(5); 746-752","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500013&lang=pt" 
"S1816-79502015000500009-sza","In-line rheological characterisation of wastewater sludges using non-invasive ultrasound sensor technology","Kotzé, R, Haldenwang, R, Fester, V, Rössle, W","Water SA; 41(5); 683-690","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500009&lang=pt" 
"S1816-79502015000500008-sza","Passive remediation of acid mine drainage using cryptocrystalline magnesite: A batch experimental and geochemical modelling approach","Masindi, Vhahangwele, Gitari, Mugera Wilson, Tutu, Hlanganani, De Beer, Marinda","Water SA; 41(5); 677-682","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500008&lang=pt" 
"S0102-36162015000500601-scl","Cisto ósseo aneurismático parosteal","Meohas, Walter, Lopes, Ana Cristina de Sá, Möller, João Victor da Silveira, Barbosa, Luma Duarte, Oliveira, Marcelo Braganca dos Reis","Revista Brasileira de Ortopedia; 50(5); 601-606","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500601&lang=pt" 
"S0102-36162015000500541-scl","Avaliação da radioscopia intraoperatória no alinhamento coronal do componente tibial em artroplastias primárias de joelho","Cobra, Hugo, Hadid, Marcio Bruno, Jácome, Daniel Torres, Sousa, Eduardo Branco de, Mozella, Alan de Paula, Albuquerque, Rodrigo Pires e","Revista Brasileira de Ortopedia; 50(5); 541-545","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500541&lang=pt" 
"S1816-79502015000500003-sza","Assessment of metal leachability and toxicity from sediment potentially stored on land","Baran, A, Tarnawski, M, Michalec, B","Water SA; 41(5); 606-613","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500003&lang=pt" 
"S1816-79502015000500010-sza","Microbial water quality of treated water and raw water sources in the Harare area, Zimbabwe","Chirenda, Tatenda G, Srinivas, Sunitha C, Tandlich, Roman","Water SA; 41(5); 691-697","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500010&lang=pt" 
"S1695-61412015000400014-esp","Antineoplásicos y riesgos laborales para los enfermeros: una revisión integral","de Souza, Camila Brandão, Tovar, Juliana Rodrigues, Dell&#039; Antônio, Larissa Rodrigues, Dourado, Cláudia de Souza, Amorim, Maria Helena Costa","Enfermería Global; 14(40); 296-310","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400014&lang=pt" 
"S1695-61412015000400008-esp","Percepción de la actividad física en estudiantes de enfermería frente a fisioterapia","Moreno Collazos, Jorge Enrique, Cruz Bermúdez, Harold Fabián","Enfermería Global; 14(40); 192-200","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400008&lang=pt" 
"S0370-41062015000500008-chl","Impacto de un programa educativo a los padres de niños con cáncer en el aumento del conocimiento de la enfermedad de sus hijos y la disminución de la ansiedad","de la Maza L, Verónica, Fernández C, Maria, Concha R, Lorena, Santolaya D, María Elena, Villarroel C, Milena, Castro C, Magdalena, Torres T, Juan Pablo","Revista chilena de pediatría; 86(5); 351-356","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500008&lang=pt" 
"S0370-41062015000500006-chl","Tiempo de crecimiento bacteriano en hemocultivos en neonatos","Mendoza, Luis, Osorio, Miguel, Fernández, Marisol, Henao, Claudia, Arias, Martha, Mendoza, Laura, Manzano, Stefania, Varela, Ana","Revista chilena de pediatría; 86(5); 337-344","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500006&lang=pt" 
"S0370-41062015000500003-chl","Perfil de morbilidad otorrinolaringológica en niños con síndrome de Down","Paul D, María A, Bravo V, Alejandra, Beltrán M, Constanza, Cerda L, Jaime, Angulo M, Daniela, Lizama C, Macarena","Revista chilena de pediatría; 86(5); 318-324","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500003&lang=pt" 
"S0370-41062015000500004-chl","Migraciones en países de América Latina: Características de la población pediátrica","Vásquez-De Kartzow, Rodrigo, Castillo-Durán, Carlos, Lera M, Lydia","Revista chilena de pediatría; 86(5); 325-330","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500004&lang=pt" 
"S0370-41062015000500005-chl","Valor predictivo de la procalcitonina en niños con sospecha de sepsis","Bustos B, Raúl, Padilla P, Oslando","Revista chilena de pediatría; 86(5); 331-336","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500005&lang=pt" 
"S0104-42302015000500390-scl","Update on elective cesarean section for term breech delivery","Simões, Ricardo, Valadares Neto, João de Deus, Bernardo, Wanderley M., Salomão, Antônio J., Baracat, Edmund C.","Revista da Associação Médica Brasileira; 61(5); 390-390","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500390&lang=pt" 
"S0104-42302015000500389-scl","Fresh and good news","Serrano Jr., Carlos V.","Revista da Associação Médica Brasileira; 61(5); 389-389","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500389&lang=pt" 
"S0104-42302015000500407-scl","Menkes disease: importance of diagnosis with molecular analysis in the neonatal period","Costa, Larissa Sampaio de Athayde, Pegler, Stephanie Pucci, Lellis, Rute Facchini, Krebs, Vera Lúcia Jornada, Robertson, Stephen, Morgan, Tim, Honjo, Rachel Sayuri, Bertola, Débora Romeo, Kim, Chong Ae","Revista da Associação Médica Brasileira; 61(5); 407-410","Revista da Associação Médica Brasileira","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-42302015000500407&lang=pt" 
"S1679-78252015001001859-scl","Flow behavior of unsteady incompressible Newtonian fluid flow between two parallel plates via homotopy analysis method","Hoshyar, H.A., Ganji, D.D., Borran, A.R., Falahati, M.","Latin American Journal of Solids and Structures; 12(10); 1859-1869","Latin American Journal of Solids and Structures","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252015001001859&lang=pt" 
"S1984-46702015000500428-scl","Perilestes eustaquioi sp. nov. and new distributional records of Perilestidae (Odonata) in Brazil","Machado, Angelo B. M.","Zoologia (Curitiba); 32(5); 428-430","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500428&lang=pt" 
"S1984-46702015000500423-scl","A new species of Sulcana (Hemiptera: Cicadellidae: Gyponini) from the Brazilian Atlantic Forest","Domahovski, Alexandre Cruz, Cavichioli, Rodney Ramiro","Zoologia (Curitiba); 32(5); 423-427","Zoologia (Curitiba)","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-46702015000500423&lang=pt" 
"S1679-78252015001001950-scl","Experimental and numerical investigation of lattice-walled cylindrical shell under low axial impact velocities","Hatami, H., Nouri, M. Damghani","Latin American Journal of Solids and Structures; 12(10); 1950-1971","Latin American Journal of Solids and Structures","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252015001001950&lang=pt" 
"S1679-78252015001001972-scl","Investigation on the optimal simplified model of BIW structure using FEM","Shojaeefard, Mohammad Hassan, Khalkhali, Abolfazl, Sarmadi, Morteza, Hamzehi, Naqi","Latin American Journal of Solids and Structures; 12(10); 1972-1990","Latin American Journal of Solids and Structures","Inglês","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-78252015001001972&lang=pt" 
"S1816-79502015000500018-sza","Sublethal effects of temperature on freshwater organisms, with special reference to aquatic insects","Dallas, HF, Ross-Gillespie, V","Water SA; 41(5); 712-726","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500018&lang=pt" 
"S0370-41062015000500012-chl","Bruxismo de sueño en niños y adolescentes","Firmani, Mónica, Reyes, Milton, Becerra, Nilda, Flores, Guillermo, Weitzman, Mariana, Espinosa, Paula","Revista chilena de pediatría; 86(5); 373-379","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500012&lang=pt" 
"S0370-41062015000500002-chl","Intercomunicación pulmón-riñón en el paciente crítico","Donoso F, Alejandro, Arriagada S, Daniela, Cruces R, Pablo","Revista chilena de pediatría; 86(5); 209-317","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500002&lang=pt" 
"S0370-41062015000500011-chl","Síndrome nefrótico idiopático: recomendaciones de la Rama de Nefrología de la Sociedad Chilena de Pediatría. Parte 2","Hevia, Pilar, Nazal, Vilma, Rosati, María Pía, Quiroz, Lily, Alarcón, Claudia, Márquez, Sonia, Cuevas, Karen","Revista chilena de pediatría; 86(5); 366-372","Revista chilena de pediatría","Espanhol","2015","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0370-41062015000500011&lang=pt" 
"S1695-61412015000400015-esp","Higiene: cuidado básico que promueve la comodidad en pacientes críticos","Carvajal Carrascal, Gloria, Montenegro Ramírez, Juan David","Enfermería Global; 14(40); 340-350","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400015&lang=pt" 
"S1816-79502015000500007-sza","Water institutions and governance models for the funding, financing and management of water infrastructure in South Africa","Ruiters, Cornelius, Matji, Maselaganye Petrus","Water SA; 41(5); 660-676","Water SA","Inglês","2015","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1816-79502015000500007&lang=pt" 
"S0102-36162015000500523-scl","Artropatia de manguito: o que esperar do resultado funcional da artroplastia reversa?","Fávaro, Rodrigo Caldonazzo, Abdulahad, Michel, Mussi Filho, Salim, Valério, Rafael, Superti, Mauro José","Revista Brasileira de Ortopedia; 50(5); 523-529","Revista Brasileira de Ortopedia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-36162015000500523&lang=pt" 
"S1695-61412015000400013-esp","Los familiares que habitan con enfermos cardiacos de Huesca, ¿están preparados para hacer frente a una parada cardiorrespiratoria?","Arrazola Alberdi, Oihana, García Moyano, Loreto María, Sanz Pérez, Lidia","Enfermería Global; 14(40); 286-295","Enfermería Global","Espanhol","2015","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1695-61412015000400013&lang=pt" 
"S0034-70942015000500319-scl","Use of neuromuscular blockers in Brazil","Locks, Giovani de Figueiredo, Cavalcanti, Ismar Lima, Duarte, Nadia Maria Conceição, Cunha, Rafael Martins da, Almeida, Maria Cristina Simões de","Revista Brasileira de Anestesiologia; 65(5); 319-325","Revista Brasileira de Anestesiologia","Inglês, Português","2015","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-70942015000500319&lang=pt" 
