"S0870-71032011000600014-prt","Anti-hipertensor no doente diabético, qual o melhor período do dia para a sua toma?","Galhardo, Mara, Barros, Joana","Revista Portuguesa de Clínica Geral; 27(6); 564-566","Revista Portuguesa de Clínica Geral","Português","2011","http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S0870-71032011000600014&lang=pt" 
"S0718-560X2011000300002-chl","Primer registro de la utilización de harinas de Salicornia bigelovii y Scomber japonicus en dietas prácticas para el cultivo súper-intensivo de camarón Litopenaeus stylirostris","Acosta-Ruiz, Manuel de J., Paniagua-Michel, J, Olmos-Soto, J, Paredes-Escalona, E","Latin american journal of aquatic research; 39(3); 409-415","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300002&lang=pt" 
"S0718-560X2011000300003-chl","Distribución temporal de larvas de Mytilus chilensis (Hupé, 1954) (Mollusca: Mytilidae), en el mar interior de Chiloé, sur de Chile","Avendaño, Miguel, Cantillánez, Marcela, Le Pennec, Marcel, Varela, Carlos, Garcias, Carlos","Latin american journal of aquatic research; 39(3); 416-426","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300003&lang=pt" 
"S0718-560X2011000300004-chl","Requerimientos de proteína y energía bruta en juveniles de camarón rosado Farfantepenaeus paulensis (Pérez-Farfante, 1967) sometidos a diferentes salinidades","Ramos, Roberto, Andreatta, Edemar","Latin american journal of aquatic research; 39(3); 427-438","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300004&lang=pt" 
"S0718-560X2011000300008-chl","Reproductive biology of the spider crab Leucippa pentagona (Decapoda: Epialtidae), in Bustamante Bay, Argentina","Varisco, Martín, Vinuesa, Julio","Latin american journal of aquatic research; 39(3); 471-480","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300008&lang=pt" 
"S0718-560X2011000300009-chl","Respuesta barotrópica de los golfos norpatagónicos argentinos forzados por mareas y vientos","Tonini, Mariano H, Palma, Elbio D","Latin american journal of aquatic research; 39(3); 481-498","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300009&lang=pt" 
"S0718-560X2011000300012-chl","Metales pesados en el riñón del delfín franciscana, Pontoporia blainvillei (Cetácea: Pontoporiidae) y su relación con parámetros biológicos","Panebianco, María V, Negri, María F, Botté, Sandra E, Marcovecchio, Jorge E, Cappozzo, Humberto L","Latin american journal of aquatic research; 39(3); 526-533","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300012&lang=pt" 
"S0718-560X2011000300013-chl","Enhancement of superoxide dismutase and catalase activity in juvenile brown shrimp, Farfantepenaeus californiensis (Holmes, 1900), fed β-1.3 glucan vitamin E, and β-carotene and infected with white spot syndrome virus","Pacheco, Rosario, Ascencio, Felipe, Zarain, Martha, Gómez, Gracia, Campa, Ángel","Latin american journal of aquatic research; 39(3); 534-543","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300013&lang=pt" 
"S0718-560X2011000300014-chl","Detection and quantification of Chilean strains of infectious pancreatic necrosis virus by real-time RT-PCR assays using segment B as a target","Eissler, Yoanna, Pavlov, María Soledad, Conejeros, Pablo, Espinoza, Juan Carlos, Kuznar, Juan","Latin american journal of aquatic research; 39(3); 544-552","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300014&lang=pt" 
"S0718-560X2011000300015-chl","Benthic survey of natural and artificial reefs off Mar del Plata, Argentina, southwestern Atlantic","Genzano, Gabriel, Giberto, Diego, Bremec, Claudia","Latin american journal of aquatic research; 39(3); 553-556","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300015&lang=pt" 
"S0718-560X2011000300016-chl","Dissolved trace metals in the water column of Reloncaví Fjord, Chile","Ahumada, Ramón, Rudolph, Anny, González, Elizabeth, Fones, Gary, Saldías, Gonzalo, Ahumada-Rudolph, Ramón","Latin american journal of aquatic research; 39(3); 567-574","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300016&lang=pt" 
"S0718-560X2011000300019-chl","Macrophytes assemblages in mountain lakes of Huerquehue National Park (39°S, Araucanía Region, Chile)","Hauenstein, Enrique, Barriga, Fabiola, de los Ríos-Escalante, Patricio","Latin american journal of aquatic research; 39(3); 593-599","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300019&lang=pt" 
"S0718-560X2011000300020-chl","Uso de la morfometría de las mandíbulas de cefalópodos en estudios de contenido estomacal","Vega, Marco Antonio","Latin american journal of aquatic research; 39(3); 600-606","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300020&lang=pt" 
"S0718-560X2011000300021-chl","Conducta alimenticia, supervivencia y crecimiento de juveniles silvestres de Graus nigra Philippi, 1887 en cautiverio (Perciformes: Kyphosidae)","Flores, Héctor, Rendíc, Jovanka","Latin american journal of aquatic research; 39(3); 607-612","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300021&lang=pt" 
"S0718-560X2011000300022-chl","Spongicoloides sp. aff. a Spongicoloides galapagensis (Decapoda: Stenopodidea: Spongicolidae): una nueva especie para la carcinofauna chilena y primer registro de un estenopodido en aguas del margen continental de Chile","Guzmán, Guillermo L, Sellanes, Javier","Latin american journal of aquatic research; 39(3); 613-616","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300022&lang=pt" 
"S0718-560X2011000300005-chl","Effect of polyunsatured aldehyde (A3) as an antiparasitary ingredient of Caligus rogercresseyi in the feed of Atlantic salmon, Salmo salar","Troncoso, José, González, Javier, Pino, Jorge, Ruohonen, Kari, El-Mowafi, Adel, González, José, Yany, Gabriel, Saavedra, Jorge, Córdova, Andrés","Latin american journal of aquatic research; 39(3); 439-448","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300005&lang=pt" 
"S0038-23612011000400011-sza","Handbook of Trauma","Surridge, Daniel","South African Journal of Surgery; 49(4); 205-205","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400011&lang=pt" 
"S0038-23612011000400012-sza","Is transdermal nitroglycerin application effective in preventing and healing flap ischaemia after modified radical mastectomy?","Buccimazza, Ines, Brakovsky, Yvonne","South African Journal of Surgery; 49(4); 206-206","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400012&lang=pt" 
"S0038-23612011000400013-sza","Bilharzia of the breast masquerading as a breast skin papilloma in a pregnant woman","Price, C. E., Coetzee, E., Panieri, E., Otto, M.","South African Journal of Surgery; 49(4); 207-207","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400013&lang=pt" 
"S0038-23612011000400010-sza","Sigmoid volvulus in pregnancy","Togo, A., Traoré, M., Coulibaly, Y., Samaké, B., Diallo, G.","South African Journal of Surgery; 49(4); 204-205","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400010&lang=pt" 
"S0038-23612011000400016-sza","Cyril Harold Wolpe: (1925 - 26 July 2011)","Spilg, Harold","South African Journal of Surgery; 49(4); 209-209","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400016&lang=pt" 
"S0038-23612011000400017-sza","Nathan Cirota: (8 December 1944 - 6 June 2011)","Kahn, Del","South African Journal of Surgery; 49(4); 210-210","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400017&lang=pt" 
"S0038-23612011000400014-sza","Biliary fistula in AIDS-related abdominal tuberculosis","Prando, Daniela, Scarpa, Marco, Erroi, Francesca, Angriman, Imerio, Ruffolo, Cesare, Frego, Mauro","South African Journal of Surgery; 49(4); 208-208","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400014&lang=pt" 
"S0038-23612011000400015-sza","Is routine drainage after total thyroidectomy necessary?","Sözen, Selim","South African Journal of Surgery; 49(4); 209-209","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400015&lang=pt" 
"S0038-23612011000400018-sza","South African Society of Endoscopic Surgeons Conference: 20 - 23 October 2011, Drakensberg Champagne Sports Resort, KwaZulu-Natal","","South African Journal of Surgery; 49(4); 211-215","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400018&lang=pt" 
"S0038-23612011000400001-sza","The handless surgeon: 29th D. J. du Plessis Lecture of the Surgical Research Society of Southern Africa, delivered in Pretoria, June 2011","Muckart, David J. J.","South African Journal of Surgery; 49(4); 170-173","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400001&lang=pt" 
"S0038-23612011000400003-sza","Clinical profile of assault burn victims: A 16-year review","Theodorou, P., Phan, T. Q. V., Maurer, C. A., Leitsch, S., Perbix, W., Lefering, R., Spilker, G.","South African Journal of Surgery; 49(4); 178-181","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400003&lang=pt" 
"S0038-23612011000400002-sza","Towards a national burns disaster plan","Rogers, A. D., Price, C. E., Wallis, L. A., Rode, H.","South African Journal of Surgery; 49(4); 174-177","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400002&lang=pt" 
"S0038-23612011000400005-sza","Long-term outcomes after laparoscopic total mesorectal excision for advanced rectal cancer","Liu, L., Gong, J., Cao, Y., Zhang, L., Zhang, G., Wang, P.","South African Journal of Surgery; 49(4); 186-189","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400005&lang=pt" 
"S0038-23612011000400004-sza","Rectocele and anal sphincter defect - surgical anatomy and combined repair","Mills, Robert P.","South African Journal of Surgery; 49(4); 182-185","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400004&lang=pt" 
"S0038-23612011000400007-sza","Variations in levels of care within a hospital provided to acute trauma patients","Stewart, W. W. D., Farina, Z., Clarke, D. L., Thomson, S. R.","South African Journal of Surgery; 49(4); 194-198","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400007&lang=pt" 
"S0038-23612011000400006-sza","Intestinal inflammatory myofibroblastic tumour","Ntloko, S., Gounden, A., Naidoo, M., Madiba, T. E., Sing, Y., Ramdial, P. K., Hadley, G. P.","South African Journal of Surgery; 49(4); 190-193","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400006&lang=pt" 
"S0038-23612011000400009-sza","Cystic lesions of the biliary tree: Proposal for a revised classification system","Mofokeng, T. G., Barry, R., Buchel, O. C.","South African Journal of Surgery; 49(4); 202-203","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400009&lang=pt" 
"S0038-23612011000400008-sza","Missed injury - decreasing morbidity and mortality: A literature review","Hardcastle, Timothy C.","South African Journal of Surgery; 49(4); 199-201","South African Journal of Surgery","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23612011000400008&lang=pt" 
"S0718-560X2011000300017-chl","Postlarval settlement of spiny lobster, Panulirus argus (Latreille, 1804) (Decapoda: Palinuridae), at the Caribbean coast of Costa Rica","González, Oscar, Wehrtmann, Ingo S","Latin american journal of aquatic research; 39(3); 575-583","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300017&lang=pt" 
"S0718-560X2011000300011-chl","Ciclo gonadal del chorito Mytilus chilensis (Bivalvia: Mytilidae) en dos localidades del sur de Chile","Oyarzún, Pablo A, Toro, Jorge E, Jaramillo, Roberto, Guiñez, Ricardo, Briones, Carolina, Astorga, Marcela","Latin american journal of aquatic research; 39(3); 512-525","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300011&lang=pt" 
"S0718-560X2011000300006-chl","Daily food intake of Kajikia audax (Philippi, 1887) off Cabo San Lucas, Gulf of California, Mexico","Abitia-Cárdenas, Leonardo A, Galván-Magaña, Felipe, Cruz-Escalona, Víctor H, Peterson, Mark S, Rodríguez-Romero, Jesús","Latin american journal of aquatic research; 39(3); 449-460","Latin american journal of aquatic research","Inglês","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300006&lang=pt" 
"S0718-560X2011000300018-chl","Evaluación del crecimiento del pulpo común Octopus mimus del norte de Chile alimentado con dietas formuladas","Zúñiga, Oscar, Olivares Paz, Alberto, Torres, Ingrid","Latin american journal of aquatic research; 39(3); 584-592","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300018&lang=pt" 
"S0718-560X2011000300010-chl","Parámetros reproductivos y poblacionales de Thais chocolata (Duelos, 1832) (Gastropoda, Thaididae), en la reserva marina La Rinconada, Antofagasta, Chile","Cantillánez, Marcela, Avendaño, Miguel, Rojo, Manuel, Olivares, Alberto","Latin american journal of aquatic research; 39(3); 499-511","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300010&lang=pt" 
"S0718-560X2011000300007-chl","Contenido de metales en Cancer polyodon (Crustacea: Decapoda) en un sistema de bahías del norte de Chile (27°S)","Castillo, Alexis, Valdés, Jorge","Latin american journal of aquatic research; 39(3); 461-470","Latin american journal of aquatic research","Espanhol","2011","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-560X2011000300007&lang=pt" 
"S0100-736X2011001100002-scl","Efeito protetor da acetamida sobre as intoxicações experimentais em ratos por monofluoroacetato de sódio e por algumas plantas brasileiras que causam morte súbita","Peixoto, Tiago C., Oliveira, Laura I., Caldas, Saulo A., Catunda Junior, Francisco E.A., Carvalho, Mário G., França, Ticiana N., Peixoto, Paulo V.","Pesquisa Veterinária Brasileira; 31(11); 938-952","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011001100002&lang=pt" 
"S1516-35982011001100010-scl","Óxido de cálcio e Lactobacillus buchneri NCIMB 40788 na ensilagem de cana-de-açúcar in natura ou queimada","Siqueira, Gustavo Rezende, Schocken-Iturrino, Ruben Pablo, Roth, Anna Paula de Toledo Piza, Domingues, Felipe Nogueira, Ferraudo, Antonio Sergio, Reis, Ricardo Andrade","Revista Brasileira de Zootecnia; 40(11); 2347-2358","Revista Brasileira de Zootecnia","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-35982011001100010&lang=pt" 
"S1414-40772011000300003-scl","Práxis e &quot;catarsis&quot; como referências avaliativas das ações educacionais das ONG&#039;S, dos sindicatos e dos partidos políticos","Martins, Marcos Francisco","Avaliação: Revista da Avaliação da Educação Superior (Campinas); 16(3); 533-558","Avaliação: Revista da Avaliação da Educação Superior (Campinas)","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-40772011000300003&lang=pt" 
"S1519-69842011000500018-scl","Translocation and radiotelemetry monitoring of black-tailed marmosets, Callithrix (Mico) melanura(É. Geoffroy in Humboldt), in a wildlife rescue operation in Brazil","Marques, AAB., Schneider, M., Alho, CJR.","Brazilian Journal of Biology; 71(4); 983-989","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000500018&lang=pt" 
"S1519-69842011000500019-scl","The influence of population structure and reproductive aspects of the genus Stellifer (Oken, 1817) on the abundance of species on the southern Brazilian coast","Rodrigues-Filho, JL., Verani, JR., Peret, AC., Sabinson, LM., Branco, JO.","Brazilian Journal of Biology; 71(4); 991-1002","Brazilian Journal of Biology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842011000500019&lang=pt" 
"S1688-04202011000400004-ury","AGRADECIMIENTOS","","Revista Uruguaya de Cardiología; 26(); 6-6","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400004&lang=pt" 
"S1688-04202011000400005-ury","Programa científico","","Revista Uruguaya de Cardiología; 26(); 7-29","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400005&lang=pt" 
"S1688-04202011000400006-ury","","","Revista Uruguaya de Cardiología; 26(); 30-30","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400006&lang=pt" 
"S1688-04202011000400007-ury","27° Congreso Uruguayo de Cardiología: Temas libres","","Revista Uruguaya de Cardiología; 26(); 31-93","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400007&lang=pt" 
"S1688-04202011000400001-ury","La investigación en la cardiología uruguaya","BAZZINO, OSCAR","Revista Uruguaya de Cardiología; 26(); 3-3","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400001&lang=pt" 
"S1688-04202011000400002-ury","AUTORIDADES","","Revista Uruguaya de Cardiología; 26(); 4-4","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400002&lang=pt" 
"S1688-04202011000400003-ury","INVITADOS EXTRANJEROS","","Revista Uruguaya de Cardiología; 26(); 5-5","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400003&lang=pt" 
"S1688-04202011000400008-ury","","","Revista Uruguaya de Cardiología; 26(); 94-97","Revista Uruguaya de Cardiología","Espanhol","2011","http://www.scielo.edu.uy/scielo.php?script=sci_arttext&pid=S1688-04202011000400008&lang=pt" 
"S0066-782X2011001400008-scl","Coronariopatia assintomática em chagásicos com insuficiência cardíaca: prevalência e fatores de risco","Carvalho, Gustavo, Rassi, Salvador, Bastos, José Maria Dias de Azeredo, Câmara, Sílvio Sérgio Pontes","Arquivos Brasileiros de Cardiologia; 97(5); 408-412","Arquivos Brasileiros de Cardiologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0066-782X2011001400008&lang=pt" 
"S2225-62532011001100002-sza","","van der Merwe, J.N.","Journal of the Southern African Institute of Mining and Metallurgy; 111(11); v-v","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001100002&lang=pt" 
"S2225-62532011001100013-sza","Value creation in the resource business","Garcia, J.M, Camus, J.P","Journal of the Southern African Institute of Mining and Metallurgy; 111(11); 801-808","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001100013&lang=pt" 
"S2225-62532011001100007-sza","Fluidized bed roasting of micropelletized zinc concentrate: Part I- Pellet strength and roasting kinetics","Heukelman, S, Groot, D","Journal of the Southern African Institute of Mining and Metallurgy; 111(11); 759-766","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001100007&lang=pt" 
"S2225-62532011001100005-sza","Net present value maximization model for optimum cut-off grade policy of open pit mining operations","Asad, M.W.A, Topal, E","Journal of the Southern African Institute of Mining and Metallurgy; 111(11); 741-750","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001100005&lang=pt" 
"S2225-62532011001100001-sza","","Robinson, R.E.","Journal of the Southern African Institute of Mining and Metallurgy; 111(11); iv-iv","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001100001&lang=pt" 
"S2225-62532011001100012-sza","A case study on stoping shift buffering at Impala Platinum: a critical chain project management perspective","Phillis, R.C.D, Gumede, H","Journal of the Southern African Institute of Mining and Metallurgy; 111(11); 793-800","Journal of the Southern African Institute of Mining and Metallurgy","Inglês","2011","http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-62532011001100012&lang=pt" 
