"S0138-600X2008000300004-cub","Aspectos relacionados con la vacuna contra el virus del Papiloma humano","Cabezas Cruz, Evelio","Revista Cubana de Obstetricia y Ginecología; 34(3); -","Revista Cubana de Obstetricia y Ginecología","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2008000300004&lang=pt" 
"S1678-58782008000400011-scl","An adaptive strategy for elastic-plastic analysis of structures with cracks","Araújo, Tereza Denyse de, Roehl, Deane, Martha, Luiz Fernando","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 30(4); 341-350","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782008000400011&lang=pt" 
"S0102-30982008000200003-scl","A mulher na recuperação recente do mercado de trabalho brasileiro","Leone, Eugenia Troncoso, Baltar, Paulo","Revista Brasileira de Estudos de População; 25(2); 233-249","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200003&lang=pt" 
"S0102-30982008000200004-scl","Background familiar versus perfil escolar do município: qual possui maior impacto no resultado educacional dos alunos brasileiros?","Riani, Juliana de Lucena Ruas, Rios-Neto, Eduardo Luiz Gonçalves","Revista Brasileira de Estudos de População; 25(2); 251-269","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200004&lang=pt" 
"S0102-30982008000200006-scl","A presença de imigrantes de países do Cone Sul no Brasil: medidas e reflexões","Sala, Gabriela Adriana, Carvalho, José Alberto Magno de","Revista Brasileira de Estudos de População; 25(2); 287-304","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200006&lang=pt" 
"S0102-30982008000200007-scl","Emigração internacional de brasileiros para os Estados Unidos: as redes sociais e o papel de intermediação nos deslocamentos exercido pelas agências de turismo","Fazito, Dimitri, Rios-Neto, Eduardo Luiz Gonçalves","Revista Brasileira de Estudos de População; 25(2); 305-323","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200007&lang=pt" 
"S0102-30982008000200010-scl","Análise espacial dos acidentes de trânsito com vítimas fatais: comparação entre o local de residência e de ocorrência do acidente no Rio de Janeiro","Souza, Vanessa dos Reis de, Cavenaghi, Suzana, Alves, José Eustáquio Diniz, Magalhães, Mônica de Avelar Figueiredo Mafra","Revista Brasileira de Estudos de População; 25(2); 353-364","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200010&lang=pt" 
"S0102-30982008000200011-scl","Fatores associados à prevalência de diabetes auto-referido entre idosos de Minas Gerais","Viegas-Pereira, Ana Paula Franco, Rodrigues, Roberto Nascimento, Machado, Carla Jorge","Revista Brasileira de Estudos de População; 25(2); 365-376","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200011&lang=pt" 
"S0102-30982008000200012-scl","Dinâmica demográfica dos Kamaiurá, povo Tupi do Parque Indígena do Xingu, Mato Grosso, Brasil, 1970-1999","Pagliaro, Heloisa, Junqueira, Carmen, Mendaña, Luciana Garrido dos Santos, Mendonça, Sofia Beatriz, Baruzzi, Roberto Geraldo","Revista Brasileira de Estudos de População; 25(2); 377-388","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200012&lang=pt" 
"S0102-30982008000200013-scl","Perspectivas do crescimento das populações indígenas e os direitos constitucionais","Levy, Maria Stella Ferreira","Revista Brasileira de Estudos de População; 25(2); 387-397","Revista Brasileira de Estudos de População","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-30982008000200013&lang=pt" 
"S1517-86922008000600004-scl","Aptidão física relacionada à saúde em escolares de Jequié, BA, Brasil","Dórea, Valfredo, Ronque, Enio Ricardo Vaz, Cyrino, Edilson Serpeloni, Serassuelo Junior, Helio, Gobbo, Luís Alberto, Carvalho, Ferdinando Oliveira, Souza, Carine Ferreira de, Melo, Juliana Cordeiro de, Gaion, Patrícia Aparecida","Revista Brasileira de Medicina do Esporte; 14(6); 494-499","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600004&lang=pt" 
"S1517-86922008000600005-scl","Influência do voleibol na densidade mineral ossea de adolescentes do sexo feminino","Mesquita, Wisley Gontijo de, Fonseca, Rômulo Maia Carlos, França, Nancí Maria de","Revista Brasileira de Medicina do Esporte; 14(6); 500-503","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600005&lang=pt" 
"S1517-86922008000600006-scl","Causas e conseqüências físicas e emocionais do término de carreira esportiva","Agresta, Marisa Cury, Brandão, Maria Regina Ferreira, Barros Neto, Turíbio Leite de","Revista Brasileira de Medicina do Esporte; 14(6); 504-508","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600006&lang=pt" 
"S1517-86922008000600007-scl","Análise da fadiga muscular localizada em atletas e sedentários através de parâmetros de freqüência do sinal eletromiográfico","Santos, Marcelo Cláudio Amaral, Semeghuini, Tatiana Adamov, Azevedo, Fábio Mícolis de, Colugnati, Diego Basile, Negrão Filho, Rúben de Faria, Alves, Neri, Arida, Ricardo Mário","Revista Brasileira de Medicina do Esporte; 14(6); 509-512","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600007&lang=pt" 
"S1517-86922008000600008-scl","Efeitos do treinamento de resistência de força com alto número de repetições no consumo máximo de oxigênio e limiar ventilatório de mulheres","Souza, Thiago Mattos Frota de, Cesar, Marcelo de Castro, Borin, João Paulo, Gonelli, Pamela Roberta Gomes, Simões, Ricardo Adamoli, Montebelo, Maria Imaculada de Lima","Revista Brasileira de Medicina do Esporte; 14(6); 513-517","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600008&lang=pt" 
"S1517-86922008000600009-scl","Adaptação dos testes de lactato mínimo, potência crítica e limiar anaeróbio para avaliação da transição anaeróbia-anaeróbia em protocolo específico para o tênis de mesa","Morel, Érika Alves, Zagatto, Alessandro Moura","Revista Brasileira de Medicina do Esporte; 14(6); 518-522","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600009&lang=pt" 
"S1517-86922008000600010-scl","Validação das equações metabólicas para caminhada e corrida propostas pelo American College of Sports Medicine em homens entre 20 e 30 anos de idade","Filardo, Ronaldo Domingues, Silva, Rosane C. Rosendo da, Petroski, Edio Luiz","Revista Brasileira de Medicina do Esporte; 14(6); 523-527","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600010&lang=pt" 
"S1517-86922008000600012-scl","Treinamento de natação na intensidade do limiar anaeróbio melhora a aptidão funcional de ratos idosos","Cunha, Verusca Najara de Carvalho, Cunha, Rafael Rodrigues da, Segundo, Paulo Russo, Moreira, Sérgio Rodrigues, Simões, Herbert Gustavo","Revista Brasileira de Medicina do Esporte; 14(6); 533-538","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600012&lang=pt" 
"S1517-86922008000600013-scl","Consumo de suplementos por jovens freqüentadores de academias de ginástica em São Paulo","Hirschbruch, Marcia Daskal, Fisberg, Mauro, Mochizuki, Luis","Revista Brasileira de Medicina do Esporte; 14(6); 539-543","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600013&lang=pt" 
"S1517-86922008000600014-scl","Treino de corrida não interfere no desempenho de força de membros superiores","Raddi, Leandro Luís Oliveira, Gomes, Rodrigo Vitasovic, Charro, Mário Augusto, Bacurau, Reury Frank Pereira, Aoki, Marcelo Saldanha","Revista Brasileira de Medicina do Esporte; 14(6); 544-547","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600014&lang=pt" 
"S1517-86922008000600015-scl","Níveis comparativos de estresse oxidativo em camundongos em duas situações do limite orgânico: overreaching induzido por treinamento de natação e câncer","Antunes Neto, Joaquim Maria Ferreira, Rivera, Rodrigo José Battibugli, Calvi, Régis Georgis, Raffa, Maryellen Fernandes, Donadon, Caio César, Pereira, Angélica Gomes, Melo, Patrícia da Silva","Revista Brasileira de Medicina do Esporte; 14(6); 548-552","Revista Brasileira de Medicina do Esporte","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-86922008000600015&lang=pt" 
"S0034-72802008000600002-scl","Estudo comparativo entre o tonômetro de aplanação de Goldmann e o tonômetro de contorno dinâmico de Pascal no glaucoma primário de ângulo aberto e olhos normais","Meirelles, Sergio Henrique Sampaio, Mathias, Cristina Rodrigues, Azevedo, Gilberto Brandão de, Álvares, Riani Morelo, Mattosinho, Clarissa Campolina de Sá, Jardim, Jetro Saul, Bastos, Cláudia Castor Xavier, Meneses, Luciana","Revista Brasileira de Oftalmologia; 67(6); 273-280","Revista Brasileira de Oftalmologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802008000600002&lang=pt" 
"S0034-72802008000600006-scl","Relação entre retinopatia diabética e dermopatia diabética em pacientes portadores de diabetes mellitus tipo 2","Lisboa, Hugo Roberto Kurtz, Boff, Aline, Dias, João Rafael de Oliveira, Rotta, Madalena, Guzzo, Maiara Garib, Zago, Saionara, Tres, Gláucia Sarturi, Syllos, Roger","Revista Brasileira de Oftalmologia; 67(6); 297-302","Revista Brasileira de Oftalmologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802008000600006&lang=pt" 
"S0034-72802008000600009-scl","Antiangiogênicos no glaucoma","Lucena, Diogo, Yamane, Riuitiro","Revista Brasileira de Oftalmologia; 67(6); 313-320","Revista Brasileira de Oftalmologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802008000600009&lang=pt" 
"S0044-59672008000400011-scl","Efeito da exploração madeireira sobre o número de indivíduos férteis de três espécies arbóreas comerciais na Amazônia oriental","Fonseca, Marisa Gesteira, Vidal, Edson, Santos, Flavio Antonio Maës dos","Acta Amazonica; 38(4); 681-686","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400011&lang=pt" 
"S0044-59672008000400012-scl","Determinação da variaçâo no microclima de Manaus-AM por atividades antropogênicas e modulações climáticas naturais","Oliveira, Flavio Mendes, Araújo, Rutenio Luiz, Carvalho, João Silva, Costa, Solange Santos","Acta Amazonica; 38(4); 687-699","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400012&lang=pt" 
"S0044-59672008000400015-scl","Distribuição espacial da granulometria, cor e carbono orgânico do solo ao longo de um transecto em microbacias na Amazônia meridional","Chig, Léo Adriano, Couto, Eduardo Guimarães, Novaes Filho, João Paulo, Rodrigues, Luiz Carlos Mattos, Johnson, Mark S., Weber, Oscarlina Lúcia dos Santos","Acta Amazonica; 38(4); 715-722","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400015&lang=pt" 
"S0044-59672008000400016-scl","Precipitação efetiva e interceptação em Caxiuanã, na Amazônia Oriental","Oliveira, Leidiane Leão de, Costa, Rafael Ferreira Da, Sousa, Francisco de Assis S. de, Costa, Antonio Carlos Lôla da, Braga, Alan Pantoja","Acta Amazonica; 38(4); 723-732","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400016&lang=pt" 
"S0044-59672008000400017-scl","Influência da precipitação na qualidade da água do Rio Purus","Silva, Ana Elisa Pereira, Angelis, Carlos Frederico, Machado, Luiz Augusto Toledo, Waichaman, Andrea Viviana","Acta Amazonica; 38(4); 733-742","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400017&lang=pt" 
"S0044-59672008000400018-scl","Constituintes químicos fixos e voláteis dos talos e frutos de Piper tuberculatum Jacq. e das raízes de P. hispidum H. B. K.","Facundo, Valdir Alves, Pollli, Aline Roberta, Rodrigues, Rosely Valéria, Militão, Júlio S. L Teixeira, Stabelli, Rodrigo Guerino, Cardoso, Cosuelo Tamiris","Acta Amazonica; 38(4); 743-748","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400018&lang=pt" 
"S0044-59672008000400020-scl","Química de igarapés de água preta do nordeste do Amazonas - Brasil","Horbe, Adriana Maria Coimbra, Oliveira, Liliam Gleicy de Souza","Acta Amazonica; 38(4); 753-759","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400020&lang=pt" 
"S0044-59672008000400021-scl","Caracterização físico-quimica de farinhas oriundas de variedades de mandioca utilizadas no vale do Juruá, Acre","Souza, Joana Maria Leite de, Álvares, Virgínia de Souza, Leite, Felícia Maria Nogueira, Reis, Fabiana Silva, Felisberto, Francisco Álvaro Viana","Acta Amazonica; 38(4); 761-766","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400021&lang=pt" 
"S0044-59672008000400024-scl","A pesca de pequena escala no rio Madeira pelos desembarques ocorridos em Manicoré (Estado do Amazonas), Brasil","Cardoso, Renato Soares, Freitas, Carlos Edwar de Carvalho","Acta Amazonica; 38(4); 781-787","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400024&lang=pt" 
"S0044-59672008000400026-scl","Comparative study on hematological parameters of farmed matrinxã, Brycon amazonicus Spix and Agassiz, 1829 (Characidae: Bryconinae) with others Bryconinae species","Tavares-Dias, Marcos, Affonso, Elizabeth Gusmão, Oliveira, Sarah Ragonha, Marcon, Jaydione Luiz, Egami, Mizue Imoto","Acta Amazonica; 38(4); 799-805","Acta Amazonica","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400026&lang=pt" 
"S0044-59672008000400022-scl","Uso de sal durante o transporte de juvenis (1kg) de pirarucu (Arapaima gigas)","Brandão, Franmir Rodrigues, Gomes, Levy de Carvalho, Crescêncio, Roger, Carvalho, Edivania da Silva","Acta Amazonica; 38(4); 767-771","Acta Amazonica","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0044-59672008000400022&lang=pt" 
"S0102-05362008000400003-scl","Balanço e análise da sustentabilidade energética na produção orgânica de hortaliças","Souza, Jacimar Luiz de, Casali, Vicente Wagner D, Santos, Ricardo HS, Cecon, Paulo R","Horticultura Brasileira; 26(4); 433-440","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400003&lang=pt" 
"S0102-05362008000400005-scl","Net melon performance as affected by the drip irrigation depth and mulching","Monteiro, Rodrigo OC, Coelho, Rubens D, Melo, Paulo CT de, Ferraz, Priscylla, Chaves, Sérgio WP, Shirahige, Fernando H, Beltrame Neto, Eugênio, Piedade, Sônia Maria de S","Horticultura Brasileira; 26(4); 447-451","Horticultura Brasileira","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400005&lang=pt" 
"S0102-05362008000400007-scl","Efeito de tratamentos químicos na respiração e parâmetros físicos de melão &#039;Amarelo&#039; minimamente processado","Miguel, Ana Carolina A, Begiato, Gabriela F, Dias, João Ricardo P Stein, Albertini, Silvana, Spoto, Marta Helena F","Horticultura Brasileira; 26(4); 458-463","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400007&lang=pt" 
"S0102-05362008000400008-scl","Conservação pós-colheita de melão Charentais tratado com 1-MCP e armazenado sob refrigeração e atmosfera modificada","Souza, Pahlevi A de, Finger, Fernando Luiz, Alves, Ricardo Elesbão, Puiatti, Mário, Cecon, Paulo R, Menezes, Josivan B","Horticultura Brasileira; 26(4); 464-470","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400008&lang=pt" 
"S0102-05362008000400012-scl","Caracterização de isolados de Xanthomonas campestris pv campestris de sistemas de produção orgânico e reação de brássicas à podridão-negra","Santos, Liliana Andréa dos, Bandeira, Diedja de A, Silva, Juliana P da, Silveira, Elineide B da, Gomes, Andréa Maria A, Mariano, Rosa de LR","Horticultura Brasileira; 26(4); 486-491","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400012&lang=pt" 
"S0102-05362008000400014-scl","Herança do formato do fruto em tomateiro do grupo cereja","Maciel, Gabriel Mascarenhas, Silva, Ernani Clarete da","Horticultura Brasileira; 26(4); 495-498","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400014&lang=pt" 
"S0102-05362008000400015-scl","Produção de mudas de tomateiro em substratos contendo fibra de coco e pó de rocha","Sampaio, Regynaldo A, Ramos, Sílvio J, Guilherme, Denílson O, Costa, Cândido A da, Fernandes, Luiz Arnaldo","Horticultura Brasileira; 26(4); 499-503","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400015&lang=pt" 
"S0102-05362008000400017-scl","Épocas de plantio e doses de zinco em alface tipo americana","Resende, Geraldo M de, Yuri, Jony E, Souza, Rovilson J de","Horticultura Brasileira; 26(4); 510-514","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400017&lang=pt" 
"S0102-05362008000400016-scl","Mini sensor Irrigas® na determinação da curva de retenção de água em substratos para hortaliças","Liz, Ronaldo S de, Calbo, Adonai G, Carrijo, Osmar A, Oliveira, Carlos Alberto da S","Horticultura Brasileira; 26(4); 504-509","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400016&lang=pt" 
"S1678-58782008000400009-scl","Trajectory planning of jumping over obstacles for hopping robot","Xu, Zhaohong, Lü, Tiansheng, Ling, Fang","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 30(4); 327-334","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782008000400009&lang=pt" 
"S1678-58782008000400010-scl","Alternative fuels mixture in cement industry kilns employing Particle Swarm Optimization algorithm","Carpio, Ricardo C., Sousa Júnior, Francisco de, Coelho, Leandro dos Santos, Silva, Rogério José da","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 30(4); 335-340","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782008000400010&lang=pt" 
"S0102-05362008000400011-scl","Componentes genéticos e fenotípicos para caracteres de importância agronômica em população de cenoura sob seleção recorrente","Silva, Giovani Olegário da, Vieira, Jairo Vidal","Horticultura Brasileira; 26(4); 481-485","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400011&lang=pt" 
"S0102-05362008000400013-scl","Jussara palm seed germination under different shade levels","Tavares, Armando R, Ramos, Danilo P, Aguiar, Francismar Francisco A, Kanashiro, Shoey","Horticultura Brasileira; 26(4); 492-494","Horticultura Brasileira","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400013&lang=pt" 
"S0102-05362008000400010-scl","Desempenho de cultivares de cebola em cultivo orgânico e tipos de solo no Vale do São Francisco","Costa, Nivaldo D, Araújo, Jairton F, Santos, Carlos Antonio F, Resende, Geraldo M de, Lima, Maria Auxiliadora C de","Horticultura Brasileira; 26(4); 476-480","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400010&lang=pt" 
"S0102-05362008000400009-scl","Quantificação não destrutiva de clorofilas em folhas através de método colorimétrico","Amarante, Cassandro VT do, Bisognin, Dilson Antônio, Steffens, Cristiano André, Zanardi, Odimar Z, Alves, Erlani de O","Horticultura Brasileira; 26(4); 471-475","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400009&lang=pt" 
"S0102-05362008000400004-scl","Perfil dos consumidores de hortaliças minimamente processadas de Belo Horizonte","Perez, Ronaldo, Ramos, Afonso Mota, Binoti, Mirella Lima, Sousa, Paulo Henrique Machado de, Machado, Gisela de Magalhães, Cruz, Iara Borges","Horticultura Brasileira; 26(4); 441-446","Horticultura Brasileira","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-05362008000400004&lang=pt" 
"S0717-73562008000200003-chl","ESTUDIO DE ALTERACIONES PROVOCADAS POR LABOREO AGRÍCOLA SOBRE CONJUNTOS CERÁMICOS EN AGUA AMARGA (TUPUNGATO, MENDOZA, ARGENTINA)","Ots, María José","Chungará (Arica); 40(2); 145-160","Chungará (Arica)","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562008000200003&lang=pt" 
"S0717-73562008000200006-chl","UN APAPAXTLI PARA CURAR EL ESTRÉS Y LA TRISTEZA: ESTUDIO DE UN CASO DE MEDICINA &quot;TRADICIONAL&quot; MEXICANA EN CIUDAD DE MÉXICO","Saavedra Solano, Nayelhi I, Berenzon Gorn, Shoshana","Chungará (Arica); 40(2); 181-191","Chungará (Arica)","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562008000200006&lang=pt" 
"S0717-73562008000200007-chl","CREENCIAS SOBRE EL EMBARAZO, PARTO Y PUERPERIO EN LA MUJER MAPUCHE: CONVERSACIONES PRIVADAS","Alarcón, Ana M, Nahuelcheo S, Yolanda","Chungará (Arica); 40(2); 193-202","Chungará (Arica)","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562008000200007&lang=pt" 
"S0717-73562008000200009-chl","EL ESTADO CHILENO, LOS AGENTES FISCALES Y EL TEMPRANO ORDENAMIENTO ADMINISTRATIVO DEL ESPACIO ANDINO DE LA PROVINCIA DE TARAPACÁ (1880-1930)","Castro C, Luis","Chungará (Arica); 40(2); 219-233","Chungará (Arica)","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562008000200009&lang=pt" 
"S0717-73562008000200010-chl","Alfareros del Imperio Huari. Vida Cotidiana y Áreas de Actividad en Conchopata","Loza, Carmen Beatriz","Chungará (Arica); 40(2); 235-237","Chungará (Arica)","Espanhol","2008","http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-73562008000200010&lang=pt" 
