"S1678-58782011000100005-scl","The use of cylindrical grinding to produce a martensitic structure on the surface of 4340 Steel","Lima, André de, Gâmbaro, Luiz Sérgio, Vieira Junior, Milton, Baptista, Elesandro Antonio","Journal of the Brazilian Society of Mechanical Sciences and Engineering; 33(1); 34-40","Journal of the Brazilian Society of Mechanical Sciences and Engineering","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1678-58782011000100005&lang=pt" 
"S0103-507X2011000100016-scl","Sepse fatal após instilação intravesical de BCG: relato de caso","Andrade e Silva, Ulysses Vasconcellos de, Viana, Luciano de Souza, Oliveira e Castro, Paulo de Tarso de, Almeida, Rosana Ducatti Souza, Silva, Richard Sedric Pires da","Revista Brasileira de Terapia Intensiva; 23(1); 104-107","Revista Brasileira de Terapia Intensiva","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2011000100016&lang=pt" 
"S0103-507X2011000100017-scl","Infecção por Saccharomyces cerevisae: uma infecção atípica em UTI","Silva, Felipe Henriques Alves da, Paço, Fernando Ribeiro, Reis, Eduardo, Amaral, Vinicius","Revista Brasileira de Terapia Intensiva; 23(1); 108-111","Revista Brasileira de Terapia Intensiva","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2011000100017&lang=pt" 
"S0103-507X2011000100006-scl","Efeito da transfusão de concentrado de hemácias sobre parâmetros de inflamação e estresse oxidativo em pacientes criticamente enfermos","Rosa, Samuel Diomário da, Bristot, Maria de Lurdes Ugioni, Topanotti, Maria Fernanda Locks, Tomasi, Cristiane Damiani, Felisberto, Francine, Vuolo, Francieli Silva, Petronilho, Fabricia, Pizzol, Felipe Dal, Ritter, Cristiane","Revista Brasileira de Terapia Intensiva; 23(1); 30-35","Revista Brasileira de Terapia Intensiva","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2011000100006&lang=pt" 
"S1984-82502011000100023-scl","Effect of the addition of inulin on the nutritional, physical and sensory parameters of bread","Brasil, Jacira Antonia, Silveira, Karina Correia da, Salgado, Silvana Magalhães, Livera, Alda Verônica Souza, Faro, Zelyta Pinheiro de, Guerra, Nonete Barbosa","Brazilian Journal of Pharmaceutical Sciences; 47(1); 185-191","Brazilian Journal of Pharmaceutical Sciences","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502011000100023&lang=pt" 
"S1984-82502011000100004-scl","Validation of a spectrophotometric method to determine ciprofibrate content in tablets","Nascimento, Guilherme Nobre Lima do, Rosa, Daniel Lerner da, Nishijo, Hisao, Aversi-Ferreira, Tales Alexandre","Brazilian Journal of Pharmaceutical Sciences; 47(1); 23-29","Brazilian Journal of Pharmaceutical Sciences","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-82502011000100004&lang=pt" 
"S0864-03192011000100001-cub","Prevenir eventos adversos, para alcanzar la excelencia en la gestión del cuidado","Llanes Betancourt, Caridad","Revista Cubana de Enfermería; 27(1); 1-3","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100001&lang=pt" 
"S0864-03192011000100002-cub","Sociedad Internacional de Honor de Enfermería","Páez Armenteros, Jovita","Revista Cubana de Enfermería; 27(1); 4-7","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100002&lang=pt" 
"S0864-03192011000100003-cub","Influencia del desarrollo de la personalidad profesional durante la carrera de Enfermería en la seguridad del paciente","Agramonte del Sol, Alain, Farres Vázquez, Reinel","Revista Cubana de Enfermería; 27(1); 8-15","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100003&lang=pt" 
"S0864-03192011000100004-cub","Eficacia de las intervenciones de enfermería mediante un programa para el cuidado en el hogar","Romero Guevara, Sandra Lucrecia, Sanabria Estupiñan, Jenny Paola, Rueda Díaz, Leidy Johanna","Revista Cubana de Enfermería; 27(1); 20-30","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100004&lang=pt" 
"S0864-03192011000100005-cub","Ocorrência de lesões perioperatórias por posicionamento cirúrgico","Barbosa, Maria Helena, Braz Oliva, Ártemis Maria, Lemos de Sousa Neto, Adriana","Revista Cubana de Enfermería; 27(1); 31-41","Revista Cubana de Enfermería","Português","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100005&lang=pt" 
"S0864-03192011000100006-cub","Acercamiento al conocimiento de los procesos adversos en la terapia antirretroviral","Roque Vargas, Roberto, Gutierrez Sacasa, Danilo, Téllez Martínez, Yaumara, Pileta Zamora, Niurka, Wilson Petifer, Irina","Revista Cubana de Enfermería; 27(1); 42-56","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100006&lang=pt" 
"S0864-03192011000100007-cub","Gestión del cuidado desde una perspectiva transcultural","Barco Díaz, Vladimir, Cruz Aguilar, Sarahy, Rodríguez Bernal, Zenaida, Herrera Cañellas, Dinorah","Revista Cubana de Enfermería; 27(1); 57-65","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100007&lang=pt" 
"S0864-03192011000100009-cub","Evaluación de las acciones de enfermería en el Tiempo Puerta Aguja en pacientes con tratamiento trombolítico","Acosta González, Magda, Hernandez Valdés, Emma, Nadal Tur, Betty, Castellano Almeida, Judiht, Herrera Giró, Mary Leivys","Revista Cubana de Enfermería; 27(1); 79-87","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100009&lang=pt" 
"S0864-03192011000100008-cub","De la incertidumbre a la aceptación de quien espera un veredicto médico","Laranjeira, Carlos","Revista Cubana de Enfermería; 27(1); 66-78","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100008&lang=pt" 
"S0864-03192011000100010-cub","Cuidados genéricos para restablecer el equilibrio durante el puerperio","Laza Vásquez, Celmira, Puerto Lozano, Marcela Ivonne","Revista Cubana de Enfermería; 27(1); 88-97","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100010&lang=pt" 
"S0864-03192011000100011-cub","Enfoque interdisciplinar a la calidad de vida y de muerte en Oncopediatría","LLantá Abreu, María del Carmen","Revista Cubana de Enfermería; 27(1); 98-105","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100011&lang=pt" 
"S0864-03192011000100012-cub","ENFERMERIA 2011 III Encuentro Internacional de Directores y Editores de Publicaciones Científicas de Enfermería 24 MAYO 2011","","Revista Cubana de Enfermería; 27(1); 106-109","Revista Cubana de Enfermería","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-03192011000100012&lang=pt" 
"S0864-21252011000100001-cub","Caracterización de la salud familiar en familias de niños con éxito escolar","Méndez Sutil, Vivian, Louro Bernal, Isabel, Bayarre Vea, Héctor","Revista Cubana de Medicina General Integral; 27(1); 1-9","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100001&lang=pt" 
"S0864-21252011000100002-cub","Percepción de salud en adultos mayores de la provincia Matanzas","Dueñas González, Dianelis María, Bayarre Vea, Héctor Demetrio, Triana Álvarez, Eduardo Alfredo, Rodríguez Pérez, Vivian","Revista Cubana de Medicina General Integral; 27(1); 10-22","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100002&lang=pt" 
"S0864-21252011000100003-cub","Consideraciones teóricas acerca del empoderamiento psicológico en salud sexual de actores sociales vinculados a niños/as preescolares","Díaz Llanes, Guillermo","Revista Cubana de Medicina General Integral; 27(1); 23-32","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100003&lang=pt" 
"S0864-21252011000100004-cub","Factores de riesgo asociados con el intento suicida y criterios sobre lo ocurrido en adolescentes","Cortés Alfaro, Alba, Aguilar Valdés, Juan, Suárez Medina, Ramón, Rodríguez Dávila, Elayne, Durán Rivero, Jesús Salvador","Revista Cubana de Medicina General Integral; 27(1); 33-41","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100004&lang=pt" 
"S0864-21252011000100005-cub","La dispensarización en el policlínico universitario docente de Playa un año después de la reorganización","Cuesta Mejías, Leonardo Antonio","Revista Cubana de Medicina General Integral; 27(1); 42-49","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100005&lang=pt" 
"S0864-21252011000100006-cub","Comportamiento del asma bronquial en un área de salud del policlínico Cerro","Álvarez Carmenate, Marlene, Docando Díaz, Niurka, Álvarez Águila, Andrés, Dotres Martínez, Carlos, Baños Torres, Daysi, Sardiñas Arce, María Elena","Revista Cubana de Medicina General Integral; 27(1); 50-62","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100006&lang=pt" 
"S0864-21252011000100008-cub","Satisfacción de pacientes hemipléjicos luego de un programa individualizado de ejercicios físicos","Estévez Perera, Abel, Coll Costa, Jorge de Lázaro, Estévez Perera, Adonis","Revista Cubana de Medicina General Integral; 27(1); 74-82","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100008&lang=pt" 
"S0864-21252011000100010-cub","Riesgo cardiovascular, una herramienta útil para la prevención de las enfermedades cardiovasculares","Vega Abascal, Jorge, Guimará Mosqueda, Mayra, Vega Abascal, Luis","Revista Cubana de Medicina General Integral; 27(1); 91-97","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100010&lang=pt" 
"S0864-21252011000100011-cub","Violencia intrafamiliar, realidad de la mujer latinoamericana","Espinosa Morales, Madeline, Alazales Javiqué, Mercedes, Madrazo Hernández, Bernardo, García Socarrás, Ada Margarita, Presno Labrador, María Clarivel","Revista Cubana de Medicina General Integral; 27(1); 98-104","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100011&lang=pt" 
"S0864-21252011000100013-cub","Bibliomed sobre las medidas de prevención, la epidemiología, los costos, la rehabilitación y la mortalidad de los accidentes cerebrovasculares","","Revista Cubana de Medicina General Integral; 27(1); 114-122","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100013&lang=pt" 
"S0864-21252011000100014-cub","Tratamiento conservador en paciente con fracturas de ambas caderas","Arce Morera, Enrique, Padrón Puldón, Lázara, Martínez Vázquez, Sadir, Bello Mirabal, Alicia","Revista Cubana de Medicina General Integral; 27(1); 123-127","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100014&lang=pt" 
"S0864-21252011000100007-cub","Comportamiento del riesgo de caídas en el hogar en adultos mayores","Salas Mainegra, Arlene, Solórzano Gómez, María, Reyes Carrillo, Esther, González Limonta, Maribel","Revista Cubana de Medicina General Integral; 27(1); 63-73","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100007&lang=pt" 
"S0864-21252011000100009-cub","Mortalidad por tumores malignos más frecuentes en el adulto mayor","Cruz González, Pablo, Carballo Espinosa, Robin Radámes, Valdivia Domínguez, Adolfo, Massip Nicot, Juliette, García Higuera, Laura Rosa","Revista Cubana de Medicina General Integral; 27(1); 83-90","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100009&lang=pt" 
"S0864-21252011000100012-cub","Caracterización clínico-epidemiólogica del parasitismo intestinal en niños de 0 a 5 años","Urquiza Yero, Yisell, Domínguez Caises, Liset María, Artiles Yanes, Melva","Revista Cubana de Medicina General Integral; 27(1); 105-113","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100012&lang=pt" 
"S0864-21252011000100015-cub","El libro de los pronósticos de Hipócrates","Espinosa Álvarez, René Faustino, López Espinosa, José Antonio","Revista Cubana de Medicina General Integral; 27(1); 128-130","Revista Cubana de Medicina General Integral","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0864-21252011000100015&lang=pt" 
"S1139-76322011000100007-esp","Fibrosis quística, diagnóstico desde Atención Primaria","Martínez García, M.S., Casado Sánchez, M.L.","Pediatría Atención Primaria; 13(49); 83-88","Pediatría Atención Primaria","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322011000100007&lang=pt" 
"S0004-05922011000100003-esp","Efecto de cama de pollos, subproductos de cereales y caña sobre la fisiología ruminal de ovinos","Nouel Borges, G., Hevia Opazo, P., Velásquez, M., Espejo Días, M., Rojas, C., J., Sánchez, B., R.","Archivos de Zootecnia; 60(229); 19-30","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000100003&lang=pt" 
"S1139-76322011000100015-esp","Madre: Joaquín Sorolla, 1895","Carabaño Aguado, I.","Pediatría Atención Primaria; 13(49); 147-147","Pediatría Atención Primaria","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322011000100015&lang=pt" 
"S1139-76322011000100017-esp","Diez años de AEPap: Parte IV. Un proyecto de futuro","Morell Bernabé, J.J., Carrasco Sanz, A., Domínguez Aurrecoechea, B., Ruiz-Canela Cáceres, J.","Pediatría Atención Primaria; 13(49); 163-174","Pediatría Atención Primaria","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-76322011000100017&lang=pt" 
"S0210-56912011000200011-esp","Diagnóstico diferido de una fascitis necrotizante secundaria a perforación de íleon","Santana Cabrera, L., Eugenio Robaina, P., Rodríguez Alvarez, J.P., Sánchez Palacios, M.","Medicina Intensiva; 35(2); 131-132","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000200011&lang=pt" 
"S0004-05922011000100015-esp","Potential use of stevia rebaudiana in animal feeds","Atteh, J., Onagbesan, O., Tona, K., Buyse, J., Decuypere, E., Geuns, J.","Archivos de Zootecnia; 60(229); 133-136","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000100015&lang=pt" 
"S1139-13752011000100001-esp","","Crespo Montero, Rodolfo","Revista de la Sociedad Española de Enfermería Nefrológica; 14(1); 5-5","Revista de la Sociedad Española de Enfermería Nefrológica","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1139-13752011000100001&lang=pt" 
"S0210-56912011000200006-esp","Toma de decisiones al final de la vida, el modo neerlandés a través de ojos españoles","Belloc Rocasalbas, M., Girbes, A.R.J.","Medicina Intensiva; 35(2); 102-106","Medicina Intensiva","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0210-56912011000200006&lang=pt" 
"S0004-05922011000100004-esp","Comportamento de clones de pennisetum submetidos a períodos de restrição hídrica controlada","Santos, M.C.S., Lira, M.A., Tabosa, J.N., Mello, A.C.L., Santos, M.V.F.","Archivos de Zootecnia; 60(229); 31-39","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000100004&lang=pt" 
