"S1415-790X2008000100014-scl","Os efeitos do treinamento de força sobre os fatores de risco da síndrome metabólica","Guttierres, Ana Paula Muniz, Marins, João Carlos Bouzas","Revista Brasileira de Epidemiologia; 11(1); 147-158","Revista Brasileira de Epidemiologia","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-790X2008000100014&lang=pt" 
"S1679-62252008000100011-scl","Cytogenetic characterization of Hypostomus nigromaculatus (Siluriformes: Loricariidae)","Rubert, Marceléia, Zawadzki, Cláudio H., Giuliano-Caetano, Lucia","Neotropical Ichthyology; 6(1); 93-100","Neotropical Ichthyology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252008000100011&lang=pt" 
"S1679-62252008000100012-scl","Cytogenetic studies in three species of Lutjanus (Perciformes: Lutjanidae: Lutjaninae) from the Isla Margarita, Venezuela","Nirchio, Mauro, Rondón, Rodolfo, Oliveira, Claudio, Ferreira, Irani A., Martins, Cesar, Pérez, Julio, Sola, Luciana, Rossi, Anna Rita","Neotropical Ichthyology; 6(1); 101-108","Neotropical Ichthyology","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-62252008000100012&lang=pt" 
"S1806-37132008000300003-scl","Incidência de pneumotórax residual após simpatectomia torácica videotoracoscópica com e sem drenagem pleural e sua possível influência na dor pós-operatória","Lima, Alexandre Garcia de, Marcondes, Giancarlo Antonio, Teixeira, Ayrton Bentes, Toro, Ivan Felizardo Contrera, Campos, Jose Ribas Milanez de, Jatene, Fábio Biscegli","Jornal Brasileiro de Pneumologia; 34(3); 136-142","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300003&lang=pt" 
"S1806-37132008000300005-scl","Exame do escarro no manejo clínico dos pacientes com pneumonia adquirida na comunidade","Signori, Leonardo Gilberto Haas, Ferreira, Maurício Weyh, Vieira, Luiz Carlos Hack Radünz, Müller, Karen Reetz, Mattos, Waldo Luís Leite Dias de","Jornal Brasileiro de Pneumologia; 34(3); 152-158","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300005&lang=pt" 
"S1806-37132008000300006-scl","Abandono do tratamento de tuberculose utilizando-se as estratégias tratamento auto-administrado ou tratamento supervisionado no Programa Municipal de Carapicuíba, São Paulo, Brasil","Vieira, Amadeu Antonio, Ribeiro, Sandra Aparecida","Jornal Brasileiro de Pneumologia; 34(3); 159-166","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300006&lang=pt" 
"S1806-37132008000300007-scl","Adaptação do Bird Mark 7 para oferta de pressão positiva contínua nas vias aéreas em ventilação não-invasiva: estudo em modelo mecânico","Kikuti, Beatriz Mayumi, Utsunomia, Karen, Colaneri, Renata Potonyacz, Carvalho, Carlos Roberto Ribeiro de, Caruso, Pedro","Jornal Brasileiro de Pneumologia; 34(3); 167-172","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300007&lang=pt" 
"S1806-37132008000300008-scl","Diagnóstico dos transtornos do sono relacionados ao ritmo circadiano","Martinez, Denis, Lenz, Maria do Carmo Sfreddo, Menna-Barreto, Luiz","Jornal Brasileiro de Pneumologia; 34(3); 173-180","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300008&lang=pt" 
"S1806-37132008000300009-scl","Pneumonia eosinofílica crônica secundária ao uso prolongado de nitrofurantoína: achados da tomografia computadorizada de alta resolução do tórax","Martins, Rosane Rodrigues, Marchiori, Edson, Viana, Sérgio Lopes, Grillo Júnior, Luiz Sérgio Pereira, Capelozzi, Vera Luiza, Valença, Laércio Moreira","Jornal Brasileiro de Pneumologia; 34(3); 181-184","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300009&lang=pt" 
"S1806-37132008000300010-scl","Tumor de células gigantes costal ocupando todo o hemitórax","Cordeiro, Samuel Zuínglio de Biasi, Cordeiro, Paulo de Biasi, Sousa, Aureliano Mota Cavalcanti, Lannes, Deborah Cordeiro, Pierro, Gustavo Soares de Moura","Jornal Brasileiro de Pneumologia; 34(3); 185-188","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300010&lang=pt" 
"S1413-80502008000100003-scl","Macrodinâmica do produto sob restrição externa: a experiência brasileira no período 1930-2004","Lima, Gilberto Tadeu, Carvalho, Veridiana Ramos","Economia Aplicada; 12(1); 55-77","Economia Aplicada","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-80502008000100003&lang=pt" 
"S1806-37132008000300004-scl","Versão brasileira da escala London Chest Activity of Daily Living para uso em pacientes com doença pulmonar obstrutiva crônica","Carpes, Marta Fioravante, Mayer, Anamaria Fleig, Simon, Karen Muriel, Jardim, José Roberto, Garrod, Rachel","Jornal Brasileiro de Pneumologia; 34(3); 143-151","Jornal Brasileiro de Pneumologia","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-37132008000300004&lang=pt" 
"S1679-87592008000100007-scl","Description of the egg capsule of Atlantoraja castelnaui (Elasmobranchii, Rajidae)","Oddone, María Cristina, Mesa, Alejo, Amorim, Alberto Ferreira de","Brazilian Journal of Oceanography; 56(1); 65-68","Brazilian Journal of Oceanography","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592008000100007&lang=pt" 
"S1679-87592008000100005-scl","Effects of storage and solvent type in a lipophylic chemical profile of the seaweed Dictyota menstrualis","Cavalcanti, Diana Negrão, Gomes, Marcelo Augusto Vasconcelos, Pinto, Angelo Cunha, Rezende, Claudia Moraes de, Pereira, Renato Crespo, Teixeira, Valéria Laneuville","Brazilian Journal of Oceanography; 56(1); 51-57","Brazilian Journal of Oceanography","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592008000100005&lang=pt" 
"S1679-87592008000100004-scl","Spatio-temporal study and population structure of Daptonema Oxycerca (Nematoda: Xyalidae) in Coroa Grande, Rio de Janeiro, Brazil","Maria, Tatiana F., Silva, Neyvan R. R. da, Wandeness, Adriane P., Esteves, André M.","Brazilian Journal of Oceanography; 56(1); 41-50","Brazilian Journal of Oceanography","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592008000100004&lang=pt" 
"S1679-87592008000100006-scl","Diet of Chaceon Ramosae (Decapoda, Brachyura) on the southern brazilian exclusive economic zone","Domingos, Sergio Santos, Athiê, Alessandro Augusto Rogick, Rossi-Wongtschowski, Carmen Lúcia Del Bianco","Brazilian Journal of Oceanography; 56(1); 59-63","Brazilian Journal of Oceanography","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592008000100006&lang=pt" 
"S0104-59702008000100010-scl","A vertigem da descontinuidade: sobre os usos da história na arqueologia de Michel Foucault","Oliveira, Cristiane","História, Ciências, Saúde-Manguinhos; 15(1); 169-181","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100010&lang=pt" 
"S0104-59702008000100004-scl","Hospício de doutores","Arantes, Marco Antonio","História, Ciências, Saúde-Manguinhos; 15(1); 49-63","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100004&lang=pt" 
"S0104-59702008000100008-scl","&quot;Vamos criar seu filho&quot;: os médicos puericultores e a pedagogia materna no século XX","Martins, Ana Paula Vosne","História, Ciências, Saúde-Manguinhos; 15(1); 135-154","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100008&lang=pt" 
"S0104-59702008000100017-scl","Escravidão e política no Império","Salles, Ricardo","História, Ciências, Saúde-Manguinhos; 15(1); 231-235","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100017&lang=pt" 
"S0104-59702008000100016-scl","Bons frutos na formação de pessoal","Campos, André Luiz Vieira de","História, Ciências, Saúde-Manguinhos; 15(1); 227-230","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100016&lang=pt" 
"S0104-59702008000100014-scl","&#039;Branqueamento&#039; do Brasil","Santos, Ricardo Augusto dos","História, Ciências, Saúde-Manguinhos; 15(1); 221-224","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100014&lang=pt" 
"S0104-59702008000100013-scl","O Brazil-Medico e as contribuições do pensamento médico-higienista para as bases científicas da educação física brasileira","Mendes, Maria Isabel Brandão de Souza, Nóbrega, Terezinha Petrucia da","História, Ciências, Saúde-Manguinhos; 15(1); 209-219","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100013&lang=pt" 
"S0104-59702008000100018-scl","Caridade e filantropia na distribuição da assistência: a irmandade da Santa Casa de Misericórdia de Pelotas - RS (1847-1922)","Tomaschewski, Cláudia","História, Ciências, Saúde-Manguinhos; 15(1); 237-237","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100018&lang=pt" 
"S0104-59702008000100001-scl","Carta do Editor","Benchimol, Jaime","História, Ciências, Saúde-Manguinhos; 15(1); 7-8","História, Ciências, Saúde-Manguinhos","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100001&lang=pt" 
"S0104-59702008000100019-scl","Controle social no Sistema Único de Saúde: análise da participação social e empoderamento da população usuária do sistema sanitário","Martins, Poliana Cardoso","História, Ciências, Saúde-Manguinhos; 15(1); 238-238","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100019&lang=pt" 
"S0104-59702008000100015-scl","Auto-suficiência em vacinas: a história de uma utopia","Silva, Luiz Jacintho da","História, Ciências, Saúde-Manguinhos; 15(1); 225-226","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100015&lang=pt" 
"S1679-87592008000100003-scl","Diel variation of fish community in sandy beaches of southeastern Brazil","Gaelzer, Luiz Ricardo, Zalmon, Ilana R.","Brazilian Journal of Oceanography; 56(1); 23-39","Brazilian Journal of Oceanography","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592008000100003&lang=pt" 
"S0104-59702008000100002-scl","A duras penas: estratégias, conquistas e desafios da enfermagem em escala mundial","Santos, Luiz A. de Castro","História, Ciências, Saúde-Manguinhos; 15(1); 13-28","História, Ciências, Saúde-Manguinhos","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100002&lang=pt" 
"S0104-59702008000100005-scl","O espírito das leis e as leis do espírito: a evolução do pensamento legislativo brasileiro em saúde mental","Messas, Guilherme Peres","História, Ciências, Saúde-Manguinhos; 15(1); 65-98","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100005&lang=pt" 
"S0104-59702008000100006-scl","&#039;É... tá grávida mesmo! E ele é lindo!&#039; A construção de &#039;verdades&#039; na ultra-sonografia obstétrica","Chazan, Lilian Krakowski","História, Ciências, Saúde-Manguinhos; 15(1); 99-116","História, Ciências, Saúde-Manguinhos","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100006&lang=pt" 
"S0104-59702008000100007-scl","Dor crônica: objeto insubordinado","Lima, Mônica Angelim Gomes de, Trad, Leny","História, Ciências, Saúde-Manguinhos; 15(1); 117-133","História, Ciências, Saúde-Manguinhos","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100007&lang=pt" 
"S0104-59702008000100009-scl","Da velhice à terceira idade: o percurso histórico das identidades atreladas ao processo de envelhecimento","Silva, Luna Rodrigues Freitas","História, Ciências, Saúde-Manguinhos; 15(1); 155-168","História, Ciências, Saúde-Manguinhos","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100009&lang=pt" 
"S0104-59702008000100011-scl","Um replicador em movimento: aproximações entre a poética narrativa de Borges e o programa de pesquisa dos memes","Waizbort, Ricardo, de la Rocque, Lucia","História, Ciências, Saúde-Manguinhos; 15(1); 183-195","História, Ciências, Saúde-Manguinhos","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-59702008000100011&lang=pt" 
"S1028-47962008000100001-cub","Evidencia y uso de plantas medicinales en los sistemas de salud","Morón Rodríguez, Francisco","Revista Cubana de Plantas Medicinales; 13(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962008000100001&lang=pt" 
"S1028-47962008000100002-cub","Conocimientos y opiniones sobre plantas medicinales y medicamentos herbarios de médicos en los municipios La Sierpe y Sancti Spíritus","León Espinosa, Orlando, Ruiz Calabuch, Héctor, León Espinosa, Iris","Revista Cubana de Plantas Medicinales; 13(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962008000100002&lang=pt" 
"S1028-47962008000100003-cub","Reacciones adversas a medicamentos herbarios y otras formas de medicina natural y tradicional en Cuba durante 2001-2004","Ávila Pérez, Jenny, Jiménez López, Giset, González Delgado, Blanca, Morón Rodríguez, Francisco, Fernández Argüelles, Rogelio","Revista Cubana de Plantas Medicinales; 13(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962008000100003&lang=pt" 
"S1028-47962008000100004-cub","Toxicología subcrónica del extracto acuoso de Plectranthus amboinicus (Lour.) Spreng","Tillán Capó, Juana, Bueno Pavón, Viviana, Menéndez Castillo, Rosa, Carrillo Domínguez, Carmen, Ortiz Infante, Melba","Revista Cubana de Plantas Medicinales; 13(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962008000100004&lang=pt" 
"S1028-47962008000100005-cub","Influencia de los abonos orgánicos y biofertilizantes en la calidad de dos plantagináceas: Plantago major L. y Plantago lanceolata L.","","Revista Cubana de Plantas Medicinales; 13(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962008000100005&lang=pt" 
"S1028-47962008000100006-cub","Control con medios naturales de los principales insectos y hongos que afectan a Plantago lanceolata L. y Plantago major L.","Rivera Amita, María Magdalena, Milanés Figueredo, Masgloiris, Ramos Gálvez, Silvino Raúl","Revista Cubana de Plantas Medicinales; 13(1); -","Revista Cubana de Plantas Medicinales","Espanhol","2008","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1028-47962008000100006&lang=pt" 
"S1806-83242008000100001-scl","The BOR is changing its submission instruction","Rode, Sigmar de Mello","Brazilian Oral Research; 22(1); 3-3","Brazilian Oral Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242008000100001&lang=pt" 
"S1806-83242008000100007-scl","Relationship between oral health and its impact on quality of life among adolescents","Biazevic, Maria Gabriela Haye, Rissotto, Renata Regina, Michel-Crosato, Edgard, Mendes, Leila Amorim, Mendes, Maria Odete Amorim","Brazilian Oral Research; 22(1); 36-42","Brazilian Oral Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242008000100007&lang=pt" 
"S1806-83242008000100004-scl","Evaluation of the risk of a stripping perforation with gates-glidden drills: serial versus crown-down sequences","Coutinho-Filho, Tauby, De-Deus, Gustavo, Gurgel-Filho, Eduardo Diogo, Rocha-Lima, Ana Carolina, Dias, Katia Regina Cervantes, Barbosa, Carlos Augusto","Brazilian Oral Research; 22(1); 18-24","Brazilian Oral Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242008000100004&lang=pt" 
"S1806-83242008000100008-scl","In vivo qualitative analysis of the biocompatibility of different cyanoacrylate-based adhesives","Moretti Neto, Rafael Tobias, Mello, Isabel, Moretti, Ana Beatriz da Silveira, Robazza, Carlos Roberto Colombo, Pereira, Alessandro Antônio Costa","Brazilian Oral Research; 22(1); 43-47","Brazilian Oral Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242008000100008&lang=pt" 
"S1806-83242008000100014-scl","Image quality in partially erased DenOptix® storage phosphor plates","Lopes, Sérgio Lúcio Pereira de Castro, Cruz, Adriana Dibo da, Ferreira, Rívea Inês, Bóscolo, Frab Norberto, Almeida, Solange Maria de","Brazilian Oral Research; 22(1); 78-83","Brazilian Oral Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242008000100014&lang=pt" 
"S1806-83242008000100015-scl","Flexural and diametral tensile strength of composite resins","Della Bona, Álvaro, Benetti, Paula, Borba, Márcia, Cecchetti, Dileta","Brazilian Oral Research; 22(1); 84-89","Brazilian Oral Research","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1806-83242008000100015&lang=pt" 
"S0101-41612008000100006-scl","O custo de bem-estar da inflação: cálculo tentativo com o uso de um modelo de equilíbrio geral","Rossi, José W.","Estudos Econômicos (São Paulo); 38(1); 127-150","Estudos Econômicos (São Paulo)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-41612008000100006&lang=pt" 
"S1517-70762008000100022-scl","Tenacidade ao impacto de compósitos de tecido de juta reforçando matriz de polietileno reciclado","Camerini, A.L., Terrones, L.A.H., Monteiro, S.N.","Matéria (Rio de Janeiro); 13(1); 180-185","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100022&lang=pt" 
"S1517-70762008000100017-scl","Modelamento numérico de um cilindro do tipo 2 para armazenamento de GNV","De Mattos, G.B., Lopes, L.C.R., Villani, A.P.G., Silva, T.C., Gouvêia, J.P., Moreira, L.P., De Senne, A.","Matéria (Rio de Janeiro); 13(1); 136-146","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100017&lang=pt" 
"S1517-70762008000100016-scl","Caracterización eléctrica de películas delgadas de Al2O3 depositadas sobre GaAs por la técnica de rocío pirolítico","Chávez-Ramírez, J., Aguilar-Frutis, M., Burillo, G., López-Romero, S., Alvarez-Fregoso, O., Falcony, C., Flores-Morales, C.","Matéria (Rio de Janeiro); 13(1); 130-135","Matéria (Rio de Janeiro)","Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100016&lang=pt" 
"S1517-70762008000100015-scl","A influência da pressão de compactação sobre as propriedades magnéticas e estruturais da Liga de Gd5Ge2,15Si1,85 obtida por metalurgia do pó","Trevizoli, P.V., Alves, C.S., Mendes, M.A.B., Magnus, A., GAMA, S.","Matéria (Rio de Janeiro); 13(1); 125-129","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100015&lang=pt" 
"S1517-70762008000100012-scl","Nitretação iônica em gaiola catódica do aço inoxidável martensítico AISI 420","Sousa, R.M., De Araújo, F.O., Ribeiro, K.J.B., De Sousa, R.S., Barbosa, J.C.P., Alves Júnior, C.","Matéria (Rio de Janeiro); 13(1); 104-109","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100012&lang=pt" 
"S1517-70762008000100001-scl","Editorial: Revista Matéria e ABM: uma parceira de sucesso","Monteiro, Sergio Neves","Matéria (Rio de Janeiro); 13(1); -","Matéria (Rio de Janeiro)","Inglês, Português, Espanhol","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100001&lang=pt" 
"S1517-70762008000100011-scl","Uso de pó de vidro como fundente para produção de grês porcelanato","Luz, A.P., Ribeiro, S.","Matéria (Rio de Janeiro); 13(1); 96-103","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100011&lang=pt" 
"S1517-70762008000100007-scl","Identificação e avaliação dos mecanismos de ataque da escória SiO2-CaO-Al2O3-MgO em tijolos refratários de MgO-C","Trommer, R.M., Correia Lima, A.N., Vicenzi, J., Zimmer, A., Bragança, S.R., Bergamann, C.P.","Matéria (Rio de Janeiro); 13(1); 56-64","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100007&lang=pt" 
"S1517-70762008000100010-scl","Processamento e desgaste abrasivo de compósitos à base de epóxi-sílica para uso em coroas de polimento de rochas ornamentais","De Oliveira, O.C., Matos, M.R., De Oliveira, L.J., Bobrovnitchii, G.S., Aigueira, R.B., Filgueira, M.","Matéria (Rio de Janeiro); 13(1); 88-95","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100010&lang=pt" 
"S1517-70762008000100018-scl","Development of lanthanum chromites-based materials for solid oxide fuel cell interconnects","Furtado, J.G.M., Oliveira, R.N.","Matéria (Rio de Janeiro); 13(1); 147-153","Matéria (Rio de Janeiro)","Inglês","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100018&lang=pt" 
"S1517-70762008000100019-scl","Desenvolvimento de um compósito laminado híbrido com fibras natural e sintética","Da Silva, R.V., Aquino, E.M.F., Rodrigues, L.P.S., Barros, A.R.F.","Matéria (Rio de Janeiro); 13(1); 154-161","Matéria (Rio de Janeiro)","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762008000100019&lang=pt" 
