"S1130-05582011000100006-esp","Mioplastia de elongación de músculo temporal para rehabilitación de parálisis hemifacial","Pingarrón Martín, L., González Otero, T., Arias Gallo, J., Moraleda Pérez, S., Burgueño García, M.","Revista Española de Cirugía Oral y Maxilofacial; 33(1); 35-39","Revista Española de Cirugía Oral y Maxilofacial","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S1130-05582011000100006&lang=pt" 
"S2011-75822011000100007-col","Resecciones hepáticas sin tecnología de punta: ocho años de experiencia","Nari, Gustavo, Moreno, Eduardo, Feliu, Luis, Azar, Ricardo, Bonaparte, Fernando","Revista Colombiana de Cirugía; 26(1); 48-55","Revista Colombiana de Cirugía","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822011000100007&lang=pt" 
"S2011-75822011000100004-col","Experiencia de la técnica del ganglio centinela en la cirugía del cáncer de mama, Medellín, Colombia, 2009","Restrepo, Carlos, Estrada, Jairo, Mesa, Gloria, Arango, Adriana, D’Amato, Mónica, Escobar, Alejandra, Olarte, Ana María, Matute, Gustavo","Revista Colombiana de Cirugía; 26(1); 25-32","Revista Colombiana de Cirugía","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822011000100004&lang=pt" 
"S2011-75822011000100005-col","Frecuencia de abdomen agudo quirúrgico en pacientes que consultan al servicio de urgencias","Bejarano, Mónica, Gallego, Cristal Ximena, Gómez, Julián Ricardo","Revista Colombiana de Cirugía; 26(1); 33-41","Revista Colombiana de Cirugía","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S2011-75822011000100005&lang=pt" 
"S0102-67202011000100002-scl","Gastroplastia a Collis associada à fundoplicatura parcial ou total: estudo experimental","Lopes, Luiz Roberto, Andreollo, Nelson Adami","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 3-8","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100002&lang=pt" 
"S0102-67202011000100003-scl","A ingestão de prébioticos previne a malabsorção de ferro e anemia induzidas pela gastrectomia?: Estudo experimental em ratos","Santos, Elisvânia Freitas dos, Tsuboi, Kathia Hitomi, Araújo, Marina Rachel, Falconi, Mônica Almeida, Ouwehand, Arthur C., Andreollo, Nelson Adami, Miyasaka, Celio Kenji","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 9-14","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100003&lang=pt" 
"S0102-67202011000100004-scl","Ligadura simples ou ligadura com confecção de bolsa e sepultamento para tratamento do coto apendicular: estudo comparativo prospecivo randomizado","Neves, Lauro José Victor Avellán, Wainstein, Alberto Julius Alves, Mathias, Wallace Ceoto, Costa, Fabrizio Parreira Dias, Castro, Judson Henrique de, Avassi-Rocha, Paulo Roberto","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 15-19","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100004&lang=pt" 
"S0102-67202011000100005-scl","Atividade mioelétrica do intestino delgado de cães submetidos à oclusão parcial da veia porta","Ferraz, Álvaro Antônio Bandeira, Campos, Josemberg Marins, Evangelista, Luis Fernando, Coelho, Antonio Roberto de Barros, Araújo-Filho, José Guido de, Ferraz, Edmundo Machado","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 20-25","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100005&lang=pt" 
"S0102-67202011000100006-scl","Endometrioma de parede abdominal","Accetta, Italo, Accetta, Pietro, Accetta, André Figueiredo, Maia, Francisco José Santos, Oliveira, Ana Paula Félix de Andrade","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 26-29","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100006&lang=pt" 
"S0102-67202011000100007-scl","Análise das complicações da esofagectomia transmediastinal no tratamento cirurgico do megaesôfago recidivado","Aquino, José Luis Braga de, Said, Marcelo Manzano, Leandro-Merhi, Vania Aparecida, Ichinohe, Liliana Hana, Ramos, João Paulo Zenum, Machado, Daniel Gustavo Guimarães","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 30-35","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100007&lang=pt" 
"S0102-67202011000100008-scl","Avaliação de refluxo ultra-distal com pHmetria de múltiplos canais","Seguro, Francisco Carlos Bernal da Costa, Santo, Marco Aurélio, Szachnowicz, Sérgio, Maluf-Filho, Fauze, Kishi, Humberto Setsuo, Falcão, Ângela Marinho, Nasi, Ary, Sallum, Rubens Antônio Aissar, Cecconello, Ivan","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 36-42","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100008&lang=pt" 
"S0102-67202011000100009-scl","Correlação do nível de alfa-feto proteína, índice de sobrevida e recidiva tumoral em pacientes submetidosa transplante hepático","Ataide, Elaine Cristina, Machado, Ricardo Rossetto, Ribeiro, Maxwel Boga Capsy, Mattosinho, Thiago Jose Almeida Prado, Romani, Fernando Araujo, Escanhonela, Cecilia Amelia Fazzio, Boin, Ilka de Fatima Santana Ferreira","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 43-47","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100009&lang=pt" 
"S0102-67202011000100010-scl","Resultados iniciais da oxigenoterapia hiperbárica empacientes em lista de espera para o transplante hepático","Kreimer, Flávio, AraúJo-Jr, Guido Corrêa de, Campos, Josemberg M., Martins-Filho, Euclides D., D&#039;Albuquerque, Luiz Augusto Carneiro, Ferraz, Álvaro Antônio B.","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 48-51","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100010&lang=pt" 
"S0102-67202011000100011-scl","Tratamento da obesidade mórbida com gastrectomia vertical","Branco-Filho, Alcides José, Nassif, Luis Sérgio, Menacho, Aline Moraes, Aurichio, Ricardo Augusto Eineck, Siqueira, Daniel Emílio Dalledone, Fernandez, Robson Matsuda","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 52-54","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100011&lang=pt" 
"S0102-67202011000100012-scl","O modelo experimental de carcinogênese gástrica induzido por n-methyl-n-nitrosourea em ratos F344 e camundongos C3H é válido para os ratos Wistar?","Tarso, Lissandro, Meyer, Fabíola Schons, Cioato, Marta Giotti, Meurer, Luíse, Schirmer, Carlos Cauduro","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 55-58","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100012&lang=pt" 
"S0102-67202011000100013-scl","Determinação histopatológica da presença do helicobacter pylori em câncer gástrico","Bresciani, Claudio, Latif, Ibrahim, Coser, Roger Beltrati, Yagi, Osmar, Deutsch, Claudio Roberto, Mucerino, Donato, Zilberstein, Bruno, Cecconello, Ivan","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 59-63","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100013&lang=pt" 
"S0102-67202011000100015-scl","As principais alterações dermatológicas em pacientes obesos","Mendonça, Rosimeri da Silva Castanho, Rodrigues, Geruza Baima de Oliveira","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 68-73","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100015&lang=pt" 
"S0102-67202011000100016-scl","Tratamento paliativo do adenocarcinoma gástrico","Souza, Fernando de Oliveira, Antunes, Luis Carlos Moreira, Santos, Luis Humberto Ribas dos","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo); 24(1); 74-80","ABCD. Arquivos Brasileiros de Cirurgia Digestiva (São Paulo)","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-67202011000100016&lang=pt" 
"S0100-84042011000100002-scl","Eunotiaceae (Eunotiales, Bacillariophyta) em ambientes lacustres na Planície Costeira do Sul do Brasil","Bicca, A.B., Torgan, L.C., Santos, C.B.","Brazilian Journal of Botany; 34(1); 1-19","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000100002&lang=pt" 
"S0100-84042011000100003-scl","Variation in nitrogen use strategies and photosynthetic pathways among vascular epiphytes in the Brazilian Central Amazon","Mardegan, S.F., Nardoto, G.B., Higuchi, N., Reinert, F., Martinelli, L.A.","Brazilian Journal of Botany; 34(1); 21-30","Brazilian Journal of Botany","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000100003&lang=pt" 
"S0100-84042011000100008-scl","Impacto da invasão e do manejo do capim-gordura (Melinis minutiflora) sobre a riqueza e biomassa da flora nativa do Cerrado sentido restrito","Martins, C.R., Hay, J.D.V., Walter, B.M.T., Proença, C.E.B., Vivaldi, L.J.","Brazilian Journal of Botany; 34(1); 73-90","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000100008&lang=pt" 
"S0100-84042011000100010-scl","Espécies de Parmotrema (Parmeliaceae, Ascomycota) do litoral Centro-Sul do Estado de São Paulo IV.: grupo químico protocetrárico","Benatti, M.N., Marcelli, M.P.","Brazilian Journal of Botany; 34(1); 103-123","Brazilian Journal of Botany","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-84042011000100010&lang=pt" 
"S0100-83582011000100004-scl","Alocação de biomassa de Brachiaria subquadripara sob diferentes concentrações de N, P e K","Domingos, V.D., Martins, D., Costa, N.V., Marchi, S.R., Rodrigues-Costa, A.C.","Planta Daninha; 29(1); 25-36","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100004&lang=pt" 
"S0101-28002011000100005-scl","Fatores associados à qualidade de vida de pacientes incidentes em diálise peritoneal no Brasil (BRAZPD)","Grincenkov, Fabiane Rossi dos Santos, Fernandes, Natália, Chaoubah, Alfredo, Bastos, Kleyton, Qureshi, Abdul Rashid, Pécoits-Filho, Roberto, Divino Filho, José Carolino, Bastos, Marcus Gomes","Jornal Brasileiro de Nefrologia; 33(1); 38-44","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100005&lang=pt" 
"S0101-28002011000100006-scl","Baixa resposta da vacinação intradérmica contra hepatite B em pacientes incidentes em hemodiálise","Medeiros, Regina H., Figueiredo, Ana Elizabeth PL, Poli-de-Figueiredo, Carlos Eduardo, d&#039;Avila, Domingos Otávio, de los Santos, Carlos Abaeté","Jornal Brasileiro de Nefrologia; 33(1); 45-49","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100006&lang=pt" 
"S0101-28002011000100007-scl","Nefrolitíase em pacientes pediátricos: investigação metabólica e anatômica","Peres, Luis Alberto Batista, Langer, Sarah Sella, Schmidt, Raysa Cristina, Nacke, Roberto Arthur Bavaresco, Francescon, Paulo Victor Muller, Almeida, Rogério Cavalcante de, Coimbra, Renan Macedo, Ribas, Tailla Michelle, Barros, Tiago Dahrug, Matsuo, Tiemi","Jornal Brasileiro de Nefrologia; 33(1); 50-54","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100007&lang=pt" 
"S0101-28002011000100008-scl","Avaliação de métodos para identificar desnutrição energético-protéica de pacientes em hemodiálise","Vegine, Patrícia Marçal, Fernandes, Ana Carolina Packness, Torres, Márcia Regina Simas Gonçalves, Silva, Maria Inês Barreto, Avesani, Carla Maria","Jornal Brasileiro de Nefrologia; 33(1); 55-61","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100008&lang=pt" 
"S0101-28002011000100009-scl","Efeitos do treinamento muscular inspiratório nos pacientes em hemodiálise","Silva, Vanessa Giendruczak da, Amaral, Carolina, Monteiro, Mariane Borba, Nascimento, Daniela Meirelles do, Boschetti, Jaqueline Regina","Jornal Brasileiro de Nefrologia; 33(1); 62-68","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100009&lang=pt" 
"S0101-28002011000100010-scl","Impacto do hábito de jantar sobre o perfil dietético de pacientes em hemodiálise","Ribeiro, Marcia Machado Cunha, Araújo, Melissa Luciana de, Netto, Michele Pereira, Cunha, Lucas Maciel","Jornal Brasileiro de Nefrologia; 33(1); 69-77","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100010&lang=pt" 
"S0101-28002011000100011-scl","Morfologia e função cardíacas em pacientes renais crônicos, com ou sem diurese residual, em tratamento hemodialítico","Araujo, Salustiano, Lemes, Helton P., Cunha, Danny A., Queiroz, Vinicius S., Nascimento, Daniela D., Ferreira Filho, Sebastião Rodrigues","Jornal Brasileiro de Nefrologia; 33(1); 74-81","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100011&lang=pt" 
"S0101-28002011000100013-scl","Doença renal crônica: importância do diagnóstico precoce, encaminhamento imediato e abordagem interdisciplinar estruturada para melhora do desfecho em pacientes ainda não submetidos à diálise","Bastos, Marcus Gomes, Kirsztajn, Gianna Mastroianni","Jornal Brasileiro de Nefrologia; 33(1); 93-108","Jornal Brasileiro de Nefrologia","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002011000100013&lang=pt" 
"S0100-736X2011000300001-scl","Brachiaria spp. poisoning of ruminants in Brazil","Riet-Correa, B., Castro, M.B., Lemos, R.A., Riet-Correa, G., Mustafa, V., Riet-Correa, F.","Pesquisa Veterinária Brasileira; 31(3); 183-192","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000300001&lang=pt" 
"S0100-736X2011000300003-scl","Transferência de imunidade passiva em cordeiros de corte manejados extensivamente em clima tropical","Turquino, C.F., Flaiban, K.K.M.C., Lisbôa, J.A.N.","Pesquisa Veterinária Brasileira; 31(3); 199-205","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000300003&lang=pt" 
"S0100-736X2011000300006-scl","Perfil da contagem de células somáticas na infecção intramamária em búfalas na Região Nordeste do Brasil","Medeiros, E.S., Barbosa, S.B.P., Jatobá, R.B., Azevedo, S.S., Pinheiro Junior, J.W., Saukas, T.N., Albuquerque, P.P.F., Mota, R.A.","Pesquisa Veterinária Brasileira; 31(3); 219-223","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000300006&lang=pt" 
"S0100-736X2011000300007-scl","Linfadenite caseosa em ovinos deslanados abatidos em um frigorífico da Paraíba","Souza, M.F., Carvalho, A.Q., Garino Jr, F., Riet-Correa, F.","Pesquisa Veterinária Brasileira; 31(3); 224-230","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000300007&lang=pt" 
"S0100-736X2011000300012-scl","Características clínicas da fase aguda da infecção experimental de felinos pelo vírus da imunodeficiência felina","Zanutto, M.S., Froes, T.R., Teixeira, A.L., Hagiwara, M.K.","Pesquisa Veterinária Brasileira; 31(3); 255-260","Pesquisa Veterinária Brasileira","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000300012&lang=pt" 
"S0100-736X2011000300013-scl","Comparative anatomy of the thigh nerves of Cebus libidinosus (Rylands et al., 2000)","Aversi-Ferreira, R.A.G.M.F., Marin, K.A., Carneiro e Silva, F.O., Aversi-Ferreira, T.A.","Pesquisa Veterinária Brasileira; 31(3); 261-266","Pesquisa Veterinária Brasileira","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-736X2011000300013&lang=pt" 
"S0100-83582011000100002-scl","Adaptações morfoanatômicas de Cyperaceae ao ambiente aquático","Rocha, D.C., Martins, D.","Planta Daninha; 29(1); 7-15","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100002&lang=pt" 
"S0100-83582011000100005-scl","Fatores ambientais na distribuição de populações de Brachiaria subquadripara presentes no Reservatório de Barra Bonita-SP","Domingos, V.D., Martins, D., Costa, N.V., Marchi, S.R.","Planta Daninha; 29(1); 37-49","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100005&lang=pt" 
"S0100-83582011000100006-scl","Manejo químico de Eichhornia crassipes e Brachiaria subquadripara com Diquat em condições de reservatório","Martins, D., Velini, E.D., Costa, N.V., Cardoso, L.A., Souza, G.S.F.","Planta Daninha; 29(1); 51-57","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100006&lang=pt" 
"S0100-83582011000100007-scl","Ação da chuva sobre a eficiência de Glyphosate no controle de Eichhornia crassipes e Pistia stratiotes","Souza, G.S.F., Campos, C.F., Martins, D., Pereira, M.R.R.","Planta Daninha; 29(1); 59-64","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100007&lang=pt" 
"S0100-83582011000100010-scl","Deposição de calda de pulverização sobre plantas de salvínia em função de pontas de pulverização e arranjos populacionais entre plantas de Aguapé e Alface-D&#039;Água","Marchi, S.R., Martins, D., Costa, N.V., Carbonari, C.A., Silva, J.R.V.","Planta Daninha; 29(1); 77-84","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100010&lang=pt" 
"S0100-83582011000100011-scl","Fitossociologia de plantas daninhas em sistemas de integração de sorgo com braquiária sob diferentes formas de implantação da pastagem","Machado, V.D., Tuffi Santos, L.D., Santos Jr., A., Mota, V.A., Padilha, S.V., Santos, M.V.","Planta Daninha; 29(1); 85-95","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100011&lang=pt" 
"S0100-83582011000100012-scl","Factores biológicos que determinan la competencia de Commelina erecta con otras malezas en sistemas de cultivo","Nisensohn, L., Tuesca, D., Faccini, D., Puricelli, E., Vitta, J.","Planta Daninha; 29(1); 97-106","Planta Daninha","Espanhol","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100012&lang=pt" 
"S0100-83582011000100013-scl","Monitoramento do banco de sementes de plantas daninhas em áreas com Cana-de-Açúcar colhida mecanicamente","Monquero, P.A., Silva, P.V., Hirata, A.C.S., Martins, F.R.A.","Planta Daninha; 29(1); 107-119","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100013&lang=pt" 
"S0100-83582011000100015-scl","Interações competitivas de triticale (Triticum turgidosecale) e nabiça (Raphanus raphanistrum) em função da população e proporção de plantas","Yamauti, M.S., Alves, P.L.C.A., Carvalho, L.B.","Planta Daninha; 29(1); 129-135","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100015&lang=pt" 
"S0100-83582011000100016-scl","Interferência de plantas daninhas sobre o crescimento inicial de Coffea arabica","Fialho, C.M.T., França, A.C., Tironi, S.P., Ronchi, C.P., Silva, A.A.","Planta Daninha; 29(1); 137-147","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100016&lang=pt" 
"S0100-83582011000100017-scl","Produção e partição de matéria seca de cultivares de feijão em competição com plantas daninhas","Cury, J.P., Santos, J.B., Valadão Silva, D., Carvalho, F.P., Braga, R.R., Byrro, E.C.M., Ferreira, E.A.","Planta Daninha; 29(1); 149-158","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100017&lang=pt" 
"S0100-83582011000100019-scl","Influência da palha e da simulação de chuva sobre a eficácia da mistura formulada clomazone + hexazinone no controle de plantas daninhas em área de cana-crua","Negrisoli, E., Velini, E.D., Corrêa, M.R., Rossi, C.V.S., Carbonari, C.A., Costa, A.G.F., Perim, L.","Planta Daninha; 29(1); 169-177","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100019&lang=pt" 
"S0100-83582011000100021-scl","Lixiviação de imazethapyr + imazapic em função do manejo de irrigação do arroz","Martini, L.F.D., Avila, L.A., Souto, K.M., Cassol, G.V., Refatti, J.P., Marchesan, E., Barros, C.A.P.","Planta Daninha; 29(1); 185-193","Planta Daninha","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-83582011000100021&lang=pt" 
