"S0100-204X2002000200014-scl","Desenvolvimento de Haematobia irritans em massas fecais de bovinos mantidas em laboratório","Barros, Antonio Thadeu Medeiros de","Pesquisa Agropecuária Brasileira; 37(2); 217-221","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200014&lang=pt" 
"S1519-69842002000100008-scl","The influence of Eucalyptus plantations on the macrofauna associated with Salvinia auriculata in Southeast Brazil","CALLISTO, M., BARBOSA, F. A. R., MORENO, P.","Brazilian Journal of Biology; 62(1); 63-68","Brazilian Journal of Biology","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842002000100008&lang=pt" 
"S1519-69842002000100014-scl","Condition factor in nine species of fish of the Characidae family in the upper Paraná River floodplain, Brazil","LIZAMA, M. DE LOS A. P., AMBRÓSIO, A. M.","Brazilian Journal of Biology; 62(1); 113-124","Brazilian Journal of Biology","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842002000100014&lang=pt" 
"S1519-69842002000100018-scl","Fish stock assessment of piraputanga Brycon microlepis in the Cuiabá River basin, Pantanal of Mato Grosso, Brazil","MATEUS, L. A. de F., ESTUPIÑÁN, G. M.B.","Brazilian Journal of Biology; 62(1); 165-170","Brazilian Journal of Biology","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842002000100018&lang=pt" 
"S1519-69842002000100021-scl","Development of a chamber for in situ toxicity tests with small fishes","MELETTI, P. C., ROCHA, O.","Brazilian Journal of Biology; 62(1); 187-190","Brazilian Journal of Biology","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842002000100021&lang=pt" 
"S1519-69842002000100017-scl","Butterflies from the Uberlândia region, Central Brazil: species list and biological comments","MOTTA, P. C.","Brazilian Journal of Biology; 62(1); 151-163","Brazilian Journal of Biology","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1519-69842002000100017&lang=pt" 
"S0100-204X2002000200001-scl","Seletividade de oito inseticidas a predadores de lagartas em citros","Galvan, Tederson Luiz, Picanço, Marcelo Coutinho, Bacci, Leandro, Pereira, Eliseu José Guedes, Crespo, André Luiz Barreto","Pesquisa Agropecuária Brasileira; 37(2); 117-122","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200001&lang=pt" 
"S0100-204X2002000200006-scl","Polimorfismo isozimático e potencial de utilização das isozimas como marcadores genéticos em aceroleira","Lopes, Ricardo, Bruckner, Claudio Horst, Lopes, Maria Teresa Gomes","Pesquisa Agropecuária Brasileira; 37(2); 151-158","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200006&lang=pt" 
"S0100-204X2002000200008-scl","Efeito da salinidade e modo de aplicação da água de irrigação no crescimento e produção de alho","Amorim, Júlio Roberto de Araújo, Fernandes, Pedro Dantas, Gheyi, Hans Raj, Azevedo, Norma César de","Pesquisa Agropecuária Brasileira; 37(2); 167-176","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200008&lang=pt" 
"S0100-204X2002000200009-scl","Inoculação micorrízica e aclimatização de dois porta-enxertos de macieira micropropagados","Locatelli, Lucir Maria, Lovato, Paulo Emílio","Pesquisa Agropecuária Brasileira; 37(2); 177-184","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200009&lang=pt" 
"S0100-204X2002000200010-scl","Funções e ordem da razão dos nutrientes no estabelecimento de normas DRIS em laranjeira &#039;Valência&#039;","Mourão Filho, Francisco de Assis Alves, Azevedo, João Carlos, Nick, Josef Andreas","Pesquisa Agropecuária Brasileira; 37(2); 185-192","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200010&lang=pt" 
"S0100-204X2002000200011-scl","Perdas do nitrogênio da uréia no sistema solo-planta em dois ciclos de cana-de-açúcar","Trivelin, Paulo Cesar Ocheuze, Oliveira, Mauro Wagner de, Vitti, André Cesar, Gava, Glauber José de Castro, Bendassolli, José Albertino","Pesquisa Agropecuária Brasileira; 37(2); 193-201","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200011&lang=pt" 
"S0100-204X2002000200007-scl","Predição de ganhos genéticos em melhoramento florestal","Paula, Rinaldo Cesar de, Pires, Ismael Eleotério, Borges, Rita de Cássia Gonçalves, Cruz, Cosme Damião","Pesquisa Agropecuária Brasileira; 37(2); 159-165","Pesquisa Agropecuária Brasileira","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-204X2002000200007&lang=pt" 
"S0212-71992002000200011-esp","Bacteriemia por Citrobacter freundii: presentación de dos casos","Meseguer Ruiz, V., Carmona Martín, Mª M., Polo Romero, F.J., Fernández Rodríguez, A., Barba Romero, M.A., Sáez Mendez, L.","Anales de Medicina Interna; 19(2); 54-54","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200011&lang=pt" 
"S0212-71992002000200012-esp","Derrame pleural secundario a infección por Mycobacterium fortuitum","Escobedo Palau, J. A., Domínguez Gil, A.","Anales de Medicina Interna; 19(2); 55-56","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200012&lang=pt" 
"S0212-71992002000200015-esp","Endocarditis por cable de marcapasos","Sánchez Sierra, B., Baños Madrid, R., Andreu, E., García-Estañ, J., Gómez Gómez, J.","Anales de Medicina Interna; 19(2); 58-59","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200015&lang=pt" 
"S0212-71992002000200002-esp","Utilidad de la tomografía computarizada y la broncoscopia en los pacientes con hemoptisis: Análisis de 482 casos","Haro, M., Jiménez, J., Tornero, A., Vizcaya, M., Tirado, R., Cros, T.","Anales de Medicina Interna; 19(2); 11-21","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200002&lang=pt" 
"S0212-71992002000200006-esp","Paraplejia por hipopotasemia secundaria a diarrea aguda","Ortuño Andériz, F., Cabello Clotet, N., Diego Gamarra, R. de, Salaverría Garzón, I., Vázquez Rizaldos, S.","Anales de Medicina Interna; 19(2); 34-36","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200006&lang=pt" 
"S0212-71992002000200007-esp","Acromegalia, bocio tóxico multinodular y carcinoma papilar de tiroides, probable papel de las proteínas G","Villar, A., Zurro, J., Luis, D. A. de, Cuéllar, L., Terroba, C., Romero, E.","Anales de Medicina Interna; 19(2); 37-38","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200007&lang=pt" 
"S0212-71992002000200008-esp","Complicación asociada a la enfermedad celíaca","Baños Madrid, R., Mercader Martínez, J., Sánchez Bueno, F., Bas Bernal, A.","Anales de Medicina Interna; 19(2); 39-42","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200008&lang=pt" 
"S0212-71992002000200009-esp","Síndrome de rabdomiolisis e hipertermia secundario al consumo de cocaína y/o éxtasis: Comunicación de dos nuevos casos y revisión del problema","Vallina Álvarez, E., Suárez Arias, R., García Díez, A., Arribas Castrillo, J. M.","Anales de Medicina Interna; 19(2); 43-46","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200009&lang=pt" 
"S0212-71992002000200010-esp","Sífilis: perspectivas terapéuticas actuales","Pestoni Porvén, C., Lado Lado, F.L., Cabarcos Ortíz de Barrón, A., Sánchez Aguilar, D.","Anales de Medicina Interna; 19(2); 47-53","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200010&lang=pt" 
"S0212-71992002000200003-esp","Estudio de la difusión pulmonar de monóxido de carbono en enfermos con estenosis mitral","Zamarrón Sanz, C., Campo Matías, F. del, Amaro Cendón, A., Salgueiro Rodríguez, M., Rodríguez Suárez, J.R.","Anales de Medicina Interna; 19(2); 22-24","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200003&lang=pt" 
"S0212-71992002000200005-esp","Anticuerpos anti-ribosomales como marcadores de actividad en el LES","Almeida, D., Antolín, J., Amérigo, M. J., Cantabrana, A., Roces, A., Hayeck, M.","Anales de Medicina Interna; 19(2); 31-33","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200005&lang=pt" 
"S0212-71992002000200016-esp","Infección por Mycobacterium avium en paciente con SIDA","Sánchez Ayuso, J., Mateo Álvarez, S.","Anales de Medicina Interna; 19(2); 59-59","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200016&lang=pt" 
"S0212-71992002000200014-esp","Hepatitis por ticlopidina: Presentación de un nuevo caso","Rivera Vaquerizo, P., Solís García del Pozo, J., Villanueva Hernández, P.","Anales de Medicina Interna; 19(2); 57-58","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200014&lang=pt" 
"S0212-71992002000200017-esp","Hemoptisis amenazante en el aneurisma de aorta: A propósito de un caso con supervivencia prolongada","Carrión Valero, F., Rodríguez Castro, E. Mª, Marín Pardo, J.","Anales de Medicina Interna; 19(2); 59-60","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200017&lang=pt" 
"S0212-71992002000200013-esp","Paquimeningitis hipertrófica granulomatosa craneal","Martínez-Vázquez, C., Nodar Germiñas, A., Conde Alonso, C., López Domínguez, A., Seijas Ares, M.","Anales de Medicina Interna; 19(2); 56-57","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200013&lang=pt" 
"S0212-71992002000200019-esp","Donovanosis: incremento de su incidencia en nuestro medio debido a casos importados de zonas endémicas","Bernal Ruiz, A. I., González Ruiz, A., Gutiérrez Rodríguez, C., García Muñoz, M.","Anales de Medicina Interna; 19(2); 61-62","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200019&lang=pt" 
"S0212-71992002000200001-esp","Diagnóstico de la hemoptisis: ¿realmente existe polémica?","Agustí, C., Xaubet, A., Torres, A.","Anales de Medicina Interna; 19(2); 9-10","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200001&lang=pt" 
"S0212-71992002000200018-esp","Diagnóstico simultáneo de leucemia linfocítica crónica y policitemia vera en un paciente","Hernández Nieto, L., Raya Sánchez, J.M","Anales de Medicina Interna; 19(2); 60-61","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200018&lang=pt" 
"S0212-71992002000200020-esp","Carcinoma de células de Merkel en ganglio linfático sin evidencia de tumor cutáneo","Ruiz Casado, A., Piñeiro Parada, J., Used Aznar, M.","Anales de Medicina Interna; 19(2); 62-63","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200020&lang=pt" 
"S0212-71992002000200021-esp","Epidemiología de los tumores broncopulmonares en un área sanitaria de Extremadura (suroeste de Extremadura)","Romero Requena, J.M., Calvo Romero, J.Mª., Ramos Salado, J.L., Arévalo Lorido, J.C., Bureo Dacal, P., Pérez Miranda, M.","Anales de Medicina Interna; 19(2); 63-64","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200021&lang=pt" 
"S0212-71992002000200004-esp","Tratamiento endoscópico del dolor en los pacientes con pancreatitis crónica","Ledro Cano, D., Catalán Ramírez, J. M., González Mariscal, M. J., Romero Castro, R., Pellicer Bautista, F. J., Herrerías, J. M.","Anales de Medicina Interna; 19(2); 27-30","Anales de Medicina Interna","Espanhol","2002","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0212-71992002000200004&lang=pt" 
"S0103-50532002000100019-scl","Toxicity of Dimorphandra mollis to Workers of Apis mellifera","Cintra, Priscila, Malaspina, Osmar, Petacci, Fernando, Fernandes, João B., Bueno, Odair C., Vieira, Paulo C., Silva, M. Fátima das G. F. da","Journal of the Brazilian Chemical Society; 13(1); 115-118","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100019&lang=pt" 
"S0103-50532002000100018-scl","Palladium/Heteropoly Acid Catalyzed Oxidative Coupling of 2-Methoxy-1,4-benzoquinone with Arenes","Oliveira, Rosilene A. de, Gusevskaya, Elena V., Carazza, Fernando","Journal of the Brazilian Chemical Society; 13(1); 110-114","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100018&lang=pt" 
"S0103-50532002000100017-scl","Electrochemical Behavior of Vitreous Glass Carbon and Platinum Electrodes in the Ionic Liquid 1-n-Butyl-3-Methylimidazolium Trifluoroacetate","Suarez, Paulo A. Z., Consorti, Crestina S., Souza, Roberto F. de, Dupont, Jairton, Gonçalves, Reinaldo S.","Journal of the Brazilian Chemical Society; 13(1); 106-109","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100017&lang=pt" 
"S0103-50532002000100016-scl","An Interesting Backbone Rearrangement and Novel Derivatives from the Biotransformation of Trachyloban-19-oic Acid by Rhizopus stolonifer","Silva, Eliane A., Takahashi, Jacqueline A., Oliveira, Alaíde B.","Journal of the Brazilian Chemical Society; 13(1); 101-105","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100016&lang=pt" 
"S0103-50532002000100013-scl","Synthesis and X-ray Crystal Structure of a Stable cis-1,2-bis(diphenylphosphino)ethene Monodentate Thiolate Platinum Complex and TGA Studies of its Precursors","Vaz, Rodrigo H., Silva, Rosalice M., Reibenspies, Joseph H., Serra, Osvaldo A.","Journal of the Brazilian Chemical Society; 13(1); 82-87","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100013&lang=pt" 
"S0103-50532002000100012-scl","Spectrophotometric Determination of Trace Amounts of Calcium Using the Calcium Complex with Alizarin","Hong-Wen, Gao","Journal of the Brazilian Chemical Society; 13(1); 78-81","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100012&lang=pt" 
"S0103-50532002000100009-scl","Comparative Study of Commercial Oxide Electrodes Performance in Electrochemical Degradation of Organics in Aqueous Solutions","Pelegrino, Rosângela L., Di Iglia, Rosana A., Sanches, Caio G., Avaca, Luis A., Bertazzoli, Rodnei","Journal of the Brazilian Chemical Society; 13(1); 60-65","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100009&lang=pt" 
"S0103-50532002000100008-scl","Flow-Injection Solid Phase Partial Least-Squares Spectrophotometric Simultaneous Determination of Iron, Nickel and Zinc","Teixeira, Leonardo S. G., Costa, Antonio C. S., Garrigues, Salvador, Guardia, Miguel de la","Journal of the Brazilian Chemical Society; 13(1); 54-59","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100008&lang=pt" 
"S0103-50532002000100006-scl","Reactivity of Tungsten-aryloxides with Hydrosilane Cocatalysts in Olefin Metathesis","Baibich, Ione M., Kern, Carla","Journal of the Brazilian Chemical Society; 13(1); 43-46","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100006&lang=pt" 
"S0103-50532002000100002-scl","Poly(ethylene glycol) or Poly(ethylene oxide)?: Magnitude of end-group Contribution to the Partitioning of Ethylene Oxide Oligomers and Polymers between Water and Organic Phases","Spitzer, Marcos, Sabadini, Edvaldo, Loh, Watson","Journal of the Brazilian Chemical Society; 13(1); 7-9","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100002&lang=pt" 
"S0103-50532002000100005-scl","AGOA: A Hydration Procedure and Its Application to the 1-Phenyl-beta-Carboline Molecule","Hernandes, Marcelo Z., Silva, João B. P. da, Longo, Ricardo L.","Journal of the Brazilian Chemical Society; 13(1); 36-42","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100005&lang=pt" 
"S0103-50532002000100014-scl","Nitrogen Containing Organosilicon Bonded an Al2O3-Cellulose Acetate Hybrid Material: Preparation, Characterization and Use for Adsorption of Fe(III), Cu(II) and Zn(II) from Ethanol Solutions","Lazarin, Angélica M., Gushikem, Yoshitaka","Journal of the Brazilian Chemical Society; 13(1); 88-94","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100014&lang=pt" 
"S0103-50532002000100010-scl","Biological Activity of Quinoline Alkaloids from Raulinoa echinata and X-ray Structure of Flindersiamine","Biavatti, Maique W., Vieira, Paulo C., Silva, M. Fátima das G. F. da, Fernandes, João B., Victor, Sandra R., Pagnocca, Fernando C., Albuquerque, Sérgio, Caracelli, Ignez, Zukerman-Schpector, Julio","Journal of the Brazilian Chemical Society; 13(1); 66-70","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100010&lang=pt" 
"S0103-50532002000100015-scl","VO2+ and Cu2+ Interactions with Ceftriaxone and Ceftizoxime. HPLC Kinetic Studies","Doadrio, Antonio L., Mayorga, Antonio, Orenga, Regina","Journal of the Brazilian Chemical Society; 13(1); 95-100","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100015&lang=pt" 
"S0103-50532002000100021-scl","The Stereochemistry of the Addition of Chlorotitanium Enolates of N-Acyl Oxazolidin-2-ones to 5- and 6- Membered N-Acyliminium Ions","Pilli, Ronaldo A., Böckelmann, Maria Alice, Alves, Conceição de Fatima","Journal of the Brazilian Chemical Society; 13(1); 124-124","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100021&lang=pt" 
"S0103-50532002000100020-scl","New Biflavonoid and Other Constituents from Luxemburgia nobilis (EICHL)","Oliveira, Márcia C. C. de, Carvalho, Mário G. de, Silva, Cleber J. da, Werle, Alceni A.","Journal of the Brazilian Chemical Society; 13(1); 119-123","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100020&lang=pt" 
"S0103-50532002000100011-scl","Evaluation of the Siltation of River Taquari, Pantanal, Brazil, through 210Pb Geochronology of Floodplain Lake Sediments","Godoy, José M., Padovani, Carlos R., Guimarães, Jean R. D., Pereira, José C. A., Vieira, Luis M., Carvalho, Zenildo L., Galdino, Sergio","Journal of the Brazilian Chemical Society; 13(1); 71-77","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100011&lang=pt" 
"S0103-50532002000100007-scl","Temporal Evolution of Soot Particles from C2H2/O2 Combustion in a Closed Chamber","Bertran, Celso A., Marques, Carla S. T., Benvenutti, Leandro H.","Journal of the Brazilian Chemical Society; 13(1); 47-53","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100007&lang=pt" 
"S0103-50532002000100003-scl","Structural Studies of 2,6-Diacetyl- and 2,6-Diformylpyridine Bis(thiosemicarbazones)","Brown, Christine A., Kaminsky, Werner, Claborn, Kacey A., Goldberg, Karen I., West, Douglas X.","Journal of the Brazilian Chemical Society; 13(1); 10-18","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100003&lang=pt" 
"S0103-50532002000100004-scl","Some Applications of Electrochemistry in Biomedical Chemistry. Emphasis on the Correlation of Electrochemical and Bioactive Properties","Abreu, Fabiane C. de, Ferraz, Patrícia A. de L., Goulart, Marília O. F.","Journal of the Brazilian Chemical Society; 13(1); 19-35","Journal of the Brazilian Chemical Society","Inglês","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532002000100004&lang=pt" 
"S0102-311X2002000100001-scl","Dezoito anos de Cadernos de Saúde Pública","Coimbra Jr., Carlos E. A.","Cadernos de Saúde Pública; 18(1); 4-5","Cadernos de Saúde Pública","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-311X2002000100001&lang=pt" 
"S0102-311X2002000100001-spa","Dezoito anos de Cadernos de Saúde Pública","Coimbra Jr., Carlos E. A.","Cadernos de Saúde Pública; 18(1); 4-5","Cadernos de Saúde Pública","Português","2002","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2002000100001&lang=pt" 
"S0100-40422002000100005-scl","Aplicação de técnicas eletroquímicas no estudo da dissolução oxidativa da covelita (CuS) por Thiobacillus ferrooxidans","Teixeira, Christiane Medina, Ramires, Ivan, Garcia Júnior, Oswaldo, Guastaldi, Antonio Carlos","Química Nova; 25(1); 20-26","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000100005&lang=pt" 
"S0100-40422002000100001-scl","Exame de um sonho","Torresi, Susana I. de Córdoba de, Pardini, Vera L., Ferreira, Vitor F.","Química Nova; 25(1); 3-3","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000100001&lang=pt" 
"S0100-40422002000100003-scl","Estudo do biomaterial Ti-6Al-4V empregando-se técnicas eletroquímicas e XPS","Ramires, Ivan, Guastaldi, Antonio Carlos","Química Nova; 25(1); 10-14","Química Nova","Português","2002","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422002000100003&lang=pt" 
