"S0138-600X2011000300017-cub","Factores de riesgo de la mortalidad perinatal en hospitales del Ministerio de Salud del Perú","Ticona Rendón, Manuel, Huanco Apaza, Diana","Revista Cubana de Obstetricia y Ginecología; 37(3); 432-443","Revista Cubana de Obstetricia y Ginecología","Espanhol","2011","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S0138-600X2011000300017&lang=pt" 
"S1679-87592011000300002-scl","Patterns of distribution and abundance of larval phosichthyidae (actinopterygii, stomiiformes) in southeastern Brazilian waters","Goçalo, Cássia Gôngora, Katsuragawa, Mario, Silveira, Ilson Carlos Almeida da","Brazilian Journal of Oceanography; 59(3); 213-229","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300002&lang=pt" 
"S1679-87592011000300007-scl","Small scale change in mollusk diversity along a depth gradient in a seagrass bed off Cabo Frio, (Southeast Brazil)","Creed, Joel Christopher, Kinupp, Monique","Brazilian Journal of Oceanography; 59(3); 267-276","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300007&lang=pt" 
"S1679-87592011000300010-scl","Stable isotope/test size relationship in Cibicidoides wuellerstorfi","Franco-Fraguas, Paula, Costa, Karen Badaraco, Toledo, Felipe Antonio de Lima","Brazilian Journal of Oceanography; 59(3); 287-291","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300010&lang=pt" 
"S1984-70332011000300001-scl","Evolution of plant breeding","Hallauer, Arnel R.","Crop Breeding and Applied Biotechnology; 11(3); 197-206","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300001&lang=pt" 
"S1984-70332011000300005-scl","Characterization of sweet cassava accessions based on molecular, quantitative and qualitative data","Vieira, Eduardo Alano, Fialho, Josefino de Freitas, Faleiro, Fábio Gelape, Bellon, Graciele, Fonseca, Kenia Graciele da, Carvalho, Luiz Joaquim Castelo Branco, Silva, Marilia Santos, Paula-Moraes, Silvana Vieira de, Oliveira, Charles Martins de, Denke, Marcelo Luiz","Crop Breeding and Applied Biotechnology; 11(3); 232-240","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300005&lang=pt" 
"S1984-70332011000300006-scl","Reproductive characterization of interspecific hybrids among Capsicum species","Monteiro, Carlos Eduardo da Silva, Pereira, Telma Nair Santana, Campos, Karina Pereira de","Crop Breeding and Applied Biotechnology; 11(3); 241-249","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300006&lang=pt" 
"S1984-70332011000300007-scl","Genetics of phosphorus content in common bean seeds","Ribeiro, Nerinéia Dalfollo, Rosa, Simone Saydelles da, Jost, Evandro, Rosa, Daniele Piano, Poersch, Nerison Luís, Maziero, Sandra Maria","Crop Breeding and Applied Biotechnology; 11(3); 250-256","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300007&lang=pt" 
"S1984-70332011000300010-scl","The difference between breeding for nutrient use efficiency and for nutrient stress tolerance","Maia, Ciro, DoVale, Júlio César, Fritsche-Neto, Roberto, Cavatte, Paulo Cezar, Miranda, Glauco Vieira","Crop Breeding and Applied Biotechnology; 11(3); 270-275","Crop Breeding and Applied Biotechnology","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-70332011000300010&lang=pt" 
"S0213-61632011000300001-esp","Sirolimus and nefazodone interaction in a renal transplant patient","Michalski, Laura S., Bhuva, Dimple, Pakrasi, Anita, Holt, David R., Hou, Susan H.","The European Journal of Psychiatry; 25(3); 119-121","The European Journal of Psychiatry","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632011000300001&lang=pt" 
"S1982-21702011000300001-scl","Sincronismo de dispositivos para o georreferenciamento de imagens digitais","Reis, Thiago Tiedtke dos, Camargo, Paulo de Oliveira, Tommaselli, Antonio Maria Garcia","Boletim de Ciências Geodésicas; 17(3); 317-339","Boletim de Ciências Geodésicas","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702011000300001&lang=pt" 
"S0213-61632011000300004-esp","The A1 allele of the DRD2 TaqA1/A2 polymorphism as risk factor for PTSD","Rady, Ahmed, Elsheshai, Adel, Mokhtar, Mohammed, Abou el Wafa, Heba, Elkholy, Osama","The European Journal of Psychiatry; 25(3); 144-149","The European Journal of Psychiatry","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632011000300004&lang=pt" 
"S0213-61632011000300003-esp","Community treatment orders: Bioethical basis","Bertolín Guillén, José Manuel","The European Journal of Psychiatry; 25(3); 134-143","The European Journal of Psychiatry","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632011000300003&lang=pt" 
"S0213-61632011000300006-esp","Use of antidepressants among 0-26 year olds in Finland during 1997-2007","Autti-Rämö, Ilona, Sourander, Andre, Seppänen, Johanna, Martikainen, Jaana E.","The European Journal of Psychiatry; 25(3); 164-172","The European Journal of Psychiatry","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632011000300006&lang=pt" 
"S0213-61632011000300002-esp","The association between previous psychological trauma and mental health among gastric cancer patients","Ben-Ezra, Menachem, Palgi, Yuval, Shrira, Amit, Abrahami, Yael, Hodedi, Etti, Haber, Yeela, Wolf, Jonathan Jacob, Goldray, Orit, Shacham-Shmueli, Einat","The European Journal of Psychiatry; 25(3); 122-133","The European Journal of Psychiatry","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0213-61632011000300002&lang=pt" 
"S1516-14392011000300001-scl","Materials Research - Ibero-American Journal of Materials: &quot;judicious and educative&quot;","Botta Filho, Walter José","Materials Research; 14(3); -","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300001&lang=pt" 
"S1516-14392011000300020-scl","Enhanced electrochemical activity using vertically aligned carbon nanotube electrodes grown on carbon fiber","Morais, Evandro Augusto de, Alvial, Gaston, Longuinhos, Rafael, Figueiredo, Jose Marcos Andrade, Lacerda, Rodrigo Gribel, Ferlauto, Andre Santarosa, Ladeira, Luiz Orlando","Materials Research; 14(3); 403-407","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300020&lang=pt" 
"S1516-14392011000300007-scl","Experimental investigation on the effects of recycled aggregate on fracture behavior of polymer concrete","Reis, João Marciano Laredo dos, Jurumenh, Marco Antonio Godoy","Materials Research; 14(3); 326-330","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300007&lang=pt" 
"S1516-14392011000300009-scl","Severe plastic deformation by equal channel angular pressing: product quality and operational details","Mendes Filho, Anibal de Andrade, Prados, Erika Fernanda, Valio, Gustavo Trindade, Rubert, José Benaque, Sordi, Vitor Luiz, Ferrante, Maurizio","Materials Research; 14(3); 335-339","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300009&lang=pt" 
"S1516-14392011000300008-scl","Numerical evaluation of reduction of stress shielding in laser coated hip prostheses","Antonialli, Armando Ítalo Sette, Bolfarini, Claudemiro","Materials Research; 14(3); 331-334","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300008&lang=pt" 
"S1516-14392011000300022-scl","Ultrasonic inspection of AA6013 laser welded joints","Passini, Adriano, Oliveira, Aline Capella de, Riva, Rudimar, Travessa, Dilermando Nagle, Cardoso, Kátia Regina","Materials Research; 14(3); 417-422","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300022&lang=pt" 
"S1516-14392011000300015-scl","Thermal aging of HTPB/IPDI-based polyurethane as a function of NCO/OH ratio","Villar, Luciene Dias, Cicaglioni, Thiago, Diniz, Milton Faria, Takahashi, Marta Ferreira Koyama, Rezende, Luis Cláudio","Materials Research; 14(3); 372-375","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300015&lang=pt" 
"S1516-14392011000300010-scl","Morphology and thermal properties of poly(3-hydroxybutyrate-co-3-hydroxyvalerate)/attapulgite nanocomposites","Thiré, Rossana Mara da Silva Moreira, Arruda, Liliane Cardoso, Barreto, Ledjane Silva","Materials Research; 14(3); 340-344","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300010&lang=pt" 
"S1516-14392011000300017-scl","Purification of Single-Wall carbon nanotubes by heat treatment and supercritical extraction","Bertoncini, Mariana, Coelho, Luiz Antonio Ferreira, Maciel, Indhira Oliveira, Pezzin, Sérgio Henrique","Materials Research; 14(3); 380-383","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300017&lang=pt" 
"S1516-14392011000300016-scl","A new possible atomic arrangement for the carbon atom in the B-sites of AB-type carbonate apatite","Araújo, Jorge Correa de, Moreira, Elizabeth Lima, Moraes, Valeria Conde Alves, Moreira, Ana Paula Duarte, Soares, Glória Dulce de Almeida","Materials Research; 14(3); 376-379","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300016&lang=pt" 
"S1679-87592011000300006-scl","Mercury speciation in fish of the Cabo Frio upwelling region, SE-Brazil","Silva, Carlos Alberto da, Tessier, Emmanuel, Kütter, Vinicius Tavares, Wasserman, Julio Cesar, Donard, Olivier F. X., Silva-Filho, Emmanoel Vieira","Brazilian Journal of Oceanography; 59(3); 259-266","Brazilian Journal of Oceanography","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-87592011000300006&lang=pt" 
"S1516-14392011000300021-scl","Preparation and characterization of Ti/SnO2-Sb electrode by Pechini&#039;s method for phenol oxidation","Santos, Iranildes Daniel, Gabriel, Sinara Borborema, Afonso, Júlio Carlos, Dutra, Achilles Junqueira Bourdot","Materials Research; 14(3); 408-416","Materials Research","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392011000300021&lang=pt" 
"S1415-43662011000900005-scl","Cultivo do milho e disponibilidade de P sob adubação com cama-de-frango","Silva, Thais R. da, Menezes, June F. S., Simon, Gustavo A., Assis, Renato L. de, Santos, Catarina J. de L., Gomes, Graciely V.","Revista Brasileira de Engenharia Agrícola e Ambiental; 15(9); 903-910","Revista Brasileira de Engenharia Agrícola e Ambiental","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-43662011000900005&lang=pt" 
"S0104-40362011000400006-scl","Educação municipal e efetivação do direito à educação","Freitas, Dirce Nei Teixeira de, Fernandes, Maria Dilnéia Espíndola","Ensaio: Avaliação e Políticas Públicas em Educação; 19(72); 555-574","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362011000400006&lang=pt" 
"S0104-40362011000400010-scl","Constituição e funcionamento do Conselho Municipal de Educação frente ao processo de democratização da gestão: um estudo dos municípios de Santa Maria e Santa Rosa/RS","Pereira, Sueli Menezes, Oliveira, Oséias Santos de","Ensaio: Avaliação e Políticas Públicas em Educação; 19(72); 651-678","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362011000400010&lang=pt" 
"S1852-38622011000300001-arg","Editorial","Perrone, Dr. Sergio V.","Insuficiencia cardíaca; 6(3); 105-105","Insuficiencia cardíaca","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300001&lang=pt" 
"S1852-38622011000300002-arg","El ecocardiograma en la esclerodermia","Grosso, Oscar, Saad, Ariel K., Volberg, Verónica I., Bresan, Eleonora, Laborde, Hugo, Berensztein, C. Sara, Lerman, Jorge","Insuficiencia cardíaca; 6(3); 105-105","Insuficiencia cardíaca","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300002&lang=pt" 
"S1852-38622011000300003-arg","Presencia de síndrome metabólico en ratas inducido por distintas concentraciones de plomo","Feldman, Gabriela, Chain, Sergio, Soria, Norma, Bautista, Néstor, Martínez Riera, Nora","Insuficiencia cardíaca; 6(3); 112-116","Insuficiencia cardíaca","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300003&lang=pt" 
"S1852-38622011000300004-arg","Aplicação de escore de marcadores de baixo custo no prognóstico de pacientes com insuficiência cardíaca crônica","Montes Pena, Felipe, Bernardez Pereira, Sabrina, Giro, Camila, Seixas, Karina, Ferreira Barcelos, Amanda, Tinoco Mesquita, Evandro","Insuficiencia cardíaca; 6(3); 117-123","Insuficiencia cardíaca","Português","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300004&lang=pt" 
"S1852-38622011000300005-arg","Cardiotoxicidad por quimioterapia: Un enfoque práctico para el clínico","Navarrete Hurtado, Solón, Castellanos Mejía, Ana María, Chaparro Sanabria, Andrea","Insuficiencia cardíaca; 6(3); 131-143","Insuficiencia cardíaca","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300005&lang=pt" 
"S1852-38622011000300006-arg","Predicción de la muerte súbita cardíaca post infarto: ¿Tenemos otros métodos para predecir la muerte súbita cardíaca post infarto agudo de miocardio, además de la fracción de eyección?","León, Carlos Andrés","Insuficiencia cardíaca; 6(3); 144-150","Insuficiencia cardíaca","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300006&lang=pt" 
"S1852-38622011000300007-arg","Hipertiroidismo y sistema cardiovascular: A propósito de un caso","Mantilla, Diego","Insuficiencia cardíaca; 6(3); 151-154","Insuficiencia cardíaca","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1852-38622011000300007&lang=pt" 
"S1851-300X2011000300001-arg","Historia del descubrimiento de la coccidioidomicosis","Negroni, R","Revista argentina de dermatología; 92(3); -","Revista argentina de dermatología","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2011000300001&lang=pt" 
"S1851-300X2011000300002-arg","Esclerodermia localizada: Diagnósticos diferenciales","Leroux, MB, Bergero, A","Revista argentina de dermatología; 92(3); -","Revista argentina de dermatología","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2011000300002&lang=pt" 
"S1851-300X2011000300003-arg","Conocimiento sobre melanoma y prácticas de protección frente al sol en pacientes del Hospital Cullen de Santa Fe, Argentina","Loza, A, Simi, M, Iribas, J L","Revista argentina de dermatología; 92(3); -","Revista argentina de dermatología","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2011000300003&lang=pt" 
"S1851-300X2011000300004-arg","Leishmaniasis cutánea en España","Pulgar, F, Villar, J, Alcolea, A","Revista argentina de dermatología; 92(3); -","Revista argentina de dermatología","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2011000300004&lang=pt" 
"S1851-300X2011000300005-arg","Fenómeno de Koebner","Achenbach, R E","Revista argentina de dermatología; 92(3); -","Revista argentina de dermatología","Espanhol","2011","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-300X2011000300005&lang=pt" 
