"S0187-71512013000300002-mex","Nueva combinación para una especie del género Serjania (Sapindaceae-Paullinieae) endémica en México","Ferrucci, María S., Medina-Lemos, Rosalinda","Acta botánica mexicana; (104); 19-29","Acta botánica mexicana","Espanhol","2013","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0187-71512013000300002&lang=pt" 
"S1850-275X2013000100005-arg","La Virgen de Luján: fuente sagrada de legitimación de los héroes de la Guerra de Malvinas","Panizo, Laura Marina","Cuadernos de antropología social; (37); 61-84","Cuadernos de antropología social","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2013000100005&lang=pt" 
"S1850-275X2013000100006-arg","Rutinas médicas y estandarización: reflexiones etnográficas sobre la institucionalización de la prevención de la transmisión madre-hijo del VIH en un centro obstétrico del sur de la ciudad de Buenos Aires","García, Guadalupe","Cuadernos de antropología social; (37); 85-108","Cuadernos de antropología social","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2013000100006&lang=pt" 
"S1850-275X2013000100007-arg","&quot;Comunidad indígena&quot;: (des)encuentros de sentidos entre miembros de la institucionalidad pública y de comunidades aborígenes del departamento de Yavi, provincia de Jujuy","Cowan Ros, Carlos, Nussbaumer, Beatriz","Cuadernos de antropología social; (37); 109-137","Cuadernos de antropología social","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2013000100007&lang=pt" 
"S1850-275X2013000100008-arg","¿Destinatarias emprendedoras o beneficiarias dependientes?: Segmentaciones discursivas en la implementación municipal de una política social en la Argentina","Rodríguez Gustá, Ana Laura","Cuadernos de antropología social; (37); 139-169","Cuadernos de antropología social","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2013000100008&lang=pt" 
"S1850-275X2013000100009-arg","POZZIO, María (2011).: Madres, mujeres y amantes. Usos y sentidos de género en la gestión cotidiana de las políticas de salud. Buenos Aires: Antropofagia. 1er Premio Eduardo Archetti, 2010.","Diez, María Carolina, Meza Cruz, María Ana","Cuadernos de antropología social; (37); 171-174","Cuadernos de antropología social","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2013000100009&lang=pt" 
"S1850-275X2013000100010-arg","Movimientos Sociales y Estatalidad: De la Desocupación a la Construcción Política: el caso de la Unión de Trabajadores Desocupados de General Mosconi en el Norte de Salta, Argentina","Petz, Ivanna","Cuadernos de antropología social; (37); 175-178","Cuadernos de antropología social","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1850-275X2013000100010&lang=pt" 
"S1851-30342013000200001-arg","Carcinoma medular de tiroides: estudio multicéntrico. Presentación y evolución en 219 pacientes","Califano, I, Deutsch, S, Castro Jozami, L, Fassi, J, Lowenstein, A, Balzaretti, M, Novelli, JL, Figari, M, Olstein, G, Sansó, G, Barontini, M, Iorcansky, S, Cabezón, C, Abalovich, M, Alcaraz, G, Brenta, G, Calabrese, MC, Corino, M, Faure, E, Frascaroli, G, Gauna, A, Gutiérrez, S, Ilera, V, Jaeger, M, Kiejzik, M, Martínez, MP, Orlandi, AM, Pitoia, F, Puscar, A, Roccatagliata, G, Ruso Picasso, F, Sala, M, Sartorio, G, Schnitman, M, Silva Croome, M, Sklate, R, Sobrado, P, Storani, ME, Vázquez, A","Revista argentina de endocrinología y metabolismo; 50(2); 63-70","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200001&lang=pt" 
"S1851-30342013000200002-arg","Medición de la concentración plasmática de renina inmunoreactiva por un método automatizado y su correlación con la actividad de renina plasmática","Fierro, MF, Lupi, S, Ilera, V, Damilano, S, Glikman, P, Fenili, C","Revista argentina de endocrinología y metabolismo; 50(2); 71-77","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200002&lang=pt" 
"S1851-30342013000200003-arg","Adiponectina, índice TG/c-HDL y PCRUS: Predictores de insulinorresistencia","Bonneau, GA, Pedrozo, WR","Revista argentina de endocrinología y metabolismo; 50(2); 78-83","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200003&lang=pt" 
"S1851-30342013000200004-arg","Marcadores moleculares en el cáncer de tiroides","Andrade, LJO, Melo, PRS, Neto, WA, Andrade, CS, Margotto, MAS, França, LS, Bittencourt, AMV","Revista argentina de endocrinología y metabolismo; 50(2); 84-98","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200004&lang=pt" 
"S1851-30342013000200005-arg","Hipofisitis linfocitaria: fisiopatología y utilidad de los anticuerpos antipituitarios para su diagnós","Barbero, MR, Saban, M, Leal Reyna, M, Lutfi, RJ","Revista argentina de endocrinología y metabolismo; 50(2); 99-104","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200005&lang=pt" 
"S1851-30342013000200006-arg","Primeras Guías Diagnósticas y Terapéuticas de FASEN: Introducción","Levalle, Oscar A","Revista argentina de endocrinología y metabolismo; 50(2); 105-106","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200006&lang=pt" 
"S1851-30342013000200007-arg","Tratamiento del hipertiroidismo por Enfermedad de Graves en pacientes adultos no embarazadas","Gauna, Alicia, Fadel A, Ana, Gutiérrez, Silvia, Novelli, José L, Orlandi, Ana M, Parma, Ricardo, Silva Croome, María del Carmen, Chebel, Graciela, Guardia, Mayra, Guido, Paula, Gilligan, María, Vásquez, Miguel, Vázquez, Adriana","Revista argentina de endocrinología y metabolismo; 50(2); 107-126","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200007&lang=pt" 
"S1851-30342013000200008-arg","Hiperplasia suprarrenal congénita no clásica en pacientes infantojuveniles de ambos sexos","Boquete, Hugo R, Azaretzky, Miriam, Belgorosky, Alicia, Gryngarten, Mirta, Miras, Mirta, Catoira, Natalia, Finkielstain, Gabriela, Guercio, Gabriela, Sobrero, Gabriela","Revista argentina de endocrinología y metabolismo; 50(2); 127-139","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200008&lang=pt" 
"S1851-30342013000200009-arg","Diagnóstico, prevención y tratamiento de la hipovitaminosis D","Sánchez, Ariel, Sánchez, Ariel, Oliveri, Beatriz, Mansur, José Luis, Fradinger, Erich, Mastaglia, Silvina","Revista argentina de endocrinología y metabolismo; 50(2); 140-156","Revista argentina de endocrinología y metabolismo","Espanhol","2013","http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1851-30342013000200009&lang=pt" 
"S1029-30192013000700002-cub","Caracterización clinicoepidemiológica de pacientes con malformaciones labiopalatinas","Cisneros Domínguez, Grethel, Castellanos Ortiz, Betania, Romero García, Lázaro Ibrahím, Cisneros Domínguez, Carmen María","MEDISAN; 17(7); 1039-1046","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700002&lang=pt" 
"S1029-30192013000700003-cub","Evaluación de los recursos sociales en ancianos ingresados en el Servicio de Geriatría","Fong Estrada, Juana Adela, San Juan, Mercedes Lam, Guzmán Núñez, Somalí, Oliva Fong, Jacquelin","MEDISAN; 17(7); 1047-1052","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700003&lang=pt" 
"S1029-30192013000700004-cub","Violencia intrafamiliar contra el adulto mayor en una comunidad de Guinea Bissau","Enamorado Pina, Gertrudis Valentina, Pérez Rodríguez, Jorge, Domínguez Cancino, Ana, Rodríguez Enamorado, José Edilberto","MEDISAN; 17(7); 1053-1059","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700004&lang=pt" 
"S1029-30192013000700005-cub","Indicadores del bajo peso al nacer en el área de salud del Policlínico Docente &quot;José Martí Pérez&quot; durante un quinquenio","Argota Matos, Nolvis, Magre Carballo, Nelsi Irene, Marín Miyares, Víctor, de la Cruz Mejías, Yuney, Vargas Pimienta, Ailén","MEDISAN; 17(7); 1060-1064","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700005&lang=pt" 
"S1029-30192013000700006-cub","Factores de riesgo relacionados con la obesidad en niñas y niños menores de 5 años","Puente Perpiñán, Magali, Ricardo Falcón, Tania R., Fernández Díaz, Raymundo R.","MEDISAN; 17(7); 1065-1071","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700006&lang=pt" 
"S1029-30192013000700007-cub","Una mirada crítica sobre el conocimiento de ética de la investigación en profesionales de la salud","García Céspedes, María Eugenia, Montoya Rivera, Jorge, Verdecia Rosés, Miguel Ernesto, Macías Navarro, Meidys María","MEDISAN; 17(7); 1072-1080","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700007&lang=pt" 
"S1029-30192013000700008-cub","Formación epistemográfica en los tecnólogos de la salud","Felipe Puebla, Yusmila, Montoya Rivero, Jorge, Cruz Martínez, Irene, Vilaseca Suárez, Ana Ricci, Díaz Montoya, Ana Magdalena","MEDISAN; 17(7); 1081-1086","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700008&lang=pt" 
"S1029-30192013000700009-cub","Caracterización clinicoepidemiológica de pacientes con insuficiencia respiratoria aguda en una unidad de cuidados intensivos pediátricos","Valón Rodriguez, Angel Onel, Ricardo Saint-Félix, Farah María, Herrero Aguirre, Hidelisa, Legrá Rodriguez, Rafael","MEDISAN; 17(7); 1087-1094","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700009&lang=pt" 
"S1029-30192013000700010-cub","Propuesta de una estrategia preventivo-educativa para la interacción genoma-ambiente en la aparición de la diabetes mellitus de tipo 2","Tejeda Dilou, Yoni, del Rio Monier, Yamira, Lardoeyt Ferrer, Roberto, Núñez Copo, Antonio César","MEDISAN; 17(7); 1095-2003","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700010&lang=pt" 
"S1029-30192013000700011-cub","Rehabilitación visual en el niño ambliope","Duperet Carvajal, Danay, Barrera Garcel, Blanca Rosa, Audivert Hung, Yailin, Duperet Carvajal, Yenis","MEDISAN; 17(7); 2004-2009","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700011&lang=pt" 
"S1029-30192013000700012-cub","Modificación de conocimientos sobre climaterio. Un reto para la salud","Baños Pacheco, Isabel Alicia, Sánchez Quesada, Susanne, Cintra Vargas, Maritza, Vargas Nueva, Teresa, Sardiña Pavón, Teresa","MEDISAN; 17(7); 2010-2016","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700012&lang=pt" 
"S1029-30192013000700014-cub","Particularidades de la educación sexual en Cuba","Martínez de León, Beatriz, Ramos Romero, Graciela, Puig Téllez, Alina, Ulloa Fornaris, Ileana, Serret Navarro, Jesús","MEDISAN; 17(7); 2027-2038","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700014&lang=pt" 
"S1029-30192013000700015-cub","Carlos Marx y las prácticas de los cuidados de enfermería en la sociedad. Percepción cubana","Kindelán Delís, Félix","MEDISAN; 17(7); 2039-2052","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700015&lang=pt" 
"S1029-30192013000700016-cub","Reconstrucción palpebral inferior después de la escisión de tumores malignos","Arias Soto, Julio Cesar, Abreu Perdomo, Franklin A., Ortiz Silveira, Marlenys, Despaigne Delisle, Justo, Matienzo Vergara, Sulli de la Caridad","MEDISAN; 17(7); 2053-2058","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700016&lang=pt" 
"S1029-30192013000700017-cub","Dientes supernumerarios en el maxilar superior","Paez Delgado, Delvis, Díaz Sánchez, Ledis Sabina, Jiménez Castellanos, Maria Isabel, Leyva Lara, Marvis Lisy, Sarabia Báez, Vivian","MEDISAN; 17(7); 2059-2064","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700017&lang=pt" 
"S1029-30192013000700018-cub","El propranolol revoluciona el tratamiento de los hemangiomas en la infancia","Berdión Sevilla, Enrique, Hernández Viel, Valia","MEDISAN; 17(7); 2065-2067","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700018&lang=pt" 
"S1029-30192013000700019-cub","Necesidad de la eficiencia económica en salud","Fonseca Rodríguez, Gumersindo, Valenzuela Rodríguez, Carlos","MEDISAN; 17(7); 2068-2074","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700019&lang=pt" 
"S1029-30192013000700020-cub","Consideraciones sobre la implementación del iMagis® para la interpretación de imágenes diagnósticas digitales con fines docentes en tecnología de la salud","Cruz Martínez, Irene, González Oliva, Alexander, Machado Acuña, Fernando","MEDISAN; 17(7); 2075-2078","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700020&lang=pt" 
"S1029-30192013000700013-cub","Factores de riesgo de sepsis adquirida en una unidad de cuidados intensivos","Arias Ortiz, Yamile, Guerra Domínguez, Electra, Collejo Rosabal, Yusel, Martínez Guerra, María Esther, Arias Ortiz, Armando","MEDISAN; 17(7); 2017-2026","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700013&lang=pt" 
"S1029-30192013000700001-cub","Motivaciones de un tutor","Machado Curbelo, Calixto","MEDISAN; 17(7); 1037-1038","MEDISAN","Espanhol","2013","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1029-30192013000700001&lang=pt" 
"S0101-33002013000200007-scl","Poder simbólico e fabricação de grupos: como Bourdieu reformula a questão das classes","Wacquant, Loïc","Novos Estudos - CEBRAP; (96); 87-103","Novos Estudos - CEBRAP","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002013000200007&lang=pt" 
"S0101-33002013000200005-scl","A desintegração do status quo: direito e lutas sociais","Rodriguez, José Rodrigo","Novos Estudos - CEBRAP; (96); 49-66","Novos Estudos - CEBRAP","Português","2013","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-33002013000200005&lang=pt" 
"S1726-46342013000300029-per","β-lactamasas de espectro extendido tipo CTX-M en aislamientos de Shigella flexneri de pacientes pediátricos con diarrea aguda","Gonzales-Escalante, Edgar, Sevilla-Andrade, Raúl, León-Sandoval, Segundo","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 521-530","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300029&lang=pt" 
"S1726-46342013000300023-per","Iatrogenia institucional y muerte materna. Semmelweis y la fiebre puerperal","Salaverry García, Oswaldo","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 512-517","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300023&lang=pt" 
"S1726-46342013000300022-per","Reporte de cuatro casos clínicos de filariasis en Alto Nanay, Loreto","Vargas-Herrera, Javier, Arróspide-Velasco, Nancy, Gutierrez-González, Sonia, Celis-Salinas, Juan C., Huamaní-Solano, Daniel, Loza-Hermenegildo, Luis, Elgegren-Lao, Julio, Armas-Montes, José, Baca-Pérez, Juan, Cabezas, César","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 506-511","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300022&lang=pt" 
"S1726-46342013000300026-per","Aplicación de un sistema de información electrónico al programa de tamizaje de cáncer de cuello uterino","Vargas-Herrera, Javier, Manrique, Javier, Nuñez, María del Carmen, Sánchez, Paula, Miraval, María, Merejildo, Mercy, Puntas, Violeta","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 521-530","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300026&lang=pt" 
"S1726-46342013000300028-per","Funciones cognitivas de personas viviendo con VIH/Sida asistentes a un programa de atención integral","Arciniegas, Ángela, Malagón, Tatiana, Halliday, Karen, Tovar-Cuevas, José R.","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 521-530","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300028&lang=pt" 
"S1726-46342013000300007-per","Tratamiento quirúrgico de la enfermedad valvular cardiaca de predominio izquierdo, en un hospital de referencia nacional de Lima, Perú","Vasquez, Julio C., Barrantes, Ciro A., Peralta, Julio E., Rojas, Luis E.","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 415-422","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300007&lang=pt" 
"S1726-46342013000300009-per","Impacto de la aplicación de los criterios de la asociación americana de tiroides en el diagnóstico de hipotiroidismo en gestantes de Vigo, España","Pombar-Pérez, Marta, Penín-Álvarez, Manuel, Vélez-Castillo, María, Trigo-Barros, Cristina, Álvarez-García, Elías, Rodríguez-Ferro, Rosa","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 428-431","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300009&lang=pt" 
"S1726-46342013000300003-per","Influencia del servicio militar voluntario sobre el comportamiento sexual de una población de jóvenes","Apolaya-Segura, Moisés, Cárcamo-Cavagnaro, César","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 386-392","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300003&lang=pt" 
"S1726-46342013000300005-per","Estatus ponderal y aptitud cardiorrespiratoria en escolares de la región central del Perú","Bustamante, Alcibíades, Maia, José","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 399-407","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300005&lang=pt" 
"S1726-46342013000300004-per","Niveles de plomo en gestantes y neonatos en la ciudad de la Oroya, Perú","Castro-Bedriñana, Jorge, Chirinos-Peinado, Doris, Ríos-Ríos, Elva","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 393-398","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300004&lang=pt" 
"S1726-46342013000300031-per","Seguro complementario de trabajo de riesgo en personal de salud","Landa-Romero, Manuel, Ramos-Ascona, Cristiam, Hidalgo-Contreras, Santiago","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 521-530","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300031&lang=pt" 
"S1726-46342013000300006-per","Estudio de las denuncias penales por responsabilidad profesional médica en el Instituto de Medicina Legal de Lima, Perú","Navarro-Sandoval, Cleyber, Arones-Guevara, Shermany, Carrera-Palao, Rosa, Casana-Jara, Kelly, Colque-Jaliri, Tomasa","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 408-414","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300006&lang=pt" 
"S1726-46342013000300015-per","Situación de la mortalidad materna en el Perú, 2000 - 2012","del Carpio Ancaya, Lucy","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 461-464","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300015&lang=pt" 
"S1726-46342013000300016-per","La planificación familiar como herramienta básica para el desarrollo","Gutiérrez, Miguel","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 465-470","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300016&lang=pt" 
"S1726-46342013000300010-per","Características clínicas y valoración geriátrica en adultos mayores con neumonía de un hospital de Buenos Aires, Argentina","Regueiro, Martín, Homar, Cecilia, Ovejero, Ricardo, Liu, Antonio, Pieroni, Tomás, Basilico, Romina","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 432-436","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300010&lang=pt" 
"S1726-46342013000300011-per","Porocarcinoma ecrino: Estudio clínico-patológico de 19 casos en el instituto nacional de enfermedades neoplásicas, Lima - Perú","Casavilca, Sandro, Lama, Anny, Guerrero, Melvy, Essary, Lydia R., Mantilla, Raúl, Cano, Luis, Barrionuevo, Carlos","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 437-440","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300011&lang=pt" 
"S1726-46342013000300012-per","Identificación In Silico del mimetismo molecular entre Epitopes T de Neisseria meningitidis B y el proteoma humano","Batista-Duharte, Alexander, Téllez, Bruno, Tamayo, Maybia, Portuondo, Deivys, Cabrera, Osmir, Sierra, Gustavo, Pérez, Oliver","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 441-445","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300012&lang=pt" 
"S1726-46342013000300013-per","Cisteínoproteasas Catepsinas L de Taenia solium: Rol biológico en la infección y potencial uso para el inmunodiagnóstico de la neurocisticercosis","León, Nancy, Padilla, Carlos, Pajuelo, Mónica, Sheen, Patricia, Zimic, Mirko","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 446-454","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300013&lang=pt" 
"S1726-46342013000300018-per","Rol del varón en la anticoncepción, como usuario y como pareja","Aspilcueta-Gho, Daniel","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 480-486","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300018&lang=pt" 
"S1726-46342013000300019-per","Política de anticoncepción oral de emergencia: La experiencia peruana","Pretell-Zárate, Eduardo A.","Revista Peruana de Medicina Experimental y Salud Publica; 30(3); 487-493","Revista Peruana de Medicina Experimental y Salud Publica","Espanhol","2013","http://www.scielo.org.pe/scielo.php?script=sci_arttext&pid=S1726-46342013000300019&lang=pt" 
