"S1414-98932008000200015-scl","Psicologia comunitária e programa de saúde da família: relato de uma experiência de estágio","Gama, Carlos Alberto Pegolo da, Koda, Mirna Yamazato","Psicologia: Ciência e Profissão; 28(2); 418-429","Psicologia: Ciência e Profissão","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932008000200015&lang=pt" 
"S1414-98932008000100004-scl","Panorama nacional da pesquisa sobre avaliação neuropsicológica de linguagem","Serafini, Adriana Jung, Fonseca, Rochele Paz, Bandeira, Denise Ruschel, Parente, Maria Alice de Mattos Pimenta","Psicologia: Ciência e Profissão; 28(1); 34-49","Psicologia: Ciência e Profissão","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932008000100004&lang=pt" 
"S1414-98932008000200001-scl","","","Psicologia: Ciência e Profissão; 28(2); 227-227","Psicologia: Ciência e Profissão","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932008000200001&lang=pt" 
"S1414-98932008000200017-scl","Therezinha Lins de Albuquerque","","Psicologia: Ciência e Profissão; 28(2); 448-448","Psicologia: Ciência e Profissão","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-98932008000200017&lang=pt" 
"S2179-83972008000200001-scl","O prestígio crescente da Revista Brasileira de Cardiologia Invasiva","Chaves, Áurea J.","Revista Brasileira de Cardiologia Invasiva; 16(2); 127-128","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200001&lang=pt" 
"S2179-83972008000400001-scl","Expansão das fronteiras do tratamento percutâneo","Chaves, Áurea J.","Revista Brasileira de Cardiologia Invasiva; 16(4); 385-386","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400001&lang=pt" 
"S2179-83972008000400006-scl","Fechamento percutâneo da comunicação interatrial ostium secundum: de King e Mills aos dias de hoje","Fontes, Valmir Fernandes, Braga, Sérgio Luiz Navarro, Pedra, Carlos Augusto Cardoso","Revista Brasileira de Cardiologia Invasiva; 16(4); 396-397","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400006&lang=pt" 
"S2179-83972008000400004-scl","Insuficiência renal aguda em pacientes com infarto agudo do miocárdio submetidos a angioplastia primária: uma combinação inquietante","Nikolsky, Eugenia, Mehran, Roxana","Revista Brasileira de Cardiologia Invasiva; 16(4); 392-393","Revista Brasileira de Cardiologia Invasiva","Inglês, Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400004&lang=pt" 
"S2179-83972008000400003-scl","Stents farmacológicos para lesões em bifurcações: outra indicação não aprovada (off-label) com resultados superiores aos dos stents não-farmacológicos","Colombo, Antonio, Latib, Azeem","Revista Brasileira de Cardiologia Invasiva; 16(4); 389-391","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400003&lang=pt" 
"S2179-83972008000400002-scl","Substituição da valva aórtica por via percutânea: uma nova técnica revoluciona o tratamento da estenose aórtica","Grube, Eberhard, Buellesfeld, Lutz","Revista Brasileira de Cardiologia Invasiva; 16(4); 387-388","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400002&lang=pt" 
"S2179-83972008000400023-scl","Agradecimento aos revisores da Revista Brasileira de Cardiologia Invasiva: 2008","","Revista Brasileira de Cardiologia Invasiva; 16(4); 500-500","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400023&lang=pt" 
"S2179-83972008000400005-scl","Bilirrubina: um novo marcador na doença arterial coronariana?","Polanczyk, Carísi A.","Revista Brasileira de Cardiologia Invasiva; 16(4); 394-395","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400005&lang=pt" 
"S2179-83972008000400011-scl","Muito baixo peso ponderal em pacientes tratados com angioplastia coronária: impacto na mortalidade precoce e tardia","Lemos, Pedro A., Ribeiro, Expedito E., Kajita, Luiz J., Esteves Filho, Antonio, Campos, Carlos A. H., Falcão, Breno A. A., Perin, Marco A., Gama, Marcus N. da, Horta, Pedro E., Marchiori, Gilberto G., Spadaro, Andre G., Soares, Paulo R., Zalc, Sílvio, Martinez, Eulógio E.","Revista Brasileira de Cardiologia Invasiva; 16(4); 429-433","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400011&lang=pt" 
"S2179-83972008000400013-scl","Incidência, preditores e impacto clínico dos sangramentos maiores associados à intervenção coronária percutânea","Dall&#039;Orto, Clarissa Campo, Willi, Luiz Felipe, Nogueira, Maria Sílvia Faraco, Lapa, Guilherme Alves, Oliveira Neto, João Batista de, Mauro, Maria Fernanda Zuliani, Cristóvão, Salvador André Bavaresco, Salman, Adnan Ali, Mangione, José Armando","Revista Brasileira de Cardiologia Invasiva; 16(4); 439-444","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400013&lang=pt" 
"S2179-83972008000400021-scl","Tratamento de lesões calcificadas com uso do dispositivo Tornus®: relato de dois casos","Mota, Fábio M. da, Zanatta, Leonardo G., Conti, Elias J. P., Zanetini, Marco T., Mendelsky, Ana Maria, Quadros, Alexandre Schaan de, Sarmento-Leite, Rogério, Gottschall, Carlos A. M.","Revista Brasileira de Cardiologia Invasiva; 16(4); 495-498","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400021&lang=pt" 
"S2179-83972008000400018-scl","Reparação vascular após implante de stents não-farmacológicos e farmacológicos em modelo experimental de fibroateroma de capa fina em coelhos","Echeverri, Dario, Purushothaman, K-Raman, Moreno, Pedro R.","Revista Brasileira de Cardiologia Invasiva; 16(4); 474-481","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400018&lang=pt" 
"S2179-83972008000400020-scl","Oclusão percutânea de uma comunicação interatrial tipo ostium primum: nova opção terapêutica ou apenas um golpe de sorte?","Chamié, Francisco, Queiroz, Daniel Silva Chamié de, Haddad, Jorge Luiz, Meurer, Maria Luisa, Aragão, Maria Luisa, Sideris, Elephterios","Revista Brasileira de Cardiologia Invasiva; 16(4); 489-494","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400020&lang=pt" 
"S2179-83972008000400022-scl","Origem anômala da artéria coronária esquerda em tronco pulmonar (síndrome de Bland-White-Garland): diagnóstico por tomografia computadorizada multislice","Santos, Márcio Antônio dos, Carloto, Fabiano A. C., Souza Jr., Arthur Soares, Godoy, Moacir F.","Revista Brasileira de Cardiologia Invasiva; 16(4); 499-499","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400022&lang=pt" 
"S2179-83972008000200008-scl","Perfil de risco de reestenose em pacientes submetidos a implante de stents coronarianos convencionais","Quadros, Alexandre Schaan de, Gottschall, Carlos A. M., Fabiane, Diemer, Diehl, Dayane, Sarmento-Leite, Rogério, Rodrigues, Ana Paula da Rosa, Vizzotto, Mateus D., Camozzatto, Fernanda, Martins, João M. P., Rodrigues Junior, La Hore Corrêa, Sassi, Giana, Modkovski, Thais B.","Revista Brasileira de Cardiologia Invasiva; 16(2); 155-159","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200008&lang=pt" 
"S2179-83972008000200005-scl","Trombose de stent em perspectiva","Lemos, Pedro A.","Revista Brasileira de Cardiologia Invasiva; 16(2); 137-138","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200005&lang=pt" 
"S2179-83972008000200002-scl","Um novo stent farmacológico no horizonte?","Grube, Eberhard","Revista Brasileira de Cardiologia Invasiva; 16(2); 129-130","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200002&lang=pt" 
"S2179-83972008000200004-scl","Modelo experimental para placas vulneráveis","Martinez Filho, Eulógio Emílio","Revista Brasileira de Cardiologia Invasiva; 16(2); 135-136","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200004&lang=pt" 
"S2179-83972008000200006-scl","Análise angiográfica e ultra-sonográfica do stent liberador de novolimus para o tratamento de lesões coronárias de novo: resultados do estudo EXCELLA I","Maia, Felipe, Abizaid, Alexandre, Costa Jr., José Ribamar, Feres, Fausto, Seixas, Ana Cristina, Staico, Rodolfo, Mattos, Luiz Alberto, Abizaid, Andréa, Costa, Ricardo A., Sousa, Amanda G. M. R., Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(2); 139-143","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200006&lang=pt" 
"S2179-83972008000200007-scl","Trombose de stent farmacológico no &quot;mundo-real&quot;: análise crítica do Registro DESIRE (Drug-Eluting Stent in the Real World)","Costa, Ricardo A., Sousa, Amanda G. M. R., Moreira, Adriana, Costa Jr., José Ribamar, Maldonado, Galo, Cano, Manuel, Tanajura, Luiz F., Feres, Fausto, Mattos, Luiz A., Staico, Rodolfo, Abizaid, Alexandre, Jardim, César, Liguori, Ieda M., Cury, Abrão, Berwanger, Otávio, Jatene, Adib D., Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(2); 144-154","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200007&lang=pt" 
"S2179-83972008000200010-scl","Estabilização da placa aterosclerótica por stents farmacológicos e não-farmacológicos em modelo experimental de fibroateroma de capa fina em coelhos","Echeverri, Dario, Purushothaman, K-Raman, Kilpatrick, Deborah, O&#039;Connor, William N., Moreno, Pedro R.","Revista Brasileira de Cardiologia Invasiva; 16(2); 170-177","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200010&lang=pt" 
"S2179-83972008000200020-scl","Aneurisma do tronco da artéria coronária esquerda","Ramos Filho, José, Andrade, Otávio Carneiro de, Giordano, Filipe Guilherme, Vilarinho, Diego de Oliveira, Pagoto, Eveline, Ferreira, Jomora Custódio","Revista Brasileira de Cardiologia Invasiva; 16(2); 239-241","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200020&lang=pt" 
"S2179-83972008000200015-scl","Cateterismo cardíaco esquerdo: lacunas nas informações transmitidas aos pacientes","Cavalcanti, Taciana de Castilhos, Sarmento-Leite, Rogério, Gottschall, Carlos A. M., Quadros, Alexandre Schaan de, Goldmeier, Sílvia, Souza, Emiliane Nogueira de, Moraes, Maria Antonieta Pereira","Revista Brasileira de Cardiologia Invasiva; 16(2); 206-210","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200015&lang=pt" 
"S2179-83972008000200014-scl","Elevação da creatinoquinase-MB após intervenção coronária percutânea e ocorrência de eventos cardíacos adversos","Bulcão, Valquiria G., Gotschall, Carlos A. M., Collar, Sabrina, Bulcão Neto, Lauro","Revista Brasileira de Cardiologia Invasiva; 16(2); 200-205","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200014&lang=pt" 
"S2179-83972008000200019-scl","Intervenções percutâneas no pós-operatório tardio de cirurgia de correção atrial para transposição das grandes artérias","Arrieta, Santiago Raul, Neves, Juliana R., Andrade, Gustavo, Cavalcanti, Catarina, Fiori, Mônica, Cassar, Renata de Sá, Lapa, Cleusa","Revista Brasileira de Cardiologia Invasiva; 16(2); 234-238","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200019&lang=pt" 
"S2179-83972008000200017-scl","Fechamento percutâneo da comunicação interventricular muscular congênita","Pedra, Carlos A. C., Pedra, Simone R. F., Pessotti, Cristiane, Santana, Maria Virginia T., Jatene, Ieda, Shimoda, Mônica, Esteves, César A., Braga, Sérgio L. N., Jardim, Maria Fernanda, Santiago, Justo, Fontes, Valmir F.","Revista Brasileira de Cardiologia Invasiva; 16(2); 218-224","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200017&lang=pt" 
"S2179-83972008000200021-scl","Fístula coronária","Abelin, Anibal Pereira, Sarmento-Leite, Rogério, Quadros, Alexandre Schaan de, Gottschall, Carlos A. M.","Revista Brasileira de Cardiologia Invasiva; 16(2); 242-243","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200021&lang=pt" 
"S2179-83972008000200012-scl","Evolução tardia após intervenção coronária percutânea com stents farmacológicos em pacientes diabéticos do Registro DESIRE (Drug-Eluting Stents In the REal world)","Moreira, Adriana Costa, Sousa, Amanda G. M. R., Costa Jr., José de Ribamar, Costa, Ricardo A., Maldonado, Galo A., Cano, Manuel N., Pavanello, Ricardo, Berwanger, Otavio, Liguori, Ieda M., Egito, Enilton S. T., Abib, Maria Helena, Sousa, J. Eduardo M. R.","Revista Brasileira de Cardiologia Invasiva; 16(2); 185-192","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200012&lang=pt" 
"S2179-83972008000400014-scl","Associação da concentração de bilirrubina sérica com a carga aterosclerótica em pacientes com doença arterial coronariana estabelecida","Ghem, Carine, Sarmento-Leite, Rogério, Quadros, Alexandre Schaan de, Rossetto, Simone, Gottschall, Carlos A. M.","Revista Brasileira de Cardiologia Invasiva; 16(4); 445-449","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400014&lang=pt" 
"S2179-83972008000400007-scl","Implante valvular aórtico percutâneo: experiência inicial do Sul do Brasil","Sarmento-Leite, Rogério, Quadros, Alexandre Schaan de, Prates, Paulo Roberto L., Zanatta, Leonardo G., Salgado Filho, Paulo Affonso, Grando, Tailur, Silva, Rogério Gomes da, Prates, Paulo Roberto, Nesralla, Ivo A., Gottschall, Carlos A. M.","Revista Brasileira de Cardiologia Invasiva; 16(4); 398-405","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400007&lang=pt" 
"S2179-83972008000400008-scl","Impacto dos stents farmacológicos no tratamento percutâneo de lesões coronárias em bifurcação: resultados clínicos tardios de um estudo comparativo incluindo pacientes do &quot;mundo-real&quot;","Mendes, Alaor, Sousa, Amanda G. M. R., Costa, Ricardo A., Moreira, Adriana, Costa Jr., José Ribamar, Maldonado, Galo, Cano, Manuel N., Lima, André, Staico, Rodolfo, Feres, Fausto, Mattos, Luiz A., Abizaid, Alexandre, Siqueira, Dimytri, Berwanger, Otávio, Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(4); 406-414","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400008&lang=pt" 
"S2179-83972008000400009-scl","Resultados imediatos e tardios do implante de stents farmacológicos para o tratamento de bifurcações: comparação entre as estratégias de um stent versus dois stents","Almeida, Breno Oliveira, Magalhães, Marco Aurélio, Brito Jr., Fábio Sândoli de, Abizaid, Alexandre, Nascimento, Tereza C., Gomes, Ivanise, Perin, Marco A.","Revista Brasileira de Cardiologia Invasiva; 16(4); 415-421","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400009&lang=pt" 
"S2179-83972008000400012-scl","Hidratação com bicarbonato de sódio na prevenção de nefropatia induzida por contraste em pacientes diabéticos: subanálise de ensaio clínico multicêntrico","Gomes, Vitor Osório, Tabajara, Camila, Hickmann, Patrícia, Perez-Alva, Juan Carlos, Brito Jr., Fábio, Almeida, Breno, Lima, Valter, Machado, Bruno, Arruda, Airton, Paula, José Eduardo T. de, Lasevitch, Ricardo, Caramori, Paulo","Revista Brasileira de Cardiologia Invasiva; 16(4); 434-438","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400012&lang=pt" 
"S2179-83972008000400015-scl","Hiperplasia neo-intimal intra-stent e progressão de placa aterosclerótica no vaso-alvo em pacientes tratados com stents liberadores de zotarolimus","Brito, Andre F. L., Costa Jr., José de Ribamar, C. Jr., Alaor Mendes, Maia, Julio P., Feres, Fausto, Abizaid, Alexandre, Costa, Ricardo A., Staico, Rodolfo, Siqueira, Dimytri, Mattos, Luiz Alberto, Sousa, Amanda G. M. R., Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(4); 450-455","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400015&lang=pt" 
"S2179-83972008000400016-scl","Análise comparativa da intervenção coronária percutânea com stents farmacológicos versus stents não-farmacológicos na vigência de infarto do miocárdio com supradesnivelamento do segmento ST: dados do Registro Brasileiro CENIC","Devito, Fernando Stucchi, Marin-Neto, José Antonio, Mattos, Luiz Alberto","Revista Brasileira de Cardiologia Invasiva; 16(4); 456-462","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400016&lang=pt" 
"S2179-83972008000400017-scl","Comparação do perfil epidemiológico, clínico e dos resultados das intervenções coronárias percutâneas entre os gêneros masculino e feminino, na população brasileira: dados do Registro CENIC","Lopes, Marcelo Antônio Cartaxo Queiroga, Barros, Marco Antonio De Vivo, Oliveira, Itamar Ribeiro de, Martins, Helman Campos, Paiva, Maria Sanali, Lima, João Alfredo Cunha, Maior, Gustavo Souto, Paiva, Hugo Diógenes de Oliveira, Mattos, Luiz Alberto, Marin-Neto, José Antonio","Revista Brasileira de Cardiologia Invasiva; 16(4); 463-473","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400017&lang=pt" 
"S2179-83972008000400019-scl","Stents com everolimus: resultados do programa SPIRIT. Análise dos estudos fundamentais com o stent farmacológico XienceTM V","Costa Jr., José de Ribamar, Siqueira, Dimytri, Abizaid, Alexandre","Revista Brasileira de Cardiologia Invasiva; 16(4); 482-488","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400019&lang=pt" 
"S2179-83972008000200009-scl","Impacto dos meios de contraste iodixanol e ioxaglato na reperfusão miocárdica em pacientes submetidos a angioplastia primária no infarto agudo do miocárdio","Carneiro, José Klauber Roger, Bezerra Filho, José Maria, Parente, Fabiene Lima, Mont&#039;Alverne, Antonio Guarany, Coutinho, Margleicia Maria Vasconcelos, Oliveira, Manoel Dimas, Arcanjo, Francisco Sávio, Jucá, Fabiano, Caramori, Paulo Ricardo Avancini","Revista Brasileira de Cardiologia Invasiva; 16(2); 160-169","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200009&lang=pt" 
"S2179-83972008000200011-scl","Segurança e efetividade da enoxaparina versus heparina não-fracionada no tratamento de pacientes submetidos a implante eletivo de stents não-farmacológicos: resultados imediatos e tardios","Centemero, Marinella, Maia, Felipe, Sousa, Amanda G. M. R., Feres, Fausto, Staico, Rodolfo, Mattos, Luiz Alberto, Tanajura, Luiz Fernando, Chaves, Áurea J., Ferreira, Carlos Eduardo, Costa Junior, José de Ribamar, Feldman, André, Mota, Anselmo, Pinto, Ibraim M. F., Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(2); 178-184","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200011&lang=pt" 
"S2179-83972008000200013-scl","Exeqüibilidade, eficácia e segurança do sistema de stent CardioMindTM no tratamento de lesões em vasos de fino calibre: um estudo seriado com angiografia e ultra-som intracoronário","Chamié, Daniel, Costa Jr., José Ribamar, Abizaid, Alexandre, Gottschald, Marcelo F., Feres, Fausto, Mattos, Luiz Alberto, Staico, Rodolfo, Costa, Ricardo A., Siqueira, Dimytri A., Abizaid, Andréa, Tanajura, Luiz Fernando L., Chaves, Áurea J., Centemero, Marinella, Sousa, Amanda G. M. R., Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(2); 193-199","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200013&lang=pt" 
"S2179-83972008000200016-scl","Influência dos sintomas pré-procedimento na evolução hospitalar e tardia das angioplastias carotídeas com implante de stent e sistemas de proteção cerebral","Esteva, Andrés Gustavo Sánchez, Kambara, Antonio M., Moreira, Samuel M., Mendes, Alaor, Chaves, Áurea J., Cano, Manuel N., Staico, Rodolfo, Mattos, Luiz A., Abizaid, Alexandre, Feres, Fausto, Sousa, Amanda G. M. R., Sousa, J. Eduardo M. R.","Revista Brasileira de Cardiologia Invasiva; 16(2); 211-217","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200016&lang=pt" 
"S2179-83972008000200018-scl","A N-acetilcisteína na prevenção da nefropatia induzida por contraste: as evidências são definitivas ou necessitamos de mais estudos?","Buehler, Anna Maria, Berwanger, Otávio","Revista Brasileira de Cardiologia Invasiva; 16(2); 225-233","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000200018&lang=pt" 
"S2179-83972008000400010-scl","Insuficiência renal aguda após intervenção coronária percutânea primária no infarto agudo do miocárdio: preditores e evolução clínica a longo prazo","Passos, Raphael Lanza e, Siqueira, Dimytri Alexandre A., Silva, José Fabio Almiro, Sá, Francisco Carleial Feijó de, Costa Junior, José de Ribamar, Feres, Fausto, Abizaid, Alexandre, Chaves, Áurea J., Staico, Rodolfo, Mattos, Luiz Alberto, Sousa, Amanda G. M. R., Sousa, J. Eduardo","Revista Brasileira de Cardiologia Invasiva; 16(4); 422-428","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000400010&lang=pt" 
"S2179-83972008000300001-scl","Os grandes registros brasileiros de intervenção coronária percutânea","Chaves, Áurea J.","Revista Brasileira de Cardiologia Invasiva; 16(3); 259-260","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000300001&lang=pt" 
"S2179-83972008000300004-scl","De volta para o futuro - parte II: stents auto-expansíveis?","Bezerra, Hiram G., Costa, Marco A.","Revista Brasileira de Cardiologia Invasiva; 16(3); 268-269","Revista Brasileira de Cardiologia Invasiva","Português","2008","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2179-83972008000300004&lang=pt" 
