"S0102-311X2007001200026-spa","Entre fetichismo e sobrevivência: o artigo científico é uma mercadoria acadêmica?","Castiel, Luis David, Sanz-Valero, Javier","Cadernos de Saúde Pública; 23(12); 3041-3050","Cadernos de Saúde Pública","Português","2007","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0102-311X2007001200026&lang=pt" 
"S0101-98802007000400009-scl","Número de gânglios dissecados em peças pperatórias de pacientes submetidos à ressecção cirúrgica de câncer colorretal: retrospectiva de 10 anos HNSC - Tubarão - SC","Kuhnen, Ricardo Beckhauser, Kock, Kaiser de Souza","Revista Brasileira de Coloproctologia; 27(4); 417-422","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400009&lang=pt" 
"S0101-98802007000400011-scl","Intussuscepção intestinal em adultos","Hanan, Bernardo, Diniz, Thomas Rezende, Luz, Magda Maria Profeta da, Conceição, Sérgio Alexandre da, Silva, Rodrigo Gomes da, Lacerda-Filho, Antônio","Revista Brasileira de Coloproctologia; 27(4); 432-438","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400011&lang=pt" 
"S0101-98802007000400012-scl","Efeitos da injeção de solução bicarbonatada de ácido acetilsalicílico em mucosa colorretal de coelhos, com vistas a aplicação no preparo pré-operatório do cólon","Ioriatti, Enrico Salomão, Rodrigues, Maria A. M., Siqueira, Juliana Menezes, Hossne, Rogério Saad","Revista Brasileira de Coloproctologia; 27(4); 439-445","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400012&lang=pt" 
"S0101-98802007000400017-scl","Resposta completa à terapia neoadjuvante no câncer de reto: apenas sorte ou um resultado previsível?","Pinho, Mauro","Revista Brasileira de Coloproctologia; 27(4); 474-478","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400017&lang=pt" 
"S0101-98802007000400010-scl","Endometriose do trato gastrintestinal: correlações clínicas e laparoscópicas","Sagae, Univaldo Etsuo, Lopasso, Fábio, Abrão, Maurício Simões, Cavalli, Namir, Rodrigues, Joaquim José Gama","Revista Brasileira de Coloproctologia; 27(4); 423-431","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400010&lang=pt" 
"S0101-98802007000400003-scl","Proposta para estadiamento do câncer colorretal baseada em critérios morfofuncionais: correlação com níveis séricos do antígeno carcinoembrionário","Priolli, Denise Gonçalves, Cardinalli, Izilda Aparecida, Piovesan, Helenice, Margarido, Nelson Fontana, Martinez, Carlos Augusto Real","Revista Brasileira de Coloproctologia; 27(4); 374-383","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400003&lang=pt" 
"S0101-98802007000400016-scl","Câncer ano-reto-cólico: aspectos atuais II - câncer colorretal - fatores de riscos e prevenção","Santos Jr., Júlio César M","Revista Brasileira de Coloproctologia; 27(4); 459-473","Revista Brasileira de Coloproctologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-98802007000400016&lang=pt" 
"S0100-41582007000600008-scl","Is it necessary to soak rice grains to prepare Rhizoctonia solani AG-4 inoculum?","Paula Júnior, Trazilbo J., Vieira, Rogério F., Jesus Junior, Waldir C., Hau, Bernhard, Teixeira, Hudson","Fitopatologia Brasileira; 32(6); 501-503","Fitopatologia Brasileira","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-41582007000600008&lang=pt" 
"S0120-56332007000500010-col","Tratamiento endovascular de urgencia con endoprótesis de aneurisma roto disecado de aorta torácica: A propósito de un caso","Lugo, José, Calderón, Luis I, Gómez, Germán, Castro, Pablo, Hurtado, Edgar, Estrada, Gilberto, Fonseca, Jaime, Mendoza, Sara, Santos, Hernando, Caicedo, Víctor, Orjuela, Hernando, Abello, Mauricio","Revista Colombiana de Cardiología; 14(5); 323-330","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500010&lang=pt" 
"S0120-56332007000500011-col","Utilidad de la angiografía por tomografía axial computarizada en la evaluación anatómica de los pacientes pediátricos con cardiopatías congénitas","Mosquera A, Walter, Reyes P, Rafael, Aguilera N, Fabio M, Bretón, César A, Buitrago, Danuby A, Suárez J, Ramiro, Castillo M, Víctor R","Revista Colombiana de Cardiología; 14(5); 331-336","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500011&lang=pt" 
"S0120-41572007000400007-col","Efectividad de la profilaxis para enfermedad tuberculosa en pacientes infectados por el virus de la inmunodeficiencia humana, Medellín, 2002-2005","Arbeláez, María Patricia, Arbeláez, Alexánder, Gómez, Rubén Darío, Rojas, Carlos, Vélez, Lázaro, Arias, Sonia Luz, Nagles, Jorge, Peláez, Luz Marina, Betancourt, Gloria, Velásquez, Gloria","Biomédica; 27(4); 515-525","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400007&lang=pt" 
"S0120-41572007000400008-col","Polimorfismo genético de la apolipoproteína E en un grupo de escolares del centro-oriente colombiano: comparación con las concentraciones plasmáticas de lípidos y apolipoproteínas","Callas, Ney, Poveda, Elpidia, Baracaldo, César, Hernández, Patricia, Castillo, Carlina, Guerra, Martha","Biomédica; 27(4); 526-536","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400008&lang=pt" 
"S0120-41572007000400009-col","Frecuencias alélicas, genotípicas y haplotípicas HLA-A, HLA-B, HLA-DRB1 en donantes fallecidos, Medellín, Colombia","Rodríguez, Libia M, Giraldo, Mabel C, García, Natalia, Velásquez, Laura, París, Sara C, Álvarez, Cristiam M, García, Luis F","Biomédica; 27(4); 537-547","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400009&lang=pt" 
"S0120-56332007000500009-col","Tratamiento endovascular de las patologías de aorta -Estado del arte-: Parte 1 - Aneurismas de aorta abdominal","Uribe, Carlos E, Calderón, Luis I, Castro, Pablo, Gómez, Germán S, Hurtado, Edgar F, Estrada, Gilberto","Revista Colombiana de Cardiología; 14(5); 313-322","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500009&lang=pt" 
"S0120-56332007000500008-col","Endarterectomía carotídea en pacientes sintomáticos y asintomáticos: resultados de morbi-mortalidad desde 1998 hasta 2005","Barrera, Juan G, Mateus, Ligia C, Carreño, Marisol, Bayter, Jorge E, Saaibi, José F, Balestrini, Carlos S, Gutiérrez, Melquisedec, Calderón, Jaime, Castillo, Víctor R, Calvo, Oscar F, Muñoz, Jimmy G, Santos, Carlos, Amarillo, Jaime, Gomezese, Omar F, López, Freddy, Pizarro, Camilo, Luengas, Carlos A, Chávez, Ángel M","Revista Colombiana de Cardiología; 14(5); 308-312","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500008&lang=pt" 
"S0120-56332007000500001-col","Fundación Abood Shaio: 50 años construyendo la historia de la Cardiología","Estrada, Gilberto","Revista Colombiana de Cardiología; 14(5); 253-256","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500001&lang=pt" 
"S0120-56332007000500003-col","Aspectos ético legales del trasplante de corazón","Mendoza, Fernán del C","Revista Colombiana de Cardiología; 14(5); 259-275","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500003&lang=pt" 
"S0120-56332007000500002-col","«Cardiólogo-Cardiópata»","Vera-Delgado, Adolfo","Revista Colombiana de Cardiología; 14(5); 257-258","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500002&lang=pt" 
"S0120-56332007000500005-col","Terapia de resincronización con implante de electrodo ventricular izquierdo por vía epicárdica","Gómez, Francisco, Astudillo, Boris V, Orrego, Carlos M, Coronado, Manuel A, Senior, Juan M","Revista Colombiana de Cardiología; 14(5); 284-290","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500005&lang=pt" 
"S0120-56332007000500004-col","Efecto morfológico y funcional vascular de los andrógenos endógenos en un modelo experimental en conejos ateroscleróticos","Echeverri, Darío, Delgadillo, Alexandra, Montes, Félix","Revista Colombiana de Cardiología; 14(5); 276-283","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500004&lang=pt" 
"S0120-56332007000500007-col","Alergia al clopidogrel: hipersensibilidad con exantema y neutropenia, reporte de dos casos y revisión de la literatura","Uribe, Carlos E, Lugo, José J, Calderón, Luis I, Castro, Pablo, Gómez, Germán, Hurtado, Édgar, Estrada, Gilberto","Revista Colombiana de Cardiología; 14(5); 299-307","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500007&lang=pt" 
"S0120-56332007000500006-col","Tomografía computarizada con multidetectores en el diagnóstico de la estenosis coronaria","Lombo, Bernardo, Carvajal, Carlos A, Tafur, Mónica, Gómez, Rafael","Revista Colombiana de Cardiología; 14(5); 291-298","Revista Colombiana de Cardiología","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-56332007000500006&lang=pt" 
"S0120-41572007000400015-col","Alteraciones de la morfología dendrítica neuronal en la corteza cerebral de ratones infectados con rabia: un estudio con la técnica de Golgi","Torres-Fernández, Orlando, Yepes, Gloria E, Gómez, Javier E","Biomédica; 27(4); 605-613","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400015&lang=pt" 
"S0120-41572007000400014-col","Citotoxicidad del glifosato en células mononucleares de sangre periférica humana","Martínez, Adriano, Reyes, Ismael, Reyes, Niradiz","Biomédica; 27(4); 594-604","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400014&lang=pt" 
"S0120-41572007000400013-col","Perfiles clínicos del paludismo no complicado por Plasmodium falciparum en Córdoba, Colombia","Knudson, Angélica, Nicholls, Rubén Santiago, Guerra, Ángela Patricia, Sánchez, Ricardo","Biomédica; 27(4); 581-593","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400013&lang=pt" 
"S0120-41572007000400012-col","Evaluación de dos pruebas rápidas NOW® ICT Malaria Pf/Pv y OptiMAL® para el diagnóstico de paludismo en Tumaco, Colombia","Mendoza, Nohora Marcela, García, Marisol, Cortés, Liliana Jazmín, VelaS, Claudia, Erazo, Rigoberto, Pérez, Pilar, Ospina, Olga Lucía, Burgos, Javier Darío","Biomédica; 27(4); 571-580","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400012&lang=pt" 
"S0120-41572007000400011-col","Estado nutricional de niños palúdicos residentes en El Bagre y Turbo, Antioquia, Colombia, 2004-2005","Uscátegui, Rosa Magdalena, Correa, Adriana María","Biomédica; 27(4); 559-570","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400011&lang=pt" 
"S0120-41572007000400010-col","Disminución del número de neuronas que expresan GABA en la corteza cerebral de ratones infectados con rabia","Rengifo, Aura Caterine, Torres-Fernández, Orlando","Biomédica; 27(4); 548-558","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400010&lang=pt" 
"S0120-41572007000400004-col","Resultados adversos en la procreación en mujeres trabajadoras en la floricultura colombiana: un resumen de la evidencia mediante metanálisis","Idrovo, Álvaro Javier, Sanín, Luz Helena","Biomédica; 27(4); 490-497","Biomédica","Espanhol","2007","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-41572007000400004&lang=pt" 
"S0104-530X2007000300013-scl","Aplicação do earned value em projetos complexos - um estudo de caso na EMBRAER","Giacometti, Rogério Abdala, Silva, Carlos Eduardo Sanches da, Souza, Helder José Celani de, Marins, Fernando Augusto Silva, Silva, Elizabete Ribeiro Sanches da","Gestão &amp; Produção; 14(3); 595-607","Gestão &amp; Produção","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2007000300013&lang=pt" 
"S0104-530X2007000300001-scl","Co-editorial","Morabito, Reinaldo, Carvalho, Marly Monteiro de, Rozenfeld, Henrique","Gestão &amp; Produção; 14(3); -","Gestão &amp; Produção","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2007000300001&lang=pt" 
"S0104-530X2007000300002-scl","On the amount and timing of project payments with hints to customary contracting in Germany","Kimms, Alf","Gestão &amp; Produção; 14(3); 441-451","Gestão &amp; Produção","Inglês","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-530X2007000300002&lang=pt" 
"S0034-72802007000600001-scl","Prestígio clínico da estatística","Azeredo, Almiro Pinto de","Revista Brasileira de Oftalmologia; 66(6); 367-368","Revista Brasileira de Oftalmologia","Português","2007","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802007000600001&lang=pt" 
