"S0103-73072012000200007-scl","La privatización de la educación Argentina: un largo proceso de expansión y naturalización","Vior, Susana E., Rodríguez, Laura R.","Pro-Posições; 23(2); 91-104","Pro-Posições","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-73072012000200007&lang=pt" 
"S1727-81202012000200006-cub","Intervención educativa para fortalecer la resiliencia de madres adolescentes del Policlínico Vertientes","de Posada Rodríguez, Sara, Broche Ulloa, Malbersis","Humanidades Médicas; 12(2); 217-240","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200006&lang=pt" 
"S1727-81202012000200007-cub","Aspectos éticos relacionados con la ecocardiografía transesofágica en pacientes de edad pediátrica","Ozores Suárez, Francisco Javier","Humanidades Médicas; 12(2); 241-251","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200007&lang=pt" 
"S1727-81202012000200008-cub","Conductas autoritarias y de poder en la práctica médica. Consideraciones","Afonso Presilla, Évora Mercedes, Nobalbo Aguilera, Yunexis Teresa","Humanidades Médicas; 12(2); 252-261","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200008&lang=pt" 
"S1727-81202012000200009-cub","Repercusión del desarrollo de las neurociencias en la solución de problemas sociales","Brown Martínez, Marta, Valdés González, Yamilé, González Ortiz, Edilberto","Humanidades Médicas; 12(2); 262-275","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200009&lang=pt" 
"S1727-81202012000200010-cub","Consideraciones acerca de la evaluación de los objetivos educativos en la disciplina Morfofisiología","Méndez Martínez, María Josefina, Hidalgo García, Carmen Rosa, Fernández Franch, Neyda, Betancourt Valladares, Miriela","Humanidades Médicas; 12(2); 276-288","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200010&lang=pt" 
"S1727-81202012000200011-cub","Valores profesionales de enfermería: Una mirada hacia la formación en la Educación Superior","Díaz Flores, Martha, Castro Ricalde, Diana Margarita, Cuevas Jaimes, Brenda Lizeth","Humanidades Médicas; 12(2); 289-299","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200011&lang=pt" 
"S1727-81202012000200012-cub","Estrategia didáctica para gestionar información en el proceso de formación profesional","Ramírez Varona, Rafael F, Rodríguez Andino, Milagros, Machado Ramírez, Evelio F, Mho González, José","Humanidades Médicas; 12(2); 300-316","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200012&lang=pt" 
"S1727-81202012000200013-cub","Estrategia metodológica para capacitar al tutor de la Vanguardia Mario Muñoz. Una experiencia camagüeyana","Batista Hernández, Ismet, Socarrás Sánchez, Sonia, Bujardón Mendoza, Alberto","Humanidades Médicas; 12(2); 317-336","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200013&lang=pt" 
"S1727-81202012000200014-cub","Estrategia para desarrollar habilidades ortográficas en los estudiantes de Tecnología de la Salud","Pérez Lugo, Mercedes, Pérez Lugo, Iliana Margarita, Rodríguez Esquivel, Ana Margarita, Peláez Araluce, Yamilé","Humanidades Médicas; 12(2); 337-346","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200014&lang=pt" 
"S1727-81202012000200015-cub","Estrategia didáctica para la dinámica del proceso docente educativo de la Matemática en la especialidad Bioestadística","Espindola Artola, Arnaldo, Gutiérrez Álvarez, Milagros, Castellanos Pupo, Xonia, Yordi González, Isabel, Miranda Carbonell, Migdalia","Humanidades Médicas; 12(2); 347-359","Humanidades Médicas","Espanhol","2012","http://scielo.sld.cu/scielo.php?script=sci_arttext&pid=S1727-81202012000200015&lang=pt" 
"S0042-96862012000800003-spa","Performance-based financing in low- and middle-income countries: still more questions than answers","Fretheim, Atle, Witter, Sophie, Lindahl, Anne Karin, Olsen, Ingvar Theo","Bulletin of the World Health Organization; 90(8); 559-559A","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800003&lang=pt" 
"S0042-96862012000800007-spa","Counting the cost of calories","","Bulletin of the World Health Organization; 90(8); 566-567","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800007&lang=pt" 
"S0042-96862012000800002-spa","Trans-disciplinary research to improve health systems&#039; disaster readiness and response","Watson, Samantha, Petterson, Mike, Lang, Stefan, Kienberger, Stefan, Hagenlocher, Michael, Rudge, James, Coker, Richard","Bulletin of the World Health Organization; 90(8); 558-558A","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800002&lang=pt" 
"S0042-96862012000800001-spa","","","Bulletin of the World Health Organization; 90(8); 557-557","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800001&lang=pt" 
"S0042-96862012000800005-spa","New drugs from ancient texts","","Bulletin of the World Health Organization; 90(8); 562-563","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800005&lang=pt" 
"S0042-96862012000800004-spa","Public health round-up","","Bulletin of the World Health Organization; 90(8); 560-561","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800004&lang=pt" 
"S0042-96862012000800009-spa","Regional disparities in the burden of disease attributable to unsafe water and poor sanitation in China","Carlton, Elizabeth J, Liang, Song, McDowell, Julia Z, Li, Huazhong, Luo, Wei, Remais, Justin V","Bulletin of the World Health Organization; 90(8); 578-587","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800009&lang=pt" 
"S0042-96862012000800016-spa","The role of biomedical engineering in disaster management in resource-limited settings","Fernandes, Andrea, Zaman, Muhammad H","Bulletin of the World Health Organization; 90(8); 631-632","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800016&lang=pt" 
"S0042-96862012000800014-spa","Achieving high coverage in Rwanda&#039;s national human papillomavirus vaccination programme","Binagwaho, Agnes, Wagner, Claire M, Gatera, Maurice, Karema, Corine, Nutt, Cameron T, Ngabo, Fidele","Bulletin of the World Health Organization; 90(8); 623-628","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800014&lang=pt" 
"S0042-96862012000800015-spa","The voice of the most vulnerable: lessons from the nuclear crisis in Fukushima, Japan","Sugimoto, A, Krull, S, Nomura, S, Morita, T, Tsubokura, M","Bulletin of the World Health Organization; 90(8); 629-630","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800015&lang=pt" 
"S0042-96862012000800012-spa","A systematic review of Demographic and Health Surveys: data availability and utilization for research","Fabic, Madeleine Short, Choi, YoonJoung, Bird, Sandra","Bulletin of the World Health Organization; 90(8); 604-612","Bulletin of the World Health Organization","Inglês","2012","http://www.scielosp.org/scielo.php?script=sci_arttext&pid=S0042-96862012000800012&lang=pt" 
"S1984-64872012000500007-scl","La dinámica placer/afecto en la constitución de feminidades en mujeres negras y mestizas-blancas de diferentes sectores sociales en el suroccidente colombiano","Urrea Giraldo, Fernando, Moncayo Quevedo, Jorge Eduardo","Sexualidad, Salud y Sociedad (Rio de Janeiro); (11); 155-186","Sexualidad, Salud y Sociedad (Rio de Janeiro)","Espanhol","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1984-64872012000500007&lang=pt" 
"S1516-89132012000400001-scl","Assessment of the metabolism of different strains of Bacillus megaterium","Suarez, Carlos Alberto Galeano, Montano, Inti Doraci Cavalcanti, Nucci, Edson Romano, Iemma, Monica Rosas da Costa, Giordano, Raquel de Lima Camargo, Giordano, Roberto de Campos","Brazilian Archives of Biology and Technology; 55(4); 485-490","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400001&lang=pt" 
"S1516-89132012000400002-scl","Effects of storage time and temperature on the characteristics of vegetable-type soybean grain minimally processed","Czaikoski, Karina, Carrao-Panizzi, Mercedes Concordia, Silva, Josemeyre Bonifácio da, Ida, Elza Iouko","Brazilian Archives of Biology and Technology; 55(4); 491-496","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400002&lang=pt" 
"S1516-89132012000400004-scl","Optimization of process parameters for cellulase production from Bacillus sp. JS14 in solid substrate fermentation using response surface methodology","Singh, Jagdish, Kaur, Pawandeep","Brazilian Archives of Biology and Technology; 55(4); 505-512","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400004&lang=pt" 
"S1516-89132012000400006-scl","Effects of Emerita brasiliensis flour supplementation on normotensive (Wistar) and spontaneously hypertensive rats (SHR)","Cavargere, Victor Agati, França, Camille Feitoza, Cardoso, Ricardo, Vianna, Lucia Marques","Brazilian Archives of Biology and Technology; 55(4); 521-525","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400006&lang=pt" 
"S1516-89132012000400008-scl","Investigation on Newcastle Disease Virus (NDV), Infectious Bursal Disease Virus (IBDV) and Avian Poxvirus (APV) in magellanic penguins in Southern region of Brazil","Nunes, Cristina Freitas, Fonseca, Fabiane, Leite, Alice Teixeira Meirelles, Silva Filho, Rodolfo Pinho da, Finger, Paula Fonseca, Castro, Clarissa Caetano, Fischer, Geferson, Vargas, Gilberto D&#039;avila, Hübner, Silvia de Oliveira","Brazilian Archives of Biology and Technology; 55(4); 537-542","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400008&lang=pt" 
"S1516-89132012000400009-scl","In vitro establishment and multiplication of the Normania triphylla (Lowe) Lowe","Delmail, David, Labrousse, Pascal, Lesouëf, Jean-Yves, Le Hir, François, Autret, Jean-Luc, Botineau, Michel","Brazilian Archives of Biology and Technology; 55(4); 543-547","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400009&lang=pt" 
"S1516-89132012000400010-scl","Composition and seasonal variation of brachyura and anomura (Crustacea, Decapoda) associated with brown mussel farms at Praia da Cocanha, Brazil","Bernadochi, Ligia Coletti, Silvestri, Fausto, Turra, Alexander","Brazilian Archives of Biology and Technology; 55(4); 549-557","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400010&lang=pt" 
"S1516-89132012000400013-scl","Release of potassium from rock powder by the yeast Torulaspora globosa","Rosa-Magri, Márcia Maria, Avansini, Simoni Helena, Lopes-Assad, Maria Leonor, Tauk-Tornisielo, Sâmia Maria, Ceccato-Antonini, Sandra Regina","Brazilian Archives of Biology and Technology; 55(4); 577-582","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400013&lang=pt" 
"S1516-89132012000400014-scl","Water potential and viability of seeds of Eugenia (Myrtaceae), a tropical tree species, based upon different levels of drying","Delgado, Liliana Ferreira, Barbedo, Claudio José","Brazilian Archives of Biology and Technology; 55(4); 583-590","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400014&lang=pt" 
"S1516-89132012000400015-scl","Evaluation of the shelf-life of vegetable-type soybean pods","Santana, Andréia Cristina, Carrao-Panizzi, Mercedes Concordia, Mandarino, José Marcos Gontijo, Leite, Rodrigo Santos, Silva, Josemeyre Bonifácio da, Ida, Elza Iouko","Brazilian Archives of Biology and Technology; 55(4); 591-595","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400015&lang=pt" 
"S1516-89132012000400019-scl","Characterization of immobilized biomass by amplified rDNA restriction analysis (ARDRA) in an anaerobic sequencing-batch biofilm reactor (ASBBR) for the treatment of industrial wastewater","Sarti, Arnaldo, Pozzi, Eloisa, Zaiat, Marcelo","Brazilian Archives of Biology and Technology; 55(4); 623-629","Brazilian Archives of Biology and Technology","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-89132012000400019&lang=pt" 
"S1415-65552012000400006-scl","Configurações estratégicas de firmas brasileiras de alto desempenho listadas na BM&amp;FBOVESPA","Gurgel, Maria Cristina do Amaral, Vasconcelos, Flávio Carvalho de","Revista de Administração Contemporânea; 16(4); 586-607","Revista de Administração Contemporânea","Português","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1415-65552012000400006&lang=pt" 
"S0102-695X2012000400008-scl","Characterization of the photosynthetic conditions and pigment profiles of the colour strains of Hypnea musciformis from field-collected and in vitro cultured samples","Fernandes, Daniela R. P., Caetano, Vanessa S., Tenório, Márcio M. B., Reinert, Fernanda, Yoneshigue-Valentin, Yocie","Revista Brasileira de Farmacognosia; 22(4); 753-759","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400008&lang=pt" 
"S0102-695X2012000400007-scl","Cultivation of the red algae Kappaphycus alvarezii in Brazil and its pharmacological potential","Hayashi, Leila, Reis, Renata P.","Revista Brasileira de Farmacognosia; 22(4); 748-752","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400007&lang=pt" 
"S0102-695X2012000400006-scl","Inhibitory effect of a Brazilian marine brown alga Spatoglossum schröederi on biological activities of Lachesis muta snake venom","Domingos, Thaisa Francielle Souza, Ortiz-Ramírez, Fredy A., Villaça, Roberto C., Cavalcanti, Diana N., Sanchez, Eladio F., Teixeira, Valéria L., Fuly, André Lopes","Revista Brasileira de Farmacognosia; 22(4); 741-747","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400006&lang=pt" 
"S0102-695X2012000400013-scl","Anti-HSV activity of Hypnea musciformis cultured with different phytohormones","Mendes, Gabriella da Silva, Bravin, Isolda Cecília, Yoneshigue-Valentin, Yocie, Yokoya, Nair S., Romanos, Maria Teresa Villela","Revista Brasileira de Farmacognosia; 22(4); 789-794","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400013&lang=pt" 
"S0102-695X2012000400011-scl","Effects of a cyanobacterial extract containing-anatoxin-a(s) on the cardiac rhythm of Leurolestes circunvagans","Rodríguez, Vania, Mori, Bruno, Dörr, Felipe A., Dal Belo, Cháriston A., Colepicolo, Pio, Pinto, Ernani","Revista Brasileira de Farmacognosia; 22(4); 775-781","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400011&lang=pt" 
"S0102-695X2012000400002-scl","Antiviral activity of extracts from Brazilian seaweeds against herpes simplex virus","Soares, Angélica Ribeiro, Robaina, Marcela C. S., Mendes, Gabriella S., Silva, Thalia S. L., Gestinari, Lísia M. S., Pamplona, Odinéia S., Yoneshigue-Valentin, Yocie, Kaiser, Carlos R, Romanos, Maria Teresa Villela","Revista Brasileira de Farmacognosia; 22(4); 714-723","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400002&lang=pt" 
"S0102-695X2012000400015-scl","Characterization of volatile composition of Laurencia dendroidea by gas chromatography-mass spectrometry","Gressler, Vanessa, Fujii, Mutue T., Colepicolo, Pio, Pinto, Ernani","Revista Brasileira de Farmacognosia; 22(4); 805-813","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400015&lang=pt" 
"S0102-695X2012000400016-scl","Marine natural seaweed products as potential antiviral drugs against Bovine viral diarrhea virus","Pinto, Ana Maria Viana, Leite, José Paulo G., Ferreira, Wilton J., Cavalcanti, Diana N., Villaça, Roberto C., Giongo, Viveca, Teixeira, Valéria L., Paixão, Izabel Christina Nunes de Palmer","Revista Brasileira de Farmacognosia; 22(4); 813-817","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400016&lang=pt" 
"S0102-695X2012000400020-scl","Allelopathic potential of extracts the from marine macroalga Plocamium brasiliense and their effects on pasture weed","Fonseca, Rainiomar Raimundo da, Ortiz-Ramírez, Fredy A., Cavalcanti, Diana N., Ramos, Carlos José B., Teixeira, Valéria L., Sousa Filho, Antonio Pedro da Silva","Revista Brasileira de Farmacognosia; 22(4); 850-853","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400020&lang=pt" 
"S0102-695X2012000400009-scl","Current knowledge on biotechnological interesting seaweeds from the Magellan Region, Chile","Mansilla, Andrés, Ávila, Marcela, Yokoya, Nair S.","Revista Brasileira de Farmacognosia; 22(4); 760-767","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400009&lang=pt" 
"S0102-695X2012000400021-scl","Comparison of extraction and transesterification methods on the determination of the fatty acid contents of three Brazilian seaweed species","Martins, Aline P., Yokoya, Nair S., Colepicolo, Pio","Revista Brasileira de Farmacognosia; 22(4); 854-860","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400021&lang=pt" 
"S0102-695X2012000400019-scl","Morphological and molecular studies on the Brazilian native red seaweed Laurencia oliveirana (Rhodomelaceae, Ceramiales)","Cassano, Valéria, Oliveira, Mariana C., Gil-Rodríguez, Ma. Candelaria, Sentíes, Abel, Díaz-Larrea, Jhoana, Fujii, Mutue T.","Revista Brasileira de Farmacognosia; 22(4); 838-849","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400019&lang=pt" 
"S0102-695X2012000400022-scl","Caulerpin as a potential antiviral drug against herpes simplex virus type 1","Macedo, Nathália Regina Porto Vieira, Ribeiro, Michele S., Villaça, Roberto C., Ferreira, Wilton, Pinto, Ana Maria, Teixeira, Valéria L., Cirne-Santos, Claudio, Paixão, Izabel C. N. P., Giongo, Viveca","Revista Brasileira de Farmacognosia; 22(4); 861-867","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400022&lang=pt" 
"S0102-695X2012000400029-scl","Structure versus anticoagulant and antithrombotic actions of marine sulfated polysaccharides","Pomin, Vitor Hugo, Mourão, Paulo Antônio de Souza","Revista Brasileira de Farmacognosia; 22(4); 921-928","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400029&lang=pt" 
"S0102-695X2012000400026-scl","Influence of tourist activity on the diversity of seaweed from reefs in Maracajaú, Atlantic Ocean, Northeast Brazil","Silva, Ingrid B., Fujii, Mutue T., Marinho-Soriano, Eliane","Revista Brasileira de Farmacognosia; 22(4); 889-893","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400026&lang=pt" 
"S0102-695X2012000400023-scl","Use of geographic information systems (GIS) to identify adequate sites for cultivation of the seaweed Gracilaria birdiae in Rio Grande do Norte, Northeastern Brazil","Sousa, Flavo E. S. de, Moura, Euriel A., Marinho-Soriano, Eliane","Revista Brasileira de Farmacognosia; 22(4); 868-873","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400023&lang=pt" 
"S0102-695X2012000400024-scl","Seasonal changes in the pigment composition of natural population of Gracilaria domingensis (Gracilariales, Rhodophyta)","Pereira, Dinaelza Castelo, Trigueiro, Thiago Gaban, Colepicolo, Pio, Marinho-Soriano, Eliane","Revista Brasileira de Farmacognosia; 22(4); 874-880","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400024&lang=pt" 
"S0102-695X2012000400017-scl","Effects of temperature, salinity and irradiance on carposporeling development of Hidropuntia caudata (Gracilariales, Rhodophyta)","Miranda, George E. C. de, Yokoya, Nair S., Fujii, Mutue T.","Revista Brasileira de Farmacognosia; 22(4); 818-824","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400017&lang=pt" 
"S0102-695X2012000400028-scl","Marine natural products: chemical and biological potential of seaweeds and their endophytic fungi","Oliveira, Ana Lígia Leandrini de, Felício, Rafael de, Debonsi, Hosana Maria","Revista Brasileira de Farmacognosia; 22(4); 906-920","Revista Brasileira de Farmacognosia","Inglês","2012","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-695X2012000400028&lang=pt" 
